ID,Title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
39,Side Track,(Many G) (Disco-D-WE*),169 4th St. S.E.,Cedar Rapids,IA,"(G),(D),(WE),(*)",Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
40,Warehouse,(Disco) (Hard to find- call (319) 365-9044 for directions),525 H St. S.W.,Cedar Rapids,IA,"(YC),(D),(*)",Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
43,Ernie's Book Store,(Cruisy),2305 W. Broadway,Council Bluffs,IA,,"Book Store,Cruising Areas",1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
44,Joker Lounge,"(Best late, after Omaha bars close)",3603 W. Broadway,Council Bluffs,IA,(M),Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
47,Adam & Eve Book Store,,508 Grand,Des Moines,IA,,Book Store,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
48,B.G. Lounge,(Some OC),208 3rd St.,Des Moines,IA,"(OC),(D),(PT),(S),(*)",Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
49,City Disco Park,"(Some G) (Iowa's 'top' complex has (Disco)(Cabaret), arcade, Patio bar & lounge. Open 8 p.m.- 2 a.m. daily, Sun. 6 p.m.- 10 p.m.)",545 6th Ave.,Des Moines,IA,"(*),(HIP),(YC),(G),(D),(S),(PT)",Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
52,Stardust,,1203 Grand Ave.,Des Moines,IA,"(G),(D),(PT),(S)",Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
53,The Place,(Book store) ('wild back room'),205 4th St.,Des Moines,IA,(P),Book Store,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
60,That Bar,(Some G),325 E. Market St.,Iowa City,IA,"(*),(M),(YC),(G),(D)",Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
64,Forum Book Shop & Arcade,,513 Pearl St.,Sioux City,IA,,Book Store,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
65,Inn Touch,(Some G) (Disco- WE),1445 Sycamore,Waterloo,IA,"(YC),(G),(D),(WE),(PT)",Bars/Clubs,1979,,,,4/21/2020 10:27am,7/23/2020 7:25pm
67,Dugan's Deli,,2902 West,Ames,IA,"(M),(R)",Restaurant,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
69,Holiday Inn,,2501 Williams Blvd. S.W.,Cedar Rapids,IA,"(M),(R),(C),(AH)",Restaurant,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
70,Private Club,(Disco),113 A Ave. N.W.,Cedar Rapids,IA,"(D),(WE)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
72,Side Track,(Some G),169 4th St. S.E.,Cedar Rapids,IA,"(YC),(G),(D),(E),(*)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
77,Bachelor's Library,(Books),919 Walnut,Des Moines,IA,,Book Store,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
78,B.G. Lounge ,(Some OC),208 3rd St.,Des Moines,IA,"(OC),(D),(PT),(*)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
79,City Disco Park,(Some G) (DIsco),545 6th Ave.,Des Moines,IA,"(*),(YC),(G),(D),(PT)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
80,Corn Parlor,(Home of the Iowa 'Corn Haulers'),942 6th Ave.,Des Moines,IA,"(W),(SM),(*)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
83,M2 Lounge,,1201 Grand Ave.,Des Moines,IA,(D),Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
84,Shelter House,(Some SM) (RT-Days) (Adjoins City Disco- rear entrance in alley off Keo),545 6th Ave.,Des Moines,IA,"(SM),(RT)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
91,Boulevard Room,(Some G),325 E. Market St.,Iowa City,IA,"(M),(YC),(G),(D),(*)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
95,Inn Touch,(Some G) (Disco- WE),1445 Sycamore,Waterloo,IA,"(*),(YC),(G),(D),(WE),(PT)",Bars/Clubs,1978,,,,4/21/2020 10:27am,7/23/2020 7:25pm
97,Cave Inn Pizza,,126 Welch,Ames,IA,"(M),(R)",Restaurant,1977,,,,4/21/2020 10:27am,7/23/2020 7:25pm
98,Aragon,,2nd Avenue S.E.,Cedar Rapids,IA,"(OC),(RT)",Bars/Clubs,1977,,,,4/21/2020 10:27am,7/23/2020 7:25pm
