ID2,title,streetaddress,unclear_address,description,city,state,amenityfeatures,type,unclear type or question,notes,Year,Last Modified
3560,Phoenix Books,317 Westport Rd.,,"931-5794, 10am-6pm, til 5pm Sun, feminist/lesbigay",Kansas City,MO,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
1106,A Taste of Leather,317-A 10th St.,,252-9166/ (800)367-0786,San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market"".",1995,4/25/2023 9:22pm
1950,Collins Plaza,318 20th St.,,532-0849,Miami Beach/South Beach,FL,(GF),Accommodations,,,1995,4/25/2023 9:22pm
349,Murphy's Inn,318 Neal St.,,273-6873 B&B,Grass Valley,CA,"(GF),(WC)",Accommodations,,,1995,4/25/2023 9:22pm
4787,Looking Glass Bookstore,318 SW Taylor,,"227-4760 9am-6pm, from 10am Sat, clsd Sun",Portland,OR,(WC),Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
4058,Colonial House Inn,318 W. 22nd St.,,"243-9669/ (800)689-3779 20 rooms, sundeck",New York City,NY,(*),Accommodations,,"Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,4/25/2023 9:23pm
2506,Madison Square,319 20th St.,,786-9400 noon-3am,Rock Island,IL,"(NH),D,(S)",Bars,,,1995,4/25/2023 9:22pm
1125,Metro Hotel,319 Divisadero St.,,861-5364,San Francisco,CA,"(GF),(F)",Accommodations,,"Listed under ""S.F.- Haight, Fillmore & West"".",1995,4/25/2023 9:22pm
4684,Midtown Theater,319 E. 3rd St.,,"584-3112, 24hrs",Tulsa,OK,,Erotica,,,1995,4/25/2023 9:23pm
1604,Beverly Hills Club,319 Pennsylvania Ave. SE,,544-6600 3 flrs.; also restaurant,Washington,DC,"(GF),D",Bars,,,1995,4/25/2023 9:22pm
5408,Zippers,319 W. Harrison,,"412-9708 7pm-2am, patio",Harlingen,TX,"(MW),(E),(WC)",Bars,,,1995,4/25/2023 9:23pm
5056,"Court, The",320 Court St.,,"326-3611 4pm-2am, clsd Sun",Williamsport,PA,"(MW),(NH)",Bars,,,1995,4/25/2023 9:23pm
1625,2 Quail,320 Massachusetts Ave. NE,,"543-8030 New American, full bar",Washington,DC,(*),Restaurants & Cafes,,,1995,4/25/2023 9:22pm
1701,Spanky's Delray Beach,320 N. Federal Hwy. ,,(NE 6th Ave.) 265-3268 3pm-2am,Delray Beach,FL,"(NH),D,(S)",,checked,No type is listed.,1995,4/28/2023 10:23am
1850,Simonton Court Guest House,320 Simonton St.,,294-6386/ (800)944-2687,Key West,FL,"(*),(MW),(SW)",Accommodations,,,1995,4/25/2023 9:22pm
2312,Travel Travel,320 Ward Ave. Ste. 204,,596-0336,"Honolulu, Oahu",HI,(IGTA),Travel/Tour Operators,,,1995,4/25/2023 9:22pm
6048,Mad Hatter,320 Washington,,"842-3225 7pm-2am, 3pm-2am Sun",Wausau,WI,"(MW),D,(WC)",Bars,,,1995,4/25/2023 9:23pm
5733,Turf News,321 Callow,,479-0111,Bremerton,WA,,Erotica,,,1995,4/25/2023 9:23pm
995,Inn on Castro,321 Castro St.,,861-0321 B&B,San Francisco,CA,(MW),Accommodations,,"Listed under ""S. F. - Castro Area"".",1995,4/25/2023 9:22pm
5163,Edna's Brown Derby,321 Commerce St.,,"645-5638 noon-1am, til 3am Fri-Sat",Clarksville,TN,"(W),(NH),(BW),(BYOB)",Bars,,,1995,8/7/2023 2:51pm
3247,Lobster Pot,321 Commercial St.,,487-0842,Provincetown,MA,,Restaurants & Cafes,,,1995,4/25/2023 9:22pm
1717,Badd Boys,321 W. Sunrise Blvd.,,523-9818 3pm-2am,Ft. Lauderdale,FL,"D,(CW),(F),(WC)",Bars,,,1995,4/25/2023 9:22pm
1817,"Captain Saunders House, The",322 Elizabeth St.,,"296-0088 apt., weekly rentals",Key West,FL,"(MW),(IGTA)",Accommodations,,,1995,4/25/2023 9:22pm
1631,Cafe Berlin,322 Massachusetts Ave. NE,,"543-7656 lunch & dinner, dinner only Sun",Washington,DC,,Restaurants & Cafes,,,1995,4/25/2023 9:22pm
3154,"Vertex, The",322 Russell St. ,,(Rte. 9) Hadley 586-4463 8pm-1am,Northampton,MA,"(GF),D,(E),(18+),(WC)",Bars,,,1995,4/28/2023 10:27am
5950,Red Oaks Books,323 Pearl St.,,"782-3424, 9am-8pm, til 5pm wknds, from noon Sun",La Crosse,WI,,Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
5154,Touches,323 S. Phillips Ave.,,335-9874 8pm-2am,Sioux Falls,SD,"(*),(MW),D,(F),(WC)",Bars,,,1995,4/25/2023 9:23pm
3543,"Edge, The",323 W. 8th ,,"(in the Lucas Bldg.) 221-8900 8pm-3am, clsd Sun",Kansas City,MO,"(*),(MW),D,(A),(YC),(WC)",Bars,,,1995,4/28/2023 10:28am
5254,"Ritz, The",323 W. 10th Ave.,,372-9382 2pm-2am,Amarillo,TX,"(*),(MW),D,(CW),(S)",Bars,,,1995,4/25/2023 9:23pm
317,Windsong Books & Records,324 N. Main,,964-2050,Fort Bragg,CA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
2505,J.R.'s,325 20th St.,,"786-9411 3pm-3am, from noon Sun",Rock Island,IL,"(MW),D,(S),(WC)",Bars,,,1995,4/25/2023 9:22pm
857,L'Amour Shoppe,325 E. Alisal St.,,758-9600,Salinas,CA,,Erotica,,,1995,4/25/2023 9:22pm
1702,1470 West,325 Main St.,,"736-5483 3pm-2am, from 1pm Sun, from 8pm Mon-Tues",Dunedin,FL,"(MW),D,(E),(S)",Bars,,,1995,4/25/2023 9:22pm
4233,Sandy's Old Homestead,325 N. Main St.,,939-0758 8am-4am,Portchester,NY,"(GF),(F),(WC)",Bars,,,1995,4/25/2023 9:23pm
4261,DePrez Travel,325 Westminster Rd.,,234-3615 contact Ray,Rochester,NY,(IGTA),Travel/Tour Operators,,,1995,4/25/2023 9:23pm
3935,Deceptions,326 Central Ave.,,434-4388 4pm-4am,Albany,NY,"(*),(MW),D,(YC),(WC)",Bars,,,1995,4/25/2023 9:23pm
4461,Spurs,326 E. 8th St.,,621-2668 4pm-2:30am,Cincinnati ,OH,"(*),(L),(WC)",Bars,,,1995,4/25/2023 9:23pm
4462,Acme Leather Shop,326 E. 8th St.,,621-7390,Cincinnati ,OH,,Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
4398,Our Place,327 W. Hargett,,833-8968,Raleigh ,NC,,Erotica,,,1995,4/25/2023 9:23pm
630,"Mansion Inn, The","327 Washington Blvd., Venice",,821-2557/ (800)828-0688,Los Angeles,CA,"(GF),(WC)",Accommodations,,"Listed under ""L.A. - West Los Angeles & South Bay.""",1995,4/25/2023 9:22pm
4865,Perceptions,328 W. 6th St.,,"454-7364, metaphysical bookstore",Erie,PA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
3425,"Coffee Hag, The",329 N. Riverfront,,"387-5533 8am-midnight, 10am-6pm Sun, clsd Mon",Mankato,MN,"(E),(WC)",Restaurants & Cafes,,,1995,4/25/2023 9:22pm
1378,"Crested Beauty, The",329 Whiterock Ave.,,"349-1201 B&B, great Rocky Mtn. location",Crested Butte,CO,(GF),Accommodations,,,1995,4/25/2023 9:22pm
4329,Paper Skyscraper,330 East Blvd.,,"333-7130 10am-6pm, til 9pm Fri, noon-5pm Sun, books on architecture, art, contemporary fiction; also T-shirts, cards & gifts",Charlotte,NC,(WC),Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
5522,Nite Owl,330 San Pedro Ave.,,"223-6957 4pm-2am, patio",San Antonio,TX,(NH),Bars,,,1995,4/25/2023 9:23pm
4809,Hart's Arcade,330 SW 3rd Ave.,,224-2338,Portland,OR,,Erotica,,,1995,4/25/2023 9:23pm
4170,Pied Piper Travel,330 W. 42nd St. Ste. 1601,,239-2412/ (800)874-7312,New York City,NY,(IGTA),Travel/Tour Operators,,"Listed under ""N.Y.C. - Midtown.""",1995,4/25/2023 9:23pm
4387,Legends,330 W. Hargett St.,,"831-8888 9pm-?, from 4pm Sun (summers), deck, more mixed crowd wknds",Raleigh ,NC,"D,(E),(S),(YC),(PC),(WC)",Bars,,,1995,4/25/2023 9:23pm
3932,Lesbian/Gay Community Center,332 Hudson Ave.,,"462-6138, 7pm-10pm, til 11pm wknds, from 1pm Sun, touchtone info: referrals, nightclubs, library, cafe",Albany,NY,,Info Lines & Services,,,1995,4/25/2023 9:23pm
1307,Adult Books,332 N. California,,941-8607,Stockton,CA,,Erotica,,,1995,4/25/2023 9:22pm
5720,"Travel Merchants, Inc.",332 N. Great Neck Rd. #104,,463-0014/ (800)637-4864,Virginia Beach,VA,(IGTA),Travel/Tour Operators,,,1995,4/25/2023 9:23pm
3390,Douglas Dunes,333 Blue Star Hwy.,,"857-1401 motel, dorm-style rooms, cottages",Saugatuck,MI,"(*),(F),(SW),(IGTA)",Accommodations,,,1995,4/25/2023 9:22pm
3242,Dodie's Pizza,333 Commercial St.,,487-3388,Provincetown,MA,(*),Restaurants & Cafes,,,1995,4/25/2023 9:22pm
5002,4th Ave. Stock Exchange,333 Fourth Ave.,,"642-4440 8pm-2am Th-Sun, from 5pm Fri",Pittsburgh,PA,"(GF),D",Bars,,,1995,4/25/2023 9:23pm
1123,Inn at the Opera,333 Fulton St.,,863-8400/ (800)325-2708 B&B,San Francisco,CA,"(GF),(F)",Accommodations,,"Listed under ""S.F.- Haight, Fillmore & West"".",1995,4/25/2023 9:22pm
1458,Travel & Tour Operators,333 W. Mountain Ave.,,482-5555/ (800)228-7402,Fort Collins,CO,,Travel/Tour Operators,,,1995,4/25/2023 9:22pm
3255,"Provincetown Gym Inc., The",333-R Commercial St.,,487-2776,Provincetown,MA,(MW),Gyms & Health Clubs,,,1995,4/25/2023 9:22pm
4955,Alouette,334 Bainbridge St.,,"629-1126 lunch & dinner, clsd Tues, French & Asian",Philadelphia,PA,,Restaurants & Cafes,,,1995,4/25/2023 9:23pm
1202,"King George Hotel, The",334 Mason St.,,781-5050/ (800)288-6005,San Francisco,CA,"(GF),(F)",Accommodations,,"Listed under ""S.F.- Downtown"".",1995,4/25/2023 9:22pm
5918,Class Act,335 High St.,,"(rear entrance) 292-2010 9pm-3am, from 8pm Th-Sat",Morgantown,WV,"(MW),D,(E),(S),(PC)",Bars,,,1995,4/25/2023 9:23pm
2497,Swingers World,335 SW Adams,,"676-9275, 24hrs",Peoria,IL,,Erotica,,,1995,4/25/2023 9:22pm
2221,"First City Network, Inc.",335 Tatnall St.,,"236-2489 complete info & events line, active social group, AA info",Savannah,GA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
4160,Savoy,335 W. 41st St.,,"560-9635, 8am-4am",New York City,NY,,Bars,,"Listed under ""N.Y.C. - Midtown.""",1995,4/25/2023 9:23pm
5961,Lesbian/Gay/Bi Campus Center,336 W. Dayton St.,,"265-3344 info, referrals, support groups, drop-in 8am-6pm, video night Th 7:30pm",Madison,WI,,Info Lines & Services,,,1995,4/25/2023 9:23pm
5964,UW Madison Gay/Lesbian/Bi Center,336 W. Dayton St.,,265-3344,Madison,WI,,Info Lines & Services,,,1995,4/25/2023 9:23pm
2811,Dauzat House,337 Burgundy St.,,"524-2075/ (800)272-2075 homemade amaretto, fireplaces, kitchenettes",New Orleans,LA,"(*),(GF),(SW)",Accommodations,,,1995,4/25/2023 9:22pm
4930,Bag & Baggage B&B,338 S. 19th St.,,546-3807,Philadelphia,PA,(GF),Accommodations,,,1995,4/25/2023 9:23pm
4070,Crow Bar,339 E. 10th St.,,420-0670 7pm-4am,New York City,NY,"(MW),(S)",Bars,,"Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,4/25/2023 9:23pm
3731,Visions,340 Kietzke Ln.,,"786-5455 noon-4am, 24hrs Fri-Sun, patio",Reno,NV,"(*),D,(YC)",Bars,,,1995,4/25/2023 9:22pm
3732,Glitter Palace,340 Kietzke Ln.,,gift shop wknds,Reno,NV,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
4455,Golden Lions,340 Ludlow,,281-4179 7pm-2:30am,Cincinnati ,OH,"D,(S),(OC)",Bars,,,1995,4/25/2023 9:23pm
4929,Antique Row B&B,341 S. 12th St.,,592-7802 full brkfst,Philadelphia,PA,(GF),Accommodations,,,1995,4/25/2023 9:23pm
4757,Panorama,341 SW 10th,,"221-7262 9pm-2:30am Th-Sun, til 4am Fri",Portland,OR,"(GF),D,(BW),(WC)",Bars,,,1995,4/25/2023 9:23pm
5195,Apartment,343 Madison Ave.,,"525-9491 9pm-3am, clsd Mon-Tues",Memphis,TN,"D,(MRC-AF),(S)",Bars,,,1995,8/7/2023 2:52pm
4155,Don't Tell Mama,343 W. 46th St.,,"757-0788 4pm-4am, cabaret, piano bar",New York City,NY,"(*),(GF),(E),(YC)",Bars,,"Listed under ""N.Y.C. - Midtown.""",1995,4/25/2023 9:23pm
4108,Black Sheep,344 W. 11th St.,,"242-1010 dinner only, fine dining, country cooking, wknd brunch",New York City,NY,(*),Restaurants & Cafes,,"Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,4/25/2023 9:23pm
4056,Chelsea Mews Guest House,344 W. 15th St.,,255-9174,New York City,NY,,Accommodations,,"Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,4/25/2023 9:23pm
4972,Giovanni's room,345 S. 12th St.,,"923-2960 open 7 days a week, lesbigay/feminist bookstore",Philadelphia,PA,(*),Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
1199,Hotel Mark Twain,345 Taylor St.,,673-2332/ (800)288-9246 full brkfst,San Francisco,CA,"(GF),(WC)",Accommodations,,"Listed under ""S.F.- Downtown"".",1995,4/25/2023 9:22pm
863,Grand Central,345 W. 7th St.,,"889-5204 7pm-2am, clsd Mon-Tues",San Bernardino,CA,"(MW),D",Bars,,,1995,4/25/2023 9:22pm
5028,Boulevard Videos & Magazines,346 Blvd. of the Allies,,"261-9119, 24hrs",Pittsburgh,PA,,Erotica,,,1995,4/25/2023 9:23pm
4141,Gay Pleasures,346 Hudson St.,,255-5756,New York City,NY,,Erotica,,"Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,4/25/2023 9:23pm
5110,"Dudley's, Inc.",346 King St.,,"723-2784 4pm-2am, from 2pm Sun",Charleston,SC,"(*),(NH),(PC)",Bars,,,1995,4/25/2023 9:23pm
996,Le Grenier,347 Noe St.,,864-4748 B&B,San Francisco,CA,(MW),Accommodations,,"Listed under ""S. F. - Castro Area"".",1995,4/25/2023 9:22pm
5111,"Treehouse, The",348-A King St.,,"(also entrance off George St.) 723-9945 4 flrs: 1st flr. sports bar 5pm-2am, upstairs from 10pm",Charleston,SC,"(GF),D,(A),(S)",Bars,,,1995,4/25/2023 9:23pm
5148,Oriana's Bookcafe,349 Main St.,,"574-4878, 8am-9pm, from 9am wknds; also full restaurant & espresso bar",Rapid City,SD,(BW),Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
1500,Aircraft Book & News,"349 Main St., E. Hartford",,569-2324,Hartford,CT,,Erotica,,,1995,4/25/2023 9:22pm
4548,Herby's Tavern,349 Marconi Blvd.,,464-2270 1pm-2:30am,Columbus,OH,"(MW),(F)",Bars,,,1995,4/25/2023 9:23pm
1243,Men's Club,349 S. 1st,,998-9535 10am-2am,San Jose,CA,(NH),Bars,,,1995,4/25/2023 9:22pm
4585,Books & Co.,350 E. Stroop Rd.,,"298-6540, 9am-9pm",Dayton,OH,,Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
387,Cafe Zinc,350 Ocean Ave.,,"494-6302 7am-5pm, til noon Mon, clsd Sun, vegetarian, patio; also market",Laguna Beach,CA,"(BW),(WC)",Restaurants & Cafes,,,1995,4/25/2023 9:22pm
1957,Lord Balfour,350 Ocean Dr.,,673-0401 inexpensive,Miami Beach/South Beach,FL,(GF),Accommodations,,,1995,4/25/2023 9:22pm
3180,Captain's House,350-A Commercial St.,,"487-9353/ (800)457-8885 B&B, seasonal",Provincetown,MA,,Accommodations,,,1995,4/25/2023 9:22pm
3745,Blanche's B&B,351 Easton Valley Rd.,,823-7061 non-smoking,Franconia,NH,(GF),Accommodations,,,1995,4/25/2023 9:22pm
3382,Club Flamingo,352 Oakland Ave.,,253-0430 2pm-2am,Pontiac,MI,"(MW),D,(K),(S),(WC)",Bars,,,1995,4/25/2023 9:22pm
4916,Galerie Metamorphosis,352 W. Bridge St.,,"862-5005, 9am-9pm (seasonal)",New Hope,PA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
3168,Angel's Landing,353 Commercial St.,,"487-1600 efficiency units on waterfront, seasonal",Provincetown,MA,(MW),Accommodations,,,1995,4/25/2023 9:22pm
4157,G.H. Club,353 E. 53rd St.,,"223-9752 4pm-1am, til 2am Fri-Sat, piano bar",New York City,NY,"(E),(OC)",Bars,,"Listed under ""N.Y.C. - Midtown.""",1995,4/25/2023 9:23pm
4183,Come Again,353 E. 53rd St.,,308-9394,New York City,NY,,Erotica,,"Listed under ""N.Y.C. - Uptown.""",1995,4/25/2023 9:23pm
4466,GJ's Gaslight Restaurant,354 Ludlow Ave.,,221-2020 11am-10pm,Cincinnati ,OH,"(*),(BW),(WC)",Restaurants & Cafes,,,1995,4/25/2023 9:23pm
5708,Back Street Cafe,356 Salem Ave.,,"345-1542 7pm-2am, til midnight Sun",Roanoke,VA,"(MW),(NH),(F)",Bars,,,1995,4/25/2023 9:23pm
3909,Antonio & Hank's Adobe Guesthouse,356 W. Zia Rd.,,982-9184 historic home on working ranch,Santa Fe,NM,(MW),Accommodations,,,1995,4/25/2023 9:23pm
3257,"Now, Voyager",357 Commercial St.,,"487-0848, 11am-11pm, til 5pm off season, lesbigay bookstore",Provincetown,MA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
4431,358 Club,358 S. Main,,"434-7788, 5pm-2:30am",Akron,OH,,Bars,,,1995,4/25/2023 9:23pm
1326,Three Star Adult News,359 E. Main St.,,"653-9068, 24hrs",Ventura,CA,,Erotica,,,1995,4/25/2023 9:22pm
1389,P.T. Barnum Estate,360 King St.,,830-6758/ (800)778-8788 B&B on turn-of-the-century estate,Denver,CO,(GF),Accommodations,,,1995,4/25/2023 9:22pm
2196,Oxford Books,360 Pharr Rd.,,"626-3333, 9am-midnight, til 2am Fri-Sat, large sections of lesbigay books & magazines; Cup & Chaucer cafe",Atlanta,GA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
4438,Tear-Ez,360 S. Main,,"376-0011 11am-2:30am, midnight-2:30am, Sun",Akron,OH,"(NH),(S),(WC)",Bars,,,1995,4/25/2023 9:23pm
3755,Sporters,361 Pine St.,,"668-9014 5pm-1am, from 3pm Sun",Manchester,NH,(GF),Bars,,,1995,4/25/2023 9:22pm
1324,Gay/Lesbian Resource Center of Ventura County,"363 Mobile Ave., Camarillo, 93011",,"389-1530 taped info on meetings, resources, groups; also in the Light newsletter",Ventura,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1144,Muscle System,364 Hayes St.,,863-4701,San Francisco,CA,,Gyms & Health Clubs,,"Listed under ""S.F.- Haight, Fillmore & West"".",1995,4/25/2023 9:22pm
3826,Yacht Club,"366 Berkshire Valley Rd., 5. mi. off Rte. 15",,"697-9780 7pm-3am, from 2pm Sun (BBQ)",Oak Ridge,NJ,"(*),(MW),D,(V),(WC)",Bars,,,1995,4/25/2023 9:22pm
729,Spurs,"367-37 Cathedral Canyon, Cathedral City",,321-1233 2pm-2am,Palm Springs,CA,"D,(CW)",Bars,,,1995,4/25/2023 9:22pm
1229,Circle J Video,369 Ellis St.,,474-6995,San Francisco,CA,,Erotica,,"Listed under ""S.F.- Downtown"".",1995,4/25/2023 9:22pm
1065,Cruisin' the Castro,375 Lexington St.,,550-8110 walking tour of the Castro,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S. F. - Castro Area"".",1995,4/25/2023 9:22pm
2026,Southern Nights,375 S. Bumby Ave.,,898-0424 4pm-2am,Orlando,FL,"D,(S)",Bars,,,1995,4/25/2023 9:22pm
3922,Downtown Subscriptions,376 Garcia St.,,"983-3085, 8am-7pm, newsstand & coffeeshop",Santa Fe,NM,,Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
2285,Hotel Honolulu,376 Kaiolu St. ,,(Waikiki) 926-2766/ (800)426-2766,"Honolulu, Oahu",HI,(IGTA),Accommodations,,,1995,4/28/2023 10:24am
3220,Somerset House,378 Commercial St.,,487-0383 seasonal,Provincetown,MA,(GF),Accommodations,,,1995,4/25/2023 9:22pm
1000,"Villa, The",379 Collingwood St.,,282-1367/ (800)358-0123,San Francisco,CA,"(MW),(SW)",Accommodations,,"Listed under ""S. F. - Castro Area"".",1995,4/25/2023 9:22pm
4598,"Lavender Rose, The",380 Seroco Ave.,,"349-7023 3pm-2:30am, clsd Sun",Newark,OH,"(NH),(F)",Bars,,,1995,4/25/2023 9:23pm
3270,Pub,382 Dwight,,"734-8123 11am-2am, 3 bars, dinner Fri-Sun + Sun brunch",Springfield,MA,"(*),(MW),(NH),D,(F),(S)",Bars,,,1995,4/25/2023 9:22pm
4080,Keller's,384 West St.,,243-1907 1pm-4am,New York City,NY,"(NH),(MRC-AF)",Bars,,"Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,4/25/2023 9:23pm
4905,Raven Hall/ Ravenwood,385 W. Bridge St.,,86202081 motel and B&B,New Hope,PA,"(*),(MW),(F),(SW)",Accommodations,,,1995,4/25/2023 9:23pm
3206,Ocean's Inn,386 Commercial St.,,487-0358 bar & restaurant on premises,Provincetown,MA,"(GF),(E)",Accommodations,,,1995,4/25/2023 9:22pm
3618,Heffalump's,387 N. Euclid,,361-0544 gifts,St. Louis,MO,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
769,Robbie's,390 E. 2nd St. ,,"at College Plaza 620-4371 5pm-2am, clsd Tues-Wed, Men's Night Mon, Ladies Night Th",Pomona,CA,"(MW),D,(S)",Bars,,,1995,4/28/2023 9:39am
3609,Duff's,392 N. Euclid Ave.,,"361-0522 clsd Mon, American, full bar",St. Louis,MO,(WC),Restaurants & Cafes,,,1995,4/25/2023 9:22pm
4098,Sneakers,392 West St.,,242-9830 noon-4am,New York City,NY,"(NH),(WC)",Bars,,"Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,4/25/2023 9:23pm
1244,Renegades,393 Stockton,,"275-9902 11am-2am, patio",San Jose,CA,"(NH),(L)",Bars,,,1995,4/25/2023 9:22pm
2729,Imperial Flowers,393 Waller Ave. ,,(Shopping Center) 233-7486,Lexington,KY,,Bookstores/Retail Shops,,,1995,4/28/2023 10:26am
979,B.A.R. (Bay Area Reporter),395 9th St.,,861-5019,San Francisco,CA,,Publications,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
3268,David's,397 Dwight St.,,734-0566 8pm-2am Wed-Sun,Springfield,MA,"(MW),D,(YC)",Bars,,,1995,4/25/2023 9:22pm
5204,Davis-Kidd Booksellers,397 Perkins Rd. Extended,,"683-9801, 9:30am-10pm, 10am-6pm Sun, general bookstore w/lesbigay titles",Memphis,TN,,Bookstores/Retail Shops,,,1995,8/7/2023 2:52pm
1098,Line-Up,398 7th St.,,"861-2887 Mexican, cocktails",San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - South of Market"".",1995,4/25/2023 9:22pm
1089,San Francisco Eagle,398 12th St.,,"626-0880 4pm-2am, from noon Sun, great beer bust",San Francisco,CA,"(*),(L)",Bars,,"Listed under ""S.F. - South of Market"".",1995,4/25/2023 9:22pm
3107,In,398 Columbus Ave. Ste. 283,,"426-8246, weekly",Boston,MA,,Publications,,,1995,4/25/2023 9:22pm
3263,In,"398 Columbus Ave., Boston, 02238",,(617)426-8246,Provincetown,MA,,Publications,,,1995,4/25/2023 9:22pm
3105,Boston's Gay Community Yellow Pages,"398 Columbus Ave., Ste. 305",,"789-5570, resource directory for Boston",Boston,MA,,Publications,,,1995,4/25/2023 9:22pm
1141,Ivy's,398 Hayes St.,,626-3930 lunch & dinner,San Francisco,CA,,Restaurants & Cafes,,"Listed under ""S.F.- Haight, Fillmore & West"".",1995,4/25/2023 9:22pm
1090,Stud,399 9th St.,,"863-6623 5pm-2am, theme nights",San Francisco,CA,"(*),(MW),D,(YC)",Bars,,"Listed under ""S.F. - South of Market"".",1995,4/25/2023 9:22pm
3619,Left Bank Books,399 N. Euclid Ave.,,"367-6731, 10am-10pm, til 5pm Sun",St. Louis,MO,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
4163,Star Sapphire,400 E. 59th St.,,688-4710 4pm-4am,New York City,NY,"(NH),D,(MRC-A)",Bars,,"Listed under ""N.Y.C. - Midtown.""",1995,4/25/2023 9:23pm
3594,Char Pei Lounge,"400 Mascoutah Ave., Bellville, IL",,"(618)236-0810 6pm-2am, from noon Sun",St. Louis,MO,"(MW),D,(WC)",Bars,,,1995,4/25/2023 9:22pm
222,Wild Card,400 N. Bowman,,"223-9071, 10am-9pm, clsd Sun",Little Rock,AR,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
2057,Normandy Inn,400 N. Tamiami Trail,,366-8979/ (800)282-8050,Sarasota,FL,(GF),Accommodations,,,1995,4/25/2023 9:22pm
1240,FX,400 S. 1st St.,,298-9796 call for events,San Jose,CA,"(GF),(A),(E)",Bars,,,1995,4/25/2023 9:22pm
4274,Armory Pub,400 S. Clinton,,"471-9059 8am-2am, 2 bars",Syracuse,NY,"D,(WC)",Bars,,,1995,4/25/2023 9:23pm
1757,Club Ft. Lauderdale,400 W. Broward Blvd.,,"525-3344 24hrs, full gym",Ft. Lauderdale,FL,"(*),(PC),(SW)",Men's Clubs,,,1995,4/25/2023 9:22pm
1083,Endup,401 6th St.,,"495-9550 fabulous Sun mornings, wild people (a San Francisco tradition), theme nights",San Francisco,CA,"(*),D,(MRC)",Bars,,"Listed under ""S.F. - South of Market"".",1995,4/25/2023 9:22pm
5822,Hamburger Mary's,401 Broadway Ave. E. ,,"(in the Broadway Market) 325-6565 9am-midnight, full bar",Seattle,WA,(*),Restaurants & Cafes,,,1995,4/28/2023 10:32am
1025,Twin Peaks,401 Castro St.,,864-9470 noon-2am,San Francisco,CA,"(OC),(WC)",Bars,,"Listed under ""S. F. - Castro Area"".",1995,4/25/2023 9:22pm
5832,Broadway Market,401 E. Broadway,,"whole mall full of funky queer shops and hip stores, including The Pink Zone hair salon & tattoo parlor, 325-0050",Seattle,WA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:23pm
734,Buddy's Deli,401 E. Tahquitz Way,,325-6102 kosher deli,Palm Springs,CA,"(BW),(WC)",Restaurants & Cafes,,,1995,4/25/2023 9:22pm
1741,"Deck, The",401 N. Atlantic ,,(Bahama Hotel) 467-7315 oceanfront cafe,Ft. Lauderdale,FL,,Restaurants & Cafes,,,1995,4/28/2023 10:24am
311,Booklegger,402 2nd St.,,445-1344 some gay titles,Eureka,CA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
3772,Teddy's Pub,402 Emory St.,,774-9871 2pm-2am,Asbury Park/Ocean Grove,NJ,"(MW),(NH),(WC)",Bars,,,1995,4/25/2023 9:22pm
6124,Prince Street Inn,402 Prince St.,,"882-9550 6 apts. w/kitchens, quiet, nr. beach",Frederiksted,VI,(GF),Accommodations,,,1995,7/26/2023 12:07pm
744,Las Palmas Travel,403 N. Palm Canyon Dr.,,325-6311/ (800)776-6888,Palm Springs,CA,(IGTA),Travel/Tour Operators,,,1995,4/25/2023 9:22pm
5421,Arnie's,403 Westheimer,,523-0030 10am-midnight,Houston,TX,(S),Bars,,,1995,4/25/2023 9:23pm
