ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclear_address,uncleartype,notes,lastmodified
1432,Exit,"(SM,W) (Boots required) (C&W DJ but no D) ",910 7th St. N.W.,Washington,D.C.,"(SM),(W),(C&W),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1434,Fraternity House,"(Some W, YC) (Enter thru alley",2122 'P' St. N.W.,Washington,D.C.,"(R),(W),(YC),(D),(E),(*)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1436,Friends Georgetown ,(R-Upstairs) (Video),"3033 'M' St., N.W.",Washington,D.C.,(R),Restaurant,1984,,,,12/5/2021 12:17pm
1442,Glory Hole,(Flicks & Pinballs) (Slings & glory holes) ,24 'O' St. S.E.,Washington,D.C.,"(FFA),(*)","Cruising Areas,Bars/Clubs",1984,,,,1/7/2022 10:14am
1447,Lammas Women's Book Store,,321 7th St. S.E.,Washington,D.C.,,Book Store,1984,,,,12/5/2021 12:17pm
1444,Integrity,(Church),1772 Church St. S.W.,Washington,D.C.,,Religious Institution,1984,,,,1/7/2022 11:25am
1445,Kalorama Guest House,,1854 Mintwood Pl. N.W. ,Washington,D.C.,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1446,Kramerbooks & Afterwords,(Very M Cafe & bookstore) ,1517 Connecticut Ave. N.W.,Washington,D.C.,(M),Book Store,1984,,,,12/5/2021 12:17pm
1449,La Fourchette ,(French) ,2429 18th St. N.W.,Washington,D.C.,"(PE),(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1448,Lambda Rising Book Store,,2012 'S' St. N.W.,Washington,D.C.,(*),Book Store,1984,,,,12/5/2021 12:17pm
1450,La Libertee Show Lounge,(S-AH) (Go go boys),1214 18th St. N.E.,Washington,D.C.,"(S),(AH)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1451,La Zambra,(Some L),1406 14th St. N.W.,Washington,D.C.,"(B),(D),(L)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1452,Le Salon,"(Books, etc.) (2nd floor) ('Action' maze) ",804 14th St. N.W.,Washington,D.C.,(P),Book Store,1984,,,,12/5/2021 12:17pm
1453,Leather Rack,"(Leather, clothes, etc.) (Above Eagle)",908 7th St. N.W.,Washington,D.C.,(*),Erotic Shop,1984,,,,1/7/2022 10:04am
1454,Lone Star,(Nude go go boys) ,504 9th St. N.W.,Washington,D.C.,"(RT),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1456,Louie's ,"(Some W, SM) ",305 9th St. N.W.,Washington,D.C.,"(W),(SM),(OC)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1455,Lost & Found,"(Disco) (No neon sign, but don't miss it!)",56 'L' St. S.E.,Washington,D.C.,"(*),(YC),(D),(R)","Bars/Clubs,Restaurant",1984,,,,12/5/2021 12:17pm
1457,M.C.C.,,945 'G' St. N.W.,Washington,D.C.,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
1458,Morgans,"(Some L,M)",1811 Columbia rd. N.W.,Washington,D.C.,"(R),(D),(L),(M)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1460,Mr. P's ,(Cruisy) (P's West - F & S) (DJ but no D),2147 'P' St. N.W. ,Washington,D.C.,"(*),(F&S)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1459,Mr. Henry's ,(Georgetown) & 2655 Connecticut Ave. N.W.,1225 Wisconsin Ave. N.W.,Washington,D.C.,"(M),(R),(*)",Restaurant,1984,,checked,Also references a location in Georgetown-(Georgetown) & 2655 Connecticut Ave. N.W.,12/5/2021 12:17pm
1461,Naples ,('Hustlers'),1227 New York Ave. N.W.,Washington,D.C.,(RT),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1463,Nob Hill ,,1101 Kenyon N.W.,Washington,D.C.,"(B),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1462,930 Club ,(Very M) (Live bands - Punk rock),930 'F' St.,Washington,D.C.,(M),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1464,Numbers ,(SUnday T-D),1330 19th St. N.W.,Washington,D.C.,(D),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1465,Olymic Baths,(2nd floor) ,1405 'H' St. N.W.,Washington,D.C.,,Bathhouses,1984,,,,12/5/2021 12:17pm
1468,Paramount Steak House,,1519 17th St. N.W.,Washington,D.C.,(R),Restaurant,1984,,,,12/5/2021 12:17pm
1466,Other Side,(Many L) ,1345 Half St. N.W.,Washington,D.C.,"(L),(R),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
1467,Out,(Publication) ,"Suite 302, 1522 14th St. N.W.",Washington,D.C.,,Publications,1984,,,,1/7/2022 10:15am
1471,Piccolo's,at 'D' ,322 8th St. N.W.,Washington,D.C.,"(F&S),(E),(AH)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1470,Phase One,,525 8th St. S.E.,Washington,D.C.,"(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1469,Pastimes,(Some L) ,1703 Connecticut Ave. N.W.,Washington,D.C.,"(L),(E),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1472,Pier ,(Disco) (Very M),1824 Half St. S.W.,Washington,D.C.,"(*),(YC),(D),(M)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1473,Pleasure Chest ,"(Leather, toys, jewelry, erotica, etc.) (Georgetown)",1063 Wisconsin Ave. N.W.,Washington,D.C.,(*),Erotic Shop,1984,,,,1/7/2022 10:07am
1474,Plain Brown Wrapper,"(Book, films, peep shows, liquid, toys, etc.)",1210 New York Ave. N.W.,Washington,D.C.,(*),Book Store,1984,,,,12/5/2021 12:17pm
1477,1352 Club,(AH-WE),1352 Capitol St. S.E.,Washington,D.C.,"(SM),(W),(AH),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1476,Rogue,(WE*) (Above Louie's),305 9th St. N.W.,Washington,D.C.,"(S),(WE),(*)",Bars/Clubs,1984,,,,1/19/2022 8:02am
1478,Washington Blade,(Publication),"Suite 315, 930 'F' St. N.W., Washington, D.C. 20004",Washington,D.C.,,Publications,1984,,,,1/7/2022 10:15am
1475,Rascals ,('Hot cocktail hour') (Disco) ,1520 Connectcut Ave. N.W.,Washington,D.C.,"(R),(*),(D)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1479,Whitman-Walker Clinic,,2335 18th St.,Washington,D.C.,,Health Clinics,1984,,,Health Clinic,1/7/2022 11:27am
1480,Zombie's ,(Disco) ,5828 Georgia Ave.,Washington,D.C.,"(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1598,Connoiseur Book Store,,2120 Hollywood Blvd.,Hollywood,FL,,Book Store,1984,,,,12/5/2021 12:17pm
1599,Crossfire - Lone Star Saloon,(Looks promising),2100 N. Dixie Hwy.,Hollywood,FL,(C&W),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1597,Bahama Motel,,800 N. Federal Hwy,Hollywood,FL,,Hotel,1984,,,,12/5/2021 12:17pm
1604,Top Flight,(Travel),5804 Tyler St.,Hollywood,FL,,Travel Service,1984,,,,1/7/2022 10:11am
1602,Top's,(L-only),2025 Pembroke Rd.,Hollywood,FL,(*),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1600,Inn Bar,,1224 S. Dixie Hwy.,Hollywood,FL,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
1601,Kelly's Halfway Inn,,1934 Harrison St.,Hollywood,FL,,Hotel,1984,,,,12/5/2021 12:17pm
1603,The Trail ,(Some W) ,715 S. 21st Ave.,Hollywood,FL,"(W),(R),(E),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
1605,Villa Nova Inn,,532 N. Dixie Hwy.,Hollywood,FL,"(P),(C&W),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1608,Brothers ,(Disco) (WE*),484 May St.,Jacksonville,FL,"(D),(WE),(*)",Bars/Clubs,1984,,,,1/19/2022 7:49am
1612,Junction,(Neighborhood bar) ,1261 King St.,Jacksonville,FL,(OC),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1613,M.C.C.,,301 Druid,Jacksonville,FL,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
1610,Derby House,,1068 Park St.,Jacksonville,FL,"(M),(R),(C),(AH)",Restaurant,1984,,,,12/5/2021 12:17pm
1609,Club Baths of Jacksonville,,1939 Hendricks,Jacksonville,FL,(*),Bathhouses,1984,,,,12/5/2021 12:17pm
1617,Phoenix,(Cruisy) ,1440 San Marco Blvd.,Jacksonville,FL,"(W),(SM),(*)","Bars/Clubs,Cruising Areas",1984,,,,12/5/2021 12:17pm
1614,My Little Dude,(S-WE*) ,2952 Roosevelt Blvd.,Jacksonville,FL,"(OC),(L),(S),(WE),(*)",Bars/Clubs,1984,,,,1/19/2022 7:58am
1615,Odyssey ,(Disco) (Upstairs) ,527 N. Main St. ,Jacksonville,FL,"(D),(S)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1492,In Town Lounge,(Liquour) (Cruisy),105 S. Garden Ave.,Clearwater,FL,"(D),(*)","Bars/Clubs,Cruising Areas",1984,,,,12/5/2021 12:17pm
1493,Pro Shop ,(Some L) ,840 Cleveland,Clearwater,FL,"(L),(PT),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1495,A-I-A Adult Books,,4285 N. Atlantic Ave.,Cocoa Beach,FL,,Book Store,1984,,,,12/5/2021 12:17pm
1497,Evening Edition,(Disco) (4am WE) Bayview Shopping Plaza,5675 N. Atlantic Ave.,Cocoa Beach,FL,"(*),(D),(PT),(WE)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1501,Second Time Around,,625 E. Dania Beach Blvd.,Dania,FL,(L),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1503,Danish Book World,,120 Orange Ave.,Daytona Beach,FL,,Book Store,1984,,,,12/5/2021 12:17pm
1504,Landmark,"(Some W, SM) & Adj. Barn Door (H-upstairs)",615 Main St.,Daytona Beach,FL,"(W),(SM),(S),(*),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1502,Beach Side ,(Cruisy),415 Main St.,Daytona Beach,FL,"(PT),(*)","Bars/Clubs,Cruising Areas",1984,,,,12/5/2021 12:17pm
1505,M.C.C.,,166 Broadway,Daytona Beach,FL,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
1507,Zodiac Lounge,(Disco) (Some L) (S. Daytona Beach) ,1654 S. Ridgewood,Daytona Beach,FL,"(*),(YC),(D),(L),(S)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1506,Yum Yum Tree,(Some L) (Disco) ,701 Ridgewood,Holly Hill,FL,"(L),(D),(S),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1513,Backstreet,(Liquor) (Adm.),101 S.W. 2nd Ave.,Ft. Lauderdale,FL,"(*),(YC),(D),(S),(E),(P)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1511,Admiral's Court,,121 Hendricks Isle,Ft. Lauderdale,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1512,A Adult Book Store,(AYOR - raids) ,1915 S. Federal,Ft. Lauderdale,FL,(AYOR),Book Store,1984,,,,12/5/2021 12:17pm
1517,Club House ,(Baths) ,2650 E. Oakland Park Blvd.,Ft. Lauderdale,FL,,Bathhouses,1984,,,,12/5/2021 12:17pm
1515,Boots,"(Some W, SM) (Adjoins Gym Club - Rear) (Cruisy johns)",2708 S.W. 9th St.,Ft. Lauderdale,FL,"(W),(SM),(*)","Bars/Clubs,Cruising Areas",1984,,,,1/14/2022 3:27am
1516,Club Ft. Lauderdale Baths,(CBC) (Should be a winner),400 W. Broward,Ft. Lauderdale,FL,(*),"Bars/Clubs,Bathhouses",1984,,,,1/18/2022 7:08am
1518,Conch Out Inn,,1110 S.W. 1st. St.,Ft. Lauderdale,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1519,Connection Bar,,3050 N.E. 26th Terrace,Ft. Lauderdale,FL,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
1523,Downtown Adult Books,,1350 S.W. 1st Ave.,Ft. Lauderdale,FL,,Book Store,1984,,,,12/5/2021 12:17pm
1521,David,(Publication),605 S.W. 12th Ave.,Ft. Lauderdale,FL,,Publications,1984,,,,1/7/2022 10:15am
1525,Everglades,,1931 Federal Hwy.,Ft. Lauderdale,FL,"(W),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1527,Grand Central Cafe,,901 Progresso Dr.,Ft. Lauderdale,FL,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1529,Gym Club,(Baths) ,901 S.W. 27th Ave.,Ft. Lauderdale,FL,"(*),(P)",Bathhouses,1984,,,,12/5/2021 12:17pm
1528,Grotto,,1914 E. Oakland,Ft. Lauderdale,FL,"(W),(OC)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1526,Fiesta Motel ,(scruffy),2929 Cortez St.,Ft. Lauderdale,FL,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
1533,Jimmy January's,(Liquor) ,2135 W. Davie Blvd.,Ft. Lauderdale,FL,"(R),(M)",Restaurant,1984,,,,12/5/2021 12:17pm
1530,Hector's,,1243 N.E. 11th Ave.,Ft. Lauderdale,FL,(E),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1532,J.J.'s Den,,2283 Wilton Drive,Ft. Lauderdale,FL,"(L),(D),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1536,Lefty's ,(Cruisy) (Liquor),710 N. Federal Hwy.,Ft. Lauderdale,FL,(*),"Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1538,Loose Caboose,,99 S.W. 14th St. ,Ft. Lauderdale,FL,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
1534,Johnny's Village Inn,(Hustlers),219 S.W. 2nd St.,Ft. Lauderdale,FL,"(PT),(*)","Bars/Clubs,Hotel",1984,,,,12/5/2021 12:17pm
1535,Lauderdale Terrace Resort,(Pool),3000 Castillo,Ft. Lauderdale,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1540,Marlin Beach,(Swinpool & bars) (Liquor) (Disco) (Ft. Laudersdale Beach),17 S. Atlantic Blvd.,Ft. Lauderdale,FL,"(*),(H),(R)","Restaurant,Hotel,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1539,M.C.C.,,330 S.W. 27th St.,Ft. Lauderdale,FL,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
1542,Oasis Motel,(Pool),1200  S. Miami Rd. ,Ft. Lauderdale,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1541,Midnight Sea,,3016 Alhambra St.,Ft. Lauderdale,FL,"(M),(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1544,Omni Bookstore,,3224 W. Broward,Ft. Lauderdale,FL,(M),Book Store,1984,,,,12/5/2021 12:17pm
1545,Out in Style,(Publication),234 S.W. 27th Ave.,Ft. Lauderdale,FL,,Publications,1984,,,,1/7/2022 10:15am
1546,Poop Deck,(Lower deck disco) (Afternoon T-D) Trader Tom's (clothes) Marlin Beach Hotel,17 S. Atlantic Blvd.,Ft. Lauderdale,FL,(*),"Bars/Clubs,Hotel",1984,,,,12/5/2021 12:17pm
1543,Ocean Walk Apts.,,3008 Castillo ,Ft. Lauderdale,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1547,Regatta,(Liquor) ,201 S.W. 2nd St.,Ft. Lauderdale,FL,"(R),(E),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
1548,Richards,(Liquor) (Open til 4 a.m.) (S-Upstairs),420 N. State Rd. 7,Ft. Lauderdale,FL,"(R),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
1549,Rooftop,"(Some OC, professionals & Availablie preppies) (Great cocktail hour)",3101 N. Federal Hwy.,Ft. Lauderdale,FL,"(*),(R),(E),(OC)",Restaurant,1984,,,,12/5/2021 12:17pm
1550,Saloon,,219 1/2 S.W. 1st Ave. ,Ft. Lauderdale,FL,(OC),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1551,Saltaire Motel,,2831 Vistamar,Ft. Lauderdale,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1552,Sans Souci Apt. ,#NAME?,618 N. Birch Rd.,Ft. Lauderdale,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1553,Shangra-La ,(Some L) (Disco) (Looks promising) ,451 N. State Rd. 7,Ft. Lauderdale,FL,"(L),(D),(R)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1554,S.I.R Apts.,,705 S.E. 2nd St.,Ft. Lauderdale,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1555,Sir Nicholars Inn,(Polish R),2209 Wilton Blvd.,Ft. Lauderdale,FL,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1556,Studio X Books,(Cruisy) (U.S. Hwy. 1),2417 S.E. 6th Ave.,Ft. Lauderdale,FL,,"Cruising Areas,Book Store",1984,,,,12/5/2021 12:17pm
1560,Tunnel Bar,,545 S. Federal Hwy.,Ft. Lauderdale,FL,(PT),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1559,Thimbels,,2520 Sheridan St.,Ft. Lauderdale,FL,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1558,Taurus Apts. ,,700 N.E. 6th St.,Ft. Lauderdale,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1557,Tacky's,"(SOme W, Levi & SM) (Cruisy patio) (Open til 4am)",2509 W. Broward,Ft. Lauderdale,FL,"(*),(W),(SM)","Cruising Areas,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1564,Ye Olde Taverne ,(Some L),502 E. Sunrise,Ft. Lauderdale,FL,(L),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1562,Valencia Resort,,3006 Valencia St.,Ft. Lauderdale,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1563,Waynesart ,(Unique statues - see ad for brochure) (305) 463-1666,900 S. Andrews Ave.,Ft. Lauderdale,FL,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
1561,215 Guesthouse,,215 S.W. 7th Ave.,Ft. Lauderdale,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1571,Jolly Roger,(Disco) (Occ. S),3679 Fowler Ave.,Ft. Myers,FL,"(*),(YC),(D),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1572,M.C.C.,,1414 Dean St.,Ft. Myers,FL,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
1570,Club,,1514 Jackson,Ft. Myers,FL,(BYOB),Bars/Clubs,1984,,,,12/5/2021 12:17pm
1573,VD Clinic ,,3920 Michigan,Ft. Myers,FL,,Health Clinics,1984,,,,1/7/2022 11:27am
1579,Raggs,(Cl. Mon.),106 S. Depot Dr.,Ft. Pierce,FL,"(P),(BYOB),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1580,Cloud 9,"(Some M,L) (Disco) (Occ S) (Hwy. 98)",Miracle Strip Parkway ,Ft. Walton Beach,FL,"(M),(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1581,Joe & Eddie's ,(Open 24 hrs) (AH-WE*),206 Florida Pl. S.E.,Ft. Walton Beach,FL,"(R),(AH),(WE),(*)","Restaurant,Bars/Clubs",1984,,,,1/19/2022 7:56am
1588,Melody Club,(Disco) (Some L-Thurs) (Patio) ,4130 N.W. 6th St.,Gainsville,FL,"(*),(D),(S),(L)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1589,Ambush Room,(C&W - levi cruise bar) ,4130 N.W. 6th St.,Gainsville,FL,"(C&W),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1590,Spectrum ,"(Disco) (Some YC, L) (Newly enlarged game room)",210 S.W. 2nd Ave.,Gainsville,FL,"(D),(YC),(L),(*)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1587,Jerry's ,(AH-WE only) ,1505 N.W. 13th St.,Gainsville,FL,"(M),(R),(C),(AH),(WE)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1586,Goering's Books Store,(Serious books - sometimes cruisy),1310 W. University ,Gainsville,FL,,"Book Store,Cruising Areas",1984,,,,1/14/2022 3:42am
1595,J.P.'s ,,Okeechobee Rd.,Hialeah,FL,"(M),(S)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1620,Bo's Coral Reef,(Disco) (Sun. buffet) (WE*),201 N. 5th Ave.,Jacksonville Beach,FL,"(R),(D),(PT),(WE),(*)","Restaurant,Bars/Clubs",1984,,,,1/19/2022 7:48am
1622,Aligator News & Books,,533 Duval St.,Key West,FL,,Book Store,1984,,,,12/5/2021 12:17pm
1621,Alexander's Guest House,,1118 Fleming St.,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1623,Antonia's,(Italian R),615 Duval St. ,Key West,FL,"(PE),(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1625,Banyan ,(Pool) (Two guesthouses),323 Whitehead St.,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1624,Authors of Key West,(Guest House) (Pool),725 White,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1626,Big Ruby's Inn,"(Guest house) (Pool) (Some W, SM)",409 Applerouth Lane,Key West,FL,"(H),(*),(W),(SM)",Hotel,1984,,,,12/5/2021 12:17pm
1627,Casa Donovan,(Guest House) ,617 Whitehead,Key West,FL,(*),Hotel,1984,,,,12/5/2021 12:17pm
1631,Copa Key West,"(Some YC, L) (W-levi bar in back) (Disco)",623 Duval St.,Key West,FL,"(*),(YC),(L),(D)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1632,Curry House Guest House,,806 Fleming St.,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1630,Coco Teir Guest House,,331 Simonton St.,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1629,Club Key West,"C.B.C Lodge (Baths & sauna, gym & motel) (Pool - nude sunbathing) (Some W, SM, FFA)",621 Truman Ave.,Key West,FL,"(W),(SM),(FFA),(*)","Bathhouses,Hotel",1984,,,,12/5/2021 12:17pm
1628,Claire,(Open for breakfast too),900 Duval St.,Key West,FL,"(M),(R),(E),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
1633,Cypress House,(Guest house) (Pool),601 Caroline,Key West,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1634,Early House,(Pool),511 Simonton St.,Key West,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1636,Ellie's Nest Guest House,,1414 Newton St.,Key West,FL,"(L),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1635,Eaton Lodge Guest House,,511 Eaton St.,Key West,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1638,Fiorini Guest House,(Pool),523 Eaton St.,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1641,Gideon Lowe House,,409 William St.,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1637,Fast Buck Freddie's,"('A tropical Bloomingdales') (Clothes, gifts, etc.) ",500 Duval,Key West,FL,(M),Business,1984,,,,12/5/2021 12:17pm
1640,Garden House,(Apts.) (Whirlpool),329 Elizabeth St.,Key West,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1639,Fun Bun Garden Deli ,(Beer & Wine) (Looks promising),416 1/2 Greene St.,Key West,FL,,Bars/Clubs,1984,,,,12/5/2021 12:17pm
1642,Hollinsed House,,611 Southard,Key West,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1644,Island House,"(Pool, sauna & gym) ",1129 Fleming St.,Key West,FL,"(*),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1645,Key Lodge Motel,(Pool) ,1004 Duval St.,Key West,FL,"(*),(H),(M)",Hotel,1984,,,,12/5/2021 12:17pm
1650,Lighthouse Court,(Gym & health club & pool),902 Whitehead,Key West,FL,"(*),(H),(R)","Restaurant,Hotel",1984,,,,12/5/2021 12:17pm
1647,Key West Island Books,,130 Duval St.,Key West,FL,,Book Store,1984,,,,12/5/2021 12:17pm
1648,La Te Da ,(formerly La Terraza de Marti) (R & bar) (Tea D),1125 Duval St.,Key West,FL,"(*),(H),(R)","Restaurant,Hotel",1984,,,,12/5/2021 12:17pm
1649,Lazy Afternoon,,Simonton St.,Key West,FL,"(BYOB),(M),(R)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1651,Lime House Guest House,(Pool) ,219 Elizabeth St.,Key West,FL,(H),Hotel,1984,,,,12/5/2021 12:17pm
1652,M.C.C.,,319 Duval St.,Key West,FL,(MCC),Religious Institution,1984,,,,1/7/2022 9:52am
1653,Mermaid Lounge,,430 Duval St.,Key West,FL,"(M),(PT)",Bars/Clubs,1984,,,,12/5/2021 12:17pm
1655,Ner Sprindrift Motel,,1212 Simonton,Key West,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1654,Monster,"(Disco) (Several bars, patio & garden) (Crusiy)",400 Front St.,Key West,FL,"(*),(YC),(D),(R)","Restaurant,Bars/Clubs",1984,,,,12/5/2021 12:17pm
1656,Oasis Guest House,(Pool),823 Fleming St.,Key West,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1658,Palms of Key West Guest House,,820 White St.,Key West,FL,"(*),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1657,Palladium ,(Health Club) (Sauna),903 Duval St.,Key West,FL,"(*),(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1661,Pines Guest House,(Pool),521 United St.,Key West,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1660,Pigeon House Patio,,301 Whitehead,Key West,FL,"(R),(E),(M)",Restaurant,1984,,,,12/5/2021 12:17pm
1662,Pleasure Chest ,"(Erotica, etc.)",208 Duval St.,Key West,FL,(*),Cruising Areas,1984,,,,12/5/2021 12:17pm
1663,Port of Call,,425 Front St.,Key West,FL,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1664,Rooftop Cafe,(Lunches),310 Front St.,Key West,FL,"(M),(R),(*)",Restaurant,1984,,,,12/5/2021 12:17pm
1666,Saloon One,"(Some W, SM) (Video) (Rear Entrance)",524 Duval St.,Key West,FL,"(*),(W),(SM),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1668,Sea Isle Guest House,(Pool),915 Windsor Lane,Key West,FL,"(M),(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1669,Shirley Lodge,,1315 Pine St.,Key West,FL,"(M),(H)",Hotel,1984,,,,12/5/2021 12:17pm
1665,Russell House,,415 William St.,Key West,FL,"(H),(M)",Hotel,1984,,,,12/5/2021 12:17pm
1674,The Fountains,,1108 Duval St.,Key West,FL,"(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1673,Tutti & Frutti,(Ice Cream Parlor),522 Duval,Key West,FL,,Business,1984,,,,12/5/2021 12:17pm
1671,Southwind Motel,"(Some L, M) (Pool)",1321 Simonton St.,Key West,FL,"(H),(*),(L),(M)",Hotel,1984,,,,12/5/2021 12:17pm
1670,Simonton Court Guest House,(Pool) ,320 Simonton St.,Key West,FL,"(H),(*)",Hotel,1984,,,,12/5/2021 12:17pm
1672,The Buttery ,,1206 Simonton St.,Key West,FL,"(PE),(M),(R)",Restaurant,1984,,,,12/5/2021 12:17pm
1678,William St. House Guest House,,329 William St.,Key West,FL,"(*),(H)",Hotel,1984,,,,12/5/2021 12:17pm
