ID2,title,description,amenityfeatures,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
1266,Santa Rosa Inn,(Some L),"(*),(D),(YC),(L),(PT)",4302 Santa Rosa Ave.,Bars/Clubs,Santa Rosa,CA,,1989,,,6/30/2022 2:38pm
1267,Sawyer's News,,,733 4th St.,Book Store,Santa Rosa,CA,,1989,,,1/18/2023 9:47am
1268,Sausalito Inn,,"(R),(E),(*)",12 El Portal,Restaurant,Sausalito,CA,,1989,,,6/30/2022 2:35pm
1271,Travel Travel Laguna ,,(IGTA),30882 Coast Hwy,Travel Agency,South Laguna,CA,,1989,,,6/30/2022 2:38pm
1272,Ridgewood Inn,(916)541-8589,"(B&B),(IGTA),(*)",1341 Emerald Bay Rd.,Hotel,South Lake Tahoe,CA,,1989,,,1/3/2023 10:04pm
1274,Adult Books,,(F&S),332 N. California ,"Book Store,Erotic Shop",Stockton,CA,,1989,,,7/19/2022 12:51pm
1276,Chez Zabeth ,,"(M),(R)",445 W. Weber ,Restaurant,Stockton,CA,,1989,,,6/30/2022 2:36pm
1277,M.C.C.,(209)943-5277,(MCC),2737 Pacific Ave.,Religious Institution,Stockton,CA,,1989,,,1/3/2023 10:04pm
1278,Paradise ,(Disco),"(YC),(*)",10100 N. Lower Sacramento Rd.,Bars/Clubs,Stockton,CA,,1989,,,6/30/2022 2:38pm
1284,Alley Cat,(Greek-R),"(M),(R)",110 W. Stanley,Restaurant,Ukiah,CA,,1989,,,6/30/2022 2:35pm
1285,Mustang Books,,(*),961 N. Central,Book Store,Upland,CA,,1989,,,6/30/2022 2:36pm
1286,Club Pegasus,(Disco) (Enter in rear),"(YC),(*)",730 Lincoln Rd. E.,Bars/Clubs,Vallejo,CA,,1989,,,6/30/2022 2:36pm
1287,Scarletts,(Some L),"(D),(PT),(L)",832 Sonoma,Bars/Clubs,Vallejo,CA,,1989,,,6/30/2022 2:36pm
1288,Unicorn Lounge ,,(PT),730 Lincoln,Bars/Clubs,Vallejo,CA,,1989,,,6/30/2022 2:36pm
1291,Jason Travel ,,(IGTA),16444 Vanowen St.,Travel Agency,Van Nuys,CA,,1989,,,11/21/2022 1:54pm
1293,Library ,(Disco) (Sun. only*),"(YC),(*)",2815 E. Main,Bars/Clubs,Ventura,CA,,1989,,,6/30/2022 2:37pm
1294,M.C.C.,,(MCC),4949 Foothill Blvd.,Religious Institution,Ventura,CA,,1989,,,1/3/2023 10:05pm
1295,San Souci ,(Late),"(M),(OC)",23 S. Chestnut,Bars/Clubs,Ventura,CA,,1989,,,6/30/2022 2:35pm
1296,Three Star Adult News,,,359 E. Main ,Book Store,Ventura,CA,,1989,,,6/30/2022 2:36pm
1297,Top Banana's,,"(L),(D),(R)",1644 E. Thompson ,"Bars/Clubs,Restaurant",Ventura,CA,,1989,,,1/18/2023 10:01am
1298,Wild Goose,,"(W),(PT),(WE)",2485 E. Main St. ,Bars/Clubs,Ventura,CA,,1989,,,6/30/2022 2:37pm
1303,Oasis Book Store,,,14949 Palmdale Rd.,Book Store,Victorville,CA,,1989,,,6/30/2022 2:38pm
1304,West Side 15,,"(M),(PT)",16868 Stoddard Wells Rd.,Bars/Clubs,Victorville,CA,,1989,,,6/30/2022 2:38pm
1308,D.J.'s,(Piano bar),,1535 Olympic Blvd,Bars/Clubs,Walnut Creek,CA,,1989,,,6/30/2022 2:37pm
1309,Erotic News,(Books),,1688 Locust St.,"Book Store,Erotic Shop",Walnut Creek,CA,,1989,,,7/19/2022 12:54pm
1310,Hub,(Disco) (Some L),(L),1220 Pine St.,Bars/Clubs,Walnut Creek,CA,,1989,,,9/30/2022 2:19pm
1312,Scene One,(Disco),"(R),(L)",340 N. Azusa,Restaurant,West Covina,CA,,1989,,,6/30/2022 2:36pm
1313,Travel Adviosrs,,(IGTA),20050 Ventura Blvd.,Travel Agency,Woodland Hills,CA,,1989,,,6/30/2022 2:38pm
1314,Andre's Club,(Very M) 3rd floor,(M),"312 Galena, ",Bars/Clubs,Aspen,CO,,1989,,,6/30/2022 2:36pm
1318,Adventure Bound & Expeditions ,(Tours) (Carriage House),(IGTA),711 Walnut St.,Travel Agency,Boulder,CO,,1989,,,6/30/2022 2:36pm
1319,Boulder Express,,"(M),(YC)",2075 30th St.,Bars/Clubs,Boulder,CO,,1989,,,6/30/2022 2:37pm
1321,The News Stand,(Books),,1720 15th St.,Book Store,Boulder,CO,,1989,,,6/30/2022 2:37pm
1327,Annex ,(Disco),"(M),(YC),(*)",1807 Depaul,Bars/Clubs,Colorado Springs,CO,,1989,,,6/30/2022 2:37pm
1328,Christ Chapel,,"(M),(YC),(*)",610 Williamette,Bars/Clubs,Colorado Springs,CO,,1989,,,6/30/2022 2:36pm
1330,Exit Lounge,(Cocktail hr.),(*),2028 Sheldon Ave.,Bars/Clubs,Colorado Springs,CO,,1989,,,6/30/2022 2:37pm
1331,First Amendment Adult Book Store,(Cruisy),,220 E. Fillmore,"Book Store,Cruising Areas,Erotic Shop",Colorado Springs,CO,,1989,,,7/19/2022 12:55pm
1334,Hide & Seek Complex,(Disco) (2 bars) ,"(*),(YC),(R),(PT)",512 W. Colorado,Restaurant,Colorado Springs,CO,,1989,,,6/30/2022 2:36pm
1335,M.C.C.,,(MCC),700 N. Union,Religious Institution,Colorado Springs,CO,,1989,,,1/3/2023 10:05pm
1336,Two Thousand One,(Some L) ,"(L),(D),(PT),(W)",2001 E. LaSalle,Bars/Clubs,Colorado Springs,CO,,1989,,,6/30/2022 2:37pm
1338,After Dark ,(Books & Erotica) ,,111 S. Broadway,"Book Store,Erotic Shop",Denver,CO,,1989,,,7/19/2022 12:52pm
1339,B.J.'s Carousel,,"(R),(E),(PT),(OC),(*)",1380 S. Broadway,Restaurant,Denver,CO,,1989,,,6/30/2022 2:37pm
1340,Book Gardens,(Women's books),,2625 E. 12th ,Book Store,Denver,CO,,1989,,,6/30/2022 2:37pm
1341,Broadway Bodyworks,(Gym),,160 S. Broadway,Gym,Denver,CO,,1989,,,6/30/2022 2:35pm
1342,Category Six,(Books) (Some L),(L),1029 E. 11th Ave.,Book Store,Denver,CO,,1989,,,6/30/2022 2:36pm
1343,Charlie's,(Cruisy),"(C&W),(D),(*)",7900 E. Colfax,"Bars/Clubs,Cruising Areas",Denver,CO,,1989,,,6/30/2022 2:38pm
1346,Community Country Club,(Swim Club),(P),2151 Lawrence,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1347,Crypt ,"(Erotica, etc.)",,2222 N. Broadway,Erotic Shop,Denver,CO,,1989,,,6/30/2022 2:37pm
1348,Den,"(Some W, OC)","(PT),(W),(OC)",5110 W. Colfax,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:38pm
1349,Denver Detour,,"(R),(PT)",511 E. Colfax,Restaurant,Denver,CO,,1989,,,6/30/2022 2:36pm
1350,Denver Sandwich Co. ,,(R),1217 E. 9th Ave.,Restaurant,Denver,CO,,1989,,,6/30/2022 2:37pm
1351,Denver Swim Club,,,6923 E. Colfax,Gym,Denver,CO,,1989,,,6/30/2022 2:38pm
1353,Divine,,"(L),(*)",2727 W. 6th St.,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1354,Empress Theater,(All male),,139 Broadway,Theatre,Denver,CO,,1989,,,6/30/2022 2:35pm
1355,Foxhole,(Disco) (Patio) (Sun.-Summer*),"(YC),(*)",2936 Fox St.,Bars/Clubs,Denver,CO,,1989,,,11/15/2022 5:26pm
1356,Franklin House,(303) 331-9106,(B&B),1620 Franklin St.,Restaurant,Denver,CO,,1989,,,6/30/2022 2:37pm
1357,Garbo's,(Cabaret) (Preppies),(R),116 9th St.,Restaurant,Denver,CO,,1989,,,6/30/2022 2:35pm
1358,Gay & Lesbian Community Center,(303) 831-6268,,1245 S.E. Colfax #319,Community Center/Support Group,Denver,CO,,1989,,,1/3/2023 10:06pm
1359,Guide Magazine ,(Publication),,432 S. Broadway,Publication,Denver,CO,,1989,,,6/30/2022 2:36pm
1360,Highland Bar,,,2532 15th St.,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1362,Imperial Travel ,,(IGTA),1050 17th St.,Travel Agency,Denver,CO,,1989,,,6/30/2022 2:36pm
1363,John Galt's,(Coffee House),(R),430 S. Broadway,Restaurant,Denver,CO,,1989,,,6/30/2022 2:36pm
1364,M.C.C.,,(MCC),980 Clarkson,Religious Institution,Denver,CO,,1989,,,1/3/2023 10:06pm
1365,Metro,(Disco),"(*),(YC),(V)",314 E. 13th Ave.,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:36pm
1366,Midtown Spa,,"(IGHC),(*)",2935 Zuni,Bathhouses,Denver,CO,,1989,,,6/30/2022 2:37pm
1367,Mike's,(Some W) (Cruisy),"(W),(*),(SM),(PT)",117 Broadway,"Bars/Clubs,Cruising Areas",Denver,CO,,1989,,,6/30/2022 2:35pm
1368,Mr. Bill's,"(Some W, Huslters)","(W),(PT)",1027 Broadway,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:36pm
1371,R & R Denver,,"(W),(N)",4958 E. Colfax,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:38pm
1372,Rendezvous,,"(S),(E)",1443 Stout St.,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1373,Southtown Lumber Co.,,(N),255 S. Broadway,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:36pm
1374,Sundance Travel,,(IGTA),910 S. Dexter,Travel Agency,Denver,CO,,1989,,,6/30/2022 2:36pm
1375,Taste ,(Disco),(B),2217 Welton,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1376,The Grove,(Disco) (Twinkies) (Some L) ,"(L),(PT)",1618 E. 17th Ave.,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1377,The Kitchen,,"(M),(R)",1962 E. Colfax ,Restaurant,Denver,CO,,1989,,at Race,6/30/2022 2:37pm
1378,The Uptown,,,1700 Logan,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1379,Three Sisters,(Disco) (aka 'Six Tits'),"(L),(OC),(*)",3358 Mariposa,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1380,Tracks,(Disco),"(*),(YC),(M)",2975 Fox St.,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1381,Travel Junction,,(IGTA),3200 Wadsworth,Travel Agency,Denver,CO,,1989,,,6/30/2022 2:37pm
1382,Triangle ,(Levi) (AH-WE),"(*),(SM),(W),(PT),(AH),(WE)",2036 Broadway,Bars/Clubs,Denver,CO,,1989,,,6/30/2022 2:37pm
1383,Trilogy Book Store,,,630 E. 6th Ave.,Book Store,Denver,CO,,1989,,,6/30/2022 2:36pm
1384,Trips Unlimited,,(IGTA),1 Broadway #112,Travel Agency,Denver,CO,,1989,,,6/30/2022 2:35pm
1385,Twenty-Two Broadway,(Levi) (Guesthouse),(R),22 N. Broadway,Restaurant,Denver,CO,,1989,,,6/30/2022 2:35pm
1386,Victor's ,,"(M),(R)",3030 E. 6th ,Restaurant,Denver,CO,,1989,,,6/30/2022 2:37pm
1387,Victoria Oaks Inn,,"(B&B),(IGTA)",1575 Race St.,Travel Agency,Denver,CO,,1989,,,6/30/2022 2:37pm
1407,Fort Collins Travel,,(IGTA),333 W. Mountain Ave.,Travel Agency,Fort Collins,CO,,1989,,,6/30/2022 2:36pm
1408,Radclyffe Hall,,(R),714 14th St.,Restaurant,Golden,CO,,1989,,,6/30/2022 2:36pm
1409,Quincy's,(Some L) (After 8pm),"(N),(PT),(D),(L)",609 Main St. ,Bars/Clubs,Grand Junction,CO,,1989,,,6/30/2022 2:36pm
1414,El Chapel ,,(L),217 E. Northern,Bars/Clubs,Pueblo,CO,,1989,,,6/30/2022 2:36pm
1415,M.C.C.,(303) 543-6460,(MCC),801 N. Santa Fe Ave.,Religious Institution,Pueblo,CO,,1989,,,1/3/2023 10:06pm
1418,Altitude Club,In Doubletree Hotel,"(M),(D)",250 S. Frontage,"Bars/Clubs,Hotel",Vail,CO,,1989,,,1/18/2023 9:21am
1419,Sweet Basil ,,"(M),(R)",190 E. Gore Creek Dr.,Restaurant,Vail,CO,,1989,,,6/30/2022 2:35pm
1420,Vail Bed & Breakfast,(303) 476-5175,,4800 E. Meadow Dr.,Hotel,Vail,CO,,1989,,,1/3/2023 10:06pm
1421,Verbatim Bookstore,,,141 E. Meadow Dr.,Book Store,Vail,CO,,1989,,,6/30/2022 2:35pm
1422,Travel Junction,,(IGTA),3200 Wadsworth Rd.,Travel Agency,Wheatridge,CO,,1989,,,6/30/2022 2:37pm
1423,Blood Root,(Bookstore),"(R),(L)",85 Ferris St.,"Restaurant,Book Store",Bridgeport,CT,,1989,,,1/18/2023 9:39am
1429,Aldis the Travel Planner,,(IGTA),107 Federal Rd.,Travel Agency,Brookfield,CT,,1989,,,6/30/2022 2:35pm
1430,Triangle Cafe,(Disco),(*),66 Sugar Hollow Rd.,Bars/Clubs,Danbury,CT,,1989,,,6/30/2022 2:35pm
1431,The Eatery ,,"(M),(R)",297 S. Main St.,Restaurant,East Windsor,CT,,1989,,,6/30/2022 2:36pm
1432,Bookends,(Bookstore),,44 Enfield St.,Book Store,Enfield,CT,,1989,,,6/30/2022 2:35pm
1434,Aircraft Bookstore,,,349 E. Main St.,Book Store,Hartford,CT,,1989,,,6/30/2022 2:36pm
1435,Arts & Liesure,,"(M),(YC),(R)",211 Zion St.,Restaurant,Hartford,CT,,1989,,,6/30/2022 2:36pm
1436,Backstreet,(Disco) ,"(M),(YC),(*)",81 Pope Park Hwy. #4,Bars/Clubs,Hartford,CT,,1989,,,6/30/2022 2:35pm
1437,Bearristers,(Disco) (Latins),"(SM),(B),(*)",601 Broad St.,Bars/Clubs,Hartford,CT,,1989,,,6/30/2022 2:36pm
1438,Chez Est,(Some OC) (Cruisy) (Good Cocktail hr.),"(*),(OC)",238 Columbus Blvd.,"Bars/Clubs,Cruising Areas",Hartford,CT,,1989,,,6/30/2022 2:36pm
1439,"Commercial St. West Cafe, Ltd.",(Disco),"(D),(L),(*)",438 Wethersfield Ave.,Bars/Clubs,Hartford,CT,,1989,,,6/30/2022 2:36pm
1440,Dignity ,Hartford,,350 Farmington Ave.,Religious Institution,Hartford,CT,,1989,,,1/18/2023 9:51am
1441,Equinox,(Clothes) ,,182 S. Whitney ,Business,Hartford,CT,,1989,,,6/30/2022 2:35pm
1442,Hartford Books,,,467 Wethersfield Ave.,Book Store,Hartford,CT,,1989,,,6/30/2022 2:36pm
1443,Japanalia ,(Clothes),,178 S. Whitney St.,Business,Hartford,CT,,1989,,,6/30/2022 2:35pm
1444,M.C.C.,,(MCC),50 Bloomfield Ave.,Religious Institution,Hartford,CT,,1989,,,1/3/2023 10:06pm
1446,Nick's Cafe House,(Some OC),"(D),(OC),(M)",1943 Broad,Bars/Clubs,Hartford,CT,,1989,,,6/30/2022 2:37pm
1447,Red Lantern Book Store,(E. Hartford),,1247 Main St. ,Book Store,Hartford,CT,,1989,,,6/30/2022 2:37pm
1449,Sisson Ave. Book Store,,,275 Sisson Ave.,Book Store,Hartford,CT,,1989,,,6/30/2022 2:36pm
1450,Summit Hill Cafe,,(R),455 Zion St.,Restaurant,Hartford,CT,,1989,,,6/30/2022 2:36pm
1451,Two-Two-Four Park,(Clothes),,224 Park ,Business,Hartford,CT,,1989,,,6/30/2022 2:36pm
1462,Weber's Travel Services,,(IGTA),24 Cedar St.,Travel Agency,New Britain,CT,,1989,,,6/30/2022 2:35pm
1466,M.C.C.,(1st floor),(MCC),425 College St.,Religious Institution,New Haven,CT,,1989,,,1/3/2023 10:07pm
1467,Nu Haven Books,,,812 Chapel St.,Book Store,New Haven,CT,,1989,,,6/30/2022 2:36pm
1468,Partner's ,(Disco) (3 floors) (Some L) (Game rooms),"(*),(YC),(L)",365 Crown St.,Bars/Clubs,New Haven,CT,,1989,,,6/30/2022 2:36pm
1469,Pub Cafe ,(Levi) (Cruisy patio),"(R),(*)",168 York St.,"Restaurant,Cruising Areas",New Haven,CT,,1989,,,6/30/2022 2:35pm
1470,York St. Books,,,166 York St.,Book Store,New Haven,CT,,1989,,,6/30/2022 2:35pm
1475,Frank's Place,,"(OC),(E)",9 Tilley St. ,Bars/Clubs,New London,CT,,1989,,at Bank,6/30/2022 2:35pm
1479,Crystal Image Cafe,,(R),521 Washington,Restaurant,North Haven,CT,,1989,,,6/30/2022 2:36pm
1484,Torrington Books,,,467 Main St.,Book Store,Torrington,CT,,1989,,,6/30/2022 2:36pm
1488,The Brook ,(Disco) (Sun. summer T-D) (Exit 18 off I-95),"(YC),(PT),(R),(*)",919 Post Rd. E. ,Restaurant,Westport,CT,,1989,,,6/30/2022 2:36pm
1490,Thread City Book & Novelty,,,503 Main St.,Book Store,Williamantic,CT,,1989,,,6/30/2022 2:36pm
1492,New Bookstore,,,115 N. duPont Hwy,Book Store,Dover,DE,,1989,,,6/30/2022 2:35pm
1493,Back Porch ,,(R),21 Rehoboth Ave.,Restaurant,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1495,Beach House,(302) 227-7074,(H),15 Hickman St.,Hotel,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1496,Blue Moon,(Sun. T-D*),"(R),(*)",35 Baltimore Ave.,Restaurant,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1497,Delaware House,,(H),39 Baltimore Ave.,Hotel,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1498,Desmond's at Canal Square,(Lewes),(R),134 Market Ave.,Restaurant,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1499,Palms,(Sun. T-D),(R),84 Rehoboth Ave.,Restaurant,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1500,Paper Nautilus ,,"(M),(H)",42 1/2 Baltimore Ave.,Hotel,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1501,Rehoboth Guest House,,(H),40 Maryland Ave.,Hotel,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1503,Tijuana Taxi ,(Mexican-R),"(M),(R)",63 Rehoboth Ave.,Restaurant,Rehoboth Beach,DE,,1989,,,6/30/2022 2:35pm
1505,Discount Adult Books,,,174 S. Dupont Hwy,"Book Store,Erotic Shop",Wilmington,DE,,1989,,,7/19/2022 12:54pm
1507,Griffin Community Center,,,214 N. Market St.,Community Center/Support Group,Wilmington,DE,,1989,,,1/3/2023 10:29pm
1509,R.S.V.P.,"(Cards, books, etc.) (Bloomington)",,1602 Delaware Ave.,Book Store,Wilmington,DE,,1989,,,6/30/2022 2:37pm
1510,Renaissance ,(The 'Ren') (Disco) (Two floors),"(*),(YC),(PT),(E),(R)",107 W. 6th St.,Restaurant,Wilmington,DE,,1989,,,6/30/2022 2:35pm
1511,Shipley Grill,,(R),913 Shipley St.,Restaurant,Wilmington,DE,,1989,,,6/30/2022 2:36pm
1515,Annie's Paramount Steak House,,"(R),(*)",1609 17th St. N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1516,Annie's Paramount Steak House,,"(R),(*)",1227 Wisconsin Ave. N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1517,Bachelors Mill,(Disco) (BWMT) (S-Sun.),"(BWMT),(*)",500 8th St. S.E.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1518,Back Door Pub,(Cruisy),"(R),(B)",801 'E' St. S.E.,"Restaurant,Cruising Areas",Washington,D.C.,,1989,,,6/30/2022 2:36pm
1519,Badlands ,(Disco) (AH-WE) (Sun. T-D) (Annex-C&W),"(*),(YC),(V),(AH),(WE),(C&W)",1415 22nd St. N.W.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1520,Brass Rail,,"(B),(D)",811 13th St. N.W.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1521,Capital Books,,,1401 'H' St. N.W.,Book Store,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1522,Central Travel Consultants,,(IGTA),616 17th St. N.W.,Travel Agency,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1523,Chesapeake House ,(Nude go go boys) (Hustlers) (Cruisy),"(*),(RT)",746 9th St. N.W.,"Bars/Clubs,Cruising Areas",Washington,D.C.,,1989,,,6/30/2022 2:36pm
1524,Club House,(Disco) (WE only),"(P),(B),(YC),(WE),(*)",1296 Upshur St. N.W.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1525,Club Washington,(Spa) (Upstairs),(P),20 'O' St. S.E.,Bathhouses,Washington,D.C.,,1989,,,6/30/2022 2:35pm
1527,D.C. Eagle ,(Levi) (Cruisy) ,"(*),(SM),(PT)",639 New York Ave. N.W.,"Bars/Clubs,Cruising Areas",Washington,D.C.,,1989,,,6/30/2022 2:36pm
1528,Danny's on P Street,(Some L),"(R),(E),(L)",2161 'P' St. N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1529,Delta Elite ,(Disco),(B),3734 10th St. N.E.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:38pm
1532,Follies ,(Cinema) (Books) (Peeps) (Go go boys) (Bad neighborhood),,24 'O' St. S.E.,Book Store,Washington,D.C.,,1989,,,6/30/2022 2:35pm
1533,Fraternity House,(Judy's Bar-Downstrs) (Enter ,"(*),(YC),(D),(E)",2122 'P' St. N.W.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1534,Friends ,(Piano bar),"(R),(OC)",2122 'P' St. N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1538,Glory Hole ,(At Follies) ,"(P),(F&S)",24 'O' St. S.E.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:35pm
1539,Great Escape Travel,,(IGTA),1552 Connecticut Ave. N.E.,Travel Agency,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1540,Helen's ,,"(M),(R)",1805 18th St. N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1541,Hung Jury,(L-Sat. nights),"(D),(*),(L)",1819 'H' St.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1542,Jardan ,,(IGTA),1735 'S' St. N.W.,Travel Agency,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1543,J.P.'s,,(N),2412 Wisconsin Ave. N.W.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1544,J.R.'s Bar n' Grill,(Cruisy) (Hot cocktail hour),"(*),(YC),(V)",1519 17th St. N.W.,"Bars/Clubs,Cruising Areas",Washington,D.C.,,1989,,,6/30/2022 2:37pm
1545,Jardine's Guest House,(202) 462-0709,(B&B),1735 'S' St. N.W.,Hotel,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1546,Kalorama Guest House,,"(M),(H)",1854 Mintwood Pl. N.W.,Hotel,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1547,Kalorama Guest House ,at Woodley Park,"(M),(H)",2850 27th St. N.W.,Hotel,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1548,Kramerbooks ,(Very M cafe & bookstore),(M),1517 Connecticut Ave. N.W.,Book Store,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1549,Afterwords ,(Very M cafe & bookstore),(M),1517 Connecticut Ave. N.W.,Book Store,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1550,La Cage aux Follies,(Nude go go boys) (Hustlers),"(D),(YC),(V),(S)",18 'O' St. S.E.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:35pm
1551,Lambda Rising Book Store,,(*),1625 Connecticut Ave. N.W.,"Bars/Clubs,Book Store",Washington,D.C.,,1989,,,1/18/2023 9:42am
1552,Lammas Women's Book Store,,,1426 21st St. N.W.,Book Store,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1553,Le Salon ,"(Books, etc.) (2nd floor) (Cruisy)","(P),(*)",804 14th St. N.W.,"Book Store,Cruising Areas",Washington,D.C.,,1989,,,6/30/2022 2:36pm
1555,Lifestyle Travel ,,(IGTA),4250 Connecticut Ave.,Travel Agency,Washington,D.C.,,1989,,,6/30/2022 2:38pm
1556,Lost & Found ,"(Disco) (Sun T-D) (Great R) (No sign, but don't miss it!)","(*),(YC),(V),(AH),(R)",56 'L' St. S.E.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:35pm
1557,Louis ,,"(OC),(R)",476 'K' St. N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1558,M.C.C.,(202) 331-0055,(MCC),415 'M' St. N.W.,Religious Institution,Washington,D.C.,,1989,,,1/3/2023 10:30pm
1559,Mr. Henry's ,,"(M),(R),(*)",601 Pennsylvania Ave. S.E.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1560,Mr. P's,(Cruisy),(PT),2147 'P' St. N.W.,"Bars/Clubs,Cruising Areas",Washington,D.C.,,1989,,,6/30/2022 2:37pm
1561,Nob Hill ,,"(B),(R)",1101 Kenyon N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1562,Other Side,(Many L) ,"(L),(R),(D),(*)",1345 Half St. S.E.,"Bars/Clubs,Restaurant",Washington,D.C.,,1989,,,1/18/2023 10:01am
1563,Phase One,,"(L),(PT),(OC),(D)",525 8th St. S.E.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1564,Plain Brown Wrapper ,"(Books, films, peeps, toys, etc.)",,1226 'H' St. N.W.,Book Store,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1565,Pleasure Chest ,"(Leather, toys, erotica, etc.) (Georgetown)",,1063 Wisconsin Ave. N.W.,Erotic Shop,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1566,Rascals ,(Cruisy),"(V),(S)",1520 Connecticut Ave. N.W.,"Theatre,Cruising Areas",Washington,D.C.,,1989,,,6/30/2022 2:37pm
1567,Remington's,,"(C&W),(R)",639 Pennsylvania Ave. S.E.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1568,Rouge ,,"(S),(WE),(*)",476 'K' St. N.W.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1569,Shooters ,(Nude go go boys) (Upstairs in Rascals),,3 Riggs Ct.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:35pm
1570,Suzanne's,,"(M),(R)",1735 Connecticut Ave. N.W.,Restaurant,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1571,Tracks ,(Disco) (Thur. & Sun. only*),"(M),(YC),(*)",1111 First St. S.E.,Bars/Clubs,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1572,Travel Escape,,(IGTA),1725 'K' St. N.W.,Travel Agency,Washington,D.C.,,1989,,,6/30/2022 2:37pm
1573,Trio ,,"(M),(N),(R)",1537 17th St. N.W.,Restaurant,Washington,D.C.,,1989,,18th & Columbia N.W.,6/30/2022 2:37pm
1575,Washington Blade,(Publication),,724 9th St. N.W.,Publication,Washington,D.C.,,1989,,,6/30/2022 2:36pm
1592,Fantasies ,(Disco) (Some L),(L),495 N.E. 20th St.,Bars/Clubs,Boca Raton,FL,,1989,,,6/30/2022 2:36pm
1599,Lifestyles ,(Some L),"(D),(L),(*)",1303 Del Prado,Bars/Clubs,Cape Coral,FL,,1989,,,6/30/2022 2:37pm
1600,Clearwater M.C.C.,,(MCC),2470 Nursery Rd.,Religious Institution,Clearwater,FL,,1989,,,1/3/2023 10:30pm
1601,Flamingo Bar & Grill,,"(R),(D),(*)",610 Court St.,"Bars/Clubs,Restaurant",Clearwater,FL,,1989,,,1/18/2023 10:01am
