ID,title,description,streetaddress,city,state,amenityfeatures,type,unclear_address,uncleartype,notes,Year,lastmodified
2642,Discovery ,(Disco) (D upstairs) (PT & games) (Sun. T-D) (Something for everyone) ,116 E. Main St.,Louisville,KY,"(*),(YC),(D),(PT)",Bars/Clubs,,,,1986,3/4/2022 2:19pm
1226,Naughty & Nice,"(Toys, etc.)",116 E. Montecito St.,Santa Barbara,CA,(M),Erotic Shop,,,,1986,2/11/2022 3:34pm
3786,M.C.C.,,116 Morningside Dr. N.E. ,Albuquerque,NM,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
2181,C.H.A.P.S.,(Baths) ,116 W. Hubbard,Chicago,IL,,Bathhouses,,,,1986,2/26/2022 10:07pm
2826,Lobsterland Restaurant ,(Disco) (After 9pm*) ,117 Blake St. ,Lewiston,ME,"(M),(YC),(D),(*)",Bars/Clubs,,,,1986,3/6/2022 10:21pm
4410,Tradewinds II ,"(Some W, SM) (Open Sun.) (Cruisy) (Adj. Fort Dicks-W-Disco-D) ",117 E. Chestnut,Columbus,OH,"(*),(W),(SM),(PT),(D)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:28pm
2503,Pleasure Palace Adult Books,(Cruisy arcade) ,117 Kellogg ,Ames,IA,,"Book Store,Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:32pm
2523,Good Times Too ,(Adult books) ,117 N. 16th St. ,Council Bluffs,IA,,"Book Store,Erotic Shop",,,,1986,3/3/2022 8:03pm
4485,Hootersville Station,,117 N. Erie St. ,Toledo,OH,,Bars/Clubs,,,,1986,4/8/2022 12:53pm
550,Joly's,,117 S. Western,Midtown- Los Angeles ,CA,"(OC),(*)",Bars/Clubs,,,,1986,2/1/2022 2:00pm
2844,Spring Street Gym ,(Some L) ,117 Spring St. ,Portland,ME,"(L),(PT),(D)",Gym,,,,1986,6/8/2022 7:28am
12,Casbah,(Disco) ,117'/2 21st St. N.,Birmingham,AL,"(D),(M),(S),(*)",Bars/Clubs,,,,1986,1/25/2022 12:55pm
2330,Maneuvers,(Some L) (Disco) ,118 E. Jefferson,Joliet ,IL,"(L),(D),(*)",Bars/Clubs,,,,1986,2/27/2022 8:58pm
1399,M.C.C. ,,118 Main St.,Hartford,CT,(MCC),Religious Institution,,,,1986,2/13/2022 7:08pm
5509,Book Stacks ,"(Books, mags, etc.) ",118 Pine St.,Burlington,VT,,Book Store,,,,1986,4/21/2022 12:28am
4048,Tory's ,(Discobar) ,119 E. 27th St. ,New York,NY,(*),Bars/Clubs,,,,1986,3/24/2022 7:35pm
2921,Boston Rifleman ,,119 Merrimack ,Boston,MA,"(OC),(W)",Bars/Clubs,,,,1986,3/11/2022 12:00pm
2846,Woodford Cafe ,,119 Spring St.,Portland,ME,,Bars/Clubs,,,,1986,3/6/2022 10:21pm
3985,Spike Bar,(Flicks) (Cruisy) (Palm Room-R) ,120 11th Ave.,New York,NY,"(W),(SM),(PT),(*)","Bars/Clubs,Cruising Areas",,,at 20th St.,1986,6/7/2022 1:28pm
685,Bench & Bar ,(Cruisy) (Disco) ,120 11th St.,Oakland,CA,"(YC),(R),(D),(*)","Restaurant,Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:24pm
5448,Lyle's Deck ,A Guesthouse,120 E. Atol ,South Padre Island,TX,(*),Hotel,,,,1986,4/20/2022 2:05pm
4628,Hobo's Inn ,,120 N.W. 3rd Ave.,Portland,OR,"(R),(E)",Restaurant,,,,1986,4/9/2022 1:09pm
4809,Tom Cat Book Store,(Downstairs) (Cruisy) (24 hrs.) ,120 S. 13th St.,Philadelphia,PA,(*),"Book Store,Cruising Areas",,,,1986,6/7/2022 1:28pm
4765,Club Philadelphia Baths & Health Club ,,120 S. 13th St. ,Philadelphia,PA,"(*),(CBC)",Bathhouses,,,,1986,4/12/2022 6:00pm
4799,Sansom St. Cinema ,,120 S. 13th St. ,Philadelphia,PA,,Theatre,,,,1986,4/12/2022 6:00pm
3707,Lyle's,(Breakfast & lunch) ,120 S. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,,1986,3/17/2022 8:07pm
3764,Casa Lido ,(Disco) (SM-W downstairs) ,120 S. Warren St. ,Trenton,NJ,"(*),(D),(R),(PT),(SM),(W)","Bars/Clubs,Restaurant",,,,1986,3/17/2022 8:07pm
4106,Flavors ,(Disco) (Kew Gardens) ,120-31 83rd Ave. ,New York,NY,"(D),(YC),(*)",Bars/Clubs,,,,1986,3/24/2022 7:35pm
3547,Rocky Book Store,,121 Broadway,Butte,MT,(M),Book Store,,,,1986,3/16/2022 2:29pm
3869,Adult Book Store,,121 Lake St.,Elmira,NY,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:51pm
2631,Bungalow,(Some L) ,121 Mill St. ,Lexington,KY,"(M),(L)",Bars/Clubs,,,nr. Main,1986,3/4/2022 2:19pm
5792,Trix's All Star,,121 S. Washington,Green Bay,WI,(L),Bars/Clubs,,,,1986,4/25/2022 1:29pm
4165,T.C. & Company ,,121 Woodfield ,West Hempstead,NY,"(*),(D),(PT),(L)",Bars/Clubs,,,,1986,3/24/2022 7:35pm
2353,Chelsea Books ,(Cruisy arcade) ,122 N. 5th St. ,Quincy,IL,,"Book Store,Cruising Areas",,,,1986,6/7/2022 1:31pm
2354,M.C.C.,,122 N. 5th St. ,Quincy,IL,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
4031,Johnny's Pub,,123 E. 47th St.,New York,NY,"(R),(S)",Restaurant,,,,1986,3/24/2022 7:35pm
4921,Sebastian's ,,123 Empire ,Providence,RI,"(OC),(V)",Theatre,,,at Washington,1986,4/12/2022 6:19pm
3870,Adult Toy Land,,123 Lake St.,Elmira,NY,,Erotic Shop,,,,1986,3/24/2022 7:35pm
4920,No Name ,"(Some YC, L) (Disco) ",123 Weybosset,Providence,RI,"(YC),(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:19pm
2355,Irene's Cabaret ,(Disco) ,124 N. 5th ,Quincy,IL,"(D),(S),(PT),(*)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
5844,Glass Menagerie,(at M&M),124 N. Water St.,Milwaukee,WI,(R),Restaurant,,,,1986,4/25/2022 1:29pm
5138,M.C.C. ,,124 Paredes Line Rd.,Brownsville,TX,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
4924,Yukon Trading Co. ,"(Some W, SM) (D-WE) ",124 Snow St. ,Providence,RI,"(W),(SM),(D),(WE),(*)",Bars/Clubs,,,nr. Weybosset,1986,4/12/2022 6:19pm
3226,Prudential Baths ,(IGHC Baths) ,124 W. State Fair ,Detroit,MI,"(IGHC),(*)",Bathhouses,,,,1986,3/12/2022 3:19pm
5851,M&M,(New patio) (Great cocktail hr.),124 Water ,Milwaukee,WI,"(D),(*)",Bars/Clubs,,,at Erie,1986,4/25/2022 1:29pm
4104,Cheers ,(Games) (Richmond Hill) ,125-20 101st Ave.,New York,NY,(D),Bars/Clubs,,,,1986,3/24/2022 7:35pm
29,Loose Caboose,(Upstairs) (Looks Promising) ,126 E. Main St.,Dothan,AL,"(P),(YC),(D)",Bars/Clubs,,,,1986,1/25/2022 1:14pm
4498,The Office,"(Some L, SM) (WE*) (Cl. Sun.)",126 Pine S.E.,Warren,OH,"(PT),(L),(SM),(WE),(*)",Bars/Clubs,,,,1986,4/8/2022 12:53pm
4337,Rusconi's ,(24 hrs.) ,126 W. 6th St. ,Cincinnati,OH,"(M),(R)",Restaurant,,,,1986,4/8/2022 12:53pm
3708,Ocean House ,(Open all year) ,127 S. Ocean Ave. ,Atlantic City,NJ,"(H),(*)",Hotel,,,,1986,3/17/2022 8:07pm
4072,Nickel Bar,(Disco) ,127 W. 72nd St.,New York,NY,"(B),(YC),(D),(*)",Bars/Clubs,,,,1986,3/24/2022 7:35pm
3084,Monument House,,129 Bradford St. ,Provincetown,MA,(H),Hotel,,,,1986,3/11/2022 12:00pm
4050,Twenty Nine Palms ,,129 Lexington ,New York,NY,,Bars/Clubs,,,at 29th St.,1986,3/24/2022 7:35pm
1990,IHOP,,129 North Ave. N.E.,Atlanta,GA,"(M),(R),(C),(AH)",Restaurant,,,,1986,2/22/2022 8:23pm
3561,Fran's Second Hand Store ,,129 W. Alder ,Missoula,MT,,Business,,,,1986,3/16/2022 2:29pm
155,Western Bar,,130 1/2 Montezuma,Prescott,AZ,(M),Bars/Clubs,,,,1986,1/26/2022 7:03pm
2313,Faces ,(Disco) (Good Sat.) (Use 4th St. entrance) ,130 Collinsville Ave.,East St. Louis,IL,"(YC),(D),(S)",Bars/Clubs,,,,1986,2/27/2022 8:14pm
3923,Blue Fox,,131 8th Ave.,New York,NY,"(R),(*)",Restaurant,,,,1986,3/24/2022 7:35pm
5077,M.C.C. ,,131 15th Ave. N. ,Nashville,TN,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
2950,M.C.C.,,131 Cambridge St. ,Boston,MA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1096,Buckley's Bistro & Bar,,131 Gough St.,San Francisco,CA,"(R),(E)",Restaurant,,,,1986,2/13/2022 3:02pm
3701,Beach House ,,131 S. Ocean Ave.,Atlantic City,NJ,(H),Hotel,,,,1986,3/17/2022 8:07pm
1167,132 Club,(Days) ,132 Bush St.,San Francisco,CA,"(R),(*)",Restaurant,,,,1986,2/13/2022 3:02pm
4152,132 N. Main ,(Summer guest house) ,132 N. Main,Easthampton,NY,"(P),(*)",Hotel,,,,1986,3/24/2022 7:35pm
4275,Flying Dutchman ,(Sun.-Fri*) ,132 S. Front St.,Wilmington,NC,"(P),(D),(*)",Bars/Clubs,,,,1986,3/25/2022 1:51pm
3894,Common Ground ,(Disco) ,132 W. State St. ,Ithaca,NY,"(*),(YC),(D),(E)",Bars/Clubs,,,,1986,3/24/2022 7:35pm
3642,Five Star Saloon,(Slots) ,132 West St. ,Reno,NV,"(*),(D),(PT)",Bars/Clubs,,,,1986,3/16/2022 11:49pm
4482,Caesar's Palace ,(Disco) ,133 N. Erie ,Toledo,OH,"(YC),(S),(D),(*)",Bars/Clubs,,,,1986,4/8/2022 12:53pm
2521,The Bookstore,,133 S. 5th Ave.,Clinton,IA,,Book Store,,,,1986,3/3/2022 8:03pm
4754,Adam & Eve Books,,133 S. 13th St. ,Philadelphia,PA,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:49pm
3548,Silver Dollar Saloon,,133 S. Main,Butte,MT,"(M),(*)",Bars/Clubs,,,,1986,3/16/2022 2:29pm
1169,Queen Mary ,(Hustlers) ,133 Turk St.,San Francisco,CA,,Bars/Clubs,,,,1986,2/13/2022 3:02pm
4699,Golden Arrow ,,134 E. Pittsburgh St.,Greensburg,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
3565,Top Hat ,,134 Front St.,Missoula,MT,"(M),(YC)",Bars/Clubs,,,,1986,3/16/2022 2:29pm
693,Paradise Bar & Grill ,(Sunday bruch) ,135 12th St.,Oakland,CA,"(R),(*)",Restaurant,,,,1986,6/7/2022 2:18pm
3990,Trilogy ,(Sun. afternoons*) ,135 Christopher St. ,New York,NY,"(R),(YC),(*)",Restaurant,,,,1986,3/24/2022 7:35pm
4267,Uptown Connection ,(Best late Thur. & Sun.) ,135 E. Fisher St.,Salisbury,NC,(M),Bars/Clubs,,,,1986,3/25/2022 1:51pm
5839,DK's ,,135 E. National,Milwaukee,WI,"(L),(D),(PT)",Bars/Clubs,,,,1986,4/25/2022 1:29pm
5510,Pearl's ,(Some L) ,135 Pearl St. ,Burlington,VT,"(D),(R),(L),(*)","Restaurant,Bars/Clubs",,,,1986,4/21/2022 12:28am
2875,Leather Underground ,(Shop & dungeon) ,136 W. Read St. ,Baltimore,MD,,Erotic Shop,,,,1986,6/7/2022 12:22pm
1785,Seventy-Ninth St. Twin Cinema,,137 N.E. 79th St.,Miami,FL,,Theatre,,,,1986,2/17/2022 7:43pm
4800,Sealed With a Kiss,(Gifts & cards) ,137 S. 13th St. ,Philadelphia,PA,,Book Store,,,,1986,4/12/2022 6:00pm
3709,Rendezvous ,,137 S. New York Ave.,Atlantic City,NJ,(*),Bars/Clubs,,,,1986,3/17/2022 8:07pm
4111,Northern Men's Sauna ,(IGHC Baths) (Flushing) ,137-08 Northern Blvd. ,New York,NY,(IGHC),Bathhouses,,,,1986,3/24/2022 7:35pm
111,Cattleman's Exchange ,,138 W. Camelback Rd.,Phoenix,AZ,(OC),Bars/Clubs,,,,1986,1/26/2022 6:11pm
1040,Pimiento ,,139 8th St.,San Francisco,CA,"(M),(R)",Restaurant,,,,1986,2/13/2022 3:02pm
1327,Empress Theatre ,(All male) ,139 Broadway,Denver,CO,,Theatre,,,,1986,2/12/2022 7:56pm
3996,Village Stix ,(Sunday afternoons*) ,139 Christopher St. ,New York,NY,(*),Bars/Clubs,,,at Greenwich,1986,3/24/2022 7:35pm
3965,Ninth Circle ,(Cruisy) (2 floors) ,139 W. 10th St. ,New York,NY,"(*),(YC)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:27pm
3057,Crosswinds Inn,,140 Bradford St. ,Provincetown,MA,(*),Hotel,,,,1986,3/11/2022 12:00pm
3837,Mr. Bill's Adult Books,,140 Washington St. ,Binghamton,NY,(M),"Book Store,Erotic Shop",,,,1986,6/7/2022 12:57pm
2929,Club Cafe ,,142 Berkeley ,Boston,MA,"(R),(*)",Restaurant,,,,1986,3/11/2022 12:00pm
3114,Sunset Inn ,,142 Bradford St. ,Provincetown,MA,(H),Hotel,,,,1986,3/11/2022 12:00pm
316,Richmond St. Bar & Grill,,142 Richmond St.,El Segundo,CA,(R),Restaurant,,,,1986,1/28/2022 8:45pm
1979,Festival Lounge ,,142 Spring St.,Atlanta,GA,"(B),(E)",Bars/Clubs,,,,1986,2/22/2022 8:15pm
1338,Mr. S Leathers ,,143 Broadway,Denver,CO,(*),Erotic Shop,,,,1986,6/7/2022 12:25pm
1344,The Directory ,(Publication) ,144 S. Broadway,Denver,CO,,Publication,,,,1986,2/12/2022 8:14pm
2962,Spin-Off Roller Skating Rink,(Gay Tue.) ,145 Ipswich ,Boston,MA,,Bars/Clubs,,,,1986,3/11/2022 12:00pm
3705,Holiday House ,,145 S. New York Ave.,Atlantic City,NJ,"(M),(H)",Hotel,,,,1986,3/17/2022 8:07pm
1953,Hobbit Habit ,(Books) ,146 E. Clayton,Athens,GA,,Book Store,,,,1986,2/22/2022 7:51pm
3266,Ropa ,(Disco) ,146 W. Michigan Ave. ,Jackson,MI,"(D),(*)",Bars/Clubs,,,,1986,3/12/2022 3:19pm
1951,Barnett's Book Store,,147 College Ave.,Athens,GA,(M),Book Store,,,,1986,2/22/2022 7:49pm
1268,Boot Strap,"(Some W ,SM) (Cruisy) ",147 N. Aurora,Stockton,CA,"(W),(SM),(D),(*)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:25pm
5500,R.C. ,(Can enter thru parking lot in rear) ,147 S. State St. ,Salt Lake City,UT,"(PT),(WE),(*)",Bars/Clubs,,,,1986,4/21/2022 12:14am
1165,Logan's Run,,147 Taylor St.,San Francisco,CA,,Bars/Clubs,,,,1986,2/13/2022 3:02pm
3998,Waverly Waverly ,,147 Waverly Pl. ,New York,NY,"(R),(E)",Restaurant,,,,1986,3/24/2022 7:35pm
301,M.C.C.,,148 E. 22nd St.,Costa Mesa,CA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
4434,Martinique ,,148 Salem Ave. ,Dayton,OH,(N),Bars/Clubs,,,,1986,4/8/2022 12:53pm
3054,Cottage ,(Breakfast & lunch) ,149 Commercial St. ,Provincetown,MA,"(M),(R),(*)",Restaurant,,,,1986,3/11/2022 12:00pm
402,Broadlind Hotel,,149 Linden,Long Beach,CA,,Hotel,,,,1986,1/31/2022 12:00pm
1171,San Francisco Gym,(Upstairs) ,149 Powell St.,San Francisco,CA,,Gym,,,,1986,2/13/2022 3:02pm
709,Billy Reed's,(Sun. brunch) ,150 E. Vista Chino,Palm Springs,CA,"(M),(R),(C)",Restaurant,,,,1986,2/4/2022 12:26am
981,M.C.C.,,150 Eureka St.,San Francisco,CA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
58,Skeeters ,(Some L) (AH-Weekdays*) ,150 Lee St.,Montgomery,AL,"(D),(L),(AH),(*)",Bars/Clubs,,,,1986,6/7/2022 2:26pm
5754,Sheraton Inn Bar,,151 W. Main St.,Clarksburg,WV,(M),Bars/Clubs,,,,1986,4/23/2022 12:56am
3975,Pleasure Chest,"(Leather, clothes, 'toys', etc.) ",152 7th Ave. S. ,New York,NY,(*),Erotic Shop,,,,1986,6/7/2022 12:21pm
3953,Last Resort ,,153 1st Ave.,New York,NY,,Bars/Clubs,,,,1986,3/24/2022 7:35pm
4105,Club 53,(Jamaica) ,153-10 Hillside Ave.,New York,NY,,Bars/Clubs,,,,1986,3/24/2022 7:35pm
3263,Skiles Tavern ,,154 E. 8th,Holland,MI,"(M),(YC)",Bars/Clubs,,,,1986,3/12/2022 3:19pm
3980,Royal Roost ,,154 W. 13th St.,New York,NY,"(R),(E)",Restaurant,,,,1986,6/7/2022 2:14pm
3065,Elephant Walk Guest House ,,156 Bradford St. ,Provincetown,MA,(*),Hotel,,,,1986,3/11/2022 12:00pm
1871,Male Stop,(Gifts & cards) ,157 1st Ave. N.,St. Petersburg,FL,,Business,,,,1986,2/18/2022 2:34pm
2203,Second Story ,(Snacks) ,157 E. Ohio St.,Chicago,IL,"(M),(N)",Bars/Clubs,,,,1986,2/27/2022 12:16am
4453,Other Place,,157 N. Main,Mansfield,OH,,Bars/Clubs,,,,1986,4/8/2022 12:53pm
3104,Rose & Crown ,,158 Commercial St. ,Provincetown,MA,"(M),(H)",Hotel,,,,1986,3/11/2022 12:00pm
310,'F' Street Bookstore,,158 E. Main,El Cajon,CA,(*),Book Store,,,,1986,1/28/2022 1:01pm
4948,Gaslight Cafe,(Cruisy-AH-Sat.) ,158 King St. ,Charleston,SC,"(M),(R),(AH)","Restaurant,Cruising Areas",,,,1986,6/7/2022 1:31pm
3706,Kappa Gamma Phi Fraternity ,,159 S. Westminster ,Atlantic City,NJ,"(P),(H)",Hotel,,,,1986,3/17/2022 8:07pm
3950,Julius ,"(Snacks, cruisy days) ",159 W. 10th St.,New York,NY,(*),"Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:32pm
3094,Plums Guest House ,,160 Bradford St. ,Provincetown,MA,"(M),(H)",Hotel,,,,1986,3/11/2022 12:00pm
4923,Y.M.C.A,(Cruisy gym) ,160 Broad St. ,Providence,RI,"(M),(H)","Hotel,Gym,Cruising Areas",,,,1986,6/7/2022 1:32pm
2058,Laulima,(Organic) (Days only) ,160 Kilauea ,Hilo,HI,"(M),(R)",Restaurant,,,,1986,2/23/2022 2:44pm
2922,Box Office Video ,,160 Newbury ,Boston,MA,,Theatre,,,,1986,3/11/2022 12:00pm
253,Awful Annie's Cafe,,160 Sacramento,Auburn,CA,"(M),(R)",Restaurant,,,,1986,1/28/2022 12:05pm
4070,Michael's Thing,(Publication) ,160 W. 46th St. ,New York,NY,,Publication,,,,1986,3/24/2022 7:35pm
1018,Animals,"(F&S) (W,SM, FFA) (IGHC Baths) (Slings) ",161 6th St.,San Francisco,CA,"(F&S),(W),(SM),(FFA),(*),(IGHC)",Bathhouses,,,,1986,2/13/2022 3:02pm
3037,Boatslip Motel & Bar,"('Tops' days- Cruisy beach & pool) (T-D Disco, 3:30-6:30) ",161 Commercial St.,Provincetown,MA,"(H),(R),(*)","Hotel,Restaurant,Cruising Areas",,,,1986,6/7/2022 1:31pm
3069,Gazelle Boutique ,(At Boatslip) ,161 Commercial St.,Provincetown,MA,,Business,,,,1986,3/11/2022 12:00pm
3074,Just Men ,(Boutique at the Boatslip) ,161 Commercial St.,Provincetown,MA,,Bars/Clubs,,,,1986,3/11/2022 12:00pm
3834,Kennedy's Corner ,,161 Court St.,Binghamton,NY,"(M),(R)",Restaurant,,,,1986,3/24/2022 7:35pm
3879,Buck 'n' Beau Bed & Board,(Reservations req.) (The Pines) (516) 597-6833 or (212) 243-1468,161 Ocean Walk,Fire Island,NY,"(H),(R)","Hotel,Restaurant",,,,1986,3/24/2022 7:35pm
4092,Community Book Stores,(Brooklyn Heights) &,162 Montague St.,New York,NY,(M),Book Store,,,,1986,3/24/2022 7:35pm
1400,Marty's Adult World,,162 Washington St.,Hartford,CT,,Erotic Shop,,,,1986,2/14/2022 11:51pm
3043,Captain & His Ship ,,164 Commercial St.,Provincetown,MA,"(H),(*)",Hotel,,,,1986,3/11/2022 12:00pm
335,Front Runner,(Publication) ,164 N. Blackstone #119,Fresno,CA,,Publication,,,,1986,1/28/2022 10:18pm
3106,Sandpiper Beach House ,(Pool) ,165 Commercial St. ,Provincetown,MA,"(M),(H),(*)",Hotel,,,,1986,3/11/2022 12:00pm
3046,Casablanca Guest House,,166 Commercial St.,Provincetown,MA,(H),Hotel,,,,1986,3/11/2022 12:00pm
1950,The Place ,(Set-ups) (Patio) ,"166 S, Harding St.",Albany,GA,"(*),(D),(PT)",Bars/Clubs,,,,1986,2/22/2022 7:40pm
1949,Gerrie's Lounge,,166 S. Harding ,Albany,GA,,Bars/Clubs,,,,1986,2/22/2022 7:40pm
1425,York St. Books,,166 York St.,New Haven,CT,,Book Store,,,,1986,2/15/2022 12:35am
1378,Bridgeport Country News,,167 Boston Ave.,Bridgeport,CT,(F&S),Book Store,,,,1986,6/7/2022 2:06pm
1187,Cricus Book Store,,167 E. Santa Clara,San Jose ,CA,,Book Store,,,,1986,2/10/2022 10:05pm
1190,Golden Gate Books,,167 E. Santa Clara,San Jose ,CA,,Book Store,,,,1986,2/10/2022 10:06pm
2938,G.C.N. ,(Publication) (5th floor) ,167 Tremont ,Boston,MA,,Publication,,,,1986,3/11/2022 12:00pm
3847,Emma Feminist Book Store,,168 Elmwood Ave.,Buffalo,NY,,Book Store,,,,1986,3/24/2022 7:35pm
384,Today's Man,(Clothing) ,168 Mountain Rd.,Laguna Beach,CA,,Business,,,,1986,1/28/2022 11:19pm
1391,Caesar's Health Paladium,(Gym) ,168 Washington St.,Hartford,CT,(M),Gym,,,,1986,2/13/2022 3:41pm
1424,Pub Cafe ,"(Cruisy patio late Sun. afternoons)
(Some Levi, W )",168 York St.,New Haven,CT,"(*),(R),(W)","Restaurant,Cruising Areas",,,,1986,6/7/2022 1:32pm
3704,Entertainers Club,an alley off New York nr. the Boardwalk,169 S. Westminister ,Atlantic City,NJ,(*),Bars/Clubs,,,,1986,3/17/2022 8:07pm
3743,Cactus Club,(Disco) ,170 Fleming Ave.,Newark,NJ,"(YC),(D),(*)",Bars/Clubs,,,,1986,3/17/2022 8:07pm
3735,Cactus Club ,(Disco) ,170 Fleming Ave. ,Ironbound,NJ,"(S),(D)",Bars/Clubs,,,,1986,3/17/2022 8:07pm
707,Cafe Balthazar,,170 Forest Ave.,Pacific Grove ,CA,"(M),(L),(R)",Restaurant,,,,1986,2/4/2022 12:25am
3911,The Rose,"(Disco) (Cl. Mon.) (L-Tue., Men-Wed.) ",170 Silverlake Rd.,Middletown,NY,"(D),(L)",Bars/Clubs,,,,1986,3/24/2022 7:35pm
1255,Golden Bull,,170 W . Channel Rd.,Santa Monica,CA,"(R),(OC),(*)",Restaurant,,,,1986,2/12/2022 1:48am
1271,Pleasure Palace Books,(& adj. Bijou Theatre)(Cruisy),171 W. Adams,Stockton,CA,,"Book Store,Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:27pm
3293,Big Stein ,(Best late) ,173 W. Broadway ,Muskegon,MI,"(M),(E),(PT)",Bars/Clubs,,,,1986,3/12/2022 3:19pm
3128,White Wind Inn,"(Some M, L) ",174 Commercial St. ,Provincetown,MA,"(M),(L)",Hotel,,,,1986,3/11/2022 12:00pm
4906,Marti's ,,174 Railroad St. ,Central Falls,RI,"(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
1458,Discount Adult Books,,174 S. D upont H w y.,Wilmington,DE,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:54pm
3888,New Lining ,(Disco) (Some L) (WE*) ,175 Cherry Lane,Floral Park,NY,"(D),(S),(L),(WE),(*)",Bars/Clubs,,,,1986,6/7/2022 2:23pm
3030,Anchor Inn Guest House,,175 Commercial St. ,Provincetown,MA,"(H),(*)",Hotel,,,,1986,3/11/2022 12:00pm
3080,Long & Narrow,,177 Commercial St. ,Provincetown,MA,"(M),(R)",Restaurant,,,,1986,3/11/2022 12:00pm
1170,Roadrunner ,,177 Eddy St.,San Francisco,CA,,Bars/Clubs,,,,1986,2/13/2022 3:02pm
3987,Tempus Fugit ,,178 2nd Ave.,New York,NY,,Bars/Clubs,,,,1986,3/24/2022 7:35pm
2208,Wells Book Center ,,178 N. Wells,Chicago,IL,,Book Store,,,,1986,2/27/2022 12:41am
3952,La Grande Corniche ,(at Uncle Charlie's) ,180 Christopher St.,New York,NY,"(PE),(M),(R)",Restaurant,,,,1986,3/24/2022 7:35pm
3979,River Hotel,,180 Christopher St.,New York,NY,,"Bars/Clubs,Hotel",,,,1986,6/7/2022 2:01pm
3994,Uncle Charlie's Village,,180 Christopher St.,New York,NY,(*),Bars/Clubs,,,,1986,3/24/2022 7:35pm
2981,Paradise Cafe,(Cruisy) ,180 Massachusetts Ave. ,Cambridge,MA,"(*),(PT)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:27pm
3742,Maddie's Mine Hill Tavern,(Many L) ,181 Randolph Ave.,Mine Hill,NJ,"(L),(D),(R),(PT)","Bars/Clubs,Restaurant",,,,1986,3/17/2022 8:07pm
5761,Double Decker Club,(Downstairs) ,181 Walnut St.,Morgantown,WV,,Bars/Clubs,,,,1986,4/23/2022 12:56am
3056,Courtyard ,,183 Commercial St.,Provincetown,MA,"(M),(R)",Restaurant,,,,1986,3/11/2022 12:00pm
3087,Normandy House ,,184 Bradford St. ,Provincetown,MA,"(H),(*)",Hotel,,,,1986,3/11/2022 12:00pm
1413,Niche Cafe ,(L only) (Disco) (Thu.-Sun.) ,188 C lark St.,Milldale,CT,"(L),(PT),(D)",Bars/Clubs,,,,1986,2/15/2022 12:21am
1436,The Niche ,(L only) (Disco) (Thu.-Sun.) ,188 Clark St.,Southington,CT,"(L),(PT),(D)",Bars/Clubs,,,,1986,2/15/2022 12:45am
3814,Le Most ,(Cards & novelties) ,189 Lark St. ,Albany,NY,,Book Store,,,,1986,3/24/2022 7:35pm
3112,Spiritus ,"(Pizza, ice cream, expresso) (Cruisy AH*) ",190 Commercial St.,Provincetown,MA,"(R),(AH),(*)","Restaurant,Cruising Areas",,,,1986,6/7/2022 1:32pm
4180,Howard Johnson's ,,190 Hendersonville Rd.,Asheville,NC,"(M),(R),(C),(AH)",Restaurant,,,,1986,3/25/2022 1:51pm
4130,Bunk House ,(Cruisy) (Disco) (Montauk Hwy.) ,192 N. Main St.,Sayville,NY,"(*),(W),(D)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:25pm
2317,"Hunter's, Ltd. ",,193 E. Higgins ,Elk Grove,IL,(D),Bars/Clubs,,,,1986,2/27/2022 8:39pm
3090,Pied Piper ,(Disco) ,193-A Commercial St. ,Provincetown,MA,"(*),(D),(R),(PT),(L)","Bars/Clubs,Restaurant",,,,1986,6/7/2022 2:14pm
5828,Ball Game,(Some OC) (Cruisy) ,196 S. 2nd St.,Milwaukee,WI,"(V),(OC),(*)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:25pm
3117,The Ranch ,"(Some W, OC) ",198 Commercial St.,Provincetown,MA,"(H),(W),(OC),(*)",Hotel,,,,1986,3/11/2022 12:00pm
3029,Alice's,,199 Commercial St. ,Provincetown,MA,"(M),(R)",Restaurant,,,,1986,3/11/2022 12:00pm
