ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclearaddress,unclear type,notes,dateadded,lastmodified
301,Import Depot,,"Old Milwaukee Rd, R.R. Depot",,MT,"(R),(M),(YC),(D)","Restaurant,Bars/Clubs",1979,,,,,
247,Jack's Sauna Baths,,18 N. 27,Billings,MT,,Baths,1974,,,,,
253,Jack's Sauna Baths,(good weekends*),18 N. 27,Billings,MT,(*),Baths,1975,,,,,
259,Jack's Sauna Baths,(WE*),18 N. 27th,Billings,MT,"(WE),(*)",Baths,1976,,,,,
298,Marquis Club,"(Some W, YC, G) (Disco)",204 1st Ave,Great Falls,MT,"(W),(YC),(G),(*),(D),(S)",Bars/Clubs,1979,,,,,
211,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1968,,,,,
216,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1969,,,,,
221,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1970,,,,,
315,Midway Nite Club,,209 N. 14th,Billings,MT,(M),Bars/Clubs,1971,,,,,
209,Ocean Bar,,71 E. Park Plaza,Butte,MT,,Bars/Clubs,1966,,,,,
213,Ocean Bar,,71 E. Park Plaza,Butte,MT,(M),Bars/Clubs,1968,,,,,
218,Ocean Bar,,71 E. Park Plaza,Butte,MT,(M),Bars/Clubs,1969,,,,,
223,Ocean Bar,,71 E. Park Plaza,Butte,MT,(M),Bars/Clubs,1970,,,,,
207,Park Hotel Bar,,100 Central,Great Falls,MT,(M),"Hotels,Bars/Clubs",1965,,,,,
210,Park Hotel Bar,,100 Central,Great Falls,MT,(M),"Bars/Clubs,Hotels",1966,,,,,
215,Park Hotel Bar,,100 Central Ave,Great Falls,MT,(M),"Hotels,Bars/Clubs",1968,,,,,
220,Park Hotel Bar,,100 Central,Great Falls,MT,(M),"Hotels,Bars/Clubs",1969,,,,,
225,Park Hotel Bar,,100 Central Ave,Great Falls,MT,(M),"Hotels,Bars/Clubs",1970,,,,,
318,Park Hotel Bar,,100 Central Ave,Great Falls,MT,(M),"Bars/Clubs,Hotels",1971,,,,,
206,Ranch House,,32 E. Broadway,Butte,MT,(M),Bars/Clubs,1965,,,,,
226,Royal Room,,123 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1970,,,,,
319,Royal Room,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1971,,,,,
229,Royal Room,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1972,,,,,
245,Royal Room,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1973,,,,,
250,Royal Room ,,425 N. Last Chance Gulch,Helena,MT,(M),Bars/Clubs,1974,,,,,
266,Sambo's ,,3rd & Central,Great Falls,MT,"(M),(R),(C),(AH)",Restaurant,1978,,,,,
233,Scotch 'n' Soda  ,,319 1st Ave. N.,Great Falls,MT,"(*),(M)",,1980,,,,,
248,Silk 'n' Saddle,,20 N. 3rd,Great Falls,MT,"(M),(R)",Restaurant,1974,,,,,
243,Silk 'n' Saddle ,,20 N. 3rd,Great Falls,MT,"(M),(R)",Restaurant,1973,,,,,
227,Silk n' Saddle,,20 N. 3rd,Great Falls,MT,"(R),(M)",Restaurant,1972,,,,,
282,Sportsman's Club,"(Some W, YC, G)",2014 1st Ave So. ,Great Falls,MT,"(P),(*),(D),(S),(W),(YC),(G)",Bars/Clubs,1978,,,,,
205,Stockman's,,2811 Montana ,Billings,MT,(M),Bars/Clubs,1965,,,,,
290,Top Hat,,134 Front St. ,Missoula,MT,"(M),(*)",Bars/Clubs,1978,,,,,
309,Top Hat,(Best bet),134 Front St.,Missoula,MT,(M),Bars/Clubs,1979,,,,,
240,Top Hat,(Best bet),134 Front St.,Missoula,MT,(M),,1980,,,,,
228,Town Baths,(best weekends),203 Central Ave,Great Falls,MT,,Baths,1972,,,,,
244,Town Baths,(best weekends),203 Central Ave.,Great Falls,MT,,"Crusing Areas,Baths",1973,,,,,
249,Town Baths,,203 Central,Great Falls,MT,,Baths,1974,,,,,
255,Town Baths,(best weekends),203 Central,Great Falls,MT,,Baths,1975,,,,,
261,Town Baths,(best WE),203 Central ,Great Falls,MT,(WE),Baths,1976,,,,,
271,Town Baths,(WE*),203 Central,Great Falls,MT,"(WE),(*)",Bars/Clubs,1977,,,,,
283,Town Baths,(WE*),203 Central ,Great Falls,MT,"(WE),(*)",Baths,1978,,,,,
302,Town Baths,(WE*),203 Central,Great Falls,MT,"(WE),(*)",Baths,1979,,,,,
234,Town Baths,(Scruffy)(WE*),203 Central,Great Falls,MT,"(WE),(*)",,1980,,,,,
303,Tracy's ,(Best bet),2nd & Central,Great Falls,MT,"(M),(R),(C),(AH)",Restaurant,1979,,,,,
277,Twin Creeks Ranch,,Box 54,Roman,MT,(H),Hotels,1977,,,,,
296,Warbonnet Inn,,2900 Cornell,Butte,MT,(M),"Bars/Clubs,Hotels",1979,,,,,
212,Ye Old Mint Bar,,1613 Montana Ave,Billings,MT,(M),Bars/Clubs,1968,,,,,
217,Ye Old Mint Bar,,2613 Montana Ave,Billings,MT,(M),Bars/Clubs,1969,,,,,
222,Ye Old Mint Bar,,2613 Montana Ave,Billings,MT,(M),Bars/Clubs,1970,,,,,
316,Ye Old Mint Bar,,2613 Montana Ave,Billings,MT,(M),Bars/Clubs,1971,,,,,
