ID2,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
3142,Rubaiyat,"(D),(YC),(M)",(Disco),102 S. 1st,Bars/Clubs,Ann Arbor,MI,1987,,,,5/3/2022 1:13pm
3148,Input...1,"(R),(L)",(Some L),10 E. State St. ,Restaurant,Battle Creek,MI,1987,,,,5/3/2022 4:06pm
3149,Log Cabin,"(PT),(*),(D)",(Disco),339 W. Michigan,Bars/Clubs,Battle Creek,MI,1987,,,,5/3/2022 4:06pm
3150,Ace Book Store ,,,210 3rd. St. ,Book Store,Bay City,MI,1987,,,,5/3/2022 4:06pm
3154,Casey McNaab's,"(M),(YC),(WE),(R)",(Game room)Big Rapids Motel,1010 S. State St. ,Restaurant,Big Rapids,MI,1987,,,,5/3/2022 4:06pm
3158,F.B.I. ,"(*),(H),(PT),(D),(SM),(W),(WE)","(Food & Booze, Inc.)(Bar & beach)(cruisy summer-WE)",1280 Shoreline Dr. ,"Bars/Clubs,Hotel,Cruising Areas",Brooklyn,MI,1987,,,,7/13/2022 8:35am
3161,Backpocket,"(R),(PT),(*)",('Jocks')(cruisy),8832 Greenfield Rd. ,"Restaurant,Cruising Areas",Detroit,MI,1987,,,,7/13/2022 8:35am
3162,Back Stage Deli,(R),(Open until 4am*) just N. of 6 Mile Rd. ,17630 Woodward,Restaurant,Detroit,MI,1987,,,,5/3/2022 4:06pm
3163,Back Street,"(*),(YC),(D)",(Disco)(Dynasty)at Greenfeld,1506 Joy,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3164,Bingo's,(B),,7101 Puritan ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3165,Carlan's Brass Rail,(M),,6545 Woodward,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3166,Chevy's,"(SM),(*)",(Between Conant & Ryan),3537 E. 7 Mile Rd. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3167,Chosen Books,(*),,940 W. McNichols,Book Store,Detroit,MI,1987,,,,5/3/2022 4:06pm
3168,Club Detroit Health Club,,,7646 Woodward Ave.,Bathhouses,Detroit,MI,1987,,,,5/3/2022 4:06pm
3169,Club 49,(E),(Sun. brunch),9217 E. Jefferson,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3170,Club Incognito,(L),(Some L),4401 E. 7 Mile Rd,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3171,Country Video Store,,,13333 W. 8 Mile Rd. ,Business,Detroit,MI,1987,,,,5/3/2022 4:06pm
3172,Cruise Club,"(V),(D),(L),(*)",(Disco)(Mon.-L)(inkster),1641 Middlebelt Rd. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3173,Cruise Magazine,,(Publication),19136 Woodward North ,Publication,Detroit,MI,1987,,,,5/3/2022 4:06pm
3174,CT's ,,(Cock trap)(Go go boys),9310 Greenfield,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3175,Deck,"(E),(*)",(Opens 12 noon),14901 E. Jefferson,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3177,Famous Door,"(YC),(B),(D),(*)",(Disco)(Closed Sun.) at State,1256 Griswald,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3178,Fifth Wheel Adult Books,(M),,9320 Michigan Ave.,Book Store,Detroit,MI,1987,,,,5/3/2022 4:06pm
3179,Foot Light ,"(E),(*)",(Adj. Back Stage Deli),17630 Woodward Ave. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3180,Gas Station ,"(YC),(D),(C),(AH),(*),(V)",(Disco)(Also C-AH)(Dynasty)(Enter thru rear parking lot),19106 Woodward Ave. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3181,Gigi's,"(D),(R),(L)","(L-downstairs, men upstairs)(Mon. nights*)(rear)nr. Southfield",16920 W. Warren,"Restaurant,Bars/Clubs",Detroit,MI,1987,,,,5/3/2022 4:06pm
3182,Glass House,"(AH),(WE),(R)",,950 W. McNichols,Restaurant,Detroit,MI,1987,,,,5/3/2022 4:06pm
3183,Gold Coast,(D),(Go go boys)(Disco),2971 E. 7 Mile Rd. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3184,Hayloft Saloon,"(C&W),(D),(OC),(PT)",,8070 Greenfield,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3185,Heaven ,"(D),(AH)",(No booze)(Disco)(AH*)(Above has station),19106 1/2 Woodward,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3186,Irving Art Theatre,(F&S),(F&S-back row),21220 Fenkell,Theatre,Detroit,MI,1987,,,,5/3/2022 4:06pm
3187,Laura's ,"(L),(D)",,19326 Conant ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3188,Male Cinema Theatre,,(Melvindale),3920 Oakwood,Theatre,Detroit,MI,1987,,,,5/3/2022 4:06pm
3189,M.C.C.,(MCC),(Birmingham),1152 Bennaville,Religious Institution,Detroit,MI,1987,,,,5/3/2022 4:06pm
3190,Menjo's Uptown,"(D),(YC),(*)",(Disco),928 W. McNichols,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3194,New York Book Store,(B),(Cruisy),17530 Woodward,"Book Store,Cruising Areas",Detroit,MI,1987,,,,5/3/2022 4:06pm
3195,Nosh's Deli,"(R),(M)",,1020 W. 7 Mile Rd. ,Restaurant,Detroit,MI,1987,,,,5/3/2022 4:06pm
3196,Off Broadway East,"(YC),(D),(*)",(Disco),12215 Harper Ave. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3197,Orca's,"(PT),(*)",(Disco)(Jockey shorts contest),12841 E. McNichols,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3198,Pink Flamingo,"(S),(D),(*)",(Disco),870 W. McNichols,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3199,Prudential Baths,"(IGHC),(*)",,124 W. State Fair ,Bathhouses,Detroit,MI,1987,,,,5/3/2022 4:06pm
3200,Railroad Crossing,"(L),(D),(*)",,6640 E. 8 Mile Rd. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3201,Ramp,"(WE),(D)",(Macho)(Disco)(WE*)(Rear),19144 Woodward Ave. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3202,Rhinoceros,"(R),(M)",,265 Riopelle,Restaurant,Detroit,MI,1987,,,,5/3/2022 4:06pm
3203,Rollerdome,,(Gay Tue. nights--Check with Back Pocket or Cruise),8832 Greenfield,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3204,R&R ,"(D),(W),(SM),(F&S),(*)","adj. Corral(Some W, SM)",6918 Michigan Ave. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3205,Saluté,"(R),(*)",(Bar & R),17546 Woodward Ave.,"Restaurant,Bars/Clubs",Detroit,MI,1987,,,,5/3/2022 4:06pm
3206,Tiffany's on the Park,"(YC),(W),(*)","(Some W, YC)(Crazy days Sun.)(Cl. Mon. & Tue.)",17436 Woodward Ave. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3207,T.N.T. Baths,(*),(Pool--Fantasy rooms),13333 W. 8 Mile Rd. ,Bathhouses,Detroit,MI,1987,,,,5/3/2022 4:06pm
3208,Todd's Sway Lounge,"(YC),(M),(B),(WE)",(Punk)(B-WE),8139 E. 7 Mile Rd.,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3209,Todd's Other Side ,(D),(Disco),8139 E. 7 Mile Rd.,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3210,Toobes,(*),(Giant video),1028 W. 7 Mile Rd. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3211,Triple X,(V),"(Books, V)(Cruisy)",1111 W. State Fair,"Book Store,Cruising Areas",Detroit,MI,1987,,,,5/3/2022 4:06pm
3212,Underground,"(D),(L)",at Greenfield ,15535 W. 8 Mile Rd. ,Bars/Clubs,Detroit,MI,1987,,,,5/3/2022 4:06pm
3213,Uptown Book Stores ,(*),,16549 Woodward,Book Store,Detroit,MI,1987,,,,5/3/2022 4:06pm
3214,Uptown Book Stores ,(*),,16401 W. 8 Mile Rd. ,Book Store,Detroit,MI,1987,,,,5/3/2022 4:06pm
3215,Wood Six Twin Theatre,,(all male),16541 Woodward Ave. ,Theatre,Detroit,MI,1987,,,,5/3/2022 4:06pm
3216,Woodward Cocktail Lounge ,"(*),(R),(D)","(Dynasty)(No sign, but don't miss it!)",6426 Woodward Ave. ,"Restaurant,Bars/Clubs",Detroit,MI,1987,,,,5/3/2022 4:06pm
3221,Copa,"(D),(E)",(Disco)(Fri. only),510 S. Saginaw,Bars/Clubs,Flint,MI,1987,,,,5/4/2022 10:05am
3222,State Bar,"(D),(*),(PT),(S)",(Long established),2512 S. Dort Hwy.,Bars/Clubs,Flint,MI,1987,,,,5/4/2022 10:07am
3226,Apartment ,"(W),(OC),(*)",at Fulton,6 Monroe,Bars/Clubs,Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3227,Carousel,"(D),(R),(PT),(*),(S)",(Disco)(Game room--PT)(Occ. S),8 Ionia,"Bars/Clubs,Restaurant",Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3228,Cina Mini,(M),(Peeps),415 Bridge St.,Bars/Clubs,Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3229,Club 67,"(D),(S),(*)",(Disco),67. S. Division,Bars/Clubs,Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3230,Dignity,,,1108 Wealthy St. ,Religious Institution,Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3231,Diplomat Health Club,(IGHC),,2324 S. Division ,Bathhouses,Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3232,Fifi's Adult Book Store,(F&S),,445 S. Division,Book Store,Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3233,Radclyffe Hall,(L),,76 S. Division ,Bars/Clubs,Grand Rapids,MI,1987,,,,5/4/2022 10:12am
3234,Skiles Tavern,"(YC),(M)",,154 E. 8th,Bars/Clubs,Holland,MI,1987,,,,5/4/2022 10:12am
3237,Ropa,"(D),(*)",(Disco),146 W. Michigan Ave. ,Bars/Clubs,Jackson,MI,1987,,,,5/4/2022 12:10pm
3238,Private Club ,"(D),(YC)",,402 E. Michigan,Bars/Clubs,Kalamazoo,MI,1987,,,,5/4/2022 12:10pm
3239,Zoo,"(YC),(D),(R),(*)",(Disco)(Game Room),906 Portage St. ,"Restaurant,Bars/Clubs",Kalamazoo,MI,1987,,,,5/4/2022 12:10pm
3245,Capitol News,,"(Books, peep shows & cruisy arcade)",532 E. Michigan,"Book Store,Cruising Areas",Lansing,MI,1987,,,,5/4/2022 12:10pm
3246,Denny's,"(M),(R),(C),(AH)",,2710 E. Grand River,Restaurant,Lansing,MI,1987,,,,5/4/2022 12:10pm
3247,Joe Covello's,"(D),(W),(YC),(OC),(L),(*)",(Something for everyone),535 E. Michigan Ave.,Bars/Clubs,Lansing,MI,1987,,,,5/4/2022 12:10pm
3248,Nu-Art Theatre & Movierama Book Store,,(Cruisy),513 E. Michigan,"Theatre,Book Store,Cruising Areas",Lansing,MI,1987,,,,5/4/2022 12:10pm
3249,Trammpp's ,"(YC),(D),(*)",(Disco),523 E. Michigan Ave. ,Bars/Clubs,Lansing,MI,1987,,,,5/4/2022 12:10pm
3258,Sensual Arts Bookstore,,,1108 W. Washington ,Book Store,Marquette,MI,1987,,,,5/4/2022 12:10pm
3259,Suomi Sauna,(M),"(Sat. afternoons, Wed. & Fri. 6-10 pm)",1203 2nd Ave. ,Bathhouses,Marquette,MI,1987,,,,5/4/2022 12:10pm
3260,Third Base Camp,"(M),(L)","(Some M, L)",726 N. 3rd St. ,Bars/Clubs,Marquette,MI,1987,,,,5/4/2022 12:10pm
3263,D's Lounge,(L),,31 S. Gratiot Ave. ,Bars/Clubs,Mount Clemens,MI,1987,,,,5/4/2022 12:10pm
3268,Big Stein,"(E),(M),(PT)",(Best late),173 W. Broadway,Bars/Clubs,Muskegon,MI,1987,,,,5/4/2022 12:10pm
3269,R's La Cage,"(S),(D),(*)",(Disco),3236 Hoyt. St.,Bars/Clubs,Muskegon,MI,1987,,,,5/4/2022 12:10pm
3270,Pit Stop,,(Downstairs)(Snacks),3236 Hoyt. St.,Business,Muskegon,MI,1987,,,,5/4/2022 12:10pm
3273,Poppers Pontiac,"(D),(L),(*)","(""PP"")(Next to K-Mart in shopping ctr.)(Some L)",55 S. Glenwood St.,Bars/Clubs,Pontiac,MI,1987,,,,5/4/2022 12:10pm
3281,Tallulah's Show Bar,"(D),(S),(*),(PT)",(Sun. T-D),1742 E. Genesee,Bars/Clubs,Saginaw,MI,1987,,,,5/4/2022 12:10pm
3286,Newham Inn,(H),(616)857-4349,131 Newham,Hotel,Saugatuck,MI,1987,,,,5/4/2022 12:10pm
3287,Saugatuck Lodges & Saugatuck Lodges North ,"(P),(H),(*),(AH)","(Also After Dark Club--AH)(May 1-Oct. 31)Blue Star Mem. Hwy. (Hwy. 31), P.O. Box 406, Saugatuck 49453 (616)857-4269 or in Chicago (312)929-0001",69 Fire Island Dr.,Hotel,Saugatuck,MI,1987,,,,5/4/2022 12:10pm
3301,Vapors Steam Baths,,(Cl. 11pm)(Nude sunbathing),1864 Bunker Lake Dr. N.W.,Bathhouses,Anoka,MN,1987,,,,5/4/2022 12:10pm
3307,Duluth Steam Baths,,(Cl. 12 midnight),18 N. 1st Ave. E. ,Bathhouses,Duluth,MN,1987,,,,5/4/2022 3:41pm
3309,Starlight Motel ,"(M),(H),(*)",,610 Commonwealth ,Hotel,Duluth,MN,1987,,,,5/4/2022 3:41pm
3315,A Brother's Touch ,,"(Books, etc.)",1931 Nicollet,Book Store,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3316,Adonis Cinema ,,,616 Hennepin,Theatre,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3317,Adult Book Store ,(*),,416 Hennepin Ave. ,Book Store,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3318,Amazon Book Store,(L),,2607 Hennepin Ave. S. ,Book Store,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3319,Brass Rail ,"(OC),(E),(*)",(Some OC),422 Hennepin Ave. ,Bars/Clubs,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3320,CLC Voice,,(Publication),2103 Pleasant Ave. S. ,Publication,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3321,Cloud 9 Express,,(Looks promising)(Juice Bar)(Disco),823 Hennepin Ave. ,Bars/Clubs,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3322,Dignity ,,(Catholic),1701 University,Religious Institution,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3323,Equal Times News,,(Pubication),711 W. Lake St. #504,Publication,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3324,Fantasy House,,(Gifts),622 Hennepin,Erotic Shop,Minneapolis,MN,1987,,,,7/13/2022 9:05am
3325,Fastrax,"(YC),(M),(V),(D),(R)",(Disco),111 N. 6th St. ,"Restaurant,Bars/Clubs",Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3326,Gasagm,(SM),(Upstairs at the Gay Nineties--but you won't find it unless you ask someone),408 Hennepin Ave. S. ,Bars/Clubs,Minneapolis,MN,1987,,,"Pg. 240; copied address from ""Gay Nineties"" per this entry's description ",5/4/2022 3:41pm
3328,Gay Community Switchboard,,(612)371-0174,1010 Park Ave. S. ,Community Center/Support Group,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3329,Gay Nineties,"(YC),(*),(D),(R)",(Disco)(Adj. Happy Hour)(Super Complex),408 Hennepin Ave. S. ,"Restaurant,Bars/Clubs",Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3330,Gem Cafe,(R),,2827 1/2 Hennepin Ave. S. ,Restaurant,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3331,Happy Hour,"(OC),(*)",(Some OC)(Cruisy),408 Hennepin Ave. ,"Bars/Clubs,Cruising Areas",Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3332,Hide House ,,(Leather) & upstairs at Gay Nineties ,"9 N. 4th St., Suite 202",Erotic Shop,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3333,Hide House ,,(Leather) & upstairs at Gay Nineties ,408 Hennepin Ave. S. ,Erotic Shop,Minneapolis,MN,1987,,,"Pg. 240; copied address from ""Gay Nineties"" per this entry's description ",5/4/2022 3:41pm
3334,Integrity,,(church),519 Oak Grove,Religious Institution,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3335,Jackeeno's Pizza & Pasta ,"(M),(R)",,3555 Chicago Ave. S. ,Restaurant,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3337,Jockey Club,(N),,3006 Lyndale,Bars/Clubs,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3338,Laverne's Diner,"(R),(M)",,717 W. Lake St. ,Restaurant,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3339,M.C.C.,(MCC),,700 E. Lake St. ,Religious Institution,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3340,Nineteen Bar ,"(D),(N),(L),(PT)",(Beer)(Many L),19 W. 15th St. ,Bars/Clubs,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3341,Professor Munchie's ,"(R),(M),(C),(AH)",,2755 Hennepin Ave. ,Restaurant,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3342,315 Health Club ,(P),,315 1st Ave N. ,Bathhouses,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3344,Y'All Come Back ,"(*),(W),(YC),(D)","(Some W, YC)(Disco)",830 Hennepin Ave. ,Bars/Clubs,Minneapolis,MN,1987,,,,5/4/2022 3:41pm
3356,Trader & Trapper ,"(M),(R),(C),(AH)",,617 Center Ave. ,Restaurant,Moorhead,MN,1987,,,,5/4/2022 4:15pm
3359,Broadway Adults Books,(*),(Peeps),328 S. Broadway,Book Store,Rochester,MN,1987,,,,5/4/2022 4:15pm
3360,Estaban's Bar,"(R),(M)",,11 S.E. 4th St. ,Restaurant,Rochester,MN,1987,,,,5/4/2022 4:15pm
3362,Hollywood Bar,"(D),(E),(M)",,307 S. Broadway,Bars/Clubs,Rochester,MN,1987,,,,5/4/2022 4:15pm
3363,Howard Johnson's Bar,"(M),(OC)",,435 N.W. 16th Ave.,Bars/Clubs,Rochester,MN,1987,,,,5/4/2022 4:15pm
3364,Joey's Bookstore,(M),,315 S. Boradway,Book Store,Rochester,MN,1987,,,,5/4/2022 4:15pm
3368,Foxy's ,(L),,490 N. Robert St. ,Bars/Clubs,St. Paul,MN,1987,,,,5/4/2022 4:20pm
3369,Ladies Night,"(L),(D)",(Disco),1183 University Ave. ,Bars/Clubs,St. Paul,MN,1987,,,,5/4/2022 4:20pm
3371,Shinder's Bookstore,,,379 Wabasha ,Book Store,St. Paul,MN,1987,,,,5/4/2022 4:20pm
3372,Time Out,,(Publication),10 Linder Court,Publication,St. Paul,MN,1987,,,,5/4/2022 4:20pm
3373,Town House,"(L),(D),(*)",(Many L)(Disco)(Men's night Wed. & Sun.),1415 University Ave.,Bars/Clubs,St. Paul,MN,1987,,,,5/4/2022 4:20pm
3377,Adult Bookstore,(M),,227 E. 3rd St. ,"Book Store,Erotic Shop",Winona,MN,1987,,,,5/4/2022 4:20pm
3378,J. Richard's Lounge,"(M),(PT),(YC)",,107 W. 3rd St. ,Bars/Clubs,Winona,MN,1987,,,,5/4/2022 4:20pm
3382,Le Bistro,"(YC),(D)",(Disco),222 Pat Harrison Ave. ,Bars/Clubs,Biloxi,MS,1987,,,,5/9/2022 2:38pm
3383,Teddy Bears,"(YC),(*),(PT),(AH)",(Cruisy)(Rooms & footpaths in back),215 Pat Harrison Ave. ,"Bars/Clubs,Cruising Areas",Biloxi,MS,1987,,,,5/9/2022 2:38pm
3393,Riviera,(L),(Many L),1621 30th Ave. ,Bars/Clubs,Gulfport,MS,1987,,,,5/9/2022 2:38pm
3395,Le Bistro ,"(YC),(D),(*)",(Disco),413 E. Pine St. ,Bars/Clubs,Hattiesburg,MS,1987,,,,5/9/2022 2:38pm
3399,Bill's Disco & Show Bar,"(P),(BYOB),(B)",,200 N. Mill St. ,Bars/Clubs,Jackson,MS,1987,,,,5/9/2022 2:38pm
3400,Fernwood Books & Novelties,,,1515 Terry Rd. ,Book Store,Jackson,MS,1987,,,,5/9/2022 2:38pm
3401,Gay Community Center ,(MCC),"(Integrity, Lambda, M.C.C., Miss Gay Alliance, etc.)",236 1/2 W. Capitol ,"Religious Institution,Community Center/Support Group",Jackson,MS,1987,,,,5/9/2022 2:38pm
3403,Jack's Saloon,"(W),(SM),(D),(*)","(Some W, SM)(Disco)",208 W. Capitol,Bars/Clubs,Jackson,MS,1987,,,,5/9/2022 2:38pm
3404,Jill's Saloon,(L),(Disco)Thru patio at Jack's ,208 W. Capitol,Bars/Clubs,Jackson,MS,1987,,,"Pg. 243; copied address from ""Jack's Saloon"" per this entry's description ",5/9/2022 2:38pm
3405,M.C.C.,(MCC),,236 1/2 W. Capitol,Religious Institution,Jackson,MS,1987,,,,5/9/2022 2:38pm
3407,T.M.M.,,(This Month in Mississippi)(Publication),236 1/2 W. Capitol,Publication,Jackson,MS,1987,,,,5/9/2022 2:38pm
3409,Talk of the Town ,"(D),(L),(*)",(Some L)(7pm-1am),2202 Front St. ,Bars/Clubs,Meridian,MS,1987,,,,5/9/2022 2:38pm
3412,Abby's Irish Rose,"(YC),(D),(E),(M)",,103 S. 10th St. ,Bars/Clubs,Oxford,MS,1987,,,,5/9/2022 2:38pm
3413,Warehouse ,"(YC),(M),(D),(E)",,1402 Jackson Ave. ,Bars/Clubs,Oxford,MS,1987,,,,5/9/2022 2:38pm
3422,Pier 309,"(D),(E)",(Beer),309 Spring St. ,Bars/Clubs,Tupelo,MS,1987,,,,5/9/2022 2:38pm
3423,Hill City News & Novelty,,,1214 Washington ,"Business,Book Store",Vicksburg,MS,1987,,,,7/13/2022 8:45am
3425,Dignity,,,701 Maryland,Religious Institution,Columbia,MO,1987,,,,5/9/2022 2:41pm
3426,Gay Peoples Alliance ,,U. of Mo.,200 Read Hall,Organization,Columbia,MO,1987,,,,7/13/2022 9:19am
3427,Midwest Adult Book Store,(*),(Cruisy peep shows),109 N. 5th St. ,"Book Store,Erotic Shop,Cruising Areas",Columbia,MO,1987,,,,7/13/2022 8:35am
3429,Three Cheers Lounge,(M),(after 8pm) Tiger Hotel,23 S. 8th,"Bars/Clubs,Hotel",Columbia,MO,1987,,,,7/13/2022 8:38am
3438,Adrienne's Book Store,,,3314 Troost,Book Store,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3439,Alternate News,,(Publication),3044 Cherry St. ,Publication,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3440,Arabian Nights ,"(*),(R)",(R upstairs--Cocktail hr.--Open Sun.),3314 Gilham Plaza,"Restaurant,Bars/Clubs",Kansas City,MO,1987,,,,5/9/2022 3:27pm
3441,Billie Jean's,"(L),(P)",,5012 Main St. ,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3442,Bunkhouse,"(P),(*),(H),(IGHC)",(Body Club),3109 Main St. ,"Hotel,Bathhouses",Kansas City,MO,1987,,,,6/16/2022 1:41am
3444,Changes,"(W),(D),(*)",(Disco),2813 Main St. ,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3445,City Movie Center Video,,,4727 Troost,Business,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3446,Club Kansas City Health Club,,,1012 McGee St. ,Bathhouses,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3447,Connections,"(C&W),(*),(D),(V)",(Disco),3707 Main St. ,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3448,Corner ,(R),,4059 Broadway,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3449,50's Forever ,,"(Cards, gifts, etc.)",906 Westport Rd. ,Business,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3450,Footlights,,"(Gifts, cards)",419 Westport Rd. ,Business,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3452,Gunter's ,"(M),(R)",,303 Westport Rd. ,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3453,Hollywood at Home,(V),,9063 Metcalf,Business,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3455,Jaime's ,(N),,528 Walnut ,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3456,Joseph's Lounge & Bustop Cafe,"(R),(M)",,1022 McGee St. ,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3457,Kon Tiki,,(Days),3253 Main St. ,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3458,M.C.C.,(MCC),,400 Harrison,Religious Institution,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3459,Mezzanine,(R),,1012 McGee,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3460,Midnight Sun,"(D),(S)",(punk disco),518 E. 1st St. ,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3461,Monastery,"(M),(R)",,6227 Brookside Plaza,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3462,New Earth Books,"(L),(M)",(Some L),3535 Broadway,Book Store,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3463,Pegasus,"(YC),(P),(D),(S)",(Disco),5024 Main St. ,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3464,Ray's Playpen,,(Bookstore),3235 Main St. ,Book Store,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3465,Round Up,"(OC),(PT),(N)",,701 W. 12th,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3466,Starz on Broadway,"(*),(S)",,3601 A Broadway,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3467,Under the Starz,(R),,3601 A Broadway,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3468,Starz on Broadway,"(*),(S)",,3605 A Broadway,Bars/Clubs,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3469,Under the Starz,(R),,3605 A Broadway,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3470,Strand Up Male Theatre,,,3544 Troost,Theatre,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3471,Submarine,"(R),(M)",(Sandwiches)(Open late nights),4532 Main St. ,Restaurant,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3472,Taps,"(W),(SM),(D),(R),(*)","(Some W, SM, Preppies)(Open late nights)",4532 Main St. ,"Bars/Clubs,Restaurant",Kansas City,MO,1987,,,,5/9/2022 3:27pm
3473,Time to Read Bookstore,(*),,7 W. 12th St. ,Book Store,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3474,Valentine Video,,,3701 Southwest Thruway,Business,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3475,Video Westport,,,317 Westport Rd. ,Business,Kansas City,MO,1987,,,,5/9/2022 3:27pm
3476,Windjammer ,"(SM),(WE)",(Some SM)(WE*)(Hideout leather),1822 Main St. ,Erotic Shop,Kansas City,MO,1987,,,,5/9/2022 3:27pm
