ID2,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
1209,Pub,"(*),(YC),(D)",(Disco)(Liquor) ,224 Helena,Bars/Clubs,Santa Barbara,CA,1987,,,,4/8/2022 4:52pm
1210,221 Club ,"(WE),(W)",(Cruisy)(Service rd. just W. of Hwy. 101),221 Montecito ,"Bars/Clubs,Cruising Areas",Santa Barbara,CA,1987,,,,4/8/2022 4:52pm
1211,Unicorn,"(WE),(PT),(W),(SM),(L)","(WE*)(Cruisy)(Some W, SM, L)",30 W. Cota,"Bars/Clubs,Cruising Areas",Santa Barbara,CA,1987,,,,4/8/2022 4:52pm
1223,Adult World ,,,3435 El Camino Real,Erotic Shop,Santa Clara,CA,1987,,,,4/8/2022 4:52pm
1224,Savoy,"(D),(L),(*)",(Disco),3546 Flora Vista,Bars/Clubs,Santa Clara,CA,1987,,,,4/8/2022 4:52pm
1225,The Bookcase ,,,36 Saratoga Ave.,Book Store,Santa Clara,CA,1987,,,,4/8/2022 4:52pm
1226,Tinker's Damn,"(*),(YC),(D),(PT)",(Disco),46 N. Saratoga,Bars/Clubs,Santa Clara,CA,1987,,,,4/8/2022 4:52pm
1227,Blue Lagoon Cocktail Lounge,"(*),(D)",(Liquor)(Cruisy)(Disco),923 Pacific Ave.,"Bars/Clubs,Cruising Areas",Santa Cruz,CA,1987,,,,4/8/2022 4:52pm
1228,Faces ,"(D),(L),(YC)","(Some YC, L)(Disco)(W. Industrial Park)",115 Harvey,Bars/Clubs,Santa Cruz,CA,1987,,,,4/8/2022 4:52pm
1230,In Touch ,"(D),(*)",(Disco) ,1535 Commercial Way,Bars/Clubs,Santa Cruz,CA,1987,,,,4/8/2022 4:52pm
1237,Book Adventure ,,,306 S. Blosser Rd.,Book Store,Santa Maria,CA,1987,,,,4/8/2022 4:52pm
1238,Denny's,"(M),(R)",,1019 E. Main,Restaurant,Santa Maria,CA,1987,,,,4/8/2022 4:52pm
1240,Golden Bull,"(R),(*)",,170 W. Channel Rd.,Restaurant,Santa Monica,CA,1987,,,,4/8/2022 4:52pm
1241,Pink Elephant,(D),(Disco),2810 Main St.,Bars/Clubs,Santa Monica,CA,1987,,,,4/8/2022 4:52pm
1242,S.S. Friendship,(D),(Summers*) ,112 W. Channel Rd.,Bars/Clubs,Santa Monica,CA,1987,,,,4/8/2022 4:52pm
1243,Westbay M.C.C.,(MCC),,1260 18th St.,Religious Institution,Santa Monica,CA,1987,,,,4/8/2022 4:52pm
1247,Santa Rosa Inn,"(*),(YC),(D),(L),(PT)",(Some L),4302 Santa Rosa Ave.,Bars/Clubs,Santa Rosa,CA,1987,,,,4/8/2022 4:52pm
1248,Sausalito Inn,"(R),(E),(*)",,12 El Portal,Restaurant,Sausalito,CA,1987,,,,4/8/2022 4:52pm
1250,Adult Books ,(F&S),(Back- F&S) ,332 N. California,"Erotic Shop,Book Store",Stockton,CA,1987,,,,4/8/2022 4:52pm
1251,Bootstrap ,"(W),(SM),(D),(*)","(Some W, SM)(Cruisy)",147 N. Aurora,"Bars/Clubs,Cruising Areas",Stockton,CA,1987,,,,4/8/2022 4:52pm
1252,Fremont Inn ,"(*),(H)",,1707 W. Fremont,Hotel,Stockton,CA,1987,,,,4/8/2022 4:52pm
1253,M.C.C.,(MCC),,2737 Pacific Ave.,Religious Institution,Stockton,CA,1987,,,,4/8/2022 4:52pm
1254,Paradise ,"(D),(*),(YC)",(Disco),4206 N. West Lane,Bars/Clubs,Stockton,CA,1987,,,,4/8/2022 4:52pm
1255,Pleasure Place Books,,(adj. Bijou Theatre)(Cruisy),171 W. Adams,"Erotic Shop,Book Store,Cruising Areas",Stockton,CA,1987,,,,4/8/2022 4:52pm
1260,Alley Cat,"(M),(R)",(Greek)(Beer & Wine) ,110 W. Stanley,Restaurant,Ukiah,CA,1987,,,,4/8/2022 4:52pm
1261,Mustang Books,(*),,961 N. Central,Book Store,Upland,CA,1987,,,,4/8/2022 4:52pm
1262,Our Bar ,"(R),(PT),(D),(*)",(Disco) ,832 Sonoma,"Restaurant,Bars/Clubs",Vallejo,CA,1987,,,,4/8/2022 4:52pm
1265,Denny's ,"(M),(R),(C),(AH)",,2148 Harbor Blvd.,Restaurant,Ventura,CA,1987,,,,4/8/2022 4:52pm
1267,M.C.C.,(MCC),,4949 Foothill Blvd.,Religious Institution,Ventura,CA,1987,,,,4/8/2022 4:52pm
1268,San Souci,"(M),(OC)",(Late) ,23 S. Chestnut,Bars/Clubs,Ventura,CA,1987,,,,4/8/2022 4:52pm
1269,Three Star Adult News,,,359 E. Main,"Erotic Shop,Book Store",Ventura,CA,1987,,,,7/13/2022 8:44am
1270,Wild Goose,"(W),(PT),(WE)",(WE*) ,2485 E. Main St.,Bars/Clubs,Ventura,CA,1987,,,,4/8/2022 4:52pm
1277,Erotic News,,(Books) ,1688 Locust St.,Book Store,Walnut Creek,CA,1987,,,,4/8/2022 4:52pm
1278,Hub,"(*),(D)",(Disco),1220 Pine St.,Bars/Clubs,Walnut Creek,CA,1987,,,,4/8/2022 4:52pm
1280,Scene One ,"(D),(R),(L)",(Disco),340 N. Azusa,"Restaurant,Bars/Clubs",West Covina,CA,1987,,,,4/8/2022 4:52pm
1283,Boulder Express,"(M),(YC),(D),(PT),(*)",(Disco),2075 30th St.,Bars/Clubs,Boulder,CO,1987,,,,4/8/2022 4:57pm
1284,C.J. Fort,"(PT),(W)",,28250 29th St.,Bars/Clubs,Boulder,CO,1987,,,,4/8/2022 4:58pm
1285,The News Stand ,,(Books & cruisy arcade),1720 15th St.,"Book Store,Cruising Areas",Boulder,CO,1987,,,,4/8/2022 4:58pm
1292,Annex ,"(YC),(D),(*)",(Disco)(3.2 beer),1807 Depaul,Bars/Clubs,Colorado Springs,CO,1987,,,,4/8/2022 5:08pm
1295,Exit Lounge,(*),(Cocktail hr. & Sun. brunch & lunch),2028 Sheldon Ave.,Bars/Clubs,Colorado Springs,CO,1987,,,,4/8/2022 5:08pm
1296,First Amendment Adult Book Store ,,(Cruisy),220 E. Fillmore,"Erotic Shop,Book Store,Cruising Areas",Colorado Springs,CO,1987,,,,7/13/2022 8:35am
1299,Henri's Bar,"(R),(M),(*)",(Mexican R),2427 W. Colorado Ave.,Restaurant,Colorado Springs,CO,1987,,,,4/8/2022 5:08pm
1300,Hide & Seek Complex,"(*),(D),(R),(YC),(RT)", (2 bars)(Disco) ,512 W. Colorado,"Restaurant,Bars/Clubs",Colorado Springs,CO,1987,,,,4/8/2022 5:08pm
1301,M.C.C.,(MCC),,700 N. Union,Religious Institution,Colorado Springs,CO,1987,,,,4/8/2022 5:08pm
1302,Monarch Magazines,,(Books) ,2214 E. Platt,Book Store,Colorado Springs,CO,1987,,,,4/8/2022 5:08pm
1303,2737 Club,"(L),(R)",,2737 E. Yampa,Restaurant,Colorado Springs,CO,1987,,,,4/8/2022 5:08pm
1305,After Dark,,(Books & Erotica) ,111 S. Broadway,"Book Store,Erotic Shop",Denver,CO,1987,,,,4/8/2022 5:08pm
1306,Ballpark Health Club,"(*),(IGHC),(P),(YC),(W),(SM),(FFA)","(Baths)(Some W, SM, YC, FFA)(Use rear entrance thru alley off Bayaud) at Bayaud",107 S. Broadway,"Hotel,Bathhouses",Denver,CO,1987,,,,4/12/2022 11:31am
1308,B.J.'s Carousel,"(R),(E),(PT),(*)",(Cruisy)(Lunch & dinner),1380 S. Broadway,"Restaurant,Cruising Areas",Denver,CO,1987,,,,4/8/2022 5:09pm
1309,Broadway Cafe,"(M),(R)",,110 S. Broadway,Restaurant,Denver,CO,1987,,,,4/8/2022 5:09pm
1310,Broadway Country ,"(C&W),(R),(*)",(Bar & R)(Guest House),22 N. Broadway,"Restaurant,Bars/Clubs",Denver,CO,1987,,,,4/8/2022 5:10pm
1311,Category Six,(L),(Books)(Some L),1029 E. 11th Ave.,Book Store,Denver,CO,1987,,,,4/8/2022 5:10pm
1312,Charlie's,"(C&W),(D),(*)",(Cruisy),7900 E. Colfax,"Bars/Clubs,Cruising Areas",Denver,CO,1987,,,,4/8/2022 5:10pm
1313,Cherry Creek Mining Co.,"(R),(W),(YC),(D),(S),(M)",(Disco)(Best Wed*) ,716 W. Colfax,"Bars/Clubs,Restaurant",Denver,CO,1987,,,,4/8/2022 5:11pm
1314,Crypt,(*),"(Erotica, etc.)",2222 N. Broadway,Erotic Shop,Denver,CO,1987,,,,4/8/2022 5:11pm
1315,Den ,"(PT),(W),(OC)","(Some W,OC) ",5110 W. Colfax,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:12pm
1316,Denver Detour,"(R),(SM),(L),(OC),(WE)","(Some SM, L, OC)(WE*)",551 E. Colfax,Restaurant,Denver,CO,1987,,,,4/8/2022 5:12pm
1317,Denver Sandwich Co.,(R),,1217 E. 9th Ave.,Restaurant,Denver,CO,1987,,,,4/8/2022 5:12pm
1320,Empire Baths,(*),(Action),6923 E. Colfax,Bathhouses,Denver,CO,1987,,,,4/8/2022 5:13pm
1321,Empress Theatre,,(All male) ,139 Broadway,Theatre,Denver,CO,1987,,,,4/8/2022 5:13pm
1322,Foxhole,"(W),(YC),(D),(*)","(W, YC)(Disco)(Patio)(Great Tue.& Sun.) ",2936 Fox St.,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:13pm
1323,Garbo's,(R),(Cabaret)(Preppies) ,116 9th St.,Restaurant,Denver,CO,1987,,,,4/8/2022 5:14pm
1325,John Galt's,"(R),(PT)",(Coffee house),430 S. Broadway,Restaurant,Denver,CO,1987,,,,4/8/2022 5:14pm
1326,Lipps,"(D),(L),(*)",(Disco),6300 W. Colfax Ave.,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:14pm
1327,M.C.C.,(MCC),,2090 S. Bannock St.,Religious Institution,Denver,CO,1987,,,,4/8/2022 5:17pm
1328,Midtowne Spa ,"(IGHC),(*)",(Baths),2935 Zuni,"Hotel,Bathhouses",Denver,CO,1987,,,,4/12/2022 11:31am
1329,Metro,"(*),(D),(V)",(Macho)(Disco),314 E. 13th Ave.,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:18pm
1330,Mike's,"(*),(PT),(W),(SM)","(Some W, SM, Uniforms)(Cruisy back bar) ",117 Broadway,"Bars/Clubs,Cruising Areas",Denver,CO,1987,,,,4/8/2022 5:18pm
1331,Mr. Bill's ,"(W),(PT)","(Some W, Hustlers)(Looks promising)",1027 Broadway,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:19pm
1332,Mr. S Leathers,(*),,143 Broadway,Erotic Shop,Denver,CO,1987,,,,4/8/2022 5:19pm
1333,Oscar Wilde's,"(R),(PT)",,815 Federal,Restaurant,Denver,CO,1987,,,,4/8/2022 5:19pm
1335,Porky's,"(D),(E),(PT),(B),(*)",(Some B),1082 Broadway,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:20pm
1336,R&R Denver,(W),,4958 E. Colfax,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:20pm
1337,Southtown Lumber Co.,,(Patio) ,255 S. Broadway,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:20pm
1338,Taste ,"(D),(B)",(Many B)(Disco),2217 Welton,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:20pm
1339,The Grove ,"(L),(D)","(Twinkies, L)(Disco)(3.2 beer)",1618 E. 17th Ave.,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:21pm
1340,The Guide,,(Publication) ,432 S. Broadway,Publication,Denver,CO,1987,,,,4/8/2022 5:21pm
1341,The Kitchen,"(R),(M)",at Race,1962 E. Colfax ,Restaurant,Denver,CO,1987,,,,4/8/2022 5:21pm
1342,Three Sisters,"(L),(D),(*),(OC)",(Disco)(Known as the 'Six Tits') 3358 Mariposa,3358 Mariposa,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:21pm
1343,Tracks ,"(YC),(M),(D),(*)",(Disco),2975 Fox St.,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:22pm
1344,Triangle,"(SM),(*),(W),(FFA),(PT),(AH)",(AH—WE),2036 Broadway,Bars/Clubs,Denver,CO,1987,,,,4/8/2022 5:22pm
1345,Trilogy Book Store,,,630 E. 6th Ave.,Book Store,Denver,CO,1987,,,,4/8/2022 5:22pm
1346,Victor's,"(M),(R)",,3030 E. 6th,Restaurant,Denver,CO,1987,,,,4/8/2022 5:22pm
1363,People's Bar,"(*),(D),(YC),(W),(L),(C&W)","(Some YC, W, L)(Disco)(C&W-Thu.)",934 S. Lemay Ave.,Bars/Clubs,Fort Collins,CO,1987,,,,4/8/2022 5:32pm
1364,Radclyffe Hall ,(R),,714 14th St.,Restaurant,Golden,CO,1987,,,,4/8/2022 5:32pm
1365,Quincy's ,(M),(Late nights) ,609 Main St.,Bars/Clubs,Grand Junction,CO,1987,,,,4/8/2022 5:32pm
1369,Turquoise Club ,,,707 N. Main,Bars/Clubs,Pueblo,CO,1987,,,,4/8/2022 5:33pm
1373,Annie's Next Page ,(L),(Some L) ,1246 Main St.,Bars/Clubs,Bridgeport,CT,1987,,,,4/8/2022 5:42pm
1374,Bridgeport Country News,(F&S),,167 Boston Ave.,Book Store,Bridgeport,CT,1987,,,,7/13/2022 8:44am
1375,Changes: A Cafe,"(*),(R),(D),(L)", (R-Lunch only)(Some L)(Disco),1199 Main St.,"Restaurant,Bars/Clubs",Bridgeport,CT,1987,,,,4/11/2022 10:48am
1376,Connecticut News,,(Cruisy) (Cl. 9 p.m.),60 John St. ,"Cruising Areas,Book Store",Bridgeport,CT,1987,,,,7/13/2022 8:44am
1381,Bookends ,,,44 Enfield St.,Book Store,Enfield,CT,1987,,,,4/11/2022 10:48am
1383,Promises,"(YC),(D),(R),(*)",(Disco),1245 Dixwell Ave.,"Restaurant,Bars/Clubs",Hamden,CT,1987,,,,4/11/2022 10:48am
1385,Arts & Leisure ,"(YC),(R),(M)",,211 Zion St.,Restaurant,Hartford,CT,1987,,,,4/11/2022 10:48am
1386,Backstreet II,"(M),(YC),(D),(*)",(Disco)(Dynasty),81 Pope Park Hwy.,Bars/Clubs,Hartford,CT,1987,,,,4/11/2022 10:48am
1387,Barrister's,"(D),(SM),(B),(*)","(Disco)(SM, B, Latins)",601 Broad St.,Bars/Clubs,Hartford,CT,1987,,,,4/11/2022 10:48am
1388,Caesar's Health Paladium,(M),(Gym),168 Washington St.,Gym,Hartford,CT,1987,,,,4/11/2022 10:48am
1389,Chez Est,"(*),(OC)",(Some OC)(Cruisy)(Good cocktail hour),238 Columbus Blvd.,"Bars/Clubs,Cruising Areas",Hartford,CT,1987,,,,4/11/2022 10:48am
1390,"Commercial St. West Cafe, Ltd.","(D),(L),(*)",(Disco),438 Wethersfield Ave.,Bars/Clubs,Hartford,CT,1987,,,,4/11/2022 10:48am
1391,Dignity-Hartford,,,350 Farmington Ave.,Religious Institution,Hartford,CT,1987,,,,4/11/2022 10:48am
1392,Evergreen ,"(*),(L)",,39 Webster St.,Bars/Clubs,Hartford,CT,1987,,,,4/11/2022 10:48am
1393,Hartford Books Ave.,,,467 Wethersfield ,Book Store,Hartford,CT,1987,,,,4/11/2022 10:48am
1394,M.C.C.,(MCC),,50 Bloomfield Ave.,Religious Institution,Hartford,CT,1987,,,,4/11/2022 10:48am
1396,Nick's Cafe House,"(D),(OC),(M)","(Some M ,OC) ",1943 Broad,Bars/Clubs,Hartford,CT,1987,,,,4/11/2022 10:48am
1397,Red Lantern Book Store ,,(E. Hartford),1247 Main St.,Book Store,Hartford,CT,1987,,,,4/11/2022 10:48am
1399,Sisson Ave. Book Store ,,,275 Sisson Ave.,Book Store,Hartford,CT,1987,,,,4/11/2022 10:48am
1400,Somewhere Coffee House,,(Sat. only) ,350 Farmington,Restaurant,Hartford,CT,1987,,,,4/11/2022 10:48am
1407,Niche Cafe,"(PT),(L),(D)",(L only)(Disco)(Thu.-Sun.),188 Clark St.,Bars/Clubs,Milldale,CT,1987,,,,4/11/2022 10:48am
1413,M.C.C.,(MCC),(2nd floor),425 College St. ,Religious Institution,New Haven,CT,1987,,,,4/11/2022 10:48am
1414,Nu Haven Books,,,812 Chapel St.,Book Store,New Haven,CT,1987,,,,4/11/2022 10:48am
1415,Olde Mahogany,"(D),(R),(L)",(Some L),758 State St.,"Restaurant,Bars/Clubs",New Haven,CT,1987,,,,4/11/2022 10:48am
1416,Partners,"(*),(YC),(D),(L)",(Some L)(3 floors)(Disco)(Game rooms),365 Crown St.,Bars/Clubs,New Haven,CT,1987,,,,4/12/2022 10:24am
1417,Pink Triangle,(C),(1st & 3rd Fri.),620 Chapel St.,Bars/Clubs,New Haven,CT,1987,,,,4/12/2022 10:29am
1418,Pub Cafe,"(R),(W),(*)","(Cruisy patio late Sun. afternoons)(Some Levi, W)",168 York St.,"Restaurant,Cruising Areas",New Haven,CT,1987,,,,4/12/2022 10:29am
1419,York St. Books ,,,166 York St.,Book Store,New Haven,CT,1987,,,,4/12/2022 10:29am
1424,Justin's,"(D),(YC)",(Disco),2221 Berlin Tpke.,Bars/Clubs,Newington,CT,1987,,,,4/12/2022 10:29am
1425,Frank's Place,"(OC),(E)",at Bank,9 Tilley St. ,Bars/Clubs,New London,CT,1987,,,,4/12/2022 1:01pm
1426,Salty Dog,"(D),(WE),(YC)",(Disco)(WE*) ,95 Pequot Ave.,Bars/Clubs,New London,CT,1987,,,,4/12/2022 10:29am
1429,Sandpiper,"(L),(D)",('Answer')(Some L)(4 mi. W. on US 7),235 Danbury Rd.,Bars/Clubs,New Milford,CT,1987,,,,4/12/2022 10:29am
1435,Show World Books,,,801 Wolcott St.,Book Store,Waterbury,CT,1987,,,,4/12/2022 10:30am
1439,The Brook,"(D),(PT),(*)",(Disco)(Sun. summer T-D)(Exit 18 off I-95),919 Post Rd. E.,Bars/Clubs,Westport,CT,1987,,,,4/12/2022 10:31am
1443,Blue Moon,(R),(Sun. T-D*),35 Baltimore Ave.,Restaurant,Rehoboth Beach,DE,1987,,,,4/12/2022 10:37am
1444,Delaware House,(H),,42 1/2 Baltimore Ave.,Hotel,Rehoboth Beach,DE,1987,,,,4/12/2022 10:38am
1445,Paradise Guest House,,,40 Maryland Ave.,Hotel,Rehoboth Beach,DE,1987,,,,4/12/2022 10:38am
1449,Discount Adult Books,,,174 S. Dupont Hwy.,Book Store,Wilmington,DE,1987,,,,4/12/2022 10:39am
1451,Hen's Teeth,,(Cards & gifts) ,406 Market St. Mall,Business,Wilmington,DE,1987,,,,4/12/2022 10:39am
1453,Renaissance,"(R),(YC),(D),(SM),(*),(PT),(W)",(The'Ren')(Disco)(Two floors) ,107 W. 6th St.,"Bars/Clubs,Restaurant",Wilmington,DE,1987,,,,4/12/2022 10:40am
1454,R.S.V.P. ,,"(Cards, books, etc.)(Bloomington)",1602 Delaware Ave. ,Book Store,Wilmington,DE,1987,,,,4/12/2022 10:40am
1458,Annie's Paramount Steak House ,"(R),(*)",,1609 17th St. N.W.,Restaurant,Washington,DC,1987,,,,4/12/2022 10:41am
1459,Bachelors Mill ,"(D),(BWMT),(*)",(Disco) ,500 8th St. S.E.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1460,Back Door Pub,"(R),(B)",(Cruisy) ,801 'E' St. S.E.,"Restaurant,Cruising Areas",Washington,DC,1987,,,,4/12/2022 11:13am
1461,Badlands,"(R),(D),(V),(AH),(WE)",(Disco)(Sun. T-D*)(AH-WE),1415 22nd St. N.W.,"Restaurant,Bars/Clubs",Washington,DC,1987,,,,4/12/2022 11:13am
1462,Brass Rail,"(D),(B)",, 811 13th St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1463,Carroll's Tavern,"(RT),(OC)",,510 9th St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1464,Charlie's Georgetown,"(M),(PE),(R),(E)",,3223 'K' St. N.W.,Restaurant,Washington,DC,1987,,,,4/12/2022 11:13am
1465,Chesapeake House,"(RT),(*)",(Nude go go boys)(Cruisy)(Hustlers) ,746 9th St. N.W.,"Bars/Clubs,Cruising Areas",Washington,DC,1987,,,,4/12/2022 11:13am
1466,Clubhouse,"(P),(B),(YC),(D),(WE)",(Disco)(WE only),1296 Upshur St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 1:01pm
1467,Club Washington,"(P),(SM)",(Thurs. is SM night)(upstairs),20'O 'St. S.E. ,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1469,D.C. Eagle,"(SM),(W),(R),(*),(PT)",(3 floors)(Cruisy)(R upstairs),908 7th St. N.W.,"Restaurant,Cruising Areas",Washington,DC,1987,,,,7/13/2022 8:58am
1470,Dick's Bar,"(*),(SM)",(Levi & SM cruise bar),639 New York Ave. N.W.,"Bars/Clubs,Cruising Areas",Washington,DC,1987,,,,4/12/2022 11:13am
1472,Equus,"(C&W),(R)",,639 Pennsylvania Ave. S.E.,Restaurant,Washington,DC,1987,,,,4/12/2022 11:13am
1473,Exit ,"(SM),(PT),(*)",,910 7th St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1474,Follies ,"(P),(F&S)","(Cinema)(Books, flicks, F&S)(Nude go go boys) ",24 'O' St. S.E.,"Theatre,Book Store",Washington,DC,1987,,,,4/12/2022 11:13am
1475,Fraternity House,"(YC),(R),(D),(E),(*)",(Some YC)(Enter thru alley),2122 'P' St. N.W. ,"Restaurant,Bars/Clubs",Washington,DC,1987,,,,4/12/2022 11:13am
1476,Friends,"(R),(E)",,2122 'P' S t. N.W.,Restaurant,Washington,DC,1987,,,,4/12/2022 11:13am
1480,Glory Hole,"(P),(F&S)",(At Follies),24 'O' St. S.E.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1481,Helen's,"(M),(R)",,1805 18th St. N.W.,Restaurant,Washington,DC,1987,,,,4/12/2022 11:13am
1482,Herb's,"(D),(R)",,2111 'P' St. S.E.,"Restaurant,Bars/Clubs",Washington,DC,1987,,,,4/12/2022 11:13am
1483,Hung Jury,"(L),(D)",(L-Sat nights*),1819 'H ' St.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1484,J.P.'s ,,,2412 Wisconsin Ave. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1485,J.R.'s,(C&W),(Looks promising) ,1519 17th St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:13am
1486,Kalorama Guest House ,"(M),(H)",,1854 Mintwood PI. N.W.,Hotel,Washington,DC,1987,,,,4/12/2022 11:13am
1487,Kalorama Guest House,"(M),(H)",at Woodley Park,2850 27th St. N.W.,Hotel,Washington,DC,1987,,,,4/12/2022 11:14am
1488,Kramerbooks & Afterwords,(M),(Very M cafe & bookstore) ,1517 Connecticut Ave. N.W.,"Book Store,Restaurant",Washington,DC,1987,,,,4/12/2022 11:14am
1489,Lammas Women's Book Store,,,321 7th St. S.E.,Book Store,Washington,DC,1987,,,,4/12/2022 11:14am
1490,Lambda Rising Book Store,(*),,"1625 Connecticut Ave., N.W.",Book Store,Washington,DC,1987,,,,4/12/2022 11:14am
1491,La Cage aux Folles,"(V),(YC),(D),(S),(R)",(Nude go go boys)(Hustlers)(Disco),18 'O' St. S.E.,"Restaurant,Bars/Clubs",Washington,DC,1987,,,,4/12/2022 11:14am
1492,Le Salon ,"(P),(*)","(Books, etc.)(2nd floor)(Cruisy)",804 14th St. N.W.,"Book Store,Cruising Areas",Washington,DC,1987,,,,4/12/2022 11:14am
1493,Leather Rack,(*),"(Leather, clothes, etc.)(Above Eagle)",908 7th St. N.W.,Erotic Shop,Washington,DC,1987,,,,7/13/2022 9:06am
1494,Lone Star,"(RT),(*)",(Nude go go boys) ,504 9th St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1495,Lost & Found,"(YC),(*),(D),(R)","(Disco)(Sun T-D)(No neon sign, but don't miss it!)",56 'L' St. S.E.,"Bars/Clubs,Restaurant",Washington,DC,1987,,,,4/12/2022 11:14am
1496,Louie,(OC),,476 'K' St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1497,M.C.C.,(MCC),,945 'G 'St. N.W.,Religious Institution,Washington,DC,1987,,,,4/12/2022 11:14am
1498,Mr. Henry's,"(M),(R)",(Georgetown),1225 Wisconsin Ave. N.W. ,Restaurant,Washington,DC,1987,,,,4/12/2022 11:14am
1499,Mr. P's,"(PT),(*)",(Cruisy)(DJ but no D) ,2147 'P' St. N.W.,"Bars/Clubs,Cruising Areas",Washington,DC,1987,,,,4/12/2022 11:14am
1500,Nob Hill,"(R),(B)",,1101 Kenyon N.W.,Restaurant,Washington,DC,1987,,,,4/12/2022 11:14am
1501,Other Side,"(R),(D),(L),(*)",(Many L) ,1345 Half St. S.E.,"Restaurant,Bars/Clubs",Washington,DC,1987,,,,4/12/2022 11:14am
1503,Phase One ,"(PT),(OC),(L)",,525 8th St. S.E.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1504,Phase Three,(L),(Special events) ,900 First St. S.E.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1505,Pleasure Chest,,"(Leather, toys, jewelry, erotica, etc.)",1063 Wisconsin Ave. N.W. (Georgetown),Erotic Shop,Washington,DC,1987,,,,4/12/2022 11:14am
1506,Plain Brown Wrapper,(*),"(Books, films, peep shows, liquid, toys, etc.) ",1210 New York Ave. N.W.,"Erotic Shop,Book Store",Washington,DC,1987,,,,4/12/2022 11:14am
1507,Rascals,"(*),(V)",('Hot cocktail hour'),1520 Connecticut Ave. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1508,Rogue,"(S),(WE)",(WE*) ,476 'K' St. N.W.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1509,Shooters,,(Go go boys) (Rear of Rascals),5 Riggs Ct.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1510,Suzanne's,"(M),(R)",,1735 Connecticut Ave. N.W.,Restaurant,Washington,DC,1987,,,,4/12/2022 11:14am
1511,Tracks ,"(YC),(D),(M)",(Disco),1111 First St. S.E.,Bars/Clubs,Washington,DC,1987,,,,4/12/2022 11:14am
1512,Trio ,"(M),(R),(N)",,1537 17th St. N.W.,Restaurant,Washington,DC,1987,,,,4/12/2022 11:14am
1514,Whitman-Walker Clinic,,,2335 18th St. N.W.,Health Clinic,Washington,DC,1987,,,,4/12/2022 11:14am
1525,Fantasies,"(D),(L)",(Disco)(Some L) ,495 N.E. 20th St.,Bars/Clubs,Boca Raton,FL,1987,,,,4/12/2022 11:15am
1527,Manatee Power & Light Co. ,"(YC),(L),(D),(*)",(Some L)(Disco),6908 Manatee Ave. W.,Bars/Clubs,Bradenton,FL,1987,,,,4/12/2022 11:16am
1534,Melody,"(S),(D),(L),(*)",(Disco)(Some L) ,6395 N. Atlantic Ave.,Bars/Clubs,Cape Canaveral,FL,1987,,,,4/12/2022 11:17am
1536,Lifestyles,"(L),(*)",(Liquor)(Some L),1303 Del Prado,Bars/Clubs,Cape Coral,FL,1987,,,,4/12/2022 11:18am
1537,Backstreet Mall,"(YC),(S),(D),(WE)",(WE*) ,127 Garden Ave. N.,Bars/Clubs,Clearwater,FL,1987,,,,4/12/2022 11:21am
1538,Clearwater M.C.C. ,(MCC),,2470 Nursery Rd.,Religious Institution,Clearwater,FL,1987,,,,4/12/2022 11:21am
1539,Lily Langtry's,"(R),(PT),(D),(WE)",(Disco-D-WE) ,610 Court St.,"Restaurant,Bars/Clubs",Clearwater,FL,1987,,,,4/12/2022 11:21am
