Name,title,description,streetaddress,unclear_address,city,state,amenityfeatures,type,unclear type or question,notes,Year,Last Modified
728,Oasis,"Studio City (at Laurel Canyon) 818/980-4811 3pm-2am, piano bar",11916 Ventura Blvd,,Los Angeles,CA,(MW),Bars,,"Listed under ""LA--Valley.""",1999,4/3/2023 4:09am
563,Love Lounge,"(at Santa Monica) 310/659-0471 7pm-2am, clsd Mon, theme nights, women only Sat",657 N Robertson Blvd,,Los Angeles,CA,"(MW),(D),(A),(E)",Nightclubs,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:10pm
724,Gold 9,"Sherman Oaks (at Woodman) 818/986-0285 11am-2am, from 7am wknds",13625 Moorpark St,,Los Angeles,CA,"(M),(NH),(OC)",Bars,,"Listed under ""LA--Valley.""",1999,4/3/2023 4:09am
562,La Plaza,"(at Melrose) 213/939-0703 8pm-2am, shows nightly at 10:15pm & midnight",739 N La Brea Ave,,Los Angeles,CA,"(M),(D),MR-L",Nightclubs,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:10pm
564,Pulse (E&P Presents),(in 'Love Lounge') 310/335-5412 8pm-2am every other Sun,697 N Robertson Blvd,,Los Angeles,CA,"(M),(D)",Nightclubs,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:10pm
698,Rudolpho's,"(at Fletcher) 213/669-1226 8pm-2am, patio, salsa music & dancing lessons",2500 Riverside Dr,,Los Angeles,CA,(E),Nightclubs,,"Listed under ""LA--Silverlake.""",1999,4/1/2023 5:54am
534,Holloway Motel,"(at La Cienega) 213/654-2454, 888/654-6400 centrally located",8465 Santa Monica Blvd,,Los Angeles,CA,"(MW),TA,GO,(WC)",Accommodations,,"Listed under ""LA--West Hollywood.""",1999,3/25/2023 4:26am
541,West Hollywood Suites,(at Santa Monica) 310/652-9600 studio apts,1000 Westmount,,Los Angeles,CA,(GF),Accommodations,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:09pm
553,Rafters,(at Crescent Hts) 213/654-0396 noon-2am,7994 Santa Monica Blvd,,Los Angeles,CA,"(M),(D),(CW),(V)",Bars,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:09pm
608,Dorothy's Surrender,"(at Laurel) 213/650-4111 10am-11:30pm, gifts, magazine",7985 Santa Monica Blvd #111,,Los Angeles,CA,,Retail Shops,,"Listed under ""LA--West Hollywood.""",1999,4/1/2023 4:25am
650,Hollywood Spa,(nr Hollywood & Vine) 213/463-5169 24hrs,1650 N Ivar,,Los Angeles,CA,"(*),(MO),(PC)",Men's Clubs,,"Listed under ""LA--Hollywood.""",1999,4/1/2023 5:06am
578,Baja Bud's,"(at La Cienega) 310/659-1911 7am-10pm, till 11pm Fri-Sat, healthy Mexican, patio",8575 Santa Monica Blvd,,Los Angeles,CA,,Restaurants,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:10pm
726,The Lodge,N Hollywood (at Vineland) 818/769-7722 noon-2am,4923 Lankershim Blvd,,Los Angeles,CA,"(*),(M),(D),(WC)",Bars,,"Listed under ""LA--Valley.""",1999,4/3/2023 4:09am
742,Stan's Video,Tujunga (at Fernglen Blvd) 818/352-8735,7505 Foothill Blvd,,Los Angeles,CA,,Erotica,,"Listed under ""LA--Valley.""",1999,4/3/2023 4:09am
634,Study,(at Hollywood) 213/464-9551 11am-2am,1723 N Western,,Los Angeles,CA,"(*),(M),(NH),MR-AF",Bars,,"Listed under ""LA--Hollywood.""",1999,4/1/2023 5:05am
577,Alto Palato,"(at Waring) 310/657-9271 6pm-11pm, lunch wknds, pasta, full bar",755 La Cienega Blvd,,Los Angeles,CA,,Restaurants,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:10pm
573,A Votre Sante,in Venice (at 26th) 310/451-1813,13016 San Vicente,,Los Angeles,CA,,Restaurants,,"Listed under ""LA--West Hollywood.""",1999,3/31/2023 9:10pm
744,Seaview Inn at the Beach,"310/545-1504 non-smoking rms available, courtyard",3400 Highland Ave,,Manhattan Beach,CA,"(GF),(SW)",Accommodations,,,1999,4/3/2023 4:10am
755,Seagull Inn,707/937-5204,44594 Albion St,,Mendocino,CA,"(GF),NS,(WC)",Accommodations,,,1999,4/3/2023 4:19am
751,Inn at Schoolhouse Creek,"Little River 707/937-5525, 800/731-5525 B&B w/cottages, hot tub",7051 N Hwy 1,,Mendocino,CA,GS,Accommodations,,,1999,4/3/2023 4:16am
757,Cafe Beaujolais,"707/937-5614 dinner from 5:45pm, California country food",961 Ukiah,,Mendocino,CA,(WC),Cafes,,,1999,4/3/2023 4:22am
749,Blair House & Cottage,707/937-1800,45118 Little Lake St,,Mendocino,CA,(GF),Accommodations,,,1999,4/3/2023 4:14am
750,Glendeven Inn,"Little River 707/937-0083 full brkfst, farmhouse on the coast",8221 N Hwy 1,,Mendocino,CA,"(GF),NS",Accommodations,,,1999,4/3/2023 4:15am
758,Book Loft,707/937-0890 10am-6pm,45050 Main,,Mendocino,CA,(WC),Bookstores,,,1999,4/3/2023 4:22am
752,McElroy's Inn,"707/937-1734, 707/937-3105",998 Main St,,Mendocino,CA,"(GF),NS",Accommodations,,,1999,4/3/2023 4:17am
754,Mendocino Hotel,garden cottages,45080 Main St,,Mendocino,CA,(GF),Accommodations,,,1999,4/3/2023 4:18am
748,Agate Cove Inn,"707/937-0551, 800/527-3111 full brkfst, fireplace",11201 N Lansing,,Mendocino,CA,"(GF),NS",Accommodations,,,1999,4/3/2023 4:13am
763,Espresso Caffe,"209/571-3337 7am-11pm, till midnight Fri-Sat",3025 McHenry Ave,,Modesto,CA,,Cafes,,,1999,4/3/2023 4:28am
762,The Mustang Club,"209/577-9694 4pm-2am, from 2pm Fri-Sun, open 30+ years!",413 N 7th St,,Modesto,CA,"(MW),(D),(S)",Nightclubs,,,1999,4/3/2023 4:27am
766,Liberty Adult Book Store,209/524-7603 24hrs,1030 Kansas Ave,,Modesto,CA,,Erotica,,,1999,4/3/2023 4:31am
765,L'Amour Shoppe,209/521-7987,1022 9th St,,Modesto,CA,,Erotica,,,1999,4/3/2023 4:30am
760,AA Gay/Lesbian,"209/531-2040 8pm daily, 7pm Sun",1203 Tully Rd #B,,Modesto,CA,(MW),Info Lines & Services,,,1999,4/3/2023 4:25am
764,Bookstore,"209/521-0535 8am-9pm, 9am-6pm Sat, till 5pm Sun, readings; also espresso bar",1700 McHenry Ave,,Modesto,CA,(WC),Bookstores,,,1999,4/3/2023 4:29am
761,Brave Bull,"209/529-6712 7pm-2am, from 4pm Sun",701 S 9th,,Modesto,CA,"(M),(L)",Bars,,,1999,4/3/2023 4:26am
775,The Clock Garden Restaurant,"408/375-6100 11am-midnight, American/cont'l, patio",565 Abrego ,,Monterey,CA,(WC),Restaurants,,,1999,4/3/2023 4:41am
777,Tarpy's Roadhouse,(at Canyon Dr) 408/647-1444,2999 Hwy 68,,Monterey,CA,,Restaurants,,,1999,4/3/2023 4:42am
774,After Dark,"408/373-7828 8pm-2am, patio",214 Lighthouse Ave,,Monterey,CA,"(MW),(D),(V)",Nightclubs,,,1999,4/3/2023 4:40am
773,Lighthouse Bar & Grill,New Monterey 408/373-4488 5pm-2am,281 Lighthouse Ave,,Monterey,CA,(MW),Bars,,,1999,4/3/2023 4:39am
776,Fisherman's Grotto,408/375-4604 11am-9pm,39 Fisherman's Wharf #1,,Monterey,CA,,Restaurants,,,1999,4/3/2023 4:41am
772,Eddie's,408/375-6116,2200 N Fremont,,Monterey,CA,"(MW),(NH),(D)",Bars,,,1999,4/3/2023 4:38am
771,Sapaque Valley Ranch Inn,"Bradley 805/963-2860 (RESERVATIONS ONLY), 805/472-2750 B&B & vacation home rental nr Big Sur & San Simeon",48491 Sapaque Valley Rd,,Monterey,CA,"(GF),(F)",Accommodations,,,1999,4/3/2023 4:37am
769,Gosby House Inn,Pacific Grove 408/375-1287 full brkfst,643 Lighthouse Ave,,Monterey,CA,"(GF),NS,(WC)",Accommodations,,,1999,4/3/2023 4:33am
770,Monterey Fireside Lodge,"408/373-4172, 800/722-2624 hot tub, fireplaces, non-smoking rms available",1131 10th St,,Monterey,CA,(GF),Accommodations,,,1999,4/3/2023 4:34am
785,Mustard's Grill,St Helena 707/944-2424 lunch & dinner,7399 Hwy 29,,Napa Valley,CA,,Restaurants,,,1999,4/3/2023 4:49am
779,Beazley House B&B Inn,"Napa 707/257-1649, 800/559-1649",1910 First St,,Napa Valley,CA,(GF),Accommodations,,,1999,4/3/2023 4:44am
782,Gaige House Inn,"Glen Ellen 707/935-0237, 800/935-0237 in the Wine Country",13540 Arnold Dr,,Napa Valley,CA,"(GF),(SW)",Accommodations,,,1999,4/3/2023 4:47am
784,White Sulphur Springs Resort & Spa,"St Helena 707/963-8588, 800/593-8873 Napa Valley retreat",3100 White Sulphur Springs Rd,,Napa Valley,CA,"(GF),(SW)",Accommodations,,,1999,4/3/2023 4:49am
781,Chateau de Vie,Calistoga 707/942-6446 hot tub,3250 Hwy 128,,Napa Valley,CA,"GS,GO",Accommodations,,,1999,4/3/2023 4:46am
783,The Ink House B&B,"St Helena 707/963-3890 Italianate Victorian, full brkfst",1575 St Helena Hwy,,Napa Valley,CA,"(GF),NS",Accommodations,,,1999,4/3/2023 4:48am
786,Travigne,"St Helena 707/963-4444 11:30am-10pm, Italian",1050 Charter Oak Ave,,Napa Valley,CA,,Restaurants,,,1999,4/3/2023 4:50am
787,Gingerbread Cottages B&B,707/274-0200 lakefront w/private beach,4057 E Hwy 20,,Nice,CA,"GS,(SW)",Accommodations,,,1999,4/3/2023 4:51am
789,Greystokes,760/757-2955 9am-2am,1903 S Coast Hwy,,Oceanside,CA,"(MW),(S)",Restaurants,,,1999,4/3/2023 4:53am
790,Fun House,760/757-7832 24hrs,316 3rd St,,Oceanside,CA,,Erotica,,,1999,4/3/2023 4:54am
788,Capri Lounge,760/722-7284 10am-2am,207 N Tremont,,Oceanside,CA,"(M),(MH),(WC)",Bars,,,1999,4/3/2023 4:52am
794,Le Sex Shoppe,805/981-4611,2320 Vineyard,,Oxnard,CA,,Erotica,,,1999,4/3/2023 4:56am
795,Mr K's,805/488-5494,623 Hueneme Rd,,Oxnard,CA,,Erotica,,,1999,4/3/2023 4:57am
810,Chestnutz,"(at Random) 760/325-5269, 800/621-6973 full brkfst, hot tub",641 San Lorenzo Rd,,Palm Springs,CA,"(MO),(SW),(N),(WC)",Accommodations,,,1999,4/3/2023 5:14am
829,Mirage,"760/322-2404, 800/669-1069 kitchens, private resort, waterfall, gym, hot tub",574 Warm Sands Dr,,Palm Springs,CA,"(MO),(N),(WC)",Accommodations,,,1999,4/3/2023 5:35am
803,Aruba Hotel Suites,"760/325-8440, 800/842-7822",671 S Riverside Dr,,Palm Springs,CA,"(*),(MW),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:06am
877,Club Palm Springs,Cathedral City (at Cathedral Canyon) 760/324-8588 24hrs,68-449 Perez Rd #1,,Palm Springs,CA,"(*),(MO),(V),(PC)",Men's Clubs,,,1999,4/3/2023 6:36am
807,Camp Palm Springs,"760/325-5269, 800/793-0063 kitchens",722 San Lorenzo Rd,,Palm Springs,CA,"(*),(MO),(SW),(N),(WC),TA",Accommodations,,,1999,4/3/2023 5:11am
842,Poolside Bar/ Iguana Grill,"Cathedral City (at the 'Desert Palms Inn') 760/324-3000, 800/801-8696 9am-2am",76-580 E Palm Canyon Dr,,Palm Springs,CA,"(M),(F),(E)",Bars,,,1999,4/3/2023 5:49am
878,The Gravel Pit,"Cathedral City 760/324-9771 10pm-4am Fri-Sat, 9pm-2am Sun, licensed sex club",68774 Summit Dr,,Palm Springs,CA,,Men's Clubs,,,1999,4/3/2023 6:37am
805,Avanti Resort Hotel,"(at Sunrise) 760/325-9723, 800/572-2779 hot tub, kitchen",715 San Lorenzo Rd,,Palm Springs,CA,"(M),(SW),(N)",Accommodations,,,1999,4/3/2023 5:08am
848,The Wolf's Den,"Cathedral City 760/321-9688 2pm-2am, bears & big men welcome, patio; also leather shop",67-625 Hwy 111,,Palm Springs,CA,"(M),(L)",Bars,,,1999,4/3/2023 5:57am
836,The Villa Resort,"Cathedral City (at Cree) 760/328-7211, 800/845-5265 individual bungalows, also full bar",67-670 Carey Rd,,Palm Springs,CA,"(*),(M),(SW),(F),TA",Accommodations,,,1999,4/3/2023 5:42am
851,The Sundance Saloon,Cathedral City (at Commercial) 760/321-0031 2pm-2am,36-737 Cathedral Canyon Dr,,Palm Springs,CA,"(MW),(D),(K)",Nightclubs,,,1999,4/3/2023 6:01am
858,Las Casuelas,"(btwn Amado & Alejo) 760/325-3213 10am-9:30pm, Mexican",368 N Palm Canyon Dr,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:10am
841,Dates,"Cathedral City (at Cree, in 'The Villa') 760/328-7211 6pm-10pm, clsd Tue-Wed, patio, poolside bar, also cafe",67-670 Carey Rd,,Palm Springs,CA,(M),Bars,,,1999,4/3/2023 5:48am
865,Shame on the Moon,"Rancho Mirage (at Hwy 111) 760/324-5515 5:30pm-10:30pm, clsd Mon (summer only), cont'l, full bar, patio",69-950 Frank Sinatra Dr,,Palm Springs,CA,(WC),Restaurants,,,1999,4/3/2023 6:18am
866,Simba's,"760/778-7630 lunch & dinner, ribs",190 N Sunrise,,Palm Springs,CA,(E),Restaurants,,,1999,4/3/2023 6:19am
843,The Queens Lounge,"(at 'Churchill's Fish 7 Chips') 760/325-1763, 760/325-3716 from 11am Tue-Sat, from 2pm Sun, clsd Mon, English-style pub",665 Palm Canyon,,Palm Springs,CA,,Bars,,,1999,4/3/2023 5:51am
809,Cathedral City Boys' Club,"Cathedral City (btwn Melrose & Palo Verde) 760/324-1350, 800/472-0836 free shuttle around town",68-69 Sunair Rd,,Palm Springs,CA,"(*),(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:13am
863,Red Pepper & Red Tomato,"Cathedral City (at Hwy 111) 760/328-7518, 760/328-6858 5pm-10pm, pizza & pasta",68-784 Grove St,,Palm Springs,CA,"(BW),(WC)",Restaurants,,,1999,4/3/2023 6:15am
837,Vista Grande Villa,"(at Parocela) 760/322-2404, 800/669-1069 private resort",574 Warm Sands Dr,,Palm Springs,CA,"(*),(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:44am
819,Flamingo Resort Hotel & Spa,"Desert Hot Springs (at Foxdale) 760/251-1455, 800/438-4379",67221 Pierson Blvd,,Palm Springs,CA,(SW),Accommodations,,,1999,4/3/2023 5:24am
862,Rainbow Cactus Cafe,"(at Arenas) 760/325-3868 lunch & dinner, Sun brunch only, Mexican, full bar",212 S Indian Canyon,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:14am
822,Ingleside Inn,760/325-0046 hot tub,200 W Ramon Rd,,Palm Springs,CA,"(GF),(F),(SW),(WC)",Accommodations,,,1999,4/3/2023 5:27am
816,Desert Stars Resort,(at Morongo) 760/325-2686,1491 Via Soledad,,Palm Springs,CA,"(MO),(N)",Accommodations,,,1999,4/3/2023 5:21am
861,Michael J's,"760/416-2484 dinner from 6pm, Sun brunch, piano lounge",233 E Saturnino Rd,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:13am
864,Robi,"La Quinta (at Washington) 760/564-0544 dinner only, clsd Mon (seasonal April-Oct), prix fixe",78-085 Avenida La Fonda,,Palm Springs,CA,"(E),(BW),(WC)",Restaurants,,,1999,4/3/2023 6:16am
825,Inntimate,"(at Ramon) 760/778-8334, 800/695-3846 kitchens, non-smoking available, under new ownership",556 Warms Sands Dr,,Palm Springs,CA,"(MW),(SW),(N)",Accommodations,,,1999,4/3/2023 5:31am
880,Black Moon Leather,(inside 'Wolf's') 9pm-midnight Wed-Sun,67-625 Hwy 111,,Palm Springs,CA,,Erotica,,,1999,4/3/2023 6:40am
881,Cathedral City Video & Books,"Cathedral City (at Cathedral Canyon) 760/321-5597 24hrs, arcade",68-352 Perez Rd,,Palm Springs,CA,,Erotica,,,1999,4/3/2023 6:41am
884,World Wide Book Store,Cathedral City (at Cathedral Canyon) 760/321-1313,68-300 Ramon Rd,,Palm Springs,CA,,Erotica,,,1999,4/3/2023 6:43am
872,Bravo for Men,(at Amado) 760/322-3077,328 N Palm Canyon Dr,,Palm Springs,CA,,Retail Shops,,,1999,4/3/2023 6:26am
799,2095 Hotel,"(at Via Escuela) 760/320-4333, 800/223-4073",2095 N Indian Ave,,Palm Springs,CA,(M),Accommodations,,,1999,4/3/2023 5:00am
850,CC Construction on Sunrise,"(at Sunrise Way) 760/778-1234 2pm-2am, till 4am Sat",1775 E Palm Canyon Dr,,Palm Springs,CA,"(M),(D),(V)",Nightclubs,,,1999,4/3/2023 5:59am
839,Backstreet Pub,Palm Desert (at Paseo) 760/341-7966 2pm-2am,72-695 Hwy 111 #A-7,,Palm Springs,CA,"(MW),(NH),(WC)",Bars,,,1999,4/3/2023 5:46am
818,Estrella Inn & Villas,"(at Ramon) 760/320-4117, 800/237-3687",415 S Belardo Rd,,Palm Springs,CA,"(GF),(SW)",Accommodations,,,1999,4/3/2023 5:23am
846,Sweetwater Saloon,(at Racquet Club Dr) 760/320-8878 11am-2am,2420 N Palm Canyon,,Palm Springs,CA,"(MW),(NH),(F),(E)",Bars,,,1999,4/3/2023 5:55am
838,Warm Sands Villas,"760/323-3005, 800/357-5695 hot tub, full brkfst",555 Warm Sands Dr,,Palm Springs,CA,"(*),(MO),(SW),(N),(WC)",Accommodations,,,1999,4/3/2023 5:44am
830,Priscilla's,"760/416-0168, 888/289-9555 1 & 2-bdrm apts",528 S Camino Real,,Palm Springs,CA,"GS,(SW)",Accommodations,,,1999,4/3/2023 5:37am
856,El Gallito Mexican Restaurant,Cathedral City (at Palm Canyon) 760/328-7794,68820 Grove St,,Palm Springs,CA,(BW),Restaurants,,,1999,4/3/2023 6:07am
857,Elan Brasserie,"(btwn Alejo & Amado) 760/323-5554 lunch & dinner, Provencal/Mediterranean, full bar",415 N Palm Canyon Dr,,Palm Springs,CA,(S),Restaurants,,,1999,4/3/2023 6:09am
855,Billy Reed's,"(at Vista Chino) 760/325-1946 bakery, full bar",1800 N Palm Canyon Rd,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:05am
876,The Guest House,"760/320-3366 tropical day spa, clsd Mon-Tue",246 N Palm Canyon Dr,,Palm Springs,CA,(MW),Gyms & Health Clubs,,,1999,4/3/2023 6:35am
826,InnTrigue,"(at Ramon) 760/323-7505, 800/798-8781 kitchens, spa",526 Warm Sands Dr,,Palm Springs,CA,"(*),(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:32am
821,Harlow Club Hotel,"(at Palm Canyon) 760/323-3977, 800/223-4073",175 E El Alameda,,Palm Springs,CA,"(MO),(SW),TA",Accommodations,,,1999,4/3/2023 5:26am
823,Inn Exile,"760/327-6413, 800/962-0186",545 Warms Sands Dr,,Palm Springs,CA,"(*),(MO),(F),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:28am
835,Villa Mykonos,Cathedral City (at Cree) 760/321-2898,67-590 Jones Rd,,Palm Springs,CA,TA,Accommodations,,,1999,4/3/2023 5:41am
832,Santiago Resort,"760/322-1300, 800/710-7729 hot tub",650 San Lorenzo Rd,,Palm Springs,CA,"(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:38am
824,Inndulge Palm Springs,"(at Parocela) 760/327-1408, 800/833-5675 hot tub",601 Grenfall Rd,,Palm Springs,CA,"(*),(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:29am
867,Sorrentino's,"760/325-2944 from 5pm, seafood",1032 N Palm Canyon Dr,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:20am
871,Bloomsbury Books,"(at Ramon) 760/325-3862 10am-6pm, clsd Sun, lesbigay (secondhand)",555 S Sunrise Wy,,Palm Springs,CA,"GO,(WC)",Bookstores,,,1999,4/3/2023 6:25am
800,The 550,"(at Ramon) 760/320-7144, 800/669-0550 hot tub, kitchens",550 Warm Sands Dr,,Palm Springs,CA,"(*),(MO),(V),(SW),(N)",Accommodations,,,1999,4/3/2023 5:01am
804,The Atrium,"760/322-2404, 800/669-1069 hot tub",981 Camino Parocela,,Palm Springs,CA,"(*),(MO),(SW),(N),(WC),TA",Accommodations,,,1999,4/3/2023 5:07am
827,La Posada Resort Hotel,"(at N Palm Canyon/Camino Centro) 760/323-1402, 888/411-4949 kitchens",120 W Vereda Sur,,Palm Springs,CA,"(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:33am
834,Vagabond Inn,(at E Palm Canyon) 760/325-7211,1699 S Palm Canyon,,Palm Springs,CA,"GS,GO,TA",Accommodations,,,1999,4/3/2023 5:40am
813,Desert Palms Inn,"Cathedral City (at Gene Autry Tr) 760/324-3000, 800/801-8696 also bar & restaurant",67-580 E Palm Canyon Dr,,Palm Springs,CA,"(*),(MW),(SW),TA",Accommodations,,,1999,4/3/2023 5:17am
814,Desert Paradise Hotel,"(at Parocela) 760/320-5650, 800/342-7635 (OUTSIDE CA) hot tub",615 Warm Sands Dr,,Palm Springs,CA,"(*),(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:19am
820,Hacienda,"(at Parocela) 760/327-8111, 800/359-2007 hot tub",586 Warm Sands Dr,,Palm Springs,CA,"(*),(MO),(V),(SW),(N),(WC),TA",Accommodations,,,1999,4/3/2023 5:25am
811,Columns Resort,"760/325-0655, 800/798-0655 studios, full brkfst",537 Grenfall Rd,,Palm Springs,CA,"(*),(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:15am
883,Hidden Joy Book Shop,Cathedral City (at Cathedral Canyon) 760/328-1694 24hrs,68-424 Commercial,,Palm Springs,CA,,Erotica,,,1999,4/3/2023 6:42am
849,Amnesia,"Cathedral City (at Palm Canyon) 760/770-6464 4pm-2am Th & Sun, till 3am Fri-Sat, jazz bar",68-449 Perez Rd,,Palm Springs,CA,"(MW),(D),(V)",Nightclubs,,,1999,4/3/2023 5:58am
853,2095 Restaurant,"(at Via Escuela, in the '2095 Hotel') 760/320-4333 lunch & dinner, full bar",2095 N Indian Canyon,,Palm Springs,CA,(E),Restaurants,,,1999,4/3/2023 6:03am
812,Desert Hangout,(at Via Monte Vista) 760/320-5984 hot tub,1466 N Palm Canyon Dr,,Palm Springs,CA,"(MO),(SW),(N),TA",Accommodations,,,1999,4/3/2023 5:16am
869,Venezia Ristorante,"Rancho Mirage 760/328-5650 clsd Mon, seasonal",70-065 Hwy 111,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:22am
847,Tool Shed,"(at Palm Canyon) 760/320-3299 8am-2am, till 4am wknds, call for events",600 E Sunny Dunes Rd,,Palm Springs,CA,"MR,(NH),(L)",Bars,,,1999,4/3/2023 5:56am
845,Streetbar,"760/320-1266 2pm-2am, from 10am wknds",224 E Arenas,,Palm Springs,CA,"(*),(M),(NH),(E),(WC)",Bars,,,1999,4/3/2023 5:54am
868,Triangles,"Cathedral City 760/321-9555 5:30pm-10pm Tue-Sun, till midnight Fri-Sat",68-805 Hwy 111,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:21am
875,Gold's Gym,(at Ramon) 760/322-4653,40-70 Airport Center Dr,,Palm Springs,CA,(GF),Gyms & Health Clubs,,,1999,4/3/2023 6:28am
870,The Wilde Goose,"Cathedral City (at Perez) 760/328-5775 from 5pm, cont'l/wild game, full bar",67-938 Hwy 111,,Palm Springs,CA,(E),Restaurants,,,1999,4/3/2023 6:23am
815,Desert Shadows,"760/325-6410, 800/292-9298 naturist hotel, also restaurant",260 Chuckwalla,,Palm Springs,CA,"(GF),(SW),(N),(WC)",Accommodations,,,1999,4/3/2023 5:20am
831,Sago Palms Resort,"(btwn Sunny Dunes & Ramon) 760/323-0224, 800/626-7246 hot tub, kitchens",595 Thornhill Rd,,Palm Springs,CA,"(MO),(SW),(N)",Accommodations,,,1999,4/3/2023 5:38am
802,Alexander Resort Hotel,"(btwn Ramon & Sunny Dunes) 760/327-6911, 800/448-6197 hot tub",598 Grenfall Rd,,Palm Springs,CA,"(*),(MO),(SW),(N)",Accommodations,,,1999,4/3/2023 5:05am
808,Canyon Club Hotel,"(btwn Tachevah & Vista Chino) 760/322-4367, 800/295-2582 kitchens, hot tub & patios",960 N Palm Canyon Dr,,Palm Springs,CA,"(*),(MO),(SW),(N)",Accommodations,,,1999,4/3/2023 5:12am
854,Bangkok,"Rancho Mirage (at Country Club Dr) 760/770-9508 lunch & dinner, seasonal, Thai",69-930 Hwy 111,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:05am
828,Mira Loma Hotel,(at Vista Chino) 760/320-1178,1420 N Indian Canyon Dr,,Palm Springs,CA,"(MW),(SW)",Accommodations,,,1999,4/3/2023 5:34am
817,El Mirasol Villas,"(at Ramon) 760/327-5913, 800/327-2985 hot tub",525 Warm Sands Dr,,Palm Springs,CA,"(*),(MO),(F),(SW),(N),GO,TA",Accommodations,,,1999,4/3/2023 5:22am
882,Gay Mart,(btwn Indian Canyon & Palm Canyon) 760/320-0606,305 E Arenas,,Palm Springs,CA,,Erotica,,,1999,4/3/2023 6:42am
859,LaVerne's Flight Deck,"760/416-8848 5pm-midnight Th-Mon, clsd Tue-Wed, supper club & piano lounge",440 El Cielo Rd,,Palm Springs,CA,,Restaurants,,,1999,4/3/2023 6:11am
801,The Abbey West,"(btwn Hermosa & El Alameda) 760/416-2654, 800/223-4073 gym, hot tub",772 Prescott Cir,,Palm Springs,CA,"(M),(SW),TA",Accommodations,,,1999,4/3/2023 5:04am
844,The Speakeasy,"(at Racquet Club Dr) 760/322-3224 4pm-2am, clsd Tue, piano bar; also restaurant",2400 N Palm Canyon Dr,,Palm Springs,CA,"(M),(E),(OC)",Bars,,,1999,4/3/2023 5:53am
833,Triangle Inn,"(at Random Rd) 760/322-7993, 800/732-7555 hot tub",555 San Lorenzo Rd,,Palm Springs,CA,"(*),(MO),(SW),NS,TA",Accommodations,,,1999,4/3/2023 5:39am
852,Village Pride Coffee House,"760/323-9120 8am-midnight, special events",214 E Arenas Rd,,Palm Springs,CA,(F),Cafes,,,1999,4/3/2023 6:02am
879,Black Moon Leather,"Cathedral City (at Cathedral Canyon) 760/770-2925, 800/945-3284 3pm-midnight, till 2am wknds",68-449 Perez Rd #7,,Palm Springs,CA,,Erotica,,,1999,4/3/2023 6:40am
806,Bacchanal,"(at Parocela) 760/323-0760, 800/806-9059 full brkfst, kitchens",589 Grenfall Rd,,Palm Springs,CA,"(*),(MO),(SW)",Accommodations,,,1999,4/3/2023 5:09am
860,Maria's Italian Cuisine,"Cathedral City (at Perez) 760-328-4378 5:30pm-9:30pm dinner only, clsd Mon",67-778 Hwy 111,,Palm Springs,CA,(BW),Restaurants,,,1999,4/3/2023 6:12am
840,Bamboo Bar & Restaurant,"(at Racquet Club) 760/325-1281 from 11am, also piano bar",2743 N Indian Canyon,,Palm Springs,CA,"(MW),(F)",Bars,,,1999,4/3/2023 5:47am
885,Books Inc,"650/321-0600 9:30am-9pm, 10am-8pm Sat, till 6pm Sun, general, lesbigay section",157 Stanford Shopping Center,,Palo Alto,CA,,Bookstores,,,1999,4/3/2023 6:44am
886,Stacey's Bookstore,"650/326-0681 9am-9pm, till 10pm Fri-Sat, 11am-6pm Sun, lesbigay section",219 University Ave,,Palo Alto,CA,,Bookstores,,,1999,4/3/2023 6:45am
887,Hugo Au Go-Go's Video Lending Library,626/441-8495 free video lending library for people w/ HIV/AIDS,1030 S Arroyo Pkwy,,Pasadena,CA,,Info Lines & Services,,,1999,4/3/2023 6:48am
888,Boulevard,"626/356-9304 1pm-2am, piano bar Sun",3199 E Foothill Blvd,,Pasadena,CA,"(M),(NH),(E)",Bars,,,1999,4/3/2023 6:48am
