ID,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,uncleartype,notes,lastmodified
2595,Mission of Faith Fellowship ,,,2338 S. Palisades,Religious Institution,Wichita,KS,1988,,,,3/25/2022 4:02pm
2596,Our Fantasy ,"(D),(P),(*),(R),(PT)",(Disco)(Huge com plex)(Also The Harbor—R) ,3201 S. Hillside,"Restaurant,Bars/Clubs",Wichita,KS,1988,,,,3/25/2022 4:02pm
2597,Pierre's Bookstore,(M),,722 S. Broadway,Book Store,Wichita,KS,1988,,,,3/25/2022 4:02pm
2598,Plato's Bookstore,(M),,1306 E. Harry,Book Store,Wichita,KS,1988,,,,3/25/2022 4:02pm
2599,R&R Brass Rail,"(W),(SM),(P),(PT),(*)","(Some W, SM)",2828 E. 31st St. S.,Bars/Clubs,Wichita,KS,1988,,,,3/25/2022 4:02pm
2601,Tony's Club ,(PT),,3210 E. Osie,Bars/Clubs,Wichita,KS,1988,,,,3/25/2022 4:02pm
2612,Ramrod ,"(D),(W),(SM)","(Some W, SM ) ",115 W. Pike St.,Bars/Clubs,Covington,KY,1988,,,,3/25/2022 4:11pm
2621,Brezings ,"(D),(YC)",(Disco),234 E. Short St.,Bars/Clubs,Lexington,KY,1988,,,,3/25/2022 4:11pm
2622,Bungalow ,"(WE),(L)",(Some L)(WE*) nr. Main,121 Mill St. ,Bars/Clubs,Lexington,KY,1988,,,,3/25/2022 4:11pm
2623,Circus ,"(P),(M),(AH)", (Disco)(Sundays & Ah) of Richmond Dr.,2240 Idle Hour Shopping Cntr.,Bars/Clubs,Lexington,KY,1988,,,,3/25/2022 4:11pm
2624,J&B Bookstore,(F&S),,654 Winchester,"Book Store,Bars/Clubs",Lexington,KY,1988,,,,3/25/2022 4:11pm
2625,Leather Works ,(SM),(Boutique)(Next door to Brezings),248 E. Short St.,Erotic Shop,Lexington,KY,1988,,,,3/25/2022 4:11pm
2627,The Bar,"(YC),(*),(D)",(Disco),224 E. Main St.,Bars/Clubs,Lexington,KY,1988,,,,3/25/2022 4:11pm
2635,Adult Toy Store ,(B),"(Cruisy, Late, Some B) ",1857 Berry Blvd.,"Erotic Shop,Cruising Areas",Louisville,KY,1988,,,,3/25/2022 4:21pm
2636,Alley Cat ,"(PT),(D)",(Go Go Dancers) ,104 W. Main,Bars/Clubs,Louisville,KY,1988,,,,3/25/2022 4:21pm
2638,Cinema Art Theatre ,,,3423 Taylor Blvd.,Theatre,Louisville,KY,1988,,,,3/25/2022 4:21pm
2639,City Lounge,"(PT),(*)",(Hustlers),202 W. Market,Bars/Clubs,Louisville,KY,1988,,,,3/25/2022 4:21pm
2641,Discovery ,"(YC),(*),(D),(PT)",(D upstairs)(Wed.-Sun.)(Sun.T-D),116 E. Main St.,Bars/Clubs,Louisville,KY,1988,,,,3/25/2022 4:21pm
2642,Downtowner ,"(D),(E),(*),(S),(L)",(Disco)(Some L)(3 bars),105 W. Main St.,Bars/Clubs,Louisville,KY,1988,,,,3/25/2022 4:21pm
2647,Lavender Letter ,,(Publication),"7401-B Fegenbush Lane, 40228",Publications,Louisville,KY,1988,,,,3/25/2022 4:21pm
2648,Loft ,"(W),(SM),(*),(V)","(Macho)(Some W, SM) (Cruisy)(Upstairs at Downtowner) ",105 W. Main St.,"Bars/Clubs,Cruising Areas",Louisville,KY,1988,,,,3/25/2022 4:21pm
2650,Market Place ,"(R),(M)",,725 E. Market St.,Restaurant,Louisville,KY,1988,,,,3/25/2022 4:21pm
2653,Steak'n'Eggs ,"(R),(C),(M),(RT),(AH)",,1136 S. 4th,Restaurant,Louisville,KY,1988,,,,3/25/2022 4:21pm
2667,Etc-Etza Lounge ,(D),(Disco) at Burnette,8th St. ,Bars/Clubs,Paducah,KY,1988,,,,3/25/2022 4:37pm
2671,Silly Sally's,"(P),(*),(D)",(Unisex)(Disco),924 Jackson,Bars/Clubs,Alexandria ,LA,1988,,,,3/25/2022 4:37pm
2675,Cock & Bull,"(D),(*),(R),(OC),(L)","(Disco)(D in back)(Some L, OC)(Open Sun.) ",1564 Nicholson,"Restaurant,Bars/Clubs",Baton Rouge ,LA,1988,,,,3/25/2022 4:37pm
2676,George's Place,"(*),(W)",(Some Levi & W)(Cruisy)(Patio),860 St. Louis,"Bars/Clubs,Cruising Areas",Baton Rouge ,LA,1988,,,,3/25/2022 4:37pm
2677,Mirror Lounge,"(*),(M)",(Some M),111 Riverside Mall,Bars/Clubs,Baton Rouge ,LA,1988,,,,6/12/2022 12:31pm
2678,Neimans,"(YC),(L),(B),(D),(S),(PT)"," (Some YC, L, B)",2183 Highland Rd.,Bars/Clubs,Baton Rouge ,LA,1988,,,,3/25/2022 4:37pm
2680,Xanthu's ,"(YC),(L),(D)",(Some L)(Disco),2160 Highland Rd.,Bars/Clubs,Baton Rouge ,LA,1988,,,,3/25/2022 4:37pm
2687,C'Est La Guerre,"(D),(L)",,607 N. University,Bars/Clubs,Lafayette,LA,1988,,,,3/25/2022 4:37pm
2688,Corky's ,(*),(Cruisy),400 General Morton,"Bars/Clubs,Cruising Areas",Lafayette,LA,1988,,,,3/25/2022 4:37pm
2689,Flamingo ,(L),,103 E. Main,Bars/Clubs,Lafayette,LA,1988,,,,3/25/2022 4:37pm
2690,Frank's Neighborhood,(PT),(Late*) ,1807 Jefferson,Bars/Clubs,Lafayette,LA,1988,,,,3/25/2022 4:37pm
2691,Strokes,"(YC),(D),(V),(*)",(Disco),408 Maurice St.,Bars/Clubs,Lafayette,LA,1988,,,,3/25/2022 4:37pm
2696,Paragon ,"(YC),(D),(*)",(Disco),1501 Broad St.,Bars/Clubs,Lake Charles,LA,1988,,,,3/25/2022 5:37pm
2697,Corky's Lounge ,"(L),(YC),(D),(S),(*)","(Some L, YC) ",105 Melvyn Dr.,Bars/Clubs,Monroe,LA,1988,,,,3/25/2022 5:37pm
2698,Steak & Egg ,"(R),(M),(C),(RT),(AH)",(Some RT),507 Louisville Ave.,Restaurant,Monroe,LA,1988,,,,3/25/2022 5:37pm
2705,Airline Adult Books,(AYOR),(Kenner),1824 Airline Hwy ,"Book Store,Erotic Shop",New Orleans,LA,1988,,,,3/25/2022 5:37pm
2706,All American Boy ,,(Clothing) ,1034 Royal St.,Business,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2708,Back Door ,,(Gretna),827 Derbigny ,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2709,Blue Odyssey Club,"(S),(E)",(Go go boys)(Drag show)(Metairie),2820 Lime St. ,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2710,Bon Maison Guest House,"(*),(H)",(504) 561-8498,835 Bourbon St.,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2711,Bourbon Pub,"(YC),(*),(D)",(Disco-D upstairs at the 'Parade')(Game room)(Cruisy) ,801 Bourbon St.,"Bars/Clubs,Cruising Areas",New Orleans,LA,1988,,,,6/12/2022 12:25pm
2712,Bourgoyne Guest House,"(*),(H)","(H & apts.)(Check-in, see 'Washing Well Laundryteria' next door)(504) 525-3983",839 Bourbon St. ,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2713,Bunks-by-the-Bayou ,(B&B),"P.O. Box 71585, N.O. 70172 (504) 525-6028",1001 N. Rampart ,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2714,Cafe Lafitte in Exile,(*),(Cruisy) ,901 Bourbon St.,"Restaurant,Cruising Areas",New Orleans,LA,1988,,,,3/25/2022 5:37pm
2715,Cafe Sbisa ,"(R),(M)",(Seafood R) ,1011 Decatur St.,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2716,Cattleman's Club,(C&W),,834 N. Rampart St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2717,Changes ,"(L),(E),(*)",,308 N. Rampart,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2718,Chaps,"(N),(M),(R)",(Punk/New Wave),1401 St. Charles St.,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2719,Charlene's ,"(*),(L)",(Cl. Mon.) ,940 Elysian Fields,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2720,Clover Grill,"(R),(M)",,900 Bourbon St.,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2721,Club Body Center,"(IGHC),(*)",(Upstairs),515 Toulouse St.,Bathhouses,New Orleans,LA,1988,,,,5/8/2022 10:19am
2722,Coffee Pot,"(R),(M)",,714 St. Peter,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2723,Corner Pocket,(*),(Go go boys),940 St. Louis,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2724,Corral ,"(W),(PT),(*),(SM)",(Above Lafitte's) ,901 Bourbon St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2725,Country Club,"(R),(D),(P)",(Bar & R)(Pool) ,634 Louisa St.,"Restaurant,Bars/Clubs",New Orleans,LA,1988,,,,3/25/2022 5:37pm
2726,Diane's ,"(D),(PT)", (Jefferson Tnshp.),2317 Jefferson Hwy.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2727,Express Games & Entertainment,,(Gretna),43 Westbank Expsy. ,Business,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2728,Fatted Calf,"(*),(R)",(Hamburgers*) ,727 St. Peter St.,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2729,Faubourg Marigny Book Store ,,,600 Frenchmen St.,Book Store,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2730,Feelings Cafe,"(*),(R),(M)",,2600 Chartres St.,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2731,Four Seasons ,"(*),(D),(PT)",(Patio)(Metairie),3229 Causeway ,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2732,Frenchmen,"(*),(R),(H)",A Hotel (Pool)(504) 948-2166,417 Frenchmen St. ,"Hotel,Restaurant",New Orleans,LA,1988,,,,3/25/2022 5:37pm
2733,Friendly Bar ,(N),,2301 Chartres St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2734,Gartrell Travel Service ,(IGTA),,433 Gravier Street,Travel Service,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2735,Golden Lantern,(OC),,1239 Royal St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2736,Golden Star Steak House ,"(M),(R)",,911 Decatur St.,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2737,Gregory's ,(RT),"(Hustlers, RT, Drags) ",439 Dauphine,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2738,Hairy Dog ,(N),(Fun days*) at Toulouse,540 Burgundy,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2740,Hooter's ,"(OC),(SM),(*),(F&S)",(Some OC/SM)  ,820 N. Rampart,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2741,I-Beam ,(N),(Marrero),1302 Alio St. ,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2743,Jason's,"(M),(N)",,2601 Royal St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2744,Jewel's Tavern,(*),(Cruisy) ,1207 Decatur St.,"Bars/Clubs,Cruising Areas",New Orleans,LA,1988,,,,3/25/2022 5:37pm
2745,Lafitte Guest House ,"(IGTA),(H),(M)",,1003 Bourbon St.,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2747,La Peniche ,(R),,1940 Dauphine,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2748,Legends ,(N),,409 Decatur St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2749,Libations,(D),(Disco) (Metairie),3619 18th St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2750,Lucille's & Friends ,,,626 St. Philip,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2751,Mama Rosa,"(R),(M)",(Pizza R) ,616 N. Rampart,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2752,Midtowne Spa ,"(IGHC),(*)",(Baths),700 Baronne St.,Bathhouses,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2753,Mint,"(PE),(YC),(*)","(YC, PE)(Lunch)(Cruisy) ",504 Esplanade,"Bars/Clubs,Cruising Areas",New Orleans,LA,1988,,,,3/25/2022 5:37pm
2754,Mississippi River Bottom ,(PT),(Patio PT)(Open 24hrs.) ,515 St. Philip,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2755,New Orleans Guest House,(H),,1118 Ursulines,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2756,906 Mazant,"(M),(H)",at Burgundy,906 Mazant ,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2757,Orleans Travel,(IGTA),,712 Orleans St.,Travel Service,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2758,Other Side,"(*),(L)",, 621 Elysian Fields,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2759,Pasta Passions,"(M),(R)",,95 French Market PI.,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2760,Paw Paw's ,"(SM),(W),(*)","(SM, W)(Cruisy bar in back) ",700 Burgundy,"Bars/Clubs,Cruising Areas",New Orleans,LA,1988,,,,6/12/2022 12:26pm
2761,Phoenix,"(N),(OC)",,941 Elysian Fields,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2763,Petunia's,"(M),(R)",,817 St. Louis,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2764,Quarter Scene ,(R),(May be open 24 hrs.) at Dauphine,900 Dumaine ,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2765,Rawhide Mining Co.,"(PT),(*)",,740 Burgundy,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2766,Refuge ,"(YC),(OC),(*)",(Some YC/OC)(Happy hour) ,1041 Royal St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2767,Round Up ,"(RT),(PT)",(Hustlers)(Drags),819 St. Louis,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2768,Royal Barracks Guest House ,,(504)529-7269,717 Barracks St.,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2769,Russland Enterprises ,,"(Books, novelties, etc.)",425 Bourbon St.,Book Store,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2771,Sidney's News Stand ,,(Books),917 Decatur St.,Book Store,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2772,Sidney's News Stand ,,(Books),1332 S. Carrolton,Book Store,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2773,Sounds of Brazil ,"(M),(D)",(Very M) ,721 Bourbon St.,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:37pm
2774,Tortilla Flats ,(R),(Mexican R) at Decatur,501 Esplanade ,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:38pm
2775,Ultimate Male,, (Leather) At Paw Paw's,700 Burgundy,Erotic Shop,New Orleans,LA,1988,,,,3/25/2022 5:38pm
2776,Ursuline Guest House ,"(H),(IGTA),(V),(*)",('Hot'tub)(All-male) (504)525-8509,708 Ursulines,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:39pm
2777,Van Gogh's Ear ,(*),"(Cards, records, gifts) ",909 Bourbon St.,Business,New Orleans,LA,1988,,,,3/25/2022 5:38pm
2778,Vera Cruz,"(M),(R)",(Mexican R) 1141 Decatur,1141 Decatur,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:39pm
2779,Vieux Carre Motor Lodge ,"(M),(H)",,920 N. Rampart St.,Hotel,New Orleans,LA,1988,,,,3/25/2022 5:39pm
2780,Warehouse ,(PT),(Hustlers) ,740 Dauphine,Bars/Clubs,New Orleans,LA,1988,,,,3/25/2022 5:39pm
2781,Wendel's ,"(M),(R)",,1001 Esplanade,Restaurant,New Orleans,LA,1988,,,,3/25/2022 5:40pm
2782,Wolfendales ,"(PT),(V)",(Patio)(Cruisy),834 N. Rampart St.,"Bars/Clubs,Cruising Areas",New Orleans,LA,1988,,,,3/25/2022 5:40pm
2794,Bubba's,"(*),(YC),(D)",(Tops)(Disco)(Bozier City),2320 E. Texas ,Bars/Clubs,Shreveport,LA,1988,,,,3/25/2022 5:42pm
2795,Fun Shop ,,"(Books, etc.) ",103 Texas Dr.,Book Store,Shreveport,LA,1988,,,,3/25/2022 5:42pm
2796,Korner ,,(Bobby's) ,800 Louisiana Ave.,Bars/Clubs,Shreveport,LA,1988,,,,3/25/2022 5:42pm
2797,Lee's Cafe & Bar ,,,728 Louisiana,"Bars/Clubs,Restaurant",Shreveport,LA,1988,,,,3/25/2022 5:42pm
2798,Monte's Lounge,(D),(Disco),1605 Marshall,Bars/Clubs,Shreveport,LA,1988,,,,3/25/2022 5:42pm
2804,Old Lyons House ,"(M),(H),(B&B)",(318) 589-2903,1335 Horridge St. ,Hotel,Vinton,LA,1988,,,,3/25/2022 5:43pm
2805,Papa Joe's,"(R),(YC),(D),(L),(*)",(Best Sat.) (Disco),80 Water St.,"Restaurant,Bars/Clubs",Augusta,ME,1988,,,,3/25/2022 7:05pm
2811,Lobsterland Restaurant ,"(M),(YC),(D)",(Disco) ('Back Room') (After 9pm*) ,117 Blake St.,"Bars/Clubs,Restaurant",Lewiston,ME,1988,,,,3/25/2022 7:12pm
2812,Paris Book Store,,,297 Lisbon St.,Book Store,Lewiston,ME,1988,,,,3/25/2022 7:12pm
2813,Sportsman,,,1 Bates St.,Bars/Clubs,Lewiston,ME,1988,,,,6/12/2022 12:02pm
2819,Gov. Wm. F. King Guest House,"(H),(M)",,89 Shore Rd.,Hotel,Ogunquit,ME,1988,,,,3/25/2022 7:19pm
2820,Grenadier Motor Inn,"(M),(H),(R)",,64 S. Main St.,"Hotel,Restaurant",Ogunquit,ME,1988,,,,3/25/2022 7:19pm
2823,Seafare lnn,"(H),(*)",(207) 646-2181,24 Shore Rd. ,Hotel,Ogunquit,ME,1988,,,,3/25/2022 7:22pm
2824,The Inn at Tall Chimney,"(H),(*)",,37 Main St.,Hotel,Ogunquit,ME,1988,,,,3/25/2022 7:22pm
2826,Yellow Monkey Guest House,(H),,44 Main St.,Hotel,Ogunquit,ME,1988,,,,3/25/2022 7:23pm
2830,Cycles ,"(SM),(W),(D),(*)","(Some S M ,W)",59 Center St.,Bars/Clubs,Portland,ME,1988,,,,3/25/2022 7:26pm
2831,Entrenous,(L),,117 Spring St.,Bars/Clubs,Portland,ME,1988,,,,6/12/2022 11:03am
2833,Underground,"(*),(YC),(D),(L)",(Disco) (Some L) ,3 Spring St.,Bars/Clubs,Portland,ME,1988,,,,3/25/2022 7:27pm
2834,Woodford Cafe ,"(R),(M)",(Piano bar),119 Spring St.,"Bars/Clubs,Restaurant",Portland,ME,1988,,,,3/25/2022 7:28pm
2838,Treasure Chest II Bookstore,,,25 College Ave.,Book Store,Waterville,ME,1988,,,,3/25/2022 7:30pm
2842,Little Campus Inn,"(M),(R)",,63 Maryland Ave.,Restaurant,Annapolis,MD,1988,,,,3/25/2022 7:36pm
2843,Admiral's Cup,"(PE),(M),(R)",(Fells Pt.),1645 Thames St. ,Restaurant,Baltimore,MD,1988,,,,3/25/2022 7:37pm
2844,Allegro,(N),,1101 Cathedral,Bars/Clubs,Baltimore,MD,1988,,,,6/12/2022 12:10pm
2845,Atlantis,"(*),(YC),(D)",(Disco) (Go go boys),615 Fallsway ,Bars/Clubs,Baltimore,MD,1988,,,,6/13/2022 9:20am
2847,Bernie'sSpeakeasy,(OC),(Fells Pt.),1735 Bank St.,Cruising Areas,Baltimore,MD,1988,,,,3/25/2022 7:40pm
2848,Block News,(M),(Books & erotica),420 E. Baltimore,"Book Store,Erotic Shop",Baltimore,MD,1988,,,,3/25/2022 7:44pm
2849,Butterfly,"(L),(D)",,4119 E. Lombard,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 7:44pm
2851,Club Mitchell,"(L),(D),(PT)",,1003 E. Pratt,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 7:46pm
2854,Drinkery,(OC),(Some OC),205 W. Read,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 7:47pm
2855,Embassy Travel,(IGTA),,3501 St. Paul St.,Travel Service,Baltimore,MD,1988,,,,3/25/2022 7:48pm
2856,Fifteen West,(AH),(Should click),15 W. Eager St.,Bars/Clubs,Baltimore,MD,1988,,,,6/12/2022 11:04am
2857,Fran's ,(L),(Some L),2127 E. Pratt,Bars/Clubs,Baltimore,MD,1988,,,,6/12/2022 11:04am
2858,G & G ,(B),,4909 Edmington,Bars/Clubs,Baltimore,MD,1988,,,,6/12/2022 11:05am
2859,Gallery,"(*),(SM),(W),(R)",,1735 Maryland,Restaurant,Baltimore,MD,1988,,,,3/25/2022 7:51pm
2860,Shipmates Room,,(In rear),1735 Maryland,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 7:51pm
2861,Gay Community Center,,(301) 837-5445,241 W. Chase St.,Community Center/Support Group,Baltimore,MD,1988,,,,3/25/2022 8:08pm
2863,Go West,"(W),(OC),(*)",(Levi)(Some OC)(Opens 11am) (Also 'Loft' & 'Deck'),228 Park Ave.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:09pm
2864,Great American Melting Pot ,"(PE),(M),(R)",('Gampy's') (Sun. brunch*) ,904 N. Charles St.,Restaurant,Baltimore,MD,1988,,,,3/25/2022 8:10pm
2865,Hats,(B),,419 N. Paca,Bars/Clubs,Baltimore,MD,1988,,,,6/12/2022 11:06am
2867,Hippo,"(*),(YC),(D),(PT),(V)",(Unisex)(Disco)('Tops'),1 W. Eager at Charles,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:13pm
2869,Lambda Rising,(*),(Book store),241 W. Chase St.,Book Store,Baltimore,MD,1988,,,,3/25/2022 8:14pm
2870,Last Stop,"(WE),(AH),(B),(L)","(WE-AH)(Some B,L)",616 Eutaw St.,Bars/Clubs,Baltimore,MD,1988,,,,6/12/2022 11:15am
2871,Leather Underground,,(Shop & dungeon),136 W. Read St.,Erotic Shop,Baltimore,MD,1988,,,,3/25/2022 8:15pm
2872,Leon's,"(OC),(*)",(Some OC) (Adj. R),870 Park Ave.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:16pm
2873,Lynn's ,,(Patio),774 Washington,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:16pm
2875,Men's Room,,(Clothing),202 W. Reed St.,Business,Baltimore,MD,1988,,,,3/25/2022 8:17pm
2876,New Masquerade,"(*),(L),(PT),(S),(D)",(Disco),504 S. Haven St.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:18pm
2877,New Port in a Storm,(L),, 4330 E. Lombard,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:21pm
2878,Now Voyager,(N),,139 N. Mulberry St.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:21pm
2879,Numbers,"(L),(B),(D)","(Some L, B)(Disco)",2312 Boston St.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:22pm
2880,Paradise,(B),,1302 Laurens St.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:22pm
2882,Porthole,(PT),,511 Gorsuch Ave.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:24pm
2883,Crows Nest,(R),,511 Gorsuch Ave.,Restaurant,Baltimore,MD,1988,,,,3/25/2022 8:24pm
2884,Senator Bar,"(E),(OC)",(Some OC) (Tired) ,614 N. Howard,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:25pm
2885,Sportsman,,,412 Park Ave.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:25pm
2886,Studio,(R),(Adj. Gallery) ,1735 Maryland Ave.,Restaurant,Baltimore,MD,1988,,,,3/25/2022 8:26pm
2888,31st St. Book Store ,,,425 E. 31st St.,Book Store,Baltimore,MD,1988,,,,3/25/2022 8:26pm
2889,Tikki's,"(B),(L)",(Some L),616 W. Lexington St.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:27pm
2890,Turf Lounge,(B),,226 W. Fayette St.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:28pm
2891,Unicorn ,(D),,2218 Boston St.,Bars/Clubs,Baltimore,MD,1988,,,,3/25/2022 8:28pm
2906,Salisbury News Agency,,(Adult books),616 S. Salisbury Rd.,"Cruising Areas,Book Store,Erotic Shop",Salisbury,MD,1988,,,,3/25/2022 8:40pm
2908,Towson Books,(M),,516 York Rd.,Book Store,Towson,MD,1988,,,,3/25/2022 8:43pm
2914,Always Tan,,,279 Newbury St.,Business,Boston,MA,1988,,,,3/25/2022 8:53pm
2915,Art I Cinema,,,204 Tremont,Theatre,Boston,MA,1988,,,,3/25/2022 8:53pm
2920,Boston Eagle,"(SM),(W),(*)",,520 Tremont St. at Berkeley,Bars/Clubs,Boston,MA,1988,,,,6/12/2022 10:56am
2921,Boston Ramrod,"(SM),(W),(*)",,1254 Boylston St.,Bars/Clubs,Boston,MA,1988,,,,6/12/2022 10:56am
2922,Box Office Video,,,160 Newbury,Business,Boston,MA,1988,,,,4/8/2022 5:14pm
2923,Breakfast Club,"(R),(AH)",(R-AH),2000 Brookline,Restaurant,Boston,MA,1988,,,,4/8/2022 5:15pm
2924,Buddenbrooks,(M),(Books),753 Boylston St.,Book Store,Boston,MA,1988,,,,4/8/2022 5:15pm
2925,Cafe Amalfi,(R),,8-10 Westland,Restaurant,Boston,MA,1988,,,,4/8/2022 5:16pm
2926,Cafe Calypso ,"(M),(R)",,578 Tremont St.,Restaurant,Boston,MA,1988,,,,4/8/2022 5:19pm
2927,Capiccio Pui,"(M),(R)",,553 Tremont,Restaurant,Boston,MA,1988,,,,4/8/2022 5:19pm
2929,Chaps,"(*),(W),(D)",(Sun. T-D) (Disco) (Enter off Blagden),27 Huntington Ave.,Bars/Clubs,Boston,MA,1988,,,,4/8/2022 5:21pm
2931,City Travel,(IGTA),, 75 Kneeland St.,Travel Service,Boston,MA,1988,,,,4/8/2022 5:23pm
2932,Club Cafe,"(R),(*)",,209 Columbus,Restaurant,Boston,MA,1988,,,,4/8/2022 5:24pm
2933,Club 297,"(AH),(F&S)",,297 Franklin St.,Bars/Clubs,Boston,MA,1988,,,,6/12/2022 11:00am
2934,Commonwealth Grill,"(R),(*)",,111 Dartmouth,Restaurant,Boston,MA,1988,,,,4/8/2022 5:26pm
2935,Dignity,,(Church),355 Boylston St.,Religious Institution,Boston,MA,1988,,,,4/8/2022 5:27pm
2936,Downtown Cafe,(R),,12 La Grange St.,Restaurant,Boston,MA,1988,,,,4/8/2022 5:27pm
2937,Eighty-Two Chandler,(B&B),,82 Chandler St.,Hotel,Boston,MA,1988,,,,4/8/2022 5:29pm
2938,Fantasies Downtown ,(S),,1 Appleton St.,Bars/Clubs,Boston,MA,1988,,,,6/12/2022 11:03am
2939,Fenway Comm. Health Center,,,16 Haviland St.,Health Clinic,Boston,MA,1988,,,,6/12/2022 12:19pm
2942,Gay & Lesbian Counseling Service & GLAD,,(617) 542-5188,600 Washington St.,Organization,Boston,MA,1988,,,,4/8/2022 5:32pm
2943,Glad Day Books,(*),,43 Winter St.,Book Store,Boston,MA,1988,,,,4/8/2022 5:33pm
2944,G.C.N .,,(Publication) ,167 Tremont St.,Publications,Boston,MA,1988,,,,4/8/2022 5:34pm
