ID,Title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,Year,notes,dateadded,lastmodified
34,Top of the Rail,(Disco) (Above Brass Rail),12 S. Mt. Vernon,Atlantic City,NJ,"(P),(L),(*),(D)",Bars/Clubs,,,1980,,3/13/2020 8:25pm,7/23/2020 7:21pm
39,Lambda Book Store ,,P.O. Box 248 Belvidere 07823,Belvidere,NJ,,Book Store,,,1980,,3/13/2020 8:27pm,7/23/2020 7:21pm
40,Egyptian Baths,(201) 295-4900,1714 Hwy. 88,Brick Town,NJ,,Baths,,,1980,,3/13/2020 8:28pm,7/23/2020 7:21pm
41,Club Camden Baths,(Some SM),1498 Broadway,Camden,NJ,,Baths,,,1980,,3/13/2020 8:29pm,7/23/2020 7:21pm
42,Lamplighter Lounge ,(7th & Linden Sts.),5 Northgate Center,Camden,NJ,(D),Bars/Clubs,,,1980,,3/13/2020 8:30pm,7/23/2020 7:21pm
43,Towne House Health Club,(Baths) ,728 Cooper St.,Camden,NJ,"(P),(YC)",Baths,,,1980,,3/13/2020 8:31pm,7/23/2020 7:21pm
45,Gatsby's ,(Disco) Next to Garden St. Race track (Rte. 70) (See ad next pg.),2310 W. Marlton Pike,Cherry Hill,NJ,"(YC),(D),(*)",Bars/Clubs,,,1980,,3/13/2020 8:32pm,7/23/2020 7:21pm
46,New Lun ,,230 Ackerman Ave.,Clifton,NJ,,Bars/Clubs,,,1980,,3/13/2020 8:33pm,7/23/2020 7:21pm
49,Charlie's West,(3 bars) (Disco) (W - cruise bar),536 Main St.,East Orange,NJ,"(*),(YC),(D),(E),(W),Cruisy Area",Cruising Areas,,,1980,,3/13/2020 8:46pm,7/23/2020 7:21pm
50,Penelope's,(Disco) (Many L),611 Central Ave.,East Orange,NJ,"(D),(L)","Cruising Areas,Bars/Clubs",,,1980,,3/13/2020 8:46pm,7/23/2020 7:21pm
53,Old Bailey Disco,(Disco) (3 bars),17 Broad St.,Elizabeth,NJ,"(*),(E),(YC),(D),(PT),(S)",Bars/Clubs,,,1980,,3/13/2020 8:49pm,7/23/2020 7:21pm
54,My Sister's Place,"(Feminist books, ect.)",100 Main St.,Ft. Lee,NJ,,Book Store,,,1980,,3/13/2020 8:51pm,7/23/2020 7:21pm
55,Ladybug Inn,,6803 Bergen Line Ave.,Guttenberg,NJ,,Bars/Clubs,,,1980,,3/13/2020 8:51pm,7/23/2020 7:21pm
61,Grape Vine,(Disco),2005 E. Linden,Linden,NJ,"(D),(*)",Bars/Clubs,,,1980,,3/13/2020 8:57pm,7/23/2020 7:21pm
63,Club Newark Baths,(Some SM),49 Broadway,Newark,NJ,"(*),(SM)",Baths,,,1980,,3/13/2020 8:58pm,7/23/2020 7:21pm
64,Murphy's Tavern,,59 Edison Pl.,Newark,NJ,"(*),(B),(D)",Bars/Clubs,,,1980,,3/13/2020 8:58pm,7/23/2020 7:21pm
65,Manny's Den,"(Some YC, L) (Disco) (D & OC in back) (May be moving)",111 Albany St.,New Brunswick,NJ,"(*),(YC),(L),(D),(OC)",Bars/Clubs,,,1980,,3/13/2020 9:10pm,7/23/2020 7:21pm
68,Fantasia,(Disco),15 Howe Ave.,Pasaic,NJ,"(*),(D),(YC)",Bars/Clubs,,,1980,,3/13/2020 9:20pm,7/23/2020 7:21pm
69,Disco Cave,(Disco),389 Madison Ave.,Paterson,NJ,(D),Bars/Clubs,,,1980,,3/13/2020 9:20pm,7/23/2020 7:21pm
70,Musical Bar,,210 S. Main,Phillipsburg,NJ,(D),Bars/Clubs,,,1980,,3/13/2020 9:24pm,7/23/2020 7:21pm
72,Annex,,128 Nassau,Princeton,NJ,"(M),(YC)",Bars/Clubs,,,1980,,3/13/2020 9:24pm,7/23/2020 7:21pm
75,Feather's Disco,"(Disco) (4 bars, 2 dance floors) ",77 Kinderkamack Rd.,River Edge,NJ,"(YC),(D),(*)",Bars/Clubs,,,1980,,3/13/2020 9:24pm,7/23/2020 7:21pm
76,Sea Shell,(Some L),21 Ferry St.,South River,NJ,"(L),(D),(R)",Restaurant,,,1980,,3/13/2020 9:24pm,7/23/2020 7:21pm
77,Casa Lido,(Disco) (SM - W - downstairs 'back room'),120 S. Warren St.,Trenton,NJ,"(D),(R),(PT),(SM),(W),(*)","Bars/Clubs,Restaurant",,,1980,,3/13/2020 9:24pm,7/23/2020 7:21pm
78,Club 21 ,(Lunches Tues. - Fri.) (Snacks),21 S. Warren St.,Trenton,NJ,"(*),(OC)",Bars/Clubs,,,1980,,3/13/2020 9:25pm,7/23/2020 7:21pm
79,Wooden Indian ,,677 S. Broad,Trenton,NJ,"(L),(*)",Bars/Clubs,,,1980,,3/13/2020 9:26pm,7/23/2020 7:21pm
81,Zodiac Lounge,(Disco),1500 S. Clinton,Trenton,NJ,"(YC),(D),(*)",Bars/Clubs,,,1980,,3/13/2020 9:26pm,7/23/2020 7:21pm
83,Fancy's ,"(Disco) (Some L, Latins)",708 West St.,Union City,NJ,"(D),(L)",Bars/Clubs,,,1980,,3/13/2020 9:27pm,7/23/2020 7:21pm
84,Nite Lite Disco,(Disco),509 22nd St.,Union City,NJ,"(L),(D)",Bars/Clubs,,,1980,,3/13/2020 9:27pm,7/23/2020 7:21pm
85,Cabaret,(Disco) (Cruisy),457 Paterson Ave.,Wallington,NJ,"(L),(D),(*)","Cruising Areas,Bars/Clubs",,,1980,,3/13/2020 9:27pm,7/23/2020 7:21pm
88,Albion Hotel & Motel,,102 2nd Ave.,Asbury Park,NJ,"(M),(H)",Hotels,,,1979,,3/13/2020 9:29pm,7/23/2020 7:21pm
89,Archie's,,312 Cookman Ave.,Asbury Park,NJ,"(R),(D),(*)","Restaurant,Bars/Clubs",,,1979,,3/14/2020 2:42am,7/23/2020 7:21pm
90,Asbury Hudson ,(3rd & 4th floors) ,331 Cookman,Asbury Park,NJ,(H),Hotels,,,1979,,3/14/2020 2:45am,7/23/2020 7:21pm
91,Blue Note,,707 Bangs Ave.,Asbury Park,NJ,"(OC),(E),(*)",Bars/Clubs,,,1979,,3/14/2020 2:45am,7/23/2020 7:21pm
92,Colony Baths,('Flicks' & beer - open all year) ,500 Summerfield Ave.,Asbury Park,NJ,"(P),(*)",Baths,,,1979,,3/14/2020 2:45am,7/23/2020 7:21pm
93,M & K Tavern ('Paul'),"(Some YC, G, B) (Disco) (Swim pool)",329 Cookman Ave.,Asbury Park,NJ,"(YC),(G),(B),(*),(D),(S)",Bars/Clubs,,,1979,,3/14/2020 2:46am,7/23/2020 7:21pm
94,Odyssey ,(Many G) (Disco),427 Cookman Ave.,Asbury Park,NJ,"(G),(D),(*)",Bars/Clubs,,,1979,,3/14/2020 2:47am,7/23/2020 7:21pm
98,B & G Bookstore,,1904 Atlantic Ave.,Atlantic City,NJ,(M),Book Store,,,1979,,3/14/2020 2:48am,7/23/2020 7:21pm
99,Book City U.S.A.,,1524 Pacific Ave.,Atlantic City,NJ,,Book Store,,,1979,,3/14/2020 2:48am,7/23/2020 7:21pm
100,Brass Rail Bar ,(Some G) (Best late after others close),12 S. Mt. Vernon Ave.,Atlantic City,NJ,"(D),(G)",Bars/Clubs,,,1979,,3/14/2020 2:49am,7/23/2020 7:21pm
101,Carroll Hotel ,,146 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1979,,3/14/2020 2:49am,7/23/2020 7:21pm
102,Ceil's Saratoga Bar,,205 S. New York Ave.,Atlantic City,NJ,"(S),(D)",Bars/Clubs,,,1979,,3/14/2020 2:49am,7/23/2020 7:21pm
103,Chester Inn,,132 S. New York Ave.,Atlantic City,NJ,"(H),(*)",Hotels,,,1979,,3/14/2020 2:50am,7/23/2020 7:21pm
104,Chester Lounge,(Disco) (Best all year bar - side entrance or through hotel),132 S. New York Ave.,Atlantic City,NJ,"(*),(YC),(D)","Bars/Clubs,Hotels",,,1979,,3/16/2020 1:06am,7/23/2020 7:21pm
105,Chez Disco,"(Many B) (One side for guys, other for gals) (Summer only *) Above Chez Paree",183 S. New York Ave.,Atlantic City,NJ,"(YC),(B),(D),(*)",Bars/Clubs,,,1979,,3/16/2020 1:07am,7/23/2020 7:21pm
106,Chez Paree,(Some G) (Disco) ,183 S. New York Ave.,Atlantic City,NJ,"(*),(D),(G)",Bars/Clubs,,,1979,,3/16/2020 1:08am,7/23/2020 7:21pm
107,Cinema Follies ,"(Books, 'flicks', games & other games) (Side entrance, Grand Hotel)",122 S. New York Ave.,Atlantic City,NJ,"(P),(YC),(*)","Hotels,Theatre,Business",,,1979,,3/16/2020 1:09am,7/23/2020 7:21pm
108,Club Atlantic City Baths ,(Looks promising),149 S. Kentucky Ave.,Atlantic City,NJ,,Baths,,,1979,,3/16/2020 1:09am,7/23/2020 7:21pm
111,Davenport Hotel,,116 S. So. Carolina Ave.,Atlantic City,NJ,(H),Hotels,,,1979,,3/16/2020 1:10am,7/23/2020 7:21pm
110,Deck Guest House,,117 S. Westminster,Atlantic City,NJ,,Bars/Clubs,,,1979,,3/16/2020 1:10am,7/23/2020 7:21pm
112,Dee's Truck Stop,,178 S. New York Ave.,Atlantic City,NJ,"(M),(R)",Restaurant,,,1979,,3/16/2020 1:11am,7/23/2020 7:21pm
113,Entertainer's Club,an alley off New York nr. the Boardwalk,169 S. Westminster,Atlantic City,NJ,"(OC),(*)",Bars/Clubs,,,1979,,3/16/2020 1:11am,7/23/2020 7:21pm
114,Grand Central Resort,"(Includes 'After Dark' E, M&M Disco, & R - Plans for showbar & baths)",149 S. Kentucky Ave.,Atlantic City,NJ,"(H),(*),(E),(R)","Hotels,Restaurant",,,1979,,3/16/2020 1:16am,7/23/2020 7:21pm
109,Grand Hotel,,122 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1979,,3/16/2020 1:09am,7/23/2020 7:21pm
115,Holiday House ,,145 S. New York Ave.,Atlantic City,NJ,"(M),(H)",Hotels,,,1979,,3/16/2020 1:18am,7/23/2020 7:21pm
116,Kappa Gamma Phi Fraternity ,,159 S. Westminster,Atlantic City,NJ,"(P),(H)",Hotels,,,1979,,3/16/2020 1:21am,7/23/2020 7:21pm
117,Lark Inn,at the Boardwalk,174 S. New York Ave.,Atlantic City,NJ,"(YC),(D),(PT),(*)",Bars/Clubs,,,1979,,3/16/2020 1:21am,7/23/2020 7:21pm
118,Lyle's ,(Breakfast & lunch),120 S. New York,Atlantic City,NJ,(R),Restaurant,,,1979,,3/16/2020 1:22am,7/23/2020 7:21pm
119,Mama Mott's ,(Italian R),151 S. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,1979,,3/16/2020 1:22am,7/23/2020 7:21pm
120,M & M Lounge,(Disco) (Summers only),156 S. Westminster,Atlantic City,NJ,"(YC),(D),(*)",Bars/Clubs,,,1979,,3/16/2020 1:23am,7/23/2020 7:21pm
121,New Rendezvous,,137 S. New York Ave.,Atlantic City,NJ,,Bars/Clubs,,,1979,,3/16/2020 1:23am,7/23/2020 7:21pm
122,Ocean House,,127 S. Ocean Ave.,Atlantic City,NJ,(H),Hotels,,,1979,,3/16/2020 1:23am,7/23/2020 7:21pm
123,Ramrod,(Summers *) (Above Lark Inn),174 S. New York Ave.,Atlantic City,NJ,"(*),(W),(SM)",Bars/Clubs,,,1979,,3/16/2020 1:24am,7/23/2020 7:21pm
124,Summer Guest House ,,153 S. Westminster,Atlantic City,NJ,(H),Hotels,,,1979,,3/16/2020 1:24am,7/23/2020 7:21pm
125,Spruce Hotel,,181 S. New York Ave.,Atlantic City,NJ,"(M),(H)",Hotels,,,1979,,3/16/2020 1:24am,7/23/2020 7:21pm
126,Top of the Rail,(Above Brass Rail),12 S. Mt. Vernon,Atlantic City,NJ,"(P),(G),(D)",Bars/Clubs,,,1979,,3/16/2020 1:25am,7/23/2020 7:21pm
127,United Book Store,,1826 Atlantic ,Atlantic City,NJ,,Book Store,,,1979,,3/16/2020 1:25am,7/23/2020 7:21pm
131,Club Camden Baths,(Some SM),1498 Broadway,Camden,NJ,(SM),Baths,,,1979,,3/16/2020 1:27am,7/23/2020 7:21pm
132,Lamplighter Lounge,(7th & Linden Sts.),5 Northgate Center,Camden,NJ,(D),Bars/Clubs,,,1979,,3/16/2020 1:28am,7/23/2020 7:21pm
133,Towne House Health Club,(Baths),728 Cooper St.,Camden,NJ,"(*),(P),(YC)",Baths,,,1979,,3/16/2020 1:29am,7/23/2020 7:21pm
135,Kahan's Ugly Mug Tavern,,424 Washington,Cape May,NJ,,Bars/Clubs,,,1979,,3/16/2020 1:30am,7/23/2020 7:21pm
136,New Lun,,230 Ackerman Ave.,Clifton,NJ,,Bars/Clubs,,,1979,,3/16/2020 1:30am,7/23/2020 7:21pm
138,Penelope's,(Disco) (2 floors),611 Central Ave.,East Orange,NJ,"(YC),(D),(*)",Bars/Clubs,,,1979,,3/16/2020 1:31am,7/23/2020 7:21pm
141,Barrel House,(Disco),40 W. Grand Ave.,Elizabeth,NJ,"(D),(*)",Bars/Clubs,,,1979,,3/16/2020 1:56am,7/23/2020 7:21pm
142,Ram ,(Disco),254 N. Broad,Elizabeth,NJ,"(YC),(D),(*)",Bars/Clubs,,,1979,,3/16/2020 1:56am,7/23/2020 7:21pm
143,Ladybug Inn,,6803 Bergen Line Ave.,Guttenberg,NJ,,Bars/Clubs,,,1979,,3/16/2020 1:57am,7/23/2020 7:21pm
144,The Bell,(Disco) (3 bars & Game room) opp Bloomingdale's 4 mi. W of Geo Washington Bridge ,41 Rte. 4 ,Hackensack,NJ,"(*),(YC),(D),(PT)",Bars/Clubs,,,1979,,3/16/2020 1:57am,7/23/2020 7:21pm
145,Pathway Lounge,(Latins),Grove St. Station,Jersey City,NJ,"(RT),(B)",Bars/Clubs,,,1979,,3/16/2020 1:59am,7/23/2020 7:21pm
151,Labertville House,,Old Rte. 202,Lambertville,NJ,"(M),(H),(R)",Restaurant,,,1979,,3/16/2020 2:01am,7/23/2020 7:21pm
152,Inkwell,(Best late),614 2nd Ave.,Long Branch,NJ,"(M),(R)",Restaurant,,,1979,,3/16/2020 2:02am,7/23/2020 7:21pm
154,Club Newark Baths,(Some SM),49 Broadway,Newark,NJ,"(*),(SM)",Baths,,,1979,,3/16/2020 2:03am,7/23/2020 7:21pm
155,Murphy's Tavern,,59 Edison Pl.,Newark,NJ,"(B),(D),(*)",Bars/Clubs,,,1979,,3/16/2020 2:03am,7/23/2020 7:21pm
156,Manny's Den,"(Some YC, G) (Disco) in back",111 Albany St.,New Brunswick,NJ,"(YC),(G),(D),(OC),(*)",Bars/Clubs,,,1979,,3/16/2020 2:04am,7/23/2020 7:21pm
157,Lion's Den,(Disco),52 Garden St.,Pasaic,NJ,"(G),(D)",Bars/Clubs,,,1979,,3/16/2020 2:04am,7/23/2020 7:21pm
159,Coach,,541 Union Ave.,Paterson,NJ,,Bars/Clubs,,,1979,,3/16/2020 2:05am,7/23/2020 7:21pm
160,Pad I,,389 Madison Ave.,Paterson,NJ,(D),Bars/Clubs,,,1979,,3/16/2020 2:06am,7/23/2020 7:21pm
161,Musical Bar,,210 S. Main,Phillipsburg,NJ,(D),Bars/Clubs,,,1979,,3/16/2020 2:06am,7/23/2020 7:21pm
163,Annex ,,128 Nassau,Princeton,NJ,"(M),(YC)",Bars/Clubs,,,1979,,3/16/2020 2:06am,7/23/2020 7:21pm
166,Sea Shell,(Some G),21 Ferry St.,South River,NJ,"(G),(D),(R)",Restaurant,,,1979,,3/16/2020 2:07am,7/23/2020 7:21pm
167,Casa Lido,"(Disco) (Some YC, G) (SM - W - downstairs 'back room')",120 S. Warren St.,Trenton,NJ,"(D),(*),(YC),(G),(R),(PT),(SM),(W)","Bars/Clubs,Restaurant",,,1979,,3/16/2020 2:07am,7/23/2020 7:21pm
168,Club 21,(Looks promising) (Snacks),21 S. Warren St.,Trenton,NJ,(R),Restaurant,,,1979,,3/16/2020 2:08am,7/23/2020 7:21pm
169,Wooden Indian ,,677 S. Broad,Trenton,NJ,"(M),(PE),(R)",Restaurant,,,1979,,3/16/2020 2:08am,7/23/2020 7:21pm
170,Zodiac Lounge,(Disco),1500 S. Clinton,Trenton,NJ,"(YC),(D),(*)",Bars/Clubs,,,1979,,3/16/2020 2:09am,7/23/2020 7:21pm
173,Fancy's ,"(Disco) (Some G, Latins)",708 West St.,Union City,NJ,"(G),(D)",Bars/Clubs,,,1979,,3/16/2020 2:10am,7/23/2020 7:21pm
174,Nite Life Disco,(Disco),509 22nd St.,Union City,NJ,"(G),(D),(*)",Bars/Clubs,,,1979,,3/16/2020 2:10am,7/23/2020 7:21pm
175,Albion Hotel & Motel,,102 - 2nd Ave.,Asbury Park,NJ,"(M),(H)",Hotels,,,1978,,3/16/2020 2:11am,7/23/2020 7:21pm
177,Asbury Hudson Hotel,(3rd & 4th floors),331 Cookman Ave.,Asbury Park,NJ,(H),Hotels,,,1978,,3/16/2020 2:48am,7/23/2020 7:21pm
178,Blue Note,,707 Bangs Ave.,Asbury Park,NJ,"(OC),(E),(*)",Bars/Clubs,,,1978,,3/16/2020 2:49am,7/23/2020 7:21pm
179,Club Asbury Spa,(Open WE - only last summer - future status uncertain),216 - 3rd Ave.,Asbury Park,NJ,(WE),Baths,,,1978,,3/16/2020 2:49am,7/23/2020 7:21pm
176,Colony Baths,('Flicks' & beer - open all year),500 Summerfield Ave.,Asbury Park,NJ,"(P),(*)",Baths,,,1978,,3/16/2020 2:11am,7/23/2020 7:21pm
180,M & K Tavern ('Paul's'),"(Some G, B) (Swim pool)",329 Cookman Ave.,Asbury Park,NJ,"(YC),(B),(G),(*),(S),(D)",Bars/Clubs,,,1978,,3/16/2020 2:49am,7/23/2020 7:21pm
181,Odyssey,(Many G) (Disco),429 Cookman Ave.,Asbury Park,NJ,"(G),(*),(D)",Bars/Clubs,,,1978,,3/16/2020 2:50am,7/23/2020 7:21pm
185,Brass Rail Bar,(Some G) (Best late after others close),12 So. Mt. Vernon Ave.,Atlantic City,NJ,"(D),(G)",Bars/Clubs,,,1978,,3/16/2020 2:52am,7/23/2020 7:21pm
186,Carroll Hotel,,146 So. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1978,,3/16/2020 2:52am,7/23/2020 7:21pm
187,Ceil's Saratoga Bar,,205 So. New York Ave.,Atlantic City,NJ,"(D),(S)",Bars/Clubs,,,1978,,3/16/2020 2:52am,7/23/2020 7:21pm
188,Chester Inn,(4th & 5th floors),132 So. New York Ave.,Atlantic City,NJ,"(H),(*)",Hotels,,,1978,,3/16/2020 2:53am,7/23/2020 7:21pm
189,Chester Lounge,(Disco) (Best all year bar - side entrance or through hotel),132 So. New York Ave.,Atlantic City,NJ,"(YC),(*),(D)","Bars/Clubs,Hotels",,,1978,,3/16/2020 2:53am,7/23/2020 7:21pm
190,Chez Disco,(Disco) (One side for G one for men) (Summers only *) (Many B),183 So. New York Ave.,Atlantic City,NJ,"(YC),(B),(D),(G),(*)",Bars/Clubs,,,1978,,3/16/2020 2:53am,7/23/2020 7:21pm
191,Chez Paree,(Some G) (Disco),183 So. New York Ave.,Atlantic City,NJ,"(G),(D),(*)",Bars/Clubs,,,1978,,3/16/2020 2:54am,7/23/2020 7:21pm
192,De Ville Hotel,,149 Kentucky Ave.,Atlantic City,NJ,(H),Hotels,,,1978,,3/16/2020 2:55am,7/23/2020 7:21pm
193,Entertainer's Club,alley off New York Ave. nr. Boardwalk,169 So. Westminster,Atlantic City,NJ,"(OC),(*)",Bars/Clubs,,,1978,,3/16/2020 2:55am,7/23/2020 7:21pm
194,Grand Hotel,,122 So. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1978,,3/16/2020 2:56am,7/23/2020 7:21pm
195,Holiday House,,145 So. New York Ave.,Atlantic City,NJ,"(H),(M)",Hotels,,,1978,,3/16/2020 2:56am,7/23/2020 7:21pm
196,Kappa Gamma Phi Fraternity ,,159 So. Westminster,Atlantic City,NJ,"(P),(H)",Hotels,,,1978,,3/16/2020 2:56am,7/23/2020 7:21pm
197,Lark Inn,,174 So. New York Ave.,Atlantic City,NJ,"(YC),(D),(PT),(*)",Bars/Clubs,,,1978,,3/16/2020 2:57am,7/23/2020 7:21pm
198,Lyle's,(Breakfast & lunch),120 So. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,1978,,3/16/2020 2:57am,7/23/2020 7:21pm
199,Mama Mott's,(Italian R),151 So. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,1978,,3/16/2020 2:57am,7/23/2020 7:21pm
200,M & M Lounge ,(Disco) (Summers only),156 So. Westminster,Atlantic City,NJ,"(YC),(D),(*)",Bars/Clubs,,,1978,,3/16/2020 2:58am,7/23/2020 7:21pm
201,New Rendezvous,,137 So. New York Ave.,Atlantic City,NJ,,Bars/Clubs,,,1978,,3/16/2020 2:59am,7/23/2020 7:21pm
202,New York Subs,(Snacks),178 So. New York Ave.,Atlantic City,NJ,"(R),(C),(M)",Restaurant,,,1978,,3/16/2020 2:59am,7/23/2020 7:21pm
203,Ocean House,,127 So. Ocean Ave. ,Atlantic City,NJ,"(M),(H)",Hotels,,,1978,,3/16/2020 2:59am,7/23/2020 7:21pm
204,Ramrod,(Summers only - upstairs above Lark Inn),174 So. New York Ave.,Atlantic City,NJ,"(W),(SM),(*)",Bars/Clubs,,,1978,,3/16/2020 3:00am,7/23/2020 7:21pm
205,Top of the Rail,(Above Brass Rail),12 So. Mt. Vernon,Atlantic City,NJ,"(P),(G),(D)",Bars/Clubs,,,1978,,3/16/2020 3:00am,7/23/2020 7:21pm
209,Sound Effects,(Disco),751 Washington Ave.,Belleville,NJ,"(YC),(D),(*)",Bars/Clubs,,,1978,,3/16/2020 7:12pm,7/23/2020 7:21pm
210,Camden Mini-Twin Theatre,,1350 Adm. Wilson Bl.,Camden,NJ,,Theatre,,,1978,,3/16/2020 7:13pm,7/23/2020 7:21pm
211,Club Camden Baths,(Some SM),1498 Broadway,Camden,NJ,(SM),Baths,,,1978,,3/16/2020 7:13pm,7/23/2020 7:21pm
212,Lamplighter Lounge,(7th & Linden Sts.),5 Northgate Center,Camden,NJ,(D),Bars/Clubs,,,1978,,3/16/2020 7:14pm,7/23/2020 7:21pm
213,Tomcat Book Store,,120 So. Adm. Wilson Bl.,Camden,NJ,,Book Store,,,1978,,3/16/2020 7:14pm,7/23/2020 7:21pm
216,Penelope's ,(2 floors) (Disco),611 Central Ave.,East Orange,NJ,(D),Bars/Clubs,,,1978,,3/16/2020 7:15pm,7/23/2020 7:21pm
217,Barrel House,,40 W. Grand Ave.,Elizabeth,NJ,,Bars/Clubs,,,1978,,3/16/2020 7:15pm,7/23/2020 7:21pm
218,Reflections,(Disco),848 2nd Ave.,Elizabeth,NJ,"(YC),(D),(*)",Bars/Clubs,,,1978,,3/16/2020 7:15pm,7/23/2020 7:21pm
