ID,title,description,streetaddress,city,state,type,amenityfeatures,Year,unclear_address,uncleartype,notes,lastmodified
1427,My Place ,(2nd floor)(WE*)(Also AH),915 Shipley,Wilmington,DE,Bars/Clubs,"(D),(PT),(WE),(AH),(*)",1983,,,,12/10/2021 4:34pm
1428,Renaissance,(Disco)(Three floors),107 W. 6th St. ,Wilmington,DE,Bars/Clubs,"(YC),(D),(PT),(*)",1983,,,,12/5/2021 11:00am
1425,Cheesery ,,1709 Delaware ,Wilmington,DE,Restaurant,"(M),(R)",1983,,,,12/5/2021 11:00am
1433,Back Door Pub,(Some B),801 'E' St. S.E.,Washington,DC,Restaurant,"(R),(B)",1983,,,,12/5/2021 11:00am
1432,Bachelors Mill,(Some L),500 8th St. S.E. ,Washington,DC,Bars/Clubs,"(D),(L)",1983,,,,12/5/2021 11:00am
1434,Brass Rail,,811 13th St. N.W.,Washington,DC,Bars/Clubs,"(B),(D)",1983,,,,12/5/2021 11:00am
1438,Chesapeake House,(Nude go go boys)(R-lunch only)('hustlers'),746 9th St. N.W.,Washington,DC,Restaurant,"(*),(R)",1983,,,,12/5/2021 11:00am
1437,Cathedral House,(Breakfast in bed *),2850 27th St. N.W.,Washington,DC,"Hotel,Restaurant","(H),(R),(*)",1983,,,,12/10/2021 4:42pm
1435,Buddie's,,515 2nd St. N.W.,Washington,DC,Restaurant,"(E),(R),(*)",1983,,,,12/5/2021 11:00am
1436,Carroll's Tavern ,(Lunch *)(RT-nights),510 9th St. N.W.,Washington,DC,Restaurant,"(R),(RT),(*)",1983,,,,12/10/2021 4:47pm
1440,Club Washington,(Baths)(Upstairs)(Tues. is leather/levi night)(2 floors)(Some SM),20 'O' St. S.E.,Washington,DC,Bathhouses,"(*),(P),(SM)",1983,,,,12/5/2021 11:00am
1442,D.C. Eagle,(3 floors)(Cruisy)(R - upstairs) betw. 'I' St. & Massachusetts),908 7th St. N.W.,Washington,DC,"Restaurant,Bars/Clubs,Cruising Areas","(*),(SM),(W),(PT),(R)",1983,,,,12/5/2021 11:00am
1441,Cy's,(Cruisy),2412 Wisconsin Ave. N.W.,Washington,DC,"Bars/Clubs,Cruising Areas","(W),(SM),(*)",1983,,,,12/5/2021 11:00am
1443,Delta Elite,(Disco)(Th-Sat only),3734 10th St. N.E.,Washington,DC,Bars/Clubs,"(B),(D)",1983,,,,12/5/2021 11:00am
1439,Clubhouse,(Disco),1296 Upshur St. N.W.,Washington,DC,Bars/Clubs,"(P),(B),(YC),(D),(*)",1983,,,,12/5/2021 11:00am
1446,Equus,(Fun neighborhood levi cruise bar*)(Lunches),639 Pennsylvania Ave. S.E. ,Washington,DC,"Bars/Clubs,Cruising Areas",(*),1983,,,,12/10/2021 4:35pm
1445,Dot's Spot,(Some L),601 Pennsylvania Ave. S.E.,Washington,DC,Restaurant,"(R),(E),(L)",1983,,,,12/5/2021 11:00am
1448,Follies ,"(Cinema)(Books, flicks, 'wild back room')(Nude go go boys)",24 'O' St. S.E.,Washington,DC,"Book Store,Bars/Clubs",(*),1983,,,,12/15/2021 12:56pm
1447,Exile,"(Disco)(Some W, lvis, FFA)(Sun. buffet - C-AH-WE)",925 5th St. N.W.,Washington,DC,Restaurant,"(*),(D),(W),(FFA),(C),(AH),(WE)",1983,,,,12/5/2021 11:00am
1449,Fraternity House,"(Some W, SM)(Enter thru alley)",2122 'P' St. N.W.,Washington,DC,Bars/Clubs,"(W),(SM),(D),(E),(*)",1983,,,,12/5/2021 11:00am
1452,"Friends, Too",,401 'M' St. S.W.,Washington,DC,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1456,Harlow's ,,515 2nd St. N.E.,Washington,DC,Bars/Clubs,(L),1983,,,,12/5/2021 11:00am
1458,Integrity ,(Church),1772 Church St. N.W.,Washington,DC,Religious Institution,,1983,,,,12/5/2021 11:00am
1455,Glory Hole,(Flicks & Pinballs)(Slings & glory holes),24 'O' St. S.E.,Washington,DC,Bars/Clubs,"(*),(FFA)",1983,,,,12/5/2021 11:00am
1461,Lambda Rising Book Store,,2012 'S' St. N.W.,Washington,DC,Book Store,(*),1983,,,,12/5/2021 11:00am
1463,Le Salon,"(Books, etc.)(2nd floor)('Action' maze)",804 14th St. N.W.,Washington,DC,Book Store,(P),1983,,,,12/5/2021 11:00am
1460,Lammas WOmen's Book Store,,321 7th St. S.E.,Washington,DC,Book Store,,1983,,,,12/5/2021 11:00am
1459,Kramerbooks & Afterwards,(Very M Cafe & bookstore),1517 Connecticut Ave. N.W.,Washington,DC,"Book Store,Restaurant",(M),1983,,,,12/5/2021 11:00am
1462,La Zambra,(Some L),1406 14th St. N.W.,Washington,DC,Bars/Clubs,"(B),(D),(L)",1983,,,,12/5/2021 11:00am
1464,Leather Rack,"(Leather, clothes, etc.)(Above Eagle)",908 7th St. N.W.,Washington,DC,Erotic Shop,(*),1983,,,,12/15/2021 12:56pm
1468,M.C.C.,,945 'G' St. N.W.,Washington,DC,Religious Institution,(MCC),1983,,,,12/5/2021 11:00am
1465,Lone Star,(Nude go go boys),504 9th St. N.W.,Washington,DC,Bars/Clubs,"(RT),(*)",1983,,,,12/5/2021 11:00am
1467,Louie's ,"(Some W, SM)(WE*)",305 9th St. N.W.,Washington,DC,Bars/Clubs,"(W),(SM),(WE),(*)",1983,,,,12/10/2021 4:46pm
1466,Lost & Found,"(Disco)(No neon sign, but don't miss it!) ",56 'L' St. S.E.,Washington,DC,"Bars/Clubs,Restaurant","(*),(YC),(D),(R)",1983,,,,12/5/2021 11:00am
1469,Men's Den,(Guys)(Same bldg. as Other Side),1345 Half St. S.E.,Washington,DC,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1472,Mr. Henry's ,(Conn. Ave.),2655 Connecticut Ave. N.W.,Washington,DC,Restaurant,"(M),(R)",1983,,,,2/1/2022 5:29pm
1471,Mr. Henry's,(Georgetown),1225 Wisconsin Ave. N.W.,Washington,DC,Restaurant,"(M),(R)",1983,,,,12/5/2021 11:00am
1473,Mr. P's,(Cruisy),2147 'P' St. N.W.,Washington,DC,"Bars/Clubs,Cruising Areas","(D),(*)",1983,,,,12/5/2021 11:00am
1470,Morgans,(Sunday Tea Dance),1811 Colombia Rd. N.W.,Washington,DC,Restaurant,"(PE),(R)",1983,,,,12/5/2021 11:00am
1474,Naples ,('Hustlers'),1227 New York Ave. N.W.,Washington,DC,Bars/Clubs,(RT),1983,,,,12/5/2021 11:00am
1476,Nob Hill,,1101 Kenyon N.W.,Washington,DC,Restaurant,"(B),(R)",1983,,,,12/5/2021 11:00am
1477,Olympic Baths ,(2nd floor),1405 'H' St. N.W.,Washington,DC,Bathhouses,,1983,,,,12/5/2021 11:00am
1475,930 Club,(Very M)(Live bands - Punk rock) ,930 'F' St. ,Washington,DC,Bars/Clubs,(M),1983,,,,12/5/2021 11:00am
1478,Other Side,(many L),1345 Half St. S.E.,Washington,DC,Restaurant,"(L),(R),(M),(*)",1983,,,,12/5/2021 11:00am
1481,Phase One,,525 8th St. S.E.,Washington,DC,Bars/Clubs,"(L),(D)",1983,,,,12/5/2021 11:00am
1480,Paramount Steak House,,1519 17th St. N.W.,Washington,DC,Restaurant,"(R),(*)",1983,,,,12/5/2021 11:00am
1479,Out,(Publication) Suite 302,1522 14th St. N.W,Washington,DC,Publications,,1983,,,,12/15/2021 12:56pm
1482,Piccolo's,at 'D',322 8th St. N.W.,Washington,DC,Restaurant,"(E),(R),(AH)",1983,,,,12/5/2021 11:00am
1483,Pier,(Disco)(Very M),1824 Half St. S.W.,Washington,DC,Bars/Clubs,"(*),(YC),(D),(M)",1983,,,,12/5/2021 11:00am
1484,Pleasure Chest,"(Leather, toys, jewelry, erotica, etc.)(Georgetown)",1063 Wisconsin Ave. N.W.,Washington,DC,Erotic Shop,(*),1983,,,,12/15/2021 12:56pm
1485,Plain Brown Wrapper,"(Books, films, peer shows, liquid, toys, etc.) ",1210 New York Ave. N.W.,Washington,DC,Erotic Shop,(*),1983,,,,1/13/2022 12:11pm
1486,Rascals,('Hot cocktail hour')(Disco),1520 Connectcut Ave. N.W.,Washington,DC,"Restaurant,Bars/Clubs","(R),(*),(D)",1983,,,,12/5/2021 11:00am
1487,Rogue,(WE*)(Above Louie's),305 9th St. N.W.,Washington,DC,Bars/Clubs,"(S),(WE),(*)",1983,,,,12/10/2021 4:46pm
1491,Washington Blade,(Publication) Suite 315,"930 'F' St. N.W., Washington, D.C. 20004",Washington,DC,Publications,,1983,,,,12/15/2021 12:57pm
1492,Zombie's,(Disco),5828 Georgia Ave.,Washington,DC,Bars/Clubs,"(L),(D)",1983,,,,12/5/2021 11:00am
1489,The Strap,(AH-WE),1352 Capitol St. S.E.,Washington,DC,Bars/Clubs,"(SM),(W),(AH),(WE)",1983,,,,12/5/2021 11:00am
1488,Splash,(Gifts & crafts),311 7th St. S.E.,Washington,DC,Business,,1983,,,,12/5/2021 11:00am
5051,Crystal Steam Baths ,,107 S. 'F' St.,Aberdeen,WA,Bathhouses,(M),1983,,,,12/5/2021 11:02am
5053,Green Apple Cinema ,,1211 N. State St.,Bellingham,WA,Theatre,(M),1983,,,,1/19/2022 8:52am
5052,Great Northern Book Store ,,1306 Railroad Ave.,Bellingham,WA,Book Store,,1983,,,,12/5/2021 11:02am
5054,Toyon ,(Disco)(Some L),1317V2 N. State St.,Bellingham,WA,Bars/Clubs,"(D),(PT),(L),(YC),(*)",1983,,,,12/5/2021 11:02am
5059,Bremerton Cinema ,,317 Callow St.,Bremerton,WA,Theatre,(M),1983,,,,1/19/2022 8:52am
5057,Blaine Books ,,715 Peace Portal Way,Blaine,WA,Book Store,,1983,,,,12/5/2021 11:02am
5062,Thumper's Tavern ,,519 Simpson Ave.,Hoquiam,WA,Bars/Clubs,"(M),(YC),(PT)",1983,,,,12/5/2021 11:02am
5068,Adult Book Store ,,1415 1st Ave.,Seattle,WA,Book Store,,1983,,,,12/5/2021 11:02am
5066,Pioneer Motel ,,1201 Main St.,Pomeroy,WA,Hotel,"(M),(H)",1983,,,,12/5/2021 11:02am
5070,A1 Duane's Adult Books ,,1212 First Ave.,Seattle,WA,Book Store,,1983,,,,12/5/2021 11:02am
5069,A Different Drummer, (Book store),420 Broadway E.,Seattle,WA,Book Store,(L),1983,,,,12/5/2021 11:02am
5071,Apple Theatre ,,1508 Boren St.,Seattle,WA,Theatre,,1983,,,,1/7/2022 9:33am
5072,Axel Rock Saloon ,"(Some SM, W, FFA)(Cruisy)",1114 Howell,Seattle,WA,"Bars/Clubs,Cruising Areas","(*),(SM),(W),(FFA)",1983,,,,12/5/2021 11:02am
5074,Brass Door ,(Disco)(Cruisy),722 E. Pike St.,Seattle,WA,"Bars/Clubs,Cruising Areas","(*),(YC),(D)",1983,,,,12/10/2021 3:08am
5073,Belltown ,, 2309 1st Ave.,Seattle,WA,Restaurant,"(M),(R),(Hip)",1983,,,,12/5/2021 11:02am
5077,Closet Next Door ,"(Books, etc.) ",2018 Westlake,Seattle,WA,Book Store,,1983,,,,12/5/2021 11:02am
5075,Champ Arcade ,(Books & movies) 106 Pike St.,106 Pike St.,Seattle,WA,Book Store,,1983,,,,1/7/2022 9:33am
5079,Continental Club Baths ,(Newest & largest-accommodates 300) ,1520 Summit Ave.,Seattle,WA,Bathhouses,(*),1983,,,,12/5/2021 11:02am
5078,Columbus Tavern  ,,167 S. Washington,Seattle,WA,Bars/Clubs,"(M),(RT),(OC)",1983,,,,12/5/2021 11:02am
5080,Crescent Tavern ,,1413 E. Olive Way,Seattle,WA,Bars/Clubs,"(D),(PT)",1983,,,,12/5/2021 11:02am
5081,Crypt,"(Leather, clothes, toys, erotica, etc.) (see ad following pg.)",1310 E. Union St. ,Seattle,WA,Erotic Shop,(*),1983,,,,1/26/2022 10:54am
5083,Dave's Baths ,(2nd floor) ,2402 1st Ave.,Seattle,WA,Bathhouses,,1983,,,,12/5/2021 11:02am
5082,Daddy's Tavern,,712 Stewart,Seattle,WA,Bars/Clubs,,1983,,,,12/5/2021 11:02am
5084,Double Header ,,407 2nd Ave.,Seattle,WA,Bars/Clubs,"(M),(RT),(OC),(D)",1983,,,,12/5/2021 11:02am
5085,Eastlake East, (Disco),101 Eastlake East,Seattle,WA,Bars/Clubs,"(D),(L)",1983,,,,12/5/2021 11:02am
5086,Elite Tavern, (Fun neighborhood bar),622 Broadway E.,Seattle,WA,Bars/Clubs,,1983,,,,12/5/2021 11:02am
5087,Foxes ,(Liquor), 233 Westlake N.,Seattle,WA,"Bars/Clubs,Restaurant",(R),1983,,,,12/10/2021 12:26pm
5088,Galer Place, (Guest House),318 W. Galer St.,Seattle,WA,Hotel,(H),1983,,,,12/5/2021 11:02am
5089,Gay Community Center ,,111 Eastlake Ave. E.,Seattle,WA,Community Center/Support Groups,,1983,,,,1/7/2022 9:33am
5090,Golden Crown , (Liquor)(Some OC)  (nr. 4th & Pine),1608 Times Court,Seattle,WA,"Restaurant,Bars/Clubs","(R),(E),(D),(OC),(*)",1983,,,,12/5/2021 11:02am
5091,Hombres Saloon ,,1413 14th Ave.,Seattle,WA,Bars/Clubs,,1983,,,,12/5/2021 11:02am
5094,Jo-Max Book Store ,,1415 1st Ave.,Seattle,WA,Book Store,,1983,,,,12/5/2021 11:02am
5093,J & L Saloon ,(some SM)(Patio) ,314 E. Pike St.,Seattle,WA,Bars/Clubs,"(RT),(SM)",1983,,,,12/5/2021 11:02am
5096,Marshall's Office,(C-AH) ,1224 Howe,Seattle,WA,Bars/Clubs,"(W),(SM),(C),(AH)",1983,,,,12/5/2021 11:02am
5095,Magazine City Adult Books ,,1315 3rd Ave.,Seattle,WA,Book Store,,1983,,,,1/13/2022 12:14pm
5099,Out of the Closet ,(Cards etc.) ,1510 E. Olive Way,Seattle,WA,Bars/Clubs,,1983,,,,12/5/2021 11:02am
5098,Monastery ,(Disco)(Twinkies before 2:00 a.m. -Adults AH-WE) ,1900 Boren St.,Seattle,WA,Bars/Clubs,"(D),(AH),(WE)",1983,,,,12/5/2021 11:02am
5102,Ritz Cafe ,(Liquor) , 429 15th Ave. E.,Seattle,WA,Restaurant,"(R),(*)",1983,,,,12/5/2021 11:02am
5100,Plus One ,(Disco),102 15th Ave. E.,Seattle,WA,Bars/Clubs,(D),1983,,,,12/5/2021 11:02am
5101,Park Bench ,(Liquor) ,1914 8th Ave.,Seattle,WA,Restaurant,"(R),(*)",1983,,,,12/5/2021 11:02am
5103,Sapphos ,(Disco),706 E. Pike St.,Seattle,WA,Bars/Clubs,"(L),(D),(PT)",1983,,,,12/5/2021 11:02am
5104,Seattle Gay News, (Publication) ,107 Eastlake East,Seattle,WA,Publications,,1983,,,,1/7/2022 9:33am
5105,Seattle Magazine City ,,1604 1st Ave.,Seattle,WA,Book Store,,1983,,,,1/7/2022 9:33am
5107,Southend Bath ,,115 1/2 1st Ave. S.,Seattle,WA,Bars/Clubs,"(M),(OC),(RT)",1983,,,,12/5/2021 11:02am
5106,Six Eleven Tavern ,,611 2nd Ave.,Seattle,WA,Bars/Clubs,,1983,,,,12/5/2021 11:02am
5110,The Pines,(Baths),912 Pine St.,Seattle,WA,Bathhouses,(*),1983,,,,12/5/2021 11:02am
5111,2024 Tavern ,(Good Sundays), 2024 Westlake,Seattle,WA,Bars/Clubs,"(PT),(*)",1983,,,,12/5/2021 11:02am
5112,Tug's Tavern ,(Looking better),2207 1st Ave.,Seattle,WA,Bars/Clubs,(D),1983,,,,12/5/2021 11:02am
5113,Watertown Saloon ,,2301 1st Ave.,Seattle,WA,Bars/Clubs,(M),1983,,,,12/5/2021 11:02am
5114,Zodiac Club Baths ,(Some SM)(Slings) ,1117 Pike St.,Seattle,WA,Bathhouses,(SM),1983,,,,12/10/2021 8:41am
5127,Disco 425 ,"(Disco)(Some L, YC) ('First Emperor')(S - WE & Wed.) ",425 W. 1st Ave.,Spokane,WA,Bars/Clubs,"(*),(D),(L),(YC),(S),(WE)",1983,,,,12/5/2021 11:02am
5125,Backwoods West  ,,528 S. Cannon,Spokane,WA,Bars/Clubs,"(C&W),(PT),(*)",1983,,,,12/5/2021 11:02am
5126,Coach House Cocktail Lounge ,,1103 W. 1st Ave.,Spokane,WA,Restaurant,"(M),(R)",1983,,,,12/5/2021 11:02am
5129,Happy's Adult Books ,,45 W. Main,Spokane,WA,Book Store,,1983,,,,12/5/2021 11:02am
5131,Payless Bookstore ,,329 W. 2nd Ave.,Spokane,WA,Book Store,,1983,,,,12/5/2021 11:02am
5133,Spokane Arcade ,(Books)(Open 24 hours),1125 W. 1st Ave.,Spokane,WA,Book Store,,1983,,,,12/5/2021 11:02am
5132,Premier Movies ,"(Books, etc.) ",325 W. 2nd Ave.,Spokane,WA,Book Store,,1983,,,,12/5/2021 11:02am
5138,Atlas Athletic Club ,(Baths & Gym),943 Broadway Plaza,Tacoma,WA,"Bathhouses,Gym",,1983,,,,1/7/2022 9:34am
5142,D.J.'s ,"(Some L, B, RT, 'Drags')",1309 Commerce,Tacoma,WA,Bars/Clubs,"(M),(D),(L),(B),(RT)",1983,,,,12/5/2021 11:02am
5139,Cameo Theatre ,,1320 Pacific Ave.,Tacoma,WA,Theatre,,1983,,,,1/7/2022 9:34am
5140,Circle Tavern ,"(M, OC) ",1326 Pacific Ave.,Tacoma,WA,Bars/Clubs,"(OC),(M)",1983,,,,12/5/2021 11:02am
5141,Crystal Gardens ,(Beer & wine)(Disco),1554 Jefferson,Tacoma,WA,Bars/Clubs,(D),1983,,,,12/5/2021 11:02am
5145,Jo-Max Book Store ,,1318 Pacific Ave.,Tacoma,WA,Book Store,,1983,,,,12/5/2021 11:02am
5144,Jerry's Adult Bookstore ,,1305 Commerce,Tacoma,WA,Book Store,,1983,,,,12/5/2021 11:02am
5146,M.C.C. ,,5502 S. 12th,Tacoma,WA,Religious Institution,(MCC),1983,,,,12/5/2021 11:02am
5143,Flamingo Lounge ,(Liquor) ,1516 Broadway,Tacoma,WA,Restaurant,"(R),(*)",1983,,,,12/5/2021 11:02am
5148,Tacoma Magazine Center ,(Books) ,1346 Pacific Ave.,Tacoma,WA,Book Store,,1983,,,,12/5/2021 11:02am
5147,Polar Bear ,(C-AH) nr. 11th,1114 Commerce ,Tacoma,WA,"Restaurant,Bars/Clubs","(*),(YC),(D),(R),(C),(AH)",1983,,,,12/5/2021 11:02am
5153,Yakima Magazine Center ,,18 S. 1st St.,Yakima,WA,Book Store,,1983,,,,1/7/2022 9:34am
1510,In Town Lounge,(Liquor)(Cruisy),105 S. Garden Ave. ,Clearwater,FL,"Bars/Clubs,Cruising Areas","(D),(*)",1983,,,,12/9/2021 6:39pm
1511,Michigan Bar,,24 S. Garden Ave.,Clearwater,FL,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1512,Pro Shop,(Some L),840 Cleveland,Clearwater,FL,Bars/Clubs,"(*),(L),(PT),(D)",1983,,,,12/5/2021 11:00am
1514,Adult Book Store,('Flicks' & cruisy arcade) White Rose Shopping Center,Cocoa Beach Causeway,Cocoa Beach,FL,"Book Store,Cruising Areas",,1983,,,,12/5/2021 11:00am
1515,Evening Edition,(Disco)(4am WE) Bayview Shopping Plaza,5675 N. Atlantic Ave. ,Cocoa Beach,FL,Bars/Clubs,"(*),(D),(PT),(WE)",1983,,,,12/5/2021 11:00am
1519,Beach Side,(Cruisy),415 Main St. ,Daytona Beach,FL,"Bars/Clubs,Cruising Areas","(PT),(*)",1983,,,,12/5/2021 11:00am
1520,Landmark ,"(Some W, SM)",615 Main St. ,Daytona Beach,FL,Bars/Clubs,"(W),(SM),(S)",1983,,,,12/5/2021 11:00am
1523,Zodiac Lounge,(Disco)(Some L)(S. Daytona Beach),1654 S. Ridgewood,Daytona Beach,FL,Bars/Clubs,"(*),(YC),(D),(L),(S)",1983,,,,12/5/2021 11:00am
1521,Adj. Back Door,(H - upstairs),615 Main St. ,Daytona Beach,FL,Hotel,"(H),(*)",1983,,,,12/5/2021 11:00am
1522,Our Motel,,909 S. Atlantic,Daytona Beach,FL,Hotel,"(M),(H),(*)",1983,,,,12/5/2021 11:00am
1528,A Adult Book Store,,1915 S. Federal Hwy.,Ft. Launderdale,FL,Book Store,,1983,,,,12/5/2021 11:00am
1530,Backstreet,(Liquor)(One of the best looking discos in America)(Adm.),101 S.W. 2nd Ave.,Ft. Launderdale,FL,Bars/Clubs,"(*),(YC),(D),(S),(E),(P)",1983,,,,12/5/2021 11:00am
1527,Admiral's Court,,121 Hendricks Isle ,Ft. Launderdale,FL,Hotel,"(M),(H)",1983,,,,12/5/2021 11:00am
1529,Bacchus,(Disco)(Liquor),4050 N.W. 9th Ave.,Ft. Launderdale,FL,Bars/Clubs,"(D),(S),(L),(YC)",1983,,,,12/5/2021 11:00am
1532,Berlin Bear,(Looks promising),2922 Cortez,Ft. Launderdale,FL,Hotel,"(M),(H)",1983,,,,12/5/2021 11:00am
1535,Camp David,(Disco)(Probably won't make it),5375 N. Dixie hwy.,Ft. Launderdale,FL,Bars/Clubs,(D),1983,,,,12/5/2021 11:00am
1531,Bela-Mar,(Ft. L. Beach),3801 N. Ocean,Ft. Launderdale,FL,Hotel,"(H),(M)",1983,,,,12/5/2021 11:00am
1534,Boots,"(Some W, SM)(Adjoins Club Lauderdale)(Rear)",2708 S.W. 9th St.,Ft. Launderdale,FL,Bars/Clubs,"(W),(SM)",1983,,,,12/5/2021 11:00am
1538,Club House Connection,(Bar),3050 N.E. 26th Terrace,Ft. Launderdale,FL,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1536,Centennial Male Theatre,,3551 W. Broward,Ft. Launderdale,FL,Theatre,,1983,,,,12/15/2021 12:57pm
1539,Copa,(Disco)(Liquor)(Open until 3 am) at US 1,624 S.E 28th St,Ft. Launderdale,FL,Bars/Clubs,"(*),(YC),(D)",1983,,,,12/5/2021 11:00am
1540,David,(Publication),605 S.W. 12th Ave.,Ft. Launderdale,FL,Publications,,1983,,,,12/15/2021 12:57pm
1537,Club House,(Baths),2650 E. Oakland Park Blvd.,Ft. Launderdale,FL,Bathhouses,,1983,,,,12/5/2021 11:00am
1544,Everglades,(Cruisy)(Federal Hwy.),1931 S.E. 6th Ave.,Ft. Launderdale,FL,"Bars/Clubs,Cruising Areas","(W),(PT)",1983,,,,12/5/2021 11:00am
1542,Erotica Book Store,,712 N.W. Federal Hwy.,Ft. Launderdale,FL,Book Store,,1983,,,,12/5/2021 11:00am
1546,Goodtimes Bar ,(Male strippers)(open 4 a.m.),2889 W. Broward,Ft. Launderdale,FL,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1545,Fiesta Motel,(scruffy),2929 Cortez St. ,Ft. Launderdale,FL,Hotel,,1983,,,,12/5/2021 11:00am
1550,Hiway News,(Books),2223 S. Federal Hwy.,Ft. Launderdale,FL,Book Store,,1983,,,,12/5/2021 11:00am
1549,Gym,(Club Launderdale)(Baths),901 S.W. 27th Ave.,Ft. Launderdale,FL,Bathhouses,"(*),(P)",1983,,,,12/5/2021 11:00am
1548,Grotto,,1914 E. Oakland,Ft. Launderdale,FL,Bars/Clubs,"(W),(OC)",1983,,,,12/5/2021 11:00am
1547,Grand Central Cafe,,901 Progresso Dr. ,Ft. Launderdale,FL,Restaurant,"(M),(R)",1983,,,,12/5/2021 11:00am
1555,Lefty's,(Cruisy)(Liquor),710 N. Federal Hwy.,Ft. Launderdale,FL,"Bars/Clubs,Cruising Areas",(*),1983,,,,12/5/2021 11:00am
1552,Jimmy January's ,(Liquor),2135 W. Davie Blvd.,Ft. Launderdale,FL,Restaurant,(R),1983,,,,12/5/2021 11:00am
1553,Johnny's Village Inn,(Hustlers),219 S. W. 2nd St. ,Ft. Launderdale,FL,Bars/Clubs,"(PT),(*)",1983,,,,12/5/2021 11:00am
1556,Lefty's II,(Liquor)(Looks promising) at Federal,2312 N.E. 26th St. ,Ft. Launderdale,FL,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1554,Launderdale Manor,,2926 Valencia St. ,Ft. Launderdale,FL,Hotel,"(H),(M),(*)",1983,,,,12/5/2021 11:00am
1561,Ocean Palms,,700 Briny Ave.,Ft. Launderdale,FL,Hotel,"(M),(H)",1983,,,,12/5/2021 11:00am
1557,M.C.C. ,,2238 S.W. 2nd Ct.,Ft. Launderdale,FL,Religious Institution,(MCC),1983,,,,12/5/2021 11:00am
1559,Midnight Sea,,3016 Alhambra St.,Ft. Launderdale,FL,Hotel,"(M),(H)",1983,,,,12/5/2021 11:00am
1558,Marlin Beach,(Swimpool & bars),17 S. Atlantic Blvd.,Ft. Launderdale,FL,"Restaurant,Hotel","(*),(H),(R)",1983,,,,12/5/2021 11:00am
1560,Oasis Motel,(Pool),1200 S. Miami Rd.,Ft. Launderdale,FL,Hotel,"(H),(*)",1983,,,,12/5/2021 11:00am
1562,Ocean Walk Apts. ,,3008 Castillo,Ft. Launderdale,FL,Hotel,"(H),(*)",1983,,,,12/5/2021 11:00am
1563,Omni Bookstore,,3224 W. Broward,Ft. Launderdale,FL,Book Store,(M),1983,,,,12/5/2021 11:00am
1565,Pipeline,(Guest house),400 N.E. 2nd St. ,Ft. Launderdale,FL,Hotel,(H),1983,,,,12/5/2021 11:00am
1566,Poop Deck,(Lower deck disco)(Ft. Launderdale Beach),17 S. Atlantic Blvd.,Ft. Launderdale,FL,"Restaurant,Bars/Clubs","(YC),(D),(*),(R),(S),(E)",1983,,,,12/5/2021 11:00am
1567,Trader Tom's,(clothes)(Ft. Launderdale Beach),17 S. Atlantic Blvd.,Ft. Launderdale,FL,Business,,1983,,,,12/5/2021 11:00am
1569,Marlin Beach Hotel,(Ft. Launderdale Beach),17 S. Atlantic Blvd.,Ft. Launderdale,FL,Hotel,,1983,,,,12/5/2021 11:00am
1568,Glitters,(cabaret)(Liquor)(Ft. Launderdale Beach),17 S. Atlantic Blvd.,Ft. Launderdale,FL,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1570,Puddles Corner,at 28th St.,S. Federal Hwy.,Ft. Launderdale,FL,Bars/Clubs,,1983,,,,12/5/2021 11:00am
1571,Regatta,(best at cocktail hour)(Liquor),201 S.W. 2nd St.,Ft. Launderdale,FL,Restaurant,(R),1983,,,,12/5/2021 11:00am
1574,Saloon,,219 1/2 S. W. 1st Ave.,Ft. Launderdale,FL,Bars/Clubs,(OC),1983,,,,12/5/2021 11:00am
1576,745 N.E. 18th Ave. ,(Guest House),745 N.E. 18th Ave. ,Ft. Launderdale,FL,Hotel,(H),1983,,,,12/5/2021 11:00am
1577,Spaghetti Factory,,3151 W. Oakland Park,Ft. Launderdale,FL,Restaurant,"(M),(R)",1983,,,,12/5/2021 11:00am
1572,Richards,(Liquor)(Open til 4 a.m.),420 N. State Rd. 7,Ft. Launderdale,FL,Restaurant,(R),1983,,,,12/5/2021 11:00am
1575,Saltaire Motel,,2831 Vistamar,Ft. Launderdale,FL,Hotel,"(M),(H)",1983,,,,12/5/2021 11:00am
1573,Rooftop,(Disco),3101 N. Federal Hwy.,Ft. Launderdale,FL,"Restaurant,Bars/Clubs","(R),(D)",1983,,,,12/5/2021 11:00am
1582,Tacky's ,"(Some W, Levi & SM)(Cruisy patio)(open til 4am)",2509 W. Broward,Ft. Launderdale,FL,"Bars/Clubs,Cruising Areas","(*),(W),(SM)",1983,,,,12/10/2021 3:10am
1581,Surf & Sand Apts.,,3009 Sebastian St. ,Ft. Launderdale,FL,Hotel,"(M),(H)",1983,,,,12/5/2021 11:00am
1580,Studio X Books,(Cruisy)(U.S. Hwy. 1),2417 S.E. 6th Ave. ,Ft. Launderdale,FL,"Book Store,Cruising Areas",(*),1983,,,,12/5/2021 11:00am
1578,S.I.R. Apts. ,,705 S.E. 2nd St.,Ft. Launderdale,FL,Hotel,(H),1983,,,,12/5/2021 11:00am
