ID,Title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,Year,notes,dateadded,lastmodified
40,Man to Man,(Escorts) (303) 831-1104,,Denver,CO,,Business,checked,,1980,,4/2/2020 12:10am,7/23/2020 7:26pm
41,Matty's Spartan Theatre,,139 S. Broadway ,Denver,CO,,Theatre,,,1980,,4/2/2020 12:10am,7/23/2020 7:26pm
42,M.C.C.,,1400 Lafayette,Denver,CO,M.C.C.,Church,,,1980,,4/2/2020 12:11am,7/23/2020 7:26pm
43,1942 Club,"(Some W, SM, YC, PT in front - Disco - D in back - 3 bars) (Cruisy) ",1942 Broadway,Denver,CO,"(W),(SM),(YC),(PT),(*),(D),(C),(AH),(WE)","Bars/Clubs,Restaurant,Cruising Areas",,,1980,,4/2/2020 12:11am,7/23/2020 7:26pm
44,SIR ,(Models & Escorts) (303) 837-0983 ,,Denver,CO,,Business,,,1980,,4/2/2020 12:12am,7/23/2020 7:26pm
45,Southtown Cattle Co.,"(Teenie-boppers) (On again, off again)",105 N. Broadway,Denver,CO,,Bars/Clubs,,,1980,,4/2/2020 12:25am,7/23/2020 7:26pm
46,Southtown Lumber Co.,(Cruisy) (Snacks) ,255 S. Broadway,Denver,CO,"(*),(W),(YC),(R)","Cruising Areas,Restaurant",,,1980,,4/2/2020 12:27am,7/23/2020 7:26pm
47,The Kitchen,,Colfax at Race,Denver,CO,"(R),(M)",Restaurant,,,1980,,4/2/2020 12:29am,7/23/2020 7:26pm
48,Three Sisters,(Disco),3358 Mariposa,Denver,CO,"(L),(D),(*)",Bars/Clubs,,,1980,,4/2/2020 12:37am,7/23/2020 7:26pm
49,Triangle,(Cruisy john) (Don's Alley - 'wild' downstairs room),2036 Broadway,Denver,CO,"(SM),(W),(FFA),(PT),(*)","Bars/Clubs,Cruising Areas",,,1980,,4/2/2020 12:38am,7/23/2020 7:26pm
50,Two Guys Saloon,,1540 Cleveland Pl.,Denver,CO,"(RT),(B)",Bars/Clubs,,,1980,,4/2/2020 12:38am,7/23/2020 7:26pm
51,Velvet Hammer,,3759 Chestnut Pl.,Denver,CO,(L),Bars/Clubs,,,1980,,4/2/2020 12:40am,7/23/2020 7:26pm
52,White Spot,,740 W. Colfax,Denver,CO,"(M),(R),(C)",Restaurant,,,1980,,4/2/2020 12:40am,7/23/2020 7:26pm
53,Zuni Club Baths,,2935 Zuni ,Denver,CO,(*),Baths,,,1980,,4/2/2020 12:41am,7/23/2020 7:26pm
54,Cheesman Park,,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:41am,7/23/2020 7:26pm
55,City Park - E. end of Colorado ,,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:41am,7/23/2020 7:26pm
56,Odyssey,(Disco) Inquire locally,,East Alamosa,CO,"(YC),(D)",Bars/Clubs,checked,,1980,,4/2/2020 12:41am,7/23/2020 7:26pm
57,Adult Books,,754 North Ave.,Grand Junction,CO,Cruisy Area,Cruising Areas,,,1980,,4/2/2020 12:42am,7/23/2020 7:26pm
58,Hawthrone & Lincoln Parks,(Cl. 12 midnight),,Grand Junction,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:43am,7/23/2020 7:26pm
59,Island Grove Park,nr. T-Rooms,,Greeley,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:43am,7/23/2020 7:26pm
60,U. of N. Colorado,Top floor T-Rooms,,Greeley,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:43am,7/23/2020 7:26pm
61,Turquoise Club,(Disco) (Opens 6pm),,Pueblo,CO,"(D),(*),(WE)",Bars/Clubs,,,1980,,4/2/2020 12:44am,7/23/2020 7:26pm
62,Las Vegas Cinema,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:44am,7/23/2020 7:26pm
63,Mineral Palace Park,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:44am,7/23/2020 7:26pm
64,Pueblo Mall,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1980,,4/2/2020 12:45am,7/23/2020 7:26pm
65,Slope,Top of Bridge St.,,,CO,"(M),(YC)",Bars/Clubs,,,1980,,4/2/2020 12:45am,7/23/2020 7:26pm
66,Jerry's Place,,404 S. Galena,Aspen,CO,"(M),(*),(HIP),(YC)",Bars/Clubs,,,1979,,4/2/2020 12:45am,7/23/2020 7:26pm
67,Bunk House,(Ski resort - guest house) (303) 453-6475 ,,Breckenridge,CO,"(H),(*),(W),(YC)",Hotels,,,1979,,4/2/2020 2:17am,7/23/2020 7:26pm
68,Cellar Baths,(Below Hide & Seek - looks promising),512 W. Colorado,Colorado Springs,CO,,Baths,,,1979,,4/2/2020 2:19am,7/23/2020 7:26pm
69,Denny's,,I-25 at Bijou,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,checked,,1979,,4/2/2020 2:20am,7/23/2020 7:26pm
70,Exit ,(Western night on Thur.),2028 Sheldon Ave.,Colorado Springs,CO,"(WE),(*)",Bars/Clubs,,,1979,,4/2/2020 2:20am,7/23/2020 7:26pm
71,Hide & Seek Complex,(2 bars) (Disco),512 W. Colorado,Colorado Springs,CO,"(*),(R),(PT),(YC),(D)",Restaurant,,,1979,,4/2/2020 2:21am,7/23/2020 7:26pm
72,Monarch Magazines,(Books),232 N. Tejon,Colorado Springs,CO,,Book Store,,,1979,,4/2/2020 2:21am,7/23/2020 7:26pm
73,"New Box Car, Ltd.",(Disco),5939 N. Nevada,Colorado Springs,CO,"(D),(WE),(*)",Bars/Clubs,,,1979,,4/2/2020 2:22am,7/23/2020 7:26pm
74,Acacia Park,,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 2:23am,7/23/2020 7:26pm
75,Buffalo Park,Manitou Springs,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 2:23am,7/23/2020 7:26pm
76,Alicia's,(Mexican R),278 S. Downing ,Denver,CO,"(R),(M),(*)",Restaurant,,,1979,,4/2/2020 2:23am,7/23/2020 7:26pm
77,Apartment ,('Teenie-boppers) (3.2 beer only - closes 12 midnight),1999 Lincoln,Denver,CO,"(HIP),(*),(D)",Bars/Clubs,,,1979,,4/2/2020 2:24am,7/23/2020 7:26pm
78,Back Door III,(Use rear entrance),1512 Broadway,Denver,CO,(S),,,,1979,,4/2/2020 2:25am,7/23/2020 7:26pm
79,Ball Park Health Club,"(Baths) (Some W, SM, YC, FFA) (Use rear entrance thru alley off Bayaud) ",107 S. Broadway at Bayaud,Denver,CO,"(*),(W),(SM),(YC),(FFA)",Baths,,,1979,,4/2/2020 2:47am,7/23/2020 7:26pm
80,Bob's 4444 Club,(Disco) (Could go up or down),4444 Leetsdale,Denver,CO,"(YC),(D),(S)",Bars/Clubs,,,1979,,4/2/2020 2:48am,7/23/2020 7:26pm
81,Bond Liquor Store,,622 E. 17th St.,Denver,CO,(M),Business,,,1979,,4/2/2020 2:49am,7/23/2020 7:26pm
82,Broadway Cabaret ,,1260 Broadway,Denver,CO,"(M),(YC),(R),(PT),(*),(D)",Restaurant,,,1979,,4/2/2020 2:51am,7/23/2020 7:26pm
83,Climax International Pub,(Opens 6 a.m.),1339 17th at Market,Denver,CO,(RT),Bars/Clubs,,,1979,,4/2/2020 2:52am,7/23/2020 7:26pm
84,Court Jester,,1617 Court Pl.,Denver,CO,(*),Bars/Clubs,,,1979,,4/2/2020 2:53am,7/23/2020 7:26pm
85,Cruise Model ,Escort Tel: (303) 777-8100,,Denver,CO,,Business,,,1979,,4/2/2020 2:54am,7/23/2020 7:26pm
86,Den,"(Some W, OC)",5110 W. Colfax,Denver,CO,"(*),(R),(PT),(W),(OC)",Restaurant,,,1979,,4/2/2020 2:54am,7/23/2020 7:26pm
87,Door,"(Some RT, OC)",1512 Broadway,Denver,CO,"(D),(PT),(RT),(OC),(*)",Bars/Clubs,,,1979,,4/2/2020 2:54am,7/23/2020 7:26pm
88,Empire Baths,,6923 E. Colfax,Denver,CO,,Baths,,,1979,,4/2/2020 2:56am,7/23/2020 7:26pm
89,Empress Theatre,(All male),139 Broadway,Denver,CO,,Theatre,,,1979,,4/2/2020 2:56am,7/23/2020 7:26pm
90,Fox Hole,(Lunch) (Patio - wild Sunday afternoons),"2936 Fox, off 20th St. Viaduct",Denver,CO,"(W),(SM),(*)",Bars/Clubs,,,1979,,4/2/2020 2:57am,7/23/2020 7:26pm
91,Galaxie Theatre & Book Store,,633 E. Colfax,Denver,CO,(*),"Book Store,Theatre",,,1979,,4/2/2020 2:58am,7/23/2020 7:26pm
92,Gentlemen's Quarters Club Baths of Denver ,,1359 Court Place,Denver,CO,(*),Baths,,,1979,,4/2/2020 2:58am,7/23/2020 7:26pm
93,Grist Mall,,8th & Speer,Denver,CO,"(M),(R),(C),(AH)",Restaurant,,,1979,,4/2/2020 2:58am,7/23/2020 7:26pm
94,Haberdashery ,(Men's clothing),1245 E. Colfax ,Denver,CO,,Business,,,1979,,4/2/2020 2:59am,7/23/2020 7:26pm
95,Kitty's Book Store,,735 E. Colfax,Denver,CO,(M),Book Store,,,1979,,4/2/2020 2:59am,7/23/2020 7:26pm
96,Luke Steam Baths,,3540 W. Colfax,Denver,CO,(M),Baths,,,1979,,4/2/2020 3:00am,7/23/2020 7:26pm
97,M.C.C.,,1400 Lafayette,Denver,CO,M.C.C.,Church,,,1979,,4/2/2020 3:00am,7/23/2020 7:26pm
98,1942 Club,"(Some W, SM, YC, PT in front - Disco - D in back - 3 bars) (Cruisy) ",1942 Broadway ,Denver,CO,"(W),(SM),(YC),(PT),(*),(D),(C),(AH),(WE)","Bars/Clubs,Cruising Areas",,,1979,,4/2/2020 3:01am,7/23/2020 7:26pm
99,Pearl Street Disco ,"(Stables - Some W, SM) (Also C-AH)",1308 Pearl St.,Denver,CO,"(YC),(D),(W),(SM),(C),(AH),(*)",Bars/Clubs,,,1979,,4/2/2020 3:02am,7/23/2020 7:26pm
100,Three Sisters,(Disco),3358 Mariposa,Denver,CO,"(G),(D),(*)",Bars/Clubs,,,1979,,4/2/2020 3:03am,7/23/2020 7:26pm
101,Triangle ,(Cruisy john),2036 Broadway,Denver,CO,"(SM),(W),(FFA),(PT),(*)","Cruising Areas,Bars/Clubs",,,1979,,4/2/2020 3:03am,7/23/2020 7:26pm
102,White Spot,,740 W. Colfax,Denver,CO,"(M),(R),(C)",Restaurant,,,1979,,4/2/2020 3:03am,7/23/2020 7:26pm
103,Zuni Club Baths,,2935 Zuni,Denver,CO,(*),Baths,,,1979,,4/2/2020 3:04am,7/23/2020 7:26pm
104,Cheesman Park,,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:04am,7/23/2020 7:26pm
105,City Park ,E. end of Colorado,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:04am,7/23/2020 7:26pm
106,Washington Park,,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:06am,7/23/2020 7:26pm
107,Adult Books ,North Ave.,,Grand Junction,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:07am,7/23/2020 7:26pm
108,Hawthrone Park,,,Grand Junction,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:07am,7/23/2020 7:26pm
109,Island Grove Park,nr. T-Rooms,,Greeley,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:07am,7/23/2020 7:26pm
110,U. of N. Colo. ,Top floor T-Room,,Greeley,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:08am,7/23/2020 7:26pm
111,Mozarts,,,Pueblo,CO,"(M),(OC)",Bars/Clubs,,,1979,,4/2/2020 3:08am,7/23/2020 7:26pm
112,Turquoise Club ,(Disco),707 N. Maine,Pueblo,CO,"(D),(WE),(*)",Bars/Clubs,,,1979,,4/2/2020 3:10am,7/23/2020 7:26pm
113,Las Vegas Cinema ,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:10am,7/23/2020 7:26pm
114,Mineral Palace Park,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:10am,7/23/2020 7:26pm
115,Pueblo Mall ,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1979,,4/2/2020 3:11am,7/23/2020 7:26pm
116,Slope,Top of Bridge St.,,Vail,CO,"(M),(YC)",Bars/Clubs,,,1979,,4/2/2020 3:11am,7/23/2020 7:26pm
117,Jerry's Place,,405 So. Galena,Aspen,CO,"(M),(HIP),(YC),(*)",Bars/Clubs,,,1978,,4/2/2020 3:11am,7/23/2020 7:26pm
118,Bunk House ,"(Ski resort - guest house) 303-453-6475 Box 6, Breckenridge, Colo.",,Breckenridge,CO,"(H),(W),(YC)",Hotels,checked,,1978,,4/2/2020 3:17am,7/23/2020 7:26pm
119,Box Car,,5935 N. Nevada,Colorado Springs,CO,"(D),(WE),(*)",Bars/Clubs,,,1978,,4/2/2020 3:19am,7/23/2020 7:26pm
120,Denny's,,I-25 at Bijou,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,checked,,1978,,4/2/2020 3:19am,7/23/2020 7:26pm
121,Exit,(Western night on Thurs.),2028 Sheldon Ave.,Colorado Springs,CO,,Bars/Clubs,,,1978,,4/2/2020 3:19am,7/23/2020 7:26pm
122,Hide & Seek,(Disco) (May be opening health club),512 W. Colorado,Colorado Springs,CO,"(YC),(D),(PT),(*)",Bars/Clubs,,,1978,,4/2/2020 3:19am,7/23/2020 7:26pm
123,Monarch Magazines ,(Book store),232 N. Tejon,Colorado Springs,CO,,Book Store,,,1978,,4/2/2020 3:20am,7/23/2020 7:26pm
124,Acacia Park,,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:21am,7/23/2020 7:26pm
125,Buffalo Park,Manitou Springs,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:21am,7/23/2020 7:26pm
126,Alicia's ,(Mexican R),,Denver,CO,"(R),(M)",Restaurant,,,1978,,4/2/2020 3:22am,7/23/2020 7:26pm
127,Apartment ,('Teenie-boppers' - 3.2 beer only - closes 12 midnight) ,1999 Lincoln,Denver,CO,"(HIP),(YC),(D),(*)",Bars/Clubs,,,1978,,4/2/2020 3:22am,7/23/2020 7:26pm
128,Back Door III,(Use rear entrance),1512 Broadway,Denver,CO,"(S),(*)",Bars/Clubs,,,1978,,4/2/2020 3:23am,7/23/2020 7:26pm
129,Ballpark Health Club,(Baths) (use rear entrance off alley at Bayard & Broadway),107 So. Broadway,Denver,CO,"(*),(SM),(W),(YC),(PT),(FFA)",Baths,,,1978,,4/2/2020 3:24am,7/23/2020 7:26pm
130,Bond Liquor Store,,622 E. 17th Ave.,Denver,CO,(M),Business,,,1978,,4/2/2020 3:25am,7/23/2020 7:26pm
131,Boozewazee,(Disco) (Looks promising),1645 Wazee,Denver,CO,(D),Bars/Clubs,,,1978,,4/2/2020 3:26am,7/23/2020 7:26pm
132,Broadway Cabaret,(Disco - D in rear),1260 Broadway,Denver,CO,"(D),(YC),(R),(PT),(*)",Restaurant,,,1978,,4/2/2020 3:26am,7/23/2020 7:26pm
133,Climax International Pub,,17th & Market,Denver,CO,,Bars/Clubs,,,1978,,4/2/2020 3:28am,7/23/2020 7:26pm
134,Club Baths of Denver,,1359 Court Pl.,Denver,CO,,Baths,,,1978,,4/2/2020 3:28am,7/23/2020 7:26pm
135,Coffee King ,,3250 W. Colfax,Denver,CO,"(R),(AH)",Restaurant,,,1978,,4/2/2020 3:28am,7/23/2020 7:26pm
136,Den,,5110 W. Colfax,Denver,CO,"(W),(R),(PT)",Restaurant,,,1978,,4/2/2020 3:29am,7/23/2020 7:26pm
137,Door,"(Some RT, B)",1512 Broadway,Denver,CO,"(RT),(B),(*),(D),(PT)",Bars/Clubs,,,1978,,4/2/2020 3:29am,7/23/2020 7:26pm
138,Empire Baths,,6923 E. Colfax,Denver,CO,,Baths,,,1978,,4/2/2020 3:30am,7/23/2020 7:26pm
139,Empress Theatre,(All male),139 Broadway ,Denver,CO,,Theatre,,,1978,,4/2/2020 3:30am,7/23/2020 7:26pm
140,Fox Hole,"(Some W, SM) (Lunch) (Looks promising)","2936 Fox, off 20th St. Viaduct",Denver,CO,"(W),(SM)",Bars/Clubs,,,1978,,4/2/2020 3:30am,7/23/2020 7:26pm
141,Galaxie Theatre & Book Store,,633 E. Colfax,Denver,CO,,"Book Store,Theatre",,,1978,,4/2/2020 3:31am,7/23/2020 7:26pm
142,Gin Mill,(Opens 6 a.m.),1339 17th St.,Denver,CO,"(M),(RT)",Bars/Clubs,,,1978,,4/2/2020 3:31am,7/23/2020 7:26pm
143,Haberdashery ,(Men's clothing),1245 E. Colfax,Denver,CO,,Business,,,1978,,4/2/2020 3:32am,7/23/2020 7:26pm
144,Kitty's Book Store & Mini Theatre,,735 E. Colfax,Denver,CO,,"Book Store,Theatre",,,1978,,4/2/2020 3:33am,7/23/2020 7:26pm
145,Lake Steam Baths,(G only on Thurs. nights),3540 W. Colfax Ave.,Denver,CO,"(M),(G)",Baths,,,1978,,4/2/2020 3:33am,7/23/2020 7:26pm
146,M.C.C.,,1400 Lafayette,Denver,CO,M.C.C.,Church,,,1978,,4/2/2020 3:33am,7/23/2020 7:26pm
147,Nineteen-Forty-Two Club ,"(Some W, SM, PT in front - Disco - D in back room) (also C-AH-WE)",1942 Broadway ,Denver,CO,"(W),(SM),(*),(PT),(D),(C),(AH),(WE)","Bars/Clubs,Restaurant",,,1978,,4/2/2020 3:34am,7/23/2020 7:26pm
148,P.D. ,('Pirates Den') (Use back door thru parking lot),1705 Federal Blvd.,Denver,CO,"(PT),(*)",Bars/Clubs,,,1978,,4/2/2020 3:34am,7/23/2020 7:26pm
149,Pear Street Disco,(Also AH),1308 Pearl St.,Denver,CO,"(YC),(D),(*),(AH)",Bars/Clubs,,,1978,,4/2/2020 3:35am,7/23/2020 7:26pm
150,Poochie's,(3.2. beer),105 Broadway,Denver,CO,,Bars/Clubs,,,1978,,4/2/2020 3:35am,7/23/2020 7:26pm
151,Satisfy ,(Books & things),1431 Ogden ,Denver,CO,,Book Store,,,1978,,4/2/2020 3:36am,7/23/2020 7:26pm
152,Terrace,,3737 E. Colfax,Denver,CO,"(S),(*)",Bars/Clubs,,,1978,,4/2/2020 3:36am,7/23/2020 7:26pm
153,Three Sisters,,3358 Mariposa,Denver,CO,"(G),(D),(*)",Bars/Clubs,,,1978,,4/2/2020 3:36am,7/23/2020 7:26pm
154,Triangle ,"(Denver Tack & Supply - 'toys & leather shop downstairs was closed, but may be reopening) ",2036 Broadway,Denver,CO,"(SM),(W),(PT),(*)",Bars/Clubs,,,1978,,4/2/2020 3:36am,7/23/2020 7:26pm
155,White Spot,,740 W. Colfax at Pearl,Denver,CO,"(M),(R),(C),(AH)",Restaurant,,,1978,,4/2/2020 3:37am,7/23/2020 7:26pm
156,Zuni Club Baths,,2935 Zuni,Denver,CO,(*),Baths,,,1978,,4/2/2020 3:38am,7/23/2020 7:26pm
157,Cheeseman Park,,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:38am,7/23/2020 7:26pm
158,City Park ,East end of Colorado,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:40am,7/23/2020 7:26pm
159,Sodomy Circle,State Capitol grounds - sure suicide ,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:40am,7/23/2020 7:26pm
160,Washington Park,,,Denver,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:40am,7/23/2020 7:26pm
161,Reverse 'R' Bar,,122 So. 5th St.,Grand Junction,CO,(M),Bars/Clubs,,,1978,,4/2/2020 3:41am,7/23/2020 7:26pm
162,Hawthrone Park,,,Grand Junction,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:41am,7/23/2020 7:26pm
163,Mozarts,,925 No. Main St.,Pueblo,CO,"(M),(OC)",Bars/Clubs,,,1978,,4/2/2020 3:41am,7/23/2020 7:26pm
164,Turquoise Club,(Disco),707 No. Main St.,Pueblo,CO,"(D),(WE),(*)",Bars/Clubs,,,1978,,4/2/2020 3:42am,7/23/2020 7:26pm
165,City Park,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:42am,7/23/2020 7:26pm
166,Mineral Palace Park,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:42am,7/23/2020 7:26pm
167,Pueblo Mall T-Rooms,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1978,,4/2/2020 3:42am,7/23/2020 7:26pm
168,Slope,Top of Bridge St.,,Vail,CO,"(M),(YC)",Bars/Clubs,,,1978,,4/2/2020 3:42am,7/23/2020 7:26pm
169,Alice's Alley & The Slope ,"(Both bars share the same entrance downstairs below the Aspen Mine Company) Both are very M, HIP but can be interesting ",,Aspen,CO,"(M),(YC),(R),(HIP)","Restaurant,Bars/Clubs",checked,,1977,,4/2/2020 9:06pm,7/23/2020 7:26pm
170,Paragon,(Disco),,Aspen,CO,"(M),(HIP),(YC),(D)",Bars/Clubs,,,1977,,4/2/2020 9:11pm,7/23/2020 7:26pm
171,Catacombs ,(Late downstairs - Boulderado Hotel) ,2115 13th St.,Boulder,CO,"(M),(HIP),(YC),(R)","Restaurant,Hotels",,,1977,,4/2/2020 9:12pm,7/23/2020 7:26pm
172,Five-O-Seven Club,(Baths),507 Canyon Blvd.,Boulder,CO,(*),Baths,,,1977,,4/2/2020 9:12pm,7/23/2020 7:26pm
173,Norlin Library,,,Boulder,CO,Cruisy Area,Cruising Areas,checked,,1977,,4/2/2020 9:14pm,7/23/2020 7:26pm
174,Off Campus,around 13th & College,,Boulder,CO,Cruisy Area,Cruising Areas,checked,,1977,,4/2/2020 9:15pm,7/23/2020 7:26pm
175,Bunk House,"(Ski resort - guest house) Telephone (303) 453-6475; Box 6, Breckenridge, Colorado",,Breckenridge,CO,"(H),(W),(YC)",Hotels,checked,,1977,,4/2/2020 9:15pm,7/23/2020 7:26pm
176,Depot Bar,,110 W. Lincoln,Breckenridge,CO,"(M),(HIP),(YC)",Bars/Clubs,,,1977,,4/2/2020 9:16pm,7/23/2020 7:26pm
