ID2,title,type,streetaddress,city,state,description,amenityfeatures,unclear_address,Year,unclear type or question,notes,Last Modified
4894,Chain Reaction,Bars/Clubs,3027 E. Palmetto St. ,Florence,SC,"662-0378 9pm-2am Wed-Thurs & Sat, til 4am Fri, clsd Sun-Tues","(MW),(D),(S),(YC)",,1991,,,4/25/2023 9:34pm
37,H.Q. Lookers,Bars/Clubs,217 S. 4th St.,Gadsden,AL,547-9828 (NH) 4pm-2am Tues-Sat,(NH),,1991,,,4/25/2023 9:34pm
40,Lola's,Bars/Clubs,115 Clinton Ave.,Huntsville,AL,"534-4297 (MW,D,S) 7pm-2am Fri-Sun","(D),(S),(MW)",,1991,,,4/25/2023 9:34pm
41,Vieux Carre,Bars/Clubs,1204 Posey ,Huntsville,AL,"534-5970 (MW,D,NH) 7pm- 2am Mon-Thurs, opens 5pm Fri-Sun, patio","(D),(MW),(NH)",,1991,,,4/25/2023 9:34pm
43,MCC,Religious Organizations,"2400 Bob Wallace #102-103, 35805",Huntsville,AL,533-6220 Sun 10am & 6pm (interpreted for hearing-impaired),,,1991,,,4/25/2023 9:34pm
42,Opening Books,Book Stores or Retail Shops,403 Pratt Ave. N.E. ,Huntsville,AL,"536-5880 9am- 10pm Sun-Thurs, til midnight Fri & Sat, lending library",,,1991,,,4/25/2023 9:34pm
1691,Park Place Lounge,Bars/Clubs,2712 Park St.,Jacksonville,FL,389-6616,(S),,1991,,,4/25/2023 9:34pm
1690,Jarviston Junction,Bars/Clubs,1261 King Rd.,Jacksonville,FL,"388-3434 3pm-2am Mon-Sat, clsd Sun","(MW),(BW),(NH)",,1991,,,4/25/2023 9:34pm
1692,The Phoenix,Bars/Clubs,1216 Kings Ave. ,Jacksonville,FL,"398-0101 3pm- 2am Mon-Fri, 8pm-2am Sat, clsd Sun","(LV),(L),(V)",,1991,,,4/25/2023 9:34pm
1694,Third Dimension,"Bars/Clubs,Restaurants & Cafes",711 Edison Ave.,Jacksonville,FL,"353-6316 11am-2am, clsdSun","(D),(S),(F),(E)",,1991,,,4/25/2023 9:34pm
1693,Rumors by M ,Bars/Clubs,749 Cesery Blvd.,Jacksonville,FL,"721-5254 3pm-2am Mon-Thurs, 3pm-3am Fri & Sat, clsd Sun","(MW),(D),(E),(S),(YC)",,1991,,,4/25/2023 9:34pm
1696,Club Jacksonville Health Club / CBC,Gym/Health Clubs,1939 Hendricks Ave. ,Jacksonville,FL,398-7451 24hrs,(PC),,1991,,,4/25/2023 9:34pm
1697,Shades o f Lavender,Book Stores or Retail Shops,1502 Hendricks,Jacksonville,FL,"346-3182 gay/ lesbian books, hrs vary",,,1991,,,4/25/2023 9:34pm
1700,MCC,Religious Organizations,126 E. 7th St.,Jacksonville,FL,"358-6747 11am, 7pm Sun & 7pm Wed",,,1991,,,4/25/2023 9:34pm
1699,Sea Kindly Sailing Charters ,Travel Agency or Tour Operators,999 First Coast Hwy. W.,Jacksonville,FL,"Box 10, Fernandina Beach, 277-3826/378-8360 cus­ tomized sailing charters",,,1991,,,4/25/2023 9:34pm
1698,Men of All Color Together ,Men's Services,1231 King St.,Jacksonville,FL,384-7789 mtgs 1st & 3rd Sat,,,1991,,,4/25/2023 9:34pm
4190,Friends ,Bars/Clubs,1551 Lejuene Blvd.,Jacksonville,NC,(rear entrance) 353-9710 7pm-2am,"(MW),(D),(S),(PC),(YC)",,1991,,,4/25/2023 9:34pm
48,French Quarter,"Cruising Areas,Bars/Clubs",215 Conti St.,Mobile,AL,438-9139,(D),,1991,,,4/25/2023 9:34pm
50,Society Lounge,Bars/Clubs, 51 Conception,Mobile,AL,"433-9141 (M,S) 7pm-? Mon-Sat, noon-? Sun ","(M),(S)",,1991,,,4/25/2023 9:34pm
47,Club Park Ave.,Bars/Clubs,7 S. Joachim ,Mobile,AL,"433-9105 (*MW,V,S,E,YC) 6am-4am","(V),(S),(E),(YC),(MW),(*)",,1991,,,4/25/2023 9:34pm
49,Golden Rod,Bars/Clubs,219 Conti,Mobile,AL,"433-9175 (MX,MW,PC) 7pm-?","(MX),(MW),(PC)",,1991,,,4/25/2023 9:34pm
51,MCC,Religious Organizations,2630 6th Ave. S.,Mobile,AL,326-8529 group meets weekly,,,1991,,,4/25/2023 9:34pm
54,City Lights ,Bars/Clubs,211 Lee St.,Montgomery,AL,"262-2600 (MW,D,E,S) 7pm-2am Mon-Fri, 6pm-2am Sat, clsd Sun","(MW),(D),(E),(S)",,1991,,,4/25/2023 9:34pm
55,Zippers,Bars/Clubs,207 Dexter Ave.,Montgomery,AL,"263-7890 (MW,D,S,AH) 8pm- ?Mon-Sat, 6pm-? Sun","(MW),(D),(S),(AH)",,1991,,,4/25/2023 9:34pm
57,MCC,Religious Organizations,5290 Vaughn,Montgomery,AL, (Unitarian Church) 264-7887 5:30pm Sun,,,1991,,,4/25/2023 9:34pm
71,Gay/Lesbian Support Services,Info Lines & Services,P.O. Box 4595,Tuscaloosa,AL,"35486, 348-8494/348-1517 taped info",,,1991,,,4/25/2023 9:34pm
75,Raven ,Bars/Clubs,618 Gambell,Anchorage,AK,"(enter through parking lot on 6th) 276-9672 (M,V,NH)","(M),(V),(NH)",,1991,,,4/25/2023 9:34pm
76,MCC,Religious Organizations,602 W. 10th Ave. ,Anchorage,AK,(Log Cabin Unitarian Church) 745- 0803 2:30pm Sun,,,1991,,,4/25/2023 9:34pm
74,Blue Moon,Bars/Clubs,530 E. 5th Ave. ,Anchorage,AK,"277-0441 (MW,D,S) 11:30am- 2:30am Mon-Thurs, llam -3am Fri & Sat, noon-2:30am Sun","(MW),(D),(S)",,1991,,,4/25/2023 9:34pm
79,French Quarter,Erotica,4028 Mountain View,Anchorage,AK,"276-9049 10am- 2am Mon-Sat, noon-1 lp m Sun",,,1991,,,4/25/2023 9:34pm
78,Anchorage Video Mart,Erotica,137 W. 5th Ave. ,Anchorage,AK,276-9224 24hrs,,,1991,,,4/25/2023 9:34pm
77,Adults Only Bookstore,Erotica,3956 Spenard Rd.,Anchorage,AK,243-0697,,,1991,,,4/25/2023 9:34pm
80,La Sex Shoppe,Erotica,305 W. Dimond Blvd.,Anchorage,AK,522-1987 24hrs,,,1991,,,4/25/2023 9:34pm
81,Swinger Book Store ,Erotica,710 W. Northern Lights Blvd. ,Anchorage,AK,561- 5039 24hrs,,,1991,,,4/25/2023 9:34pm
88,Summit Hotel Bar,Bars/Clubs,455S. Franklin St,Juneau,AK,(rear) 586-2050 restaurant 5:30pm-10pm ,(MX),,1991,,,4/25/2023 9:34pm
198,Ron's Place,Bars/Clubs,523 W. Poplar St.,Fayetteville,AR,9pm-2am Wed-Sun 442-3052,"(MW),(D),(YC)",,1991,,,4/25/2023 9:34pm
199,MCC Ozarks,Religious Organizations,275 E. Huntsville Rd.,Fayetteville,AR,443-4278 11am Sun,,,1991,,,4/25/2023 9:34pm
4172,President video & News,Erotica,3712 Bragg Blvd.,Fayetteville,NC,864-9992,,,1991,,,4/25/2023 9:34pm
4170,Reunion,Bars/Clubs,457 W. Russell St. ,Fayetteville,NC,485-7644 9pm-2am Wed-Sun,"(MW),(D),(S),(PC)",,1991,,,4/25/2023 9:34pm
4169,Oz,Bars/Clubs,2540 Gillespie St.,Fayetteville,NC,485-2037 9pm-3am,"(PC),(D),(S),(E)",,1991,,,4/25/2023 9:34pm
4171,Expressions,Erotica,4326 Bragg Blvd.,Fayetteville,NC,864-2358,,,1991,,,4/25/2023 9:34pm
203,Busters,Bars/Clubs, 522 N. 10th St.,Ft. Smith,AR,782-0550 5pm-5am,"(MW),(D),(E),(S)",,1991,,,4/25/2023 9:34pm
204,Court Garden,Bars/Clubs,305 Garrison Ave.,Ft. Smith,AR,783-9822 5pm-5am,"(MW),(D)",,1991,,,4/25/2023 9:34pm
209,Our House Lounge & Restaurant,Bars/Clubs,235 Broadway St.,Hot Springs,AR,"624-6868 7pm-3am Mon-Fri, 7pm-2am Sat, shows monthly","(*),(MW),(D),(F)",,1991,,,4/25/2023 9:34pm
211,AA Gay/Lesbian,Info Lines & Services,4404 Woodlawn ,Little Rock,AR,"(Pulaski Hts Presb Church) 664-7303 (AA #) mtgs 5pm Sun, 8pm Wed",,,1991,,,4/25/2023 9:34pm
216,Chaps ,Bars/Clubs,1701 S. University Ave,Little Rock,AR,"664-9600 7pm-1am Mon-Fri, 6pm-12am Sat","(M),(LV),(CW)",,1991,,,4/25/2023 9:34pm
214,Little Rock Inn,Accommodations,601 Center St.,Little Rock,AR,376-8301 gay bars on premises,"(MX),(MW),(SW)",,1991,,,4/25/2023 9:34pm
217,Christopher's Lounge,Bars/Clubs,601 Center St.,Little Rock,AR,"(at the Little Rock Inn) 376-8301 piano bar, 5pm-2am, Sat 4pm-lam","(M),(E)",,1991,,,4/25/2023 9:34pm
218,Discovery III,Bars/Clubs,1021 Jessie Rd.,Little Rock,AR,"664-4784 9pm-2am Mon-Thur, 9pm-5am Fri & Sat","(*),(AH),(S),(D),(YC)",,1991,,,4/25/2023 9:34pm
220,Rumors,Bars/Clubs,5618 Asher,Little Rock,AR,"562-7531 9pm-5am (from 7pm Sun), c & w dancing Sun 7pm","(MW),(D),(PC),(C&W)",,1991,,,4/25/2023 9:34pm
219,Miss Febe's,Bars/Clubs,601 Center St.,Little Rock,AR,"376-8301 drag bar; shows Thur-Sat, 9pm-2am, til lam Sat","(MW),(D),(S)",,1991,,,4/25/2023 9:34pm
223,MCC of the Rock,Religious Organizations,2017 Chandler,Little Rock,AR,(North Little Rock) 753- 7075 worship 11am,,,1991,,,4/25/2023 9:34pm
221,Twisted Entertainment ,Book Stores or Retail Shops,7201-B Asher Ave. ,Little Rock,AR,"568-4262 gift shop, 11a m -11p m , clsd Tues",,,1991,,,4/25/2023 9:34pm
225,Arkansas Advisor,Publications,"P.O. Box 4397, 72214",Little Rock,AR,phone 666-6900,,,1991,,,4/25/2023 9:34pm
226,American Arcade,Erotica,4524 Asher,Little Rock,AR,"666-9925 open 24hrs, videos",,,1991,,,4/25/2023 9:34pm
224,Unitarian - Universallst Church,Religious Organizations,1818 Resevoir Rd.,Little Rock,AR,225-1503 worship Sun 11am,,,1991,,,4/25/2023 9:34pm
89,St. Elmo's,Bars/Clubs,36 Brewery Gulch Ave.,Bisbee,AZ,432-5578  dis­creetly frequented by local gay population,(MX),,1991,,,4/25/2023 9:34pm
95,Monte Vista Lounge,Bars/Clubs,100 N. San Francisco St.,Flagstaff,AZ,779-6971 10am-1am,"(MX),(MW)",,1991,,,4/25/2023 9:34pm
94,Charlie's,Bars/Clubs,23 N. Leroux ,Flagstaff,AZ," 779-1919 11pm -1am , discreety frequented by local gay population","(MX),(MW)",,1991,,,4/25/2023 9:34pm
96,Aradia Books,Book Stores or Retail Shops,116 W. Cottage,Flagstaff,AZ,779-3817 gay/lesbian books,,,1991,,,4/25/2023 9:34pm
101,Kings Inn Best Western,Accommodations,2930 E. Andy Devine,Kingman,AZ,"753-6101 jacuzzi, sauna",(MX),,1991,,,4/25/2023 9:34pm
111,Larry's Bed & Breakfast,Accommodations,5952 E. Calle Tuberia,Phoenix,AZ,"947-5458 3 rms, shared bath, full breakfast, sea­ sonal Nov-April only","(MX),(SW)",,1991,,,4/25/2023 9:34pm
112,Royal Villa Apts.,Accommodations,1102 E. Turney Ave. ,Phoenix,AZ,"266-6883 spa, overnight and long term accommodations",(SW),,1991,,,4/25/2023 9:34pm
114,Apollo's,"Bars/Clubs,Cruising Areas",5749 N. 7th St.,Phoenix,AZ,"cruise bar, popular happy hour 277-9373","(*),(L),(LV)",,1991,,,4/25/2023 9:34pm
117,Bum Steer,Bars/Clubs,4620 N. 7th Ave.,Phoenix,AZ,"279-3033 Copperstate Leathermen home bar, Phoenix home of T.A.L.L, patio","(*),(L),(LV),(V),(AH)",,1991,,,4/25/2023 9:34pm
115,BS West ,Bars/Clubs,7125 5th Ave.,Phoenix,AZ,"(pedestrian mall), Scottsdale, 945-9028 video bar, 1pm -1am , Sun BBQ","(M),(P)",,1991,,,4/25/2023 9:34pm
116,Bobby's,Bars/Clubs,1810 E. McDowell Rd. ,Phoenix,AZ,"258-9477 dance bar, opens at noon","(D),(V),(S)",,1991,,,4/25/2023 9:34pm
121,Dencity,Bars/Clubs,"7232 E. First St., Scottsdale ",Phoenix,AZ,"946-9303 (D,V,AH) opens 3pm","(D),(V),(AH)",,1991,,,4/25/2023 9:34pm
118,Cattleman's Exchange,Bars/Clubs,138 W. Camelback Rd. ,Phoenix,AZ,"266-0875 conversation bar, upstairs ""Hayloft"" bar, 10am-lam",(OC),,1991,,,4/25/2023 9:34pm
120,Cruisin' Central ,Bars/Clubs,1011 N. Central Ave.,Phoenix,AZ,"253-3376 (OC,H,S) opens 7am, Sun 10am","(OC),(H),(S)",,1991,,,4/25/2023 9:34pm
119,Charlie’s,Bars/Clubs,727 W. Camelback Rd.,Phoenix,AZ,"265-0224 cloggers, patio, home of the AZ Gay Rodeo, noon- lam, Sun Brunch","(CW),(*)",,1991,,,4/25/2023 9:34pm
125,Mr. Mister's,Bars/Clubs,1019 E. Indian School Rd. ,Phoenix,AZ,"(D,E) 277 1821 noon-lam","(D),(E)",,1991,,,4/25/2023 9:34pm
124,Little Jim's 307,Bars/Clubs,222 E. Roosevelt 252-0001,Phoenix,AZ,open 6am-lam,(S),,1991,,,4/25/2023 9:34pm
123,J'Bee's,Bars/Clubs,155 W. Camelback Rd.,Phoenix,AZ,to open spring 1990,"(D),(S)",,1991,,,4/25/2023 9:34pm
129,Trax ,Bars/Clubs,1724 E. McDowell,Phoenix,AZ,"254-0231 (*D,L,LV,YC,AH) 2pm-lam Sun-Thur, 2pm-3:30am Fri & Sat","(*),(D),(L),(LV),(YC),(AH)",,1991,,,4/25/2023 9:34pm
128,Rocky RacKoon's Saloon & Eatery,Bars/Clubs,4622 N. 7th St.,Phoenix,AZ,"248-9609 bar & restaurant, lla m -la m",(MW),,1991,,,4/25/2023 9:34pm
126,Nu Towne,Bars/Clubs,5002 E. Van Buren,Phoenix,AZ,"267-9959 open 10am-1am, popular Sun & Tues",(YC),,1991,,,4/25/2023 9:34pm
127,Preston's,Bars/Clubs,4102 E. Thomas Rd. ,Phoenix,AZ,"224-5778 bar/restaurant, open til 3am","(*),(MW),(D),(AH)",,1991,,,4/25/2023 9:34pm
132,Gentry,Restaurants & Cafes,4523 N. 16th St. ,Phoenix,AZ,"274-1288 (MX,E,P) cocktails, 11:30am-lpm","(MX),(E),(P)",,1991,,,4/25/2023 9:34pm
130,Winks,Bars/Clubs,5707 N. 7th St.,Phoenix,AZ,"265-9002 piano bar, live entertainment, lunch 11:30-2:30pm, Sun Brunch","(*),(E)",,1991,,,4/25/2023 9:34pm
131,Cactus Cafe,Restaurants & Cafes,4102 E. Thomas Rd.,Phoenix,AZ,"(at Preston's bar) Southwestern cuisine, closed Mon & Tues, opens 5pm",,,1991,,,4/25/2023 9:34pm
133,Flex Complex,Gym/Health Clubs,1517 S. Black Canyon Hwy.,Phoenix,AZ,"(access road) 271-9011 (PC,SW) steam","(PC),(SW)",,1991,,,4/25/2023 9:34pm
134,Humanspace Books Inc,Book Stores or Retail Shops,1617 N. 32nd St. #5,Phoenix,AZ,"220-4419 alternative lifestyle, gay men's titles, thorough AIDS section",,,1991,,,4/25/2023 9:34pm
135,Tuff Stuff ,Book Stores or Retail Shops,1714 E. McDowell Rd. ,Phoenix,AZ,"254-9651 leather shop Tues-Fri 10-6, Sat 10-3, clsd Sun & Mon",,,1991,,,4/25/2023 9:34pm
138,Travel Registry,Travel Agency or Tour Operators,3819 N. 3rd St.,Phoenix,AZ,263-7761,(IGTA),,1991,,,4/25/2023 9:34pm
136,Advantage Travel,Travel Agency or Tour Operators,"645 E. Missouri, Suite 181",Phoenix,AZ,230-2299,,,1991,,,4/25/2023 9:34pm
137,"FirsTravel, Ltd.",Travel Agency or Tour Operators,5150 N. 7th St.,Phoenix,AZ,265-0666,(IGTA),,1991,,,4/25/2023 9:34pm
140,Casa de Cristo Evangelical Church,Religious Organizations,1029 E. Turney,Phoenix,AZ,265-2831 10am & 7pm Sun,,,1991,,,4/25/2023 9:34pm
142,MCC Gentle Shepherd,Religious Organizations,3425 E. Mountain View Blvd.,Phoenix,AZ,996-7644 10:30am Sun,,,1991,,,4/25/2023 9:34pm
143,Oasis MCC,Religious Organizations,2405 E. Coronado ,Phoenix,AZ,11am Sun,,,1991,,,4/25/2023 9:34pm
146,Book Cellar,Erotica,#2 2103 W. Camelback Rd. ,Phoenix,AZ,"249-9788 books, etc., open 24hrs",,,1991,,,4/25/2023 9:34pm
147,Castle Boutique,Erotica,5501 E. Washington,Phoenix,AZ,231-9837 open 24hrs,,,1991,,,4/25/2023 9:34pm
148,International Bookstore,Erotica,3640 E. Thomas Rd.,Phoenix,AZ,"955- 2000 large gay selection, 8am-2:30am",,,1991,,,4/25/2023 9:34pm
149,Modern World,Erotica," 1812 E. Apache, Tempe ",Phoenix,AZ,"967-9052 gay/ lesbian selection, open 24hrs",,,1991,,,4/25/2023 9:34pm
151,Zorba's Adult Book Shop,Erotica,"2924 N. Scottsdale Rd.,Scottsdale",Phoenix,AZ,"941-9891 24hrs, videos, etc.",,,1991,,,4/25/2023 9:34pm
150,Pleasure Palace,Erotica,1524 E. Van Buren,Phoenix,AZ,262-9942 24hrs,,,1991,,,4/25/2023 9:34pm
158,Oak Creek Owl Restaurant & Cocktail Room,Restaurants & Cafes,329 Hwy. 179,Sedona,AZ,"282-3532 (MX,MW)","(MX),(MW)",,1991,,,4/25/2023 9:34pm
162,Hacienda del Sol Guest Ranch Resort,Accommodations,5601 N. Haci­enda del Sol Rd.,Tucson,AZ,"299-1501 44 acre complex, horseback riding & tennis","(MX),(MW),(SW),(F)",,1991,,,4/25/2023 9:34pm
163,Back Pocket ,Bars/Clubs,2921 N. 1st Ave. ,Tucson,AZ,(atJoshua Tree bar) 622-6233 quiet bar,,,1991,,,4/25/2023 9:34pm
165,Graduate,"Cruising Areas,Bars/Clubs",23 W. University Ave.,Tucson,AZ,"622-9233 11am-1am Mon-Sun, cruise bar",,,1991,,,4/25/2023 9:34pm
166,It's About Time,Bars/Clubs,616 N. 4th Ave. ,Tucson,AZ,(IBT's)882-3053 noon-1am,"(*),(D)",,1991,,,4/25/2023 9:34pm
164,Congress Tap Room,Bars/Clubs,311 E. Congress ,Tucson,AZ,"(inside Congress Hotel) 622-8848 11am -1am Mon-Sat, noon- lam Sun","(MX),(OC)",,1991,,,4/25/2023 9:34pm
167,Joshua Tree,Bars/Clubs,2921 N. 1st Ave. ,Tucson,AZ,"622-6233 noon- 1am, patio, stage, steak dinner Sun","(*),(YC),(D)",,1991,,,4/25/2023 9:34pm
169,Rumorhazzit,Bars/Clubs,2222 N. Stone ,Tucson,AZ,791-0309 noon-1am,"(MW),(D),(V)",,1991,,,4/25/2023 9:34pm
168, Rainbow Room,Bars/Clubs,3455 E. Grant Rd.,Tucson,AZ,327-3390 noon-1am,"(D),(S)",,1991,,,4/25/2023 9:34pm
171,Books Brothers ,Book Stores or Retail Shops,3242 E. Speedway Blvd. ,Tucson,AZ,326-3332 gen. bookstore with gay/lesbian section,,,1991,,,4/25/2023 9:34pm
172,Fantasy Travel,Travel Agency or Tour Operators,610 E. Knox Dr.,Tucson,AZ,"293-2620 8:30am- 5:30pm Mon-Fri, 9am-lpm Sat",,,1991,,,4/25/2023 9:34pm
170,Blue Willow,Restaurants & Cafes,2616 N. Campbell,Tucson,AZ,795-8736 health foods,"(MX),(MW)",,1991,,,4/25/2023 9:34pm
173,Cornerstone Fellowship,Religious Organizations,3333 E. Grant Rd.,Tucson,AZ,881-3519 10:30am Sun,,,1991,,,4/25/2023 9:34pm
176,MCC,Religious Organizations,560 S. Stone Ave.,Tucson,AZ,622-4536 10:45am & 5:30pm Sun,,,1991,,,4/25/2023 9:34pm
179,Caesar's Book Store,Erotica,2540 N. Oracle Rd.,Tucson,AZ,622-9479,,,1991,,,4/25/2023 9:34pm
180,Speedway Books & Video,Erotica,3660 E. Speedway Blvd. ,Tucson,AZ,795-7467,,,1991,,,4/25/2023 9:34pm
181,Tropicana Adult Bookstore ,Erotica,617 W. Miracle Mile,Tucson,AZ,622-2289,,,1991,,,4/25/2023 9:34pm
178,The Bookstore Southwest,Erotica,5754 E. Speedway Blvd.,Tucson,AZ,790-1550 24hrs,,,1991,,,4/25/2023 9:34pm
187,J.P.'s Cameo Lounge,Bars/Clubs,232 S. 4th Ave.,Yuma,AZ,783-9966 noon-lam,"(MW),(D),(NH)",,1991,,,4/25/2023 9:34pm
188,Owl Bookstore,Erotica,807 S. 4th Ave. ,Yuma,AZ,343-1040,,,1991,,,4/25/2023 9:34pm
232,Sure Shot,Bars/Clubs,1732 S. Euclid,Anaheim,CA,535-9439 noon-2am,"(MW),(BW)",,1991,,,4/25/2023 9:34pm
233,MCC New Covenant,Religious Organizations,2156 W. Lincoln ,Anaheim,CA,"776-7210 11:00am Sun, 7:30pm Wed",,,1991,,,4/25/2023 9:34pm
238,Casablanca,Bars/Clubs,1030 20th St.,Bakersfield,CA,324-1384  4pm-2am,"(M),(NH)",,1991,,,4/25/2023 9:34pm
242,MCC of the Harvest,Religious Organizations,2413 Alta Vista Dr.,Bakersfield,CA,"327-3724 cur­rently 7pm Sun, call first for time change",,,1991,,,4/25/2023 9:34pm
241,Grace Community Chapel ,Religious Organizations,98 Sterling Rd.,Bakersfield,CA,(Evangelicals) 861-1180 7pm Sun,,,1991,,,4/25/2023 9:34pm
243,Grapevine Entertainment Inc. ,Erotica, 1524 Golden State Hwy.,Bakersfield,CA,322-7300 9am-2am,,,1991,,,4/25/2023 9:34pm
244,Wildcat Books,Erotica,2620 Chester,Bakersfield,CA,"324-4243 9am-1am Mon- Thurs, Fri & Sat til 2am, Sun noon-midnight",,,1991,,,4/25/2023 9:34pm
251,Pacific Center ,Info Lines & Services,2712 Telegraph Ave.,Berkeley,CA,"548-8283 support grps & counseling, 10-10 Mon-Fri, noon-4 Sat, 6-9 Sun",,,1991,,,4/25/2023 9:34pm
254,Coffee Bazaar,Restaurants & Cafes,2510 Channing,Berkeley,CA,"548-8220 Mon-Fri 7am-5pm, Sat 11am -4pm , Sun 10am-4pm",(MX),,1991,,,4/25/2023 9:34pm
253,Brick Hut,Restaurants & Cafes,3222 Adeline St.,Berkeley,CA,658-5555,"(MX),(MW)",,1991,,,4/25/2023 9:34pm
255,Steam Works,Gym/Health Clubs,2107 4th St.,Berkeley,CA, 845-8992 24hrs,"(M),(PC)",,1991,,,4/25/2023 9:34pm
256,Cody's,Book Stores or Retail Shops,2454 Telegraph Ave.,Berkeley,CA,845-7852 general book­ store w ith gay titles,,,1991,,,4/25/2023 9:34pm
257,Dignity East Bay,Religious Organizations,2401 LeConte ,Berkeley,CA,"(University Christian Church) 995-2535 mtg 5:30pm 1st & 3rd Sun, info & referral line",,,1991,,,4/25/2023 9:34pm
258,MCC New Life,Religious Organizations,1823 9th St.,Berkeley,CA, 843-9355 12:30pm Sun,,,1991,,,4/25/2023 9:34pm
261,Eagles' Nest ,Accommodations,41675 Big Bear Rd.,Big Bear,CA,"866-6465 B & B, year round",(MX),,1991,,,4/25/2023 9:34pm
264,Ozz,Bars/Clubs,6231 Manchester Ave.,Brea,CA,522-1542 9pm-2am,"(*),(MW),(D),(F),(S),(YC)",,1991,,,4/25/2023 9:34pm
265,Ozz Steak & Seafood (at Ozz bar),Restaurants & Cafes,6231 Manchester Ave.,Brea,CA,"11:15am-midnight, til 1am Fri & Sat, lunch-dinner. 522-1542","(MW),(E)",,1991,,,4/25/2023 9:34pm
270,R.J's,Bars/Clubs,900 Cherry St.,Chico,CA,"893-0900 5pm- 2am Mon-Fri, Sat & Sun 2pm-2am","(*),(MW),(D),(S),(V),(YC)",,1991,,,4/25/2023 9:34pm
274,Sunset Point Resort,Accommodations, 12037 E. Hwy. 20,Clear Lake,CA,"998-9475  cabins, RV hookup, spa","(MW),(SW)",,1991,,,4/25/2023 9:34pm
272,Blue Fish Cove Resort,Accommodations,10573 E. Hwy. 20,Clear Lake,CA,"998-1769 year round, w ith boat facilities","(MW),(SW)",,1991,,,4/25/2023 9:34pm
273,Lake Place Resort ,Accommodations,9515 Harbor Dr.,Clear Lake,CA,"Glenhaven, 998- 3331 (* ) year round",(*),,1991,,,4/25/2023 9:34pm
275,Thackery's Marina Inn,Accommodations,10165 Hwy 20,Clear Lake,CA,"Clearlake Oaks, 998-9501  cabins, boat marina, private beach","(MX),(MW),(SW)",,1991,,,4/25/2023 9:34pm
276,Twin Palms Resort,Accommodations, 140 Short St.,Clear Lake,CA,"Box 922, 95423 998- 1970 ownership may change in 1990, call first",(MW),,1991,,,4/25/2023 9:34pm
