ID2,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclear_address,unclear type or question,notes,Last Modified
134,Book Cellar,,2505 N. Stone,Tucson,AZ,,Book Store,,,,,11/23/2021 9:17am
140,Hair Tiz,(Good days) (at Pennington),342 E. Toole Ave.,Tucson,AZ,,Bars/Clubs,,,,,11/23/2021 9:17am
139,Fun Time Adult Books,,349 E. Toole Ave.,Tucson,AZ,,Book Store,,,,,11/23/2021 9:17am
138,Dr. Jekyll's & Mr. Hyde's,(Men) (Disco),1455 N. Miracle Mile,Tucson,AZ,"(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
141,Holy Trinity Comm. Church of the Desert ,,4831 E. 22nd,Tucson,AZ,,Religious Institution,,,,,11/23/2021 9:17am
142,Joshua Tree,(Most macho disco) (Cruisy) ('Back Pocket' & patio in rear),2921 N. 1st Ave.,Tucson,AZ,"(*),(YC)","Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
143,M.C.C.,,349 W. 35th St.,Tucson,AZ,(MCC),Religious Institution,,,,,12/1/2021 3:59am
144,Pleasure World ,(Books 'n' things - erotica),3814 E. Speedway,Tucson,AZ,,Book Store,,,,,11/23/2021 9:17am
145,Pleasure World ,(Books 'n' things - erotica),1904 S. Craycroft,Tucson,AZ,,Book Store,,,,,11/23/2021 9:17am
147,Speedway Books,,3660 E. Speedway,Tucson,AZ,,Book Store,,,,,11/23/2021 9:17am
148,Stables,(Baths),3820 E. Speedway,Tucson,AZ,"(*),(P)",Bathhouses,,,,,11/23/2021 9:17am
149,Toole Box,(BYOB) (Cruisy maze & 'wild back room' & disco too!),199 E. Pennington,Tucson,AZ,"(*),(P),(AH),(BYOB)","Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
155,Mickey's Lounge,,400 S. Haskell,Willcox,AZ,(M),Bars/Clubs,,,,,11/23/2021 9:17am
246,Richmond St. Depot,,142 Richmond St.,El Segundo,CA,(R),Restaurant,,,,,11/26/2021 1:16pm
285,Fantasy Adult Arcade,(Flicks) (Cruisy *),538 Pacific Coast Hwy.,Hermosa Beach,CA,(*),"Business,Cruising Areas",,,,,11/26/2021 1:17pm
348,Wellington Club Baths ,(Wilmington),510 W. Anaheim ,Wilmington,CA,"(P),(*)",Bathhouses,,,,,11/23/2021 9:17am
347,1350 Western World ,(Baths) (Wilmington),510 W. Anaheim,Wilmington,CA,"(P),(OC)",Bathhouses,,,,,11/23/2021 9:17am
3603,David's Lounge,(Some L) (Disco),114 Market St.,Wilmington,NC,"(L),(YC),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
311,Chez Lyliane Cafe,(Tahoe Vista),6731 N. Lake Blvd.,Tahoe Vista,CA,"(M),(R)","Bars/Clubs,Hotel,Restaurant",,,,,11/23/2021 9:17am
534,Casbah,,13817 Ventura Blvd.,Sherman Oaks,CA,"(R),(E)",Restaurant,,,,,11/23/2021 9:17am
541,Forge ,,13548 Ventura Blvd.,Sherman Oaks,CA,"(SM),(W)",Bars/Clubs,,,,,11/23/2021 9:17am
560,Party Shop ,"(Gifts, cards, etc.)",13628 Ventura Blvd.,Sherman Oaks,CA,,Business,,,,,11/23/2021 9:17am
537,Doppleganger,"(Snacks) (Sun. brunch) (Sometimes open, sometimes closed)",7363 Tampa Ave.,Reseda,CA,"(D),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
544,Hobo Junction,,7026 Reseda,Reseda,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
538,Drive Shaft ,(nr. Woodman),13751 Victory,Van Nuys,CA,"(SM),(W),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
545,In Touch Lounge,(Small disco) (Liquor),5248 N. Van Nuys Blvd.,Van Nuys,CA,"(*),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
563,Roman Holiday Baths ,,14435 Victory Blvd.,Van Nuys,CA,,Bathhouses,,,,,11/23/2021 9:17am
577,Adult Book Store,,1249 McHenry,Modesto,CA,,Book Store,,,,,11/23/2021 9:17am
578,Brave Bull,(Some L) (Disco) ,701 S. 9th St.,Modesto,CA,"(*),(YC),(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
579,Mustang Club,(Many L) (Disco) (Also C -AH),413 N. 7th St.,Modesto,CA,"(*),(L),(D),(C),(AH)",Bars/Clubs,,,,,11/23/2021 9:17am
580,Back Pocket,(Books & Arcade) ,10541 Mills Ave.,Montclair,CA,,Book Store,,,,,11/23/2021 9:17am
581,After Dark,(Disco) (Patio and backlot bar),214 Lighthouse,New Monterey,CA,"(*),(YC),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
583,Clock Garden,('Cocktail hour'),565 Abrego,Monterey,CA,"(M),(PE),(R)",Restaurant,,,,,11/23/2021 9:17am
585,Fremont Bookstore,,2116 Fremont Ave.,Monterey,CA,,Book Store,,,,,11/23/2021 9:17am
586,Monterey Peninsula Steam & Sauna,(Baths),600-H E. Franklin St.,Monterey,CA,,Bathhouses,,,,,11/23/2021 9:17am
589,Daybreak ,(Disco),1711 W. El Camino Real,Mountain View,CA,"(L),(D),(PT),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
590,Willow,(L only) (Resort),6517 Dry Creek Rd.,Napa,CA,"(P),(L),(H)",Hotel,,,,,11/23/2021 9:17am
591,The Jack's,,101 Broad St.,Nevada City,CA,(R),Restaurant,,,,,11/23/2021 9:17am
592,Bank Club,,264 14th St.,Oakland,CA,(PT),Bars/Clubs,,,,,11/23/2021 9:17am
594,Bench & Bar,(Disco),120 11th St.,Oakland,CA,"(R),(D),(*)",Restaurant,,,,,11/23/2021 9:17am
593,Beefeaters,(WE*),536 Lake Park Ave.,Oakland,CA,"(R),(C),(WE),(*)",Restaurant,,,,,11/23/2021 9:17am
596,Courtyard Cafe,,3766 Piedmont Ave.,Oakland,CA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
595,Berry's ,,352 14th St.,Oakland,CA,"(B),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
597,Jubilee,(Disco - WE),4900 Bancroft,Oakland,CA,"(L),(D),(WE)",Bars/Clubs,,,,,11/23/2021 9:17am
598,Lake Lounge ,(Some W) (Open days),1591 Madison,Oakland,CA,(W),Bars/Clubs,,,,,11/23/2021 9:17am
599,Lancer's ,(Disco) (Cruisy),3255 Lakeshore Ave.,Oakland,CA,"(YC),(D),(*)","Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
600,Revol,,3924 Telegraph Ave. ,Oakland,CA,"(R),(*)",Restaurant,,,,,11/23/2021 9:17am
601,73rd Ave. Baths ,,2544 73rd Ave.,Oakland,CA,(OC),Bathhouses,,,,,11/23/2021 9:17am
602,White Horse ,(Hip) (Video & Game room),6547 Telegraph Ave.,Oakland,CA,"(*),(YC),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
4066,M.C.C.,,"box 9045, Pittsburgh 15224, 4401 5th Ave.",Oakland,PA,(MCC),Religious Institution,,,,,12/1/2021 3:59am
604,Angler ,,207 N. Tremont ,Oceanside,CA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
605,Denny's Beer Bar,,301 3rd St.,Oceanside,CA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
606,Fun House ,"(Books, etc.)",208 N. Tremont,Oceanside,CA,,Book Store,,,,,11/23/2021 9:17am
610,Lobster Trap,,3605 Peninsula Rd.,Oxnard,CA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
611,Rudder Room,,2929 Ocean Dr.,Oxnard,CA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
612,An Old Friend ,,1830 Racquet Club,Palm Springs,CA,(H),Hotel,,,,,11/23/2021 9:17am
614,Billy Reed's ,(Sun. brunch) ,150 E. Vista Chino,Palm Springs,CA,"(M),(R),(C)",Restaurant,,,,,11/23/2021 9:17am
616,Cactus Lambda Lodge,,68-061 Calle Azteca ,Palm Springs,CA,(H),Hotel,,,,,11/23/2021 9:17am
619,Chrysalis Hotel,,1491 Via Soledad,Palm Springs,CA,(H),Hotel,,,,,11/23/2021 9:17am
622,Desert Paradise ,,772 Prescott Dr.,Palm Springs,CA,"(H),(*),(YC)",Hotel,,,,,11/23/2021 9:17am
623,El Mirasol Villas,,525 Warm Sands Dr.,Palm Springs,CA,"(H),(PE),(*)",Hotel,,,,,11/23/2021 9:17am
625,Harlow Haven Motel,,173 E. El Alameda,Palm Springs,CA,"(H),(*)",Hotel,,,,,11/23/2021 9:17am
632,Palm Canyon Inn,,1466 N. Palm Canyon,Palm Springs,CA,(H),Hotel,,,,,11/23/2021 9:17am
634,Patio Manor,,396 N. Palm Canyon Dr.,Palm Springs,CA,(H),Hotel,,,,,12/5/2021 10:42am
635,Pines West ,,1380 Indian Ave.,Palm Springs,CA,(H),Hotel,,,,,11/23/2021 9:17am
636,Tara,,287 W. Racquet Club Rd.,Palm Springs,CA,(H),Hotel,,,,,11/23/2021 9:17am
640,Bachelors Quarters ,"('B.Q,') (Baths)",1934 University Ave.,Palo Alto,CA,,Bathhouses,,,,,11/23/2021 9:17am
641,Garden,(Disco) (C - AH - WE) ,1960 E. University ,Palo Alto,CA,"(W),(D),(C),(AH),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
642,H & R Books,,4163 El Camino Real,Palo Alto,CA,,Book Store,,,,,11/23/2021 9:17am
643,Whiskey Gulch Saloon,,1951 E. University Ave.,Palo Alto,CA,"(W),(YC),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
646,Backstreet  ,,3609 E. Colorado Blvd.,Pasadena,CA,"(PT),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
648,Daily Double ,,3739 E. Colorado Blvd.,Pasadena,CA,"(L),(R)",Restaurant,,,,,11/23/2021 9:17am
647,Chatterton's Book Store,,520 E. Colorado ,Pasadena,CA,,Book Store,,,,,11/23/2021 9:17am
650,Office,(Mare exit off Foothill Frwy.),3199 Foothill Blvd.,Pasadena,CA,"(PT),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
649,Nardi's ,,665 E. Colorado Blvd.,Pasadena,CA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
652,Vitale's,,49 E. Colorado,Pasadena,CA,"(M),(RT)",Bars/Clubs,,,,,11/23/2021 9:17am
651,Vermie's ,(Many L) (Disco) ,3772 E. Foothill ,Pasadena,CA,"(L),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
657,Back Pocket,"(Adult books, etc.) ",10541 Mills Ave. ,Pomona,CA,,Book Store,,,,,11/23/2021 9:17am
656,Alibi East,(Disco) (WE*),225 S. San Antonio,Pomona,CA,"(D),(PT),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
659,Robbie's,(Disco) (WE*),225 S. San Antonio,Pomona,CA,"(YC),(D),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
658,Belinda Terrace,,408 Pomona Mall West,Pomona,CA,(OC),Bars/Clubs,,,,,11/23/2021 9:17am
660,Tender Trap,(S - WE),667 W. Holt ,Pomona,CA,"(S),(WE)",Bars/Clubs,,,,,11/23/2021 9:17am
664,Bogey's ,,1748 Market St.,Redding,CA,"(D),(PT),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
666,Paddleboard II,(Good days*) (Also C - AH - WE) ,1417 S. Pacific Coast Hwy.,Redondo Beach,CA,"(PT),(*),(C),(AH),(WE)",Bars/Clubs,,,,,11/23/2021 9:17am
667,Stop Inn,,1995 Artesia,Redondo Beach,CA,(PT),Hotel,,,,,11/23/2021 9:17am
670,Answer ,,1640 Main St.,Redwood City,CA,"(W),(D),(*)","Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
672,Cruisers,,2651 El Camino Real,Redwood City,CA,"(R),(*)",Restaurant,,,,,12/2/2021 5:47pm
675,Blue Angel West ,,5472 Mission Blvd. ,Riverside,CA,(PT),Bars/Clubs,,,,,11/23/2021 9:17am
676,Circus Room ,,3800 7th St.,Riverside,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
677,5510 Club ,,5510 Mission,Riverside,CA,(PT),Bars/Clubs,,,,,11/23/2021 9:17am
682,Burdon's ,,16434 Main St.,Guerneville,CA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
684,Fern Grove,,6650 Main St.,Guerneville,CA,(H),Hotel,,,,,11/23/2021 9:17am
685,Fife's ,(Resort) (H) (Tel: (707) 869-0656,16467 River Rd.,Guerneville,CA,(H),Hotel,,,,,11/23/2021 9:17am
686,Guerneville Station ,(Clothing) ,16434 Main St.,Guerneville,CA,,Business,,,,,11/23/2021 9:17am
687,Highlands Resort ,(Cabins & Swim pool),14000 Woodland Dr.,Guerneville,CA,(H),"Bathhouses,Hotel",,,,,11/23/2021 9:17am
688,Rainbow Cattle Co.,(Snacks),16220 Main,Guerneville,CA,(PT),Bars/Clubs,,,,,11/23/2021 9:17am
694,Sleepy Hollow,,14220 Mill St.,Guerneville,CA,(H),Hotel,,,,,11/23/2021 9:17am
695,Sun Dog Saloon ,,16129 Main St. ,Guerneville,CA,"(M),(W),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
696,Wildwood Ranch,(Resort) (Swim pool - 2 day min.) (707) 632-5321,"P.O. Box 78, Guerneville, 95446",Guerneville,CA,,Hotel,,,,,11/23/2021 9:17am
683,Burl Shop,(Gifts),Armstrong Woods Rd.,Russian River,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
690,Russian River Lodge,(Resort) (Swim pool) (707) 887-1623,7871 Trenton Rd.,Russian River,CA,(H),Hotel,,,,,11/23/2021 9:17am
691,Rusty Nail,(Some L) (Sunday afternoon hamburgers),9117 River Rd.,Forestville,CA,"(D),(L),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
704,Crescent Moon,,1704 Broadway ,West Sacramento,CA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
703,Continental Motel,(Swim pool),1432 W. Capitol Ave.,West Sacramento,CA,"(H),(*)",Hotel,,,,,11/23/2021 9:17am
709,Hut,(Disco) (Liquor) (Late Fri. & Sat. nights only *),2400 W. Capitol,West Sacramento,CA,"(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
725,World of Adults,(Cruisy arcade) ,723 Tower Ct.,West Sacramento,CA,,"Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
726,Wreck Room,,925 20th St.,West Sacramento,CA,"(SM),(W),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
705,Davis Travel Service,,1011 'L' St.,Sacramento,CA,,Travel Service,,,,,11/26/2021 1:20pm
707,Frank's Underpass ,(Disco) (WE*) ,1946 Broadway,Sacramento,CA,"(D),(PT),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
706,Earhart's Cafe,(at 'S'),1905 16th St.,Sacramento,CA,(R),Restaurant,,,,,11/23/2021 9:17am
712,Incredible Edible ,(soon on Fulton Ave.),2990 Bradshaw,Sacramento,CA,"(M),(R)","Bars/Clubs,Restaurant",,,,,12/2/2021 5:48pm
714,M.C.C.,,2741 34th St.,Sacramento,CA,(MCC),Religious Institution,,,,,12/1/2021 3:59am
717,New Alhambra Cafe,(Very M) (Mexican R) & Adj. Harlow's Cocktail Lounge,2714 'J' St.,Sacramento,CA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
718,Parking Lot,(Perhaps the largest gay complex in USA) (Disco) (Game room) (Piano bar E) (2 swim pools) (Men's & women's saunas),2804 Auburn,Sacramento,CA,"(*),(YC),(D),(E)","Bars/Clubs,Bathhouses",,,,,11/23/2021 9:17am
719,Sacramento Women's Center,(Book store) ,2104 Capitol Ave.,Sacramento,CA,,"Book Store,Community Center/Support Group",,,,,1/7/2022 8:50am
721,Topper & Topper II,('Hustlers') ,1218 'K' St. Mall,Sacramento,CA,"(OC),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
720,Steam Works,"(Baths) (Co-Ed on Sun., Mon., Thurs.) (Jacuzzi, pool)",2551 5th St.,Sacramento,CA,(*),Bathhouses,,,,,11/23/2021 9:17am
724,Whistle Stop,(Old Town),115 Embarcadero,Sacramento,CA,(R),Restaurant,,,,,11/23/2021 9:17am
723,Way Station,(Gay counseling and help) ,1403 'I' St.,Sacramento,CA,,Community Center/Support Group,,,,AR 9/20 - fixed Dom's question. Type should be organization.,11/26/2021 1:10pm
722,Training Camp ,"(Some SM, W) ",1415 33rd St.,Sacramento,CA,"(SM),(W)",Bars/Clubs,,,,,11/23/2021 9:17am
727,Y.M.C.A.,,17th St.,Sacramento,CA,"(M),(H)",Hotel,,,,,11/23/2021 9:17am
728,Y.M.C.A.,,'L' St.,Sacramento,CA,"(M),(H)",Hotel,,,,,11/23/2021 9:17am
702,Club Baths of Sacramento,(WE*),1537 Sacramento,Bryte,CA,"(WE),(*)",Bathhouses,,,,,11/23/2021 9:17am
708,Hide & Seek,(Disco) (Liquor),825 Sunset,Bryte,CA,"(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
713,Jason's Pub,,10089 Folsom Blvd. ,Rancho Cordova,CA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
741,Grand Central ,(Some L) (Disco) (Closed Mon.),345 W. 7th St.,San Bernardino,CA,"(*),(YC),(L),(D),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
740,Big Mary's,(Some L) ,940 E. Baseline,San Bernardino,CA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
742,Skylark,"(Some W, SM) (Liquor) (Cruisy) ",917 Inland Center Dr.,San Bernardino,CA,"(*),(W),(SM),(D),(PT)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
761,Dave's Club,(Baths) (Outdoor pool) (Tues. & Wed. *),4969 Santa Monica,Ocean Beach,CA,"(P),(*)","Bathhouses,Bars/Clubs",,,,,12/10/2021 5:27pm
773,Hotel Newport,,4961 Newport Ave.,Ocean Beach,CA,"(H),(*)",Hotel,,,,,11/23/2021 9:17am
772,Hole,(Some FFA) (Liquor) (Crypt leather & erotica) ,2820 Lytton St. ,Point Loma,CA,"(*),(SM),(W),(FFA)",Bars/Clubs,,,,,11/26/2021 1:20pm
779,Matador ,,4663 Mission,Pacific Beach ,CA,"(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
815,Adonis Book Store,,384 Ellis St.,San Francisco ,CA,(*),Book Store,,,,,11/23/2021 9:17am
816,Alfie's ,"(Disco) (Macho humpy jocks) (Cruisy) (Some W, FFA)",2140 Market ,San Francisco ,CA,"(*),(YC),(D),(W),(FFA)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
821,Amsterdam Hotel,(Looks promising) ,749 Taylor,San Francisco ,CA,(H),Hotel,,,,,11/23/2021 9:17am
822,Amelia's ,(2 floors) (Disco - Upstairs WE) ,647 Valencia ,San Francisco ,CA,"(*),(L),(D),(WE)",Bars/Clubs,,,,,11/23/2021 9:17am
823,Anchor Oyster Bar ,,579 Castro,San Francisco ,CA,(R),Restaurant,,,,,11/23/2021 9:17am
824,Anxious Arms,,964 Howard,San Francisco ,CA,"(*),(H)",Hotel,,,,,11/23/2021 9:17am
825,Arcade,(Book store) ,1035 Market St.,San Francisco ,CA,,Book Store,,,,,11/23/2021 9:17am
827,Artemis Society ,(Snacks),1199 Valencia,San Francisco ,CA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
828,Atherton Hotel,,685 Ellis St.,San Francisco ,CA,(H),Hotel,,,,,11/23/2021 9:17am
831,Bal ony,"(Opens 6am - good days) (Some SM, FFA)",2166 Market St.,San Francisco ,CA,"(*),(SM),(FFA)",Bars/Clubs,,,,,11/23/2021 9:17am
832,Barracks ,"(Bath-like hotel) (Some SM, FFA) ",1082 Folsom St.,San Francisco ,CA,"(SM),(FFA)","Bathhouses,Hotel",,,,,11/23/2021 9:17am
829,Augustas,,1256 Folsom St.,San Francisco ,CA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
834,Ben Her Books,(Movies & erotica),440 Castro St.,San Francisco ,CA,,Erotic Shop,,,,,11/26/2021 1:21pm
833,Bear Hollow ,(Patio & R - upstairs) ,440 Castro St.,San Francisco ,CA,(R),"Bars/Clubs,Restaurant",,,,,11/23/2021 9:17am
835,Bentley Motor Inn,,465 Grove St.,San Francisco ,CA,"(M),(H)",Hotel,,,,,11/23/2021 9:17am
836,Black Hole,(No booze) (C-AH) ('Wild back room'),224 6th St.,San Francisco ,CA,"(C),(AH)",Bars/Clubs,,,,,11/23/2021 9:17am
837,Bob's ,,1601 Polk St.,San Francisco ,CA,"(M),(R),(C)",Restaurant,,,,,11/23/2021 9:17am
838,Body Center,(Gym),1230 Sutter St.,San Francisco ,CA,,Gymnasium,,,,,11/26/2021 1:21pm
839,Boot Camp,(Wild back room) (No booze),1010 Bryant,San Francisco ,CA,"(SM),(P),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
840,Bradley's Corner,(Sun. brunch),900 Cole,San Francisco ,CA,(PT),Bars/Clubs,,,,,11/23/2021 9:17am
841,Brig ,"(Some W, SM, FFA)",1347 Folsom St.,San Francisco ,CA,"(W),(SM),(FFA),(PT),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
842,Brothel Hotel,(Also gym and sauna) (Coffee shop),1500 Sutter St.,San Francisco ,CA,(H),"Hotel,Gymnasium",,,,,11/26/2021 1:47pm
843,Brown's Hostelry & Pub,,1190 Folsom ,San Francisco ,CA,(H),"Hotel,Bars/Clubs",,,,,11/23/2021 9:17am
844,Bruno's Books,,1220 Polk St.,San Francisco ,CA,,Book Store,,,,,11/23/2021 9:17am
847,Burbank Hotel,,317 Leavenworth,San Francisco ,CA,,Hotel,,,,,11/23/2021 9:17am
845,Bulldog Baths,"(Some SM, FFA)",132 Turk St.,San Francisco ,CA,"(SM),(FFA)",Bathhouses,,,,,11/23/2021 9:17am
846,Bunkhouse,,38 Washburn,San Francisco ,CA,(H),Hotel,,,,,11/23/2021 9:17am
848,Burton's ,,2223 Market St.,San Francisco ,CA,"(R),(*)",Restaurant,,,,,11/23/2021 9:17am
849,Buzzby's ,(Disco),1436 Polk St.,San Francisco ,CA,"(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
850,Cafe Flore ,(Hip),2298 Market St.,San Francisco ,CA,"(M),(Hip),(R)",Restaurant,,,,,11/23/2021 9:17am
851,Cafe San Marcos,(PE cruise bar upstairs *),2367 Market St.,San Francisco ,CA,"(M),(R),(PE),(*)","Cruising Areas,Restaurant",,,,,11/23/2021 9:17am
852,Canary Island ,(Closed Sun.-Tues.),1270 Harrison St. ,San Francisco ,CA,(R),Restaurant,,,,,11/23/2021 9:17am
853,Caravan Lodge,,601 Eddy St.,San Francisco ,CA,,Hotel,,,,,11/23/2021 9:17am
858,Castro Gardens ,,558 Castro St.,San Francisco ,CA,(R),Restaurant,,,,,11/23/2021 9:17am
857,Castro Cafe,,484 Castro St. ,San Francisco ,CA,"(M),(R),(C)",Restaurant,,,,,11/23/2021 9:17am
859,Castro Station,"(Some W, SM, FFA) ",456 Castro St.,San Francisco ,CA,"(*),(W),(SM),(FFA)",Bars/Clubs,,,,,11/23/2021 9:17am
861,Cave ,(WE*) (betw. Folsom * Howard),280 7th St.,San Francisco ,CA,"(SM),(PT),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
860,Cauldron ,"(No booze, just re-cycled beer)",953 Natoma,San Francisco ,CA,(P),Bars/Clubs,,,,,11/23/2021 9:17am
863,Central Park,(Deli),401 Valencia,San Francisco ,CA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
865,Cinch ,"(DJ, but no D) (Some hustlers) ",1723 Polk St.,San Francisco ,CA,"(W),(PT),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
866,Circle J. Cinema,(Flicks & other action) (Enter thru Adonis Book Store),384 Ellis St.,San Francisco ,CA,(P),Theatre,,,,,1/7/2022 8:49am
867,Cissy's Saloon ,(Heavy Hip),1586 Folsom St.,San Francisco ,CA,(M),Bars/Clubs,,,,,11/23/2021 9:17am
868,City Athletic Club ,(Gym) (nr. Castro),2500 Market St.,San Francisco ,CA,,Gymnasium,,,,,11/26/2021 1:21pm
869,Cloud Seven ,,2360 Polk St.,San Francisco ,CA,(D),Bars/Clubs,,,,,11/23/2021 9:17am
871,Club Dori,,427 Presidio,San Francisco ,CA,"(OC),(R)",Restaurant,,,,,11/23/2021 9:17am
872,Club San Francisco,(C.B.C. Baths) (an alley off Townsend betw. 3rd & 4th Sts.),330 Ritch St.,San Francisco ,CA,(*),"Bars/Clubs,Bathhouses",,,,,12/1/2021 4:21am
873,Connie's Why Not ,(Creole R),878 Valencia ,San Francisco ,CA,(R),Restaurant,,,,,11/23/2021 9:17am
875,Dave's Baths,,100 Broadway ,San Francisco ,CA,"(*),(OC)",Bathhouses,,,,,11/23/2021 9:17am
876,DeLuxe ,(Cruisy),1511 Haight St.,San Francisco ,CA,"(*),(PT)",Cruising Areas,,,,,11/23/2021 9:17am
877,Devil's Herd ,(C&W - live music - Square D),853 Valencia ,San Francisco ,CA,"(C&W),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
878,Different Strokes,(Disco),1550 California ,San Francisco ,CA,"(B),(D),(E),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
879,Discount Books,,114 Eddy St.,San Francisco ,CA,,Book Store,,,,,11/23/2021 9:17am
880,Dreamland ,(Disco) (Macho jocks) (Thur-Sun*),715 Harrison St.,San Francisco ,CA,"(P),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
882,Duo,(Beer and wine),4094 18th St.,San Francisco ,CA,(R),Restaurant,,,,,11/23/2021 9:17am
883,Dusty's Saloon,,709 Larkin,San Francisco ,CA,(PT),Bars/Clubs,,,,,11/23/2021 9:17am
884,Eagle ,(See San Francisco Eagle),398 12th St. ,San Francisco ,CA,"(SM),(W),(FFA),(*)",Bars/Clubs,,,,"I added this address from the later entry, *San Francisco Eagle*",11/23/2021 9:17am
885,Eagle Creek Saloon,"(Hip) (Disco, but little D) (Some B)",1884 Market St.,San Francisco ,CA,"(B),(Hip)",Bars/Clubs,,,,,11/23/2021 9:17am
888,Elanore's 3909 ,,3909 Mission St.,San Francisco ,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
887,1808 Club,('Wild back room'),1808 Market St.,San Francisco ,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
891,Embarcadero Y.M.C.A.,(Not what it once was),166 The Embarcadero,San Francisco ,CA,"(M),(H)","Hotel,Bars/Clubs",,,,,11/23/2021 9:17am
890,El Rio,(Fun neighborhood bar),3158 Mission St.,San Francisco ,CA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
893,Esta Noche,(Latins) (Salsa Disco) (Looks promising) ,3079 16th St.,San Francisco ,CA,(D),Bars/Clubs,,,,,11/23/2021 9:17am
894,Fanny's ,(WE*),4230 18th St.,San Francisco ,CA,"(M),(R),(E),(WE),(*)",Restaurant,,,,,11/23/2021 9:17am
896,Fickle Fox,"(Some OC, L) ",842 Valencia St.,San Francisco ,CA,"(R),(OC),(L),(*)",Restaurant,,,,,11/23/2021 9:17am
899,Fog Horn,,1592 Market ,San Francisco ,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
897,501's ,,1035 Post St.,San Francisco ,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
898,Five Twenty Seven Club,,527 Bryant St.,San Francisco ,CA,(R),Restaurant,,,,,11/23/2021 9:17am
902,Folsom St. Man ,(Clothing),1258 Folsom St.,San Francisco ,CA,,Business,,,,,11/23/2021 9:17am
900,Folsom St. Club,(Corn holes & wild back room - No books),1369 Folsom St.,San Francisco ,CA,,Bars/Clubs,,,,,11/23/2021 9:17am
901,Folsom St. Hotel,,1082 Folsom St.,San Francisco ,CA,"(H),(SM)",Hotel,,,,,11/23/2021 9:17am
