"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","lon","lat","status","unclear_address","full.address","geoAddress","ID"
"Senate","","221 Galisteo","Santa Fe","NM","(YC),(D),(*)","Bars/Clubs",1978,NA,-105.9409599,35.6860637,"Geocoded",NA,NA,NA,"1978-NM-0030"
"Cricket's","(G-only) (Looks promising- show Address Book for admission)","4027 4th Street N.W.","Albuquerque","NM","(P),(G),(D),(PT)","Bars/Clubs",1977,NA,-106.6439548,35.1244623,"Geocoded",NA,NA,NA,"1977-NM-0031"
"Cruise Inn","","4223 Central Ave N.E.","Albuquerque","NM","(H)","Hotels",1977,NA,-106.5964939,35.0790676,"Geocoded",NA,NA,NA,"1977-NM-0032"
"Foxe's","(Disco- WE)","8521 Central Ave. N.E.","Albuquerque","NM","(W),(D),(PT),(WE),(*)","Bars/Clubs",1977,NA,-106.5518372,35.0743528,"Geocoded",NA,NA,NA,"1977-NM-0033"
"Loon","(Unisex)(Disco) (May be changing name back to old name ""Heights"")","4021 Central Ave N.E.","Albuquerque","NM","(HIP),(*),(YC),(D),(PT)","Bars/Clubs",1977,NA,-106.5989274,35.0793714,"Geocoded",NA,NA,NA,"1977-NM-0034"
"Madame Lovejoy's Books","(and cruisy arcade*)","4217 Central Ave. N.E.","Albuquerque","NM","(*)","Book Store,Cruising Areas",1977,NA,-106.5967446,35.0791649,"Geocoded",NA,NA,NA,"1977-NM-0035"
"Milt's Coffee Shop","","4500 Central Ave. N.E.","Albuquerque","NM","(M),(R),(C),(AH)","Restaurant",1977,NA,-106.6057974,35.0798915,"Geocoded",NA,NA,NA,"1977-NM-0036"
"Oasis Albuquerque Baths","","244 Wyoming N.E.","Albuquerque","NM","(*)","Baths",1977,NA,-106.550029,35.077668,"Geocoded",NA,NA,NA,"1977-NM-0037"
"Pump Room Number 1","(some W) (Sunday brunch*) (Adjoins Oasis)","242 Wyoming N.E.","Albuquerque","NM","(W),(*)","Bars/Clubs",1977,NA,-106.5499844,35.0776663,"Geocoded",NA,NA,NA,"1977-NM-0038"
"Wellington Lounge","(Disco)","3900 Central Avenue S.E.","Albuquerque","NM","(R),(D),(S)","Restaurant,Bars/Clubs",1977,NA,-106.6008025,35.0790322,"Geocoded",NA,NA,NA,"1977-NM-0039"
"La Fonda Hotel Bar","","100 San Francisco","Santa Fe","NM","(M)","Bars/Clubs,Hotels",1977,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1977-NM-0040"
"Senate","","221 Galisteo","Santa Fe","NM","(YC),(D),(*)","Bars/Clubs",1977,NA,-105.9409599,35.6860637,"Geocoded",NA,NA,NA,"1977-NM-0041"
"The Forge","Inn of the Governors","234 Don Gasper","Santa Fe","NM","(M),(PE)","Bars/Clubs,Hotels",1977,NA,-105.9403374,35.6853861,"Geocoded",NA,NA,NA,"1977-NM-0042"
"Holiday Inn Lounge","","1401 S. White Sands Bl.","Alamagordo","NM","(M)","Bars/Clubs,Hotels",1976,NA,-105.9594306,32.8775423,"Geocoded",NA,NA,NA,"1976-NM-0043"
"Height's Lounge","","4021 Central Ave. N.E.","Albuquerque","NM","(YC),(D),(S),(R),(G),(*)","Bars/Clubs,Restaurant",1976,NA,-106.5989274,35.0793714,"Geocoded",NA,NA,NA,"1976-NM-0044"
"Kap's Coffee Shop","","4500 Central Ave. N.E.","Albuquerque","NM","(M),(R),(C),(AH)","Restaurant",1976,NA,-106.6057974,35.0798915,"Geocoded",NA,NA,NA,"1976-NM-0045"
"Oasis- Albuquerque Baths","","244 Wyoming N.E.","Albuquerque","NM","(*)","Baths",1976,NA,-106.550029,35.077668,"Geocoded",NA,NA,NA,"1976-NM-0046"
"Okie's Lounge","","1720 Central Ave. N.E.","Albuquerque","NM","(M),(HIP),(RT),(YC)","Bars/Clubs",1976,NA,-106.6271386,35.0812064,"Geocoded",NA,NA,NA,"1976-NM-0047"
"Pump Room No. 1","(looks promising- adjoins Oasis)","242 Wyoming N.E.","Albuquerque","NM","(P)","Bars/Clubs",1976,NA,-106.5499844,35.0776663,"Geocoded",NA,NA,NA,"1976-NM-0048"
"Wellington Lounge","(Disco)","3900 Central Ave. S.E.","Albuquerque","NM","(R),(D),(*)","Restaurant",1976,NA,-106.6008025,35.0790322,"Geocoded",NA,NA,NA,"1976-NM-0049"
"La Fonda Hotel Bar","","100 San Francisco","Santa Fe","NM","(M),(*)","Bars/Clubs,Hotels",1976,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1976-NM-0050"
"The Forge","Inn of the Governors","234 Don Gaspar","Santa Fe","NM","(M),(PE)","Bars/Clubs,Hotels",1976,NA,-105.9403374,35.6853861,"Geocoded",NA,NA,NA,"1976-NM-0051"
"Finishing School","(Some G) (use rear door behind Mildred's)","4021 Central Ave. N.E.","Albuquerque","NM","(D),(G)","Bars/Clubs",1975,NA,-106.5989274,35.0793714,"Geocoded",NA,NA,NA,"1975-NM-0052"
"Height's Cocktail Lounge","","4207 Central Ave. N.E.","Albuquerque","NM","(YC),(D),(S),(R),(*)","Bars/Clubs,Restaurant",1975,NA,-106.5971025,35.0791551,"Geocoded",NA,NA,NA,"1975-NM-0053"
"Kap's Coffee Shop","","4500 Central Ave. N.E.","Albuquerque","NM","(M),(R),(C),(AH)","Restaurant",1975,NA,-106.6057974,35.0798915,"Geocoded",NA,NA,NA,"1975-NM-0054"
"Mildred's","(some G)","4021 Central Ave. N.E.","Albuquerque","NM","(D),(S),(G),(*)","Bars/Clubs",1975,NA,-106.5989274,35.0793714,"Geocoded",NA,NA,NA,"1975-NM-0055"
"Okie's Lounge","","1720 Central Ave. N.E.","Albuquerque","NM","(M),(HIP),(YC)","Bars/Clubs",1975,NA,-106.6271386,35.0812064,"Geocoded",NA,NA,NA,"1975-NM-0056"
"Claude's","(was closed, but may be reopening)","656 Canyon Rd.","Santa Fe","NM","(M),(HIP),(*)","Bars/Clubs",1975,NA,-105.9268908,35.6810064,"Geocoded",NA,NA,NA,"1975-NM-0057"
"La Fonda Hotel Bar","","100 San Francisco","Santa Fe","NM","(M),(*)","Bars/Clubs,Hotels",1975,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1975-NM-0058"
"The Forge","Inn of the Governors","234 Don Gaspar","Santa Fe","NM","(M),(PE)","Bars/Clubs",1975,NA,-105.9403374,35.6853861,"Geocoded",NA,NA,NA,"1975-NM-0059"
"Height's Cocktail Lounge","","4201 Central Ave. N.E.","Albuquerque","NM","(D),(*)","Bars/Clubs",1974,NA,-106.5973656,35.0791926,"Geocoded",NA,NA,NA,"1974-NM-0060"
"Lloyd's of Albuquerque ","","4209 Central Ave. N.E.","Albuquerque","NM","(M),(PE),(R)","Restaurant",1974,NA,-106.5969714,35.0791739,"Geocoded",NA,NA,NA,"1974-NM-0061"
"Mildred's","(some G)","4021 Central Ave. N.E.","Albuquerque","NM","(D),(S),(G),(*)","Bars/Clubs",1974,NA,-106.5989274,35.0793714,"Geocoded",NA,NA,NA,"1974-NM-0062"
"Okie's Lounge","","1720 Central Ave. N.E. ","Albuquerque","NM","(M),(HIP),(YC)","Bars/Clubs",1974,NA,-106.6271386,35.0812064,"Geocoded",NA,NA,NA,"1974-NM-0063"
"The Place","(after hours) use rear door behind 'Mildred's'-","4021 Central Ave. N.E.","Albuquerque","NM","(R),(C)","Restaurant",1974,NA,-106.5989274,35.0793714,"Geocoded",NA,NA,NA,"1974-NM-0064"
"Claude's","","656 Canyon Rd.","Santa Fe","NM","(M),(HIP),(*)","Bars/Clubs",1974,NA,-105.9268908,35.6810064,"Geocoded",NA,NA,NA,"1974-NM-0065"
"La Fonda Hotel Bar","","100 San Francisco","Santa Fe","NM","(M),(*)","Bars/Clubs,Hotels",1974,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1974-NM-0066"
"The Forge","Inn of the Governors","234 Don Gaspar","Santa Fe","NM","(M),(PE)","Bars/Clubs,Hotels",1974,NA,-105.9403374,35.6853861,"Geocoded",NA,NA,NA,"1974-NM-0067"
"Crickets Country Club","(Use rear entrance)","2037 4th St. N.W.","Albuquerque","NM","(G),(D),(P)","Bars/Clubs",1973,NA,-106.6480138,35.1052496,"Geocoded",NA,NA,NA,"1973-NM-0068"
"Height's Cocktail Lounge","","4209 Central Ave. N.E.","Albuquerque","NM","(D),(*)","Bars/Clubs",1973,NA,-106.5969714,35.0791739,"Geocoded",NA,NA,NA,"1973-NM-0069"
"Okie's Lounge","","1720 Central Ave. S.E.","Albuquerque","NM","(M),(HIP),(YC)","Bars/Clubs",1973,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1973-NM-0070"
"Claude's","","656 Canyon Road","Santa Fe","NM","(M),(*)","Bars/Clubs",1973,NA,-105.9268908,35.6810064,"Geocoded",NA,NA,NA,"1973-NM-0071"
"La Fonda Hotel Bar","","100 San Francisco","Santa Fe","NM","(M),(*)","Bars/Clubs,Hotels",1973,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1973-NM-0072"
"The Forge","Inn of the Governors","234 Don Gaspar","Santa Fe","NM","(M)","Bars/Clubs,Hotels",1973,NA,-105.9403374,35.6853861,"Geocoded",NA,NA,NA,"1973-NM-0073"
"Height's Cocktail Lounge","","4209 Central Ave. N.E.","Albuquerque","NM","(*)","Bars/Clubs",1972,NA,-106.5969714,35.0791739,"Geocoded",NA,NA,NA,"1972-NM-0074"
"Okie's Lounge","","1720 Central Ave. S.E.","Albuquerque","NM","(M),(HIP),(YC)","Bars/Clubs",1972,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1972-NM-0075"
"Upstairs Club","","2933 Monte Vista Blvd.","Albuquerque","NM","(P),(YC),(D),(*)","Bars/Clubs",1972,NA,-106.6124834,35.0818319,"Geocoded",NA,NA,NA,"1972-NM-0076"
"The Forge","Inn of the Governors","234 Don Gaspar","Santa Fe","NM","(M)","Bars/Clubs,Hotels",1972,NA,-105.9403374,35.6853861,"Geocoded",NA,NA,NA,"1972-NM-0077"
"Height's Cocktail Lounge","","4209 Central Ave. N.E.","Albuquerque","NM","(*)","Bars/Clubs",1971,NA,-106.5969714,35.0791739,"Geocoded",NA,NA,NA,"1971-NM-0078"
"Height's Club","","4217 Central Ave. N.E.","Albuquerque","NM","(P),(D),(*)","Bars/Clubs",1971,NA,-106.5967446,35.0791649,"Geocoded",NA,NA,NA,"1971-NM-0079"
"Okie's Lounge","","1720 Central Ave. S.E.","Albuquerque","NM","(YC),(M),(HIP)","Bars/Clubs",1971,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1971-NM-0080"
"La Fonda Hotel Bar","","100 E. San Francisco St.","Santa Fe","NM","(M)","Bars/Clubs,Hotels",1971,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1971-NM-0081"
"Plaza Bar","on Lincoln, across from The Plaza","","Santa Fe","NM","(RT),(M)","Bars/Clubs",1971,NA,-105.937799,35.6869752,"Geocoded",NA,NA,NA,"1971-NM-0082"
"The Forge ","Inn of the Governors","234 Don Gaspar","Santa Fe","NM","(M)","Bars/Clubs,Hotels",1971,NA,-105.9403374,35.6853861,"Geocoded",NA,NA,NA,"1971-NM-0083"
"Height's Cocktail Lounge","","4217 Central S.E.","Albuquerque","NM","(*)","Bars/Clubs",1970,NA,-106.604692,35.0798635,"Geocoded",NA,NA,NA,"1970-NM-0084"
"News Room","(side entrance, downstairs)","624 Central Ave. S.W.","Albuquerque","NM","(D),(*)","Bars/Clubs",1970,NA,-106.6550759,35.084691,"Geocoded",NA,NA,NA,"1970-NM-0085"
"Okie's","","1720 Central Ave. S.E.","Albuquerque","NM","(M),(YC)","Bars/Clubs",1970,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1970-NM-0086"
"Scarlett Slipper","Hotel Franciscan","601 Central Ave. N.W.","Albuquerque","NM","","Bars/Clubs,Hotels",1970,NA,-106.6542274,35.0851933,"Geocoded",NA,NA,NA,"1970-NM-0087"
"Claude's","","656 Canyon Rd.","Santa Fe","NM","(R),(*)","Restaurant",1970,NA,-105.9268908,35.6810064,"Geocoded",NA,NA,NA,"1970-NM-0088"
"La Fonda Hotel Bar","","100 E. San Francisco St.","Santa Fe","NM","(M)","Bars/Clubs,Hotels",1970,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1970-NM-0089"
"Height's Cocktail Lounge","","4217 Central S.E.","Albuquerque","NM","(*)","Bars/Clubs",1969,NA,-106.604692,35.0798635,"Geocoded",NA,NA,NA,"1969-NM-0090"
"News Room","(side entrance, downstairs)","624 Central Ave SW","Albuquerque","NM","(D),(*)","Bars/Clubs",1969,NA,-106.6550759,35.084691,"Geocoded",NA,NA,NA,"1969-NM-0091"
"Okie Joe's","","1720 Central Ave SE","Albuquerque","NM","(M),(YC)","Bars/Clubs",1969,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1969-NM-0092"
"Scarlett Slipper Hotel Franciscan","","601 Central Ave NW","Albuquerque","NM","","Bars/Clubs,Hotels",1969,NA,-106.6542274,35.0851933,"Geocoded",NA,NA,NA,"1969-NM-0093"
"Claude's","","656 Canyon Rd","Santa Fe","NM","(R),(*)","Restaurant",1969,NA,-105.9268908,35.6810064,"Geocoded",NA,NA,NA,"1969-NM-0094"
"La Fonda Hotel Bar","","100 E. San Francisco St.","Santa Fe","NM","(M)","Bars/Clubs,Hotels",1969,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1969-NM-0095"
"News Room","(side entrance, downstairs)","624 Central Av SW","Albuquerque","NM","(D),(*)","Bars/Clubs",1968,NA,-106.6550759,35.084691,"Geocoded",NA,NA,NA,"1968-NM-0096"
"Office","","4418 Central Av SE","Albuquerque","NM","(M),(*)","Bars/Clubs",1968,NA,-106.5945255,35.078539,"Geocoded",NA,NA,NA,"1968-NM-0097"
"Okie Joe's","(collegiate)","1720 Central Av SE","Albuquerque","NM","(M)","Bars/Clubs",1968,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1968-NM-0098"
"Claude's ","","656 Canyon Rd","Santa Fe","NM","(R),(*)","Restaurant",1968,NA,-105.9268908,35.6810064,"Geocoded",NA,NA,NA,"1968-NM-0099"
"La Fonda Hotel Bar","","100 E. San Francisco St.","Santa Fe","NM","(M)","Hotels,Bars/Clubs",1968,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1968-NM-0100"
"News Room","(side entrance downstairs)","624 Central Av SW","Albuquerque","NM","(D),(*)","Bars/Clubs",1966,NA,-106.6550759,35.084691,"Geocoded",NA,NA,NA,"1966-NM-0101"
"Office","","4418 Central Av SE","Albuquerque","NM","(M),(*)","Bars/Clubs",1966,NA,-106.5945255,35.078539,"Geocoded",NA,NA,NA,"1966-NM-0102"
"Okie Joe's","(collegiate)","1720 Central Av SE","Albuquerque","NM","","Bars/Clubs",1966,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1966-NM-0103"
"La Fonda Hotel Bar","","100 E. San Francisco St.","Santa Fe","NM","","Bars/Clubs,Hotels",1966,NA,-105.937804,35.68665,"Geocoded",NA,NA,NA,"1966-NM-0104"
"Senate","","221 Galisteo St","Santa Fe","NM","","Bars/Clubs",1966,NA,-105.9409599,35.6860637,"Geocoded",NA,NA,NA,"1966-NM-0105"
"News Room","(side entrance, downstairs)","624 Central Av SW","Albuquerque","NM","(D),(*)","Bars/Clubs",1965,NA,-106.6550759,35.084691,"Geocoded",NA,NA,NA,"1965-NM-0106"
"Office","","4418 Central Av SE","Albuquerque","NM","(M),(*)","Bars/Clubs",1965,NA,-106.5945255,35.078539,"Geocoded",NA,NA,NA,"1965-NM-0107"
"Okie Joe's ","","1720 Central Av SE","Albuquerque","NM","(M)","Bars/Clubs",1965,NA,-106.6272192,35.0809756,"Geocoded",NA,NA,NA,"1965-NM-0108"
"Pink Adobe ","","406 College","Santa Fe","NM","(R),(G)","Restaurant",1965,NA,-105.937799,35.6869752,"Geocoded",NA,NA,NA,"1965-NM-0109"
"Senate","","221 Galisteo","Santa Fe","NM","","Bars/Clubs",1965,NA,-105.9409599,35.6860637,"Geocoded",NA,NA,NA,"1965-NM-0110"
"'Walking the Block'","around La Fonda Hotel",NA,"Santa Fe","NM","Cruisy Area","Crusiy Areas",1975,NA,-105.938512,35.687428,"Found",NA,NA,NA,"1975-NM-0111"
"'Walking the Block'","around La Fonda Hotel- also infamous 'john'",NA,"Santa Fe","NM","Cruisy Area","Crusiy Areas",1976,NA,-105.938512,35.687428,"Found",NA,NA,NA,"1976-NM-0112"
"'Walking the Block'","around La Fonda Hotel- also infamous T-Room",NA,"Santa Fe","NM","Cruisy Area","Crusiy Areas",1978,NA,-105.938512,35.687428,"Found",NA,NA,NA,"1978-NM-0113"
"'Walking the block'","around La Fonda Hotel",NA,"Santa Fe","NM","Cruisy Area","Crusiy Areas",1974,NA,-105.938512,35.687428,"Found",NA,NA,NA,"1974-NM-0114"
"Walking the Block","around La Fonda Hotel- also infamous ""john'",NA,"Santa Fe","NM","Cruisy Area","Crusiy Areas",1977,NA,-105.938512,35.687428,"Found",NA,NA,NA,"1977-NM-0115"
"Adult Theatres & Arcades","4200 Block on Central N.E.",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1980,NA,-106.564133,35.075459,"General Coordinates Used",NA,NA,NA,"1980-NM-0116"
"Alley & parking ltos","behind Height's",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1978,NA,-106.650422,35.084386,"General Coordinates Used",NA,NA,NA,"1978-NM-0117"
"Alley & Street","behind Heights",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1980,NA,-106.650422,35.084386,"General Coordinates Used",NA,NA,NA,"1980-NM-0118"
"Alley & Street behind Heights","",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1979,NA,-106.650422,35.084386,"General Coordinates Used",NA,NA,NA,"1979-NM-0119"
"Central Ave.","Hitchhiking or by car betw. U. of N.M. & Mildred's",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1975,NA,-106.566819,35.075621,"Found",NA,NA,NA,"1975-NM-0120"
"Central Ave.","hitch-hiking or by car from U. of N.M. to Height's",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1976,NA,-106.566819,35.075621,"Found",NA,NA,NA,"1976-NM-0121"
"Central Avenue","""Hitch-hiking"" or by car from University of New Mexico to area near The Loon",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1977,NA,-106.566819,35.075621,"Found",NA,NA,NA,"1977-NM-0122"
"Central Avenue","'Hitch-hiking or by car from U. of N.m. to Height's",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1978,NA,-106.566819,35.075621,"Found",NA,NA,NA,"1978-NM-0123"
"Central Avenue","'HItch-hikers' or by car from U. of N.M. to Heights",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1980,NA,-106.566819,35.075621,"Found",NA,NA,NA,"1980-NM-0124"
"Central Avenure","'Hitch-hiker' or by car from U. of N.M. to Heights",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1979,NA,-106.566819,35.075621,"Found",NA,NA,NA,"1979-NM-0125"
"Grey Hound Bus Depot","",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1979,NA,-106.647797,35.081988,"Found",NA,NA,NA,"1979-NM-0126"
"Grey Hound Bus Depot","",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1980,NA,-106.647797,35.081988,"Found",NA,NA,NA,"1980-NM-0127"
"Greyhound Bus Deopt","",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1977,NA,-106.647797,35.081988,"Found",NA,NA,NA,"1977-NM-0128"
"Greyhound Bus Depot","",NA,"Albuquerque","NM","Cruisy Area","Crusiy Areas",1978,NA,-106.647797,35.081988,"Found",NA,NA,NA,"1978-NM-0129"
"Jacque's","S Main & Poe",NA,"Roswell","NM","(M)","Bars/Clubs",1965,NA,-104.522981,33.365435,"Found",NA,NA,NA,"1965-NM-0130"
"Jacque's","S Main & Poe St.",NA,"Roswell","NM","(M)","Bars/Clubs",1966,NA,-104.522981,33.365435,"Found",NA,NA,NA,"1966-NM-0131"
"Jacque's","S Main & Poe Sts.",NA,"Roswell","NM","(M)","Bars/Clubs",1968,NA,-104.522981,33.365435,"Found",NA,NA,NA,"1968-NM-0132"
"Jacque's","S Main at Poe",NA,"Roswell","NM","(M)","Bars/Clubs",1969,NA,-104.522981,33.365435,"Found",NA,NA,NA,"1969-NM-0133"
"Limelight","15 mi. N.E. on Hwy. 10",NA,"Cedar Crest","NM","(G)","Bars/Clubs",1972,NA,-106.372802,35.107546,"General Coordinates Used",NA,NA,NA,"1972-NM-0134"
"Limelight","15 mi. N.E. on Hwy. 10 (Cedar Creek)",NA,"Albuquerque","NM","(M),(S)","Bars/Clubs",1973,NA,-106.650422,35.084386,"General Coordinates Used",NA,NA,NA,"1973-NM-0135"
"Mustang Lounge","",NA,"Bernalillo","NM","(YC),(D),(M),(*)","Bars/Clubs",1971,NA,-106.551137,35.30004,"General Coordinates Used",NA,NA,NA,"1971-NM-0136"
"Plaza Bar","on Main Plaza",NA,"Santa Fe","NM","","Bars/Clubs",1968,NA,-105.938772,35.687846,"General Coordinates Used",NA,NA,NA,"1968-NM-0137"
"Plaza Bar","On Main Plaza",NA,"Santa Fe","NM","","Bars/Clubs",1970,NA,-105.938772,35.687846,"General Coordinates Used",NA,NA,NA,"1970-NM-0138"
"Plaza Bar","on Lincoln across from the Plaza",NA,"Santa Fe","NM","(RT),(M)","Bars/Clubs",1972,NA,-105.938772,35.687846,"General Coordinates Used",NA,NA,NA,"1972-NM-0139"
