Field 1,ID,title,description,streetaddress,city,state,amenityfeatures,type,Year,notes,lon,lat,status
5246,IL748,Le Clair Park,,"Davenport, Iowa",Davenport,IA,Cruisy Area,Cruising Areas,1975,,-90.578256,41.519003,Verified Location
5383,IL885,Le Clair Park,"(Davenport, Iowa)",,Davenport,IA,Cruisy Area,Cruising Areas,1976,,-90.578256,41.519003,Verified Location
5107,IL609,Le Clair Park,"(Davenport, Iowa)",,Davenport,IA,Cruisy Area,Cruising Areas,1974,,-90.578256,41.519003,Verified Location
5678,IL1180,Le Clair Park,"(Davenport, Iowa)",,Davenport,IA,Cruisy Area,Cruising Areas,1978,,-90.578256,41.519003,Verified Location
14573,IA189,Le Claire Park,"On Riverfront, from Main to Ripely (HOT)",NA,Davenport,IA,"Cruisy Area,(HOT)",Cruising Areas,1977,NA,-90.578256,41.519003,Verified Location
14575,IA191,Le Claire Park,on riverfront from Main to Ripley,NA,Davenport,IA,Cruisy Area,Cruising Areas,1975,NA,-90.578256,41.519003,Verified Location
14574,IA190,Le Claire Park,on riverfront from Main to Ripley,NA,Davenport,IA,Cruisy Area,Cruising Areas,1974,NA,-90.578256,41.519003,Verified Location
14572,IA188,Le Claire Park,On riverfront from Main to Ripely,NA,Davenport,IA,Cruisy Area,Cruising Areas,1976,NA,-90.578256,41.519003,Verified Location
14576,IA192,Little Bill's,Sp Dubuque St.,NA,Iowa City,IA,(YC),Bars/Clubs,1969,NA,-91.530168,41.661128,Location could not be verified. General city or location coordinates used.
14504,IA120,Little Bill's,(collegiate),50 Dubuque St.,Iowa City,IA,(*),Bars/Clubs,1968,NA,-91.5328864,41.660406,Google Verified Location
14491,IA107,Little Bill's,,215 S. Dubuque St.,Iowa City,IA,"(M),(YC),(*)",Bars/Clubs,1970,NA,-91.5334032,41.6583107,Google Verified Location
14579,IA195,M.C.C.,Bell & Cassady,NA,Des Moines,IA,(MCC),Church,1980,NA,-93.642437,41.562614,Verified Location
14577,IA193,M.C.C.,Bell & Cassady,NA,Des Moines,IA,(MCC),Church,1979,NA,-93.642437,41.562614,Verified Location
14578,IA194,M.C.C.,Bell & Cassady,NA,Des Moines,IA,(MCC),Church,1978,NA,-93.642437,41.562614,Verified Location
14431,IA047,M2 Lounge,,1201 Grand Ave.,Des Moines,IA,(D),Bars/Clubs,1978,NA,-93.6337505,41.5859635,Google Verified Location
14441,IA057,M2 Lounge,(Disco) (Several bars- no sign but don't miss it- enter through parking lot in rear),1201 Grand Avenue,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1977,NA,-93.6337505,41.5859635,Google Verified Location
14406,IA022,Madame Lovejoys,"(Books, etc.)",405 W. 7th St.,Sioux City,IA,(*),Book Store,1980,NA,-96.4123547,42.5005782,Google Verified Location
14478,IA094,Male Box,,1111 Walnut,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1972,NA,-93.6309127,41.5845658,Google Verified Location
14447,IA063,Mantrose Hotel Bar,,223 3rd Ave. S.E.,Cedar Rapids,IA,(M),"Hotel,Bars/Clubs",1976,NA,-91.6659603,41.9772386,Google Verified Location
14580,IA196,Marble 'Meat Rack',5th & Keo,NA,Des Moines,IA,"(AH),Cruisy Area",Cruising Areas,1978,NA,-93.623928,41.58863,Verified Location
14587,IA203,Margo Frankel Woods,,NA,Des Moines,IA,Cruisy Area,Cruising Areas,1978,NA,-93.617981,41.675252,Verified Location
14583,IA199,Margo Frankel Woods,,NA,Des Moines,IA,Cruisy Area,Cruising Areas,1975,NA,-93.617981,41.675252,Verified Location
14586,IA202,Margo Frankel Woods,,NA,Des Moines,IA,Cruisy Area,Cruising Areas,1976,NA,-93.617981,41.675252,Verified Location
14581,IA197,Margo Frankel Woods,,NA,Des Moines,IA,Cruisy Area,Cruising Areas,1979,NA,-93.617981,41.675252,Verified Location
14582,IA198,Margo Frankel Woods,,NA,Des Moines,IA,Cruisy Area,Cruising Areas,1974,NA,-93.617981,41.675252,Verified Location
14585,IA201,Margo Frankel Woods,,NA,Des Moines,IA,Cruisy Area,Cruising Areas,1977,NA,-93.617981,41.675252,Verified Location
14584,IA200,Margo Frankel Woods,,NA,Des Moines,IA,Cruisy Area,Cruising Areas,1973,NA,-93.617981,41.675252,Verified Location
14403,IA019,Margo Frankel Woods,,,Des Moines,IA,Cruisy Area,Cruising Areas,1980,NA,-93.6249593,41.5868353,Google Verified Location
14449,IA065,Menagerie,,5810 N.E. 2nd Ave.,Des Moines,IA,"(YC),(D),(G),(*)",Bars/Clubs,1976,NA,-93.6202215,41.6366591,Google Verified Location
14452,IA068,Monte Carlo,,504 Sycamore St.,Waterloo,IA,(M),Bars/Clubs,1976,NA,-92.3368342,42.4986536,Google Verified Location
14454,IA070,Montrose Hotel Bar,,223 3rd Ave. S.E.,Cedar Rapids,IA,(M),"Bars/Clubs,Hotel",1975,NA,-91.6659603,41.9772386,Google Verified Location
14461,IA077,Montrose Hotel Bar,,223 3rd Ave. S.E.,Cedar Rapids,IA,(M),"Bars/Clubs,Hotel",1974,NA,-91.6659603,41.9772386,Google Verified Location
14468,IA084,Montrose Hotel Bar,,223 3rd Ave. S.E.,Cedar Rapids,IA,(M),"Bars/Clubs,Hotel",1973,NA,-91.6659603,41.9772386,Google Verified Location
14483,IA099,Montrose- Hofman Hotel BAr,,233 3rd Ave.,Cedar Rapids,IA,(M),"Bars/Clubs,Hotel",1971,NA,-91.6659171,41.9772643,Google Verified Location
14476,IA092,Montrose-Hofman Hotel Bar,,223 3rd Ave.,Cedar Rapids,IA,(M),"Bars/Clubs,Hotel",1972,NA,-91.6659603,41.9772386,Google Verified Location
14588,IA204,Movie arcade,at Red Eye Bookstore,NA,Des Moines,IA,Cruisy Area,"Cruising Areas,Book Store",1976,NA,-93.611783,41.587051,Verified Location
14463,IA079,P.S.,Male Box Lounge,311 2nd Ave.,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1974,NA,-93.6197557,41.5870797,Google Verified Location
14470,IA086,P.S.,Male Box Lounge,311 2nd Ave.,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1973,NA,-93.6197557,41.5870797,Google Verified Location
14485,IA101,P.S. Lounge,,305 2nd Ave.,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1971,NA,-93.6197362,41.5870278,Google Verified Location
14490,IA106,P.S. Lounge,,305 2nd Ave.,Des Moines,IA,(*),Bars/Clubs,1970,NA,-93.6197362,41.5870278,Google Verified Location
14496,IA112,P.S. Lounge,,305 2nd Ave,Des Moines,IA,(*),Bars/Clubs,1969,NA,-93.6197362,41.5870278,Google Verified Location
14512,IA128,P.S. Lounge,,305 2nd Av,Des Moines,IA,,Bars/Clubs,1965,NA,-93.6197362,41.5870278,Google Verified Location
14442,IA058,P.S. Lounge,"(DIsco) (also adjoining ""Annex"" on WE)",311 2nd Ave.,Des Moines,IA,"(D),(*),(PT),(R),(WE)","Restaurant,Bars/Clubs",1977,NA,-93.6197557,41.5870797,Google Verified Location
14479,IA095,P.S. Lounge,,305 2nd Ave.,Des Moines,IA,"(D),(*)",Bars/Clubs,1972,NA,-93.6197362,41.5870278,Google Verified Location
14450,IA066,P.S. Male Box Lounge,(also annex on WE),311 2nd Ave.,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1976,NA,-93.6197557,41.5870797,Google Verified Location
14457,IA073,P.S. Male Box Lounge,,311 2nd Ave.,Des Moines,IA,"(YC),(D),(*)",Bars/Clubs,1975,NA,-93.6197557,41.5870797,Google Verified Location
14396,IA012,Page IV Book Store,('Wild back room'),205 4th St.,Des Moines,IA,(*),Book Store,1980,NA,-93.6215861,41.5852483,Google Verified Location
14410,IA026,Pantry,(Fri. & Sat. onlu from 2 a.m. till closing),1214 3rd St. S.E.,Cedar Rapids,IA,"(R),(AH)",Restaurant,1979,NA,-91.6573855,41.9699553,Google Verified Location
14481,IA097,Pine Knot Lounge,Hotel Burlington,206 N. 3rd.,Burlington,IA,"(M),(*)","Bars/Clubs,Hotel",1971,NA,-91.1026599,40.8093176,Google Verified Location
14425,IA041,Private Club,(Disco),113 A Ave. N.W.,Cedar Rapids,IA,"(D),(WE)",Bars/Clubs,1978,NA,-91.6743089,41.9771616,Google Verified Location
14508,IA124,PS Lounge,,305 2nd Av,Des Moines,IA,(*),Bars/Clubs,1966,NA,-93.6197362,41.5870278,Google Verified Location
14502,IA118,PS Lounge,,305 2nd Av,Des Moines,IA,(*),Bars/Clubs,1968,NA,-93.6197362,41.5870278,Google Verified Location
14510,IA126,Purple Cow,,316 1st Av NE,Cedar Rapids,IA,(S),Bars/Clubs,1965,NA,-91.6675312,41.9793612,Google Verified Location
14506,IA122,Purple Cow,,316 1st Av NE,Cedar Rapids,IA,"(M),(S)",Bars/Clubs,1966,NA,-91.6675312,41.9793612,Google Verified Location
14589,IA205,Red Eye Book Store,(Cruisy) 4th & Court,NA,Des Moines,IA,Cruisy Area,"Cruising Areas,Book Store",1977,NA,-93.611783,41.587051,Verified Location
14590,IA206,Red Eye Bookstore,4th & Court,NA,Des Moines,IA,,Book Store,1976,NA,-93.611783,41.587051,Verified Location
14591,IA207,Rest Stop,on old Hwy. 218 betw. Cedar Rapids & Iowa City (Summers only),NA,Cedar Rapids,IA,"(AYOR),Cruisy Area",Cruising Areas,1980,NA,-91.665623,41.97788,Location could not be verified. General city or location coordinates used.
14592,IA208,Rest Stop,on old Hwy. 218 betw. Cedar Rapids & Iowa City,NA,Cedar Rapids,IA,Cruisy Area,Cruising Areas,1979,NA,-91.665623,41.97788,Location could not be verified. General city or location coordinates used.
14593,IA209,Rodeway Inn Bar,2nd & Nebraska,NA,Sioux City,IA,(M),Bars/Clubs,1976,NA,-96.403427,42.492068,Verified Location
14596,IA212,Rodeway Inn Bar,2nd & Nebraska,NA,Sioux City,IA,(M),Bars/Clubs,1974,NA,-96.403427,42.492068,Verified Location
14595,IA211,Rodeway Inn Bar,2nd & Nebraska,NA,Iowa City,IA,(M),Bars/Clubs,1975,NA,-91.530168,41.661128,Location could not be verified. General city or location coordinates used.
14594,IA210,Rodeway Inn Bar,2nd & Nebraska,NA,Sioux City,IA,(M),Bars/Clubs,1977,NA,-96.403427,42.492068,Verified Location
14597,IA213,Rodway Inn Bar,2nd & Nebraska Sts.,NA,Sioux City,IA,(M),Bars/Clubs,1973,NA,-96.403427,42.492068,Verified Location
14598,IA214,Sambo's West,Hwy. 218 & 33rd Ave.,NA,Cedar Rapids,IA,"(M),(R),(C),(AH)",Restaurant,1978,NA,-91.665623,41.97788,Location could not be verified. General city or location coordinates used.
14432,IA048,Shelter House,(Some SM) (RT-Days) (Adjoins City Disco- rear entrance in alley off Keo),545 6th Ave.,Des Moines,IA,"(SM),(RT)",Bars/Clubs,1978,NA,-93.6252239,41.5888582,Google Verified Location
14426,IA042,Side Track,(Some G),169 4th St. S.E.,Cedar Rapids,IA,"(YC),(G),(D),(E),(*)",Bars/Clubs,1978,NA,-91.6668857,41.9807052,Google Verified Location
14386,IA002,Side Track,(Disco- D- WE*) (Some L),169 4th St. S.E.,Cedar Rapids,IA,"(D),(WE),(*),(L)",Bars/Clubs,1980,NA,-91.6668857,41.9807052,Google Verified Location
14411,IA027,Side Track,(Many G) (Disco-D-WE*),169 4th St. S.E.,Cedar Rapids,IA,"(G),(D),(WE),(*)",Bars/Clubs,1979,NA,-91.6668857,41.9807052,Google Verified Location
14438,IA054,Side Track ,(Some G),169 4th Street S.E.,Cedar Rapids,IA,"(YC),(G),(D),(E),(*)",Bars/Clubs,1977,NA,-91.6668857,41.9807052,Google Verified Location
14418,IA034,Stardust,,1203 Grand Ave.,Des Moines,IA,"(G),(D),(PT),(S)",Bars/Clubs,1979,NA,-93.6337513,41.5859633,Google Verified Location
14405,IA021,That Bar,(Adj. Deli) (Some L),325 E. Markey St.,Iowa City,IA,"(*),(M),(AH),(YC),(L),(D)",Bars/Clubs,1980,NA,-91.5305086,41.6633828,Google Verified Location
14420,IA036,That Bar,(Some G),325 E. Market St.,Iowa City,IA,"(*),(M),(YC),(G),(D)",Bars/Clubs,1979,NA,-91.5305086,41.6633828,Google Verified Location
14459,IA075,The Lounge,,200 W. 5th St.,Waterloo,IA,(M),Bars/Clubs,1975,NA,-92.3386965,42.4944089,Google Verified Location
14473,IA089,The Lounge,,200 W. 5th St.,Waterloo,IA,(M),Bars/Clubs,1973,NA,-92.3386965,42.4944089,Google Verified Location
14465,IA081,The Lounge,,200 W. 5th St.,Waterloo,IA,(M),Bars/Clubs,1974,NA,-92.3386965,42.4944089,Google Verified Location
14419,IA035,The Place,(Book store) ('wild back room'),205 4th St.,Des Moines,IA,(P),Book Store,1979,NA,-93.6215861,41.5852483,Google Verified Location
14492,IA108,Tic Toc,,714 Sycamore,Waterloo,IA,,Bars/Clubs,1970,NA,-92.3346141,42.4970639,Google Verified Location
14498,IA114,Tic Toc,,714 Sycamore,Waterloo,IA,,Bars/Clubs,1969,NA,-92.3346141,42.4970639,Google Verified Location
14486,IA102,Tic Toc,,714 Sycamore,Waterloo,IA,,Bars/Clubs,1971,NA,-92.3346141,42.4970639,Google Verified Location
14505,IA121,Tic Toc,,,Waterloo,IA,,Bars/Clubs,1968,NA,-92.3425775,42.492786,Google Verified Location
14480,IA096,Tic Toc,,714 Sycamore,Waterloo,IA,,Bars/Clubs,1972,NA,-92.3346141,42.4970639,Google Verified Location
14466,IA082,Town House,,112 N. Main St.,Burlington,IA,"(M),(*)",Bars/Clubs,1973,NA,-91.1016772,40.8085019,Google Verified Location
14474,IA090,Towne House,,112 N. Main St.,Burlington,IA,"(M),(*)",Bars/Clubs,1972,NA,-91.1016772,40.8085019,Google Verified Location
14601,IA217,U. of Iowa,Main Library 2nd floor T-Room,NA,Iowa City,IA,Cruisy Area,Cruising Areas,1978,NA,-91.53383,41.661988,Verified Location
14599,IA215,U. of Iowa,Main Library 2nd & 3rd floor T-Room,NA,Iowa City,IA,Cruisy Area,Cruising Areas,1979,NA,-91.53383,41.661988,Verified Location
14600,IA216,U. of Iowa,Main Library 2nd & 3rd floor T-Rooms,NA,Iowa City,IA,Cruisy Area,Cruising Areas,1980,NA,-91.53383,41.661988,Verified Location
14471,IA087,V. & T. Lounge,,1605 6th Ave.,Des Moines,IA,"(M),(RT)",Bars/Clubs,1973,NA,-93.6255304,41.6080209,Google Verified Location
14387,IA003,Warehouse,(Disco)(Some L)(Snacks) (Hard to find- call (319)365-9044 for directions),525 H St. S.W.,Cedar Rapids,IA,"(YC),(D),(L),(*)",Bars/Clubs,1980,NA,-91.658585,41.9650089,Google Verified Location
14412,IA028,Warehouse,(Disco) (Hard to find- call (319) 365-9044 for directions),525 H St. S.W.,Cedar Rapids,IA,"(YC),(D),(*)",Bars/Clubs,1979,NA,-91.658585,41.9650089,Google Verified Location
