"ID","title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","uncleartype","notes","Year","Last.Modified","full.address","lon","lat","geoAddress","status"
4097,"Shelter","6 Hubert St.",NA,"(at Hudson St.) 677-2582 10pm-6am Tues, Fri-Sat, call for theme nights, no alcohol","New York City","NY","(GF),D,(MRC-AF)","Bars","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/28/2023 9:41am","6 Hubert St. ,  New York City ,  NY",-74.0095365,40.7213949,"6 hubert st, new york, ny 10013, usa","Geocoded"
189,"Maple Leaf Inn","6 Kings Hwy.",NA,"253-6876/ (800)372-6542 restored Victorian, jacuzzis, full brkfst","Eureka Springs","AR","(GF)","Accommodations","","",1995,"4/25/2023 9:22pm","6 Kings Hwy. ,  Eureka Springs ,  AR",-93.7392889,36.4006499,"eureka springs, ar, usa","Geocoded"
2953,"Blackstones","6 Pine St.",NA,"775-2885 4pm-1am","Portland","ME","(NH),(WC)","Bars","","",1995,"4/25/2023 9:22pm","6 Pine St. ,  Portland ,  ME",-70.266826,43.6526354,"6 pine st, portland, me 04101, usa","Geocoded"
1906,"Inn Exile","6 S. 'J' St.",NA,"582-4144 3pm-2am, til midnight Sun (movie night)","Lake Worth","FL","(K),(V)","Bars","","",1995,"4/25/2023 9:22pm","6 S. 'J' St. ,  Lake Worth ,  FL",-80.056581,26.6086056,"s j st & 6th ave s, lake worth, fl 33460, usa","Geocoded"
2940,"Leisure Inn","6 School St.",NA,"646-2737 B&B, seasonal","Ogunquit","ME","(GF)","Accommodations","","",1995,"4/25/2023 9:22pm","6 School St. ,  Ogunquit ,  ME",-70.5983398,43.2475498,"6 school st, ogunquit, me 03907, usa","Geocoded"
3219,"Six Webster Place","6 Webster Pl.",NA,"487-2266 B&B, patio","Provincetown","MA","(*),(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","6 Webster Pl. ,  Provincetown ,  MA",-70.1890806,42.0510858,"6 webster pl, provincetown, ma 02657, usa","Geocoded"
3184,"Chicago House","6 Winslow St.",NA,"487-0537","Provincetown","MA","(*),(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","6 Winslow St. ,  Provincetown ,  MA",-70.1887667,42.0512993,"historic district, 6 winslow st, provincetown, ma 02657, usa","Geocoded"
3851,"Woolverton Inn","6 Woolverton Rd.",NA,"397-0802 B&B, full brkfst wknds","Stockton","NJ","(GF),(WC)","Accommodations","","",1995,"4/25/2023 9:23pm","6 Woolverton Rd. ,  Stockton ,  NJ",-74.9801917,40.4092897,"6 woolverton rd, stockton, nj 08559, usa","Geocoded"
3249,"Napi's","7 Freeman St.",NA,"487-1145","Provincetown","MA","(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","7 Freeman St. ,  Provincetown ,  MA",-70.1859761,42.0528826,"historic district, 7 freeman st, provincetown, ma 02657, usa","Geocoded"
3187,"Coat of Arms","7 Johnson St.",NA,"487-0816 seasonal","Provincetown","MA","(*)","Accommodations","","",1995,"4/25/2023 9:22pm","7 Johnson St. ,  Provincetown ,  MA",-70.1842552,42.0542111,"historic district, 7 johnson st, provincetown, ma 02657, usa","Geocoded"
3087,"Venus de Milo","7 Lansdowne St.",NA,"421-9595 gay Wed only, 9pm-2am","Boston","MA","(MW),D","Bars","","",1995,"4/25/2023 9:22pm","7 Lansdowne St. ,  Boston ,  MA",-71.0950605,42.3473283,"7 lansdowne st, boston, ma 02215, usa","Geocoded"
184,"Arbour Glen, The","7 Lema",NA,"253-9010 full brkfst","Eureka Springs","AR","(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","7 Lema ,  Eureka Springs ,  AR",-93.7450761,36.4019426,"7 lema st, eureka springs, ar 72632, usa","Geocoded"
38,"Frontiers","7 S. Joachim St.",NA,"","Mobile","AL","(MW),(D),(F),(E),(PC)","Bars","","",1995,"4/25/2023 9:22pm","7 S. Joachim St. ,  Mobile ,  AL",-88.042733,30.6882644,"7 s joachim st, mobile, al 36602, usa","Geocoded"
3228,"Watership Inn","7 Winthrop St.",NA,"487-0094","Provincetown","MA","(*),(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","7 Winthrop St. ,  Provincetown ,  MA",-70.1908131,42.0484291,"historic district, 7 winthrop st, provincetown, ma 02657, usa","Geocoded"
3613,"Sunshine Inn","8 1/2 S. Euclid Ave.",NA,"367-1413 clsd Mon, vegetarian","St. Louis","MO","","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","8 1/2 S. Euclid Ave. ,  St. Louis ,  MO",-90.262089,38.6399766,"8 1/2 s euclid ave, st. louis, mo 63108, usa","Geocoded"
6080,"Villa Ricomar","8 Calle Paz",NA,"Carretera 459, Barrio Jobos. Opens 9pm Fri-Sat, from 6pm Sun","Isabela","PR","(MW),(D),(S)","","","",1995,"7/26/2023 12:07pm","8 Calle Paz ,  Isabela ,  PR",-67.0226297,18.5007797,"isabela, puerto rico","Geocoded"
3213,"Roomers","8 Carver St.",NA,"487-3532, seasonal","Provincetown","MA","","Accommodations","","",1995,"4/25/2023 9:22pm","8 Carver St. ,  Provincetown ,  MA",-70.189965,42.0490682,"historic district, 8 carver st, provincetown, ma 02657, usa","Geocoded"
4091,"Pieces","8 Christopher St.",NA,"929-9291 2pm-4am","New York City","NY","(NH),(V)","Bars","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/25/2023 9:23pm","8 Christopher St. ,  New York City ,  NY",-74.0001048,40.7338418,"8 christopher st, new york, ny 10014, usa","Geocoded"
3185,"Christopher Inn","8 Dyer St.",NA,"487-1920","Provincetown","MA","(SW)","Accommodations","","",1995,"4/25/2023 9:22pm","8 Dyer St. ,  Provincetown ,  MA",-70.1828599,42.0553003,"8 dyer st, provincetown, ma 02657, usa","Geocoded"
3356,"Taylors","8 Ionia",NA,"454-4422 11am-2am, til 4am Fri-Sat, from 4pm Sun","Grand Rapids","MI","(GF),(F),(E)","Bars","","",1995,"4/25/2023 9:22pm","8 Ionia ,  Grand Rapids ,  MI",-85.6700541,42.9629985,"8 ionia ave sw, grand rapids, mi 49503, usa","Geocoded"
3222,"Swanberry Inn","8 Johnson St.",NA,"487-4242/ (800)847-7926","Provincetown","MA","(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","8 Johnson St. ,  Provincetown ,  MA",-70.1844412,42.0539469,"8 johnson st, provincetown, ma 02657, usa","Geocoded"
5133,"Castle, The","8 Le Grand Blvd.",NA,"235-9949 8pm-4am, 6pm-3am Sun","Greenville","SC","(*),(MW),D,(S),(V),(YC),(PC),(WC)","Bars","","",1995,"4/25/2023 9:23pm","8 Le Grand Blvd. ,  Greenville ,  SC",-82.3681104,34.8361438,"8 legrand blvd, greenville, sc 29607, usa","Geocoded"
2979,"William Page Inn","8 Martin St.",NA,"626-1506 full brkfst","Annapolis","MD","(GF)","Info Lines & Services","","",1995,"4/25/2023 9:22pm","8 Martin St. ,  Annapolis ,  MD",-76.4866074,38.9793266,"8 martin st, annapolis, md 21401, usa","Geocoded"
3417,"Northland Gay Men's Center","8 N. 2nd Ave. E. Ste. 309",NA,"722-8585","Duluth","MN","","Info Lines & Services","","",1995,"4/25/2023 9:22pm","8 N. 2nd Ave. E. Ste. 309 ,  Duluth ,  MN",-92.0957548,46.7889918,"temple opera block, 8 n 2nd ave e #309, duluth, mn 55802, usa","Geocoded"
1533,"Choices","8 N. Turnpike Rd.",NA,"949-9380 7pm-1am, clsd Sun-Mon","Wallingford","CT","D,(E)","Bars","","",1995,"4/25/2023 9:22pm","8 N. Turnpike Rd. ,  Wallingford ,  CT",-72.8316985,41.4678232,"mallgate plaza shopping center, 8 n turnpike rd, wallingford, ct 06492, usa","Geocoded"
15,"Casey's Gym","8 Office Park Cir., Hwy. 280, Mountain Brook",NA,"870-1779 6am-9pm, til 6pm Sat, from noon Sun","Birmingham","AL","(GF)","Gyms & Health Clubs","","",1995,"4/25/2023 9:22pm","8 Office Park Cir., Hwy. 280, Mountain Brook ,  Birmingham ,  AL",-86.772011,33.477914,"8 office park cir #280, birmingham, al 35223, usa","Geocoded"
3837,"Edwards Travel Service","8 S. Tulane St.",NA,"924-4443/ (800)669-9692","Princeton","NJ","","Travel/Tour Operators","","",1995,"4/25/2023 9:22pm","8 S. Tulane St. ,  Princeton ,  NJ",-74.6587526,40.3502815,"8 s tulane st, princeton, nj 08542, usa","Geocoded"
5108,"Charleston Columns","8 Vanderhorst St.",NA,"722-7341 guesthouse in historic district, 1 deluxe suite & 2 doubles, off-street parking","Charleston","SC","(MW)","Accommodations","","",1995,"4/25/2023 9:23pm","8 Vanderhorst St. ,  Charleston ,  SC",-79.9380021,32.7872959,"8 vanderhorst st, charleston, sc 29403, usa","Geocoded"
4914,"Wildflowers","8 W. Mechanic St.",NA,"862-2241 noon-10pm, outdoor dining, seasonal","New Hope","PA","(BYOB)","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","8 W. Mechanic St. ,  New Hope ,  PA",-74.9509481,40.3621147,"8 w mechanic st, new hope, pa 18938, usa","Geocoded"
3175,"Brass Key Guesthouse, The","9 Court St.",NA,"487-9005/ (800)842-9858 seasonal, heated spa","Provincetown","MA","(*),(WC)","Accommodations","","",1995,"4/25/2023 9:22pm","9 Court St. ,  Provincetown ,  MA",-70.190255,42.0489244,"9 court st, provincetown, ma 02657, usa","Geocoded"
3193,"Elm Guest House","9 Johnson St.",NA,"487-0793, seasonal","Provincetown","MA","","Accommodations","","",1995,"4/25/2023 9:22pm","9 Johnson St. ,  Provincetown ,  MA",-70.1843947,42.0543478,"historic district, 9 johnson st, provincetown, ma 02657, usa","Geocoded"
1524,"B.W. Travel","9 Mott Ave.",NA,"852-0200","Norwalk","CT","(IGTA)","Travel/Tour Operators","","",1995,"4/25/2023 9:22pm","9 Mott Ave. ,  Norwalk ,  CT",-73.4165131,41.1158642,"9 mott ave, norwalk, ct 06850, usa","Geocoded"
3993,"Fire Island Pines","9 Ocean Walk, Fire Island Pines",NA,"597-6767 seasonal","Fire Island","NY","","Accommodations","","",1995,"4/25/2023 9:23pm","9 Ocean Walk, Fire Island Pines ,  Fire Island ,  NY",-73.0698807,40.6638059,"9 ocean walk, sayville, ny 11782, usa","Geocoded"
5645,"Sea Gate","9 Tazewell Ave.",NA,"331-2206 B&B, nr. beach, afternoon tea","Cape Charles","VA","(GF)","Accommodations","","",1995,"4/25/2023 9:23pm","9 Tazewell Ave. ,  Cape Charles ,  VA",-76.021171,37.2691835,"9 tazewell ave, cape charles, va 23310, usa","Geocoded"
1520,"Frank's Place","9 Tilley St.",NA,"443-8883 4pm-1am, til 2am Fri-Sat, huge patio, Sun brunch","New London","CT","(MW),D,(E),(WC)","Bars","","",1995,"4/25/2023 9:22pm","9 Tilley St. ,  New London ,  CT",-72.0972273,41.3517465,"9 tilley st, new london, ct 06320, usa","Geocoded"
5710,"Stag, The","9 W. Salem Ave.",NA,"982-1668 2pm-2am, from 7pm Sun-Mon","Roanoke","VA","(MW),(NH)","Bars","","",1995,"4/25/2023 9:23pm","9 W. Salem Ave. ,  Roanoke ,  VA",-79.940956,37.272612,"9 salem ave sw, roanoke, va 24011, usa","Geocoded"
3196,"Gifford House","9-11 Carver St.",NA,"487-0688, seasonal","Provincetown","MA","","Accommodations","","",1995,"4/25/2023 9:22pm","9-11 Carver St. ,  Provincetown ,  MA",-70.1900224,42.0496268,"9 carver st, provincetown, ma 02657, usa","Geocoded"
