"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress","ID"
1998,"General Coordinates Used",33.538652,-112.185987,"561-0335/(800) 266-7829","","Phoenix","AZ","(GF)","Accommodations","",NA,NA,NA,NA,"1998-AZ-0031"
1998,"General Coordinates Used",33.538652,-112.185987,"(800) 346-5592 gay realtor at your service, no rentals","","Phoenix","AZ","","Info Lines & Services","",NA,NA,NA,NA,"1998-AZ-0032"
1998,"General Coordinates Used",33.448377,-112.074037,"266-0550","","Phoenix","AZ","","Publications","",NA,NA,NA,NA,"1998-AZ-0033"
1998,"Found",33.391835,-112.064346,"2nd & Osborne 285-9020 10am Sun","","Phoenix","AZ","","Spiritual Groups","",NA,NA,NA,NA,"1998-AZ-0034"
1998,"General Coordinates Used",33.448377,-112.074037,"252-3333 Meet hot local guys! Record, listen, respond to free ads. Use code 9966.","","Phoenix","AZ","","Men's Services","",NA,NA,NA,NA,"1998-AZ-0035"
1998,"General Coordinates Used",33.650181,-112.100108,"488-1110","","Phoenix","AZ","(GF),(SW),(TA)","Accommodations","",NA,NA,NA,NA,"1998-AZ-0036"
1998,"General Coordinates Used",34.824424,-111.805914,"567-9066","","Sedona","AZ","(GF),(WC)","Accommodations","",NA,NA,NA,NA,"1998-AZ-0037"
1998,"General Coordinates Used",32.222607,-110.974711,"624-4183 many mtgs, call for schedule","","Tuscon","AZ","","Info Lines & Services","Put with proper ""Tucson""",NA,NA,NA,NA,"1998-AZ-0038"
1998,"General Coordinates Used",32.222607,-110.974711,"(800) 346-5592 gay realtor at your service, no rentals","","Tuscon","AZ","","Info Lines & Services","Put with proper ""Tucson""",NA,NA,NA,NA,"1998-AZ-0039"
1998,"General Coordinates Used",32.222607,-110.974711,"795-7592","","Tuscon","AZ","(GF),(NS)","Accommodations","Put with proper ""Tucson""",NA,NA,NA,NA,"1998-AZ-0040"
1998,"General Coordinates Used",32.222607,-110.974711,"622-7176","","Tuscon","AZ","","Publications","Put with proper ""Tucson""",NA,NA,NA,NA,"1998-AZ-0041"
1998,"General Coordinates Used",32.222607,-110.974711,"770-1000 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966. ","","Tuscon","AZ","","Men's Services","Put with proper ""Tucson""",NA,NA,NA,NA,"1998-AZ-0042"
1998,"Found",35.875322,-93.912123,"Rte. 16, east of Elkins 643-3307 6am-9pm","","Crossett","AR","(*)","Cafes","",NA,NA,NA,NA,"1998-AR-0043"
1998,"Found",36.383818,-93.7398,"Hwy 23 S. 253-7734 5pm-9pm, cont'l","","Eureka Springs","AR","","Restaurants","",NA,NA,NA,NA,"1998-AR-0044"
1998,"Found",36.405512,-93.756871,"253-5282 seasonal, lunch & dinner, clsd Mon, Mediterranean","","Eureka Springs","AR","","Restaurants","",NA,NA,NA,NA,"1998-AR-0045"
1998,"Found",36.381487,-93.730641,"253-5283 exclusively lesbigay, full brkfst, kitchen, private/shared baths","","Eureka Springs","AR","(MW),(WC)","Accommodations","",NA,NA,NA,NA,"1998-AR-0046"
1998,"Found",36.314725,-93.658896,"253-5995/(800)298-5995 cabins, jacuzzi","","Eureka Springs","AR","(GF),(NS)","Accommodations","",NA,NA,NA,NA,"1998-AR-0047"
1998,"Found",36.365083,-93.752049,"253-5877/(800)583-8043 full brkfst","","Eureka Springs","AR","(GF),(SW),(NS),(WC)","Accommodations","",NA,NA,NA,NA,"1998-AR-0048"
1998,"Found",36.405693,-93.738838,"253-9111/(800)833-3394 seasonal, jacuzzi","","Eureka Springs","AR","(GF),(NS)","Accommodations","",NA,NA,NA,NA,"1998-AR-0049"
1998,"General Coordinates Used",36.066242,-94.157853,"443-6366","","Fayetteville","AR","","Info Lines & Services","",NA,NA,NA,NA,"1998-AR-0050"
1998,"General Coordinates Used",33.836593,-117.914301,"539-7000 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966","","Anaheim","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0051"
1998,"General Coordinates Used",33.836593,-117.914301,"703-9900 Voice-personals. Meet local men. Free to browse & respond to ads. Use Pub. 555.","","Anaheim","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0052"
1998,"General Coordinates Used",33.836593,-117.914301,"(900) 505-6339 talk and/or meet with other men from the area, at only 99¢ per minute","","Anaheim","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0053"
1998,"General Coordinates Used",35.373292,-119.018712,"323-7311 6:30pm-11pm, support groups & community outreach","","Bakersfield","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0054"
1998,"Found",34.238718,-116.942969,"866-4335 18 private cabins","","Big Bear Lake","CA","(GF),(SW)","Accommodations","",NA,NA,NA,NA,"1998-CA-0055"
1998,"Found",36.020602,-121.549324,"Hwy. 1 667-2391 cabins, restaurant, store, ocean views","","Big Sur","CA","(GF),(TA)","Accommodations","",NA,NA,NA,NA,"1998-CA-0056"
1998,"Found",36.539474,-121.928334,"PO Box Drawer 0, 93921-0585 626-2000","","Carmel","CA","(TA)","Travel Agents","",NA,NA,NA,NA,"1998-CA-0057"
1998,"Found",36.5564,-121.924263,"624-7917 Hansel & Gretel 1925 inn, full brkfst","","Carmel","CA","(GF),(NS)","Accommodations","",NA,NA,NA,NA,"1998-CA-0058"
1998,"General Coordinates Used",37.871523,-122.273042,"(800) 346-5592 gay realtor at your service, no rentals","","East Bay","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0059"
1998,"General Coordinates Used",37.871523,-122.273042,"814-6699 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.","","East Bay","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0060"
1998,"General Coordinates Used",37.77493,-122.419415,"452-2600 Voice-personals. Meet local men. Free to browse & respond to ads. Use Pub. 555.","","East Bay","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0061"
1998,"Found",39.490405,-123.786055,"964-6507 dinner only, clsd Mon-Tue, Mexican","Mill Creek Dr","Fort Bragg","CA","","Restaurants","",NA,NA,NA,NA,"1998-CA-0062"
1998,"General Coordinates Used",36.737798,-119.787125,"266-5465 lesbigay support; also publishes 'Pink Pages'","","Fresno","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0063"
1998,"General Coordinates Used",36.737798,-119.787125,"271-9999 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.","","Fresno","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0064"
1998,"Found",40.262258,-123.877741,"943-3198 campsites, RV, located off the Avenue of the Giants on the Eel River","","Garberville","CA","(GF)","Accommodations","",NA,NA,NA,NA,"1998-CA-0065"
1998,"Found",38.503774,-123.000301,"(at Triple 'R' Resort), Guerneville 869-0691 some veggie, patio, full bar","","Guerneville","CA","(MW),(WC)","Restaurants","Listed under ""Russian River, CA""",NA,NA,NA,NA,"1998-CA-0066"
1998,"General Coordinates Used",38.501858,-122.99611,"864-4061 rental home on 1/4 acre, sleeps 6, 4 min. to downtown Guerneville ","","Guerneville","CA","(GF)","Accommodations","Listed under ""Russian River, CA""",NA,NA,NA,NA,"1998-CA-0067"
1998,"Found",38.507126,-122.884106,"on Russian River at Wohler Bridge, Guerneville","","Guerneville","CA","","Entertainment & Recreation","Listed under ""Russian River, CA""",NA,NA,NA,NA,"1998-CA-0068"
1998,"Found",37.517742,-122.512867,"728-5595 lunch & dinner ","Beach Way & Ocean Boulevard","Half Moon Bay","CA","","Restaurants","Not an exact location",NA,NA,NA,NA,"1998-CA-0069"
1998,"Found",37.673319,-122.083523,"btwn. Main & Mission 'A' & 'B' Sts., evenings","","Hayward","CA","(AYOR)","Cruisy Areas","Cruisy Area - unsure about address",NA,NA,NA,NA,"1998-CA-0070"
1998,"Found",38.604551,-122.886592,"433-4231 full brkfst, elegant Victorian country inn","","Healdsburg","CA","(GF),(F),(SW),(NS),(WC)","Accommodations","",NA,NA,NA,NA,"1998-CA-0071"
1998,"General Coordinates Used",34.090732,118.326615,"(800) 346-5592; gay realtor at your service, no rentals","","Hollywood","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0072"
1998,"General Coordinates Used",34.090732,118.326615,"(213) 469-4454 annual survival guide to lesbi-gay southern CA","","Hollywood","CA","","Publications","Listed under ""L.A-Hollywood""",NA,NA,NA,NA,"1998-CA-0073"
1998,"General Coordinates Used",34.090732,118.326615,"call for location; underground house Sat, call for events 243-5221","","Hollywood","CA","(M),(D),(A)","Bars & Nightclubs","Listed under ""L.A-Hollywood""",NA,NA,NA,NA,"1998-CA-0074"
1998,"General Coordinates Used",33.659484,-117.998803,"539-5500. Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.","","Huntington Beach","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0075"
1998,"Found",33.742189,-116.712465,"659-0111 full brkfst, patio, conference rms avail","","Idyllwild","CA","(GF),(NS)","Accommodations","",NA,NA,NA,NA,"1998-CA-0076"
1998,"Found",33.737497,-116.72149,"659-4087/ (800) 659-4086 1938 shingle-style inn, fireplaces","","Idyllwild","CA","(GF),(NS),(WC)","Accommodations","",NA,NA,NA,NA,"1998-CA-0077"
1998,"Found",32.877134,-117.2401,"UCSD Student Center 0323, La Jolla 452-9625 9am-7pm, 10am-6pm Fri-Sat, clsd Sun, alternative, lesbigay section","","La Jolla","CA","(WC)","Bookstores & Retail Shops","",NA,NA,NA,NA,"1998-CA-0078"
1998,"General Coordinates Used",33.542719,-117.785357,"(800) 346-5592 gay realtor at your ser-vice, no rentals","","Laguna Beach","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0079"
1998,"Found",33.53164,-117.775256,"497-9108","","Laguna Beach","CA","","Erotica","",NA,NA,NA,NA,"1998-CA-0080"
1998,"General Coordinates Used",33.510027,-117.752554,"497-4237 educational/social group for Orange County,call for details","","Laguna Beach","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0081"
1998,"Found",33.568992,-117.761755,"494-4898","","Laguna Beach","CA","","Publications","",NA,NA,NA,NA,"1998-CA-0082"
1998,"General Coordinates Used",38.939926,-119.977187,"544-4411/(800)431-4411 exclusively les-bigay, open year round","","Lake Tahoe","CA","(MW),(NS)","Accommodations","",NA,NA,NA,NA,"1998-CA-0083"
1998,"General Coordinates Used",38.939926,-119.977187,"577-6073/ 700-3802 cozy,romantic chalet, hot tub ","","Lake Tahoe","CA","(MW)","Accommodations","",NA,NA,NA,NA,"1998-CA-0084"
1998,"General Coordinates Used",34.703947,-118.148102,"942-2812 call for events","","Lancaster","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0085"
1998,"Found",34.740631,-118.203863,"Ave 'G' & 50 W.","","Lancaster","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0086"
1998,"General Coordinates Used",33.783824,-118.11409,"(800) 346-5592 gay realtor at your ser-vice, no rentals","","Long Beach","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0087"
1998,"General Coordinates Used",33.783824,-118.11409,"984-8400 call for service times & locations","","Long Beach","CA","","Spiritual Groups","",NA,NA,NA,NA,"1998-CA-0088"
1998,"General Coordinates Used",33.783824,-118.11409,"421-9231 Meet hot local guys! record, listen, respond to free ads. Use free code 9966.","","Long Beach","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0089"
1998,"General Coordinates Used",33.783824,-118.11409,"379-2850 support/edu-cation for Manhattan, Hermosa & Redondo Beaches, Torrance, Palos Verdes, El Segundo","","Long Beach","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0090"
1998,"General Coordinates Used",34.054908,NA,"(213) 650-7772","","Los Angeles","CA","","Publications","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0091"
1998,"General Coordinates Used",34.054908,-118.412621,"(213) 980-7874, call for events","","Los Angeles","CA","","Info Lines & Services","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0092"
1998,"General Coordinates Used",34.052234,-118.243685,"(310) 410-0808 nat'l publications for African-American men","","Los Angeles","CA","","Publications","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0093"
1998,"General Coordinates Used",34.052234,-118.243685,"(213) 913-1300","","Los Angeles","CA","(TA)","Travel Agents","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0094"
1998,"General Coordinates Used",34.052234,-118.243685,"(800) 346-5592 gay realtor at your service, no rentals","","Los Angeles","CA","","Info Lines & Services","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0095"
1998,"General Coordinates Used",34.052234,-118.243685,"(800) 346-5592; gay realtor at your service, no rentals","","Los Angeles","CA","","Info Lines & Services","Listed under ""West L.A. & Santa Monica""",NA,NA,NA,NA,"1998-CA-0096"
1998,"General Coordinates Used",34.052234,-118.243685,"(800) 346-5592 gay realtor at your service, no rentals","","Los Angeles","CA","","Info Lines & Services","Listed under ""L.A.-Valley""",NA,NA,NA,NA,"1998-CA-0097"
1998,"General Coordinates Used",34.052234,-118.243685,"(800) 346-5592; gay realtor at your service, no rentals","","Los Angeles","CA","","Info Lines & Services","Listed under ""L.A.-Silverlake""",NA,NA,NA,NA,"1998-CA-0098"
1998,"General Coordinates Used",34.052234,-118.243685,"(213) 655-5716 free club listings","","Los Angeles","CA","","Publications","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0099"
1998,"General Coordinates Used",34.052234,-118.243685,"(213) 848-2222 free newsmagazine","","Los Angeles","CA","","Publications","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0100"
1998,"General Coordinates Used",34.052234,-118.243685,"(213) 993-7475 7pm-10pm, clsd Sun, referrals & support for those 23 & under","","Los Angeles","CA","","Info Lines & Services","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0101"
1998,"General Coordinates Used",34.052234,-118.243685,"(213) 896-9778 slick nat'l magazine","","Los Angeles","CA","","Publications","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0102"
1998,"General Coordinates Used",34.10174,-118.311788,"KPFK LA 90.7 FM (818) 985-2711 10pm Sun; also This Way Out’ 4:30pm Tue","","Los Angeles","CA","","Entertainment & Recreation","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0103"
1998,"General Coordinates Used",34.10174,-118.311788,"734-7822 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.","","Los Angeles","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0104"
1998,"General Coordinates Used",34.10174,-118.311788,"996-7000 Voice-personals, Meet local men. Free to browse & respond to ads. Use Pub. 555.","","Los Angeles","CA","","Men's Services","Listed under ""L.A.-Valley""",NA,NA,NA,NA,"1998-CA-0105"
1998,"General Coordinates Used",34.052234,-118.243685,"734-4848 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966","","Los Angeles","CA","","Men's Services","Listed under ""L.A.-Valley""",NA,NA,NA,NA,"1998-CA-0106"
1998,"General Coordinates Used",34.052234,-118.243685,"(310) 379-2850 support/education for Manhattan, Hermosa & Redondo Beaches, Torrance,
Palos Verdes, El Segundo","","Los Angeles","CA","","Info Lines & Services","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0107"
1998,"General Coordinates Used",34.052234,-118.243685,"(800) CARITAS (227-4827)/(312) 857-0801 (outside US) see ad in center National section","","Los Angeles","CA","","Accommodations","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0108"
1998,"General Coordinates Used",33.953747,-118.412621,"(213) 962-6994","","Los Angeles","CA","","Publications","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0109"
1998,"General Coordinates Used",33.953747,-118.412621,"(900) 505-6338 talk and/or meet with other men from the area, at only 99c per minute","","Los Angeles","CA","","Men's Services","Listed under ""LA-Overview""",NA,NA,NA,NA,"1998-CA-0110"
1998,"Found",39.146766,-121.588173,"","","Marysville","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0111"
1998,"Found",39.14156,-121.604105,"","","Marysville","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0112"
1998,"Found",39.307532,-123.800041,"(800) 262-7801 9am-6pm, call about rentals","","Mendocino","CA","(GF)","Accommodations","",NA,NA,NA,NA,"1998-CA-0113"
1998,"Found",39.300047,-123.79064,"937-5615/(800) 331-8884 full brkfst, fireplaces","Coast Hwy 1 & Comptche-Ukiah Rd","Mendocino","CA","(GF),(SW),(NS),(WC)","Accommodations","",NA,NA,NA,NA,"1998-CA-0114"
1998,"Found",37.313099,-120.479231,"off 'M' St","","Merced","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0115"
1998,"General Coordinates Used",37.63926,-120.997001,"473-5959 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966","","Modesto","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0116"
1998,"Found",34.033319,-118.059225,"N end","","Montebello","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0117"
1998,"General Coordinates Used",36.600238,-121.894676,"373-3713 (AA#)","","Monterey","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0118"
1998,"Found",38.419849,-122.389017,"944-4444 reservation service","","Napa","CA","(GF)","Accommodations","",NA,NA,NA,NA,"1998-CA-0119"
1998,"Found",37.741364,-122.42236,"Afro-Caribbean religious articles, 285-0612, 11am-7pm","Noe Valley","Noe Valley","CA","","Bookstores & Retail Shops","Listed under ""S.F.-Castro & Noe Valley""",NA,NA,NA,NA,"1998-CA-0120"
1998,"Found",37.7516,-122.431418,"Gift shop, 285-4068, 9am-9pm, til 7pm Sun","Noe Valley","Noe Valley","CA","(WC)","Bookstores & Retail Shops","Listed under ""S.F.-Castro & Noe Valley""",NA,NA,NA,NA,"1998-CA-0121"
1998,"General Coordinates Used",33.19587,-117.379483,"754-5555 Meet local hot guys! Record, listen, respond to free ads. Use free code 9966","","Oceanside","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0122"
1998,"General Coordinates Used",33.830296,-116.545292,"324-4880 (AA#) call for mtg. schedule","","Palm Springs","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0123"
1998,"General Coordinates Used",33.830296,-116.545292,"(800) 346-5592 gay realtor at your service, no rentals","","Palm Springs","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0124"
1998,"General Coordinates Used",33.830296,-116.545292,"329-2421 free lesbigay guide to Palm Springs and desert resorts","","Palm Springs","CA","","Publications","",NA,NA,NA,NA,"1998-CA-0125"
1998,"General Coordinates Used",33.830296,-116.545292,"321-2685","","Palm Springs","CA","","Publications","",NA,NA,NA,NA,"1998-CA-0126"
1998,"General Coordinates Used",33.830296,-116.545292,"(at Desert Palms Inn) 770-8833 6pm-2am, til 6am Th-Sun","","Palm Springs","CA","","Bookstores & Retail Shops","Deserts Palm Inn is located at 67-580 E. Palm Canyon Dr.",NA,NA,NA,NA,"1998-CA-0127"
1998,"General Coordinates Used",33.830296,-116.545292,"322-9200 Meet hot local guys! Record, listen, respond to free ads. Use code 9966","","Palm Springs","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0128"
1998,"General Coordinates Used",33.830296,-116.545292,"323-0552","","Palm Springs","CA","","Publications","",NA,NA,NA,NA,"1998-CA-0129"
1998,"General Coordinates Used",34.147785,-118.144515,"576-0090 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966","","Pasadena","CA","","Men's Services","",NA,NA,NA,NA,"1998-CA-0130"
1998,"General Coordinates Used",37.255164,-122.383015,"879-0698/(800) 642-9438 located on working horse breeding farm","","Pescadero","CA","(MW),(NS)","Accommodations","",NA,NA,NA,NA,"1998-CA-0131"
1998,"Found",38.555323,-120.831689,"245-4841 riverside retreat, campsites, tents & cabins","","Placerville","CA","(M),(SW),(N)","Accommodations","",NA,NA,NA,NA,"1998-CA-0132"
1998,"General Coordinates Used",34.060271,-117.758368,"882-4488 6:30pm-10pm","","Pomona","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0133"
1998,"General Coordinates Used",36.065143,-119.016434,"(800) CARITAS (227-4827) / (312) 857-0801 (OUTSIDE US) see ad in center National section","","Porterville","CA","","Accommodations","",NA,NA,NA,NA,"1998-CA-0134"
1998,"Found",40.174536,-122.229586,"early evenings","","Red Bluff","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0135"
1998,"Found",40.183737,-122.239013,"days","","Red Bluff","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0136"
1998,"Found",40.504246,-122.416688,"5.3 mi. W. of Hwy. 273 nude beach, summers","","Redding","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0137"
1998,"Found",40.595133,-122.400309,"nr. boatramp","","Redding","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0138"
1998,"General Coordinates Used",33.849182,-118.388408,"(310) 379-2850 support/education for Manhattan, Hermosa & Redondo Beaches, Torrance, Palos Verdes, El Segundo","","Redondo Beach","CA","","Info Lines & Services","",NA,NA,NA,NA,"1998-CA-0139"
1998,"Found",38.770026,-120.433332,"off Hwy. 50 trail along river","","Riverton","CA","(AYOR)","Cruisy Areas","",NA,NA,NA,NA,"1998-CA-0140"
1998,"General Coordinates Used",38.501858,-122.99611,"(800) 346-5592 gay realtor at your service, no rentals","","Russian River","CA","","Info Lines & Services","Listed under ""Russian River""",NA,NA,NA,NA,"1998-CA-0141"
1998,"General Coordinates Used",38.501858,-122.99611,"(800) 927- 4667 info & referrals for 6 inns","","Russian River","CA","","Accommodations","Listed under ""Russian River""",NA,NA,NA,NA,"1998-CA-0142"
1998,"Found",39.713787,-120.66633,"632-6108 waterfall, hot tub","","Russian River","CA","(MW),(NS)","Accommodations","Listed under ""Russian River""",NA,NA,NA,NA,"1998-CA-0143"
1998,"General Coordinates Used",38.533234,-123.085285,"869-1146 cottage close to all Russian River resorts & facilities","","Russian River","CA","","Accommodations","Listed under ""Russian River""",NA,NA,NA,NA,"1998-CA-0144"
1998,"General Coordinates Used",38.533234,-123.085285,"523-9925 community, networking group","","Russian River","CA","","Info Lines & Services","Listed under ""Russian River""",NA,NA,NA,NA,"1998-CA-0145"
