"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
"4317","Herby's","(Some W,OC,L)","349 Marconi","Columbus","OH","(D),(E),(PT),(W),(OC),(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","349 Marconi, Columbus, OH",-83.0056491,39.9685421,"349 marconi blvd, columbus, oh 43215, usa","Geocoded"
"4316","Gypsy's","","104 E. Main St.","Columbus","OH","(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","104 E. Main St., Columbus, OH",-82.9964802,39.9565047,"104 e main st, columbus, oh 43215, usa","Geocoded"
"4319","Mel's Place","(Some L)","785 Bank St.","Columbus","OH","(L),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","785 Bank St., Columbus, OH",-83.0002465,39.9456233,"785 bank st, columbus, oh 43206, usa","Geocoded"
"4322","Ruby's Slipper","(WE*)","2894 E. Main St.","Columbus","OH","(S),(WE),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2894 E. Main St., Columbus, OH",-82.921144,39.957071,"2894 e main st, columbus, oh 43209, usa","Geocoded"
"4320","M.C.C.","","66 E. 15h Ave.","Columbus","OH","(MCC)","Religious Institution",NA,1985,"","","12/5/2021 12:17pm","66 E. 15h Ave., Columbus, OH",-83.0064239,40.0004669,"66 e 15th ave, columbus, oh 43201, usa","Geocoded"
"4323","Summit Station","(L only)","2210 Summit St.","Columbus","OH","(YC),(L),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2210 Summit St., Columbus, OH",-83.0002345,40.0085426,"2210 summit st, columbus, oh 43201, usa","Geocoded"
"4321","Naughty but Nice","(Gifts)","211 N. 4th St.","Columbus","OH","","Business",NA,1985,"","","12/5/2021 12:17pm","211 N. 4th St., Columbus, OH",-82.9975898,39.9671591,"211 n 4th st, columbus, oh 43215, usa","Geocoded"
"4325","Trends","(Disco)(Adj. Garage Disco)","40 E. Long St.","Columbus","OH","(YC),(D),(*),(E)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","40 E. Long St., Columbus, OH",-82.9998357,39.9653188,"40 e long st, columbus, oh 43215, usa","Geocoded"
"4326","The Grotto","(Disco)(Cruisy)(Good Sun.)","473 N. High St.","Columbus","OH","(D),(PT),(*)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","473 N. High St., Columbus, OH",-83.002915,39.972,"473 n high st, columbus, oh 43215, usa","Geocoded"
"4327","Village Junction","","780 S. High St.","Columbus","OH","(M),(R),(C),(AH)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","780 S. High St., Columbus, OH",-82.9970647,39.9459864,"780 s high st, columbus, oh 43206, usa","Geocoded"
"4324","Tradewinds II","(Some W,SM)(Open Sun.)(Cruisy)(Adj. Fort Dicks-W-Disco-D)","117 E. Chestnut","Columbus","OH","(*),(W),(SM),(PT)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","117 E. Chestnut, Columbus, OH",-82.9983244,39.9677824,"117 e chestnut st, columbus, oh 43215, usa","Geocoded"
"4329","Zodiac Book Store","(Peeps)(F&S upstairs)","2326 Broad","Columbus","OH","(F&S)","Book Store",NA,1985,"","","1/7/2022 12:10pm","2326 Broad, Columbus, OH",-83.0632508,39.9555701,"2326 w broad st, columbus, oh 43204, usa","Geocoded"
"4330","Zodiac Book Store","(Peeps)(F&S upstairs)","3395 E. Main","Columbus","OH","(F&S)","Book Store",NA,1985,"","","1/7/2022 12:10pm","3395 E. Main, Columbus, OH",-82.907482,39.956083,"3395 e main st, columbus, oh 43213, usa","Geocoded"
"4328","Zodiac Book Store","(Peeps)(F&S upstairs)","3015 Morse Rd.","Columbus","OH","(F&S)","Book Store",NA,1985,"","","1/7/2022 12:10pm","3015 Morse Rd., Columbus, OH",-82.9388749,40.0584076,"3015 morse rd, columbus, oh 43231, usa","Geocoded"
"3569","Appletree Book Store","","24 Warren St.","Concord","NH","(M)","Book Store",NA,1985,"","","12/5/2021 12:17pm","24 Warren St., Concord, NH",-71.5369704,43.2050509,"24 warren st, concord, nh 03301, usa","Geocoded"
"4480","Chip Mahoney's Pub","(North Bend)","2043 Sherman","Coos Bay","OR","(M),(OC),(PT)","Bars/Clubs",NA,1985,"","","1/26/2022 1:42pm","2043 Sherman, Coos Bay, OR",-124.2237648,43.4060328,"2043 sherman ave, north bend, or 97459, usa","Geocoded"
"4479","Captain's Cabin","(Tioga Hotel) (Coos Bay)","257 N. Broadway","Coos Bay","OR","(M),(OC)","Bars/Clubs,Hotel",NA,1985,"","","2/1/2022 1:54pm","257 N. Broadway, Coos Bay, OR",-124.2132728,43.3691684,"257 n broadway, coos bay, or 97420, usa","Geocoded"
"3766","Copa","(Disco)","825 Merrick Rd.","Copaigue","NY","(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","825 Merrick Rd., Copaigue, NY",-73.6116697,40.6509638,"825 merrick rd, baldwin, ny 11510, usa","Geocoded"
"5010","Hidden Door","(Some W, Levi, SM)","1003 Morgan Ave.","Corpus Christi","TX","(W),(SM),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1003 Morgan Ave., Corpus Christi, TX",-97.400831,27.778672,"1003 morgan ave, corpus christi, tx 78404, usa","Geocoded"
"5011","Jolly Jack II","","413 Peoples","Corpus Christi","TX","","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","413 Peoples, Corpus Christi, TX",-97.3944742,27.7966842,"413 peoples st, corpus christi, tx 78401, usa","Geocoded"
"5012","Lafitte's","(Disco)","5880 Everhart","Corpus Christi","TX","(*),(YC),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","5880 Everhart, Corpus Christi, TX",-97.3919589,27.7024314,"5880 everhart rd, corpus christi, tx 78413, usa","Geocoded"
"5013","Other Door","","1911 Staples","Corpus Christi","TX","(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1911 Staples, Corpus Christi, TX",-97.4027199,27.7681165,"1911 s staples st, corpus christi, tx 78404, usa","Geocoded"
"4484","M.C.C.","","1165 N.W. Monroe","Corvallis","OR","(MCC)","Religious Institution",NA,1985,"","","12/5/2021 12:17pm","1165 N.W. Monroe, Corvallis, OR",-123.2696572,44.5669214,"1165 nw monroe ave, corvallis, or 97330, usa","Geocoded"
"4337","Club Twenty One","(Rear)(WE*)","628 Walnut","Coshocton","OH","(M),(YC),(WE),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","628 Walnut, Coshocton, OH",-81.8608955,40.2726008,"628 walnut st, coshocton, oh 43812, usa","Geocoded"
"290","Han's Again","","877 W. 19th","Costa Mesa","CA","(D),(PT),(WE),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","877 W. 19th, Costa Mesa, CA",-117.935353,33.6428689,"877 w 19th st, costa mesa, ca 92627, usa","Geocoded"
"292","Newport Station","(Disco) ('Tops in Orange County')","1945 Placentia","Costa Mesa","CA","(YC),(W),(D),(R),(PT),(E),(*)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","1945 Placentia, Costa Mesa, CA",-117.9332755,33.6439303,"1945 placentia ave, costa mesa, ca 92627, usa","Geocoded"
"2478","Ernie's Book Store","(Cruisy)","2305 W. Broadway","Council Bluffs","IA","(OC)","Book Store,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","2305 W. Broadway, Council Bluffs, IA",-95.8785053,41.2615088,"2305 w broadway, council bluffs, ia 51501, usa","Geocoded"
"2479","Good Times Too","(Adult Books)","117 N. 16th St.","Council Bluffs","IA","","Book Store",NA,1985,"","","12/5/2021 12:17pm","117 N. 16th St., Council Bluffs, IA",-95.8672466,41.263419,"117 n 16th st, council bluffs, ia 51501, usa","Geocoded"
"2481","Off Broadway","(Books, etc.)","3216 1st Ave.","Council Bluffs","IA","(*)","Book Store",NA,1985,"","","1/7/2022 12:04pm","3216 1st Ave., Council Bluffs, IA",-95.896389,41.261065,"3216 1st ave, council bluffs, ia 51501, usa","Geocoded"
"2480","Man's World Spa","(Baths)(Around corner from Good Times Too)","1525 'B' Ave.","Council Bluffs","IA","","Bathhouses",NA,1985,"","","12/5/2021 12:17pm","1525 'B' Ave., Council Bluffs, IA",-95.8608333,41.2619444,"council bluffs, ia, usa","Geocoded"
"2566","Jams","","404 Pike St.","Covington","KY","(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","404 Pike St., Covington, KY",-84.5164591,39.0793854,"404 w pike st, covington, ky 41011, usa","Geocoded"
"2311","Hayloft","","1301 S. Cicero","Crestwood","IL","","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1301 S. Cicero, Crestwood, IL",-87.7444631,41.8639102,"1301 s cicero ave, cicero, il 60804, usa","Geocoded"
"5099","Club Olympico","","210 Ave. Lerdo","Cuidad Juarez, Mexico","TX","(*),(AYOR)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","210 Ave. Lerdo, Cuidad Juarez, Mexico, TX",-106.4815633,31.7376604,"av lerdo 210, centro, 32020 cd juárez, chih., mexico","Geocoded"
"5103","Lourdes","","581 Ave. 16 de Septiembre","Cuidad Juarez, Mexico","TX","(AYOR)","Bathhouses",NA,1985,"","","12/5/2021 12:17pm","581 Ave. 16 de Septiembre, Cuidad Juarez, Mexico, TX",-106.5009258,31.7429831,"c. 16 de septiembre 581, arroyo colorado, 32140 cd juárez, chih., mexico","Geocoded"
"5102","Jordan","","557 Delgallado","Cuidad Juarez, Mexico","TX","(AYOR)","Bathhouses",NA,1985,"","","12/5/2021 12:17pm","557 Delgallado, Cuidad Juarez, Mexico, TX",-106.4869421,31.743121,"santos degollado 557, bellavista, 32130 cd juárez, chih., mexico","Geocoded"
"295","Savoy","","20469 Silverado St.","Cupertino","CA","(L),(D),(OC),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","20469 Silverado St., Cupertino, CA",-122.0316389,37.315537,"20469 silverado ave, cupertino, ca 95014, usa","Geocoded"
"296","Silver Fox","","10095 Saich Way","Cupertino","CA","(OC)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","10095 Saich Way, Cupertino, CA",-122.0376316,37.3241187,"10095 saich way, cupertino, ca 95014, usa","Geocoded"
"5017","Bentley's Bar & R","(Looks promising)","3851 Cedar Springs","Dallas","TX","(R)","Bars/Clubs,Restaurant",NA,1985,"","","12/5/2021 12:17pm","3851 Cedar Springs, Dallas, TX",-96.8103654,32.8100057,"3851 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5020","Commerce St. News","","1513 Commerce St.","Dallas","TX","(M)","Book Store",NA,1985,"","","1/7/2022 12:12pm","1513 Commerce St., Dallas, TX",-96.7983071,32.7805577,"1513 commerce st, dallas, tx 75201, usa","Geocoded"
"5021","Crackers","","2612 McKinney","Dallas","TX","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","2612 McKinney, Dallas, TX",-96.8013561,32.7969043,"2612 mckinney ave, dallas, tx 75204, usa","Geocoded"
"5019","Club Dallas Baths","(One of the 'tops; in CBC chain leather shop)","2616 Swiss Ave.","Dallas","TX","(*)","Bathhouses,Business",NA,1985,"","","12/5/2021 12:17pm","2616 Swiss Ave., Dallas, TX",-96.7880611,32.7867706,"2616 swiss ave, dallas, tx 75204, usa","Geocoded"
"5018","Century Book Store","","3420 Oak Lawn Ave.","Dallas","TX","","Book Store",NA,1985,"","","12/5/2021 12:17pm","3420 Oak Lawn Ave., Dallas, TX",-96.8057926,32.8114055,"3420 oak lawn ave, dallas, tx 75219, usa","Geocoded"
"5022","Crews Inn","(Cruisy)","3220 N. Fitzhugh","Dallas","TX","(*),(D),(PT)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","3220 N. Fitzhugh, Dallas, TX",-96.7931034,32.8173233,"3220 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"5023","Crib","(Some B,L)(Disco)","5404 Lemmon","Dallas","TX","(B),(L),(D),(S)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","5404 Lemmon, Dallas, TX",-96.8228337,32.8273909,"5404 lemmon ave, dallas, tx 75209, usa","Geocoded"
"5024","Crossroads Market","(Art, boutiques, shops, etc.)","3930 Cedar Springs","Dallas","TX","","Business",NA,1985,"","","12/5/2021 12:17pm","3930 Cedar Springs, Dallas, TX",-96.8108079,32.8110311,"3930 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5026","Dallas Gay News","(Publication)","3409 Oaklawn #109","Dallas","TX","","Publications",NA,1985,"","","1/7/2022 12:11pm","3409 Oaklawn #109, Dallas, TX",NA,NA,"NA","Geocoded"
"5025","Crossroads Market","(Art, boutiques, shops, etc.)","1929 Greenville Ave.","Dallas","TX","","Business",NA,1985,"","","12/5/2021 12:17pm","1929 Greenville Ave., Dallas, TX",-96.7704139,32.8143739,"1929 greenville ave, dallas, tx 75206, usa","Geocoded"
"5030","Eurotan","","4012 Cedar Springs","Dallas","TX","","Business",NA,1985,"checked","","12/5/2021 12:17pm","4012 Cedar Springs, Dallas, TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5029","Eighth Day","(Some YC, hustlers)(Go go boys)","2509 N. Fitzhugh","Dallas","TX","(YC)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2509 N. Fitzhugh, Dallas, TX",-96.7836518,32.8124462,"2509 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"5027","Diamond Pegasus","","1724 Mockingbird","Dallas","TX","(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1724 Mockingbird, Dallas, TX",-96.8560078,32.8217218,"1724 w mockingbird ln, dallas, tx 75235, usa","Geocoded"
"5031","Fitness Exchange Gym","","2615 Oaklawn","Dallas","TX","(*)","Gym",NA,1985,"","","1/7/2022 11:53am","2615 Oaklawn, Dallas, TX",-96.8129538,32.8059099,"2615 oak lawn ave, dallas, tx 75219, usa","Geocoded"
"5032","4001 Club","(Preppy)(Disco)(C-AH)","4001 Cedar Springs","Dallas","TX","(*),(C),(AH)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","4001 Cedar Springs, Dallas, TX",-96.8116146,32.810988,"4001 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5033","Fraternity House","(Disco)","3215 N. Fitzhugh","Dallas","TX","(D),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","3215 N. Fitzhugh, Dallas, TX",-96.7934028,32.8165762,"3215 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"5034","Gaspipe","(head shop)","4435 Maple","Dallas","TX","","Business",NA,1985,"","","12/5/2021 12:17pm","4435 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
"5037","Half the Sky","(Books)","2018 Greenville Ave.","Dallas","TX","(L)","Book Store",NA,1985,"","","12/5/2021 12:17pm","2018 Greenville Ave., Dallas, TX",-96.7700233,32.8145314,"2018 greenville ave, dallas, tx 75206, usa","Geocoded"
"5040","Hideout","","6316 Denton Dr.","Dallas","TX","(L),(E),(C&W)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","6316 Denton Dr., Dallas, TX",-96.8390816,32.8287006,"6316 denton dr, dallas, tx 75235, usa","Geocoded"
"5038","Hidden Door","(Fun W, neighborhood cruise bar) (at Mahanna)","5025 Bowser","Dallas","TX","(W),(*)","Bars/Clubs,Cruising Areas",NA,1985,"","","2/1/2022 4:16am","5025 Bowser, Dallas, TX",-96.818838,32.8246508,"5025 bowser ave, dallas, tx 75209, usa","Geocoded"
"5036","Grand Crystal Palace","(May be closing)","2424 Swiss Ave.","Dallas","TX","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","2424 Swiss Ave., Dallas, TX",-96.7902757,32.7847749,"2424 swiss ave, dallas, tx 75204, usa","Geocoded"
"5039","Hideaway","(Back bar disco)","4144 Buena Vista","Dallas","TX","(OC),(E),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","4144 Buena Vista, Dallas, TX",-96.7948927,32.8168739,"4144 buena vista st, dallas, tx 75204, usa","Geocoded"
"5041","High Country","","3121 Inwood","Dallas","TX","(L),(C&W),(D),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","3121 Inwood, Dallas, TX",-96.8306206,32.8263339,"3121 inwood rd, dallas, tx 75235, usa","Geocoded"
"5042","High Voltage","(Clothing)","4008 Cedar Springs","Dallas","TX","","Business",NA,1985,"","","12/5/2021 12:17pm","4008 Cedar Springs, Dallas, TX",-96.8119061,32.8117163,"4008 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5043","J.R.'s","(R-Hamburgers)(Chic Castro-like cruise bar) (at Throckmorton)","3923 Cedar Springs","Dallas","TX","(*),(R),(YC)","Bars/Clubs,Cruising Areas,Restaurant",NA,1985,"","","2/1/2022 4:20am","3923 Cedar Springs, Dallas, TX",-96.8112868,32.8108039,"3923 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5044","Jug's","(Diesels)","2812 W. Henderson","Dallas","TX","(OC),(L),(D),(PT)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2812 W. Henderson, Dallas, TX",-96.7614801,32.8851053,"8335 walnut hl ln #125, dallas, tx 75231, usa","Geocoded"
"5047","M.C.C.","(Dallas)","2701 Reagan","Dallas","TX","(MCC)","Religious Institution",NA,1985,"","","2/1/2022 5:50am","2701 Reagan, Dallas, TX",-96.8137749,32.8078536,"2701 reagan st, dallas, tx 75219, usa","Geocoded"
"5049","Midtowne Spa","(Spa)","2509 Pacific","Dallas","TX","(*)","Bathhouses",NA,1985,"","","12/5/2021 12:17pm","2509 Pacific, Dallas, TX",-96.7892098,32.7851066,"2509 pacific ave, dallas, tx 75226, usa","Geocoded"
"5046","Lobo Book Store","","4008- C Cedar Springs","Dallas","TX","","Book Store",NA,1985,"","","12/5/2021 12:17pm","4008- C Cedar Springs, Dallas, TX",-96.8112096,32.8113913,"parking lot, 4008 cedar springs rd c, dallas, tx 75219, usa","Geocoded"
"5045","Kingswood Apts.","","2727 Kings Road","Dallas","TX","","Business",NA,1985,"checked","","12/5/2021 12:17pm","2727 Kings Road, Dallas, TX",-96.8238369,32.8164622,"2727 kings rd, dallas, tx 75219, usa","Geocoded"
"5052","Oak Lawn Records","","3810 Congress #121","Dallas","TX","","Business",NA,1985,"","","12/5/2021 12:17pm","3810 Congress #121, Dallas, TX",NA,NA,"NA","Geocoded"
"5050","Moon Dreams","","3913 Cedar Springs","Dallas","TX","(L),(E),(PE),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","3913 Cedar Springs, Dallas, TX",-96.8111572,32.8106535,"3913 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5051","No Name Bar","(Some OC)(Cruisy)","2513 N. Fitzhugh","Dallas","TX","(W),(OC)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","2513 N. Fitzhugh, Dallas, TX",-96.7838107,32.8123356,"2513 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"5053","Old Plantation","(Unisex)(Disco)","3911 Cedar Springs","Dallas","TX","(YC),(D),(S),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5055","R.J. Michaels","","3903 Cedar Springs","Dallas","TX","(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","3903 Cedar Springs, Dallas, TX",-96.8109781,32.8104099,"3903 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5054","Patrick's","","3224 N. Ftizhugh","Dallas","TX","(*),(PE),(E)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","3224 N. Ftizhugh, Dallas, TX",-96.7933529,32.8173547,"3224 n fitzhugh ave, dallas, tx 75205, usa","Geocoded"
"5056","Round-Up Saloon","(Disco)(Square D-Lessons)","3914 Cedar Springs","Dallas","TX","(*),(C&W),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","3914 Cedar Springs, Dallas, TX",-96.8103948,32.8105759,"3914 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5057","Snakepit","(Some SM,W)(Sat. nights*)(Disco)(Macho)","3136 Routh St.","Dallas","TX","(P),(SM),(W),(*),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","3136 Routh St., Dallas, TX",-96.806948,32.8011249,"3136 routh st, dallas, tx 75201, usa","Geocoded"
"5059","Studio 4","(Disco)(Weekdays*)(Some L)","6752 Shadybrook Lane","Dallas","TX","(D),(*),(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","6752 Shadybrook Lane, Dallas, TX",-96.762657,32.8679367,"6752 shady brook ln, dallas, tx 75231, usa","Geocoded"
"5061","Tex's Ranch","(C-AH)(WE*)","4117 Maple","Dallas","TX","(W),(D),(C),(AH),(WE),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","4117 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
"5062","Texas Territory","(Go go boys)(Hustlers)","2508 N. Fitzhugh","Dallas","TX","(W),(PT)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2508 N. Fitzhugh, Dallas, TX",-96.7833322,32.8126323,"2508 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"5060","Sundance Kid's","(C-AH-WE)(Cruisy)","4025 Maple","Dallas","TX","(W),(SM),(C),(AH),(WE)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","4025 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
"5058","Steak'n'Eggs","","3849 Cedar Springs","Dallas","TX","(M),(R),(C)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","3849 Cedar Springs, Dallas, TX",-96.8100554,32.8100874,"3849 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5063","Throckmorton Mining Co.","(Cruisy)(Macho)","3014 Throckmorton","Dallas","TX","(*),(PT)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","3014 Throckmorton, Dallas, TX",-96.8114048,32.8106421,"3014 throckmorton st, dallas, tx 75219, usa","Geocoded"
"5064","Unicorn","(Some L)","4125 Lemmon","Dallas","TX","(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","4125 Lemmon, Dallas, TX",-96.8101958,32.8152799,"4125 lemmon ave, dallas, tx 75219, usa","Geocoded"
"5065","Union Jack","(Clothing Store)","3918 Cedar Springs","Dallas","TX","","Business",NA,1985,"","","12/5/2021 12:17pm","3918 Cedar Springs, Dallas, TX",-96.8104768,32.8107667,"3918 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"5066","Wild Crowd","","2515 N. Fitzhugh","Dallas","TX","(D),(C&W)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2515 N. Fitzhugh, Dallas, TX",-96.7838891,32.8124282,"2515 n fitzhugh ave, dallas, tx 75204, usa","Geocoded"
"5067","Wok","(Chinese R)","4006 Cedar Springs","Dallas","TX","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","4006 Cedar Springs, Dallas, TX",-96.811261,32.81124,"4006 cedar springs rd, dallas, tx 75219, usa","Geocoded"
"1577","Second Time Around","","625 E. Dania Beach Blvd.","Dania","FL","(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","625 E. Dania Beach Blvd., Dania, FL",-80.1324178,26.053314,"625 e dania beach blvd, dania beach, fl 33004, usa","Geocoded"
"2482","Centennial Bookstore","(Video & lounge*)","717 W. 3rd St.","Davenport","IA","(*)","Book Store",NA,1985,"","","1/7/2022 11:58am","717 W. 3rd St., Davenport, IA",-90.58383,41.5221795,"717 w 3rd st, davenport, ia 52802, usa","Geocoded"
"2483","Club 506","(Disco)","506 Brady St.","Davenport","IA","(YC),(D),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","506 Brady St., Davenport, IA",-90.5742645,41.5248897,"506 brady st, davenport, ia 52803, usa","Geocoded"
"2484","M.C.C.","","1618 W. 3rd St.","Davenport","IA","(MCC)","Religious Institution",NA,1985,"","","12/5/2021 12:17pm","1618 W. 3rd St., Davenport, IA",-90.599699,41.52265,"1618 w 3rd st, davenport, ia 52802, usa","Geocoded"
"4343","Changes","(Some L)(Disco)(Looks promising)","35 W. 5th St.","Dayton","OH","(D),(PT),(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","35 W. 5th St., Dayton, OH",-84.1918894,39.7569894,"35 w 5th st, dayton, oh 45402, usa","Geocoded"
"4344","Club Daytona Baths","","6895 N. Dixie Dr.","Dayton","OH","","Bathhouses",NA,1985,"","","12/5/2021 12:17pm","6895 N. Dixie Dr., Dayton, OH",-84.1989242,39.8313702,"6895 n dixie dr, dayton, oh 45414, usa","Geocoded"
"4345","Dayton Lesbian & Gay Ctr.","","655 Salem Ave.","Dayton","OH","","Community Center/Support Groups",NA,1985,"","","1/7/2022 12:13pm","655 Salem Ave., Dayton, OH",-84.211812,39.769983,"655 salem ave, dayton, oh 45406, usa","Geocoded"
"4348","Martinique","(Some L)","148 Salem Ave.","Dayton","OH","(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","148 Salem Ave., Dayton, OH",-84.2066817,39.7634658,"148 salem ave, dayton, oh 45406, usa","Geocoded"
"4346","Denny's","","1136 S. Main","Dayton","OH","(M),(R),(C),(AH)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","1136 S. Main, Dayton, OH",-84.1866692,39.7419919,"1136 s main st, dayton, oh 45409, usa","Geocoded"
"4352","Studio I","(Disco)(Some L,B)(Cl. Mon)(WE*)","810 N. Main","Dayton","OH","(D),(L),(B),(WE),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","810 N. Main, Dayton, OH",-84.195831,39.7714899,"810 n main st, dayton, oh 45405, usa","Geocoded"
"4351","Stage Door","(Cruisy)","44 N. Jefferson","Dayton","OH","(D),(*)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","44 N. Jefferson, Dayton, OH",-84.190007,39.760934,"44 n jefferson st, dayton, oh 45402, usa","Geocoded"
"4350","Rustic Cabin Inn","","2320 Wilmington Pike","Dayton","OH","","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2320 Wilmington Pike, Dayton, OH",-84.1438922,39.713633,"2320 wilmington pike, kettering, oh 45420, usa","Geocoded"
"1578","Beach Side","(Cruisy)","415 Main St.","Daytona Beach","FL","(PT),(*)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","415 Main St., Daytona Beach, FL",-81.0116692,29.2257147,"415 main st bridge, daytona beach, fl 32118, usa","Geocoded"
"1580","Landmark","(Some W,SM) & adj. Barn Door (H upstairs)","615 Main St.","Daytona Beach","FL","(W),(SM),(S),(H),(*)","Bars/Clubs,Hotel",NA,1985,"","","12/5/2021 12:17pm","615 Main St., Daytona Beach, FL",-81.010844,29.226283,"615 main st bridge, daytona beach, fl 32118, usa","Geocoded"
"1583","Zodiac Lounge","(Disco)(Some L) (S. Daytona Beach)","1645 S. Ridgewood","Daytona Beach","FL","(*),(YC),(D),(L),(S)","Bars/Clubs",NA,1985,"","","1/26/2022 2:25pm","1645 S. Ridgewood, Daytona Beach, FL",-81.0075702,29.1821415,"1645 s ridgewood ave, south daytona, fl 32119, usa","Geocoded"
