"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","unclear_address","ID"
"Sparky's Waterfront Saloon","(Very M) (Mostly sailors) On Waterfront betw. Creques Alleys 1 & 2","","Charlotte Amalie, St. Thomas","VI","(M)","Bars/Clubs",1979,"",", ",-64.939312,18.338567,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1979-VI-0104"
"Sparky's Waterfront Saloon","(mostly sailors) On Waterfront betw. Creques Alleys No.'s 1 & 2","","Charlotte Amalie, St. Thomas","VI","(M)","Bars/Clubs",1977,"",", ",-64.939312,18.338567,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-VI-0105"
"Stone Ballon","","1 Queens Cross","Christiansted, St. Croix","VI","(M),(*)","Bars/Clubs",1978,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1978-VI-0106"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(*)","Bars/Clubs",1973,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1973-VI-0107"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(*)","Bars/Clubs",1972,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1972-VI-0108"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(M),(*)","Bars/Clubs",1980,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1980-VI-0109"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(M),(*)","Bars/Clubs",1977,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1977-VI-0110"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(M),(*)","Bars/Clubs",1975,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1975-VI-0111"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(M),(*)","Bars/Clubs",1976,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1976-VI-0112"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(M),(*)","Bars/Clubs",1979,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1979-VI-0113"
"Stone Balloon","","1 Queens Cross","Christiansted, St. Croix","VI","(M),(*)","Bars/Clubs",1974,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1974-VI-0114"
"Stone Baloon","","1 Queens Cross","Christiansted, St. Croix","VI","(*)","Bars/Clubs",1971,"","1 Queens Cross, ",-64.701338,17.742735,"unclear_coded_by_hand","Verified Location",NA,"1971-VI-0115"
"Thatch Farm","Box 548 St. Thomas, V.I. 00801","","Charlotte Amalie, St. Thomas","VI","(H),(R)","Hotels,Restaurant",1975,"",", ",-64.930701,18.3419,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1975-VI-0116"
"Veterans Drive","","","Charlotte Amalie, St. Thomas","VI","Cruisy Area","Cruisy Areas",1977,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Verified Location",NA,"1977-VI-0117"
"Veterans Drive","","","Charlotte Amalie, St. Thomas","VI","Cruisy Area","Cruisy Areas",1978,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Verified Location",NA,"1978-VI-0118"
"Veterans Drive","","","Charlotte Amalie, St. Thomas","VI","Cruisy Area","Cruisy Areas",1976,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Verified Location",NA,"1976-VI-0119"
"Veterans Drive","","","Charlotte Amalie, St. Thomas","VI","Cruisy Area","Cruisy Areas",1979,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Verified Location",NA,"1979-VI-0120"
"Veterans Drive","","","Charlotte Amalie, St. Thomas","VI","Cruisy Area","Cruisy Areas",1975,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Verified Location",NA,"1975-VI-0121"
"Veterans Drive","(AYOR at night)","","Charlotte Amalie, St. Thomas","VI","Cruisy Area","Cruisy Areas",1980,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Verified Location",NA,"1980-VI-0122"
"Villa Fairview Guest House","P.O. Box 2205 St. Thomas, V.I. 00801. Tel: (809) 774-2661","","Charlotte Amalie, St. Thomas","VI","(H)","Hotels",1979,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1979-VI-0123"
"Villa Fairview Guest House","P.O. Box 2205 St. Thomas, V.I. 00801. Tel: 809-774-2661","","Charlotte Amalie, St. Thomas","VI","(H)","Hotels",1978,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1978-VI-0124"
"Walter's Living Room","(Mostly natives) Creques Alley No. 3, betw. Waterfront & Main St. (Dronningsgens Gade)","","Charlotte Amalie, St. Thomas","VI","(M),(RT)","Bars/Clubs",1978,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1978-VI-0125"
"Walter's Living Room","(mostly natives) next to Jerry's Place on Creques Alley No. 3 bewt. Waterfront & Main St. (Dronningsgens Gade)","","Charlotte Amalie, St. Thomas","VI","(M),(RT)","Bars/Clubs",1976,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1976-VI-0126"
"Walter's Living Room","(Mostly natives) Creques Alley No. 3 betw. Waterfront & Main St. (Dronningsgens Gade)","","Charlotte Amalie, St. Thomas","VI","(M),(RT)","Bars/Clubs",1980,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1980-VI-0127"
"Walter's Living Room","(Mostly natives) Creques Alley No. 3, Betw. Waterfront & Main St. (Dronningsgens Gade)","","Charlotte Amalie, St. Thomas","VI","(M),(RT)","Bars/Clubs",1979,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1979-VI-0128"
"Walter's Living Room","(mostly natives) next to 'Jerry's Place' on Creques Alley No. 3 betw. Waterfront & Main Street (Dronningsgens Gade)","","Charlotte Amalie, St. Thomas","VI","(M),(RT)","Bars/Clubs",1977,"",", ",-64.93534,18.339578,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1977-VI-0129"
