ID2,title,streetaddress,description,city,state,amenityfeatures,Year,type,unclear_address,unclear type or question,notes,Last Modified
1595,Newnan's Lake,,,Gainesville,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1603,Young Circle,,,Hollywood,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1608,Club M Cafe,,"(at Club M Club bar) 398-4375 3pm-2am Mon-Thurs, til 4am Fri & Sat 5pm-2am Sun",Jacksonville,FL,(MW),1990,Restaurants & Cafes,checked,,(904),4/24/2023 12:37pm
1609,Third Dimension,,(at Third Dimension bar) 353-6316 11am-2am,Jacksonville,FL,(E),1990,Restaurants & Cafes,checked,,(904),4/24/2023 12:37pm
1611,Sea Kindly Sailing Charters,999 First Coast Hwy Box 10 Fernandina Beach,277-3826/387-8360,Jacksonville,FL,,1990,Travel/Tour Operators,checked,,(904),4/24/2023 12:37pm
1613,Boone Park,,,Jacksonville,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1614,Friendship Park,,,Jacksonville,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1615,Hemming Park,,,Jacksonville,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1617,5th Ave. Beach and S. to Boardwalk,,,Jacksonville Beach,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1618,Key West Business Guild,"PO Box 1208, 33041",,Key West,FL,(IGTA),1990,Info Lines & Services,checked,,(305),4/24/2023 12:37pm
1619,Open Quest Institute ,,(800)992-9239 24 hour Crisis Hotline,Key West,FL,,1990,Info Lines & Services,checked,,(305),4/24/2023 12:37pm
1656,Boca Chica,,"Boca Chic Key, Stock Island 296-2082 open 24 hrs, dancing from 11pm-7am",Key West,FL,"(*),(MX),(MW),(D),(B),(AH)",1990,Bars,checked,,(305),4/24/2023 12:37pm
1665,Cafe Exile ,,(at Backstreet bar location) 296-0991 live jazz cocktails open 8am-5am,Key West,FL,(MW),1990,Restaurants & Cafes,checked,,(305),4/24/2023 12:37pm
1667,Court Cafe & Bar,,(at Lighthouse Court Guest House location) 294-9588 ,Key West,FL,"(MX),(MW)",1990,Restaurants & Cafes,checked,,(305),4/24/2023 12:37pm
1680,Escape Cruises,,Garrison Bright Marina 296-4608,Key West,FL,(IGTA),1990,Travel/Tour Operators,checked,,(305),4/24/2023 12:37pm
1684,Southern Exposure,"PO Box 1554, 33040 294-6412",,Key West,FL,,1990,Publications,checked,,(305),4/24/2023 12:37pm
1688,Beach on US 1- mile marker 17,,,Key West,FL,"(BA),Cruisy Area",1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1689,Duval St. (Queens for days),,,Key West,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1690,Fleming St.,,(Queens for nights),Key West,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1691,Ft. Zachary Taylor Beach,,,Key West,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1696,'Rest Area' nr. I-10 and US 231 interchange,,,Marianna,FL,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:37pm
1699,Ballard Park,,,Melbourne,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(407),4/24/2023 12:37pm
1700,Canova Beach,,(Nights),Melbourne,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(407),4/24/2023 12:37pm
1701,Melbourne Harbor Marina,,,Melbourne,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(407),4/24/2023 12:37pm
1703,B.W.M.T.,,822-9850 call hotline for info,Miami,FL,,1990,Info Lines & Services,checked,,(305),4/24/2023 12:37pm
1704,Gay Hotline & Community Center,,759-3661 7pm-9pm Mon-Thurs info & referrals,Miami,FL,,1990,Info Lines & Services,checked,,(305),4/24/2023 12:37pm
1705,Open Quest Institute,,(800) 992-9239 24 hour Crisis Hotline,Miami,FL,,1990,Info Lines & Services,checked,,(305),4/24/2023 12:37pm
1707,Club Body Center,,(at Club Body Center health club) 448-2214 24hrs daily,Miami,FL,"(*),(PC),(SW)",1990,Accommodations,checked,,(305),4/24/2023 12:37pm
1717,Gallion,,(at On the Waterfront bar) 635-5500 Latin salsa bar,Miami,FL,"(MW),(D)",1990,Bars,checked,,(305),4/24/2023 12:37pm
1729,Head's & Trail's Restaurant ,,(at Club Body Center health club) 442-2582 24hrs,Miami,FL,,1990,Restaurants & Cafes,checked,,(305),4/24/2023 12:37pm
1745,Pleasure Chest,,"(at Club Body Center) 448-2214 leather, erotica",Miami,FL,,1990,Erotica/Adult Groups,checked,,(305),4/24/2023 12:37pm
1750,'The Block' nr Cactus Lounge off Biscayne Blvd.,,(Hustlers),Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1751,21st St. Beach,,,Miami,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1752,Bearcut Beach,,,Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1753,Biscayne Blvd.-'Hitch Hikers',,,Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1754,Matheson Hammock Beach,,on Old Cutler Rd.,Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1755,Miami Dade College,,Music Bldg.,Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1756,Miami Dade College,,Library,Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1757,Sewell Park-Bushes,,,Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1758,Woods opp. Fairchild Gardens,,,Miami,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1760,Lowdermilk Park,,,Naples,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1761,Canaveral National Seashore enter via et. A1A S. walk 1 mi. S,,,New Smyrna Beach,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,,4/24/2023 12:37pm
1764,Halouver Park,,,North Miami Beach,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1765,Gay Community Services,,843-4297 helpline 24 hrs counselors available 8pm-11pm,Orlando,FL,,1990,Info Lines & Services,checked,,(407),4/24/2023 12:37pm
1767,Open Quest Institute,,(800)992-9239 24 hour Crisis Hotline,Orlando,FL,,1990,Info Lines & Services,checked,,(407),4/24/2023 12:37pm
1771,Club M,,(in the Cell Block complex),Orlando,FL,"(D),(MW)",1990,Bars,checked,,(407),4/24/2023 12:37pm
1774,Loading Dock,,(at the Cell Block complex) 420-9778 open 7 days dancers,Orlando,FL,"(*),(LV)",1990,Bars,checked,,(407),4/24/2023 12:37pm
1775,Out-Back,,(at the Cell Block complex),Orlando,FL,"(L),(LV)",1990,Bars,checked,,(407),4/24/2023 12:37pm
1776,Palace Club,," (at the Cell Block complex) 420-9015 open Fri, Sat only 11pm-closing",Orlando,FL,"(MW),(D),(AH)",1990,Bars,checked,,(407),4/24/2023 12:37pm
1777,Power House Disco,,(at Parliament House) 425-7571 8pm-2am,Orlando,FL,"(*),(D),(E),(F),(YC),(S)",1990,Bars,checked,,(407),4/24/2023 12:37pm
1780,Stable ,,(at Parliament House) 425-7571 7pm-2am,Orlando,FL,,1990,Bars,checked,,(407),4/24/2023 12:37pm
1782,Garden Cafe,,(at Parliament House Hotel) 425-7571 open 24 hrs,Orlando,FL,,1990,Restaurants & Cafes,checked,,(407),4/24/2023 12:37pm
1783,New Image Fitness Center,,"(at Cell Block complex) 420-9890 24 hrs, jacuzzi steam, sauna weights",Orlando,FL,(PC),1990,Gyms/Health Clubs,checked,,(407),4/24/2023 12:37pm
1784,Video Express,,(at Cell Block Complex) 420-9778,Orlando,FL,,1990,Book Stores/Retail Shops,checked,,(407),4/24/2023 12:37pm
1789,Midnight News,,"(at Parliament House) 425-7571 adult novelties, etc. 9pm-2am",Orlando,FL,,1990,Erotica/Adult Groups,checked,,(407),4/24/2023 12:37pm
1790,Colonial Plaza Shopping Mall,,,Orlando,FL,Cruisy Area,1990,Cruising Areas,checked,,(407),4/24/2023 12:37pm
1791,Fashion Square Shopping Mall,,,Orlando,FL,Cruisy Area,1990,Cruising Areas,checked,,(407),4/24/2023 12:37pm
1796,McKenzie Park,,,Panama City,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1797,New Municipal Pier,,,Panama City,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1798,Phillip's Inlet County Beach- 1/2 mi. W. of Ramsgate Harbor Condos,,,Panama City,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1799,Roadside Park nr. Tyndall A.F.B.,,,Panama City,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1800,AA Gay/Lesbian ,,(at MCC Location) 433-8528 (MCC#) 7:30pm Tues & Sat,Pensacola,FL,,1990,Info Lines & Services,checked,,(904),4/24/2023 12:37pm
1806,"Beach on Santa Rosa Island-Ft. Picken's ""BA' Beach ",,,Pensacola,FL,"Cruisy Area,(BA)",1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1807,Gay Dunes Beach-Dunes & Trails 7 mi. W. of Navarre Beach,,,Pensacola,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1808,Old Chimney nr. bluff on scenic hwy,,,Pensacola,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1809,Penscola Beach,,,Pensacola,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1811,Pompano Beach Mall,,,Pompano Beach,FL,Cruisy Area,1990,Cruising Areas,checked,,(305),4/24/2023 12:37pm
1818,Gulfstream Ave. Parking lot - Ringling Blvd. & Gulf Stream,,,Sarasota,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1819,North Lido Beach Woods,,,Sarasota,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1820,Palm Ave.,,(Hustlers),Sarasota,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1823,Gay Information Line ,,586-4287 info & referrals 6pm-11pm,St. Petersburg,FL,,1990,Info Lines & Services,checked,,(813),4/24/2023 12:37pm
1828,Suncoast Rawhide Club,"PO Box 2100, 33731 social nudist open to all write for info",,St. Petersburg,FL,,1990,Bars,checked,,(813),4/24/2023 12:37pm
1831,Bayshore Dr. from 2nd to Vinay Park,,,St. Petersburg,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1832,Maximo Park,,,St. Petersburg,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1833,Pass-a-Grille Beach- below 8th St.,,,St. Petersburg,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1834,SKyway Bridge Park,,,St. Petersburg,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:37pm
1841,MCC ,,877-5294 call for worship times & location,Tallahassee,FL,(MCC),1990,Religious Organizations,checked,,(904),4/24/2023 12:37pm
1842,'Rest Area' US 319 N.,,,Tallahassee,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1843,Florida St. U. -Library,,,Tallahassee,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1844,Last Lake - SW on Rt 373,,,Tallahassee,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1845,Park by PO-opp Club Park Ave.,,,Tallahassee,FL,Cruisy Area,1990,Cruising Areas,checked,,(904),4/24/2023 12:37pm
1846,AA Gay/Lesbian ,,229-8839 call hotline for times & locations,Tampa,FL,,1990,Info Lines & Services,checked,,(813),4/24/2023 12:37pm
1847,Gay Hotline ,,229-8839 7pm-11pm daily,Tampa,FL,,1990,Info Lines & Services,checked,,(813),4/24/2023 12:37pm
1848,Open Quest Institute,,800-992-9239 24 hour Crisis Hotline,Tampa,FL,,1990,Info Lines & Services,checked,,,4/24/2023 12:37pm
1862,Eagle Leathers,,(At Club 2606 bar location) 875-6993 leather goods,Tampa,FL,,1990,Book Stores/Retail Shops,checked,,(813),4/24/2023 12:38pm
1864,Dignity ,"PO Box 3306, 33601",229-8839 call hotline for info,Tampa,FL,,1990,Religious Organizations,checked,,(813),4/24/2023 12:38pm
1866,Ballast Point,,,Tampa,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:38pm
1867,Ben T. Davis Beach-Campbell Causeway,,,Tampa,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(813),4/24/2023 12:38pm
1868,Horizon Park,,,Tampa,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:38pm
1869,"Lowry Park, nr. river",,,Tampa,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:38pm
1870,W. Kennedy Ave. 1700-2100,,,Tampa,FL,Cruisy Area,1990,Cruising Areas,checked,,(813),4/24/2023 12:38pm
1871,Playalinda Beach,,,Titusville,FL,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
1872,Casperson Beach-walk 1/2 mi. S.,,,Venice,FL,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
1873,Palm West B&B,"PO Box 2612, 33402",863-5633 ,West Palm Beach,FL,"(MX),(MW)",1990,Accommodations,checked,,(407),4/24/2023 12:38pm
1882,Curry Park,,,West Palm Beach,FL,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(407),4/24/2023 12:38pm
1883,Dixie Hwy. from Belvedere Blvd. to Forrest Hill,,,West Palm Beach,FL,Cruisy Area,1990,Cruising Areas,checked,,(407),4/24/2023 12:38pm
1884,MacArthur Park Beach,,,West Palm Beach,FL,Cruisy Area,1990,Cruising Areas,checked,,(407),4/24/2023 12:38pm
1885,Seawall ,,(Summers),West Palm Beach,FL,Cruisy Area,1990,Cruising Areas,checked,,(407),4/24/2023 12:38pm
1887,Cady Way - St. bordering Ward Memorial Park,,,Winter Park,FL,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
1888,The Switchboard,,435-9478 (The Place Bar#),Albany,GA,,1990,Info Lines & Services,checked,,(912),4/24/2023 12:38pm
1889,The Place,116 S. Harding ,435-9478 5pm-4am Mon-Sat clsd Sun,Albany,GA,"(MW),(D),(NH)",1990,Bars,checked,,(912),4/24/2023 12:38pm
1891,AA Gay/Lesbian ,,892-0661 call helpline for times & locations,Atlanta,GA,,1990,Info Lines & Services,checked,,(404),4/24/2023 12:38pm
1893,Gay Helpline,,(at the Community Center) 892-0661 6pm-11pm info & counseling,Atlanta,GA,,1990,Info Lines & Services,checked,,(404),4/24/2023 12:38pm
1894,Gay Radio,,WFRG 89.3 FM 8pm Sun,Atlanta,GA,,1990,Info Lines & Services,checked,,,4/24/2023 12:38pm
1895,Open Quest Institute ,,(800)992-9239 24 hour Crisis Hotline,Atlanta,GA,,1990,Info Lines & Services,checked,,(404),4/24/2023 12:38pm
1917,Crazy Ray's,,(at Crazy Ray's bar location) 873-4655 11:30am-midnight,Atlanta,GA,(MW),1990,Restaurants & Cafes,checked,,(404),4/24/2023 12:38pm
1922,Hotlanta River Expo,"PO Box 8528, 30306 874-3976 annual men's raft race & pageant",,Atlanta,GA,,1990,Travel/Tour Operators,checked,,(404),4/24/2023 12:38pm
1932,ETC. Magazine ,"PO Box 8916, 30306",525-3821/525-3823,Atlanta,GA,,1990,Publications,checked,,(404),4/24/2023 12:38pm
1933,The News,,(at Atlanta Gay Center) 876-5372,Atlanta,GA,,1990,Publications,checked,,(404),4/24/2023 12:38pm
1934,Southern Voice,"PO Box 18215, Atlanta 30316 827-9678",,Atlanta,GA,,1990,Publications,checked,,(404),4/24/2023 12:38pm
1940,O.K Disco,,clsd Sun,Columbus,GA,"(MW),(D),(B)",1990,Bars,checked,,(404) Casita Rd & Benning Rd,4/24/2023 12:38pm
1944,Video Fantasies,,327-7987,Columbus,GA,,1990,Erotica/Adult Groups,checked,,(404) 14th St & 4th Ave,4/24/2023 12:38pm
1946,Any Length AA,,call 1st City Network for info,Savannah,GA,,1990,Info Lines & Services,checked,,(912),4/24/2023 12:38pm
1953,RBR Farms ,"PO Box 930, 96704 ",328-9212 B&B,"Captain Cook, Hawaii",HI,"(*),(IGTA)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1954,Kai Koo Mall,,,"Hilo, Hawaii",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1955,U. of H.-Hlo Art Bldg,,,"Hilo, Hawaii",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1956,'BA' beach 5 mi. S. of airport,,,"Kailua-Kona, Hawaii",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1957,Kahaluu Beach Park,,,"Kailua-Kona, Hawaii",HI,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1958,Kalani Honua Resort,"PO Box 4500, 96778 ",965-7828/800-367-8047 ext 669 year-round conference ctr & retreat hot tub sauna,"Kalapana Beach, Hawaii",HI,"(MW),(IGTA),(SW)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1960,Mountain View Anthuriums ,"PO Box 367, 96771 ",968-6122 guesthouse on a working anthurium farm,"Mountain View, Hawaii",HI,,1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1961,Huliaule'a ,"PO Box 1030, 96778",965-9175,"Pahoa, Hawaii",HI,"(MX),(MW),(IGTA)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1962,Anahola Beach Club,"PO Box 562, 96703",822-6966,"Anahola, Kauai",HI,"(MW),(IGTA)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1963,Mahina Kai Bed & Breakfast,"PO Box 699, 96703 ",822-9451 Japanese-style B&B continental breakfast,"Anahola, Kauai",HI,"(*),(IGTA)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1964,Donkey Beach ('BA') Rt. 56 at dirt Rd. S. of 12 mi marker,,,"Anahola, Kauai",HI,"Cruisy Area,(BA)",1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1965,Lydgate Park-off Rt. 56,,,"Anahola, Kauai",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1966,Black Bamboo Guest House,"PO Box 1202, 96751 ",332-7518 private baths,"Kalaheo, Kauai",HI,"(MX),(MW)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1967,Hana Plantation Houses,"PO Box 489,  Hana, 96713 ",248-7248 beautiful compound with rental houses (greetings to Rich!),"Hana, Maui",HI,"(MX),(MW),(IGTA)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1968,Ko'a Kai Condominium Rentals ,Box 1969,879-6058 gay friendly,"Kihei, Maui",HI,"(MX),(MW),(SW)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1969,Camp Kula ,,(800) 367-7546 B&B 1010% discount for weekly stays,"Kula, Maui",HI,"(MW),(B&B)",1990,Accommodations,checked,,(808),4/24/2023 12:38pm
1970,Gay Info Line,,572-1884,"Lahina, Maui",HI,,1990,Info Lines & Services,checked,,(808),4/24/2023 12:38pm
1972,Front St. along Beach Walk,,,"Lahina, Maui",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1973,Maui Network ,"PO Box 1077, 96768",572-9555/(800)367-5221 condo reservation service,"Makawao, Maui",HI,,1990,Travel/Tour Operators,checked,,(808),4/24/2023 12:38pm
1974,Makena 'BA' beach,,,"Makena, Maui",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
1976,AA Gay/Lesbian ,,St. Andrew's Cathedral (Davies Hall) 946-1438 (AA#) 8pm Mon,"Honolulu, Oahu",HI,,1990,Info Lines & Services,checked,,(808),4/24/2023 12:38pm
1978,Gay Info Line,,926-1000 24 hour recorded info,"Honolulu, Oahu",HI,,1990,Info Lines & Services,checked,,(808),4/24/2023 12:38pm
1979,Open Quest Institute,,(800)992-9239 24 hours Crisis Hotline,"Honolulu, Oahu",HI,,1990,Info Lines & Services,checked,,(808),4/24/2023 12:38pm
1991,Hamburger Mary's,,(in Waikiki) see Dirty Mary's bar location 922-6722 cocktails,"Honolulu, Oahu",HI,"(*),(MW),(MX)",1990,Restaurants & Cafes,checked,,(808),4/24/2023 12:38pm
1997,Pacific Ocean Holidays,,923-2400,"Honolulu, Oahu",HI,(IGTA),1990,Travel/Tour Operators,checked,,(808),4/24/2023 12:38pm
2002,Alamoana Beach Park,,-nr. Waikiki Yacht Club,"Honolulu, Oahu",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2003,Aloha Tower parking lot,,,"Honolulu, Oahu",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2004,Diamond Head - bushes above hwy,,,"Honolulu, Oahu",HI,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2005,Diamond Head-bushes below lighthouse,,,"Honolulu, Oahu",HI,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2006,Kapiolani Park,,-nr. tennis courts ,"Honolulu, Oahu",HI,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2007,Queens Surf Beach-Kapiolani Park,,,"Honolulu, Oahu",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2008,Royal Hawaiian Hotel beach,,,"Honolulu, Oahu",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2009,U. of H. -George Hall,,,"Honolulu, Oahu",HI,Cruisy Area,1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2010,Kailua Beach Park,,,"Kailua, Oahu",HI,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(808),4/24/2023 12:38pm
2011,AA Gay/ Lesbian ,,(at Community Center) meets 7pm Sun & THurs,Boise,ID,,1990,Info Lines & Services,checked,,(208),4/24/2023 12:38pm
2016,The Paper,"PO Box 323, 83701",383-3551,Boise,ID,,1990,Publications,checked,,(208),4/24/2023 12:38pm
2018,Ann Morrison Park,,-nr. archery range,Boise,ID,Cruisy Area,1990,Cruising Areas,checked,,(208),4/24/2023 12:38pm
2019,Front St.,,-nr. bars,Boise,ID,Cruisy Area,1990,Cruising Areas,checked,,(208),4/24/2023 12:38pm
2022,"Riverside Dr. & 'The Loop' (opp, hosital)",,,Idaho Falls,ID,Cruisy Area,1990,Cruising Areas,checked,,(208),4/24/2023 12:38pm
2023,Snake River Falls,,,Idaho Falls,ID,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,(208),4/24/2023 12:38pm
2024,Hot Pools ,,(mixed crowd),Lava Hot Springs,ID,Cruisy Area,1990,Cruising Areas,checked,,(208),4/24/2023 12:38pm
2027,Pocatello Mall,,,Pocatello,ID,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2028,Ross Park,,,Pocatello,ID,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2029,Westwood Mall,,,Pocatello,ID,"Cruisy Area,(AYOR)",1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2030,Cedar St. Bridge,,,Sand Point,ID,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2031,Rockcreek Park,,(Daytime),Twin Falls,ID,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2033,'Rest Stop' I-57 N. of town,,,Benton,IL,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2035,Eastland Mall,,,Bloomington,IL,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2036,Jefferson St.- by Courthouse Square,,(nights),Bloomington,IL,Cruisy Area,1990,Cruising Areas,checked,,,4/24/2023 12:38pm
2042,River Oaks Shopping Center,,,Calumet City,IL,Cruisy Area,1990,Cruising Areas,checked,,(312),4/24/2023 12:38pm
2043,Shabonna Woods & Sandridge Forest Preserves,,,Calumet City,IL,Cruisy Area,1990,Cruising Areas,checked,,(312),4/24/2023 12:38pm
2044,Pride Line,,"453-5151 info & referrals, 7pm-10pm Sun Thurs or tape",Carbondale,IL,,1990,Info Lines & Services,checked,,(618),4/24/2023 12:38pm
2047,MCC of Southern Illinois,,529-5007 re-organizing spring '89 call for current details ,Carbondale,IL,(MCC),1990,Religious Organizations,checked,,(618),4/24/2023 12:38pm
2048,Carb Orchard Lake,,,Carbondale,IL,Cruisy Area,1990,Cruising Areas,checked,,(618),4/24/2023 12:38pm
2049,State U. Library,,,Carbondale,IL,Cruisy Area,1990,Cruising Areas,checked,,(618),4/24/2023 12:38pm
2050,Gay/Lesbian Switchboard,,384-8040 7pm-10pm Mon-Fri,Champaign,IL,,1990,Info Lines & Services,checked,,(217),4/24/2023 12:38pm
2051,Gays & Lesbians of Illinois,,333-1187 Univ of Il Urbana/Champaign student group,Champaign,IL,,1990,Info Lines & Services,checked,,(217),4/24/2023 12:38pm
2059,Gay/Lesbian Event Line,,975-1212,Chicago,IL,,1990,Info Lines & Services,checked,,(312),4/24/2023 12:38pm
2060,Gay/Lesbian Parent Group,,(at Horizon's Community Center) 472-6469 meets 7:30pm-10pm Tues,Chicago,IL,,1990,Info Lines & Services,checked,,(312),4/24/2023 12:38pm
2063,Latina Lesbianas y Gays Uidos,,(at Horizons Community Center) 871-3300 (Center #) 7pm Mon,Chicago,IL,,1990,Info Lines & Services,checked,,,4/24/2023 12:38pm
2064,Open Quest Institute,,(800)992-9239 24 hour Crisis Hotline,Chicago,IL,,1990,Info Lines & Services,checked,,,4/24/2023 12:38pm
2065,Trikon-Gay/Lesbian Southeast Asian Org,"PO Box 268463, 60626",973-5747 meets 1st Fri month call for location,Chicago,IL,,1990,Info Lines & Services,checked,,(312),4/24/2023 12:38pm
2068,Evangelicals Concerned ,,"(Euclid Ave Methodist Church, Oak Park) 896-3018 7pm 1st & 3rd Fri",Chicago,IL,,1990,Religious Organizations,checked,,(312),4/24/2023 12:38pm
2069,Metropolitan Community Church (MCC),,see New Town & Near North area list,Chicago,IL,(MCC),1990,Religious Organizations,checked,,(312),4/24/2023 12:38pm
2070,Newton Christian Science Church,"PO Box 2547, 60690 ",281-1180 call for info,Chicago,IL,,1990,Religious Organizations,checked,,(312),4/24/2023 12:38pm
2071,Presbyterians for Gay/Lesbian Concerns,,(PLGC) ,Chicago,IL,,1990,Religious Organizations,checked,,(312),4/24/2023 12:38pm
2075,Open Quest Institute,,(800)992-9239 24 hrs Crisis Hotline,Chicago,IL,,1990,Info Lines & Services,checked,,(312),4/24/2023 12:38pm
2085,My Brothers Place,,(at Oasis bar) 321-0776 Continental 6pm-10pm Sun-Thurs til 11pm Fri & Sat,Chicago,IL,(MW),1990,Restaurants & Cafes,checked,,(312),4/24/2023 12:38pm
2091,Halstead St. 3100-3800,,,Chicago,IL,Cruisy Area,1990,Cruising Areas,checked,,(312),4/24/2023 12:38pm
