ID,title,status,description,streetaddress,lat,lon,city,state,amenityfeatures,type,Year,unclear_address,uncleartype,notes,lastmodified
1772,Altemonte Mall,Found,,,28.666612,-81.377404,Orlando,FL,Cruisy Area,Cruising Areas,1984,checked,,Found through a Google Search: https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjlnamD9uv2AhVkTd8KHe4XBlQQFnoECBMQAQ&url=https%3A%2F%2Fwww.altamontemall.com%2Fen.html&usg=AOvVaw0gv2sY7LaNgloo1nqZ9EVp,3/29/2022 2:13pm
1774,Fashion Square Shopping Mall,Found,T-Rooms,,28.555765,-81.340593,Orlando,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/29/2022 2:21pm
1765,Midnight News,Found,(Adult Boutique),410 N. Orange Blossom Trail,28.547902,-81.39765,Orlando,FL,,Erotic Shop,1984,checked,,,3/29/2022 2:24pm
1775,'Rest Stop' on I-4 Buena Vista ,General Coordinates Used,(Fuzz),,28.538383,-81.378927,Orlando,FL,"(AYOR),Cruisy Area",Cruising Areas,1984,checked,,,3/29/2022 2:12pm
1773,Eola Park & Drive,General Coordinates Used,(11:00 pm curfew),,28.538336,-81.379236,Orlando,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/29/2022 2:20pm
1762,Gay Community Services ,General Coordinates Used,(305) 843-GAYS,,28.538383,-81.378927,Orlando,FL,,Community Centers/Support Groups,1984,checked,,,3/29/2022 2:22pm
1764,M.C.C. ,General Coordinates Used,,"P.O. Box 3004, Orlando, FL 32802",28.538383,-81.378927,Orlando,FL,(MCC),Religious Institution,1984,checked,,,3/29/2022 2:23pm
1766,New Direction,General Coordinates Used,(Publication) (305) 843-4297,,28.538383,-81.378927,Orlando,FL,,Publications,1984,checked,,,3/29/2022 2:26pm
1779,Roadsde Park,Found,near Tyndall A.F.B.,,30.951982,-87.095772,Panama City,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/29/2022 2:39pm
1778,'Rest Stop' ,General Coordinates Used,next to Gulf Coast College at foot of bay bridge - E.,,30.176591,-85.805488,Panama City,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/29/2022 2:31pm
1781,T-Rooms,General Coordinates Used,at New Municipal Pier,,30.176591,-85.805488,Panama City,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/29/2022 2:40pm
1780,Thomas & Beach Drives,General Coordinates Used,(Panama City Beach),,30.176591,-85.805488,Panama City,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/29/2022 2:42pm
1791,Pensacola Beach,Found,,,30.333701,-87.141109,Pensacola,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:24am
1789,Valhalla,Found,(W & levi) (Cruisy) (WE*) ( at Romana),100 S. Florida Blanca at Romana,30.412559,-87.208121,Pensacola,FL,"(W),(PT),(WE),(*)","Cruising Areas,Bars/Clubs",1984,checked,,,3/30/2022 11:25am
1790,Beach on Santa Rosa Island,General Coordinates Used,- 3 mi. E. on Navarre Beach,,30.421309,-87.216915,Pensacola,FL,Cruisy Area,Cruising Areas,1984,checked,,,4/30/2022 7:17am
1817,North Lido Beach Woods,Found,,,27.319488,-82.581975,Sarasota,FL,"(M),(AYOR),Cruisy Area",Cruising Areas,1984,checked,,,3/31/2022 8:03am
1813,Stingers,Found,(Some levis & W) ,101 Central Ave at 1st,27.337266,-82.542673,Sarasota,FL,"(D),(W),(*)",Bars/Clubs,1984,checked,,,3/31/2022 8:06am
1808,Gayline,General Coordinates Used,(813) 365-4669,,27.336465,-82.531012,Sarasota,FL,,Hotline,1984,checked,,,3/31/2022 8:01am
1816,Gulfstream Ave. Parking lot,General Coordinates Used,#NAME?,,27.336465,-82.531012,Sarasota,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 8:02am
1818,Palm Ave. ,General Coordinates Used,(Hustlers) N. Lido Beach,,27.336465,-82.531012,Sarasota,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 8:04am
1801,Bayshore Dr.,Found,-from 2nd to Vinay Park,,27.778733,-82.625794,St. Petersburg,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:29am
1802,Maximo Park,Found,,,27.710614,-82.681829,St. Petersburg,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:32am
1804,Skyway Bridge Park,Found,,,27.681931,-82.677679,St. Petersburg,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:36am
1796,Clock,General Coordinates Used,,26th Ave. So. at 34th St.,27.767601,-82.640291,St. Petersburg,FL,"(M),(R),(C),(AH)",Restaurant,1984,checked,,,3/30/2022 11:31am
1803,Pass-a-Grille Beach,General Coordinates Used,below 8th St.,,27.767601,-82.640291,St. Petersburg,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:35am
1821,Florida St. U.,Found,-Bellemy Bldg. basement 3rd floor Library,,30.443447,-84.295803,Tallahassee,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:40am
1823,Tallahassee Mall ,Found,T-Rooms (Weekday evenings),,30.4757,-84.290268,Tallahassee,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:45am
1822,Park ,General Coordinates Used,by P.O. opp. Club Park Ave.,,30.438256,-84.280733,Tallahassee,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:43am
1844,Ballast Pt.,Found,,,27.888079,-82.481484,Tampa,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:49am
1846,Lowry Park,Found,"T-Rooms, especially ones nr. river",,28.014924,-82.465836,Tampa,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:54am
1836,Ohio Bar,Found,"(Some OC, 'Hustlers')",202 Polk at Tampa,27.950433,-82.460083,Tampa,FL,"(OC),(PT),(RT)",Bars/Clubs,1984,checked,,,3/31/2022 7:06am
1847,Tampa Mun. Beach ,Found,Campbell Causeway (T-Rooms are suicide) ,,27.970749,-82.579284,Tampa,FL,"(AYOR),Cruisy Area",Cruising Areas,1984,checked,,,3/31/2022 7:10am
1829,Dignity,General Coordinates Used,(Church),"P.O. Box 3306, Tampa, FL 33601",27.950575,-82.457178,Tampa,FL,,Religious Institution,1984,checked,,,3/30/2022 11:51am
1832,Gay Hotline,General Coordinates Used,(813) 229-8839,,27.950575,-82.457178,Tampa,FL,,Hotline,1984,checked,,,3/30/2022 11:51am
1845,Horizon Park,General Coordinates Used,,,27.950575,-82.457178,Tampa,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/30/2022 11:53am
1835,NOW,General Coordinates Used,(813) 251-4089,,27.950575,-82.457178,Tampa,FL,(L),Organization,1984,checked,,,3/31/2022 7:06am
1841,Sunset People ,General Coordinates Used,(Publication),"P.O. Box 13568, Tampa 33684",27.950575,-82.457178,Tampa,FL,,Publications,1984,checked,,,3/31/2022 7:10am
1848,U. of S. Fla. ,General Coordinates Used,"T-Room, nr. book store",,28.054752,-82.413829,Tampa,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 7:13am
1859,Curry Park,Found,T-Room,,26.733798,-80.049874,West Palm Beach,FL,"(AYOR),Cruisy Area",Cruising Areas,1984,checked,,,3/31/2022 7:15am
1860,Palm Beach Mall,Found,,,26.725668,-80.086112,West Palm Beach,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 7:16am
1862,U.S. 1 ,Found,from 25th to 45th,,26.742009,-80.056853,West Palm Beach,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 7:20am
1858,Air Force,General Coordinates Used,'B.A.' Beach,,26.715342,-80.053375,West Palm Beach,FL,"Cruisy Area,(BA)",Cruising Areas,1984,checked,,,3/31/2022 7:14am
1861,Seawall,General Coordinates Used,(Summers),,26.715342,-80.053375,West Palm Beach,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 7:20am
1863,Rollins College ,Found,Beach,,28.592659,-81.346743,Winter Park,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 7:23am
1863 copy,Rollins College ,Found,Library (Basement) T-Rooms,,28.592659,-81.346743,Winter Park,FL,Cruisy Area,Cruising Areas,1984,checked,,,3/31/2022 7:22am
1864,'Bus Stop',Found,at Pine & Jefferson,,31.578466,-84.155978,Albany,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/30/2022 7:47am
1869,Legion Pool,Found,(Summers),,33.94964,-83.378563,Athens,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/9/2022 10:42am
1870,U. of Ga. ,Found,"Main Library, (5th, & 6th floor T-Rooms, Peabody Hall - Basement T-Room, Stegeman Hall - Gym Steam Room, Science Library Main floor T-Rooms",,33.954071,-83.37378,Athens,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/9/2022 10:49am
1868,Clayton & College Sts.,General Coordinates Used,(Weekdays -nights),,33.951935,-83.357567,Athens,GA,"(*),Cruisy Area",Cruising Areas,1984,checked,,,4/9/2022 10:31am
1866,Friends,General Coordinates Used,Georgian Hotel,Washington & Jackson,33.951935,-83.357567,Athens,GA,"(M),(YC),(*)","Bars/Clubs,Hotel",1984,checked,,,4/9/2022 10:41am
1875,Armory,Found,(Cocktail hour *) (Disco) (Macho) (Cruisy) (Sun T-D),838 Juniper N.E. nr. 6th,33.777443,-84.38324,Atlanta ,GA,"(D),(*)","Bars/Clubs,Cruising Areas",1984,checked,,,4/13/2022 5:14am
1880,Colony Square Athletic Club,Found,(Men & Women) Colony Sq. Hotel,Peachtree at 14th St. N.E.,33.787241,-84.382891,Atlanta ,GA,(M),"Bars/Clubs,Hotel",1984,checked,,Address found on Yelp: https://www.yelp.com/biz/colony-square-athletic-club-atlanta-2,4/13/2022 5:13am
1926,Grant Park ,Found,nr. Lookout Tower - 'chicken',,33.737158,-84.36821,Atlanta ,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 5:15am
1928,Lenox Square Mall,Found,,,33.846723,-84.363749,Atlanta ,GA,Cruisy Area,Cruising Areas,1984,checked,,Address found on Lenox's website: https://www.simon.com/mall/lenox-square,4/13/2022 5:18am
1904,Oxford Bookstore,Found,Peachtree Battle Shopping Center,,33.818849,-84.388261,Atlanta ,GA,,Book Store,1984,checked,,Found on Google search,4/13/2022 5:20am
1929,Peachtree Center Shopping Gallery,Found,,800 Peachtree N.E. T-Rooms,33.776507,-84.38466,Atlanta ,GA,Cruisy Area,Cruising Areas,1984,checked,,Shopping center around the whole square: https://peachtreecenter.com/dine-shop/,4/13/2022 5:24am
1930,Piedmont Park,Found,"parking lot, nature trails & Botanical Gardens",,33.788531,-84.371982,Atlanta ,GA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/13/2022 5:24am
1913,Plush Room,Found,(Cabaret) In Hotel York,,34.937396,-83.383071,Atlanta ,GA,,"Bars/Clubs,Hotel",1984,checked,,Found on TripAdvisor: https://www.tripadvisor.com/Hotel_Review-g35204-d1207298-Reviews-The_York_House_Inn-Rabun_Gap_Rabun_County_Georgia.html,4/13/2022 5:27am
1921,Texas Drilling Company,Found,"(Some W, SM, FFA) (D.J. but no D) (Sac's Leather) (Downstairs)",1026-B N. Highland at Virginia,33.78264,-84.354602,Atlanta ,GA,"(W),(SM),(FFA),(*)","Bars/Clubs,Cruising Areas",1984,checked,,,4/13/2022 5:29am
1872,All Points Travel Service,General Coordinates Used,,,33.748995,-84.387982,Atlanta ,GA,,Travel Service,1984,checked,,,4/13/2022 5:11am
1884,Cruise ,General Coordinates Used,(Publication) ,"P.O. Box 7750 - Atlanta, 30357 729 Piedmont N.E.",33.748995,-84.387982,Atlanta ,GA,,Publications,1984,checked,,,4/13/2022 5:14am
1885,Dignity ,General Coordinates Used,(Church) ,"P.O. Box 14342, Atlanta, 30324 ",33.748995,-84.387982,Atlanta ,GA,,Religious Institution,1984,checked,,,4/13/2022 5:14am
1887,Executive Modeling Agency,General Coordinates Used,(Escorts) (404) 876-5372,,33.748995,-84.387982,Atlanta ,GA,,Escort Services,1984,checked,,,4/13/2022 5:15am
1891,Gayzette ,General Coordinates Used,(Publication) ,"P.O. Box 13137, Atlanta, GA, 30324",33.748995,-84.387982,Atlanta ,GA,,Publications,1984,checked,,,4/13/2022 5:15am
1927,Holiday Inn,General Coordinates Used,at I-85 & Monroe- Pool around noontimec,,33.748995,-84.387982,Atlanta ,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 5:16am
1896,Integrity,General Coordinates Used,(Church) ,"P.O. Box 13603, Atlanta, 30324",33.748995,-84.387982,Atlanta ,GA,,Religious Institution,1984,checked,,,4/13/2022 5:16am
1902,Models Atlanta,General Coordinates Used,(404) 231-0241,,33.748995,-84.387982,Atlanta ,GA,,Escort Services,1984,checked,,,4/13/2022 5:18am
1917,Ray's ,General Coordinates Used,(Roommate Match Service) (404) 351-6991,,33.748995,-84.387982,Atlanta ,GA,,Business,1984,checked,,,4/13/2022 5:27am
1932,T-Room ,General Coordinates Used,at Sears in Buckhead,,33.748995,-84.387982,Atlanta ,GA,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,4/13/2022 5:28am
1931,T-Rooms,General Coordinates Used,at Davison's Dept. Store,,33.748995,-84.387982,Atlanta ,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 5:29am
1924,Truck Stop Leather ,General Coordinates Used,Downstairs at Bulldog,,33.748995,-84.387982,Atlanta ,GA,,Bars/Clubs,1984,checked,,,4/13/2022 5:29am
1938,Callaway Gardens & showers at Robin Lake Beach,Found,(Summers) 30 mi. N.,,32.845472,-84.848281,Columbus,GA,"(*),Cruisy Area",Cruising Areas,1984,checked,,,4/12/2022 4:55am
1939,Cooper Creek Park,Found,T-Rooms,,32.514366,-84.911717,Columbus,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/12/2022 4:57am
1940,Peachtree Mall,Found,(Sat.),,32.508949,-84.941974,Columbus,GA,Cruisy Area,Cruising Areas,1984,checked,,Still operating: www.peachtreemall.com,4/12/2022 5:00am
1941,Roadside Park,Found,nr. Ft. Benning on Lumpkin Rd.,,32.443317,-84.971632,Columbus,GA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/12/2022 5:04am
1942,Rotary Park,Found,('Hustlers'),,32.44548,-84.976228,Columbus,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/12/2022 5:23am
1943,Trailways Bus Depot,General Coordinates Used,,,32.460976,-84.987709,Columbus,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/12/2022 5:23am
1946,'Rest Stop' ,General Coordinates Used,by Macon bypass on I-75 N.,,32.840695,-83.632402,Macon,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/12/2022 5:25am
1947,Friends ,Found,(Some W) (Cruisy),102 E. Broad St. at Broughton,32.076801,-81.084563,Savannah ,GA,"(W),(D),(*)","Cruising Areas,Bars/Clubs",1984,checked,,,4/13/2022 5:32am
1953,Savannah Beach,Found,(summers),,32.000215,-80.845666,Savannah ,GA,Cruisy Area,Cruising Areas,1984,checked,,"Google maps takes one to Tybee Island, GA",4/13/2022 5:36am
1951,Bull St. Squares ,General Coordinates Used,by foot or car,,32.080899,-81.091203,Savannah ,GA,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 5:32am
1948,Kitten's Korner,General Coordinates Used,(Best late Sun. nights) ,,32.080899,-81.091203,Savannah ,GA,,Bars/Clubs,1984,checked,,,4/13/2022 5:32am
1952,River Street,General Coordinates Used,,,32.081666,-81.09026,Savannah ,GA,Cruisy Area,Cruising Areas,1984,checked,,General tourist hub: https://savannahswaterfront.com,4/13/2022 5:34am
1954,"Mr. B's (Some YC, L) (Disco) ",General Coordinates Used,,,30.832702,-83.278485,Valdosta,GA,"(YC),(L),(D)",Bars/Clubs,1984,checked,,,4/13/2022 5:10am
1955,Korner Lounge,General Coordinates Used,"(Some M, L, Military) (Upstairs) (Call John for directions - 477-7042",Marine Dr. & Sinajana,13.476282,144.750223,Agana,GU,"(D),(PT),(M),(L)",Bars/Clubs,1984,checked,,,4/30/2022 7:55am
1960,Hilton Hotel Beach,Found,,,13.50531,144.786007,Tumon Bay,GU,"Cruisy Area,(M)","Cruising Areas,Hotel",1984,checked,,,4/30/2022 7:50am
1961,Teraque 'B.A.' Beach,General Coordinates Used,,,13.513616,144.800266,Tumon Bay,GU,"Cruisy Area,(BA)",Cruising Areas,1984,checked,,,4/30/2022 7:53am
1962,U.S.O. Beach,General Coordinates Used,,,13.513616,144.800266,Tumon Bay,GU,Cruisy Area,Cruising Areas,1984,checked,,,4/30/2022 7:54am
1966,Hilo Courthouse,Found,lawn in front,,19.717564,-155.077133,"Hilo, Hawaii",HI,Cruisy Area,Cruising Areas,1984,checked,,Found on Google search ,4/13/2022 6:37pm
1970,Public Library,Found,Downstairs T-Room,,19.724712,-155.090781,"Hilo, Hawaii",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:44pm
1971,U. of Hawaii,Found,Hilo Art Bldg. T-Room,,19.69991,-155.085359,"Hilo, Hawaii",HI,"Cruisy Area,(YC)",Cruising Areas,1984,checked,,,4/13/2022 6:45pm
1967,Hilo Lagoon Quality Inn,General Coordinates Used,2nd floor T-Room,,19.724111,-155.086819,"Hilo, Hawaii",HI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/13/2022 6:41pm
1968,J.C. Penney,General Coordinates Used,T-Room,,19.724111,-155.086819,"Hilo, Hawaii",HI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/13/2022 6:42pm
1969,Kai Koo Mall,General Coordinates Used,Downstairs T-Room,,19.724111,-155.086819,"Hilo, Hawaii",HI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/13/2022 6:43pm
2014,Diamond Head 'B.A.' Beach,Found,below lighthouse,,21.261983,-157.805999,Honolulu,HI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/14/2022 4:01am
2015,Diamond Head Bushes,General Coordinates Used,above the Hwy.,,21.261983,-157.805999,Honolulu,HI,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:02am
1977,Risque Theatre ,Found,(Balcony),32 N. Hotel St.,21.311301,-157.863056,"Honolulu, Oahu",HI,Cruisy Area,"Cruising Areas,Theatre",1984,checked,,Found on Cinema Treasures: http://cinematreasures.org/theaters/60758 ,4/13/2022 6:47pm
1978,Thomas Square ,Found,opp. Art Academy,,21.302628,-157.849137,"Honolulu, Oahu",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:48pm
1976,U of H,Found,George Hall,,21.300309,-157.820232,"Honolulu, Oahu",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:49pm
1981,Old Kona Airport St. Pk.,Found,(Nites) ,,19.642345,-156.007715,"Kailua-Kona, Hawaii",HI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/13/2022 6:52pm
1980,Dorian's Retaurant,General Coordinates Used,,,19.639994,-155.996926,"Kailua-Kona, Hawaii",HI,Cruisy Area,"Cruising Areas,Restaurant",1984,checked,,,4/13/2022 6:51pm
1979,Office ,General Coordinates Used,(Firestone Center) ,Mamalahoa Hwy at Palani,19.639994,-155.996926,"Kailua-Kona, Hawaii",HI,(M),Bars/Clubs,1984,checked,,,4/13/2022 6:51pm
1982,World Square Liquors ,General Coordinates Used,,Alii Dr.,19.639994,-155.996926,"Kailua-Kona, Hawaii",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:52pm
1983,Kailue Beach Park,Found,,,21.397396,-157.727218,"Kailua, Oahu",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:53pm
1986,"Blue Max, Kimo's, Alex's Hole in the Wall",General Coordinates Used,,,20.878333,-156.6825,"Lahaina, Maui",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:55pm
1987,Front St. along Beach Walk,General Coordinates Used,,,20.878333,-156.6825,"Lahaina, Maui",HI,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,4/13/2022 6:55pm
1988,Hitch-hikers,General Coordinates Used,along Main Hwy.,,20.878333,-156.6825,"Lahaina, Maui",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:55pm
1989,Makena 'BA' Beach,Found,,,20.631622,-156.444792,"Makena, Maui",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:55pm
1990,Club Jetty ,General Coordinates Used,T-Room (Late) & Kauai Surf Hotel Beach,,21.957097,-159.359142,"Nawiliwili, Kauai",HI,Cruisy Area,"Cruising Areas,Hotel",1984,checked,,Picture of Club Jetty: https://imagesofoldhawaii.com/club-jetty/,4/13/2022 6:58pm
1991,Poipu Beach,Found,(Rte. 50 to 570; follow to beach),,21.873332,-159.454201,"Poipu, Kauai",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/13/2022 6:59pm
2013,Ala Moana Beach & Park,Found,(Dressing rooms & showers) (Days only) ,,21.289969,-157.847657,"Waikiki Beach, Oahu",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 3:58am
2017,Kapiolani Beach Park ,Found,#NAME?,,21.269304,-157.823231,"Waikiki Beach, Oahu",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:04am
2018,Kuhio Beach Park,Found,T-Rooms & showers - Queens Surf,,21.273223,-157.824098,"Waikiki Beach, Oahu",HI,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,4/14/2022 4:04am
1995,Coco's,General Coordinates Used,,Kalakaua & Kapiolani,21.279346,-157.829185,"Waikiki Beach, Oahu",HI,"(M),(R),(C),(AH)",Restaurant,1984,checked,,,4/14/2022 4:00am
1999,Gay Info Line,General Coordinates Used,(808) 926-1000,,21.276024,-157.826853,"Waikiki Beach, Oahu",HI,,Hotline,1984,checked,,,4/14/2022 4:03am
2016,Kalakaua Ave.,General Coordinates Used,#NAME?,,21.276024,-157.826853,"Waikiki Beach, Oahu",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:03am
2019,Vaseline Alley ,General Coordinates Used,next to 80% Straight,,21.276024,-157.826853,"Waikiki Beach, Oahu",HI,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:06am
2020,Yacht Harbor ,General Coordinates Used,T-Room -Next to Kaiser Hospital,,21.276024,-157.826853,"Waikiki Beach, Oahu",HI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/14/2022 4:07am
2027,Block surrounding Idanha Hotel,Found,,,43.617211,-116.205511,Boise,ID,Cruisy Area,"Cruising Areas,Hotel",1984,checked,,,4/14/2022 4:11am
2028,Fort Boise Community Center,Found,Lockers & Sauna,,43.616245,-116.190153,Boise,ID,"(*),Cruisy Area",Cruising Areas,1984,checked,,,4/14/2022 4:13am
2022,Daily Planet ,General Coordinates Used,"(Some YC, L) (Disco)",12th & Front,43.615019,-116.202314,Boise,ID,"(*),(YC),(L),(D)",Bars/Clubs,1984,checked,,,4/14/2022 4:12am
2031,Riverside Drive,Found,,,43.500985,-112.042787,Idaho Falls,ID,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:20am
2032,Snake River Falls,Found,,,43.496607,-112.043772,Idaho Falls,ID,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:21am
2033,Tautfus Park Zoo,Found,,,43.472007,-112.041336,Idaho Falls,ID,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:23am
2034,Pioneer Park,Found,(AYOR WE),5th St. at 3rd Ave.,46.419486,-117.025451,Lewiston,ID,"(AYOR),(WE),Cruisy Area",Cruising Areas,1984,checked,,,4/14/2022 4:24am
2039,Moscow Hotel ,Found,T-Room,313 S. Main,46.731985,-117.001911,Moscow,ID,"Cruisy Area,(AYOR)","Cruising Areas,Hotel",1984,checked,,,4/30/2022 7:07pm
2038,Moscow Mt.,Found,'Rest Stop' on Hwy. 95 N.,,46.803502,-116.868773,Moscow,ID,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:16am
2036,Northwest Gay Allaince,General Coordinates Used,,"P.O. Box 8758, Moscow, Idaho 83843",46.732387,-117.000165,Moscow,ID,,Organization,1984,checked,,,4/14/2022 4:17am
2040,U. of Idaho,General Coordinates Used,Classrom Center T-Room,,46.728812,-117.012608,Moscow,ID,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:19am
2042,Ross Park,Found,T-Room,,42.842206,-112.423548,Pocatello,ID,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,4/14/2022 4:29am
2043,'Rest Stop',General Coordinates Used,on I-84,,42.555838,-114.470052,Twin Falls,ID,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:31am
2044,Riverside Park,General Coordinates Used,,,38.890604,-90.184276,Alton,IL,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 6:06am
2045,Eastland Mall,Found,,,40.485947,-88.956154,Bloomington,IL,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:47am
2047,'Rest Stop',General Coordinates Used,on I-74 nr. Le Roy,,40.484203,-88.993687,Bloomington,IL,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:47am
2046,Jefferson St.,General Coordinates Used,by Courthouse Square (nights),,40.484203,-88.993687,Bloomington,IL,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:49am
2060,Illini Union Basement,Found,Harker Hall Basement & E. of Bowling Alley - T-Rooms,,40.109413,-88.227169,Champaign,IL,Cruisy Area,Cruising Areas,1984,checked,,,4/14/2022 4:51am
2185,Art Institute,Found,(Thursdays best),,41.879585,-87.623713,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,SouthSide,4/14/2022 4:52am
2155,Belmont Rocks,Found,#NAME?,,41.935181,-87.631544,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,New Town,4/14/2022 4:53am
2156,Broadway ,Found,betw. Belmont & Diversey ('Drags'),,41.937072,-87.644116,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,New Town,4/14/2022 4:53am
2186,DePaul U. ,Found,-10th Floor T-Room,,41.924189,-87.654166,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,SouthSide,4/14/2022 5:02am
2072,Gay Chicago,Found,(Publication),1437 N. Wells St.,41.908764,-87.634479,Chicago,IL,,Publications,1984,checked,,Near North Side,4/14/2022 5:03am
2187,Jackson Park,Found,Museum of Science & Industries,,41.783252,-87.578253,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,SouthSide,4/14/2022 5:05am
2181,Jeffrey Pub,Found,(Disco),7041 S. Jeffrey at 71st,41.762504,-87.576221,Chicago,IL,"(B),(YC),(D),(*)",Bars/Clubs,1984,checked,,SouthSide,4/14/2022 5:09am
2157,Lincoln Park,Found,'The Bushes',2500 No.,41.92547,-87.648778,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,New Town,4/14/2022 5:10am
2188,Marshall Fields,Found,-2nd Floor T-Rooms,,41.884372,-87.627188,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,SouthSide,4/14/2022 5:12am
2096,Oak St. Beach,Found,#NAME?,,41.903012,-87.622839,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,Near North Side,4/14/2022 5:15am
2135,Oak St. Beach,Found,#NAME?,,41.903012,-87.622839,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,New Town,4/14/2022 5:15am
2189,Sears Tower,Found,-12th Floor T-Room,,41.878876,-87.635915,Chicago,IL,Cruisy Area,Cruising Areas,1984,checked,,SouthSide,4/14/2022 5:16am
