"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","notes","unclear_address","full.address","geoAddress"
"National Theatre ","Found","(2nd floor T-Room)","",38.896339,-77.030517,"Washington","DC","Cruisy Area","Cruising Areas,Theatre",1981,"",NA,NA,NA
"Springfield & Tyson Corner Malls","Found","","",38.917596,-77.221462,"Washington","DC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Black Forest' ","General Coordinates Used","walking area under bridge","27th & Pennsylvania N.W. ",38.907192,-77.036871,"Washington","DC","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'P' St. Beach ","General Coordinates Used","(Georgetown)","",38.907192,-77.036871,"Washington","DC","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'The Block' ","General Coordinates Used","from 30th to 31st, betw. 'O' & Dumbarton (Georgetown)","",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"A Foreign Affair ","General Coordinates Used","(Disco)(Opening soon)(Inquire locally)","",38.907192,-77.036871,"Washington","DC","(D)","Bars/Clubs",1981,"",NA,NA,NA
"Canal & 'K' Sts. N .W . ","General Coordinates Used","","",38.907192,-77.036871,"Washington","DC","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Friendly Models","General Coordinates Used","(Escorts, etc.) (202)363-0702","",38.907192,-77.036871,"Washington","DC","","Escort and Model Services",1981,"",NA,NA,NA
"Friends ","General Coordinates Used","(Looking good)"," 21st & 'P' St. N.W.",38.907192,-77.036871,"Washington","DC","","Bars/Clubs",1981,"",NA,NA,NA
"Georgetown U. ","General Coordinates Used","Gym","",38.899715,-77.048599,"Washington","DC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Georgetown U. ","General Coordinates Used","G.T. Walsh Bldg. (3rd & 4th floors) ","",38.899715,-77.048599,"Washington","DC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hideaway ","General Coordinates Used","(Downstairs)(Tired) ","9th & Pennsylvania",38.907192,-77.036871,"Washington","DC","(OC),(D)","Bars/Clubs",1981,"",NA,NA,NA
"M.C.T.","General Coordinates Used","Gay Synagogue (202) 547-4562","",38.907192,-77.036871,"Washington","DC","","Religious Institution",1981,"",NA,NA,NA
"Man to Man ","General Coordinates Used","(Models & escorts) (202) 638-3997","",38.907192,-77.036871,"Washington","DC","","Escort and Model Services",1981,"",NA,NA,NA
"Millie & Lou's ","General Coordinates Used","","8th & 'E' Sts. S.E.",38.907192,-77.036871,"Washington","DC","(M),(B),(RT),(R),(C),(AH),(AYOR)","Restaurant",1981,"",NA,NA,NA
"New York Ave. ","General Coordinates Used","('Hustlers')","betw. 10th & 13th Sts. ",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Superman ","General Coordinates Used","(Models & escorts) (202)387-8800","",38.907192,-77.036871,"Washington","DC","","Escort and Model Services",1981,"",NA,NA,NA
"The Stables ","General Coordinates Used","(Escorts) (202)387-7300","",38.907192,-77.036871,"Washington","DC","","Escort and Model Services",1981,"",NA,NA,NA
"Wisconsin Ave.","General Coordinates Used"," 'hitch-hikers'","",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Adult Book Store ","Found","('Flicks' & cruisy arcade) White Rose Shopping Center - Cocoa Beach Causeway","",28.357659,-80.630735,"Cocoa Beach","FL","","Book Store,Cruising Areas",1981,"",NA,NA,NA
"Fischer Park","Found","","",28.344686,-80.608667,"Cocoa Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Boardwalk & beach ","Found","in front","",29.224086,-81.00469,"Daytona Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Der Keller ","Found","(Beach bar)(Days) On the Boardwalk","",29.224086,-81.00469,"Daytona Beach","FL","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Beach & street ","Found","opp. Marlin Beach Hotel ","",26.122438,-80.104137,"Ft. Lauderdale","FL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Grenell Arms ","Found","(Dirty & scruffy)","2926 Cortez at Ocean",26.121535,-80.105619,"Ft. Lauderdale","FL","(H)","Hotel",1981,"",NA,NA,NA
"Spanish River Park ","Found","(Boca Raton)","",26.378791,-80.06889,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Stranahan Beach Park","Found","","",26.121747,-80.142684,"Ft. Lauderdale","FL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Trader Tom's Clothing","Found"," (Marlin Beach Hotel)","17 S. Atlantic Blvd.",26.122482,-80.104322,"Ft. Lauderdale","FL","","Business,Hotel",1981,"Entry did not have address but referenced entry #225 so I went ahead and added it (pg. 152 in pdf)",NA,NA,NA
"Chic Escorts ","General Coordinates Used","(305) 431-2442","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Escort and Model Services",1981,"",NA,NA,NA
"Outpost ","General Coordinates Used","(Cruisy)(Looking up) in back of 1001 N.E. 45th St. ","Floranda Rd.",26.122439,-80.137317,"Ft. Lauderdale","FL","(R)","Restaurant,Cruising Areas",1981,"",NA,NA,NA
"Bowman's 'B.A.' Beach ","Found"," Sanibel Island","",26.443397,-82.111512,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"City Park","Found","","",26.635079,-81.86723,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Jud Park","Found","","",26.672987,-81.8999,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sunset Park","Found","","",26.622007,-81.875702,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Wayside Park","Found","","",30.393574,-86.590793,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Kiwanis Park","General Coordinates Used","","",30.420071,-86.617031,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Fla. ","Found","Library East (2nd floor)","",29.643633,-82.35493,"Gainsville","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Fla. ","Found","Walker Hall T-Rooms","",29.649379,-82.34154,"Gainsville","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","S.W. of town","I-75 (Exit 21)",29.651634,-82.324826,"Gainsville","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"University Ave.","General Coordinates Used","","",29.643633,-82.35493,"Gainsville","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Young Circle","Found","","",26.01154,-80.143033,"Hollywood","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Friendship Park ","Found","","",30.319695,-81.660155,"Jacksonville","FL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Hemming Park","Found","","",30.329397,-81.659701,"Jacksonville","FL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"M.C.C.","General Coordinates Used","Moved - inquire locally","",30.332184,-81.655651,"Jacksonville","FL","MCC","Religious Institution",1981,"",NA,NA,NA
"Duval St.","Found","","",24.553851,-81.801316,"Key West","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mallor Square ","Found","Sunset Time","",24.559902,-81.807583,"Key West","FL","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Monroe County Beach ","Found","Reynolds St. Pier","",24.546313,-81.788408,"Key West","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Papillon Bar Atlantic Shores Motel","Found","","Simonton & South",24.555418,-81.784172,"Key West","FL","","Bars/Clubs,Hotel",1981,"",NA,NA,NA
"Jean--Luc","General Coordinates Used","","",24.555418,-81.784172,"Key West","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Leather Loft ","General Coordinates Used","(Clothes, etc.) Behind The Monster","",24.555059,-81.779987,"Key West","FL","","Business,Erotic Shop",1981,"",NA,NA,NA
"Cathy's Place ","General Coordinates Used","","Dixie Hwy.",26.616756,-80.068448,"Lake Worth","FL","(L),(P)","Bars/Clubs",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","5 mi. S. on US 27",39.115662,-77.563601,"Leesburg","FL","","Cruising Areas",1981,"",NA,NA,NA
"Bayfront Park ","Found","T-R oom","",25.461951,-80.33652,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Black Leather ","Found","(Boutique at Mine Shaft) ","112 S. Miami",25.77302,-80.193777,"Miami","FL","","Erotic Shop,Business",1981,"",NA,NA,NA
"Burdine's ","Found","T-Room-Dadeland","",25.689755,-80.309948,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"M.C.C.","Found","","N.E. 23rd St. & 2nd Court",25.799279,-80.189857,"Miami","FL","MCC","Religious Institution",1981,"",NA,NA,NA
"Matheson Hammock Beach ","Found","Turn right at fork","Old Cutler Rd. ",25.679228,-80.256602,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Virginia Beach ","Found","Virginia Key nr. Key Biscayne","",25.739964,-80.156813,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'The Block' ","General Coordinates Used","nr. Cactus Lounge - off Biscayne Blvd.","",25.76168,-80.19179,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Biscayne Blvd.","General Coordinates Used","'Hitch-hikers'","",25.76168,-80.19179,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cell Block ","General Coordinates Used","(Leather boutique at Mothers)","133 N.W. 1st Ave.",25.735525,-80.237719,"Miami","FL","","Erotic Shop,Business",1981,"",NA,NA,NA
"Coconut Grove ","General Coordinates Used","nr. Hamlet (afternoons)","",25.735525,-80.237719,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Downtown ","General Coordinates Used","nr. Y.M.C.A.","",25.735525,-80.237719,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Empire South Models & Escorts ","General Coordinates Used","(305) 447-9044","",25.76168,-80.19179,"Miami","FL","","Escort and Model Services",1981,"",NA,NA,NA
"U. of Miami ","General Coordinates Used","Learning Center Bldg. - T-Room (Coral Gables)","",25.717892,-80.274637,"Miami","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Unique Escort & Models Miami ","General Coordinates Used","(305) 891-7133","",25.76168,-80.19179,"Miami","FL","","Escort and Model Services",1981,"",NA,NA,NA
"Windjammer Cruises ","Found","(Cap'n Mike) (800) 327-2600","Box 120, Miami Beach, FL 33139 ",25.790654,-80.130045,"Miami Beach","FL","","Travel Service",1981,"",NA,NA,NA
"21st St. Beach","General Coordinates Used","","",25.790654,-80.130045,"Miami Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Fashion Square Shopping Mall","Found","T-Rooms","",28.555765,-81.340593,"Orlando","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Eola Park & Drive ","General Coordinates Used","","",28.538336,-81.379236,"Orlando","FL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",28.538383,-81.378927,"Orlando","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Old Plantation ","General Coordinates Used","('O.P.')(Disco)(Supposedly opening soon)(Inquire locally)","",28.538383,-81.378927,"Orlando","FL","(YC),(D)","Bars/Clubs",1981,"",NA,NA,NA
"Orange Blossom Trail ","General Coordinates Used","'Hitch-hikers' & hustlers","",28.538336,-81.379236,"Orlando","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","next to Gulf Coast College at foot of bay bridge - E.","",30.176591,-85.805488,"Panama City","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"New Municipal Pier","General Coordinates Used","'T-Rooms'","",30.176591,-85.805488,"Panama City","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Wayside Park ","Found","at foot of bay bridge (US 98)","",30.414781,-87.192238,"Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Bath House ","General Coordinates Used","opp. Pensacola Beach T-Room","",30.421309,-87.216915,"Pensacola","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Beach ","General Coordinates Used","on Santa Rosa Island - 3 mi. E. of Navarre Beach","",30.421309,-87.216915,"Pensacola","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Stingers","Found","(Disco)","1st & Central",27.337266,-82.542673,"Sarasota","FL","","Bars/Clubs",1981,"",NA,NA,NA
"Bayshore Dr. ","Found","from 2nd to Vinay Park","",27.778733,-82.625794,"St. Petersburg","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Maximo Park","Found","","",27.710614,-82.681829,"St. Petersburg","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Skyway Bridge Park","Found","","",27.681931,-82.677679,"St. Petersburg","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Florida St. U.","Found","Bellemy Bldg. ","",30.443447,-84.295803,"Tallahassee","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Florida St. U. ","Found","basement 3rd floor Library","",30.443062,-84.29498,"Tallahassee","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Tallahassee Mall ","Found","T-Rooms (Weekday evenings)","",30.4757,-84.290268,"Tallahassee","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","10 mi. N. of 1-10 on US 319","",30.438256,-84.280733,"Tallahassee","FL","Cruisy Area,(OC)","Cruising Areas",1981,"",NA,NA,NA
"Post Office ","General Coordinates Used","T-Rooms ","",30.438256,-84.280733,"Tallahassee","FL","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Ballast Pt.","Found","","",27.888079,-82.481484,"Tampa","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Marion St.","Found","betw. Polk & Madison","",27.950575,-82.457178,"Tampa","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Picnic Island ","Found","E. of Westshore Blvd.","",27.853358,-82.54593,"Tampa","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Tampa International Airport","Found","","",27.983478,-82.537078,"Tampa","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Tampa Mun. Beach ","Found","Campbell Causeway (T-Rooms are suicide)","",27.970749,-82.579284,"Tampa","FL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Citadel ","Found","(Disco)(Liquor)(WE*)","59th & Broadway",26.763065,-80.055195,"West Palm Beach","FL","(WE),(S),(D),(YC),(*)","Bars/Clubs",1981,"",NA,NA,NA
"Palm Beach Mall","Found","","",26.725668,-80.086112,"West Palm Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Air Force ","General Coordinates Used","'B.A.' Beach","",26.715342,-80.053375,"West Palm Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Barracks ","General Coordinates Used","(Levi & W)(Small cruise bar at the Citadel)","",26.715342,-80.053375,"West Palm Beach","FL","(*),(PT),(W)","Bars/Clubs,Cruising Areas",1981,"",NA,NA,NA
"Kennedy Blvd.","General Coordinates Used","from Hyde Park to Ashley","",26.715342,-80.053375,"West Palm Beach","FL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Bus Stop' at Pine & Jefferson","Found","","",31.578466,-84.155978,"Albany","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hull St.","Found","betw. Broad & Clayton, nr. Bus Depot","",33.957442,-83.378437,"Athens","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Legion Pool ","Found","(Summers)","",33.94964,-83.378563,"Athens","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Ga.","Found","Stegeman Hall ","",33.942464,-83.377895,"Athens","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Ga. ","Found","Peabody Hall Basement T-Room ","",33.954911,-83.373545,"Athens","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Ga. ","Found","Main Library, (5th, 6th & 8th floor T-Rooms)","",33.954071,-83.37378,"Athens","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Last Resort","General Coordinates Used","","Hull & Clayton",33.957851,-83.378581,"Athens","GA","(Hip),(M),(YC),(E)","Bars/Clubs",1981,"",NA,NA,NA
"U. of Ga.","General Coordinates Used","Gym Steam Room","",33.948005,-83.377322,"Athens","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Atlanta Airport ","Found","observation deck","",33.640728,-84.4277,"Atlanta","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cypress St. ","Found","('The Strip') an alley betw. Peachtree & W. Peachtree from 6th to 8th Sts.","",33.77731,-84.38612,"Atlanta","GA","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Davison's Dept. Store","Found","T-Rooms ","",33.758544,-84.387805,"Atlanta","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ga. St. U. ","Found","Sparks Hall 3rd & 4th floor T-Rooms","",33.753053,-84.385886,"Atlanta","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Grant Park ","Found","nr. Lookout Tower - chicken'","",33.737158,-84.36821,"Atlanta","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Head Shed ","Found","(Hair salon) Ansley Mall","Piedmont & Monroe",33.798058,-84.370653,"Atlanta","GA","","Business",1981,"",NA,NA,NA
"Piedmont Park ","Found","parking lot & nature trails","",33.785086,-84.373803,"Atlanta","GA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Flea Market","General Coordinates Used","","",33.748995,-84.387982,"Atlanta","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ga. Tech ","General Coordinates Used","Admin. Bldg. T-Room","",33.779369,-84.406235,"Atlanta","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Male Orders ","General Coordinates Used","(Models) (404) 329-9527","",33.748995,-84.387982,"Atlanta","GA","","Escort and Model Services",1981,"",NA,NA,NA
"Sears ","General Coordinates Used","Buckhead T-Room ","",33.748995,-84.387982,"Atlanta","GA","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"4th Avenue","General Coordinates Used","Victory Dr. or other streets leading to Ft. Benning","",32.353056,-84.955221,"Columbus","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mulberry Creek ","General Coordinates Used","(Military)","",32.460976,-84.987709,"Columbus","GA","Cruisy Area,(M)","Cruising Areas",1981,"",NA,NA,NA
"Trailways Bus Depot","General Coordinates Used","","",32.460976,-84.987709,"Columbus","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ribbett Room ","General Coordinates Used","(Cruisy)(Summers only)","",32.216316,-80.752608,"Hilton Head","GA","(M)","Cruising Areas,Bars/Clubs",1981,"",NA,NA,NA
"Bull St. Squares ","Found","by foot or car","",32.080899,-81.091203,"Savannah","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hilton De Soto Hotel ","Found","Lobby & T-Room","",32.074056,-81.092997,"Savannah","GA","Cruisy Area","Cruising Areas,Hotel",1981,"",NA,NA,NA
"Savannah Beach ","Found","(summers)","",32.000215,-80.845666,"Savannah","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"River Street","General Coordinates Used","","",32.080899,-81.091203,"Savannah","GA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Binacle Bar ","General Coordinates Used","(Rear) On the Pier","",31.218286,-81.361208,"St. Simons Island","GA","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Lawn in front of Court House","Found","","",19.717564,-155.077133,"Hilo","HI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Front St. ","General Coordinates Used","along Beach Walk ","",20.915891,-156.695939,"Lahaina","HI","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Kentucky Fried Chicken","General Coordinates Used","","",21.981111,-159.371111,"Lihue","HI","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Club Jetty ","Found","T-Room (Late) nr. Kauai Surf Hotel","",21.962709,-159.350198,"Nawiliwili","HI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ala Moana Beach & Park","Found","(Dressing rooms & showers)(Days only)","",21.289969,-157.847657,"Waikiki","HI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Diamond Head ","Found","'B.A.' Beach - below lighthouse","",21.261983,-157.805999,"Waikiki","HI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hamburger Mary's ","Found","(Snacks)(Also Dirty Mary's behind)(Some SM, W)(Cruisy) (Can enter thru men's room in rear) ","2109 Kuhio",21.282673,-157.830465,"Waikiki","HI","(R),(*),(SM),(W)","Cruising Areas,Restaurant",1981,"",NA,NA,NA
"Kapiolani Beach Park","Found","","",21.269304,-157.823231,"Waikiki","HI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Kuhio Beach Park ","Found","Waikiki Beach Center Bldg. T-Rooms & showers","",21.269304,-157.823231,"Waikiki","HI","Cruisy Area,(*),(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Queens Surf Beach ","Found","","",21.26791,-157.82247,"Waikiki","HI","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"Wailuku Inn & Hale Kukui Lounge ","Found","(R & H)(Some L) ","2080 Vineyard St.",20.889146,-156.503485,"Waikiki","HI","(M),(R),(H),(L)","Cruising Areas,Restaurant,Hotel",1981,"",NA,NA,NA
"Coco's  ","General Coordinates Used","","Kalakaua & Kapiolani",21.279346,-157.829185,"Waikiki","HI","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Kalakaua Ave. ","General Coordinates Used","check out the pedicab drivers","",21.279346,-157.829185,"Waikiki","HI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Block ","Found","surrounding Idanha Hotel","",43.617211,-116.205511,"Boise","ID","Cruisy Area,(D),(PT)","Cruising Areas",1981,"",NA,NA,NA
"Kopper Kitchen ","General Coordinates Used","at Vista","I-80 ",43.615019,-116.202314,"Boise","ID","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Riverside Drive","Found","","",43.500985,-112.042787,"Idaho Falls","ID","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Snake River Falls","Found","","",43.496607,-112.043772,"Idaho Falls","ID","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Starlight Lounge","Found","Bonneville Hotel ","'C ' St.",43.49467,-112.039465,"Idaho Falls","ID","(M)","Bars/Clubs,Hotel",1981,"",NA,NA,NA
"Tautfus Park Zoo","Found","","",43.472007,-112.041336,"Idaho Falls","ID","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lewis & Clark Motel ","Found","","2nd & Main",45.678848,-111.048674,"Lewiston","ID","(M),(H)","Hotel",1981,"",NA,NA,NA
"Pioneer Park ","Found","at 3rd Ave. (AYOR WE)","5th St. ",46.419486,-117.025451,"Lewiston","ID","Cruisy Area,(AYOR),(WE)","Cruising Areas",1981,"",NA,NA,NA
"Moscow Hotel ","Found","T-Room","313 S. Main ",46.731985,-117.001911,"Moscow","ID","Cruisy Area,(AYOR)","Cruising Areas,Hotel",1981,"",NA,NA,NA
"U. of Idaho","General Coordinates Used","Classroom Center T-Room","",46.728812,-117.012608,"Moscow","ID","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Alpine Villa Townhouse","Found","","Box 456, Ketchum, Id. 83340",43.697129,-114.351717,"Sun Valley","ID","(H),(M)","Hotel",1981,"",NA,NA,NA
"Hide-a-Way Resort ","General Coordinates Used","(Boating, Camping)(E-WE) Box 524 Antiock, 111. 60002 55 m i. N.W. of Chicago","Rte. 1",42.477242,-88.09564,"Antioch","IL","(H),(R),(E),(WE)","Hotel,Restaurant",1981,"",NA,NA,NA
"Eastland Mall","Found","","",40.485947,-88.956154,"Bloomington","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","nr. Le Roy","I-74 ",40.484203,-88.993687,"Bloomington","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Jefferson St. ","General Coordinates Used","by Courthouse Square (nights)","",40.484203,-88.993687,"Bloomington","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'The Wall' ","Found","by Church at Monroe & University","",37.726089,-89.218464,"Carbondle","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Crab Orchard Lake ","Found","Cruisy john 's (Days)","",37.729264,-89.115309,"Champaign","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Illini Union ","Found","Basement T-R oom S.E. of bowling alley","",40.109413,-88.227169,"Champaign","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Belmont Rocks ","Found","S. of Belmont Ave. at lake (Summers)","",41.935181,-87.631544,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Broadway","Found","betw. Belmont & Diversey ('Drags')","",41.937072,-87.644116,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"De Paul Univ. ","Found","10th floor T-Room","",41.924189,-87.654166,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hyde Park ","Found","nr. Musuem of Sciences & Industry","",41.790573,-87.583066,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lincoln Park ","Found","'The Bushes' - along lagoon (2500 No.)","",41.92547,-87.648778,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Loyola U.","Found","Basement T-Room - Marquette Hall","",41.996143,-87.656609,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Montgomery Wards ","Found","downtown -3rd and 4th floor T-Rooms","",41.896496,-87.619679,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Oak St. Beach ","Found","nr. food stand at end of Division St.","",41.903012,-87.622839,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Town & Country ","Found","Palmer House Hotel","",41.880936,-87.627853,"Chicago","IL","(PE),(OC)","Bars/Clubs,Hotel",1981,"",NA,NA,NA
"U.I.C. ","Found","Lincoln","",41.872467,-87.649326,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U.I.C. ","Found","Douglas Hall- 2nd floor T-Room","",41.872467,-87.649326,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U.I.C. ","Found","Stevenson ","",41.872467,-87.649326,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Washington ","Found","'Bughouse Square'","",41.899273,-87.630585,"Chicago","IL","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Clark & Diversay","General Coordinates Used","","",41.878114,-87.629798,"Chicago","IL","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
