"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","geoAddress"
"San Francisco Eagle","Found","(Uniforms) (Cruisy)","398 12th St. at Harrison",37.769988,-122.413401,"San Francisco ","CA","(*),(SM),(W),(FFA),(PT)","Cruising Areas,Bars/Clubs",1982,"checked","still open: https://thesfeagle.com/",NA,NA
"San Gregorio ","Found","('B.A.' Beach)","S. on Hwy. 1",37.322999,-122.403308,"San Francisco ","CA","Cruisy Area,(*)","Cruising Areas",1982,"checked","",NA,NA
"Sausage Factory ","Found","(Hip) (Pizza - R)","517 Castro St. at 18th",37.760515,-122.434758,"San Francisco ","CA","(Hip),(R)","Restaurant",1982,"checked","Still open: https://thesausagefactorysf.com/",NA,NA
"Seawell","Found","","",37.801829,-122.400446,"San Francisco ","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Strand Theatre","Found","(balcony)","",37.779736,-122.413043,"San Francisco ","CA","Cruisy Area","Cruising Areas,Theatre",1982,"checked","Strand Theater website: https://www.act-sf.org/your-visit/our-venues/the-strand-theater/",NA,NA
"Sukker's Likkers","Found","","Polk St.",37.789641,-122.420518,"San Francisco ","CA","","Bars/Clubs",1982,"checked","Obituary of owner: https://www.sfgate.com/news/article/OBITUARY-John-Patrick-Short-3021435.php ; San Francisco Remembered post about Sukkers Likkers: https://www.facebook.com/groups/remembered/posts/928428450692340/",NA,NA
"Sukker's Likkers","Found","","Pine St.",37.789641,-122.420518,"San Francisco ","CA","","Bars/Clubs",1982,"checked","",NA,NA
"Sutter Medical Group","Found","(Walk-in emergency and general medical clinic - VD treatment & check-ups) (Open 10am - 10pm daily)","1154 Sutter St. & Market at Noe ",37.787948,-122.419504,"San Francisco ","CA","","Health Clinic",1982,"checked","",NA,NA
"Trinity Place","Found","(Good days - closes early) (just W. of Montgomery betw. Bush & Sutter Sts.)","25 Trinity Place",37.790254,-122.402611,"San Francisco ","CA","(R),(E)","Restaurant",1982,"checked","",NA,NA
"Yerba Buena Village ","Found","","Taylor & Washington ",37.794343,-122.413029,"San Francisco ","CA","(M),(R)","Restaurant",1982,"checked","Visit Yerba Buena website: https://visityerbabuena.org/",NA,NA
"'Tenderloin'","General Coordinates Used","(hustlers at Flagg Bros. 'corner')","Market St.",37.77493,-122.419415,"San Francisco ","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'Tenderloin'","General Coordinates Used","(hustlers at Flagg Bros. 'corner')","Mason St.",37.77493,-122.419415,"San Francisco ","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Cala Market ","General Coordinates Used","","18th near Diamond",37.77493,-122.419415,"San Francisco ","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Drummaster","General Coordinates Used","","11th & Folsom",37.77493,-122.419415,"San Francisco ","CA","(SM),(W)","Bars/Clubs",1982,"checked","",NA,NA
"Eighth Day ","General Coordinates Used","(Some W, SM) ","12th Decatur nr. 8th & Bryant ",37.77493,-122.419415,"San Francisco ","CA","(W),(SM)","Bars/Clubs",1982,"checked","",NA,NA
"Melvin's ","General Coordinates Used","","8th & Bryant ",37.77493,-122.419415,"San Francisco ","CA","(R)","Restaurant",1982,"checked","",NA,NA
"S.F. State U.","General Coordinates Used","(Creative Arts Bldg.)","",37.724149,-122.47994,"San Francisco ","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Spurs","General Coordinates Used","(W - neighborhood) (Large video screen) ","14th & Valencia",37.77493,-122.419415,"San Francisco ","CA","(PT),(W)","Bars/Clubs",1982,"checked","",NA,NA
"Stallion ","General Coordinates Used","","Polk at Ellis",37.77493,-122.419415,"San Francisco ","CA","","Bars/Clubs",1982,"checked","",NA,NA
"Sunrise Limousine Services ","General Coordinates Used","(415) 968-2314 or (408) 257-1113","",37.77493,-122.419415,"San Francisco ","CA","","Business",1982,"checked","",NA,NA
"The Toilet ","General Coordinates Used","(Telephone club) (415) 826-8072","",37.77493,-122.419415,"San Francisco ","CA","(P)","Bars/Clubs",1982,"checked","",NA,NA
"Watering Hole","General Coordinates Used","(W, OC) ","6th & Folsom",37.77493,-122.419415,"San Francisco ","CA","(W),(OC)","Bars/Clubs",1982,"checked","",NA,NA
"'Sin Jose'","Found","(betw. San Salvador & Santa Clara) ('Hustlers')","1st St.",37.334225,-121.889073,"San Jose","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Alum Rock Park","Found","","",37.396039,-121.801812,"San Jose","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"S.J. State U.","Found","Library (3rd floor T-Room)","",37.335691,-121.885256,"San Jose","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"S.J. State U.","Found","Journalism Bldg.","",37.335034,-121.882662,"San Jose","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"St. James Square","Found","(Late nights) (W. side)","",37.338702,-121.891469,"San Jose","CA","Cruisy Area,(*)","Cruising Areas",1982,"checked","",NA,NA
"Town Theatre on The Alameda","Found","(Back rows*)","",37.333226,-121.914443,"San Jose","CA","Cruisy Area,(*)","Cruising Areas,Theatre",1982,"checked","",NA,NA
"Toyon ","Found","(Disco) (see ad. pg. 352)","Sunnyvale Rd.",37.30793,-121.97821,"San Jose","CA","(L),(D),(*)","Bars/Clubs",1982,"checked","",NA,NA
"Valley Fair Shopping Center","Found","(AYOR)","",37.325566,-121.945,"San Jose","CA","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","Valley Fair website: https://www.westfield.com/valleyfair",NA,NA
"Sunrise Limousine Service","General Coordinates Used","(408) 257-1113 or (415) 968-2314","",37.338208,-121.886329,"San Jose","CA","","Business",1982,"checked","",NA,NA
"Journey's Inn","Found","(Beer & Wine) (Disco D - Thur. thru Sun.*) (Cl. midnight other nights) ","2115 Broad St.",35.270792,-120.657805,"San Luis Obispo","CA","(R),(D),(*)","Restaurant",1982,"checked","",NA,NA
"Laguna Lake Park","Found","(at dusk)","",35.269934,-120.681721,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Pirates Cove 'B.A.' Beach","Found","(left turn off Avila)","",35.175962,-120.715886,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Santa Rosa Park","Found","","",35.290058,-120.66414,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Beach Rd.","General Coordinates Used","(then up hill before oil tanks)","",35.282752,-120.659616,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Cal 'Poly' ","General Coordinates Used","(Fine Arts Bldg. T-Room)","",35.305005,-120.662494,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'Hitch-hikers' ","Found","(on US 101 nr. State St.) (afternoons)","",34.415519,-119.693381,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Alameda Plaza","Found","(AYOR)","",34.428288,-119.705983,"Santa Barbara","CA","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"East Beach ","Found","(B.A.)","",34.415256,-119.676353,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Mar Mesa Beach","Found","","",34.41713,-119.787935,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Summerland Beach ","Found","(AYOR)","",34.420158,-119.602004,"Santa Barbara","CA","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"U.C.S.B","Found","Phelps Hall T-Room & Old Showers (evenings)","",34.416131,-119.844643,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"U.C.S.B","Found","(South Hall - 2nd floor T-Room)","",34.413849,-119.847592,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","(N. of Goleta, just before tunnel)","",34.420831,-119.69819,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Devereux Dunes","General Coordinates Used","U.C.S.B.","",34.420831,-119.69819,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Greyhound Bus Depot ","General Coordinates Used","","",34.420831,-119.69819,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Capitola Beach T-Rooms","Found","","",36.971617,-121.951626,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Cooper House","Found","Pacific Garden Mall","",36.9759,-122.025402,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Municipal Wharf","Found","(beneath pier)","",36.961544,-122.021898,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Muscle Beach & Pirates Cove","Found","","",33.985382,-118.472509,"Santa Monica","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","(U.S. 101, N. of Malibu)","",34.019454,-118.491191,"Santa Monica","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Flip Side","Found","","3710 Stoney Point at Todd",38.440429,-122.714055,"Santa Rosa","CA","(L),(D),(PT)","Bars/Clubs",1982,"checked","",NA,NA
"Canyon Room","Found","(Liquor)","13625 Moorpark at Woodman",34.150525,-118.430512,"Sherman Oaks","CA","(R),(D)","Restaurant",1982,"checked","Now known as The Oaks Tavern: https://www.theoakstavern.com/liquor-menu/",NA,NA
"Rush Inn","General Coordinates Used","","2006 Santa Anita at Rush",34.051955,-118.046734,"South El Monte","CA","(PT)","Hotel,Bars/Clubs",1982,"checked","",NA,NA
"Adult Book Store","General Coordinates Used","(24 hrs)","5400 blk. of Franklin Blvd. at Fruitridge",38.581572,-121.4944,"South Sacramento","CA","(M)","Book Store",1982,"checked","",NA,NA
"Bear Pen ","Found","(Squaw Valley)","",39.199211,-120.229638,"Squaw Valley","CA","(M),(R)","Bars/Clubs,Restaurant",1982,"checked","Notes the following: (See also Lake Tahoe, Nevada); This  is what the locals call Mountain Mike's Sports: https://www.gotahoenorth.com/listing/mountain-mikes-sports/ ",NA,NA
"Eden Square ","Found","","",37.962123,-121.291604,"Stockton","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Montgomery Ward's ","Found","(Pacific Ave.)","",37.999342,-121.313195,"Stockton","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Oak Park","Found","","",37.983382,-121.293016,"Stockton","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Fremont Park","General Coordinates Used","(opp. P.O.)","",37.957702,-121.29078,"Stockton","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Oxwood Inn","Found","(Many L) (Liquor)","13713 Oxnard at Woodman",34.179615,-118.431875,"Van Nuys","CA","(L),(D),(PT),(*)","Hotel,Bars/Clubs",1982,"checked","",NA,NA
"Ocean Park","Found","(parking lot & T-Room)","",34.003926,-118.481435,"Venice","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Venice beaches","Found","(parking lot & T-Room)","",33.993258,-118.480598,"Venice","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Esplanade Shopping Center","Found","(Upstairs T-Room)","",34.234554,-119.177285,"Ventura","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Pussycat Theatre","Found","(Late afternoon)","",34.279672,-119.288907,"Ventura","CA","Cruisy Area","Cruising Areas,Theatre",1982,"checked","Known as the Mayfair Theatre: http://cinematreasures.org/theaters/2328",NA,NA
"The Pier","Found","(Late afternoons)","",34.275802,-119.290601,"Ventura","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Melrose Ave.","General Coordinates Used","(around Drake Theatre)","Melrose Ave.",34.090009,-118.361744,"West Hollywood","CA","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Adult Book Store","General Coordinates Used","(24 hrs)","400 blk. of W. Capitol Ave.",38.580461,-121.530234,"West Sacramento","CA","(M)","Book Store",1982,"checked","",NA,NA
"Vip's ","General Coordinates Used","","Off I-5 exit",41.735419,-122.634471,"Yreka","CA","(M),(R),(AH)","Restaurant",1982,"checked","",NA,NA
"Paragon ","Found","(Very M) (Disco)","Hyman St. Mall",39.188675,-106.81932,"Aspen","CO","(M),(D)","Bars/Clubs",1982,"checked","",NA,NA
"Hyman St. Mall","General Coordinates Used","","",39.191098,-106.817539,"Aspen","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Pearl St. Mall","Found","","",40.017662,-105.27971,"Boulder","CO","Cruisy Area","Cruising Areas",1982,"checked","Still opened: https://boulderdowntown.com/",NA,NA
"Bunk House","Found","(Ski resort-guest house)","(303) 453-6475",39.52572,-106.046361,"Breckenridge ","CO","(*),(H),(W),(YC)","Hotel",1982,"checked","",NA,NA
"Acacia Park","Found","","",38.837355,-104.822445,"Colorado Springs","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Denny's ","Found","","I-25 at Bijou",38.849248,-104.860657,"Colorado Springs","CO","(M),(R),(C),(AH)","Restaurant",1982,"checked","",NA,NA
"Cheeseman Park","Found","","",39.733468,-104.964417,"Denver","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"City Park","Found","(E. end of Colorado)","",39.747635,-104.940835,"Denver","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"The Kitchen ","Found","","Colfax at Race",39.739805,-104.963681,"Denver","CO","(R),(M)","Restaurant",1982,"checked","",NA,NA
"'Hitch-Hikers' on E. Colfax","General Coordinates Used","(carrying a newspaper rolled up)","",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Reed's","General Coordinates Used","(Open 24 hrs.)","8th & Speer",39.739236,-104.990251,"Denver","CO","(M),(R)","Restaurant",1982,"checked","",NA,NA
"Main Mall","Found","(Days)","",37.272956,-107.881675,"Durango","CO","Cruisy Area","Cruising Areas",1982,"checked","Still operating: https://www.downtowndurango.org/biz/toys/main-mall",NA,NA
"F.C.H.A.G.","General Coordinates Used","(Social organ.)","P.O. Box 2334 Durango, CO 81301 ",37.27528,-107.880067,"Durango","CO","","Community Center/Support Group",1982,"checked","",NA,NA
"Main Ave. betw. 7th and 9th","General Coordinates Used","(W. side) (nights)","",37.27528,-107.880067,"Durango","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Hawthorne & Lincoln ","Found","(Cl. 12 midnight)","",39.075019,-108.544832,"Grand Junction ","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Island Grove Park","Found","(nr. T-Rooms)","",40.438617,-104.702579,"Greeley","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"U. of N. Colorado ","Found","(Top floor T-Rooms)","",40.40328,-104.700231,"Greeley","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Mineral Palace Park","Found","(T-Rooms)","",38.28112,-104.607067,"Pueblo","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Movie City ","Found","(Northern Ave.)","",38.254447,-104.609141,"Pueblo","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Pueblo Mall","Found","(T-Rooms)","",38.302551,-104.608073,"Pueblo","CO","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Slope ","Found","(Top of Bridge St.)","",39.640264,-106.374195,"Vail","CO","(M),(YC)","Bars/Clubs",1982,"checked","",NA,NA
"'Rest Stops' on I-95","General Coordinates Used","(nr. Darien, Milford & Fairfield)","",41.179226,-73.189438,"Bridgeport","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"West Farms Mall","Found","","",41.722862,-72.763237,"Farmington","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Bushnell Park","Found","(AYOR)","",41.765134,-72.679236,"Hartford","CT","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"Civic Center","Found","","",41.768442,-72.67696,"Hartford","CT","Cruisy Area","Cruising Areas",1982,"checked","Now known as XL Center: https://www.xlcenter.com/",NA,NA
"Constitution Plaza","Found","","",41.766818,-72.67035,"Hartford","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Union Station ","Found","","",41.769033,-72.682005,"Hartford","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'The Dikes'","General Coordinates Used","","East-West Service Rd. off I-91 N.",41.763964,-72.667475,"Hartford","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'The Loop'","General Coordinates Used","","Spring, Myrtle & Garden Sts. nr. Asylum St.",41.763964,-72.667475,"Hartford","CT","Cruisy Area,(*)","Cruising Areas",1982,"checked","",NA,NA
"Body Shop","General Coordinates Used","(No booze) (Juice bar AH) ","Behind Collectables ",41.763964,-72.667475,"Hartford","CT","(AH)","Restaurant",1982,"checked","probably a gym",NA,NA
"Gay Switchboard ","General Coordinates Used","(203) 522-5575","",41.763964,-72.667475,"Hartford","CT","","Hotline",1982,"checked","",NA,NA
"'The Glens'","General Coordinates Used","('Rest Stop' on Rte. 15, 1 mi. S of Jct. 1-91) (AYOR)","",41.538154,-72.807043,"Meriden","CT","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"Burritt Hotel Bar & T-Room W. Main & Washington ","Found","","",41.667853,-72.783282,"New Britain ","CT","Cruisy Area","Cruising Areas,Hotel",1982,"checked","National Registered as a Historical Place: https://www.hmdb.org/m.asp?m=41440",NA,NA
"Walnut Hill Park","Found","(Veteran's Monument)","",41.661945,-72.793227,"New Britain ","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Chapel St. from York to Ark","General Coordinates Used","","",41.308274,-72.927883,"New Haven","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Howard Johnson's Truck Stop off I-95","General Coordinates Used","(all thru Conn.)","",41.308274,-72.927883,"New Haven","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Long Wharf Truck Stop off I-95","General Coordinates Used","","",41.308274,-72.927883,"New Haven","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Frank's Place","Found","(R - Thurs & Fri only)","9 Tilley St. at Bank",41.351747,-72.097227,"New London","CT","(OC),(R)","Restaurant",1982,"checked","Now listed as closed on Google",NA,NA
"Y.M.C.A.","General Coordinates Used","('Bunk Room' Downtown)","",41.355654,-72.099521,"New London","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'Rest Stop' on Rte. 15","General Coordinates Used","(Wilbur Cross Pkwy - E.)","",41.278637,-73.026528,"Orange","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Cove Island Beach","Found","","",41.04695,-73.505113,"Stamford","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Railroad Station T-Rooms","Found","","",41.04703,-73.542145,"Stamford","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"West Farms Mall","Found","","",41.723086,-72.762124,"W. Hartford","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Library Park","Found","","",41.554031,-73.045324,"Waterbury","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Sherwood Isle St. Park","Found","(E. beach - far end) (Summers) ","I-95, exit 18",41.116614,-73.332136,"Westport","CT","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"'The Dunes'","Found","('B.A.' Beach about 1 mi. N. of parking lot at Henlopen St. Park)","",38.784166,-75.098322,"Rehoboth Beach","DE","Cruisy Area","Cruising Areas",1982,"checked","Trail located around Cape Henlopen State Park: https://www.theoutbound.com/delaware/hiking/hike-the-walking-dunes-trail",NA,NA
"Renegade ","Found","(Disco) ","Hwy. 1 at Rehoboth Ave.",38.707189,-75.080788,"Rehoboth Beach","DE","(*),(R),(YC),(D)","Restaurant",1982,"checked","",NA,NA
"Carpenters Beach","General Coordinates Used","(below S. end of Boardwalk at foot of Queen St., just N. of Silver Lake)","",38.720945,-75.076014,"Rehoboth Beach","DE","(*),Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Market & King Sts.","General Coordinates Used","(betw. 8th & 10th)","",39.744655,-75.548391,"Wilmington ","DE","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Square opp. Hotel duPont ","General Coordinates Used","","",39.744655,-75.548391,"Wilmington ","DE","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Studio 21","General Coordinates Used","(Cruisy)","805 N. Union at 8th",39.752501,-75.571118,"Wilmington ","DE","(*),(YC),(D)","Cruising Areas,Bars/Clubs",1982,"checked","",NA,NA
"'P' St. Beach","General Coordinates Used","(AYOR)","",38.904834,-77.062477,"Georgetown","DC","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"Exile","Found","(Disco) (Some W, levis, FFA) (Sun. buffet - C-AH-WE)","953 9th St. N.W. at New York Ave.",38.901343,-77.023983,"Washington ","DC","(*),(D),(W),(FFA),(C),(AH),(WE)","Bars/Clubs",1982,"checked","",NA,NA
"Georgetown U.","Found","(Student Union (Main floor) T-Rooms)","",38.899932,-77.047203,"Washington ","DC","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Piccolo's ","Found","(Sun. brunch) (R-Breakfast after midnight WE) (Plans more)","322 8th St. N.W. at 'D'",38.894968,-77.023221,"Washington ","DC","(E),(R),(WE)","Bars/Clubs,Restaurant",1982,"checked","",NA,NA
"'Black Forest'","General Coordinates Used","((walking area under bridge at 27th & Pennsylvania N.W.) (AYOR)","",38.907192,-77.036871,"Washington ","DC","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"'The Block'","General Coordinates Used","(from 30th to 31st, betw. 'O' & Dumbarton)","",38.907192,-77.036871,"Washington ","DC","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Canal & 'K' Sts. N.W.","General Coordinates Used","(AYOR)","",38.907192,-77.036871,"Washington ","DC","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"Friendly Models ","General Coordinates Used","(Escorts, etc.)","(202) 861-0430",38.907192,-77.036871,"Washington ","DC","","Escort Services",1982,"checked","",NA,NA
"Friends","General Coordinates Used","","21st & 'P' St. N.W.",38.907192,-77.036871,"Washington ","DC","(R),(E),(*)","Restaurant",1982,"checked","",NA,NA
"Georgetown U.","General Coordinates Used","(G.T. Walsh. Bldg. (3rd & 4th floor) Gym)","",38.899715,-77.048599,"Washington ","DC","Cruisy Area","Cruising Areas,Gymnasium",1982,"checked","",NA,NA
"Hideaway ","General Coordinates Used","(Downstairs) (Tired)","9th & Pennsylvania ",38.907192,-77.036871,"Washington ","DC","(D),(OC)","Bars/Clubs",1982,"checked","",NA,NA
"M.C.T. ","General Coordinates Used","Gay Synagogue ","(202) 547-4562",38.907192,-77.036871,"Washington ","DC","","Religious Institution",1982,"checked","",NA,NA
"National Theatre","General Coordinates Used","(2nd floor T-Room)","",38.907192,-77.036871,"Washington ","DC","Cruisy Area","Cruising Areas,Theatre",1982,"checked","",NA,NA
"New York Ave.","General Coordinates Used","(betw. 10th & 13th Sts) ('Hustlers')","",38.907192,-77.036871,"Washington ","DC","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Spring & Tyson Corner Malls","General Coordinates Used","","",38.907192,-77.036871,"Washington ","DC","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"The Stables","General Coordinates Used","(Escorts)","(202) 387-7300",38.907192,-77.036871,"Washington ","DC","","Escort Services",1982,"checked","",NA,NA
"Wisconsin Ave.","General Coordinates Used","('hitch-hikers')","",38.907192,-77.036871,"Washington ","DC","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Spanish River Park","Found","","",26.383382,-80.114047,"Boca Raton","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Fischer Park","Found","","",28.344686,-80.608667,"Cocoa Beach","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Lori Wilson Park","Found","","",28.337142,-80.609485,"Cocoa Beach","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Merritt Sq. Mall","Found","(T-Rooms - Merritt Island)","",28.35484,-80.685779,"Cocoa Beach","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Boardwalk & beach in front","Found","","",29.224086,-81.00469,"Daytona Beach","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Der Keller","Found","(Beach bar) (Days)","On the Boardwalk ",29.224086,-81.00469,"Daytona Beach","FL","(M)","Bars/Clubs",1982,"checked","",NA,NA
"Beach & street opp. Marlin Beach Hotel","Found","(AYOR)","",26.122438,-80.104137,"Ft. Lauderdale","FL","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"Copa","Found","(Disco) (Liquor) (Open until 3am) (3 bars - The Pits in back) (Some W) (& Wiz Boutique nr. front door)","624 S.E. 28th St. at US 1",26.089023,-80.135092,"Ft. Lauderdale","FL","(*),(YC),(D),(PT),(W)","Bars/Clubs",1982,"checked","",NA,NA
"Grenell Arms","Found","(Dirty & scruffy)","2926 Cortez at Ocean",26.121535,-80.105619,"Ft. Lauderdale","FL","","Bars/Clubs",1982,"checked","",NA,NA
"Stranahan Beach Park","Found","(AYOR)","",26.121747,-80.142684,"Ft. Lauderdale","FL","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",NA,NA
"Trader Tom's Clothing ","Found","(Marlin Beach Hotel)","",26.122482,-80.104322,"Ft. Lauderdale","FL","","Hotel,Bars/Clubs",1982,"checked","I found the Marlin Beach Hotel address on Facebook: https://www.facebook.com/MarlinBeachHotel/about/?ref=page_internal",NA,NA
"Chic Escorts ","General Coordinates Used","(305) 431-2441","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Escort Services",1982,"checked","",NA,NA
"Eros Book Store Broward","General Coordinates Used","","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Book Store",1982,"checked","",NA,NA
"Helen's Hole","General Coordinates Used","(Bar at Gym - Club Lauderdale)","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Bars/Clubs,Gymnasium",1982,"checked","",NA,NA
"Jaysbirds Toybox","General Coordinates Used","(Erotica)","On the patio in Tacky's ",26.122439,-80.137317,"Ft. Lauderdale","FL","","Erotic Shop",1982,"checked","",NA,NA
"Southernmost Escorts","General Coordinates Used","(305) 371-5303","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Escort Services",1982,"checked","",NA,NA
"City Park","Found","","",26.635079,-81.86723,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Jud Park","Found","","",26.672987,-81.8999,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Sanibel Island 'B.A.' beach","Found","(Park at Bowman's Beach, turn R. at Water, walk 1-2 miles.)","",26.460869,-82.152684,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Sunset Park","Found","","",26.622007,-81.875702,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Wayside Park","Found","","",30.393574,-86.590793,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"Kiwanis Park","General Coordinates Used","","",30.420071,-86.617031,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"U. of Fla.","Found","Library East (2nd floor)","",29.650939,-82.341786,"Gainesville","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
"U. of Fla.","Found","Little Hall","",29.648843,-82.340714,"Gainesville","FL","Cruisy Area","Cruising Areas",1982,"checked","",NA,NA
