"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","2nd Ave. & E. 93rd St.","","Manhattan","NY","(B)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","Christopher nr. Hudson","","Greenwich Village","NY","(*)","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"Found","Christopher nr. Hudson","","Greenwich Village","NY","(D),(G),(*)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","597-6162 Cherry Grove","","Fire Island","NY","(H)","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","597-6162 Cherry Grove","","Fire Island","NY","(H)","Hotels",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","especially at corner of West St.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","especially at corner of West St.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Some G) (May be closing or moving) Main St. (Route 5)","","Utica","NY","(YC),(D),(G),(*)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","Broadway at 49th St.","","Midtown","NY","","Theatre",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","(S)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","(inquire locally)","","Manhattan","NY","","Baths",1970,"",NA,NA,NA,NA,NA,NA
"Found","1st Ave. at 1st St.","","Manhattan","NY","","Baths",1971,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","E. 45th St. bet. 1st & 2nd Ave.","","Manhattan","NY","(D),(*)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","E. 45th St.  bet. 1st & 2nd Aves.","","Manhattan","NY","(D),(B)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","E North at Michigan","","Buffalo","NY","(D),(*)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","E Noth at Michigan ","","Buffalo","NY","(D),(YC),(*)","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"Found","E. North at Michigan","","Buffalo","NY","(D),(YC),(*)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Montauk Hwy.","","East Hampton","NY","(D)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (Open all year) Montauk Hwy.","","East Hampton","NY","(D)","Bars/Clubs",1980,"Hamptons long island",NA,NA,NA,NA,NA,NA
"Found","Eliot at Metropolitan","","Maspeth","NY","","Bars/Clubs",1973,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Country store& organic food farm- friendly place for local info.) Upper Franklin Falls Rd.","","Bloomingdale","NY","","Business",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Country store & organic food farm- friendly place for local info) Upper Franklin Falls Rd.","","Bloomingdale","NY","","Business",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Resort- swim pool) Route 28- (914) 254-9897","","Pine HIll","NY","(H)","Hotels",1977,"Ulster County",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 27-A","","Blue Point","NY","(R)","Restaurant,Bars/Clubs",1977,"Long Island",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Syracuse","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","'Fuzz' posing as hustlers","","Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","'Fuzz' posing as hustlers","","Syracuse","NY","(AYOR),Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","'Fuzz' posing as 'Hustlers'","","Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","'Fuzz' posing as hustlers","","Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) Broadway at 95th","","Manhattan","NY","(D)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","('Your Bar') Route 9W, 2 mi. south of Nyack","","Piermont","NY","(YC),(D),(*)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","('Your Bar') Route 9W, 2 mi. So. of Nyack","","Piermont","NY","(YC),(D),(*)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","('Your Bar') Rt. 9W, 2 mi. S. of Nyack","","Piermont","NY","(YC),(D),(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 9W, 2mi. S. of Nyack","","Piermont","NY","(YC),(D),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rte. 9W, 2 mi. So. of Nyack","","Piermont","NY","(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (WE*) Rte. 9W, 4 mi. S. of Nyack nr. jct. Orangeburg Rd.","","Nyack","NY","(YC),(D),(WE),(*)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Resort) (Disco) (Some S) N.Y. thruway exit 16 Call 783-7752","","Monroe","NY","(H),(D),(R),(S)","Hotels,Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Resort) (Disco) (Some G) N.Y. Thruway, exit 16","","Monroe","NY","(WE),(H),(D),(G),(R)","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Resort) (Some L) N.Y. Thruway, exit 16","","Monroe","NY","(D),(WE),(H),(L),(R)","Hotels,Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"Found","Hotel Hilton Montgomery & Harrison","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1971,"",NA,NA,NA,NA,NA,NA
"Found","(Hilton Hotel) Montegomery & Harrison","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1973,"",NA,NA,NA,NA,NA,NA
"Found","Hilton Hotel Montgomery & Harrison","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1974,"",NA,NA,NA,NA,NA,NA
"Found","Milton Hotel Montgomery & Harrison","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1975,"",NA,NA,NA,NA,NA,NA
"Found","Hilton Hotel Montgomery & Harrison","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1972,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Holbrook Rd., S. of L. I. Expressway, exit 61","","Holbrook","NY","(YC),(D),(*)","Bars/Clubs",1973,"Long Island",NA,NA,NA,NA,NA,NA
"Found","52nd St & 8th Av","","Manhattan","NY","","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Holbrook (Patchoque) Rd., S. of L.I. Expressway, Exit G1","","Holbrook","NY","(YC),(D),(*)","Bars/Clubs",1974,"Long Island",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Rochester","NY","Cruisy Area,(HOT)","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","at Ramada Inn","","Binghamton","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","at Ramada Inn","","Binghamton","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Bars/Clubs,Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Some G) Box 429, E. Hampton","","East Hampton","NY","(H),(G)","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) 15th & 9th Ave.","","Greenwich Village","NY","(P),(YC),(D)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Snacks) The Pines","","Fire Island","NY","(R)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Snacks) The Pines","","Fire Island","NY","(R)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"Found","Margaret & Court Sts.","","Plattsburg","NY","(M),(H)","Hotels",1977,"",NA,NA,NA,NA,NA,NA
"Found","Margaret & Court St.","","Plattsburg","NY","(H),(M)","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"Found","Margaret & Court St.","","Plattsburg","NY","(M),(H)","Hotels",1980,"",NA,NA,NA,NA,NA,NA
"Found","Margaret & Court Sts.","","Plattsburg","NY","(M),(H)","Hotels",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(see 'New Danny's')","","Greenwich Village","NY","(*)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","(T-Room) Main & Swan","","Buffalo","NY","(M),(RT),(AH),(R),Cruisy Area","Cruising Areas,Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"Found","(T-Room) Main & Swan","","Buffalo","NY","Cruisy Area,(M),(RT),(R),(AH)","Cruising Areas,Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"Found","E. 70th at 2nd Ave.","","Manhattan","NY","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (WE*) 5 mi. N.E. of town on 9W","","New Paltz","NY","(M),(YC),(D),(PT),(WE),(*)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (WE*) Across Hudson River then 5 mi. So. on 9W in West Park","","Poughkeepsie","NY","(YC),(D),(PT),(WE),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Niagra Falls Blvd.","","Amherst","NY","(M),(R),(C),(AH)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Best late) Judo Falls Rd.","","Ithaca","NY","(M)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(back room) on Wilder St.","","Rochester","NY","(D),(*)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","100 block State St.","","Rochester","NY","(*)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","100 block State St.","","Rochester","NY","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Niagara Falls","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Niagara Falls","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Rochester","NY","Cruisy Area,(HOT)","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","21st St. at 10th Ave.","","Greenwich Village","NY","(SM),(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","21st St. & 11th Ave.","","Greenwich Village","NY","(SM),(*)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","21st St. & 11th Ave.","","Greenwich Village","NY","(SM),(*)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","21st St. & 11th Ave.","","Greenwich Village","NY","(SM),(*)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","21st St. at 11th Ave.","","Greenwich Village","NY","(SM),(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Sunday brunch and (D) 6 to 11) 21st Street at 11th Avenue","","Greenwich Village","NY","(SM),(*),(D)","Bars/Clubs,Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Sunday brunch & (D)- 6-11 p.m.) 21st St. at 11th Ave.","","Greenwich Village","NY","(SM),(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Some OC) 12th St & 11th Ave.","","Greenwich Village","NY","(SM),(OC)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","21st St. at 10th Ave.","","Greenwich Village","NY","(SM)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","(Some OC) (WE*) 21st St. at 11th Ave.","","Greenwich Village","NY","(SM),(OC),(WE),(*)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","19th nr 5th Av","","Manhattan","NY","(*)","Bars/Clubs",1965,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 9W, betw. Mr. G's and Fran Bell's","","Nyack","NY","(G),(D)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 9W, betw, Mr. G's & Fran Bell's","","Nyack","NY","(G),(D)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 9W","","Nyack","NY","(G),(D)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Mr. G's) Route 9 W","","Nyack","NY","(R),(D)","Restaurant",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Montauk Hwy","","East Hampton","NY","(D),(*)","Bars/Clubs",1978,"Long Island",NA,NA,NA,NA,NA,NA
"Found","(Southern R) 2nd Ave. at 11th St.","","Greenwich Village","NY","(R),(M)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Sag Harbor Tpke.","","Bridgehampton","NY","(G),(D),(*)","Bars/Clubs",1978,"Long Island",NA,NA,NA,NA,NA,NA
"Found","inquire loacally","","Plattsburg","NY","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","Inquire Locally","","Plattsburg","NY","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","Inquire locally","","Plattsburg","NY","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","Inquire locally","","Plattsburg","NY","","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","(theatre) Between 6th & 7th on 51st St.","","Manhattan","NY","","Theatre",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montaque off Hicks","","Brooklyn","NY","(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","weekend resort in the Catskills","","South Fallsburg","NY","(H)","Hotels",1970,"",NA,NA,NA,NA,NA,NA
"Found","(Park Manor Plaza) Hopper Road (Endicott-Endwell)","","Binghamton","NY","(M),(YC),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Park Manor Plaza) Hooper Rd. (Endicott- Endwell)","","Binghamton","NY","(M),(YC),(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Very M) Park Manor Plaza Hooper Rd. (Endicott-Endwell)","","Binghamton","NY","(M),(YC)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Some L) Rte. 284","","Westtown","NY","(M),(R),(E),(L)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) 3rd Ave. & 81st St.","","Manhattan","NY","(D),(R)","Restaurant",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Kew Gardens","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","Middle Rd. & Foster","","Sayville","NY","","Bars/Clubs",1970,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Middle Rd. & Foster","","Sayville","NY","(M)","Bars/Clubs",1971,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Middle Rd. & Foster","","Sayville","NY","(M)","Bars/Clubs",1972,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Middle Rd. & Foster","","Sayville","NY","(M)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","(Go right)","","South Hampton","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 9 W","","Nyack","NY","(R),(*)","Restaurant",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 9W","","Congers","NY","(R),(D),(*)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Holiday Harbor Complex","","Lake Placid","NY","(M),(R)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Holiday Harbor Complex","","Lake Placid","NY","(M),(R)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Holiday Harbor Complex","","Lake Placid","NY","(M),(R)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"Found","W. 10th at 7th Ave.","","Greenwich Village","NY","","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Many B) (Disco) W. 10th at 7th Ave.","","Greenwich Village","NY","(B),(D)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","(""Jocks"") (Endicott-Endwell)","409 Hooper Road","Binghamton","NY","(M)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Montauk Hwy.","","East Hampton","NY","(D)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Tel."" 924-4036","","Greenwich Village","NY","","Organizations",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area,(HOT),(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Rochester","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Rochester","NY","Cruisy Area,(HOT)","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","19th St., bet. 5th & 6th Aves.","","Greenwich Village","NY","(G)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","19th St. bet. 5th & 6th Aves.","","Greenwich Village","NY","(G),(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","","2850 Braodway","Manhattan","NY","(M),(YC)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","(Tangerine Goldfarb) 7th Ave. at Bleecker","","Greenwich Village","NY","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","7th Ave. at Bleecker","","Greenwich Village","NY","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","Lexington at 28th St.","","Manhattan","NY","(R)","Restaurant",1971,"",NA,NA,NA,NA,NA,NA
"Found","Lexington Ave. at 28th St.","","Manhattan","NY","(R)","Restaurant",1972,"",NA,NA,NA,NA,NA,NA
"Found","5th Av & 55th St","","Manhattan","NY","(M),(PE)","Bars/Clubs,Hotels",1966,"",NA,NA,NA,NA,NA,NA
"Found","5th Av at 55th St.","","New York City","NY","(M),(PE)","Bars/Clubs,Hotels",1968,"",NA,NA,NA,NA,NA,NA
"Found","5th Ave at 55th St.","","Manhattan","NY","(M),(PE)","Bars/Clubs,Hotels",1969,"",NA,NA,NA,NA,NA,NA
"Found","55th St & 5th Av","","Manhattan","NY","(PE)","Bars/Clubs,Hotels",1965,"",NA,NA,NA,NA,NA,NA
"Found","Henry & Clark Sts.","","Brooklyn Heights","NY","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","Henry & Clark","","Brooklyn Heights","NY","","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Midtown","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Midtown","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","Washington & Genesee","","Syracuse","NY","(M),(R)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (Some L) Depot St. behind Old R.R. Station","","Saranac Lake","NY","(M),(YC),(D),(*),(L)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","between 6th & 7th Avenues","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","bet. 6th & 7th Aves.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","betw. 6th & 7th Aves.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","betw. 6th & 7th Aves.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","betw. 6th & 7th Aves.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","betw. 6th & 7th Sts.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","betw. 6th & 7th Sts.","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","between 6th and 7th","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","betw. 6th & 7th","","Greenwich Village","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Binghamton","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","on Central Ave.","","Albany","NY","(M)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","(around corner, behind the Tool Box) West St. at Jane","","Greenwich Village","NY","(P)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","(after hours) Main & Hamilton","","Poughkeepsie","NY","(M),(R),(C)","Restaurant",1974,"",NA,NA,NA,NA,NA,NA
"Found","Main & Hamilton","","Poughkeepsie","NY","(M),(R),(C),(AH)","Restaurant",1975,"",NA,NA,NA,NA,NA,NA
"Found","Main & Hamilton ","","Poughkeepsie","NY","(M),(R),(C),(AH)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA
"Found","Main & Hamilton","","Poughkeepsie","NY","(M),(R),(C),(AH)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"Found","Main & Hamilton","","Poughkeepsie","NY","(M),(R),(C),(AH)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"Found","Main & Hamilton","","Poughkeepsie","NY","(M),(R),(C),(AH)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Hwy.","","East Hampton","NY","","Bars/Clubs",1978,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (Open all year) Montauk Hwy.","","East Hampton","NY","(D)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Hwy.","","East Hampton","NY","","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","3rd Av at 82nd St.","","New York City","NY","","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","(after hours- no booze- had trouble) W. 4th St. at Sheridan Sq.","","Greenwich Village","NY","(YC)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","8th Avenue at 46th Street","","Midtown","NY","(RT)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","Hillside Ave. & Parsons","","Queens","NY","","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) (Some B) Hillside Ave. at Parsons","","Jamaica","NY","(D),(B)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Queens","NY","","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","Ave. 'A' bet. 10th & 11th Sts.","","Greenwich Village","NY","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Jct. I-87 & N.Y. 3","","Plattsburg","NY","(M)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Jct. 1-87 & N.Y. 3","","Plattsburg","NY","(M)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Rentals) 597-6911 Cherry Grove","","Fire Island","NY","","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(S)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(S)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","Cherry Grove","","Fire Island","NY","(S)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) (Some G) Cherry Grove","","Fire Island","NY","(D),(S),(G),(*)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
