ID2,title,streetaddress,unclear_address,description,city,state,amenityfeatures,type,unclear type or question,notes,Year,Last Modified
85,Flagstaff Lesbian & Gay,,checked,527-3366,Flagstaff,AZ,,Info Lines & Services,,,1995,4/25/2023 9:22pm
90,Thorp Park,,checked,(AYOR),Flagstaff,AZ,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
92,London Bridge,,checked,(is going down!),Lake Havasu City,AZ,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
95,Reed & Pioneer Park,,checked,(AYOR),Mesa,AZ,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
97,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Phoenix,AZ,,Info Lines & Services,,,1995,4/25/2023 9:22pm
98,Gay Helpline,,checked,"265-1102, 7pm-midnight Tues-Sat",Phoenix,AZ,,Info Lines & Services,,,1995,4/25/2023 9:22pm
100,Lesbian/Gay Switchboard,,checked,"234-2752/0873 (TDD), 10am-10pm",Phoenix,AZ,,Info Lines & Services,,,1995,4/25/2023 9:22pm
130,Arizona Office of Tourism,,checked,542-8687,Phoenix,AZ,,Travel/Tour Operators,,,1995,4/25/2023 9:22pm
153,Sacred Sedona,,checked,204-2422 2rms,Sedona,AZ,(MW),Accommodations,,,1995,4/25/2023 9:22pm
155,Park,,checked,at Red Rock Crossing (way back),Sedona,AZ,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
157,Papago Park,,checked,southern part (AYOR),Tempe,AZ,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
158,West side of Mill Ave.,,checked,(by the Coffee Plantation)  (AYOR),Temecula,AZ,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
159,City Park,,checked,(AYOR),Tombstone,AZ,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
160,AA Gay/Lesbian,,checked,"624-4183 (AA#) 8pm Mon, Th-Fri",Tucson,AZ,,Info Lines & Services,,,1995,4/25/2023 9:22pm
161,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Tucson,AZ,,Info Lines & Services,,,1995,4/25/2023 9:22pm
169,Congress Tap Room,,checked,(inside Hotel Congress) 11am-1am,Tucson,AZ,"(GF),(NH),(OC)",Bars,,,1995,4/25/2023 9:22pm
182,Joe Henry Park,,checked,(AYOR),Yuma,AZ,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
187,"Gardener's Cottage, The",,checked,"253-9111/ (800)833-3394 priv. country cottage for 2, jacuzzi, seasonal",Eureka Springs,AR,(GF),Accommodations,,,1995,4/25/2023 9:22pm
201,AA Live & Let Live Group,,checked,"521-5260, 7:30pm Mon, 5pm Sat",Fayetteville,AR,,Info Lines & Services,,,1995,4/25/2023 9:22pm
205,Flat Rock Beach,,checked,mixed crowd but fun,Fayetteville,AR,"Cruisy Area,(N)",Cruising Areas,,,1995,4/25/2023 9:22pm
206,Lake Fayetteville,,checked,(AYOR),Fayetteville,AR,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
209,3rd & Garrison Sts.,,checked,(AYOR),Ft. Smith,AR,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
211,De Soto Park,,checked,(AYOR),Hot Springs,AR,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
212,AA Gay/Lesbian,,checked,664-7303 (AA#),Little Rock,AR,,Info Lines & Services,,,1995,4/25/2023 9:22pm
213,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Little Rock,AR,,Info Lines & Services,,,1995,4/25/2023 9:22pm
217,Christopher's Lounge,,checked,"(at Little Rock Inn) 5pm-2am, 7pm-1am Sat, piano bar",Little Rock,AR,,Bars,,,1995,4/28/2023 10:33am
219,Michael's,,checked,"(at Little Rock Inn) 9pm-2am, 4pm-10pm Sun",Little Rock,AR,"(MW),D,(S)",Bars,,,1995,4/25/2023 9:22pm
223,Arkansas Department of Tourism,,checked,(800)NATURAL,Little Rock,AR,,Travel/Tour Operators,,,1995,4/25/2023 9:22pm
224,Travel by Philip,,checked,227-7690,Little Rock,AR,(IGTA),Travel/Tour Operators,,,1995,4/25/2023 9:22pm
233,Gay/Lesbian Hotline of Orange County,,checked,534-3261 volunteers 7pm-10pm,Anaheim,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
236,Atascadero Lake County Park,,checked,nr. zoo,Atascadero,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
238,Nude beach on American River,,checked,downstream,Auburn,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
250,Grey Squirrel Resort,,checked,"866-4335 cabins, rooms, one suite w/ jacuzzi, pets by arrangement",Big Bear,CA,"(GF),(SW),(WC)",Accommodations,,,1995,4/25/2023 9:22pm
251,Hillcrest Lodge,,checked,"866-7330 cabins, condos & motel units",Big Bear,CA,(GF),Accommodations,,,1995,4/25/2023 9:22pm
256,Carmel Park Beach,,checked,from dunes to N. end,Carmel,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
258,Chico State Student Group,,checked,898-4420,Chico,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
259,Gay Hotline,,checked,891-5718 (priv. home) hrs vary,Chico,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
265,Kneeling Park,,checked,(Fun),Clearlake,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
266,Library Park,,checked,Lakeport,Clearlake,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
268,Park at corner of Clovis Ave. & Sierra Ave.,,checked,(days & early evenings),Clovis,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
276,Henry Dana St. Park,,checked,,Dana Point,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
278,Community Real Estate Referrals,,checked,"(800)346-5592 gay realtor at your service, Berkley & Oakland",East Bay,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
279,Fruit Punch,,checked,94.1FM (KPFA) 848-6767 lesbigay radio 7pm Wed,East Bay,CA,,Info Lines & Services,,,1995,4/28/2023 10:34am
280,Gay/Lesbian Alanon,,checked,"(at Pacific Center) 548-8283, 7pm Fri",East Bay,CA,,Info Lines & Services,,,1995,4/28/2023 10:34am
281,Gay Switchboard,,checked,"(at Pacific Center) 841-6224 (TTY) 10am-10pm Mon-Fri, til 4pm Sat",East Bay,CA,,Info Lines & Services,,,1995,4/28/2023 10:34am
303,Wells Park,,checked,,El Cajon,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
307,Grape Day Park,,checked,Heritage section,Escondido,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
313,Solano County Gay/Lesbian Info Line,,checked,"449-0550, ask for Kristin or Kathy",Fairfield,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
312,Old Town,,checked,(Nights),Eureka,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
320,Coyote Hills Regional Park,,checked,(AYOR),Fremont,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
321,Bulletin Board at Valley Women's Books,,checked,popular resource for community info,Fresno,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
336,Olive & Blackstone Ave.,,checked,,Fresno,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
337,Redeo Park,,checked,,Fresno,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
339,Gay/Lesbian Hotline Orange County,,checked,"534-3261, 7pm-10pm, clsd wknds",Garden Grove,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
348,Campground & R.R. bridge,,checked,(AYOR),Gaviota State Beach,CA,"Cruisy Area,(AYOR)",Erotica,,,1995,4/25/2023 9:22pm
359,Inland Empire Couples,,checked,652-6918,Hemet,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
360,Gibbel Park,,checked,(AYOR),Hemet,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
363,Huntington Beach Pier,,checked,(AYOR),Huntington Beach,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
374,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Laguna Beach,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
375,Laguna Outreach,,checked,497-4237 educational/social.org for Orange County,Laguna Beach,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
382,Boom Boom Room,,checked,(at Coast Inn) 10am-2am,Laguna Beach,CA,"(*),(MW),D,(E),(S),(V),(YC),(WC)",Bars,,,1995,4/28/2023 10:34am
383,Hunky's Video Bar,,checked,"(at Coast Inn) 10am-2am; also girl, some veggie",Laguna Beach,CA,"(MW),D,(F),(V),(YC),(WC)",Bars,,,1995,4/28/2023 10:34am
386,Newport Station,,checked,"9pm-2am Tues, Wed, Th & Sat",Laguna Beach,CA,"(*),(MW),D,(E),(S),(V),(YC)",Bars,,,1995,4/25/2023 9:22pm
397,Just S. of Aliso Pier,,checked,(AYOR),Laguna Beach,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
399,Bavarian House B&B,,checked,"544-4411/ (800)431-4411 exclusively gay & lesbian, open Nov-April",Lake Tahoe,CA,,Accommodations,,,1995,4/25/2023 9:22pm
407,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Long Beach,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
443,AA (Gay/Lesbian),,checked,(213)993-7400,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
447,Black Gay/Lesbian Leadership Forum,,checked,"(213)964-7820, nat'l org.",Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
448,Black & White Men Together (BWMT) Los Angeles,,checked,"(213)664-4716, 7:30pm Sat",Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
450,City Span,,checked,"(800)248-9722, 8am-8pm lesbigay business directory",Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
451,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
452,"Gay Connection, The",,checked,"(900)505-MEET talk and/or meet with other men from your area, at only 99 cents per minute",Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
453,Gay/Lesbian Youth Phone Line,,checked,"(213)993-7475, referrals & support for those 23 & under, 7pm-10pm",Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
457,Bed & Breakfast of California,,checked,(310)498-0552/ (800)383-3513 B&B reservation service for California,Los Angeles,CA,,Accommodations,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
465,Planet Homo,,checked,"(213)848-2220, covers LA club scene",Los Angeles,CA,,Publications,,"Listed under ""L.A. - Overview.""",1995,4/25/2023 9:22pm
470,Sobhiel Limousine Service,,checked,(800)762-4435,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Hollywood.""",1995,4/25/2023 9:22pm
482,Temple,,checked,(call for locations) 243-5221 underground house Sat,Los Angeles,CA,"D,(A)",Bars,,"Listed under ""L.A. - Hollywood.""",1995,4/25/2023 9:22pm
496,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - West Hollywood.""",1995,4/25/2023 9:22pm
565,Beverly Center,,checked,(Queens for Days!),Los Angeles,CA,Cruisy Area,Cruising Areas,,"Listed under ""L.A. - West Hollywood.""",1995,4/25/2023 9:22pm
566,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Midtown.""",1995,4/25/2023 9:22pm
572,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Silverlake.""",1995,4/25/2023 9:22pm
600,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - Valley.""",1995,4/28/2023 10:45am
627,Community Real Estate Referral,,checked,(800)346-5592 gay realtor at your service,Los Angeles,CA,,Info Lines & Services,,"Listed under ""L.A. - West Los Angeles & South Bay.""",1995,4/28/2023 10:45am
634,Klub Banshee,,checked,288-1601 dance parties in the LA area Tues & wknds,Los Angeles,CA,"(*),(W)",Bars,,"Listed under ""L.A. - West Los Angeles & South Bay.""",1995,4/28/2023 10:45am
644,Ellis Lake,,checked,(AYOR),Marysville,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
646,Mendocino Coastal Reservations,,checked,"(800)262-7801, 9am-6pm",Mendocino,CA,,Accommodations,,,1995,4/25/2023 9:22pm
660,AA Gay/Lesbian,,checked,"373-3713 (AA#) at the Little House in the Park, 8pm Th, men-only 8pm Mon",Monterey,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
673,Bed and Breakfast Inns of Napa,,checked,226-7459 call for extensive brochure,Napa,CA,(GF),Accommodations,,,1995,4/25/2023 9:22pm
682,"Gay Connection, The",,checked,"(900)505-6339 talk and/or meet with other men from the area, at only 99 cents per minute",Orange,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
686,AA Gay/Lesbian,,checked,324-4880 (AA#),Palm Springs,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
687,Community Real Estate Referrals,,checked,"(800)346-5592, gay realtor at your service",Palm Springs,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
725,Dates Bar & Deli,,checked,(at The Villa) 10am-midnight,Palm Springs,CA,"(*),(F)",Bars,,,1995,4/28/2023 10:45am
726,"Poolside Bar, The",,checked,"(at Desert Palms Inn) 324-5100 9am-2am, piano bar",Palm Springs,CA,"(F),(E)",Bars,,,1995,4/28/2023 10:34am
763,Gay/Lesbian Community Center Hotline,,checked,"824-7618, 6:30pm-10pm info & referrals",Pomona,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
766,Back Alley Bar,,checked,(at Alibi East) 9pm-3am Fri-Sat,Pomona,CA,,Bars,,,1995,4/28/2023 10:34am
771,Caritas B&B Network,,checked,(312)857-0801,Porterville,CA,,Accommodations,,,1995,4/25/2023 9:22pm
772,Dog Island Park,,checked,(days),Red Bluff,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
773,Park along river,,checked,(early evenings),Red Bluff,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
777,Lake Redding Park,,checked,near boat ramp (AYOR),Redding,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
787,Community Real Estate Referrals,,checked,"(800)346-5592, gay realtor at your service",Guerneville,CA,,Info Lines & Services,,"Listed under ""Russian River Resort (All are Guerneville until noted).""",1995,4/25/2023 9:22pm
799,Jim & Rodney's Guest Cottage,,checked,869-1146 large deck,Guerneville,CA,(MW),Accommodations,,"Listed under ""Russian River Resort (All are Guerneville until noted).""",1995,4/28/2023 10:45am
826,Community Real Estate Referrals,,checked,"(800)346-5592, gay realtor at your service",Sacramento,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
827,"Gay Connection, The",,checked,"(900)505-MEET, talk and/or meet with other men from your area, for only 99 cents per minute",Sacramento,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
829,Men's Coming Out Group,,checked,(at Lambda Center) Mon 5:30pm,Sacramento,CA,,Info Lines & Services,,,1995,4/28/2023 10:34am
839,Cafe Lambda,,checked,(at Lambda Center) 442-0185 Fri 8pm-midnight,Sacramento,CA,"(MW),(E)",Restaurants & Cafes,,,1995,4/28/2023 10:35am
859,"Gay Connection, The",,checked,"(900)5050-MEET, talk and/or meet with other men from your area, at only 99 cents per minute",San Bernardino,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
858,AA Gay/Lesbian,,checked,825-4700 (AA#),San Bernardino,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
862,Project Teen,,checked,"335-2005, 7:30pm Wed, support group for lesbigay teens, call for details",San Bernardino,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
870,Senda de Playa Beach,,checked,,San Clemente,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
872,Community Real Estate Referrals,,checked,"(800)346-5592, gay realtor at your service",San Diego,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
873,"Gay Connection, The",,checked,"(900)505-MEET talk and/or meet with other men from the area, at only 99 cents per minute",San Diego,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
875,Gay/Lesbian Info Line,,checked,"294-4636, 24hrs",San Diego,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
880,Caritas B&B Network,,checked,(312)857-0801,San Diego,CA,,Accommodations,,,1995,4/28/2023 10:46am
888,Quince St. Trolley Bed & Breakfast,,checked,"226-8454 real trolley car suite, also B&B referral service",San Diego,CA,(GF),Accommodations,,,1995,4/25/2023 9:22pm
965,Check with S.D.P.D.,,checked,Northgate Division (AYOR),San Diego,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
966,AA Gay/Lesbian,,checked,621-1326 (AA#),San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
967,Bay Area Bisexual Network,,checked,703-7977,San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
968,Community Real Estate Referrals,,checked,"(800)346-5592, gay realtor at your service",San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
969,"Gay Connection, The",,checked,"(900)505-MEET, talk and/or meet with other men from your area, at only 99 cents per minute",San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
970,Gay/Lesbian Sierrans,,checked,281-5666 outdoor organization,San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
972,Lesbian/Gay Switchboard,,checked,"(510)841-6224, 10am-10pm Mon-Fri, info, referrals, rap line",San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
974,National Association for Men of Color Together,,checked,(800)624-2968,San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
977,Mi Casa Su Casa,,checked,(510)268-8534/ (800)215-2272 international home exchange network,San Francisco,CA,(MW),Accommodations,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
978,Western Exposure,,checked,(510)869-4395 arrange accommodations in private homes in Bay Area,San Francisco,CA,(MW),Accommodations,,"Listed under ""S. F. - Overview.""",1995,4/25/2023 9:22pm
984,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,San Francisco,CA,,Info Lines & Services,,"Listed under ""S. F. - Castro Area"".",1995,4/25/2023 9:22pm
994,Hilltop Hideaway,,checked,(800)800-5838 cottage with Castro view; ask for Jim,San Francisco,CA,,Accommodations,,"Listed under ""S. F. - Castro Area"".",1995,4/25/2023 9:22pm
1076,"Black Stallion Inn, The",,checked,(see Castro section),San Francisco,CA,(L),Accommodations,,"Listed under ""S.F. - South of Market"".",1995,4/25/2023 9:22pm
1136,Cafe Corbus,,checked,(at the Muscle System) coffee bar & sandwiches,San Francisco,CA,,Restaurants & Cafes,,"Listed under ""S.F.- Haight, Fillmore & West"".",1995,4/28/2023 10:35am
1140,Greens Fort Mason,,checked,"771-6222 clsd Mon, upscale gourmet vegetarian",San Francisco,CA,,Restaurants & Cafes,,"Listed under ""S.F.- Haight, Fillmore & West"".",1995,4/28/2023 10:46am
1147,"""Land's End""",,checked,"(Aka ""Glands End"")",San Francisco,CA,"Cruisy Area,(AYOR)",Cruising Areas,,"Listed under ""S.F.- Haight, Fillmore & West"".",1995,4/25/2023 9:22pm
1196,Community Real Estate Referrals,,checked,"(800)346-5592, gay realtor at your service",San Francisco,CA,,Info Lines & Services,,"Listed under ""S.F.- Downtown"".",1995,4/25/2023 9:22pm
1236,"Gay Connection, The",,checked,"(900)505-MEET talk and/or meet with other men from your area, at only 99 cents per minute",San Jose,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1246,Tynker's Dam,,checked,(see Santa Clara),San Jose,CA,,Bars,,,1995,4/25/2023 9:22pm
1258,Gay/Lesbian Alliance of the Central Coast,,checked,541-4252,San Luis Obispo ,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1277,East Beach,,checked,,Santa Barbara,CA,"Cruisy Area,(N)",Cruising Areas,,,1995,4/25/2023 9:22pm
1278,Padero Lane Beach,,checked,"(Summers, AYOR)",Santa Barbara,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
1282,AA Gay/Lesbian,,checked,457-2559 (AA#),Santa Cruz,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1292,Beer Can Beach,,checked,(AYOR),Santa Cruz,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
1318,Solano Country Gay/Lesbian Info Line,,checked,448-1010,Vacaville,CA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1319,Solano Lambda Men's Association,,checked,"(at Vacaville Book Co.) 7:30pm, 2nd & 4th Tues",Vacaville,CA,,Info Lines & Services,,,1995,4/28/2023 10:35am
1328,Emma Wood St. Beach,,checked,,Ventura,CA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
1331,Pebble Beach Park,,checked,(AYOR),Victorville,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
1333,Mooney Grove Park,,checked,"(days, AYOR)",Visalia,CA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
1357,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Boulder,CO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1367,Chatauqua Park,,checked,,Boulder,CO,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
1369,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Colorado Springs,CO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1370,Pikes Peak Paradise,,checked,"(800)354-0989 elegant, great views, full brkfst",Colorado Springs,CO,"(GF),(WC)",Accommodations,,,1995,4/25/2023 9:22pm
1377,Monument Valley Park,,checked,,Colorado Springs,CO,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
1379,AA Gay/Lesbian,,checked,322-4440 (AA#),Denver,CO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1380,Asian Gay/Lesbian Alliance,,checked,831-6268 (Community Center #),Denver,CO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1381,Community Real Estate Referrals,,checked,"(800)346-5592, gay realtor at your service",Denver,CO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1382,"Gay Connection, The",,checked,"(900)346-MEET meet and/or talk with other men from the area, at only 99 cents per minute",Denver,CO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1386,Young Alive Group,,checked,"860-1819 (MCC#) social/support group for ages 18-29, sponsored by MCC",Denver,CO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
1387,Mile Hi B&B,,checked,329-7827/ (800)513-7827 cont'l brkfst,Denver,CO,(MW),Accommodations,,,1995,4/25/2023 9:22pm
1452,Main Mall,,checked,"(days, AYOR)",Durango,CO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
1454,Sundance Cottages,,checked,586-3922,Durango,CO,"(GF),(WC)",Accommodations,,,1995,4/25/2023 9:22pm
1461,Hawthorne & Lincoln Parks,,checked,(clsd midnight) (AYOR),Grand Junction,CO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
1462,Greeley Gay/Lesbian Alliance,,checked,(U of Northern Colorado) 351-2065 leave msg. for referrals,Greeley,CO,,Info Lines & Services,,,1995,4/28/2023 10:35am
