ID,Title,status,lat,lon,description,streetaddress,city,state,Year,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified
34,Veterans Park (Days),Found,34.811018,-87.625245,,,Florence,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 12:38pm
35,Wilson Park (Nights),Found,34.80322,-87.675219,,,Florence,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 12:38pm
42,Tallulah Bankhead Parkway all overlooks,General Coordinates Used,34.730369,-86.586104,,,Huntsville,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 12:45pm
41,"MCC
",Found,34.711624,-86.597645,"#102-103, 35805, 533-6220 Sun 11am & 6pm (interpreted for hearing impaired)",2400 Bob Wallace ,Huntsville,AL,1992,,Religious Organization,checked,,,,6/12/2023 12:41pm
37,Pink Triangle Alliance,General Coordinates Used,34.729901,-86.59007,"P.O. Box 2334, 35804, 539-4235 resource & info line 10am-10pm",,Huntsville,AL,1992,,Info Lines & Services,checked,,,,6/12/2023 12:42pm
43,Germania Springs,Found,33.8478,-85.757482,,,Jacksonville,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 12:47pm
44,Jacksonville State U. Bibb Graves Hall & Ayers Hall 2nd flr.,Found,33.822939,-85.765343,,,Jacksonville,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 12:48pm
45,(some private clubs open 24 hours),General Coordinates Used,30.695366,-88.039891,,,Mobile,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 1:09pm
54,Old State Park,General Coordinates Used,30.695366,-88.039891,(opp. Holiday Inn - off causeway),,Mobile,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 1:10pm
63,Eastdale Mall,Found,32.385349,-86.206119,- everday,,Montgomery,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:21pm
62,Court Square,Found,32.377599,-86.309296,,,Montgomery,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:20pm
68,S. Jackson St at High St.,Found,32.372036,-86.296317,,,Montgomery,AL,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 3:28pm
66,Riverfront Park train terminal,Found,32.382936,-86.312563,,,Montgomery,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:26pm
59,Auburn University,Found,32.369595,-86.178834,,,Montgomery,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:17pm
69,W. Fairview Ave. at Goode St.,Found,32.351708,-86.312436,",evenings",,Montgomery,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:33pm
57,Black & White Men Together (BWMT),General Coordinates Used,32.373798,-86.311007,"P.O. Box 603, 3601, 284-2421",,Montgomery,AL,1992,,Men's Services,checked,,,,6/12/2023 3:18pm
64,McInnis area,General Coordinates Used,32.292786,-86.252829,,,Montgomery,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:22pm
60,Block around Post Office,General Coordinates Used,32.379223,-86.307737,after 5pm,,Montgomery,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:18pm
61,Cooter's Pond,Found,32.429394,-86.400732,,,Montgomery,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:20pm
65,Montgomery Mall,General Coordinates Used,32.292786,-86.252829,- everyday,,Montgomery,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:25pm
67,Rosa L. Park Ave. at Mill St.,Found,32.362592,-86.316613,,,Montgomery,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:27pm
76,Bus Station,General Coordinates Used,33.209841,-87.569173,,,Tuscaloosa,AL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/12/2023 3:33pm
74,Gay/Lesbian Information Line,Found,33.214516,-87.545433,"P.O. Box 030801, 35403-0801, 758-2844 24hrs",,Tuscaloosa,AL,1992,,Info Lines & Services,checked,,,,6/12/2023 3:35pm
73,Gay/Lesbian Alliance,Found,33.214516,-87.545433,University of Alabama 348-1517,,Tuscaloosa,AL,1992,,Info Lines & Services,checked,,,,6/12/2023 3:35pm
71,Selma Mall-Broad St.,Found,32.43312,-87.016506,,,Selma,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:36pm
72,Washington St.,General Coordinates Used,32.413842,-87.022179,,,Selma,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:36pm
4,Autaugaville Rec. Park,General Coordinates Used,32.434025,-86.654702,,,Autaugaville,AL,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 3:37pm
70,Prattville Park,Found,32.453906,-86.466914,,,Prattville,AL,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:37pm
77,AA Gay/Lesbian,General Coordinates Used,61.217576,-149.899678,277-2312 call for times and location,,Anchorage,AK,1992,,Info Lines & Services,checked,,,,6/12/2023 3:39pm
89,Park Strip at 9th & 'L' Sts.,Found,61.213666,-149.903704,,,Anchorage,AK,1992,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:45pm
78,Anchorage Gay/Lesbian Info Line,General Coordinates Used,61.196105,-149.915966,258-4777 Fri & Sat 6pm-11pm,,Anchorage,AK,1992,,Info Lines & Services,checked,,,,6/12/2023 3:42pm
83,Indentity Northview,General Coordinates Used,61.218923,-149.850373,"P.O. Box 200070,95520, 258-4777 monthly newsletter, hosts Fourth Fri Potluck Social, call for details",,Anchorage,AK,1992,,Publication,checked,,,,6/12/2023 3:43pm
80,Raven,Found,61.177344,-149.8713,(enter through parking lot on 6th) 276-9672 11am-2:30am,6128 Gambell,Anchorage,AK,1992,"(MW),(LV),(NH)",Bars,checked,,,,6/12/2023 3:47pm
90,Gay Info Line,General Coordinates Used,64.837778,-147.716389,488-6636 leave message on machine,,Fairbanks,AK,1992,,Info Lines & Services,checked,,,,6/19/2023 4:07pm
93,Bentley Mall,Found,61.216889,-149.888942,,,Fairbanks,AK,1992,Cruisy Area,Cruising Areas,checked,,,,6/19/2023 4:04pm
92,Fantasyland Video,General Coordinates Used,64.813771,-147.610029,"488-0879, 24hrs",Seven Mile Richardson Hwy.,Fairbanks,AK,1992,,Erotica,checked,,,,6/19/2023 4:07pm
94,University of Alaska library,Found,64.856934,-147.820022,,,Fairbanks,AK,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 4:10pm
91,Gay/Lesbian Info Line,General Coordinates Used,64.839827,-147.719466,452-3745 info on local events,,Fairbanks,AK,1992,,Info Lines & Services,checked,,,,6/19/2023 4:08pm
95,Juneau Crisis Line,General Coordinates Used,58.300493,-134.420131,586-4357,,Juneau,AK,1992,,Info Lines & Services,checked,,,,6/19/2023 4:12pm
98,Rest Stops N. on I-10,General Coordinates Used,32.911003,-111.77339,,,Casa Grande,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 8:26pm
100,Global Real Estate Referrals,General Coordinates Used,35.198284,-111.651302,(800) 346-5592 gay realtor at your service (see ad nat'l sec.),,Flagstaff,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 8:28pm
105,Thorp Park Sunset,Found,35.203668,-111.658355,,,Flagstaff,AZ,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 8:29pm
101,N.A.U. Gay Academic Union,General Coordinates Used,35.198284,-111.651302,"525-1199 meets 1st & 3rd Thurs, call for info",,Flagstaff,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 8:28pm
99,Gay/Lesbian Community & AIDS Outreach Phone Lines,General Coordinates Used,35.198284,-111.651302,"525-1199 info line, hosts dinner/social 3rd Tues 7:30 pm",,Flagstaff,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 8:28pm
110,Reed & Pioneer Park,Found,33.416972,-111.819674,,,Mesa,AZ,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 8:33pm
109,Park of Canals on N. Horne St.,General Coordinates Used,33.440476,-111.813879,,,Mesa,AZ,1992,Cruisy Area,Cruising Areas,checked,,,,6/19/2023 8:32pm
131,Durango's at Flex Complex,General Coordinates Used,33.448377,-112.074037,"(see Gyms & Health Clubs) 271-9017 5pm-1am Fri-Sun, BBQ Sun",,Phoenix,AZ,1992,"(D),(S)",Bars,checked,,,,6/19/2023 9:01pm
168,Encanto Park,Found,33.476672,-112.089974,,,Phoenix,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:01pm
170,North Mountain Park,Found,33.585215,-112.070941,(weekdays),N. 7th St.,Phoenix,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:06pm
117,Lesbian/Gay Community Switchboard,General Coordinates Used,33.448377,-112.074037,234-2752 hrs 10am-10pm (volunteers permitting),,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 9:03pm
169,Moeur Park,General Coordinates Used,33.448377,-112.074037,,,Phoenix,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:05pm
115,Gay Helpline,General Coordinates Used,33.555703,-112.1121,265-1102 7pm-midnight Tues-Sat,,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 9:01pm
167,Zorba's Adult Book Shop,Found,33.48121,-111.926655,"Scottsdale 941-9891, 24hrs",2924 N. Scottsdale Rd.,Phoenix,AZ,1992,,Erotica,checked,,,,6/19/2023 9:26pm
116,Global Real Estate Referrals,General Coordinates Used,33.448377,-112.074037,(800) 346-5592 gay realtor at your service (see ad nat'l sec.),,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 9:03pm
154,Dignity/Integrity,General Coordinates Used,33.448377,-112.074037,"P.O. Box 21091,85036,  258-2556 Mass 1st & 3rd Sun, call for location",,Phoenix,AZ,1992,,Religious Organization,checked,,,,6/19/2023 8:50pm
173,Thunderbird Park,Found,33.69761,-112.177926,very (AYOR),59th Ave. & Pinnacle Peak Rd.,Phoenix,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:16pm
111,AA Gay/Lesbian,General Coordinates Used,33.448377,-112.074037,"264-1341 (AA#) 8pmTues/Thur, 9:45pm Wed, midnight Fri, 7pm Sun",,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 8:34pm
121,"Westways ""Private"" Resort Inn",General Coordinates Used,33.650181,-112.100108,"P.O. Box 41624, 85080, 583-3868 deluxe resort",,Phoenix,AZ,1992,"(MX),(SW),(IGTA)",Accomodations,checked,,,,6/19/2023 9:26pm
118,The Open Quest Institute TOQI,General Coordinates Used,33.448377,-112.074037,"(800) 444-9999, 24 hr Crisis Hotline",,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 9:16pm
172,"Scottsdale Indian Bend Bike Path
",General Coordinates Used,33.538524,-111.916202,,,Phoenix,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:15pm
171,"Papago Park
",Found,33.453877,-111.953395,,,Phoenix,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:07pm
113,AA Gay/Lesbian,General Coordinates Used,33.448377,-112.074037,"at Humanspace Books, Sat 8pm",,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 8:34pm
160,Phoenix Resource,General Coordinates Used,33.448377,-112.074037,"P.O. Box 5948, 85010, 256-7476, bi-monthly",,Phoenix,AZ,1992,,Publication,checked,,,,6/19/2023 9:09pm
161,Western Express,General Coordinates Used,33.453877,-111.953395,"P.O. Box 5950, 85010-5950",,Phoenix,AZ,1992,,Publication,checked,,,,6/19/2023 9:25pm
155,Lutherans Concerned,General Coordinates Used,33.448377,-112.074037,"870-3611, call for time & locations",,Phoenix,AZ,1992,,Religious Organization,checked,,,,6/19/2023 9:04pm
159,Arizona Community Echo,General Coordinates Used,33.448377,-112.074037,"P.O. Box 1808, 85001-1808 254-4558, bi-weekly",,Phoenix,AZ,1992,,Publication,checked,,,,6/19/2023 8:42pm
114,Camelback Business & Professional Assoc.,General Coordinates Used,33.538652,-112.185987,"P.O. Box 2097, 85001, 225-8509 men/249-1910 women",,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 8:49pm
157,Mishpachat Am,General Coordinates Used,33.448377,-112.074037,"P.O. Box 7731, 85011-7731, 966-5001, Shabbat services & social activities, call for info",,Phoenix,AZ,1992,,Religious Organization,checked,,,,6/19/2023 9:05pm
112,AA Gay/Lesbian ,General Coordinates Used,33.448377,-112.074037,"at Casa de Cristo Evangelical Church, 6pm Mon",,Phoenix,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 8:34pm
175,Affirmation Gay and Lesbian Mormons,General Coordinates Used,33.42551,-111.940005,"P.O. Box 26601, 85285, 396-6950",,Tempe,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 9:51pm
176,Papago Park,Found,33.453632,-111.948693,Southern part,,Tempe,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:33pm
177,City Park,Found,31.713073,-110.068154,,,Tombstone,AZ,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:36pm
205,U. of Arizona,Found,32.230875,-110.948848,(Econ bld. & 1st flr. library),,Tucson,AZ,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 9:40pm
179,Global Real Estate Referrals,General Coordinates Used,32.222607,-110.974711,(800) 346-5592 gay realtor at your service (see ad nat'l sec.),,Tucson,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 9:38pm
183,Back Pocket,Found,32.251978,-110.972295,(at Joshua Tree bar) 622-6233 quiet bar,,Tucson,AZ,1992,,Bars,checked,,,,6/19/2023 9:36pm
203,Himmel Park,Found,32.233876,-110.93315,,,Tucson,AZ,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 9:38pm
204,Reid Park,Found,32.208336,-110.922248,,,Tucson,AZ,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 9:39pm
198,"Observer, The",General Coordinates Used,32.222607,-110.974711,"P.O. Box 50733, 85703 622-7176 weekly newspaper",,Tucson,AZ,1992,,Publication,checked,,,,6/19/2023 9:40pm
196,Dignity,General Coordinates Used,32.222607,-110.974711,"P.O. Box 26363, 85726 meets 2nd Sun, write for info",,Tucson,AZ,1992,,Religious Organization,checked,,,,6/19/2023 9:37pm
178,AA Gay/Lesbian,General Coordinates Used,32.222607,-110.974711,"624-4183 (AA#) meets 8pm Mon & Thurs, Fri & men-only Sat (call for time)",,Tucson,AZ,1992,,Info Lines & Services,checked,,,,6/19/2023 9:36pm
209,Joe Henry Park,Found,32.728158,-114.648609,,,Yuma,AZ,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 9:41pm
108,London Bridge,Found,34.467188,-114.352661,(is going down!),,Lake Havasu City,AZ,1992,Cruisy Area,Cruising Areas,checked,,,,6/19/2023 9:42pm
106,Bowling Alley & Rec Center,General Coordinates Used,31.555216,-110.349922,,,Ft. Huachuca,AZ,1992,Cruisy Area,Cruising Areas,checked,,,,6/19/2023 9:43pm
206,Rest Stop I-40,General Coordinates Used,35.024187,-110.697357,"15 miles W., both sides",,Winslow,AZ,1992,Cruisy Area,Cruising Areas,checked,,,,6/19/2023 9:44pm
213,Greenwood Hollow Ridge,Found,36.381487,-93.730641,"253-5283 B & B, priv & shared baths, RV spaces, clsed Feb",,Eureka Springs,AR,1992,(MW),Accomodations,checked,,,,6/19/2023 10:03pm
215,Purple Iris Inn,General Coordinates Used,36.393689,-93.707729,"Rte. 2, Box 339 (Hwy 62 W.) 253-8748, (800) 362-7775 17 units, w/advance notice champagne breakfast weekeds",,Eureka Springs,AR,1992,(MX),Accomodations,checked,,,,6/19/2023 10:07pm
211,Dixie Cottage,General Coordinates Used,35.07861,-92.317823,253-7553 (Hist. Loop-old 62B),#2 ProspecT,Eureka Springs,AR,1992,,Accomodations,checked,,,,6/19/2023 9:57pm
219,Flat Rock Beach,General Coordinates Used,36.066242,-94.157853,(Mixed crowd but fun),,Fayetteville,AR,1992,"(N),(MX),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 10:10pm
221,U. of Arkansas ,Found,36.135807,-94.144443,Fine art building-basement,,Fayetteville,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 10:10pm
220,Lake Fayetteville,Found,36.135807,-94.144443,,,Fayetteville,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 10:10pm
223,6th & Garrisons Sts.,Found,35.387237,-94.425237,,,Ft. Smith,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 10:13pm
224,"Ft. Smith, Creekman & Tiles Park",General Coordinates Used,35.385924,-94.398547,,,Ft. Smith,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/19/2023 10:13pm
226,DeSoto Park,Found,34.536275,-93.029602,,,Hot Springs,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 1:23pm
228,Gay/Lesbian Switchboard,General Coordinates Used,34.746481,-92.289595,"P.O. Box 45053, 72214, 666-3340 6:30pm-10:30, crisis, referrals",,Little Rock,AR,1992,,Info Lines & Services,checked,,,,6/20/2023 1:36pm
231,Christopher's Lounge,Found,34.735062,-92.272538,"(at the Little Rock Inn) 376-8301 piano bar, 5pm-2am, Sat 7pm-1am Sat",1401 S Main St,Little Rock,AR,1992,(E),Bars,checked,,,,6/20/2023 1:25pm
237,Travel by Philip,General Coordinates Used,34.744462,-92.288016,227-7690,,Little Rock,AR,1992,(IGTA),Travel & Tour Operators,checked,,,,6/20/2023 1:43pm
242,'Rest Stop',General Coordinates Used,34.827811,-92.345685 ,-Prairie Creek Rec. area,,Little Rock,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 1:25pm
241,Boyle Park,Found,34.731298,-92.355545 ,,,Little Rock,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 1:25pm
229,"The Open Quest Institute, TOQI",General Coordinates Used,34.744462,-92.288016,"(800) 444-9999, 24 hour Crisis Hotline",,Little Rock,AR,1992,,Info Lines & Services,checked,,,,6/20/2023 1:37pm
234,Miss Febe's,Found,34.735062,-92.272538,"(at the Little Rock Inn) 376-8301 drag bar 9pm-2am, til 1am Sat,clsd Sun",,Little Rock,AR,1992,"(MW),(D),(S)",Bars,checked,,,,6/20/2023 1:37pm
246,'Ruth Ann' Rest Stop I-30,General Coordinates Used,33.430483,-94.036174,W. 1/2 mi. W. of State Line Ave.,,Texarkana,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 2:35pm
245,'Mary Sue' Rest Stop I-30E.,General Coordinates Used,33.430483,-94.036174,", W. 1/2 mi. E. of State Line Ave",,Texarkana,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,Unsure of whether this would go in the description or title,,6/20/2023 2:35pm
244,"Russellville State Park, Lake Dardanelle",Found,35.225281,-93.155952,,,Russellville,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 2:35pm
243,'Rest Stop',General Coordinates Used,36.342019,-94.061869,-Prairie Creek Rec. area,,Prairie Creek,AR,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,This one appears twice in the book so thats why it's on here twice.,,6/20/2023 2:35pm
247,Double Tree Ranch,General Coordinates Used,36.043403,-90.671223,"P.O. Box 52, 72474, 236-7711 RV park & campsites",,Walcott,AR,1992,(MX),Accomodations,checked,,,,6/20/2023 2:36pm
252,Nude beach on American River,General Coordinates Used,38.896565,-121.07689, - downstream,,Auburn,CA,1992,"Cruisy Area,(N)",Cruising Areas,checked,,,,6/20/2023 2:40pm
262,Bus Depot,General Coordinates Used,35.373292,-119.018712,,,Bakersfield,CA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 2:41pm
263,College Park,Found,35.410932,-118.967014,at Mt. Vernon and Church Ave.,,Bakersfield,CA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 2:42pm
260,Wildcat Books,Found,35.383714,-119.018,324-4243,2620 Chester,Bakersfield,CA,1992,,Erotica,checked,,,,6/20/2023 2:46pm
257,Gay/Lesbian Catholics,General Coordinates Used,35.373292,-119.018712,"664-1744, 7pm 1st Sun call for location",,Bakersfield,CA,1992,,Religious Organization,checked,,,,6/20/2023 2:43pm
261,Beach Park,Found,35.379936,-119.040635,' - 21st & Oak Sts. (Nights),,Bakersfield,CA,1992,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 2:41pm
254,Gay/Lesbian Phone Line,General Coordinates Used,35.373292,-119.018712,"328-0729, support & info",,Bakersfield,CA,1992,,Info Lines & Services,checked,,,,6/20/2023 2:43pm
253,Friends,General Coordinates Used,35.373292,-119.018712,"P.O. Box 304, 93302, 321-9190 support group and community outreach",,Bakersfield,CA,1992,,Info Lines & Services,checked,,,,6/20/2023 2:43pm
269,Global Real Estate Referrals,General Coordinates Used,37.871523,-122.273042,(800) 346-5592 gay realtor at your service (see ad nat'l sec.),,Berkeley,CA,1992,,Info Lines & Services,checked,,,,6/20/2023 2:48pm
266,Fruit Punch,General Coordinates Used,37.871523,-122.273042,94.1-FM 848-6767 gay/lesbian radio 10pm Wed,,Berkeley,CA,1992,,Info Lines & Services,checked,,,,6/20/2023 2:47pm
272,White Horse,Found,37.851827,-122.260559,see Oakland listings,,Berkeley,CA,1992,,Bars,checked,,,,6/20/2023 2:49pm
268,Gay Switchboard,Found,37.86112,-122.259311,"(at the Pacific Center) 841-6224, 10am-10pm Mon-Fri, clsd Sat & Sun",,Berkeley,CA,1992,,Info Lines & Services,checked,,,,6/20/2023 2:48pm
267,Gay/Lesbian Alanon,Found,37.86112,-122.259311,at the Pacific Center 584-8283 Fri 6:30pm,,Berkeley,CA,1992,,Info Lines & Services,checked,,,,6/20/2023 2:48pm
280,Aquatic Park,Found,37.859681,-122.298756,,,Berkeley,CA,1992,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 2:46pm
281,U. of CA. Hearst Gym,Found,37.869593,-122.256686,,,Berkeley,CA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 2:49pm
285,"Brea Mall
",Found,33.915606,-117.886514,,,Brea,CA,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 3:01pm
287,Ozz Steak & Seafood,General Coordinates Used,33.867404,-117.998139,(at Ozz bar) 522-1542 call for hours,,Buena Park,CA,1992,(E),Restaurants & Cafes,checked,,,,6/20/2023 3:05pm
288,Buena Park Mall,Found,33.845095,-117.989032,,,Buena Park,CA,1992,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:04pm
289,Bus Depot,General Coordinates Used,32.678948,-115.498883,,,Calexico,CA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 3:05pm
290,Carmel Park Beach,Found,36.539474,-121.928334,from Dunes to N. end,,Carmel,CA,1992,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:06pm
294,Bidwell Park,Found,39.810313,-121.722796,"Cedar Grove & upper part, by the creek",,Chico,CA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 3:13pm
292,Gay Hotline,General Coordinates Used,39.728494,-121.837478,891-5718 hours vary,,Chico,CA,1992,,Info Lines & Services,checked,,,,6/20/2023 3:15pm
301,Kneeling Park,Found,39.121909,-122.855206,(Fun),,Clearlake,CA,1992,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:16pm
300,Austin Beach Park,Found,38.96021,-122.647879, - Clear Lake Highlands,,Clearlake,CA,1992,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:16pm
302,Library Park,Found,39.043103,-122.913873,- Lakeport,,Clearlake,CA,1992,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:16pm
309,MCC Ocean of Life,Found,33.651024,-117.948238,"(Unitarian Church) 548-2955, 7pm Sun",1259 Victoria St.,Costa Mesa,CA,1992,,Religious Organization,checked,,,,6/20/2023 3:18pm
310,Orange Coast College,Found,33.668604,-117.91038,- Fine Arts & Men's P.E. bldg.,,Costa Mesa,CA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/20/2023 3:18pm
