"Year","title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","notes","unclear_address","full.address","geoAddress"
1987,"Barton Springs and Bath House area","Found","","","30.261407",-97.759614,"Austin","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Pease Park","Found","footpath off Lamar","","30.28142",-97.751673,"Austin","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Autaugaville Rec. Park","General Coordinates Used","","","32.434025",-86.654702,"Autaugaville","AL","Cruisy Area,(B),(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Jr. Food Store ","General Coordinates Used","(Late nights)","","32.434025",-86.654702,"Autaugaville","AL","(B),Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"King's Men, Ltd. ","General Coordinates Used","(Erotica) ","P.O. Box 544, Avon 02322","42.130655",-71.041158,"Avon","MA","","Erotic Shop","",NA,NA,NA
1987,"Parlee Entertainment Magazine","General Coordinates Used","(Publication)(516) 587-8669","P.O. Box 430, Babylon 11702","40.695655",-73.325675,"Babylon","NY","","Publication","",NA,NA,NA
1987,"Gay & Lesbian Phoneline ","General Coordinates Used","(805) 397-4189","","35.373292",-119.018712,"Bakersfield","CA","","Hotlines","",NA,NA,NA
1987,"Reflections ","General Coordinates Used","(Publication) ","","35.373292",-119.018712,"Bakersfield","CA","","Publication","",NA,NA,NA
1987,"Grace Chapel ","General Coordinates Used","(805) 322-9991","","35.373292",-119.018712,"Bakersfield","CA","","Religious Institution","",NA,NA,NA
1987,"Beach Park","Found","(Wed. & WE nights)","21st & Oak Sts. ","35.379936",-119.040635,"Bakersfield","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Foster's Donuts","General Coordinates Used","Von's—Savon Shopping Center","","35.373292",-119.018712,"Bakersfield","CA","Cruisy Area,(C),(AH),(WE)","Cruising Areas","",NA,NA,NA
1987,"Greyhound Bus Depot","General Coordinates Used","","","35.373292",-119.018712,"Bakersfield","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"BWMT ","General Coordinates Used","(301) 222-9386","","39.290385",-76.612189,"Baltimore","MD","(BWMT)","Bars/Clubs","",NA,NA,NA
1987,"Cignals ","General Coordinates Used","(Disco)(AH*) Lafayette betw. Charles & St. Paul","","39.290385",-76.612189,"Baltimore","MD","(AH),(D)","Bars/Clubs","",NA,NA,NA
1987,"Dignity ","Found","(Church) ","P.O. Box 1243, Balt. 21203","39.308557",-76.621818,"Baltimore","MD","","Religious Institution","",NA,NA,NA
1987,"Gay Switchboard ","General Coordinates Used","(7:30-11pm) (301) 837-8888","","39.290385",-76.612189,"Baltimore","MD","","Hotlines","",NA,NA,NA
1987,"Jewish Gays of Baltimore c/o Gay Community Center","General Coordinates Used","(301) 685-0736","","39.290385",-76.612189,"Baltimore","MD","","Organization,Religious Institution","",NA,NA,NA
1987,"Last Stop ","General Coordinates Used","(WE-AH) ","Madison Ave. & Martin Luther King Blvd.","39.290385",-76.612189,"Baltimore","MD","(WE),(AH),(B)","Bars/Clubs","",NA,NA,NA
1987,"M.C.C.","Found","","27th & St. Paul","39.309151",-76.627035,"Baltimore","MD","(MCC)","Religious Institution","",NA,NA,NA
1987,"Pegasus ","General Coordinates Used","(Some L) ","Foster & Montford","39.290385",-76.612189,"Baltimore","MD","(L)","Bars/Clubs","",NA,NA,NA
1987,"The Gay Paper ","General Coordinates Used","(Publication)","P.O. Box 22575, Baltimore 21203","39.290385",-76.612189,"Baltimore","MD","","Publication","",NA,NA,NA
1987,"Harbor Place","Found","","","39.286212",-76.610966,"Baltimore","MD","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Mt. Vernon Square","General Coordinates Used","'Meat Rack'","","39.299319",-76.613833,"Baltimore","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Park Ave. ","General Coordinates Used","N. of Monument Square","","39.290385",-76.612189,"Baltimore","MD","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Patterson Park ","Found","(Sure suicide)","Eastern Ave. ","39.286191",-76.579999,"Baltimore","MD","Cruisy Area,(RT)","Cruising Areas","",NA,NA,NA
1987,"Wyman Park","Found","nr. Baltimore Art Museum ","","39.33087",-76.627553,"Baltimore","MD","Cruisy Area,(RT),(AYOR)","Cruising Areas","",NA,NA,NA
1987,"'Rest Stops' ","General Coordinates Used","Southbound at Herman","I-95","44.801613",-68.771226,"Bangor","ME","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Kubell's","Found","(Summers-late night) nr. Lighthouse off Atlantic Ave.","","39.609458",-74.206422,"Barnegat Light","NJ","(M)","Bars/Clubs","",NA,NA,NA
1987,"Adult Books","General Coordinates Used","(Inquire locally)","","44.197006",-72.502049,"Barre","VT","","Book Store","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","","","34.311498",-89.944257,"Batesville","MS","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Cortana Mall","Found","","","30.457839",-91.093029,"Baton Rouge ","LA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Highland Road Park","Found","","","30.352481",-91.072664,"Baton Rouge ","LA","Cruisy Area","Cruising Areas","",NA,NA,NA
