ID,Title,status,description,streetaddress,lat,lon,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
49,Gulf Alliance for Equality ,General Coordinates Used,(205)476-5171,,30.695366,-88.039891,Mobile,AL,,Organization,1985,checked,,,,2/7/2022 3:45am
55,Old State Park,General Coordinates Used,opp. Holiday Inn- off causeway,,30.695366,-88.039891,Mobile,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 3:52am
56,Woolworth's ,General Coordinates Used,'T-Room',,30.695366,-88.039891,Mobile,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 3:56am
63,Church St. Betw. Lee & Molton,Found,,,32.37535,-86.309754,Montgomery,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/13/2022 2:27pm
62,Block around Post Office,General Coordinates Used,,,32.379223,-86.307737,Montgomery,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 4:00am
59,Gay Help Line & U.B.U,General Coordinates Used,(9am-10pm) (205)264-7887,,32.379223,-86.307737,Montgomery,AL,,Hotline,1985,checked,,,,2/7/2022 9:58am
64,Lee St. ,General Coordinates Used,(Betw. Bus Depots),,32.379223,-86.307737,Montgomery,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 9:59am
61,M.C.C ,General Coordinates Used,,"P.O. Box 603, Montgomery 36101",32.379223,-86.307737,Montgomery,AL,(MCC),Religious Institution,1985,checked,,,,2/7/2022 10:06am
66,Cap'n Hook's ,Found,(Cruisy) (Holiday Inn I-28- Bypass),I-280 Bypass,32.461534,-85.018611,Phenix City,AL,(M),"Restaurant,Cruising Areas",1985,checked,,,,2/7/2022 10:12am
72,U. of Alabama at Tuscaloosa,Found,(Library T-Rooms),,33.211827,-87.545974,Tuscaloosa,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 10:28am
71,U. of Alabama at Tuscaloosa,Found,(Ferguson Center),,33.214516,-87.545665,Tuscaloosa,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 10:28am
69,Bus Station ,General Coordinates Used,,,33.209841,-87.569173,Tuscaloosa,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 10:19am
73,U. of Alabama,General Coordinates Used,(2nd floor T-Room) (Old Union Bldg. ),,33.214023,-87.539142,Tuscaloosa,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 10:30am
70,Union 76 Truck Stop ,General Coordinates Used,(T-Room) (at I-20 & US 59),,33.209841,-87.569173,Tuscaloosa,AL,Cruisy Area,Cruising Areas,1985,checked,,,,2/7/2022 10:33am
82,Fred Myers Dept. Store,Found,(T-Room),,61.211142,-149.735829,Anchorage,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:11am
83,Park Strip at 9th and 'L' Sts.,Found,,,61.213666,-149.903704,Anchorage,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:15am
84,Penney's ,Found,,,61.216996,-149.890085,Anchorage,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:16am
85,Sears Mall,Found,,,61.19426,-149.872276,Anchorage,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:17am
81,'C' St. ,General Coordinates Used,(at 4th Ave.),,61.218923,-149.850373,Anchorage,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:10am
76,Gay Community Center & Hot Line,General Coordinates Used,(907)276-3909,,61.218923,-149.850373,Anchorage,AK,,Community Center/Support Groups,1985,checked,,,,2/8/2022 4:11am
79,Raven,General Coordinates Used,"(Some YC, W, SM) (Cruisy)(Good afternoons) (nr. 6th )",618 Gambell ,61.218056,-149.900278,Anchorage,AK,"(YC),(W),(SM),(D),(*)","Bars/Clubs,Cruising Areas",1985,checked,,,,4/27/2022 4:42am
90,U. of Alaska,Found,(Wood Ctr. ),,64.857341,-147.823517,Fairbanks,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:27am
88,U. of Alaska,Found,(Constitution Hall),,64.857396,-147.821832,Fairbanks,AK,Cruisy Area,Cruising Areas,1985,checked,,Info site: https://uaf.edu/campusmap/for-visitors/buildings/constitution.php,,2/8/2022 4:39am
86,Fairbanks Organ. of Gays & Lesbians ,General Coordinates Used,,"P.O. Box 55285, Anchorage 99705",64.837778,-147.716389,Fairbanks,AK,,Organization,1985,checked,,,,2/8/2022 4:22am
89,U. of Alaska,General Coordinates Used,(Gym),,64.837778,-147.716389,Fairbanks,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:28am
94,Merchants Wharf ,Found,T-Rooms,,58.299399,-134.407901,Juneau,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:49am
91,Red Dog Saloon,General Coordinates Used,,S. Franklin St. ,58.301944,-134.419722,Juneau,AK,(M),Bars/Clubs,1985,checked,,,,2/8/2022 4:47am
95,Hitch hikers ,General Coordinates Used,along Tongass Hwy. ,,55.342222,-131.646111,Ketchikan,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:51am
96,"No gay bars, but some downtown bars such as Frontier & 108 Club on Main St. can be cruisy)",General Coordinates Used,,,55.342222,-131.646111,Ketchikan,AK,Cruisy Area,Cruising Areas,1985,checked,,,,2/8/2022 4:51am
98,'Rest Stops',General Coordinates Used,(N on I-10),,32.911003,-111.77339,Casa Grande,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 3:14am
99,Northern Arizona Univ. Library ,Found,Basement T-Room,,35.190062,-111.657545,Flagstaff,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 3:22pm
102,Thorp Park ,Found,(Sunset & WE),,35.203668,-111.658355,Flagstaff,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 3:26pm
101,'Rest Stops',General Coordinates Used,"(on I-40, 15 mi. W.)",,35.198284,-111.651302,Flagstaff,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 3:19pm
100,Ramada Inn,General Coordinates Used,,,35.198284,-111.651302,Flagstaff,AZ,(M),"Hotel,Cruising Areas",1985,checked,,,,2/9/2022 3:25pm
103,Schoolhouse Disco ,General Coordinates Used,Old Schoolhouse shops at top of Hill ,, 34.748911,-112.113772,Jerome,AZ,"(M),(D)",Bars/Clubs,1985,checked,,,,2/14/2022 3:13am
104,The Library ,General Coordinates Used,Old Schoolhouse Shops,, 34.748911,-112.113772,Jerome,AZ,"(M),(R)",Restaurant,1985,checked,,,,2/14/2022 3:13am
105,Reed & Pioneer Parks ,Found,,,33.416972,-111.819674,Mesa,AZ,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/9/2022 3:31pm
106,Tri-City Mall,Found,,,33.414851,-111.873996,Mesa,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 3:35pm
148,Encanto Park ,Found,,,33.476672,-112.089974,Phoenix,AZ,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,'@Eric Gonzaba Under the cruisy Areas header for Phoenix it says (Strictly AYOR)- should I put that in the description for all of them ,,2/9/2022 3:57pm
150,Greyhound Park,Found,Sundays are cruisy at Park 'n' Swap,,33.448021,-111.995404,Phoenix,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 3:59pm
152,Metro Center,Found,Shopping Complex- nr. ice rink ,,33.575048,-112.121702,Phoenix,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 4:08pm
153,Papago Park ,Found,,,33.453877,-111.953395,Phoenix,AZ,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/9/2022 4:15pm
149,'Hitch-hikers',General Coordinates Used,,2nd & Roosevelt Sts. ,33.448377,-112.074037,Phoenix,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 3:41pm
108,Arizona Escort Service ,General Coordinates Used,(602)246-1692,,33.448377,-112.074037,Phoenix,AZ,,Escort Service,1985,checked,,,,2/9/2022 3:42pm
110,Best Distributing ,General Coordinates Used,,"P.O. Box 27073, Phoenix 85061",33.448377,-112.074037,Phoenix,AZ,,Business,1985,checked,,,,2/9/2022 3:45pm
111,Book Cellars ,General Coordinates Used,"(Books,etc.) (402 W. Hatcher, & other locations )",2103 W. Camelback Rd.,33.448377,-112.074037,Phoenix,AZ,,Book Store,1985,checked,,,,2/9/2022 3:49pm
111 copy,Book Cellars ,General Coordinates Used,"(Books,etc.)  & other locations )",402 W. Hatcher,33.448377,-112.074037,Phoenix,AZ,,Book Store,1985,checked,,,,2/9/2022 3:49pm
117,Dignity ,General Coordinates Used,(602)866-1035,,33.448377,-112.074037,Phoenix,AZ,,Religious Institution,1985,checked,,,,2/9/2022 3:53pm
118,Directory,General Coordinates Used,(Publication) (602)274-4768,,33.448377,-112.074037,Phoenix,AZ,,Publications,1985,checked,,,,2/9/2022 3:53pm
123,Gay Roomate Service ,General Coordinates Used,(602)938-3972,,33.448377,-112.074037,Phoenix,AZ,,Organization,1985,checked,,,,2/9/2022 3:58pm
122,Gay/ Lesbian Assistance & Info ,General Coordinates Used,(602)957-0363,,33.448377,-112.074037,Phoenix,AZ,,Hotline,1985,checked,,,,2/9/2022 3:58pm
151,Indian School Rd. ,General Coordinates Used,Canal Joggers,56th to 68th ,33.448377,-112.074037,Phoenix,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 4:06pm
154,Public Library ,General Coordinates Used,Basement T-Room,,33.448377,-112.074037,Phoenix,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/9/2022 4:17pm
155,Sundowner Motel ,General Coordinates Used,Pool & R (Downstairs bar nights),,33.448377,-112.074037,Phoenix,AZ,Cruisy Area,"Cruising Areas,Hotel",1985,checked,,,,2/9/2022 4:20pm
146,Western Express (Publication),General Coordinates Used,,"P.O. Box 32575, Phoenix 85064",33.448377,-112.074037,Phoenix,AZ,,Publications,1985,checked,,,,2/9/2022 4:23pm
159,Oak Creek Owl ,General Coordinates Used,(1/2 mi. S. of 89A on Ariz. 179),,34.86974,-111.76099,Sedona,AZ,"(M),(R)",Restaurant,1985,checked,,,,2/9/2022 4:26pm
160,Point Willow Country Guest ,General Coordinates Used,"Reservations call (602)634-6152 (Off Hwy. 89A, 18 mi. S. of Sedona, betw. Sedona & Cottonwood)",,34.86974,-111.76099,Sedona,AZ,(H),Hotel,1985,checked,,,,2/9/2022 4:29pm
161,K- Mart ,General Coordinates Used,(T-Room),,31.5455,-110.277286,Sierra Vista,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 6:45am
166,A.S.U. ,Found,(Library),,33.41999,-111.930687,Tempe,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 12:19pm
165,A.S.U. ,Found,(Student Union),,33.417703,-111.934353,Tempe,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 6:59am
168,Papago Park ,Found,(Southern part),,33.453632,-111.948693,Tempe,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:03am
169,'Rest Stop',General Coordinates Used,(Hwy. 80 N.),,33.42551,-111.940005,Tempe,AZ,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/10/2022 6:46am
167,A.S.U ,General Coordinates Used,(Old Gym T-Rooms),,33.42424,-111.928053,Tempe,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 6:48am
170,City Park ,Found,T-Room,,31.713073,-110.068154,Tombstone,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:04am
190,'Hitch-Hikers',Found,(on E. Speedway),,32.235665,-110.840906,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:05am
171,Back Pocket ,Found,(Behind Joshua Tree),,32.260772,-110.961409,Tucson,AZ,(*),Bars/Clubs,1985,checked,,,,2/10/2022 7:06am
191,Himmel Park,Found,,,32.233876,-110.93315,Tucson,AZ,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/10/2022 7:22am
193,Lincoln Park,Found,,,32.173267,-110.818145,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:23am
194,Reid Park,Found,Northside- T-Room,,32.21032,-110.919078,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:24am
195,Sears,Found,(T-Room - Park Mall),,32.219844,-110.865518,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:26am
196,Tuscon Mall,Found,(T-Room),,32.2885,-110.974135,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:27am
198,U. of Airzona ,Found,(Library),,32.230875,-110.948848,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/11/2022 10:14am
197,U. of Arizona ,Found,1st floor T-Room (Econ. Bldg.),,32.237007,-110.954547 ,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/11/2022 10:56am
178,Dignity ,General Coordinates Used,(Church),"Box 27929, Tucson 85726",32.222607,-110.974711,Tucson,AZ,,Religious Institution,1985,checked,,,,2/10/2022 7:11am
192,K-Mart ,General Coordinates Used,(at Wimot) (T-Room),Broadway ,32.222607,-110.974711,Tucson,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/10/2022 7:22am
204,'Hitch-hikers',Found,on 4th Ave. & Hwy. 8,,32.731581,-114.624535,Yuma,AZ,"(AYOR),Cruisy Area",Cruising Areas,1985,checked,,,,2/13/2022 2:30pm
199,Bargain Box,General Coordinates Used,(Books & flicks)(Cruisy*),240 E. 16th St. ,32.692651,-114.627692,Yuma,AZ,"Cruisy Area,(*),(M)","Book Store,Cruising Areas",1985,checked,,,,2/11/2022 11:05am
205,MacDonald's,General Coordinates Used,(nr. Base),,32.692651,-114.627692,Yuma,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/11/2022 11:12am
201,Owl Bookstore ,General Coordinates Used,(at 24th St. ),4th Ave. ,32.692651,-114.627692,Yuma,AZ,(M),Book Store,1985,checked,,,,2/11/2022 11:13am
206,Saddle Club & Backroom,General Coordinates Used,,,32.692651,-114.627692,Yuma,AZ,Cruisy Area,Cruising Areas,1985,checked,,,,2/12/2022 7:12am
209,S. Main St. ,General Coordinates Used,,,36.401183,-93.737971,Eureka Springs,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 4:06am
213,Sambo's ,Found,,,36.082156,-94.171854,Fayetteville,AR,"(M),(AYOR),(AH),(C)","Restaurant,Cruising Areas",1985,checked,,,,2/14/2022 4:10am
214,U. of Arkansas,Found,Old Main Hall T-Room,,36.068685,-94.172907,Fayetteville,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 4:12am
210,Arkansas Gay/Lesbian Rights,General Coordinates Used,,"P.O. Box 2897, Fayetteville 72702",36.066242,-94.157853,Fayetteville,AR,,Organization,1985,checked,,,,2/14/2022 4:07am
211,M.C.C Ozarks ,General Coordinates Used,(501)443-4278 (Kenray at Plainview),,36.066242,-94.157853,Fayetteville,AR,(MCC),Religious Institution,1985,checked,,,,2/14/2022 4:10am
219,6th & Garrison ,Found,,,35.387237,-94.425237,Ft. Smith,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 4:14am
220,'The Block' ,General Coordinates Used,(around Tradewinds Motel),,35.385924,-94.398547,Ft. Smith,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 4:13am
218,Ft. Smith Park,General Coordinates Used,,N. 6th St. ,35.385924,-94.398547,Ft. Smith,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 4:14am
223,DeSoto Park,Found,(T-Room),,34.536275,-93.029602,Hot Springs,AR,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/14/2022 4:18am
222,Bath House Row ,General Coordinates Used,,Central Ave.,34.5037,-93.055179,Hot Springs,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 4:15am
232,Alsop Park ,Found,(AYOR-'Fuzz' crackdown),,34.762634,-92.315196,Little Rock,AR,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/14/2022 4:23am
233,Boyle Park,Found,,,34.731298,-92.355545 ,Little Rock,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 7:01am
234,Burns Park,Found,,N. Little Rock ,34.797696,-92.309918,Little Rock,AR,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/15/2022 7:03am
235,MacArthur Park ,Found,,,34.735846,-92.264886,Little Rock,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 7:07am
236,Movie Park ,Found,('Peep shows'),3500 Asher,34.728235,-92.312977,Little Rock,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 7:09am
237,'Rest Stop',General Coordinates Used,(W. on I-40) (Gazebos),,34.746481,-92.289595,Little Rock,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/14/2022 4:21am
224,Arkansas Advisor ,General Coordinates Used,(Publication) (501)225-1300,"P.O. Box 4699, Little Rock 72204",34.746481,-92.289595,Little Rock,AR,,Publications,1985,checked,,,,2/14/2022 4:25am
225,Arkansas Gay Writes,General Coordinates Used,(Publication),"P.O. Box 3115, Little Rock",34.746481,-92.289595,Little Rock,AR,,Publications,1985,checked,,,,2/14/2022 4:25am
226,Crisis Center ,General Coordinates Used,(501)664-8834,,34.746481,-92.289595,Little Rock,AR,,Community Center/Support Groups,1985,checked,,,,2/15/2022 7:04am
229,M.C.C.,General Coordinates Used,(501)666-2404,,34.746481,-92.289595,Little Rock,AR,(MCC),Religious Institution,1985,checked,,,,2/15/2022 7:04am
238,'Rest Stop',General Coordinates Used,"(on I-30, Morgan Exit)",, 34.886478,-92.372376,Morgan,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:07am
239,'Rest Stop',General Coordinates Used,(on I-40),,35.48703,-93.827696,Ozark,AR,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 8:56am
240,Lake Atlanta ,Found,T-Room,,36.338302,-94.098619,Rogers,AR,Cruisy Area,Cruising Areas,1985,checked,,"Typo, called Lake Atalanta Rogers: https://visitrogersarkansas.com/blogs/lake-atalanta-features-improved-trails-and-facilities",,2/15/2022 9:05am
241,Capri Art Theatre,Found,,, 33.412982,-94.028709,Texarcana,AR,Cruisy Area,"Cruising Areas,Theatre",1985,checked,,found on Cinema Treasures: http://cinematreasures.org/theaters/18712 ,,2/15/2022 8:59am
242,Granada Park ,Found,Clemente at Park ,,34.068202,-118.145728,Alhambra,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 11:49am
243,Kenton Mine Lodge,General Coordinates Used,(916)287-3212,,39.469231,-120.842993,Alleghanny,CA,"(M),(H)",Hotel,1985,checked,,,,3/5/2022 11:09am
244,La Palma Park ,Found,(Summers) (T-Room),,33.84846,-117.922333,Anaheim,CA,"(AYOR),Cruisy Area",Cruising Areas,1985,checked,,,,2/15/2022 9:12am
245,Pearson Park,Found,T-Room,,33.836903,-117.919087,Anaheim,CA,"(AYOR),Cruisy Area",Cruising Areas,1985,checked,,,,2/15/2022 9:14am
255,Beach Park ,Found,,21st & Oak Sts. ,35.379936,-119.040635,Bakersfield,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:16am
256,Central Park,Found,,21st & 'R' Sts.,35.374352,-119.008922,Bakersfield,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:27am
253,Town Casino ,Found,Hotel Padre,,35.375551,-119.02162,Bakersfield,CA,"(M),(E)","Business,Hotel",1985,checked,,,,2/15/2022 9:29am
249,Town Casino ,Found,Hotel Padre,,35.375551,-119.02162,Bakersfield,CA,"(M),(E)","Business,Hotel",1985,checked,,,,2/15/2022 9:29am
258,Weil Park ,Found,,,35.383413,-119.011125,Bakersfield,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:31am
251,Gay & Lesbian Phoneline,General Coordinates Used,(805)397-4189,,35.373292,-119.018712,Bakersfield,CA,,Hotline,1985,checked,,,,2/15/2022 9:28am
257,Greyhound Bus Depot,General Coordinates Used,T-Room,,35.373292,-119.018712,Bakersfield,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:29am
263,Aquatic Park ,Found,Campers & vans,,37.859681,-122.298756,Berkeley,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:34am
264,Lake Tamescal Park & Beach ,Found,,,37.844054,-122.227332,Berkeley,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:36am
267,U. of C. ,Found,T-Room (AYOR) (Tolman Hall Basement ),,37.874104,-122.263891,Berkeley,CA,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,2/15/2022 9:38am
265,U. of C. ,Found,(Hearst Gym),,37.869593,-122.256686,Berkeley,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:38am
266,U. of C.  ,Found,3rd Floor T-Room (Doe Library),,37.872207,-122.259237,Berkeley,CA,Cruisy Area,Cruising Areas,1985,checked,,,,2/15/2022 9:39am
262,White Horse ,Found,(See Oakland),,37.851827,-122.260559,Berkeley,CA,(*),Bars/Clubs,1985,checked,,White Horse Bar Website: https://whitehorsebar.com/  ;article about the nation's second oldest gay bar: https://bancroft.berkeley.edu/collections/gaybears/whitehorse/,,2/15/2022 9:45am
