ID,Title,status,description,streetaddress,lat/lon,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
1066,N. Chagrin Reservation Park,Found,,," 41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
743,N. Chagrin Reservation Park,Found,,," 41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
637,N. Chagrin Reservation Park,Found,,," 41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:14am,3/2/2020 2:13am
520,N. Chagrin Reservation Park,Found,,," 41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
903,N. Chagrin Reservation Pk.,Found,,," 41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
833,N. Chagrin Reservation Pk.,Found,,," 41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
1057,Nantucket,Found,(Highland Ave.) (Lakewood),Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,"(M),(PE)",Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
894,Nantucket,Found,(Lakewood),Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,(M),Bars/Clubs,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
824,Nantucket,Found,(Lakewood),Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,(M),Bars/Clubs,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
730,Nantucket,Found,(Best Sundays*),Clifton & W. 117th Sts.,"41.487514,-81.768727",Cleveland,OH,"(M),(*)",Bars/Clubs,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
627,Nantucket,Found,(Best Sundays*),Clifton & W. 117th Sts.,"41.487514,-81.768727",Cleveland,OH,(M),Bars/Clubs,1976,checked,,,3/2/2020 1:08am,3/2/2020 2:13am
508,Nantucket,Found,(best Sundays) (Lakewood),Clifton & W. 117th Sts.,"41.487514,-81.768727",Cleveland,OH,"(M),(RT)",Bars/Clubs,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
364,Nantucket,Found,(Best Sundays) (Lakewood),Clifton & W. 117th Sts. ,"41.487514,-81.768727",Lakewood,OH,(M),Bars/Clubs,1978,checked,,,2/28/2020 12:58am,2/28/2020 2:31am
209,Nantucket,Found,(Best Sun.),Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,(M),Bars/Clubs,1979,checked,,,2/27/2020 11:55am,2/27/2020 10:27pm
52,Nantucket,Found,(Best at cocktail hour),Cliffton & W. 117 St. ,"41.487514,-81.768727",Cleveland,OH,,"Restaurant,Bars/Clubs",1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
403,Near Hotel,General City Coordinates Used,Lobby & T-Room,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,"Cruising Areas,Hotels",1978,checked,,,2/28/2020 1:33am,3/10/2020 10:57am
249,Near Hotel,General City Coordinates Used,Lobby & T-Room,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,"Cruising Areas,Hotels",1979,checked,,,2/27/2020 2:34pm,3/13/2020 9:22pm
91,Near Hotel,General City Coordinates Used,Lobby & T-Room,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
544,Near Hotel Lobby & T-Room,General City Coordinates Used,,,"40.272015,-81.859576",Coshocton,OH,Cruisy Area,"Cruising Areas,Hotels",1977,checked,,,2/29/2020 6:44pm,3/13/2020 9:37pm
53,New Dimensions,Found,"(Disco) (Closed Mon. & Tues) (L on ground floor, macho guys upstairs)",1012 Sumner Ave at 9th,"41.496527,-81.683374",Cleveland,OH,"(*),(YC),(D),(S)",Bars/Clubs,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
465,Nimisila Park,Found,,,"40.807722,-81.357472",Akron,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
319,Nimisila Park,Found,,,"40.807722,-81.357472",Akron,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/27/2020 11:56pm
162,Nimisila Park,Found,,,"40.807722,-81.357472",Akron,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/20/2020 11:44pm,2/27/2020 10:27pm
11,Nimisila Park,Found,,,"40.807722,-81.357472",Akron,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:43pm,2/21/2020 1:55am
377,No. Chagrin Reservation Park,Found,,," 41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:27am,3/13/2020 9:29pm
224,No. Chagrin Reservation Park,Found,(HOT),," 41.57,-81.439167",Cleveland,OH,"Cruisy Area,(HOT)",Cruising Areas,1979,checked,,,2/27/2020 2:34pm,3/28/2020 4:13pm
66,No. Chagrin Reservation Park,Found,,," 41.57,-81.439167",Cleveland,OH,"Cruisy Area,(AYOR)",Cruising Areas,1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:14pm
717,Ohio River Overlook,Found,,,"39.11765,-84.488329",Cincinnati,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
17,Ohio U.,Found,Baker Center-2nd floor T-Room,," 39.324358,-82.101389",Athens,OH,Cruisy Area,"Cruising Areas,Organizations",1980,checked,,,2/20/2020 11:43pm,3/13/2020 9:06pm
732,Olympic Barbecue,Found,,Clifton & W. 117 Sts.,"41.487514,-81.768727",Cleveland,OH,"(YC),(R),(C),(AH),(*)",Restaurant,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
629,Olympic Barbecue,Found,,Clifton & W. 117th Sts.,"41.487514,-81.768727",Cleveland,OH,"(YC),(R),(C)","Bars/Clubs,Restaurant",1976,checked,,,3/2/2020 1:08am,3/2/2020 2:13am
895,Olympic Barbeque,Found,"(after hrs.,)",Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,"(R),(C),(YC),(*)",Restaurant,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
825,Olympic Barbeque,Found,"(after hrs.,)",Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,"(YC),(R),(C),(*)",Restaurant,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
685,Ontario St.,Found,(HOT),,"41.650648,-83.541075",Toledo,OH,"Cruisy Area,(HOT)",Cruising Areas,1976,checked,,,3/2/2020 2:09am,3/28/2020 4:13pm
577,Ontario St.,Found,(HOT),,"41.650648,-83.541075",Toledo,OH,"Cruisy Area,(HOT)",Cruising Areas,1977,checked,,,2/29/2020 6:44pm,3/28/2020 4:13pm
443,Ontario St.,Found,(HOT),,"41.650648,-83.541075",Toledo,OH,"Cruisy Area,(HOT)",Cruising Areas,1978,checked,,,2/28/2020 1:50am,3/28/2020 4:13pm
293,Ontario St. ,Found,betw. Washington & Jefferson,,"41.650648,-83.541075",Toledo,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 9:56pm,2/27/2020 10:27pm
137,Ontario St. ,Found,betw. Washington & Jefferson,,"41.650648,-83.541075",Toledo,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
787,Ontario Street,Found,(HOT),,"41.650648,-83.541075",Toledo,OH,"Cruisy Area,(HOT)",Cruising Areas,1975,checked,,,3/2/2020 3:46am,3/28/2020 4:14pm
788,Ottawa Park,Found,,,"41.665399,-83.595464",Toledo,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 3:46am,3/13/2020 8:57pm
686,Ottawa Park,Found,,,"41.665399,-83.595464",Toledo,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 2:09am,3/2/2020 2:12am
578,Ottawa Park,Found,,,"41.665399,-83.595464",Toledo,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
444,Ottawa Park,Found,,,"41.665399,-83.595464",Toledo,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:50am,2/28/2020 2:31am
294,Ottawa Park,Found,,,"41.665399,-83.595464",Toledo,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 9:57pm,2/27/2020 10:27pm
1027,Ottowa Park,Found,,,"41.665399,-83.595464",Toledo,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 8:04pm,3/2/2020 8:07pm
448,Outpost,General City Coordinates Used,(Disco) (WE-only*),1 mi. E of Ohio Tpke. on Rte. 5 (Exit 14),"41.237557,-80.818417",Warren,OH,"(YC),(D),(WE),(*)",,1978,checked,,,2/28/2020 1:50am,2/28/2020 2:31am
583,Outpost ,General City Coordinates Used,(Disco) (WE*),1 mi E. of Ohio Tpke on Rte 5 (Exit 14),"41.237557,-80.818417",Warren,OH,"(YC),(D),(WE),(*)",Bars/Clubs,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
21,Palace,General City Coordinates Used,,W. Tuscararas,"40.798947,-81.378447",Canton,OH,"(M),(R),(D),(PT),(AH)","Bars/Clubs,Restaurant",1980,checked,,,2/20/2020 11:43pm,3/14/2020 10:25am
510,Pappy's Lounge ,Found,(On again-off again),Prospect & E. 14th,"41.499659,-81.680256 ",Cleveland,OH,,Bars/Clubs,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
82,Park by river,Found,nr. Greenlawn Ave. ,,"39.938707,-83.00326",Columbus,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
1059,Park Lunch,General City Coordinates Used,,"Ontario, off Euclid"," 41.49932,-81.69436 ",Cleveland,OH,"(M),(RT),(R),(C)",Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
320,Parking Lot,General City Coordinates Used,American Hotel,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/27/2020 11:56pm
163,Parking Lot,General City Coordinates Used,American Hotel,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/20/2020 11:44pm,2/27/2020 10:27pm
12,Parking Lot,General City Coordinates Used,American Hotel,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:43pm,2/21/2020 1:55am
67,Parma Theater,Found,T-Room-Ridge Rd.,,"41.404268,-81.734743",Cleveland,OH,Cruisy Area,"Theatre,Cruising Areas",1980,checked,,See http://cinematreasures.org/theaters/3213,2/20/2020 11:44pm,3/13/2020 9:14pm
1021,Paul's,General City Coordinates Used,,Main St.,"40.369791,-80.633964",Steubenville,OH,(*),Bars/Clubs,1974,checked,,,3/2/2020 7:46pm,3/2/2020 8:07pm
776,Paul's,General City Coordinates Used,,Main St.,"40.369791,-80.633964",Steubenville,OH,(*),Bars/Clubs,1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
674,Paul's,General City Coordinates Used,,Main St.,"40.369791,-80.633964",Steubenville,OH,(*),Bars/Clubs,1976,checked,,,3/2/2020 1:51am,3/2/2020 2:12am
630,Perkin's Pancake House,Found,,Berea Rd. & W. 117 Sts.,"41.47397,-81.768812",Cleveland,OH,"(M),(R),(C)",Restaurant,1976,checked,,,3/2/2020 1:08am,3/2/2020 2:13am
1119,Peterlines,Found,,Superior at E. 55th St.,"41.517901,-81.651944",Cleveland,OH,(M),Bars/Clubs,1971,checked,,,3/10/2020 10:38pm,3/11/2020 12:00am
1060,Pickwood Lounge,Found,(across from the Nantucket),Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,"(M),(PE)",Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
897,Pickwood Lounge,Found,(across from the Nantucket),Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,"(M),(PE)",Bars/Clubs,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
827,Pickwood Lounge,Found,(across from the Nantucket),Clifton & W. 117th St.,"41.487514,-81.768727",Cleveland,OH,"(M),(PE)",Bars/Clubs,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
854,Play Pen,General City Coordinates Used,,Main St.,"41.652805,-83.537867 ",Toledo,OH,,"Bars/Clubs,Restaurant",1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
1038,Playpen,Found,,Gilbert & McMillan," 39.125944,-84.490265 ",Cincinnati,OH,(*),Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
609,Post House,Found,Greyhound Bus Depot,5th & Sycamore," 39.101895,-84.508118",Cincinnati,OH,"(M),(RT)",Bars/Clubs,1976,checked,,,3/2/2020 12:58am,3/13/2020 8:55pm
485,Post House,Found,(Closed days),Greyhound Bus Depot 5th & Sycamore," 39.101895,-84.508118",Cincinnati,OH,"(M),(RT)",Bars/Clubs,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
339,Post House,Found,Greyhound bus Depot,5th & Sycamore," 39.101895,-84.508118",Cincinnati,OH,"(M),(RT),(AYOR)",Organizations,1978,checked,,,2/27/2020 11:47pm,2/28/2020 2:31am
875,Post House ,Found,(Greyhound Bus Depot),5th & Sycamore," 39.101895,-84.508118",Cincinnati,OH,"(M),(RT)",Bars/Clubs,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
805,Post House ,Found,(Greyhound Bus Depot),5th & Sycamore," 39.101895,-84.508118",Cincinnati,OH,"(M),(RT)",Bars/Clubs,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
711,Post House ,Found,(Greyhound Bus Depot),5th & Sycamore," 39.101895,-84.508118",Cincinnati,OH,"(M),(RT)",Bars/Clubs,1975,checked,,,3/2/2020 2:47am,3/2/2020 3:51am
466,Quaker Square,Found,,,"41.080918,-81.514137",Akron,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
321,Quaker Square,Found,,,"41.080918,-81.514137",Akron,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/27/2020 11:56pm
13,Quaker Square,Found,,,"41.080918,-81.514137",Akron,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:43pm,2/21/2020 1:55am
164,Quaker Store,Found,,,"41.080918,-81.514137",Akron,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/20/2020 11:44pm,2/27/2020 10:27pm
56,R.S.V.P,Found,(Card & Books) Park Center Shopping Mall,1701 E. 12th & University Circle,"41.502952,-81.685118",Cleveland,OH,,Business,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
214,R.S.V.P.,Found,(Cards & books) Park Center Shopping Mall,1701 E. 12th & University Circle,"41.502952,-81.685118",Cleveland,OH,,Book Store,1979,checked,,,2/27/2020 11:55am,2/27/2020 10:27pm
669,Ramada Inn Bar,General City Coordinates Used,I-71 at U.S. 30 (Koogle Rd. Exit),,"40.75839,-82.515447",Mansfield,OH,(M),"Bars/Clubs,Hotels",1976,checked,,,3/2/2020 1:51am,3/13/2020 9:43pm
563,Ramada Inn Bar,General City Coordinates Used,(Koogle Rd. exit,I-71 at U.S. 30,"40.75839,-82.515447",Mansfield,OH,(M),"Bars/Clubs,Hotels",1977,checked,,,2/29/2020 6:44pm,3/13/2020 9:38pm
1194,Ranch House,General City Coordinates Used,(weekends),"Rt. 52, 1 mi. S.E. of Coney Isl.","39.103118,-84.51202",Cincinnati,OH,(D),Bars/Clubs,1969,checked,,,3/11/2020 12:06am,3/11/2020 1:17am
1149,Ranch House,General City Coordinates Used,(weekends inquire first),"Rt. 52, 1 mi. S.E. of Coney Isl.","39.103118,-84.51202",Cincinnati,OH,(D),Bars/Clubs,1970,checked,,,3/11/2020 12:06am,3/11/2020 12:56am
1105,Ranch House,General City Coordinates Used,(weekends-inquire first),"Rt.52, 1 mi. S.E. of Coney Island","39.103118,-84.51202",Cincinnati,OH,(D),Bars/Clubs,1971,checked,,,3/10/2020 10:38pm,3/11/2020 12:00am
1292,Rene's,Found,Marne Hotel,Marne Hotel,"41.077849,-81.52072",Akron,OH,(*),"Hotels,Bars/Clubs",1965,checked,,,3/11/2020 1:18am,3/13/2020 10:18pm
1261,Rene's,Found,,Marne Hotel,"41.077849,-81.52072",Akron,OH,(*),"Bars/Clubs,Hotels",1966,checked,,,3/11/2020 1:18am,3/13/2020 9:00pm
1229,Rene's,Found,,Marne Hotel,"41.077849,-81.52072",Akron,OH,(*),"Hotels,Bars/Clubs",1968,checked,,,3/11/2020 12:06am,3/13/2020 7:55pm
421,Retreat,General City Coordinates Used,Inquire Locally,,"40.75839,-82.515447",Mansfield,OH,(WE),Bars/Clubs,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
1098,Roaring 20's,General City Coordinates Used,,W. Union St.,"39.32924,-82.101255 ",Athens,OH,"(M),(YC)",Bars/Clubs,1971,checked,,,3/10/2020 10:38pm,3/11/2020 12:00am
1032,Roaring 20's,General City Coordinates Used,,W. Union St.,"39.32924,-82.101255 ",Athens,OH,"(YC),(M)",Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
867,Roaring 20's,General City Coordinates Used,,W. Union St.,"39.32924,-82.101255 ",Athens,OH,(M),Bars/Clubs,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
797,Roaring 20's,General City Coordinates Used,,W. Union St.,"39.32924,-82.101255 ",Athens,OH,(M),Bars/Clubs,1974,checked,,,3/2/2020 3:46am,3/2/2020 8:07pm
70,Rocky River Reservation,Found,,," 41.409979,-81.883491",Cleveland,OH,"Cruisy Area,(AYOR)",Cruising Areas,1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:14pm
1067,Rocky River Reservation Park,Found,,," 41.409979,-81.883491",Cleveland,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
744,Rocky River Reservation Park,Found,,," 41.409979,-81.883491",Cleveland,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
638,Rocky River Reservation Park,Found,,," 41.409979,-81.883491",Cleveland,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:14am,3/2/2020 2:13am
522,Rocky River Reservation Park,Found,,," 41.409979,-81.883491",Cleveland,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
379,Rocky River Reservation Park,Found,,," 41.409979,-81.883491",Cleveland,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:27am,3/13/2020 9:29pm
904,Rocky River Reservation Pk.,Found,,," 41.409979,-81.883491",Cleveland,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
834,Rocky River Reservation Pk.,Found,,," 41.409979,-81.883491",Cleveland,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
227,Rocky River Reservations,Found,(HOT),," 41.409979,-81.883491",Cleveland,OH,"Cruisy Area,(HOT)",Cruising Areas,1979,checked,,,2/27/2020 2:34pm,3/28/2020 4:13pm
1013,Royal Theatre,Found,,,"39.103967,-84.513971",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1974,checked,,,3/2/2020 7:32pm,3/13/2020 9:48pm
718,Royal Theatre,Found,,,"39.103967,-84.513971",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1975,checked,,,3/2/2020 2:54am,3/13/2020 9:45pm
619,Royal Theatre,Found,,,"39.103967,-84.513971",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1976,checked,,,3/2/2020 12:58am,3/13/2020 9:40pm
494,Royal Theatre,Found,,,"39.103967,-84.513971",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1977,checked,,,2/28/2020 1:50am,3/13/2020 9:35pm
350,Royal Theatre,Found,,,"39.103967,-84.513971",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1978,checked,,,2/27/2020 11:47pm,3/13/2020 9:27pm
194,Royal Theatre,Found,,,"39.103967,-84.513971",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1979,checked,,,2/27/2020 11:55am,3/13/2020 9:20pm
39,Royal Theatre,Found,,,"39.103967,-84.513971",Cincinnati,OH,Cruisy Area,"Cruising Areas,Theatre",1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:11pm
1068,S. Chagrin Reservation Park,Found,,,"41.57,-81.439167",Cleveland,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
104,Sambo's,General City Coordinates Used,N. Main,," 39.758948,-84.191607",Dayton,OH,"Cruisy Area,(M),(R),(C),(AH)","Cruising Areas,Restaurant",1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
1061,Scope,General City Coordinates Used,,Euclid at E. 56th St.," 41.49932,-81.69436 ",Cleveland,OH,"(P),(D)",Bars/Clubs,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
898,Scope,General City Coordinates Used,,Euclid  E. 56th St.," 41.49932,-81.69436 ",Cleveland,OH,"(D),(B)",Bars/Clubs,1973,checked,,,3/2/2020 3:52am,3/2/2020 7:08pm
828,Scope,General City Coordinates Used,,Euclid  E. 56th St.," 41.49932,-81.69436 ",Cleveland,OH,"(D),(B)",Bars/Clubs,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
514,Silver Spur,Found,(Some G),2402 St. Clair at E. 24th,"41.544246,-81.592499",Cleveland,OH,"(RT),(B),(D),(G)",Bars/Clubs,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
1040,Sixty Second Shop,Found,(Closes 10 pm),5th & Sycamore,"39.101895,-84.508118 ",Cincinnati,OH,(R),Restaurant,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
1107,Sixty-Second Shop,Found,,5th & Sycamore,"39.101895,-84.508118 ",Cincinnati,OH,(R),Restaurant,1971,checked,,,3/10/2020 10:38pm,3/11/2020 12:00am
649,Small park on Neison Rd,Found,2 blocks N. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:19am,3/2/2020 2:13am
913,Small park on Nelson Rd,Found,2 blks N. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
843,Small park on Nelson Rd,Found,2 blks N. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
754,Small Park on Nelson Rd.,Found,2 blocks n. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
394,Small Park on Nelson Rd.,Found,2 blocks No. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:33am,2/28/2020 2:31am
535,Small park on Nelson Rd.,Found,2 blocks N. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
240,Small park on Nelson Rd.,Found,2 blocks N. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 2:34pm,2/27/2020 10:27pm
83,Small park on Nelson Rd.,Found,2 blocks N. of Broad St.,," 39.974191,-82.946403",Columbus,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
428,Snyder Park,Found,(Off Rte.40),,"39.933708,-83.839331",Springfield,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
275,Snyder Park,Found,(off Rte. 40),,"39.933708,-83.839331",Springfield,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 9:41pm,2/27/2020 10:27pm
120,Snyder Park,Found,off Rte. 40,,"39.933708,-83.839331",Springfield,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
295,Southwick Mall,Found,T-Rooms,,"41.60269,-83.667966",Toledo,OH,Cruisy Area,Cruising Areas,1979,checked,,See https://en.wikipedia.org/wiki/Southwyck_Mall,2/27/2020 9:57pm,2/27/2020 10:27pm
138,Southwick Mall,Found,T-Room,,"41.60269,-83.667966",Toledo,OH,Cruisy Area,Cruising Areas,1980,checked,,See https://en.wikipedia.org/wiki/Southwyck_Mall,2/20/2020 11:44pm,2/27/2020 2:10am
558,Summit Lodge Resort,General City Coordinates Used,"(Pool, Sauna & lounge) Rte. 1, Rockbridge Ohio 43149 Tel:614-385-6823",,"39.713675,-82.599329",Lancaster,OH,"(P),(H)",Hotels,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
270,Summit Lodge Resort,General City Coordinates Used,"(Pool, Sauna, & lounge. Tel (614) 385-6823) Rte. 1, Rockbridge Ohio 43129",,"39.579808,-82.522259",Rockbridge,OH,"(P),(H)",Hotels,1979,checked,,,2/27/2020 9:41pm,2/27/2020 10:27pm
116,Summit Lodge Resort,General City Coordinates Used,"(Pool, sauna, & lounge) Tel:614-385-6823 Rte. 1 R",Rockbridge 43129,"39.579808,-82.522259",Rockbridge,OH,"(P),(H)","Hotels,Bars/Clubs",1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:17pm
425,Summit Lounge Resort,General City Coordinates Used,"(Pool, sauna & lounge) Tel: 614-385-6823; rte. 1, Rock-bridge, Ohio 43149",,"39.579808,-82.522259",Rockbridge,OH,"(P),(H)",Hotels,1978,checked,,,2/28/2020 1:49am,3/13/2020 8:54pm
468,Summit Mall,Found,,,"41.134704,-81.617352",Akron,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
323,Summit Mall,Found,,,"41.134704,-81.617352",Akron,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/27/2020 11:47pm,2/27/2020 11:56pm
166,Summit Mall,Found,,,"41.134704,-81.617352",Akron,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/20/2020 11:44pm,2/27/2020 10:27pm
15,Summit Mall,Found,,,"41.134704,-81.617352",Akron,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:43pm,2/21/2020 1:56am
18,Swanky's,General City Coordinates Used,,,"39.32924,-82.101255 ",Athens,OH,"Cruisy Area,(M),(HIP)",Cruising Areas,1980,checked,,,2/20/2020 11:43pm,2/25/2020 10:45pm
495,Teachers College Bldg,Found,U. of Cincinnati,,"39.132922,-84.51495",Cincinnati,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
1014,Teachers College Bldg.,Found,Univ. of Cincinnati,,"39.132922,-84.51495",Cincinnati,OH,Cruisy Area,"Cruising Areas,Organizations",1974,checked,,,3/2/2020 7:32pm,3/13/2020 9:48pm
719,Teachers College Bldg.,Found,Univ. of Cincinnati,,"39.132922,-84.51495",Cincinnati,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
