ID,Title,status,lat,lon,description,streetaddress,city,state,Year,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified
36,Tallulah Bankhead Pkwy.,General Coordinates Used,34.730369,-86.586104,all overlooks,,Huntsville,AL,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 12:45pm
38,Jacksonville State U.,Found,33.824104,-85.765878,,Bibb Graves Hall & Ayer Hall,Jacksonville,AL,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 12:47pm
37,Germania Springs ,Found,33.8478,-85.757482,,,Jacksonville,AL,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 12:47pm
46,Old State Park,General Coordinates Used,30.695366,-88.039891,(opp. Holiday Inn-off causeway),,Mobile,AL,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 1:10pm
55,McInnis area,General Coordinates Used,32.292786,-86.252829,,,Montgomery,AL,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 3:22pm
54,Court Square ,Found,32.377599,-86.309296,,,Montgomery,AL,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:20pm
52,Block around Post Office,General Coordinates Used,32.379223,-86.307737,early evenings,,Montgomery,AL,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 3:18pm
56,Rosa L. Parks Ave.,Found,32.362592,-86.316613,at Mill St.,,Montgomery,AL,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:27pm
47,Black & White Men Together (BWMT),General Coordinates Used,32.373798,-86.311007,"P.O. Box 603, 36101 284-2421",,Montgomery,AL,1994,,Info Lines & Services,checked,,,,6/12/2023 3:18pm
53,Cooter's Pond,Found,32.429394,-86.400732,,,Montgomery,AL,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 3:20pm
51,Auburn University,Found,32.369595,-86.178834,,,Montgomery,AL,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 3:17pm
60,Gay/Lesbian/Bisexual Alliance,Found,33.214516,-87.545433,348-7210,U. of Alabama,Tuscaloosa,AL,1994,,Info Lines & Services,checked,,,,6/12/2023 3:35pm
59,Washington St. ,General Coordinates Used,32.413842,-87.022179,,,Selma,AL,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:36pm
58,Selma Mall ,Found,32.43312,-87.016506,,,Selma,AL,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:36pm
6,Autaugaville Rec. Park,General Coordinates Used,32.434025,-86.654702,,,Autaugaville,AL,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/12/2023 3:37pm
57,Prattville Park ,Found,32.453906,-86.466914,-Broad St.,,Prattville,AL,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:37pm
62,AA Gay/Lesbian ,General Coordinates Used,61.217576,-149.899678,272-2312 (AA#) call for times & location,,Anchorage,AK,1994,,Info Lines & Services,checked,,,,6/12/2023 3:39pm
64,Anchorage Garden Buddies,General Coordinates Used,61.196105,-149.915966,"P.O. Box 104858, 99510  monthly men's social club",,Anchorage,AK,1994,,Info Lines & Services,checked,,,,6/12/2023 3:42pm
74,Identity Northview,General Coordinates Used,61.218923,-149.850373,"P.O. Box 2000070, 99520 258-4777 monthly newsletter, Fourth Fri Potluck Social",,Anchorage,AK,1994,,Publications,checked,,,,6/12/2023 3:43pm
80,Park Strip,Found,61.213666,-149.903704,,"at 9th & ""L"" St.s",Anchorage,AK,1994,Cruisy Area,Cruising Areas,checked,,,,6/12/2023 3:45pm
63,Anchorage Gay/Lesbian Info Line,General Coordinates Used,61.196105,-149.915966,"258-4777, irregular hours leave message ",,Anchorage,AK,1994,,Info Lines & Services,checked,,,,6/12/2023 3:42pm
85,Palace Saloon,General Coordinates Used,64.837778,-147.716389,"456-5960 4pm-9pm, til 3:30am Fri & Sat, more gay clientele after 11pm, tourist spot otherwide",Alaskaland,Fairbanks,AK,1994,"(GF),(D),(E)",Bars,checked,,,,6/19/2023 4:09pm
81,Gay Info Line,General Coordinates Used,64.837778,-147.716389,488-6636 leave message,,Fairbanks,AK,1994,,Info Lines & Services,checked,,,,6/19/2023 4:07pm
87,University of Alaska Library,Found,64.856934,-147.820022,,,Fairbanks,AK,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 4:10pm
82,Gay/Lesbian Info Line,General Coordinates Used,64.839827,-147.719466,"P.O. Box 74552, 99707 452-3745 info on local events",,Fairbanks,AK,1994,,Info Lines & Services,checked,,,,6/19/2023 4:09pm
88,Southeast  Alaska Gay and Lesbian Switchboard (S.E.A.G.L.A),General Coordinates Used,58.300493,-134.420131,586-4297 7PM-9PM Fri,,Juneau,AK,1994,,Info Lines & Services,checked,,,,6/19/2023 4:14pm
97,Thorp Park,Found,35.203668,-111.658355,,,Flagstaff,AZ,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 8:29pm
92,Community Real Estate Referrals ,General Coordinates Used,35.198284,-111.651302,(800)346-5592 gay realtor at your service,,Flagstaff,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 8:27pm
93,Gay/Lesbian Community Phone Line,General Coordinates Used,35.198284,-111.651302,774-1521,,Flagstaff,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 8:28pm
101,Park of Canals,General Coordinates Used,33.440476,-111.813879,,on N. Horne St.,Mesa,AZ,1994,,Cruising Areas,checked,,,,6/19/2023 8:32pm
102,Reed & Pioneer Park ,Found,33.416972,-111.819674,,,Mesa,AZ,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 8:33pm
105,Gay Helpline,General Coordinates Used,33.555703,-112.1121,"265-1102, 7pm-midnight Tues-Sat",,Phoenix,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 9:01pm
121,Durango's at Flex Comples,General Coordinates Used,33.448377,-112.074037,(see Men's Clubs) 271-9017 10am-1am,,Phoenix,AZ,1994,"(NH),(PC)",Bars,checked,,Flex Complex's address is 1517 S. Black Canyon Hwy.,,6/19/2023 9:01pm
145,Resource,General Coordinates Used,33.448377,-112.074037,"P.O. Box 5948, 85010 256-7476",,Phoenix,AZ,1994,,Publications,checked,,,,6/19/2023 9:11pm
104,Community Real Estate Referrals,General Coordinates Used,33.448377,-112.074037,(800)346-5592 gay realtor at your service,,Phoenix,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 9:53pm
146,Western Express,General Coordinates Used,33.453877,-111.953395,"P.O. Box 5950, 85010 254-1324",,Phoenix,AZ,1994,,Publications,checked,,,,6/19/2023 9:25pm
103,Cambelback Business & Professional Assoc.,General Coordinates Used,33.538652,-112.185987,"P.O. Box 2097, 85001 225-8888",,Phoenix,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 8:49pm
141,Arizona Office of Tourism ,General Coordinates Used,33.448377,-112.074037,542-8687,,Phoenix,AZ,1994,,Travel/Tour Operators,checked,,,,6/19/2023 8:42pm
144,Echo Magazine,General Coordinates Used,33.448377,-112.074037,"P.O. Box 1808, 85001 266-0550",,Phoenix,AZ,1994,,Publications,checked,,,,6/19/2023 9:01pm
110,"Westways ""Private"" Botique Resort Inn",General Coordinates Used,33.650181,-112.100108,"P.O. Box 41624, 85080 582-3868 deluxe resort",,Phoenix,AZ,1994,"(MW),(SW),(WC),(IGTA)",Accommodations,checked,,,,6/19/2023 9:26pm
107,Lesbian/Gay Community Switchboard,General Coordinates Used,33.448377,-112.074037,"234-2752/234-0873 (TDD), 10am-10pm (volunteers permitting)",,Phoenix,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 9:03pm
159,Sipapu Lodge,General Coordinates Used,34.86974,-111.76099,"P.O. Box 552, 86336 282-2833 full brkfst",,Sedona,AZ,1994,(GF),Accommodations,checked,,,,6/19/2023 9:30pm
160,Park,General Coordinates Used,34.824424,-111.805914,at Red Rock Crossing (way back),,Sedona,AZ,1994,Cruisy Area,Cruising Areas,checked,,,,6/19/2023 9:29pm
163,West side of Mill Ave.,General Coordinates Used,33.42551,-111.940005,(by the Coffee Plantation) ,,Tempe,AZ,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:35pm
162,Papago Park ,Found,33.453632,-111.948693,southern part,,Tempe,AZ,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:33pm
164,City Park,Found,31.713073,-110.068154,,,Tombstone,AZ,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:36pm
165,AA Gay/Lesbian,General Coordinates Used,32.222607,-110.974711,"624-4183 (AA#) 8pm Mon, Th-Sat",,Tucson,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 9:36pm
166,Community Real Estate Referrals,General Coordinates Used,32.222607,-110.974711,(800)346-5592 gay realtor at your service,,Tucson,AZ,1994,,Info Lines & Services,checked,,,,6/19/2023 9:37pm
173,Congress Tap Room,Found,32.222248,-110.966648,(inside Hotel Congress) 11am-1am ,,Tucson,AZ,1994,"(GF),(NH),(OC)",Bars,checked,,,,6/19/2023 9:37pm
183,"Observer, The",General Coordinates Used,32.222607,-110.974711,"P.O. Box 50733, 85703 622-7176",,Tucson,AZ,1994,,Publications,checked,,,,6/19/2023 9:40pm
188,Joe Henry Park,Found,32.728158,-114.648609,,,Yuma,AZ,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:41pm
100,London Bridge,Found,34.467188,-114.352661,(is going down!),,Lake Havasu City,AZ,1994,Cruisy Area,Cruising Areas,checked,,,,6/19/2023 9:42pm
98,Bowling Alley & Rec. Center,General Coordinates Used,31.555216,-110.349922,,,Ft. Huachuca,AZ,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 9:43pm
195,Purple Iris Inn,General Coordinates Used,36.393689,-93.707729,"RR 6 Box 339 (Hwy 62 W.) 253-8748/(800)831-4747, seasonal ",,Eureka Springs,AR,1994,"(GF),(WC)",Accommodations,checked,,,,6/19/2023 10:07pm
193,"Gardener's Cottage, The",General Coordinates Used,35.07861,-92.317823,"253-9111 priv. country cottage for 2, seasonal",,Eureka Springs,AR,1994,(GF),Accommodations,checked,,,,6/19/2023 9:58pm
208,Flat Rock Bench,General Coordinates Used,36.066242,-94.157853,mixed crowd but fun,,Fayetteville,AR,1994,"Cruisy Area,(N)",Cruising Areas,checked,,,,6/19/2023 10:10pm
204,AA Live & Let Live Group,General Coordinates Used,36.066242,-94.157853,"521-5260 7:30pm Mon, 5pm Sat",,Fayetteville,AR,1994,,Info Lines & Services,checked,,,,6/19/2023 10:09pm
205,Gay/Lesbian Student Association,General Coordinates Used,36.066242,-94.157853,"University of AR, AU517, 72701 ",,Fayetteville,AR,1994,,Info Lines & Services,checked,,,,6/19/2023 10:10pm
209,Lake Fayetteville,Found,36.135807,-94.144443,,,Fayetteville,AR,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 10:10pm
211,3rd & Garrison Sts. ,Found,35.389097,-94.428005,,,Ft. Smith,AR,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/19/2023 10:13pm
213,De Soto Park,Found,34.536275,-93.029602,,,Hot Springs,AR,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 1:19pm
224,Arkansas Department of Tourism,Found,34.752012,-92.282065,(800)NATURAL,,Little Rock,AR,1994,,Travel/Tour Operators,checked,,,,6/20/2023 1:42pm
225,Travel by Philip ,General Coordinates Used,34.744462,-92.288016,277-7690,,Little Rock,AR,1994,(IGTA),Travel/Tour Operators,checked,,,,6/20/2023 1:43pm
215,Gay/Lesbian Switchboard,General Coordinates Used,34.746481,-92.289595,"P.O. Box 45053, 72214 666-3340/(800)448-8305 (AR only) 6:30pm-10:30pm, info & referrals ",,Little Rock,AR,1994,,Info Lines & Services,checked,,,,6/20/2023 1:36pm
226,Triangle Journal News,General Coordinates Used,34.746481,-92.289595,"Box 11485, Memphis, TN 38111
 (901)454-1411",,Little Rock,AR,1994,,Publications,checked,,,,6/20/2023 1:43pm
214,AA Gay/Lesbian ,General Coordinates Used,34.827811,-92.345685 ,664-7303 (AA#) 5pm Sun & 8pm Fri at 4401 Woodlawn (Pulaski Heights Presbyterian Church); 8pm Wed at 3rd & Pulaski (Capitol View United Methodist,,Little Rock,AR,1994,,Info Lines & Services,checked,,,,6/20/2023 1:25pm
220,Michael's ,Found,34.735062,-92.272538,"(at Little Rock Inn) 9pm-2am, 4pm-10pm Sun",,Little Rock,AR,1994,"(MW),(D),(S)",Bars,checked,,Inn address is 601 Center St.,,6/20/2023 1:36pm
218,Christopher's Lounge,Found,34.735062,-92.272538,"(at Little Rock Inn) 4pm-2am, 7pm-1am Sat, piano bar",1401 S Main St,Little Rock,AR,1994,,Bars,checked,,Inn address is 601 Center St.,,6/20/2023 1:26pm
229,"""Mary Sue Rest Stop""",General Coordinates Used,33.430483,-94.036174,"1-30 E., 1 1/2 mi E. of State Line Ave.",,Texarkana,AR,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 2:35pm
228,Russellville State Park,Found,35.225281,-93.155952,Lake Dardanelle,,Russellville,AR,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 2:35pm
189,U of Central Arkansas Gay/Lesbian Student Union,General Coordinates Used,35.091751,-92.436652,"P.O. Box 7006, 72032",,Conway,AR,1994,,Info Lines & Services,checked,,,,6/20/2023 2:35pm
230,Double Tree Ranch ,General Coordinates Used,36.043403,-90.671223,"P.O. Box 52, 72474  236-7711 RV park & campsites",,Walcott,AR,1994,(GF),Accommodations,checked,,,,6/20/2023 2:36pm
233,Gay/Lesbian Hotline of Orange County,General Coordinates Used,33.836593,-117.914301,534-3261 volunteers 6:30pm-10:30pm,,Anaheim,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 2:40pm
232,Gay/Lesbian Community Services Center,General Coordinates Used,33.836593,-117.914301,"534-0862 noon-10pm, from 6pm wknds",,Anaheim,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 2:40pm
236,Nude beach on American River,General Coordinates Used,38.896565,-121.07689,downstream ,,Auburn,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 2:40pm
246,Beach Park ,Found,35.379936,-119.040635,"(Nights, AYOR)",21st & Oak Sts. ,Bakersfield,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 2:41pm
239,Gay/Lesbian Phone Line ,General Coordinates Used,35.373292,-119.018712,328-0729 (message machine) updated info on local support & social groups ,,Bakersfield,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 2:43pm
237,Friends,General Coordinates Used,35.373292,-119.018712,"P.O. Box 304, 93302  398-8663 support group & community outreach",,Bakersfield,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 2:43pm
254,MIX ,General Coordinates Used,37.871523,-122.273042,(at Thunder Bay) 843-5582 8pm-4am Fri,,Berkeley,CA,1994,"(*),(MW),(D),(18+),(YC)",Bars,checked,,Thunder Bay's address is 1 Bolivar Dr. ,,6/20/2023 2:49pm
264,U.C.B. Hearst Gym,Found,37.869593,-122.256686,,,Berkeley,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 2:49pm
253,Elmwood House,Found,37.863484,-122.253448,540-5123,2609 College Ave.,Berkeley,CA,1994,(GF),Accommodations,checked,,,,6/20/2023 2:46pm
250,Gay/Lesbian Alanon ,Found,37.86112,-122.259311,"(at Pacific Center) 548-8283, 6:30pm Fri",,Berkeley,CA,1994,,Info Lines & Services,checked,,Pacific Center address is 2712 Telegraph Ave. ,,6/20/2023 2:48pm
249,Fruit Punch,General Coordinates Used,37.871523,-122.273042,94.1FM (KPFA) 848-6767 lesbigay radio 7pm Wed,,Berkeley,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 2:47pm
251,Gay Switchboard,Found,37.86112,-122.259311,"(at Pacific Center) 841-6224 (TTY) 10am-10pm Mon-Fri, til 4pm Sat",,Berkeley,CA,1994,,Info Lines & Services,checked,,Pacific Center address is 2712 Telegraph Ave. ,,6/20/2023 2:48pm
248,Community Real Estate Referrals ,General Coordinates Used,37.871523,-122.273042,(800)346-5592 gay realtor at your service,,Berkeley,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 2:46pm
263,Aquatic Park,Found,37.859681,-122.298756,,,Berkeley,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 2:46pm
272,Carmel Park Beach,Found,36.539474,-121.928334,from dunes to N. end,,Carmel,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:06pm
277,Bidwell Park Cedar Grove,Found,39.810313,-121.722796,"& upper part, by the creek",,Chico,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 3:13pm
275,Gay Hotline,General Coordinates Used,39.728494,-121.837478,891-5718 (priv. home) hrs vary,,Chico,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 3:15pm
274,Chico State Student Group,Found,39.729665,-121.847887,898-4420 ,,Chico,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 3:14pm
282,Library Park,Found,39.043103,-122.913873,Lakeport,,Clearlake,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:17pm
281,Kneeling Park,Found,39.121909,-122.855206,(Fun),,Clearlake,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:17pm
292,Henry Dana St. Park,General Coordinates Used,33.467226,-117.698101,,,Dana Point,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:18pm
295,Wells Park,Found,32.799976,-116.942355,,,El Cajon,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:20pm
299,Grape Day Park,Found,33.123954,-117.083381,Heritage section,,Escondido,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:20pm
303,Old Town,General Coordinates Used,40.802071,-124.163673,(Nights),,Eureka,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:20pm
304,Solano County Gay/Lesbian Info Line,General Coordinates Used,38.249196,-122.040515,"448-1010, evenings call 449-0550, ask for Kristin or Kathy",,Fairfield,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 3:21pm
309,Coyote Hills Regional Park ,Found,37.556629,-122.09406,,,Fremont,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 3:21pm
310,Bulletin Board at Valley Women's Books,General Coordinates Used,36.737798,-119.787125,popular resource for community info ,,Fresno,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 3:40pm
314,"Yosemite Chapter, Knights of Malta",General Coordinates Used,36.737798,-119.787125,"P.O. Box 4162, 93744 233-2014 lesbigay leather group",,Fresno,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 3:37pm
327,Tower District,Found,36.757671,-119.801037,,Corner of Olive & Wishon,Fresno,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:25pm
311,Fresno Lesbian/Gay & Bisexual Youth Alliance,General Coordinates Used,36.737798,-119.787125,485-5333,,Fresno,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 3:39pm
322,Pink Pages,General Coordinates Used,36.737798,-119.787125,"P.O. Box 4959, 93744-4959 485-5333, annual ",,Fresno,CA,1994,,Publications,checked,,,,6/20/2023 3:33pm
326,Radio Park ,Found,36.771684,-119.773827,,1st & Clinton,Fresno,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 3:23pm
328,Cal. St. Ful. ,Found,33.884159,-117.884093,PA bldg.,,Fullerton,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 3:40pm
339,Campground & R.R. bridge ,Found,34.473356,-120.229478,,,Gaviota State Beach,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 3:43pm
350,Maze Stone County Park ,Found,33.781393,-117.056477,,4.5 mi. W. on Hwy 74,Hemet,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 4:40pm
349,Gibbel Park,Found,33.749512,-116.999223,,,Hemet,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 4:38pm
348,Inland Empire Couples,General Coordinates Used,33.74752,-116.971968,652-6918,,Hemet,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 4:39pm
382,Just S. of Aliso Pier,General Coordinates Used,33.510027,-117.752554,,,Laguna Beach,CA,1994,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/20/2023 4:59pm
383,West St. Beach,General Coordinates Used,33.542719,-117.785357,"N. of Laguna Royal, S. of Laguna ",,Laguna Beach,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/20/2023 5:09pm
369,Hunky's Video Bar,Found,33.531573,-117.774944,(at Coast Inn) 8am-2am ,,Laguna Beach,CA,1994,"(MW),(D),(F),(V),(YC)",Bars,checked,,Cost Inn's address is 1401 S. Coast Hwy.,,6/20/2023 4:50pm
372,Newport Station,General Coordinates Used,33.542719,-117.785357,"(see Costa Mesa) 9pm-2am Tues, Wed, Th & Sat ",,Laguna Beach,CA,1994,"(*),(MW),(D),(E),(S),(V),(YC)",Bars,checked,,,,6/20/2023 5:08pm
362,Community Real Estate Referrals ,General Coordinates Used,33.510027,-117.752554,(800)346-5592 gay realtor at your service,,Laguna Beach,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 4:59pm
380,Orange County Blade,General Coordinates Used,33.542719,-117.785357,"P.O. Box 1538, 92652 494-4898",,Laguna Beach,CA,1994,,Publications,checked,,,,6/20/2023 5:08pm
363,Laguna Outreach ,General Coordinates Used,33.510027,-117.752554,497-4237 educational/social org. for Orange County,,Laguna Beach,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 5:00pm
373,Coast Inn Cafe,Found,33.531573,-117.774944,(at Coast Inn) 8am-10pm,,Laguna Beach,CA,1994,(GF),Restaurants & Cafes,checked,,Cost Inn's address is 1401 S. Coast Hwy.,,6/20/2023 4:50pm
368,Boom Boom Boom ,Found,33.531573,-117.774944,"(at Coast Inn) 11am-2am, CW Mon",,Laguna Beach,CA,1994,"(*),(MW),(D),(E),(S),(V),(YC)",Bars,checked,,Cost Inn's address is 1401 S. Coast Hwy.,,6/20/2023 4:50pm
385,Nevada Bed & Breakfast,General Coordinates Used,38.958716,-119.942691,(702)588-5559 hot tub,,Lake Tahoe,CA,1994,(MW),Accommodations,checked,,,,6/20/2023 5:12pm
393,AA Gay/Lesbian (Atlantic Alano Club),General Coordinates Used,33.77005,-118.193739 ,"437-2225, 12:30pm, 6pm, 8pm",1936 E. 4th St. & Cherry ,Long Beach,CA,1994,,Info Lines & Services,checked,,,,6/20/2023 5:13pm
425,"Beach at ""A"" St. & Ocean",Found,33.756852,-118.141338,,,Long Beach,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/22/2023 8:26am
426,Beach at Granada & Ocean,Found,33.756852,-118.141338,,,Long Beach,CA,1994,Cruisy Area,Cruising Areas,checked,,,,6/22/2023 8:26am
394,Community Real Estate Referrals,General Coordinates Used,33.783824,-118.11409,(800)346-5592 gay realtor at your service,,Long Beach,CA,1994,,Info Lines & Services,checked,,,,6/22/2023 8:28am
591,WAVES,General Coordinates Used,34.089721,-118.370293,"P.O. Box 5039, 90409 (310)399-0555, beach city social/political group",,Los Angeles,CA,1994,,Info Lines & Services,checked,,,,6/22/2023 9:57am
428,Asian/Pacific Lesbian & Gays,General Coordinates Used,34.090711,-118.337459,"P.O. Box 443 Ste., 109 W. Hollywood, 90046 (818)894-7723",,Los Angeles,CA,1994,,Info Lines & Services,checked,,,,6/22/2023 8:48am
431,Black & White Men Together (BWMT) Los Angeles ,General Coordinates Used,34.052234,-118.243685,"(213)664-4716, 7pm Sat ",,Los Angeles,CA,1994,,Info Lines & Services,checked,,,,6/22/2023 8:51am
536,Community Real Estate Referrals,General Coordinates Used,34.052234,-118.243685,(800)346-5592 gay realtor at your service,,Los Angeles,CA,1994,,Info Lines & Services,checked,,,,6/22/2023 9:00am
435,Gay/Lesbian Youth Phone LIne,General Coordinates Used,34.052234,-118.243685,"(213)993-7475, referrals & support for those 23 & under, 7pm-10pm",,Los Angeles,CA,1994,,Info Lines & Services,checked,,,,6/22/2023 9:05am
447,Planet Homo,General Coordinates Used,34.052234,-118.243685,"P.O. Box 461300, 90046",,Los Angeles,CA,1994,,Publications,checked,,,,6/22/2023 9:24am
436,"""IM-RU? Gay Radio""",General Coordinates Used,34.052234,-118.243685,"KPFK LA 90.7-FM (818)985-2711, 10pm Sun",,Los Angeles,CA,1994,,Info Lines & Services,checked,,,,6/22/2023 8:42am
