ID2,title,type,city,state,description,streetaddress,amenityfeatures,unclear_address,Year,unclear type or question,notes,Last Modified
108,Couples AZ,Info Lines & Services,Phoenix,AZ,"P.O. Box 7144, Phoenix 85011 mtg 2nd Sat 7pm",,,checked,,,,4/21/2023 9:06am
109,Lesbian/Gay Community Switchboard,Info Lines & Services,Phoenix,AZ,234-2752/ 2753 hrs lOam-lOpm,,,checked,,,,4/21/2023 9:06am
110,Open Quest Institute,Info Lines & Services,Phoenix,AZ,(800)992-9239 24 hour Crisis Hotline,,,checked,,,,7/7/2022 12:12am
113,Westways ,Accommodations,Phoenix,AZ,private desert resort,"P.O. Box 41624, 85080","(MX),(SW),(IGTA)",checked,,,,4/14/2023 1:52pm
122,Durango's at Flex Complex,Bars/Clubs,Phoenix,AZ,"(see Gyms & Health Clubs) 271-9017 5pm-l:30am Mon-Thur, 1pm- 1:30am Fri-Sun",,(D),checked,,,,4/21/2023 9:06am
139,Affirmation Mormon,Religious Organizations,Phoenix,AZ,"921-4025 mtgs 2nd Mon 7:30pm, call for location",,,checked,,,,7/7/2022 12:47am
141,Dignity/Integrity,Religious Organizations,Phoenix,AZ,"258-2556 Mass 1st& 3rd Sun, call for location",,,checked,,,,4/14/2023 2:55pm
144,Phoenix Resource,Publications,Phoenix,AZ,256-7476,"P.O. Box 5948, 85010",,checked,,,,7/7/2022 12:53am
145,Western Express ,Publications,Phoenix,AZ,254-1324,"P.O. Box 5950,85010-5950",,checked,,,,7/7/2022 12:53am
152,Encanto Park,Cruising Areas,Phoenix,AZ,,,"(AYOR),Cruisy Area",checked,,,,7/7/2022 12:56am
153,Metro Center,Cruising Areas,Phoenix,AZ,,,Cruisy Area,checked,,,,7/7/2022 12:57am
154,Moeur Park ,Cruising Areas,Phoenix,AZ,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 12:58am
155,Papago Park,Cruising Areas,Phoenix,AZ,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 12:58am
156,Scottsdale Indian Bend Bike Path,Cruising Areas,Phoenix,AZ,,,Cruisy Area,checked,,,,7/7/2022 12:58am
157,Thunderbird Park,Cruising Areas,Phoenix,AZ,,59th Ave. & Pinnacle Peak Rd.,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 12:58am
159,Papago Park,Cruising Areas,Tempe,AZ,(Southern part),,Cruisy Area,checked,,,,7/7/2022 1:00am
160,City Park,Cruising Areas,Tombstone,AZ,,,"Cruisy Area,(AYOR)",checked,,,,4/14/2023 2:51pm
161,AA Gay/Lesbian,Info Lines & Services,Tucson,AZ,"624-4183 meets 8:15pm Mon & Thurs, 8pm Fri & men-only Sat (call for time)",,,checked,,,,4/14/2023 2:55pm
174,Dignity,Religious Organizations,Tucson,AZ,"85726 meets 2nd Sun, write for in fo",P.O. Box 26363,,checked,,,,7/7/2022 3:07am
175,Lutherans Concerned,Religious Organizations,Tucson,AZ,322-6334 call for info,,,checked,,,,7/7/2022 3:07am
177,The Observer,Publications,Tucson,AZ,622-7176 weekly newspaper,"P.O. Box 50733,85703",,checked,,,,7/7/2022 3:08am
182,Himmel Park,Cruising Areas,Tucson,AZ,,,"(AYOR),Cruisy Area",checked,,,,7/7/2022 3:12am
183,Reid Park,Cruising Areas,Tucson,AZ,,,"(AYOR),Cruisy Area",checked,,,,7/7/2022 3:12am
184,U. of Arizona,Cruising Areas,Tucson,AZ,Econ bld.,,Cruisy Area,checked,,,,7/7/2022 3:13am
185,U. of Arizona,Cruising Areas,Tucson,AZ,1st fir. library,,Cruisy Area,checked,,,,7/7/2022 3:13am
186,Rest Stop,Cruising Areas,Winslow,AZ,"1-40 15 miles W., both sides",,Cruisy Area,checked,,,,7/7/2022 3:14am
189,Joe Henry Park,Cruising Areas,Yuma,AZ,,,"Cruisy Area,(AYOR)",checked,,,,4/14/2023 2:51pm
190,Cedarberry Cottage B & B,Accommodations,Eureka Springs,AR,3 Kings Hwy. 253-6115,,"(MX),(MW)",checked,,,,4/14/2023 2:55pm
192,Greenwood Hollow Ridge,Accommodations,Eureka Springs,AR," 1 Greenwood Hollow Ridge 253-5283 B & B, priv & shared baths, RV spaces, clsdJan-Feb",,"(MX),(IGTA)",checked,,,,4/14/2023 2:00pm
196,AA Gay/Lesbian,Info Lines & Services,Eureka Springs,AR,"253-9337 (MCC#) 7:30pm Mon, call for location",,,checked,,,,4/14/2023 2:55pm
200,Flat Rock 'BA' Beach,Cruising Areas,Fayetteville,AR,(Mixed crowd but fun),,Cruisy Area,checked,,,,4/14/2023 2:02pm
201, Lake Fayetteville ,Cruising Areas,Fayetteville,AR,,,"Cruisy Area,(AYOR)",checked,,,,4/14/2023 2:02pm
202,U. of Arkansas Fine art building,Cruising Areas,Fayetteville,AR,basement,,Cruisy Area,checked,,,,4/14/2023 2:02pm
205,6th & Garrison Sts.,Cruising Areas,Ft. Smith,AR,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 3:27am
206,Ft. Smith Park,Cruising Areas,Ft. Smith,AR,,,Cruisy Area,checked,,,,7/7/2022 3:27am
207,Creekman Park,Cruising Areas,Ft. Smith,AR,,,Cruisy Area,checked,,,,7/7/2022 3:27am
208,Tiles Park,Cruising Areas,Ft. Smith,AR,,,Cruisy Area,checked,,,,7/7/2022 3:27am
210,DeSoto Park,Cruising Areas,Hot Springs,AR,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 3:30am
212,Gay/Lesbian Switchboard,Info Lines & Services,Little Rock,AR,666-3340 6:30pm-10:30pm,"P.O. Box 45053, 72214",,checked,,,,7/7/2022 3:33am
213,Open Quest Institute,Info Lines & Services,Little Rock,AR,(800) 992-9239 24 hour Crisis Hotline,,,checked,,,,4/21/2023 9:06am
215,Sardis House,Accommodations,Little Rock,AR,"B & B RR#2 Box 230, Morrilton, 72110, 354-5308 cont'l bkfst",,"(MX),(MW)",checked,,,,4/14/2023 2:55pm
222,Travel by Philip,Travel Agency or Tour Operators,Little Rock,AR,374-5119,,(IGTA),checked,,,,7/7/2022 3:51am
227,Boyle Park,Cruising Areas,Little Rock,AR,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 3:57am
228,Russellville State Park,Cruising Areas,Russellville,AR,Lake Dardanelle,,Cruisy Area,checked,,,,7/7/2022 3:58am
229,'Mary Sue',Cruising Areas,Texarkana,AR,"Rest Stop I-30E.,ll/2 mi E.of State Lin Ave.",,Cruisy Area,checked,,,,7/7/2022 4:00am
230,'Ruth Ann’ Rest Stop,Cruising Areas,Texarkana,AR,1-30 W. 1/2 mi. W. of State Line Ave.,,Cruisy Area,checked,,,,7/7/2022 4:01am
231,Double Tree Ranch,Accommodations,Walcott,AR,239-9031 RV park & campsites,"P.O. Box 52, 72474",(MW),checked,,,,7/7/2022 4:04am
234,Atascadero Lake County Pk.,Cruising Areas,Atascadero,CA,nr. zoo,,Cruisy Area,checked,,,,7/7/2022 4:07am
235,Nude beach on American River,Cruising Areas,Auburn,CA,downstream,,Cruisy Area,checked,,,,7/7/2022 4:07am
236,Friends ,Info Lines & Services,Bakersfield,CA,871-0228/6969 support group and community outreach,,,checked,,,,7/7/2022 4:08am
237,Gay/Lesbian Phone Line,Info Lines & Services,Bakersfield,CA,"328-0729 (message machine), support & social info ",,,checked,,,,4/21/2023 9:06am
239,The Cellar,Bars/Clubs,Bakersfield,CA,4pm-2am,1927 'K' St. 322-1229,"(*),(MW),(D),(YC)",checked,,,,7/7/2022 4:12am
240,Gay/Lesbian Catholics,Religious Organizations,Bakersfield,CA,"664-1744 7pm 1st & 3rd Sun, call for location",,,checked,,,,7/7/2022 4:13am
245,Beach Park,Cruising Areas,Bakersfield,CA,21st & Oak Sts. (Nights),,Cruisy Area,checked,,,,7/7/2022 4:20am
246,Bus Depot,Cruising Areas,Bakersfield,CA,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 4:20am
247,Barstow Mall,Cruising Areas,Barstow,CA,,,Cruisy Area,checked,,,,7/7/2022 4:21am
248,Bus Depot ,Cruising Areas,Barstow,CA,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 4:21am
249,Fruit Punch,Info Lines & Services,Berkeley,CA,94.1-FM 848-6767 gay/lesbian radio 10pm Wed,,,checked,,,,4/14/2023 2:55pm
250,Gay Switchboard,Info Lines & Services,Berkeley,CA,"(at Pacific Center) 841-6224 10am- 10pm Mon-Fri, clsd Sat & Sun",,,checked,,,,4/14/2023 2:55pm
252,White Horse,Bars/Clubs,Berkeley,CA,,,,checked,,,,7/7/2022 4:31am
259,Aquatic Park,Cruising Areas,Berkeley,CA,,,Cruisy Area,checked,,,,7/7/2022 4:36am
260,U. of CA. Hearst Gym,Cruising Areas,Berkeley,CA,,,Cruisy Area,checked,,,,7/7/2022 4:36am
262,Grey Squirrel Resort,Accommodations,Big Bear,CA,"92315, 866-4335 cabins & rooms, jacuzzi, pets by arrangement",P.O. Box 5404,"(MX),(SW)",checked,,,,7/7/2022 4:38am
263,Hillcrest Lodge,Accommodations,Big Bear,CA,"92315, 866-4335, cabins & rooms, jacuzzi, pets by arrangement","PO Box 3945, Big BearLake",(MX),checked,,,,7/7/2022 4:40am
3901,Brea Mall,Cruising Areas,Brea,CA,,,"(AYOR),Cruisy Area",checked,,,,4/14/2023 2:51pm
266,Buena Park Mall,Cruising Areas,Brea,CA,,,Cruisy Area,checked,,,,7/7/2022 4:45am
267,Bus Depot,Cruising Areas,Calexico,CA,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 4:45am
268,Carmel Park Beach,Cruising Areas,Carmel,CA,from Dunes to N. end,,Cruisy Area,checked,,,,7/7/2022 4:46am
269,Gay Hotline,Cruising Areas,Chico,CA,891-5718 taped info,,,checked,,,,7/7/2022 4:47am
271,Bidwell Park Cedar Grove,Cruising Areas,Chico,CA,"& upper part, by the creek",,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 4:55am
278,Austin Beach Park,Cruising Areas,Clear Lake,CA,Clear Lake Highlands,,Cruisy Area,checked,,,,7/7/2022 5:01am
279,Kneeling Park,Cruising Areas,Clear Lake,CA,(Fun),,Cruisy Area,checked,,,,7/7/2022 5:01am
280,Library Park ,Cruising Areas,Clear Lake,CA,Lakeport,,Cruisy Area,checked,,,,7/7/2022 5:01am
284,Sun Valley Mall,Cruising Areas,Concord,CA,Emporium Capwell 3rd fl,,Cruisy Area,checked,,,,7/7/2022 4:26pm
290,Orange Coast College,Cruising Areas,Costa Mesa,CA,Fine Arts,,Cruisy Area,checked,,,,7/7/2022 4:31pm
291,Orange Coast College,Cruising Areas,Costa Mesa,CA,Men's P.E. bldg.,,"(AYOR),Cruisy Area",checked,,,,7/7/2022 4:31pm
292,South Coast Plaza Shopping Center,Cruising Areas,Costa Mesa,CA,,,Cruisy Area,checked,,,,7/7/2022 4:31pm
294,Henry Dana St. Park,Cruising Areas,Dana Point,CA,,,Cruisy Area,checked,,,,7/7/2022 4:32pm
298,Wells Park,Cruising Areas,El Cajon,CA,,,Cruisy Area,checked,,,,7/7/2022 4:35pm
299,Adams Park,Cruising Areas,El Centro,CA,,,Cruisy Area,checked,,,,7/7/2022 4:35pm
300,El Centro Park,Cruising Areas,El Centro,CA,,,"Cruisy Area,(AYOR)",checked,,,,7/7/2022 4:35pm
305,Grape Day Park,Cruising Areas,Escondido,CA,Heritage section,,Cruisy Area,checked,,,,7/7/2022 4:39pm
306,Old Town,Cruising Areas,Eureka,CA,(Nights),,Cruisy Area,checked,,,,7/7/2022 4:39pm
307,Sequoia Park Zoo,Cruising Areas,Eureka,CA,,,"(AYOR),Cruisy Area",checked,,,,7/7/2022 4:39pm
308,Solano County Gay/Lesbian Info Line,Info Lines & Services,Fairfield,CA,"448-1010/ 449-0550 eves only 6pm-10pm Wed, tape other times",,,checked,,,,4/14/2023 2:55pm
310,Coyote Hills Regional Park,Cruising Areas,Fremont,CA,,,Cruisy Area,checked,,,,7/8/2022 11:05pm
311,New Park Mall,Cruising Areas,Fremont,CA,Emporium Capwell-3rd fl.,,Cruisy Area,checked,,,,4/14/2023 2:51pm
312,Community Link Inc. ,Info Lines & Services,Fresno,CA,"moving in 1990, call directory assistance for number or inquire locally",,,checked,,,,4/14/2023 2:55pm
322,Radio Park,Cruising Areas,Fresno,CA,1st & Clinton,,Cruisy Area,checked,,,,7/8/2022 11:25pm
323,Roeding Park,Cruising Areas,Fresno,CA,,,Cruisy Area,checked,,,,7/8/2022 11:25pm
324,Tower District ,Cruising Areas,Fresno,CA,Corner of Olive & Wishon,,Cruisy Area,checked,,,,7/8/2022 11:25pm
325,Woodward Park,Cruising Areas,Fresno,CA,,,Cruisy Area,checked,,,,7/8/2022 11:26pm
326,Cal. St. Ful. ,Cruising Areas,Fullerton,CA,PA bldg.,,Cruisy Area,checked,,,,7/8/2022 11:30pm
329,Gay Hotline,Info Lines & Services,Garden Grove,CA,534-3261 6:30pm-10:30pm,,,checked,,,,4/14/2023 2:55pm
337,'Rest Stops',Cruising Areas,Gaviota State Beach,CA,on US 101 (both sides),,Cruisy Area,checked,,,,7/8/2022 11:39pm
338, Campground,"Cruising Areas,Campground",Gaviota State Beach,CA,showers & R.R. bridge,,Cruisy Area,checked,,,,7/8/2022 11:41pm
348,Maze Stone County Park,Cruising Areas,Hemet,CA,4 1/2 mi. W. on Hwy 74,,Cruisy Area,checked,,,,7/9/2022 1:18am
351,'Rest Stop',Cruising Areas,Hillsborough,CA,on 1-280 -just N. of Bunker Hill exit,,"(AYOR),Cruisy Area",checked,,,,7/9/2022 1:35am
352,Vista Point,Cruising Areas,Hillsborough,CA,S. on 1-280,,Cruisy Area,checked,,,,7/9/2022 1:36am
354,Salt Lake Park,Cruising Areas,Huntington Park,CA,,,Cruisy Area,checked,,,,7/9/2022 1:37am
356,Bus Depot,Cruising Areas,Indio,CA,,,Cruisy Area,checked,,,,7/9/2022 1:39am
360,Laguna Outreach,Info Lines & Services,Laguna Beach,CA,497-4237 recorded information,,,checked,,,,4/14/2023 2:55pm
366,Newport Station ,Bars/Clubs,Laguna Beach,CA,"(See Costa Mesa) 9pm-2am Tues-Sat, clsd Sun-Mon",,"(*),(MW),(D),(V),(YC),(E),(S)",checked,,,,4/14/2023 2:55pm
371,Little Shrimp,Restaurants & Cafes,Laguna Beach,CA,"(at Little Shrimp bar)494-4111 6pm-10pm, SunBrunch llam-3pm",,"(*),(MW),(P)",checked,,,,7/9/2022 1:59am
378,Just S. of Aliso Peir,Cruising Areas,Laguna Beach,CA,,,Cruisy Area,checked,,,,7/9/2022 2:05am
379,Mountain Beach & steps,Cruising Areas,Laguna Beach,CA,by Coast Inn ,,"(AYOR),Cruisy Area",checked,,,,7/9/2022 2:05am
380,West St.Beach,Cruising Areas,Laguna Beach,CA,"N. of Laguna Royal, S. of Laguna",,Cruisy Area,checked,,,,7/9/2022 2:05am
381,Laguna Hills Mall,Cruising Areas,Laguna Hills,CA,,,Cruisy Area,checked,,,,7/9/2022 2:05am
383,Nevada Bed & Breakfas,Accommodations,Lake Tahoe,CA,"PO Box 6835, Stateline, NV 89449  (702) 588-5559  hot tub, year round (2 mi. from Heavenly Valley)",,"(MW),(F)",checked,,,,7/9/2022 2:08am
391,Ken Adam Park,Cruising Areas,Lompoc,CA,,,Cruisy Area,checked,,,,7/9/2022 2:17am
395,The Open Quest Institute ,Info Lines & Services,Long Beach,CA,(800)826-8900 24 hour Crisis hotline,,,checked,,,,4/21/2023 9:06am
411,Details at the Details bar location ,Restaurants & Cafes,Long Beach,CA,"fine dining, cocktails 437-7705",,(MW),checked,,,,4/14/2023 2:55pm
420,Dignity,Religious Organizations,Long Beach,CA,424-0596 call for meet­ing times ," P.O. Box 15037, 90815",,checked,,,,4/21/2023 9:06am
425,Cherry St. Park & Beach,Cruising Areas,Long Beach,CA,(very AYOR),,"Cruisy Area,(AYOR)",checked,,,,4/14/2023 2:25pm
427,Marine Stadium,Cruising Areas,Long Beach,CA,(Very Ayor),,"Cruisy Area,(AYOR)",checked,,,,7/9/2022 2:58am
428,Recreation Park,Cruising Areas,Long Beach,CA,at 7th & Park Ave.,,Cruisy Area,checked,,,,7/9/2022 2:59am
429,AA (Gay/Lesbian),Info Lines & Services,Los Angeles,CA,see Hollywood list- (meets at Gay/Lesb Comm'ty Service Center Rm 117) (213)464-7400 ext 205,,,checked,,,,7/9/2022 4:20pm
432,Gay & Lesbian Youth Phone Line,Info Lines & Services,Los Angeles,CA,"(at the Gay/Lesbian Community Center) (213)462-8130 7-10pmThur, 7pm-  midnight Fri & Sa",,,checked,,,,4/14/2023 2:55pm
433,IMRU Gay Radio or Lesbian Sisters Radio,Info Lines & Services,Los Angeles,CA,KPFK LA 90.7-FM 985-2711 10pm Sun,,,checked,,,,4/24/2023 12:47pm
435,Open Quest Institute ,Info Lines & Services,Los Angeles,CA,(213)650-6736 24 hour Crisis Hotline,,,checked,,,,4/14/2023 2:55pm
436,Black jack,Men's Services,Los Angeles,CA,"Box 83515, 90083-0515 write for info",,,checked,,,,4/14/2023 2:55pm
440,MCC(Metropolitan Community Church),Religious Organizations,Los Angeles,CA,"see Silver- lake, LA Valley and West Los Angeles",,,checked,,,,4/14/2023 2:56pm
441,SDA Kinship ,Religious Organizations,Los Angeles,CA,(213)876-2076 call for info,,,checked,,,,4/14/2023 2:55pm
450,Reactions,Publications,Los Angeles,CA,91614-0270 (818)980-8800,"P.O. Box 1270, Studio City",,checked,,,,7/9/2022 4:45pm
452,Open Quest Institute ,Info Lines & Services,Los Angeles,CA,650-6736 24 hours Crisis Hotline,,,checked,,,,4/14/2023 2:55pm
474,Dignity LA,Religious Organizations,Los Angeles,CA,(at West Hollywood Presbyt Church on Sunset Blvd.) (213)663-1746 5:30pm Sun,,,checked,,,,7/9/2022 5:05pm
478,Wayne's Leather Rack,Erotica,Los Angeles,CA,"(at Griffs) 428-6995 custom leather, 8pm-12am",,,checked,,,,4/21/2023 9:06am
479,Griffith Park,Cruising Areas,Los Angeles,CA,nr. golf course & Ferndale loop parking lot,,"(AYOR),Cruisy Area",checked,,,,7/9/2022 5:10pm
480,Hollywood Blvd.,Cruising Areas,Los Angeles,CA,from Highlands to Vermont,,"(AYOR),Cruisy Area",checked,,,,7/28/2022 12:42pm
481,Open Quest Institute,Info Lines & Services,Los Angeles,CA,650-6736 24hour Crisis Hotline,,,checked,,,,4/14/2023 2:55pm
511,Palette (at Palette Bar),Restaurants & Cafes,Los Angeles,CA,654-8094 6pm-10pm,,(MX),checked,,,,7/9/2022 8:48pm
512,Rage Cafe (at Rage bar),Restaurants & Cafes,Los Angeles,CA, 652-7055 lunch only,,,checked,,,,7/9/2022 8:48pm
513,Rose Tattoo,Restaurants & Cafes,Los Angeles,CA,"(at Rose Tattoo cabaret)854-4455 cocktails/piano, dinner 6:30pm -llpm , Sun Brunch",,"(MW),(E),(*)",checked,,,,7/9/2022 8:48pm
529,Beverly Center,Cruising Areas,Los Angeles,CA,(Queens for Days!),,Cruisy Area,checked,,,,7/9/2022 9:00pm
530,De Longpre Park,Cruising Areas,Los Angeles,CA,,,"(AYOR),Cruisy Area",checked,,,,7/9/2022 9:00pm
531,Santa Monica Blvd.,Cruising Areas,Los Angeles,CA,anywhere and everywhere in W. Hollywood!,,Cruisy Area,checked,,,,4/21/2023 9:06am
