"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","","","New Haven","CT","","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Waterbury","CT","","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","off I-95","","New Haven","CT","","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Westport","CT","","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","Park St. ","New Haven","CT","","Book Store",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Some G,D)","W. Main St. ","Waterbury","CT","(YC),(G),(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Waterbury","CT","","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","Civic Center Shopping Center","","Hartford","CT","(M),(R),(C),(AH)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Hartford","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(2030 522-5575","","Hartford","CT","","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","East-West Service Rd. off I-91 N.","","Hartford","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Darien, Milford, & Fairfield ","","Bridgeport","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Hartford","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","'Rest stop' on Rte. 15, 1 mi. S of Jct. I-91","","Meriden","CT","(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(all thru Conn.)","","New Haven","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","New Haven","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","'Bunk Room' Downtown ","","New London","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","W. Beach- far end (summers) I-95, exit 18","","Westport","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","New Haven","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Westport","CT","","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Farmington","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Hartford","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(CBC Baths- may be opening soon, inquire locally)","","New Haven","CT","","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","","W. Main & Washington","New Britain","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","New Haven","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","'Rest Stop' on Rte. 15, 1 mi. S. of Jct. I-91","","Meriden","CT","(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(203) 889-7530 ","","Norwich","CT","","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","Wilbur Cross Pwky E. ","Orange","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Darien, Milford, & Fairfield","","Bridgeport","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Stealy Tool Co. ","","Bristol","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","E. Beach- far end (Summers) I-95, exit 18","","Westport","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","New London","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(all thru Conn.)","","New Haven","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","Hartford","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","","","New Haven","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Inquire locally (Disco)","","New Britain","CT","(D)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","East-West Service Rd. off I-91 N.","","Hartford","CT","","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(203) 522-5575","","Hartford","CT","","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","nr. Asylum St. ","","Hartford","CT","(AYOR),(*)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
