ID,title,status,description,streetaddress,Lat/lon,city,Year,state,amenityfeatures,type,unclearaddress,unclear type,notes,dateadded,lastmodified
873,Presidio Park,Found,,,"32.757704,-117.194589",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
884,Lion Pub,Found,,Sacramento & Divisadero,"37.789009,-122.44061",San Francisco,1978,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
783,Chapultepec Park,General City Coordinates Used,,,"32.678948,-115.498883",Calexico,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
874,San Diego St. U.,Found,Old Library Art Dept. 2nd & 3rd floors,,"32.775989,-117.071253 ",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
854,'Truck Stop',General City Coordinates Used,"on US 101, just SO. of Burlingame- east side",," 37.485215,-122.236355",Redwood City,1978,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area",Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
889,Tattoo Lagoon,Found,(Disco),8th & Howard,"37.776233,-122.411621",San Francisco,1978,CA,(D) - Dancing,"Bars/Clubs,Restaurant",checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
867,Broadway,Found,Plaza to Y.M.C.A.,,"32.715823,-117.173729",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
790,Acacia,General City Coordinates Used,Inquire locally,,"34.092234,-117.435048",Fontana,1978,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,checked,checked,,2/25/2020 11:57am,2/28/2020 1:12pm
891,Yerba Buena Village,Found,Taylor & Washington,,"37.794343,-122.413029",San Francisco,1978,CA,,Restaurant,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
816,West Hollywood- 'Boys Town',Found,area off Santa Monica Blvd. nr. The Rascals,,"34.084183,-118.385292",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
801,Art Museum,Found,,,"33.763461,-118.164814 ",Long Beach,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
915,Wildwood Ranch,Found,"(Resort) 69 mi. No. of San Francisco Write P.O. Box 31384 S.F., Ca. 94131, or call 415-824-7642",," 38.404204,-122.540878",Sonoma,1978,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
901,S.F. State U.,Found,Library & Creative Arts Bldg.,,"37.724149,-122.47994",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
782,The Lido Bar,General City Coordinates Used,"(Across the border in Mexicali, Mexico, friends have suggested. Ask cab driver for locations.)",,"32.678948,-115.498883",Calexico,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
876,U.C.S.D.,Found,"Sauna, Fine Arts Bldg., & Library (3rd floor)",,"32.88006,-117.234013",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
781,Manola's,General City Coordinates Used,"(Across the border in Mexicali, Mexico, friends have suggested. Ask cab driver for locations.)",,"32.678948,-115.498883",Calexico,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
914,'Rest Stop',General City Coordinates Used,on US 101 1 mi. No. of Malibu (Lost Hills exit),,"34.019454,-118.491191",Santa Monica,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
851,Alondra Park,Found,,,"33.88946,-118.330907",Redondo Beach,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
833,Central Park,Found,Fair Oaks & Del Mar,,"34.141758,-118.149639",Pasadena,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
881,Church Street Station,Found,(Breakfast served 24 hours) 14th & Market at Church,," 37.767756,-122.428554 ",San Francisco,1978,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(*) - Very popular",Restaurant,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
808,Cahuenga 'hustlers',Found,"betw, Hollywood & Sunset",," 34.0995,-118.329354",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,Approximate. Pin in the middle of the block on Cahuenga between Hollywood Blvd and Sunset.,2/25/2020 11:57am,2/28/2020 1:12pm
880,Chicago Saloon,Found,,17th & Capp,"37.763482,-122.418555",San Francisco,1978,CA,,Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
900,'Polk Strasse',Found,Polk St. betw. Post & Union,,"37.787538,-122.414642",San Francisco,1978,CA,"Cruisy Area,(*) - Very popular",Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
883,Hideaway ,Found,(Good afternoons- adj. to Church St. Station),14th & Market,"37.767646,-122.428354",San Francisco,1978,CA,,Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
858,Club  House,General City Coordinates Used,(may be closing) (Guerneville),Casadero Rd.,"38.496872,-123.008994 ",Russian RIver,1978,CA,,Bars/Clubs,checked,checked,,2/25/2020 11:57am,2/28/2020 1:12pm
844,Fremont Park,Found,,,"38.571085,-121.489042",Sacramento ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
811,L.A.C.C.,Found,Da Vinici Hall- downstairs T-Room,,"34.087269,-118.292473",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
809,Griffith Park,Found,nr. Golf Course E. of Greek Theatre and Ferndale Loop parking lot (HOT),,"34.136554,-118.2942",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
815,Sunset Blvd.,Found,'hitch-hikers' W. of Highland,,"34.097726,-118.338547",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
823,Beach nr. Power Plant,Found,,,"33.884736,-118.410909",Manhattan Beach ,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
788,Phillip's 66 Truck Stop,General City Coordinates Used,So. on US 101,,"40.802071,-124.163673",Eureka,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
909,'Sin Jose',Found,1st St. betw. San Salvador & Santa Clara (Hustlers),,"37.334225,-121.889073",San Jose,1978,CA,Cruisy Area,Cruisy Area,checked,,Approximate. Location halfway between San Salvador and Santa Clara on 1st.,2/25/2020 11:57am,2/28/2020 1:12pm
839,M.C.C.,Found,,34th at Broadway,"38.552759,-121.469473",Sacramento ,1978,CA,M.C.C. - Metropolitan Community Church,Church,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
916,Eden Square,Found,,,"37.962123,-121.291604",Stockton,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
806,Vista Theatre ,Found,Sunset at Hollywood,,"34.09817,-118.287088",Hollywood,1978,CA,,Theatre,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
778,21st & 'K' Sts.,Found,,,"35.378138,-119.017595",Bakersfield,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
826,Warf No. 2,Found,,,"36.602037,-121.889784",Monterey,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
784,Bidwell Park,Found,Cedar Grove Area,,"39.734142,-121.830731",Chico,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
807,Barnsdale Park,Found,(HOT),,"34.101514,-118.294245",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
836,Ganesha Park,Found,(HOT),,"34.076281,-117.760531",Pomona,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
776,Beach Park,Found,21st & Oak Sts. ,," 35.379928,-119.04058",Bakersfield,1978,CA,"(*) - Very popular,Cruisy Area",Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
902,San Gregorio,Found,'B.A.' Beach SP. on Hwy. 1,,"37.322999,-122.403308",San Francisco,1978,CA,"Cruisy Area,(*) - Very popular",Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
802,Cal. State Long Beach,Found,SC 1 (2nd Floor) & LA 5 (2nd floor),," 33.783824,-118.11409",Long Beach,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
819,Ranch,Found,,13452 Ventura Blvd.,"34.147083,-118.426755 ",Sherman Oaks,1978,CA,,Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
910,Valley Fair Shopping Center,Found,(HOT),,"37.325566,-121.945",San Jose,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
838,'B.A.' Beach on Russian River,General City Coordinates Used,1 1/2 mi. from Mirabelle park,,"38.499623,-122.904043",Russian RIver,1978,CA,Cruisy Area,"Cruising Areas,Cruisy Area",checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
913,'Muscle Beach',Found,,," 33.985382,-118.472509",Santa Monica,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
855,Fairmont Park,Found,,,"33.995062,-117.381194 ",Riverside,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
817,Westside,Found,(Open for lunch- patio- good days) (W. L.A.),6112 Venice Blvd.," 34.035559,-118.376707",Los Angeles ,1978,CA,"(D) - Dancing,(*) - Very popular",Restaurant,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
837,Garfield Park,Found,,,"34.063327,-117.733855",Pomona,1978,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area",Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
869,Fashion Valley Shopping Center,Found,,,"32.768118,-117.166728 ",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
856,The Grove,Found,So. End of Evans Lake,,"33.994289,-117.377887 ",Riverside,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
842,Del Paso Park,Found,parking area off Auburn Blvd.,," 38.638461,-121.382773",Sacramento ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
804,The Bluffs,Found,On beach betw. Gaviota & Redondo,,"33.76225,-118.162909",Long Beach,1978,CA,Cruisy Area,Cruisy Area,checked,,Location here is approximate for the middle of the beach between Gaviota st and Redondo. ,2/25/2020 11:57am,2/28/2020 1:12pm
786,Lucky Leone's ,Found,(Some G),1700 Placentia at 17th,"33.636359,-117.931628",Costa Mesa,1978,CA,"(PT) - Pool Table,(D) - Dancing,(*) - Very popular","Restaurant,Bars/Clubs",checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
846,Paradise Beach on American River,Found,,,"38.58126,-121.423108",Sacramento ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
799,Diamond Horseshoe,Found,(Disco) (Liquor) (Wilmington),2523 E. Anaheim,"33.782899,-118.161772",Long Beach,1978,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
827,Lake Merritt,Found,,,"37.801239,-122.258299",Oakland,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
899,'Miracle Mile',Found,Folsom St. betw. 6th & 12th Sts.,,"37.775037,-122.410441",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,Approximate. Location for the middle of this stretch on Folsom between 6th & 12th.,2/25/2020 11:57am,2/28/2020 1:12pm
905,'Tenderloin' hustlers at Flagg Bros.,Found,'corner' Mason & Market Sts.,,"37.78322,-122.409091",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
820,Griffith Park,Found,Sonora at Victory Blvd.,,"34.158561,-118.29665",Los Angeles ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
787,Baths,Found,(Closes 10:30 p.m.) 7th & 'A' Sts.,,"40.799555,-124.170905",Eureka,1978,CA,(M) - Mixed Crowds - Some Straights,Baths,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
780,Lake Temescal Park & Beach,Found,,,"37.845729,-122.229449",Berkeley,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
831,Ruth Hardee Park,Found,,," 33.834994,-116.538993",Palm Springs,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
834,Memorial Park,Found,,,"34.147981,-118.147671",Pasadena,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
864,Oz's Books,General City Coordinates Used,(Cruisy arcade),5th St,"32.732438,-117.160295",San Diego ,1978,CA,Cruisy Area,Book Store,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
877,Y.M.C.A.,Found,(Armed Services),,"32.716003,-117.167788",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
868,Cafe El Taurino,Found,"Tijuana, B.C.",,"32.536396,-117.038878 ",Tijuana,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
824,Eddie's ,Found,Franklin & Tyler,,"36.599829,-121.893441",Monterey,1978,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
818,Echo Park,Found,(HOT),,"34.078159,-118.260557",Los Angeles ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
917,Oak Park,Found,,,"37.983654,-121.292677",Stockton,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
792,Radio Park,Found,1st & Clinton,,"36.772278,-119.772475",Fresno ,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
886,Raven,Found,Polk & California,,"37.79059,-122.420699",San Francisco,1978,CA,(M) - Mixed Crowds - Some Straights,Restaurant,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
890,Twin Peaks Tavern,Found,Castro & Market Sts.,,"37.762738,-122.435208",San Francisco,1978,CA,"(OC) - Older/More Mature Crowd,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
859,'Rest Stop' ,General City Coordinates Used,on No. side of I-10 betw. Fontana & Rialto,,"34.108345,-117.289765",San Bernardino,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
895,Dolores Park,Found,(HOT),,"37.759586,-122.42690",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
911,Santa Rosa Park,Found,,," 35.289092,-120.66569",San Luis Obispo,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
894,Devil's Slide,General City Coordinates Used,'B.A.' Beach So. on Hwy 1,,"37.77493,-122.419415 ",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
805,Arthur J's,Found,Highland& Santa Monica Blvd.,,"34.090711,-118.338612",Hollywood,1978,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant,Bars/Clubs",checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
920,Whispering Pines,Found,"20 mi. W. on Hwy. 140 in Begintown. P.O. Box 90, Midpines, Ca.",,"37.577924,-119.955536",Yosemite ,1978,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
897,Lafayette Park,Found,,," 37.79165,-122.427589",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
821,Magnolia Park,Found,(HOT),,"34.168273,-118.338889",Los Angeles ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
828,Union 76 Truck Stop,Found,I- 10 opp. Ontario Speedway,,"34.065437,-117.56142",Ontario,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
866,Balboa Park,Found,,,"32.734148,-117.144553 ",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
879,Beau Geste Cinema,Found,17th & Market at Castro,17th & Market,"37.762441,-122.436024",San Francisco,1978,CA,,Theatre,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
885,Pier 54,Found,China Basin at Pier 54,,"37.771907,-122.386605",San Francisco,1978,CA,(M) - Mixed Crowds - Some Straights,Restaurant,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
903,Seawall ,Found,,,"37.801829,-122.400446",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
830,Desert Palms Inn,General City Coordinates Used,,67-680 Hwy. 111,"33.817427,-116.49313",Palm Springs,1978,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
794,El Capitan,Found,,13825 So. Hawthorne,"33.905866,-118.35302 ",Hawthorne,1978,CA,(*) - Very popular,Bars/Clubs,checked,checked,,2/25/2020 11:57am,2/28/2020 1:12pm
847,Caravan,Found,"(Latins) Greyhound Bus Depot, Gabilon & Salinas",,"36.676038,-121.652417",Salinas,1978,CA,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers,(B) - Blacks frequent,Cruisy Area",Cruisy Area,checked,checked,,2/25/2020 11:57am,2/28/2020 1:12pm
865,Paris Magazine Shop,Found,,30th & University,"32.748463,-117.13009",San Diego ,1978,CA,(M) - Mixed Crowds - Some Straights,Book Store,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
814,Selma Ave nr. Y.M.C.A.,Found,(sure suicide- avoid),,"34.099781,-118.33257",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
898,Land's End,Found,,,"37.779858,-122.511617",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
813,Santa Monica Blvd.,Found,'hitch-hikers' from La Brea to Beverly Hills,,"34.088493,-118.37812",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,Approximate.,2/25/2020 11:57am,2/28/2020 1:12pm
906,'The Strip',Found,Market St. from Van Ness to Castro 'Hitch-hikers' or by car,,"37.771246,-122.423857",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,Approximate. Location for the middle of this stretch from Van Ness to Castro.,2/25/2020 11:57am,2/28/2020 1:12pm
853,Coyote Point,Found,"Beach & parking lot ff US 101 betw, San Mateo & Burlingame",,"37.587268,-122.319101",Redwood City,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
882,Febe's ,Found,(Leather & 'toy' shop upstairs),11th & Folsom Sts.,"37.771872,-122.414048",San Francisco,1978,CA,"(OC) - Older/More Mature Crowd,(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs,Business",checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
779,Weill Park,Found,26th & 'Q' Sts.,,"35.383413,-119.011125",Bakersfield,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
777,Central Park,Found,21st & 'R' Sts.,,"35.378109,-119.009455",Bakersfield,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
795,Maze Stone County Park,Found,41/2 Mi. W. on Hwy. 74,,"33.781393,-117.056477",Hemet,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
892,Buena Vista Park,Found,,,"37.768405,-122.441414",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
888,Taste of Leather,Found,(Leather & 'toy' shop up stairs at Fbe's),11th & Folsom St.,"37.771872,-122.414048 ",San Francisco,1978,CA,(*) - Very popular,Business,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
862,Brass Rail,Found,(Liquor) (Cruisy) ,5th & Robinson," 32.746961,-117.160405",San Diego ,1978,CA,"(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
872,Pacific Beach ,Found,nr. Diamond St.,,"32.798961,-117.258188",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
785,Electric Banana ,Found,"(Disco) (WE*)
Paradise Shopping Center- Just off 101, Corte Madera exit (May be changing name)",,"37.924411, -122.512032",Corte Madera,1978,CA,"(D) - Dancing,(PT) - Pool Table,(WE) = Weekends,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
832,Stanford Shopping Mall,Found,,,"37.443156,-122.171529",Palo Alto,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
798,West St. Beach nr. Laguna Royal Motel,General City Coordinates Used,(So. Laguna),,"33.542719,-117.785357",Laguna Beach ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
893,'Castro Village',Found,Castro betw. 18th & Market Sts.,," 37.759767,-122.444146",San Francisco,1978,CA,"(*) - Very popular,Cruisy Area",Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
793,Roeding Park,Found,,,"36.754621,-119.823507",Fresno ,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
887,Sukker's Liqours ,Found,Pine & Polk,,"36.400862,-97.893418",San Francisco,1978,CA,,Business,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
918,M.C.C.,General City Coordinates Used,,18th & Arizona,"33.985047,-118.469483",Venice,1978,CA,M.C.C. - Metropolitan Community Church,Church,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
812,Robertson Blvd.,Found,'the bushes' betwen. Beverly & Melrose (HOT),,"34.079078,-118.384466",Hollywood,1978,CA,Cruisy Area,Cruisy Area,checked,,Approximate. Pin for middle of Robertson between Melrose and Beverly.,2/25/2020 11:57am,2/28/2020 1:12pm
843,Discovery Park,Found,(Bryte),,"38.605763,-121.50348",Sacramento ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
835,Vicinity of City Hal,Found,,,"34.147692,-118.14327 ",Pasadena,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
863,Club,Found,(Sunday Brunch) Kettner & Laurel,,"32.730059,-117.171994 ",San Diego ,1978,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(PT) - Pool Table,(W) - Western or coyboy types,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
849,Shuff'In Beaver,General City Coordinates Used,(Some G) 3 mi W. on Hwy 299,,"40.58654,-122.391675",Redding,1978,CA,"(D) - Dancing,(PT) - Pool Table,(*) - Very popular,""(G) - Girls, but seldom exclusively""",Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
875,Torry Pines Beach St. Park,Found,Blacks' 'B.A.' Beach- a half hour walk from parking lot to base of gold course,,"32.933677,-117.260678",San Diego ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
852,Beach opp. City Hall,General City Coordinates Used,,,"33.845114,-118.388513",Redondo Beach,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
789,Squoia Park,Found,T- Rooms,,"40.774763,-124.144787",Eureka,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
797,Beach & Steps by Coast Inn,Found,,,"33.531121,-117.77548",Laguna Beach ,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
896,Downtown Airlines Bus Terminal,General City Coordinates Used,downstairs T-Room,,"37.77493,-122.419415 ",San Francisco,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
908,S.J. State College,Found,Journalism Bldg. & Library 3rd floor T-Room,,"37.335187,-121.881071",San Jose,1978,CA,Cruisy Area,Cruisy Area,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
796,'Rest Stop',Found,"on I-280, just No. of Blackland Road exit",,"37.574103,-122.379416",Hillsborough,1978,CA,,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
1295,Main St.,Found,'Hustlers'- betw. 4th & 6th Sts.,,"34.046677,-118.248553",Los Angeles ,1978,CA,Cruisy Area,Cruisy Area,,,Approximate. Pin in middle of block between 4th and 6th on main.,2/28/2020 11:10am,2/28/2020 1:12pm
590,Alhambra Park,Found,Palm Rd. at Larch nr. tennis courts,,"34.097197,-118.146304",Alhambra,1979,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:48am,2/28/2020 1:12pm
622,Wellington Club Baths,Found,('Tops' in area),1202 E. Anaheim ,"33.78053,-118.247945 ",Wilmington,1979,CA,"(P) - Private club - Inquire locally to admission,(YC) - Young and/or collegiate types,(*) - Very popular",Baths,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
741,'Polkstrasse',Found,,Polk St. betw. Post & Union,"37.787538,-122.414642",San Francisco,1979,CA,"(*) - Very popular,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
773,Camp Curry,Found,T-Rooms,,"37.738462,-119.574822",Yosemite ,1979,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
751,St. James Sq. ,Found,(Late nights),,"37.338702,-121.891469",San Jose,1979,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
770,M.C.C.,General City Coordinates Used,,18th & Arizona,"33.985047,-118.469483",Venice,1979,CA,,Church,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
758,Positively Fourth Street,Found,,4th St. nr. Lincoln,"37.972643,-122.523819",San Rafael,1979,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,checked,,,2/25/2020 11:57am,2/28/2020 1:12pm
