"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"","311 Lewers","Waikiki","HI","(M),(*)","Bars/Clubs",1968,NA,"311 Lewers, Waikiki, HI",-157.8293369,21.2802495,"311 lewers st, honolulu, hi 96815, usa","Geocoded",NA,NA
"","1913 DuDoit Lane ","Waikiki","HI","(*)","Bars/Clubs",1968,NA,"1913 DuDoit Lane , Waikiki, HI",-157.834146,21.2863583,"1913 dudoit ln, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2448 Kalakaua Ave. ","Waikiki","HI","(M)","Bars/Clubs",1968,NA,"2448 Kalakaua Ave. , Waikiki, HI",-157.8244304,21.2753066,"2448 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","124 Kapahulu Ave. ","Waikiki","HI","(*)","Bars/Clubs",1968,NA,"124 Kapahulu Ave. , Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2709 Kalakaua Ave. ","Waikiki","HI","(M)","Bars/Clubs",1968,NA,"2709 Kalakaua Ave. , Waikiki, HI",-157.8224446,21.2679075,"2709 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2070 Kalakaua Ave. ","Waikiki","HI","(*)","Bars/Clubs",1968,NA,"2070 Kalakaua Ave. , Waikiki, HI",-157.8312934,21.2833111,"2070 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(off limits)","434 Kapahulu ","Waikiki","HI","","Bars/Clubs",1968,NA,"434 Kapahulu , Waikiki, HI",-157.8156922,21.2749945,"434 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(strip shows)","1112 Maunakea","Honolulu","HI","(M)","Bars/Clubs",1969,NA,"1112 Maunakea, Honolulu, HI",-157.8628067,21.3124877,"1112 maunakea st, honolulu, hi 96817, usa","Geocoded",NA,NA
"(off limits) ","152 N. Hotel St. ","Honolulu","HI","(S),(M)","Bars/Clubs",1969,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"","52 Oneawa","Kailua","HI","(R)","Restaurant",1969,NA,"52 Oneawa, Kailua, HI",-157.7442985,21.3957657,"52 oneawa st, kailua, hi 96734, usa","Geocoded",NA,NA
"","124 Kapahulu","Waikiki","HI","(*)","Bars/Clubs",1969,NA,"124 Kapahulu, Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2448 Kalakaua Ave. ","Waikiki","HI","(M)","Bars/Clubs",1969,NA,"2448 Kalakaua Ave. , Waikiki, HI",-157.8244304,21.2753066,"2448 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","124 Kapahulu Ave. ","Waikiki","HI","(*)","Bars/Clubs",1969,NA,"124 Kapahulu Ave. , Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","1913 DuDoit Lane ","Waikiki","HI","(*)","Bars/Clubs",1969,NA,"1913 DuDoit Lane , Waikiki, HI",-157.834146,21.2863583,"1913 dudoit ln, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2709 Kalakaua Ave. ","Waikiki","HI","(M)","Bars/Clubs",1969,NA,"2709 Kalakaua Ave. , Waikiki, HI",-157.8224446,21.2679075,"2709 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2070 Kalakaua Ave. ","Waikiki","HI","","Bars/Clubs",1969,NA,"2070 Kalakaua Ave. , Waikiki, HI",-157.8312934,21.2833111,"2070 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(off limits)","434 Kapahulu ","Waikiki","HI","","Bars/Clubs",1969,NA,"434 Kapahulu , Waikiki, HI",-157.8156922,21.2749945,"434 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(strip shows)","1112 Maunakea","Honolulu","HI","(M)","Bars/Clubs",1970,NA,"1112 Maunakea, Honolulu, HI",-157.8628067,21.3124877,"1112 maunakea st, honolulu, hi 96817, usa","Geocoded",NA,NA
"(off limits) ","152 N. Hotel St. ","Honolulu","HI","(S),(M)","Bars/Clubs",1970,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"(small alley- Behind Fernbody's, no sign)","124 Kapahulu","Waikiki","HI","(*),(YC),(D)","Bars/Clubs",1970,NA,"124 Kapahulu, Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(Ala Moana)","435 Atkinson Dr.","Waikiki","HI","(*)","Bars/Clubs",1970,NA,"435 Atkinson Dr., Waikiki, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa","Geocoded",NA,NA
"(old Little Dipper)","124 Kapahulu Ave. ","Waikiki","HI","","Bars/Clubs",1970,NA,"124 Kapahulu Ave. , Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2448 Kalakaua Ave. ","Waikiki","HI","(M)","Bars/Clubs",1970,NA,"2448 Kalakaua Ave. , Waikiki, HI",-157.8244304,21.2753066,"2448 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2709 Kalakaua Ave. ","Waikiki","HI","(M)","Bars/Clubs",1970,NA,"2709 Kalakaua Ave. , Waikiki, HI",-157.8224446,21.2679075,"2709 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2070 Kalakaua Ave. ","Waikiki","HI","(*)","Bars/Clubs",1970,NA,"2070 Kalakaua Ave. , Waikiki, HI",-157.8312934,21.2833111,"2070 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(off limits)","434 Kapahulu ","Waikiki","HI","","Bars/Clubs",1970,NA,"434 Kapahulu , Waikiki, HI",-157.8156922,21.2749945,"434 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(off limits)","152 N. Hotel St. ","Honolulu","HI","(M),(S)","Bars/Clubs",1971,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"(3rd floor- above Fernbody's)","124 Kapahulu","Waikiki","HI","(*),(YC),(D)","Bars/Clubs",1971,NA,"124 Kapahulu, Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(piano bar only)(side street entrance, upstairs)","2254 Kalakaua ","Waikiki","HI","(M)","Bars/Clubs",1971,NA,"2254 Kalakaua , Waikiki, HI",-157.8284541,21.2791862,"2254 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(across from Ala Moana Center)","435 Atkinson Dr.","Waikiki","HI","","Bars/Clubs",1971,NA,"435 Atkinson Dr., Waikiki, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa","Geocoded",NA,NA
"(off limits)","152 N. Hotel St. ","Honolulu","HI","(M),(S)","Bars/Clubs",1972,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"(sign is a ?)(between downtown & Waikiki)","1420 S. Beretania ","Honolulu","HI","(*)","Bars/Clubs",1972,NA,"1420 S. Beretania , Honolulu, HI",-157.8388264,21.300291,"1420 s beretania st, honolulu, hi 96814, usa","Geocoded",NA,NA
"(3rd floor- above Fernbody's)(cabaret)","124 Kapahulu","Waikiki","HI","(*),(YC),(D)","Bars/Clubs",1972,NA,"124 Kapahulu, Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(piano bar only)(side street entrance, upstairs)","2254 Kalakaua ","Waikiki","HI","(M)","Bars/Clubs",1972,NA,"2254 Kalakaua , Waikiki, HI",-157.8284541,21.2791862,"2254 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","121 Banyon Dr. ","Hilo","HI","(M)","Bars/Clubs",1973,NA,"121 Banyon Dr. , Hilo, HI",-155.0638408,19.7283864,"121 banyan dr, hilo, hi 96720, usa","Geocoded",NA,NA
"(off limits)","152 N. Hotel St. ","Honolulu","HI","(M),(S),(RT)","Bars/Clubs",1973,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"","43 S. Beretania ","Honolulu","HI","(*)","Bars/Clubs",1973,NA,"43 S. Beretania , Honolulu, HI",-157.8597384,21.3114103,"43 s beretania st, honolulu, hi 96813, usa","Geocoded",NA,NA
"(cl. Tuesday)","124 Kapahulu","Waikiki","HI","(D)","Bars/Clubs",1973,NA,"124 Kapahulu, Waikiki, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","1911 Kalakaua","Waikiki","HI","(M),(R),(*)","Restaurant",1973,NA,"1911 Kalakaua, Waikiki, HI",-157.8337385,21.2865775,"1911 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(across from Ala Moana)","435 Atkinson ","Waikiki","HI","","Bars/Clubs",1973,NA,"435 Atkinson , Waikiki, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa","Geocoded",NA,NA
"","1900 Kalakaua","Waikiki","HI","(YC),(D),(*)","Bars/Clubs",1973,NA,"1900 Kalakaua, Waikiki, HI",-157.8338724,21.2877203,"1900 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(after hours)","117 Uluniu Ave. ","Waikiki","HI","(R),(YC)","Restaurant",1973,NA,"117 Uluniu Ave. , Waikiki, HI",-157.8242814,21.2756645,"117 uluniu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(may be closing)","1735 Kalakaua","Waikiki","HI","(R),(M)","Restaurant",1973,NA,"1735 Kalakaua, Waikiki, HI",-157.8361764,21.2912286,"1735 kalakaua ave, honolulu, hi 96826, usa","Geocoded",NA,NA
"(rm. 235, upstairs)","825 Keeamaku St. ","Waikiki","HI","","Baths",1973,NA,"825 Keeamaku St. , Waikiki, HI",-157.8403519,21.2968282,"825 ke’eaumoku st, honolulu, hi 96814, usa","Geocoded",NA,NA
"","121 Banyon Dr. ","Hilo","HI","(M)","Bars/Clubs",1974,NA,"121 Banyon Dr. , Hilo, HI",-155.0638408,19.7283864,"121 banyan dr, hilo, hi 96720, usa","Geocoded",NA,NA
"","63. N. Hotel St. ","Honolulu","HI","","Theatre",1974,NA,"63. N. Hotel St. , Honolulu, HI",-157.8627754,21.3118975,"63 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"(This famous drag bar is really a 'drag'- Adm. charge- off limits)","152 N. Hotel St. ","Honolulu","HI","(S),(M),(RT)","Bars/Clubs",1974,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"","43 S. Beretania ","Honolulu","HI","(*)","Bars/Clubs",1974,NA,"43 S. Beretania , Honolulu, HI",-157.8597384,21.3114103,"43 s beretania st, honolulu, hi 96813, usa","Geocoded",NA,NA
"(sign says 'Dipper' walk up to 3rd floor. Closed Tuesdays)","124 Kapahulu","Waikiki Beach, Oahu","HI","(D),(*)","Bars/Clubs",1974,NA,"124 Kapahulu, Waikiki Beach, Oahu, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(some G)","435 Atkinson ","Waikiki Beach, Oahu","HI","(G)","Bars/Clubs",1974,NA,"435 Atkinson , Waikiki Beach, Oahu, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa","Geocoded",NA,NA
"","412 Lewers ","Waikiki Beach, Oahu","HI","(M),(HIP),(YC)","Bars/Clubs",1974,NA,"412 Lewers , Waikiki Beach, Oahu, HI",-157.8282196,21.2820946,"412 lewers st, honolulu, hi 96815, usa","Geocoded",NA,NA
"","1900 Kalakaua","Waikiki Beach, Oahu","HI","(YC),(D),(*)","Bars/Clubs",1974,NA,"1900 Kalakaua, Waikiki Beach, Oahu, HI",-157.8338724,21.2877203,"1900 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(Rm. 235, upstairs)","825 Keeaumoku St. ","Waikiki Beach, Oahu","HI","","Baths",1974,NA,"825 Keeaumoku St. , Waikiki Beach, Oahu, HI",-157.8407938,21.2967475,"825 ke’eaumoku st, honolulu, hi 96814, usa","Geocoded",NA,NA
"","2500 Pali Hwy. ","Waikiki Beach, Oahu","HI","","Church",1974,NA,"2500 Pali Hwy. , Waikiki Beach, Oahu, HI",-157.8452226,21.3302064,"2500 hi-61, honolulu, hi 96817, usa","Geocoded",NA,NA
"","121 Banyon Dr. ","Hilo","HI","(M)","Bars/Clubs",1975,NA,"121 Banyon Dr. , Hilo, HI",-155.0638408,19.7283864,"121 banyan dr, hilo, hi 96720, usa","Geocoded",NA,NA
"(This famous drag bar is really a 'drag'- Adm. charge- off limits)","152 N. Hotel St. ","Honolulu","HI","(S),(M),(RT)","Bars/Clubs",1975,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"","43 S. Beretania ","Honolulu","HI","","Bars/Clubs",1975,NA,"43 S. Beretania , Honolulu, HI",-157.8597384,21.3114103,"43 s beretania st, honolulu, hi 96813, usa","Geocoded",NA,NA
"(some G)","435 Atkinson ","Waikiki Beach, Oahu","HI","(G)","Bars/Clubs",1975,NA,"435 Atkinson , Waikiki Beach, Oahu, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa","Geocoded",NA,NA
"","1900 Kalakaua ","Waikiki Beach, Oahu","HI","(YC),(D),(*)","Bars/Clubs",1975,NA,"1900 Kalakaua , Waikiki Beach, Oahu, HI",-157.8338724,21.2877203,"1900 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2260 Kuhio Ave. ","Waikiki Beach, Oahu","HI","(E),(*)","Bars/Clubs",1975,NA,"2260 Kuhio Ave. , Waikiki Beach, Oahu, HI",-157.8266361,21.2801143,"2260 kūhiō ave., honolulu, hi 96815, usa","Geocoded",NA,NA
"(rm. 235- upstairs)","825 Keeaumoku St. ","Waikiki Beach, Oahu","HI","(*)","Baths",1975,NA,"825 Keeaumoku St. , Waikiki Beach, Oahu, HI",-157.8407938,21.2967475,"825 ke’eaumoku st, honolulu, hi 96814, usa","Geocoded",NA,NA
"","2500 Pali Hwy. ","Waikiki Beach, Oahu","HI","","Church",1975,NA,"2500 Pali Hwy. , Waikiki Beach, Oahu, HI",-157.8452226,21.3302064,"2500 hi-61, honolulu, hi 96817, usa","Geocoded",NA,NA
"(Go-go-boys)","240 McCully at Ala Wai ","Waikiki Beach, Oahu","HI","(YC),(D),(*)","Bars/Clubs",1975,NA,"240 McCully at Ala Wai , Waikiki Beach, Oahu, HI",-157.8330933,21.2876268,"240 mccully st, honolulu, hi 96815, usa","Geocoded",NA,NA
"(5p.m.- 2a.m.)(2nd floor)","307 Lewers near Kuhio","Waikiki Beach, Oahu","HI","(P)","Baths",1975,NA,"307 Lewers near Kuhio, Waikiki Beach, Oahu, HI",-157.8292525,21.2803281,"307 lewers st, honolulu, hi 96815, usa","Geocoded",NA,NA
"","","Waikiki Beach, Oahu","HI","","Cruising Areas",1975,NA,", Waikiki Beach, Oahu, HI",-157.8310083,21.2822932,"waikiki, honolulu, hi 96815, usa","Geocoded",NA,NA
"below Coast Guard Lighthouse","","Waikiki Beach, Oahu","HI","","Cruising Areas",1975,NA,", Waikiki Beach, Oahu, HI",-157.8310083,21.2822932,"waikiki, honolulu, hi 96815, usa","Geocoded",NA,NA
"","","Waikiki Beach, Oahu","HI","","Cruising Areas",1975,NA,", Waikiki Beach, Oahu, HI",-157.8310083,21.2822932,"waikiki, honolulu, hi 96815, usa","Geocoded",NA,NA
"","","Waikiki Beach, Oahu","HI","","Cruising Areas",1975,NA,", Waikiki Beach, Oahu, HI",-157.8310083,21.2822932,"waikiki, honolulu, hi 96815, usa","Geocoded",NA,NA
"Waikiki Beach Center Bldg. Center Building","","Waikiki Beach, Oahu","HI","","Cruising Areas",1975,NA,", Waikiki Beach, Oahu, HI",-157.8310083,21.2822932,"waikiki, honolulu, hi 96815, usa","Geocoded",NA,NA
"","121 Banyon Dr. ","Waikiki Beach, Oahu","HI","(M)","Bars/Clubs",1976,NA,"121 Banyon Dr. , Waikiki Beach, Oahu, HI",-157.8214405,21.274426,"201 ʻōhua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(adm. charge)","152 N. Hotel St. ","Honolulu","HI","(S),(M),(RT)","Bars/Clubs",1976,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"","43 S. Beretania ","Honolulu","HI","(OC)","Bars/Clubs",1976,NA,"43 S. Beretania , Honolulu, HI",-157.8597384,21.3114103,"43 s beretania st, honolulu, hi 96813, usa","Geocoded",NA,NA
"","124 Kapahulu","Waikiki Beach, Oahu","HI","(YC),(D)","Bars/Clubs",1976,NA,"124 Kapahulu, Waikiki Beach, Oahu, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(some G)","435 Atkinson ","Waikiki Beach, Oahu","HI","(G),(*)","Bars/Clubs",1976,NA,"435 Atkinson , Waikiki Beach, Oahu, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa","Geocoded",NA,NA
"","1900 Kalakaua ","Waikiki Beach, Oahu","HI","(YC),(D),(*),(E)","Bars/Clubs",1976,NA,"1900 Kalakaua , Waikiki Beach, Oahu, HI",-157.8338724,21.2877203,"1900 kalakaua ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"","2500 Pali Hwy. ","Waikiki Beach, Oahu","HI","","Church",1976,NA,"2500 Pali Hwy. , Waikiki Beach, Oahu, HI",-157.8452226,21.3302064,"2500 hi-61, honolulu, hi 96817, usa","Geocoded",NA,NA
"(5p.m.- 2a.m.)(2nd floor)","307 Lewers near Kuhio","Waikiki Beach, Oahu","HI","(P)","Baths",1976,NA,"307 Lewers near Kuhio, Waikiki Beach, Oahu, HI",-157.8292525,21.2803281,"307 lewers st, honolulu, hi 96815, usa","Geocoded",NA,NA
"(some W-SM in adjoining Lli Holo Room)","240 McCully at Ala Wai","Waikiki Beach, Oahu","HI","(YC),(D),(*),(W)","Bars/Clubs",1976,NA,"240 McCully at Ala Wai, Waikiki Beach, Oahu, HI",-157.8330933,21.2876268,"240 mccully st, honolulu, hi 96815, usa","Geocoded",NA,NA
"(Natives)","55 Haili Street","Hilo","HI","(M)","Bars/Clubs",1977,NA,"55 Haili Street, Hilo, HI",-155.0864775,19.7241037,"55 haili st, hilo, hi 96720, usa","Geocoded",NA,NA
"","121 Banyon Drive","Hilo","HI","(M),(*)","Bars/Clubs",1977,NA,"121 Banyon Drive, Hilo, HI",-155.0638408,19.7283864,"121 banyan dr, hilo, hi 96720, usa","Geocoded",NA,NA
"(Admission charge)","152 N. Hotel St. ","Honolulu","HI","(S),(M),(RT)","Bars/Clubs",1977,NA,"152 N. Hotel St. , Honolulu, HI",-157.8632356,21.3131178,"152 n hotel st, honolulu, hi 96817, usa","Geocoded",NA,NA
"","43 S. Beretania ","Honolulu","HI","(OC)","Bars/Clubs",1977,NA,"43 S. Beretania , Honolulu, HI",-157.8597384,21.3114103,"43 s beretania st, honolulu, hi 96813, usa","Geocoded",NA,NA
"(cruisy)","124 Kapahulu","Waikiki Beach, Oahu","HI","Cruisy Area,(D),(E),(*)","Bars/Clubs,Cruising Areas",1977,NA,"124 Kapahulu, Waikiki Beach, Oahu, HI",-157.8220254,21.2719023,"124 kapahulu ave, honolulu, hi 96815, usa","Geocoded",NA,NA
"(Some G, W)","435 Atkinson ","Waikiki Beach, Oahu","HI","(G),(W),(PT),(*)","Bars/Clubs",1977,NA,"435 Atkinson , Waikiki Beach, Oahu, HI",-157.8388732,21.2896529,"435 atkinson dr, honolulu, hi 96814, usa","Geocoded",NA,NA
"","Kalakaua and Kapiolani ","Waikiki Beach, Oahu","HI","(M),(R),(C),(AH)","Restaurant",1977,NA,"Kalakaua and Kapiolani , Waikiki Beach, Oahu, HI",-157.8357208,21.2905682,"kalakaua ave & kapiolani blvd, honolulu, hi 96826, usa","Geocoded",NA,NA
"(adm.-no booze- 'flicks' & 'wild back room')","478 Ena Rd. at Klakaua","Waikiki Beach, Oahu","HI","","Bars/Clubs",1977,NA,"478 Ena Rd. at Klakaua, Waikiki Beach, Oahu, HI",-157.8341344,21.2866541,"478 ena rd, honolulu, hi 96815, usa","Geocoded",NA,NA
