"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","unclear_address"
"Latch String Bar","Barnahof Hotel","127 Franklin St.","Juneau","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels",1977,NA,"127 Franklin St., Juneau, AK",-134.406268,58.3012224,"127 n franklin st, juneau, ak 99801, usa","Geocoded",NA
"Bonfire Lounge","(Good afternoons)","111 W. 5th Ave.","Anchorage","AK","(D) - Dancing,(*) - Very popular","Bars/Clubs",1976,NA,"111 W. 5th Ave., Anchorage, AK",-149.883783,61.2179155,"111 w 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Cattleman's","(No booze)","3471 Tudor Rd.","Anchorage","AK","(M) - Mixed Crowds - Some Straights,""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant",1976,NA,"3471 Tudor Rd., Anchorage, AK",-149.8146894,61.181719,"3471 e tudor rd, anchorage, ak 99507, usa","Geocoded",NA
"Cinema One","(Books & arcade)","324 W. 4th Ave.","Anchorage","AK","","Book Store,Theatre",1976,NA,"324 W. 4th Ave., Anchorage, AK",-149.888438,61.2182819,"324 w 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"M.C.C.","","1413 Norene St.","Anchorage","AK","M.C.C. - Metropolitan Community Church","Church",1976,NA,"1413 Norene St., Anchorage, AK",-149.8108546,61.20856,"1413 norene st, anchorage, ak 99508, usa","Geocoded",NA
"Rendezvous","('Tops in Alaska')","612 E. 4th Ave.","Anchorage","AK","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",1976,NA,"612 E. 4th Ave., Anchorage, AK",-149.872444,61.2184255,"612 e 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"Elbow Room","","410 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1976,NA,"410 2nd Ave., Fairbanks, AK",-147.716427,64.843874,"410 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Latch String Bar","Barnahof Hotel","127 Franklin St.","Juneau","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels",1976,NA,"127 Franklin St., Juneau, AK",-134.406268,58.3012224,"127 n franklin st, juneau, ak 99801, usa","Geocoded",NA
"Bonfire Lounge","","111 W. 5th Ave.","Anchorage","AK","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",1975,NA,"111 W. 5th Ave., Anchorage, AK",-149.883783,61.2179155,"111 w 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Cinema One","(Books & arcade)","324 W. 4th Ave.","Anchorage","AK","","Book Store,Theatre",1975,NA,"324 W. 4th Ave., Anchorage, AK",-149.888438,61.2182819,"324 w 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"Elbow Room","(Hot)","410 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1975,NA,"410 2nd Ave., Fairbanks, AK",-147.716427,64.843874,"410 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Fox Lounge","","500 1st Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights,(*) - Very popular","Bars/Clubs",1975,NA,"500 1st Ave., Fairbanks, AK",-147.7179444,64.8441146,"500 1st ave, fairbanks, ak 99701, usa","Geocoded",NA
"Latch String Bar","Barnahof Hotel","127 Franklin St.","Juneau","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels",1975,NA,"127 Franklin St., Juneau, AK",-134.406268,58.3012224,"127 n franklin st, juneau, ak 99801, usa","Geocoded",NA
"Bonfire Lounge","","111 W. 5th Ave.","Anchorage","AK","(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular","Bars/Clubs",1974,NA,"111 W. 5th Ave., Anchorage, AK",-149.883783,61.2179155,"111 w 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Cinema One","(Bookstore-arcade)","324 W. 4th Ave.","Anchorage","AK","(*) - Very popular","Book Store,Theatre",1974,NA,"324 W. 4th Ave., Anchorage, AK",-149.888438,61.2182819,"324 w 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"Elbow Room","","410 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1974,NA,"410 2nd Ave., Fairbanks, AK",-147.716427,64.843874,"410 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Latch String Bar","Barnahof Hotel","127 Franklin St.","Juneau","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels",1974,NA,"127 Franklin St., Juneau, AK",-134.406268,58.3012224,"127 n franklin st, juneau, ak 99801, usa","Geocoded",NA
"Bonfire Lounge","","111 W. 5th Ave.","Anchorage","AK","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs",1973,NA,"111 W. 5th Ave., Anchorage, AK",-149.883783,61.2179155,"111 w 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Gordo's Cocktail Lounge","","1411 Gambell St.","Anchorage","AK","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular","Bars/Clubs",1973,NA,"1411 Gambell St., Anchorage, AK",-149.8703727,61.2083325,"1411 gambell st, anchorage, ak 99501, usa","Geocoded",NA
"Elbow Room","","410 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1973,NA,"410 2nd Ave., Fairbanks, AK",-147.716427,64.843874,"410 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Bonfire Lounge","","111 W. 5th Ave.","Anchorage","AK","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs",1972,NA,"111 W. 5th Ave., Anchorage, AK",-149.883783,61.2179155,"111 w 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Golden Nugget","","225 E. 5th Ave.","Anchorage","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1972,NA,"225 E. 5th Ave., Anchorage, AK",-149.8801505,61.2177897,"225 e 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Elbow Room","","410 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1972,NA,"410 2nd Ave., Fairbanks, AK",-147.716427,64.843874,"410 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Bonfire Lounge","","111 W. 5th Ave.","Anchorage","AK","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs",1971,NA,"111 W. 5th Ave., Anchorage, AK",-149.883783,61.2179155,"111 w 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Golden Nugget","","225 E. 5th Ave.","Anchorage","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1971,NA,"225 E. 5th Ave., Anchorage, AK",-149.8801505,61.2177897,"225 e 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Elbow Room","","410 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1971,NA,"410 2nd Ave., Fairbanks, AK",-147.716427,64.843874,"410 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Five-One-Five Club","","515 4th Ave.","Anchorage","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1970,NA,"515 4th Ave., Anchorage, AK",-149.8921074,61.2188521,"515 w 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"Golden Nugget","","225 E. 5th Ave.","Anchorage","AK","(M) - Mixed Crowds - Some Straights,(*) - Very popular","Bars/Clubs",1970,NA,"225 E. 5th Ave., Anchorage, AK",-149.8801505,61.2177897,"225 e 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Cottage","","510 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1970,NA,"510 2nd Ave., Fairbanks, AK",-147.718092,64.843829,"510 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Five-One-Five Club","","515 4th Ave.","Anchorage","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1969,NA,"515 4th Ave., Anchorage, AK",-149.8921074,61.2188521,"515 w 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"Golden Nugget","","225 E. 5th Ave.","Anchorage","AK","(*) - Very popular","Bars/Clubs",1969,NA,"225 E. 5th Ave., Anchorage, AK",-149.8801505,61.2177897,"225 e 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Cottage","","510 2nd Ave.","Fairbanks","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1969,NA,"510 2nd Ave., Fairbanks, AK",-147.718092,64.843829,"510 2nd ave, fairbanks, ak 99701, usa","Geocoded",NA
"Five-One-Five Club","","515 4th Ave.","Anchorage","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1968,NA,"515 4th Ave., Anchorage, AK",-149.8921074,61.2188521,"515 w 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"Golden Nugget","","225 E. 5th Ave.","Anchorage","AK","(*) - Very popular","Bars/Clubs",1968,NA,"225 E. 5th Ave., Anchorage, AK",-149.8801505,61.2177897,"225 e 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Oasis","Seward Hwy.","","Anchorage","AK","","Bars/Clubs",1968,NA,", Anchorage, AK",-149.9002778,61.2180556,"anchorage, ak, usa","Geocoded",NA
"Five-One-Five Club","","515 4th Ave.","Anchorage","AK","(M) - Mixed Crowds - Some Straights","Bars/Clubs",1966,NA,"515 4th Ave., Anchorage, AK",-149.8921074,61.2188521,"515 w 4th ave, anchorage, ak 99501, usa","Geocoded",NA
"Golden Nugget","","225 E. 5th ","Anchorage","AK","(*) - Very popular","Bars/Clubs",1966,NA,"225 E. 5th , Anchorage, AK",-149.8801505,61.2177897,"225 e 5th ave, anchorage, ak 99501, usa","Geocoded",NA
"Arcade","4th Ave at 'C' St.","","Anchorage","AK","(M),(RT)","Bars/Clubs",1975,NA,", AK",-149.88788,61.218271,"unclear_coded_by_hand","Found",NA
"Arcade","4th Ave at 'C' St.","","Anchorage","AK","(M),(RT)","Bars/Clubs",1974,NA,", AK",-149.88788,61.218271,"unclear_coded_by_hand","Found",NA
"Arcade","4th Ave at 'C' St.","","Anchorage","AK","(B),(M),(RT)","Bars/Clubs",1973,NA,", AK",-149.88788,61.218271,"unclear_coded_by_hand","Found",NA
"Bently & Gaviota Malls","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-149.888942,61.216889,"unclear_coded_by_hand","Found",NA
"Big I","(Cruisy) (Inquire locally)","","Fairbanks","AK","(M)","Bars/Clubs,Cruising Areas",1980,NA,", AK",-147.716389,64.837778,"unclear_coded_by_hand","General City Coordinates",NA
"Big I","(Cruisy) (Inquire locally)","","Fairbanks","AK","(M)","Bars/Clubs,Cruising Areas",1979,NA,", AK",-147.716389,64.837778,"unclear_coded_by_hand","General City Coordinates",NA
"Cinema II","(Books & arcade) 1/2 mi. from town on Steece Hwy.","","Fairbanks","AK","","Book Store,Theatre",1980,NA,", AK",-147.716389,64.837778,"unclear_coded_by_hand","General City Coordinates",NA
"Cinema II","(Books & arcade) 1/2 mi. from town on Steece Hwy.","","Fairbanks","AK","","Book Store,Theatre",1979,NA,", AK",-147.716389,64.837778,"unclear_coded_by_hand","General City Coordinates",NA
"Cinema II","(Books & arcade) 1/2 mi. from town on Steece Hwy.","","Fairbanks","AK","","Book Store,Theatre",1978,NA,", AK",-147.716389,64.837778,"unclear_coded_by_hand","General City Coordinates",NA
"Cinema Two","(Books & arcade) 1/2 mi. from town on Steece Hwy.","","Fairbanks","AK","","Book Store,Theatre",1977,NA,", AK",-147.716389,64.837778,"unclear_coded_by_hand","General City Coordinates",NA
"Cinema Two","(Books & arcade) 1/2 mi. from town on Steece Hwy.","","Fairbanks","AK","","Book Store,Theatre",1976,NA,", AK",-147.716389,64.837778,"unclear_coded_by_hand","General City Coordinates",NA
"Federal & State Office Bldgs.","","","Juneau","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-134.411637,58.30117,"unclear_coded_by_hand","Found",NA
"Fred Myers Dept. Store T-Room","(Look for Dino in the first booth)","","Anchorage","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-149.735829,61.211142,"unclear_coded_by_hand","Found",NA
"Frontier Bar","Main St.","","Ketchikan","AK","(M)","Bars/Clubs",1980,NA,", AK",-131.648422,55.343703,"unclear_coded_by_hand","Found",NA
"M.C.C.","","10th Ave.","Anchorage","AK","(MCC)","Church",1979,NA,"10th Ave., AK",-149.740559,61.212214,"unclear_coded_by_hand","General City Coordinates",NA
"M.C.C.","","10th Ave.","Anchorage","AK","(MCC)","Church",1978,NA,"10th Ave., AK",-149.740559,61.212214,"unclear_coded_by_hand","General City Coordinates",NA
"M.C.C.","","10th Ave.","Anchorage","AK","(MCC)","Church",1977,NA,"10th Ave., AK",-149.740559,61.212214,"unclear_coded_by_hand","General City Coordinates",NA
"Merchants Wharf - T-Rooms","","","Juneau","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-134.407901,58.299399,"unclear_coded_by_hand","Found",NA
"Movie arcades & book stores on 4th Ave. nr. 'C' St.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1978,NA,", AK",-149.887659,61.218267,"unclear_coded_by_hand","Found",NA
"Movie arcades & book stores on 4th Ave. nr. 'C' St.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1977,NA,", AK",-149.887659,61.218267,"unclear_coded_by_hand","Found",NA
"Movie arcades & book stores on 4th Ave. nr. 'C' St.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1976,NA,", AK",-149.887659,61.218267,"unclear_coded_by_hand","Found",NA
"Movie Arcades & News stands on 4th Ave.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1975,NA,", AK",-149.887659,61.218267,"unclear_coded_by_hand","Found",NA
"Movie Arcades & News stands on 4th Ave.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1974,NA,", AK",-149.887659,61.218267,"unclear_coded_by_hand","Found",NA
"Movie arcades on 4th nr. 'C' St.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-149.887659,61.218267,"unclear_coded_by_hand","Found",NA
"Movie arcades on 4th nr. 'C' St.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1979,NA,", AK",-149.887659,61.218267,"unclear_coded_by_hand","Found",NA
"Oasis","Seward Hwy.","","Anchorage","AK","(M)","Bars/Clubs",1970,NA,", AK",-149.431556,60.961788,"unclear_coded_by_hand","General City Coordinates",NA
"Oasis","Seward Hwy.","","Anchorage","AK","(M)","Bars/Clubs",1969,NA,", AK",-149.431556,60.961788,"unclear_coded_by_hand","General City Coordinates",NA
"Park Strip at 9th & 'L' Sts.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-149.903704,61.213666,"unclear_coded_by_hand","Found",NA
"Park Strip at 9th & 'L' Sts.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1979,NA,", AK",-149.903704,61.213666,"unclear_coded_by_hand","Found",NA
"Park Strip at 9th & 'L' Sts.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1978,NA,", AK",-149.903704,61.213666,"unclear_coded_by_hand","Found",NA
"Park Strip at 9th & 'L' Sts.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1977,NA,", AK",-149.903704,61.213666,"unclear_coded_by_hand","Found",NA
"Park Strip at 9th & 'L' Sts.","","","Anchorage","AK","Cruisy Area","Cruising Areas",1976,NA,", AK",-149.903704,61.213666,"unclear_coded_by_hand","Found",NA
"Penney's","","","Anchorage","AK","Cruisy Area","Cruising Areas",1978,NA,", AK",-149.890085,61.216996,"unclear_coded_by_hand","Found",NA
"Penney's","","","Anchorage","AK","Cruisy Area","Cruising Areas",1977,NA,", AK",-149.890085,61.216996,"unclear_coded_by_hand","Found",NA
"Penney's","","","Anchorage","AK","Cruisy Area","Cruising Areas",1976,NA,", AK",-149.890085,61.216996,"unclear_coded_by_hand","Found",NA
"Penney's","","","Anchorage","AK","Cruisy Area","Cruising Areas",1975,NA,", AK",-149.890085,61.216996,"unclear_coded_by_hand","Found",NA
"Penney's","","","Anchorage","AK","Cruisy Area","Cruising Areas",1974,NA,", AK",-149.890085,61.216996,"unclear_coded_by_hand","Found",NA
"Penney's & Sears Mall","","","Anchorage","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-149.890085,61.216996,"unclear_coded_by_hand","Found",NA
"Penney's & Sears Mall","","","Anchorage","AK","Cruisy Area","Cruising Areas",1979,NA,", AK",-149.890085,61.216996,"unclear_coded_by_hand","Found",NA
"Rendezvous","Inquire locally","","Anchorage","AK","(M)","Bars/Clubs",1975,NA,", AK",-149.900278,61.218056,"unclear_coded_by_hand","General City Coordinates",NA
"Sears Mall","","","Anchorage","AK","Cruisy Area","Cruising Areas",1978,NA,", AK",-149.872276,61.19426,"unclear_coded_by_hand","Found",NA
"Sears Mall","","","Anchorage","AK","Cruisy Area","Cruising Areas",1977,NA,", AK",-149.872276,61.19426,"unclear_coded_by_hand","Found",NA
"Sears Mall","","","Anchorage","AK","Cruisy Area","Cruising Areas",1976,NA,", AK",-149.872276,61.19426,"unclear_coded_by_hand","Found",NA
"Sears Mall","","","Anchorage","AK","Cruisy Area","Cruising Areas",1975,NA,", AK",-149.872276,61.19426,"unclear_coded_by_hand","Found",NA
"Sears Mall","","","Anchorage","AK","Cruisy Area","Cruising Areas",1974,NA,", AK",-149.872276,61.19426,"unclear_coded_by_hand","Found",NA
"State Office Bldg.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1979,NA,", AK",-147.725983,64.84045,"unclear_coded_by_hand","Found",NA
"State Office Bldg.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1978,NA,", AK",-147.725983,64.84045,"unclear_coded_by_hand","Found",NA
"State Office Bldg.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1977,NA,", AK",-147.725983,64.84045,"unclear_coded_by_hand","Found",NA
"State Office Bldg.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1976,NA,", AK",-147.725983,64.84045,"unclear_coded_by_hand","Found",NA
"State Office Bldg. (T-Rooms)","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-147.725983,64.84045,"unclear_coded_by_hand","Found",NA
"U. of Alaska Library Constitution Hall, Gym & Wood Ctr.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1980,NA,", AK",-147.821994,64.857342,"unclear_coded_by_hand","Found",NA
"U. of Alaska- Library & Wood Student Ctr.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1978,NA,", AK",-147.821994,64.857342,"unclear_coded_by_hand","Found",NA
"U. of Alaska- Library & Wood Student Ctr.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1977,NA,", AK",-147.821994,64.857342,"unclear_coded_by_hand","Found",NA
"U. of Alaska- Library & Wood Student Ctr.","","","Fairbanks","AK","Cruisy Area","Cruising Areas",1976,NA,", AK",-147.821994,64.857342,"unclear_coded_by_hand","Found",NA
