"ID","title","type","streetaddress","city","state","description","amenityfeatures","unclear_address","Year","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
766,"Redding Lounge","Bars/Clubs","1748 Market St.","Redding","CA","5pm-2am Mon-Fri, 8pm-2am Sat & Sun","(MW),(D),(YC),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","1748 Market St. ,  Redding ,  CA",-122.3900927,40.5816624,"1748 market st, redding, ca 96001, usa","Geocoded"
765,"Club Alpine","Bars/Clubs","3256 Cascade","Redding","CA","275-4041 6pm-2am","(MX),(MW),(D),(BW),(NH),(S)",NA,1991,NA,"","4/25/2023 9:34pm","3256 Cascade ,  Redding ,  CA",-122.3593875,40.6564822,"3256 cascade blvd, shasta lake, ca 96019, usa","Geocoded"
771,"Dolphin","Bars/Clubs","1995 Artesia Blvd.","Redondo Beach","CA","318-3339 2pm- 2am Mon-Fri, noon-2am Sat & Sun","(YC),(NH)",NA,1991,NA,"","4/25/2023 9:34pm","1995 Artesia Blvd. ,  Redondo Beach ,  CA",-118.3770724,33.8730728,"1995 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
774,"Cardzanart","Book Stores or Retail Shops","1921 Artesia Blvd.","Redondo Beach","CA","374-1340 cards, gifts & art, Mon-Fri llam-7pm, Sat 10am-5pm, Sun clsd","",NA,1991,NA,"","4/25/2023 9:34pm","1921 Artesia Blvd. ,  Redondo Beach ,  CA",-118.3790856,33.8730318,"1921 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
773,"Katie's Italian Restorante","Restaurants & Cafes","2208 W. Artesia Blvd.","Redondo Beach","CA","374- 4740 lunch Wed-Fri only, dinners nightly","(MX),(MW)",NA,1991,NA,"","4/25/2023 9:34pm","2208 W. Artesia Blvd. ,  Redondo Beach ,  CA",-118.3719666,33.8726448,"2208 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
772,"J.R. Bryan's","Bars/Clubs","2105 Artesia Blvd.","Redondo Beach","CA","371-7859 patio, 4pm-2am","(*),(D),(YC)",NA,1991,NA,"","4/25/2023 9:34pm","2105 Artesia Blvd. ,  Redondo Beach ,  CA",-118.374386,33.8730418,"2105 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
777,"MCC Calvary","Religious Organizations","2124 Brewster Ave.","Redwood City","CA","(Unitarian Church) 368-0188 5pm Sun","",NA,1991,NA,"","4/25/2023 9:34pm","2124 Brewster Ave. ,  Redwood City ,  CA",-122.2455163,37.4801245,"2124 brewster ave, redwood city, ca 94062, usa","Geocoded"
776,"Cruiser","Bars/Clubs","2651 El Camino Real","Redwood City","CA","366-4955 Mon- Fri noon-2am, Sat & Sun from 10am","(NH),(D),(V),(F)",NA,1991,NA,"","4/25/2023 9:34pm","2651 El Camino Real ,  Redwood City ,  CA",-122.2158781,37.4724467,"2651 el camino real, redwood city, ca 94061, usa","Geocoded"
779,"Golden Gate Books","Erotica","937 El Camino Real","Redwood City","CA","364-6913 24hrs","",NA,1991,NA,"","4/25/2023 9:34pm","937 El Camino Real ,  Redwood City ,  CA",-122.2333072,37.4850105,"937 el camino real, redwood city, ca 94063, usa","Geocoded"
778,"Bachelor Books","Erotica","2601 El Camino Real","Redwood City","CA","369-2200","",NA,1991,NA,"","4/25/2023 9:34pm","2601 El Camino Real ,  Redwood City ,  CA",-122.2166242,37.472978,"2601 el camino real, redwood city, ca 94061, usa","Geocoded"
806,"Lambda Community Center","Info Lines & Services","1931 'L' St","Sacramento","CA","442-0185 10am- 6pm Mon-Thurs, lOam-midnight Fri","",NA,1991,NA,"","4/25/2023 9:34pm","1931 'L' St ,  Sacramento ,  CA",-121.4809631,38.5747604,"1931 l st, sacramento, ca 95811, usa","Geocoded"
809,"Continental Motel","Accommodations","1432 W. Capitol Ave.","Sacramento","CA","West Sacra­mento, 371-3660 hot tub","(MX),(SW)",NA,1991,NA,"","4/25/2023 9:34pm","1432 W. Capitol Ave. ,  Sacramento ,  CA",-121.5276176,38.5814816,"1432 w capitol ave, west sacramento, ca 95691, usa","Geocoded"
812,"Faces","Bars/Clubs","2000 'K' St.","Sacramento","CA","patio, noon-2am Mon-Sun","(*),(D),(P),(CW),(YC),(V)",NA,1991,NA,"","4/25/2023 9:34pm","2000 'K' St. ,  Sacramento ,  CA",-121.4802219,38.5753045,"2000 k st, sacramento, ca 95811, usa","Geocoded"
811,"Beau's","Bars/Clubs","7042 Folsom Blvd.","Sacramento","CA","383-9882  3pm-2am Tues-Sun, clsd Mon, men's night Wed","(D),(YC)",NA,1991,NA,"","4/25/2023 9:34pm","7042 Folsom Blvd. ,  Sacramento ,  CA",-121.4208526,38.5517856,"7042 folsom blvd, sacramento, ca 95826, usa","Geocoded"
813,"Joseph's Town & Country","Bars/Clubs","2062 Auburn Blvd.","Sacramento","CA","646- 4153 6am-2am, shows and cabaret","(MW),(MX),(E),(S),(F)",NA,1991,NA,"","4/25/2023 9:34pm","2062 Auburn Blvd. ,  Sacramento ,  CA",-121.4179971,38.6235153,"2062 auburn blvd, sacramento, ca 95821, usa","Geocoded"
815,"Town House","Bars/Clubs","1517 21st St.","Sacramento","CA","441-5603/5221 10am- 2am","(NH),(S)",NA,1991,NA,"","4/25/2023 9:34pm","1517 21st St. ,  Sacramento ,  CA",-121.480908,38.5701003,"1517 21st street, sacramento, ca 95811, usa","Geocoded"
814,"Mercantile Saloon","Bars/Clubs","1928 'L' St.","Sacramento","CA","447-0792  10am- 2am","(NH)",NA,1991,NA,"","4/25/2023 9:34pm","1928 'L' St. ,  Sacramento ,  CA",-121.4813085,38.5743602,"1928 l st, sacramento, ca 95811, usa","Geocoded"
817,"Incredible Edible","Restaurants & Cafes","1401 Alhambra Blvd.","Sacramento","CA","456-9120 6pm-10pm Sun-Thurs, 6:30pm -11pm Fri& Sat","(*),(MX),(MW)",NA,1991,NA,"","4/25/2023 9:34pm","1401 Alhambra Blvd. ,  Sacramento ,  CA",-121.4670198,38.5680962,"1401 alhambra blvd, sacramento, ca 95816, usa","Geocoded"
816,"Wreck Room","Bars/Clubs","2513Broadway","Sacramento","CA","456-1181 2pm- 2am","(LV),(L),(CW)",NA,1991,NA,"","4/25/2023 9:34pm","2513Broadway ,  Sacramento ,  CA",-121.4796369,38.5585331,"2513 broadway, sacramento, ca 95818, usa","Geocoded"
821,"Lioness Book Store","Book Stores or Retail Shops","2224 'J' St.","Sacramento","CA","442-4657 women's bookstore, gaymen's section llam -7pm Mon-Fri, noon- 6 Sat","",NA,1991,NA,"","4/25/2023 9:34pm","2224 'J' St. ,  Sacramento ,  CA",-121.4763025,38.5754768,"2224 j st, sacramento, ca 95816, usa","Geocoded"
819,"Rick's Dessert Diner","Restaurants & Cafes","2322 'K' St.","Sacramento","CA","444-0969 7am-11:30pm Mon-Thurs, til midnight Fri, Sat 10am- midnight","(MX),(MW)",NA,1991,NA,"","4/25/2023 9:34pm","2322 'K' St. ,  Sacramento ,  CA",-121.4755884,38.5740971,"2322 k st, sacramento, ca 95816, usa","Geocoded"
820,"Jeffs Gym","Gym/Health Clubs","1537 Sacramento","Sacramento","CA","371-8818 (PC) Sam-mid- night","",NA,1991,NA,"","4/25/2023 9:34pm","1537 Sacramento ,  Sacramento ,  CA",-121.4943996,38.5815719,"sacramento, ca, usa","Geocoded"
822,"Aladdin Travel","Travel Agency or Tour Operators","818 'K' St.","Sacramento","CA","Mall 446-0633","(IGTA)",NA,1991,NA,"","4/25/2023 9:34pm","818 'K' St. ,  Sacramento ,  CA",-121.4958699,38.579385,"818 k st, sacramento, ca 95814, usa","Geocoded"
826,"Mom...Guess W hat","Publications","1725 'L' St.","Sacramento","CA","441-6397","",NA,1991,NA,"","4/25/2023 9:34pm","1725 'L' St. ,  Sacramento ,  CA",-121.4837548,38.5755119,"1725 l st, sacramento, ca 95811, usa","Geocoded"
825,"MCC River City","Religious Organizations","2741 34th St.","Sacramento","CA","454-4762 9am, 11am & 6pm Sun","",NA,1991,NA,"","4/25/2023 9:34pm","2741 34th St. ,  Sacramento ,  CA",-121.4695482,38.5525923,"2741 34th st, sacramento, ca 95817, usa","Geocoded"
830,"World Wide Video","Erotica","W. 2400 Capitol Ave.","Sacramento","CA","West Sacramento 372-4968","",NA,1991,NA,"","4/25/2023 9:34pm","W. 2400 Capitol Ave. ,  Sacramento ,  CA",-121.4759778,38.5719393,"2400 capitol ave, sacramento, ca 95816, usa","Geocoded"
829,"Goldies","Erotica","II 2138 Del Passo","Sacramento","CA","925-9868","",NA,1991,NA,"","4/25/2023 9:34pm","II 2138 Del Passo ,  Sacramento ,  CA",-121.4510138,38.6097817,"2138 del paso blvd, sacramento, ca 95815, usa","Geocoded"
828,"Goldies","Erotica","I 201 N. 12th St.","Sacramento","CA","443-9534","",NA,1991,NA,"","4/25/2023 9:34pm","I 201 N. 12th St. ,  Sacramento ,  CA",-121.4851249,38.5905704,"201 n 12th st, sacramento, ca 95811, usa","Geocoded"
841,"L'Amour Shoppe","Erotica","323 E. Alisal","Salinas","CA","758-9600/758-5711 9am- 2am","",NA,1991,NA,"","4/25/2023 9:34pm","323 E. Alisal ,  Salinas ,  CA",-121.6444347,36.6750512,"323 e alisal st, salinas, ca 93901, usa","Geocoded"
843,"Gay/Lesbian Community Center","Info Lines & Services","582 W. Valley Suite","San Bernardino","CA","#4, Colton 824-7618 hotline 6:30-10pm, also raps & counseling","",NA,1991,NA,"","4/25/2023 9:34pm","582 W. Valley Suite ,  San Bernardino ,  CA",-117.2940835,34.0959707,"582 w valley st, san bernardino, ca 92401, usa","Geocoded"
846,"Inland Empire Couples","Info Lines & Services","P.O. Box 273,","San Bernardino","CA","Bloomington 92316, 887-3283/781-9232 call for meeting times & location","",NA,1991,NA,"","4/25/2023 9:34pm","P.O. Box 273, ,  San Bernardino ,  CA",-117.2897652,34.1083449,"san bernardino, ca, usa","Geocoded"
847,"Grand Central","Bars/Clubs","345 W. 7th St.","San Bernardino","CA","889-5204 7pm-2am, clsd Mon","(MW),(D),(YC),(P)",NA,1991,NA,"","4/25/2023 9:34pm","345 W. 7th St. ,  San Bernardino ,  CA",-117.2906196,34.111847,"345 w 7th st, san bernardino, ca 92401, usa","Geocoded"
848,"Menagerie","Bars/Clubs","3581 University Ave","San Bernardino","CA","Riverside 788-8000 4pm-2am, dinner nightly","(V),(D),(F)",NA,1991,NA,"","4/25/2023 9:34pm","3581 University Ave ,  San Bernardino ,  CA",-117.2699067,34.0520352,"university ave, loma linda, ca 92354, usa","Geocoded"
850,"MCC Good Shepherd","Religious Organizations","7842 Grape St.,","San Bernardino","CA","Highland 864- 2567 11am, 7pm Sun","",NA,1991,NA,"","4/25/2023 9:34pm","7842 Grape St., ,  San Bernardino ,  CA",-117.2298752,34.1115579,"7842 grape st, highland, ca 92346, usa","Geocoded"
851,"Bearfacts Book Store","Erotica","1434 E. Baseline","San Bernardino","CA","885-9176 24hrs","",NA,1991,NA,"","4/25/2023 9:34pm","1434 E. Baseline ,  San Bernardino ,  CA",-117.2561066,34.1214973,"1434 e baseline st, san bernardino, ca 92404, usa","Geocoded"
849,"Skylark","Bars/Clubs","917 Inland Center Dr.","San Bernardino","CA","884-2404 patio, noon-2am","(MW),(D),(CW),(E)",NA,1991,NA,"","4/25/2023 9:34pm","917 Inland Center Dr. ,  San Bernardino ,  CA",-117.30327,34.0823898,"917 inland center dr, san bernardino, ca 92408, usa","Geocoded"
859,"AA Gay/Lesbian","Info Lines & Services","3867 4th Ave.","San Diego","CA","(Live & Let Live Alano) (Alano Bldg) 298-8008 many meetings, call for times","",NA,1991,NA,"","4/25/2023 9:34pm","3867 4th Ave. ,  San Diego ,  CA",-117.1614469,32.7479316,"3867 fourth ave, san diego, ca 92103, usa","Geocoded"
863,"Lesbian & Gay Men's Community Center","Info Lines & Services","3780 5th Ave. Ste.","San Diego","CA","2, 692-4297 info, support, referrals 6pm- 10pm Mon-Sat, drop-in hours va","",NA,1991,NA,"","4/25/2023 9:34pm","3780 5th Ave. Ste. ,  San Diego ,  CA",-117.1607346,32.7466899,"3780 fifth ave, san diego, ca 92103, usa","Geocoded"
866,"Balboa Park Inn","Accommodations","3402 Park Blvd.","San Diego","CA","298-0823 cont'l breakfast, open year round","HMX,(MW)",NA,1991,NA,"","4/25/2023 9:34pm","3402 Park Blvd. ,  San Diego ,  CA",-117.1478269,32.741337,"3402 park blvd, san diego, ca 92103, usa","Geocoded"
867,"Clarke's Flamingo Lodge","Accommodations","1765 Union","San Diego","CA","234-6787 open year round open year round 800-822-0133","(MX),(SW)",NA,1991,NA,"","4/25/2023 9:34pm","1765 Union ,  San Diego ,  CA",-117.1656042,32.7229691,"1765 union st, san diego, ca 92101, usa","Geocoded"
869,"Downtown Inns of America","Accommodations","660 G St.","San Diego","CA","238-4100","(MW),(MX)",NA,1991,NA,"","4/25/2023 9:34pm","660 G St. ,  San Diego ,  CA",-117.1585519,32.7128098,"660 g st, san diego, ca 92101, usa","Geocoded"
870,"Eagle Crest Hotel","Accommodations","3942 8th Ave.","San Diego","CA","","",NA,1991,NA,"","4/25/2023 9:34pm","3942 8th Ave. ,  San Diego ,  CA",-117.1576559,32.7492042,"3942 8th ave, san diego, ca 92103, usa","Geocoded"
868,"Dmitri’s Guesthouse","Accommodations","931 21st St.","San Diego","CA","238-5547 6 bdrms, priv & shared bath, spa, sundeck, open year round.","(SW)",NA,1991,NA,"","4/25/2023 9:34pm","931 21st St. ,  San Diego ,  CA",-117.1446511,32.7152146,"931 21st st, san diego, ca 92102, usa","Geocoded"
873,"Keating House Inn","Accommodations","2331 2nd Ave.","San Diego","CA","239-8585 B&B","(MW),(MX)",NA,1991,NA,"","4/25/2023 9:34pm","2331 2nd Ave. ,  San Diego ,  CA",-117.1627105,32.7296988,"2331 2nd ave, san diego, ca 92101, usa","Geocoded"
871,"Hill House B & B","Accommodations","2504 A St.","San Diego","CA","239-4738 cont'l bkfst, shared baths","(MW),(MX)",NA,1991,NA,"","4/25/2023 9:34pm","2504 A St. ,  San Diego ,  CA",-117.1400556,32.7191847,"2504 a st, san diego, ca 92102, usa","Geocoded"
872,"Hillcrest Inn Hotel","Accommodations","3754 5th Ave.","San Diego","CA","293-7078","",NA,1991,NA,"","4/25/2023 9:34pm","3754 5th Ave. ,  San Diego ,  CA",-117.1605678,32.7462189,"3754 fifth ave, san diego, ca 92103, usa","Geocoded"
877,"Bourbon Street","Bars/Clubs","4612 Park Blvd.","San Diego","CA","291-0173 11am- 2am Mon-Sat, 9am-2am Sun, piano bar & jazz, patio","(E),(P)",NA,1991,NA,"","4/25/2023 9:34pm","4612 Park Blvd. ,  San Diego ,  CA",-117.1466731,32.7613985,"4612 park blvd, san diego, ca 92116, usa","Geocoded"
876,"Bee Jay's","Bars/Clubs","4355 Home Ave.","San Diego","CA","264-4206","(MW),(D),(CW),(LV)",NA,1991,NA,"","4/25/2023 9:34pm","4355 Home Ave. ,  San Diego ,  CA",-117.1005039,32.7276014,"4355 home ave, san diego, ca 92105, usa","Geocoded"
875,"B.U.L.C.","Bars/Clubs","2501 Kettner","San Diego","CA","239-4377 clsd Mon & Tues","(*),(D),(LV),(L)",NA,1991,NA,"","4/25/2023 9:34pm","2501 Kettner ,  San Diego ,  CA",-117.1717626,32.7302797,"2501 kettner blvd, san diego, ca 92101, usa","Geocoded"
879,"Caliph","Bars/Clubs","3100 5th Ave.","San Diego","CA","298-9495 11:30am- 2am, piano bar","(*),(OC),(P),(H),(E)",NA,1991,NA,"","4/25/2023 9:34pm","3100 5th Ave. ,  San Diego ,  CA",-117.160633,32.737847,"3100 fifth ave, san diego, ca 92103, usa","Geocoded"
878,"Brass Rail","Bars/Clubs","3796 5th Ave.","San Diego","CA","298-2233 dance bar, 10am-2am","(*),(D)",NA,1991,NA,"","4/25/2023 9:34pm","3796 5th Ave. ,  San Diego ,  CA",-117.1607394,32.7468303,"3796 fifth ave, san diego, ca 92103, usa","Geocoded"
880,"Chee Chee Club","Bars/Clubs","929 Broadway","San Diego","CA","234-4404 6am-2am","(H)",NA,1991,NA,"","4/25/2023 9:34pm","929 Broadway ,  San Diego ,  CA",-117.1566497,32.7155836,"929 broadway, san diego, ca 92101, usa","Geocoded"
881,"Cheers","Bars/Clubs","1839 Adams","San Diego","CA","cocktail lounge 10am-2am","(NH)",NA,1991,NA,"","4/25/2023 9:34pm","1839 Adams ,  San Diego ,  CA",-117.1455965,32.7623167,"1839 adams ave, san diego, ca 92116, usa","Geocoded"
883,"Club West Coast","Bars/Clubs","2028 Hancock St.","San Diego","CA","295-3724 to open May '90, 3 firs, rooftop patio, open 7 days","(*),(D),(YC)",NA,1991,NA,"","4/25/2023 9:34pm","2028 Hancock St. ,  San Diego ,  CA",-117.1881907,32.7444522,"2028 hancock st, san diego, ca 92110, usa","Geocoded"
882,"Club San Francisco","Bars/Clubs","3412 University Ave.","San Diego","CA","563-9614 1pm-2am","(NH),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","3412 University Ave. ,  San Diego ,  CA",-117.1201902,32.7499343,"3412 university ave, san diego, ca 92104, usa","Geocoded"
884,"Eagle","Bars/Clubs","2103 El Cajon Blvd.","San Diego","CA","3pm- 4am, til 6am Fri & Sat, popular for after hours","(*),(BW),(AH)",NA,1991,NA,"","4/25/2023 9:34pm","2103 El Cajon Blvd. ,  San Diego ,  CA",-117.1423534,32.7549787,"2103 el cajon blvd, san diego, ca 92104, usa","Geocoded"
887,"La Mesa Tavern","Bars/Clubs","8344 La Mesa Blvd.","San Diego","CA","La Mesa 464-0312 4pm-2am, from 5pm Sun","(MW),(NH),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","8344 La Mesa Blvd. ,  San Diego ,  CA",-117.0182129,32.7654489,"8344 la mesa blvd, la mesa, ca 91942, usa","Geocoded"
886,"Flicks","Bars/Clubs","1017 University Ave.","San Diego","CA","297-2056 2pm-2am","HV",NA,1991,NA,"","4/25/2023 9:34pm","1017 University Ave. ,  San Diego ,  CA",-117.1547609,32.7482066,"1017 university ave, san diego, ca 92103, usa","Geocoded"
885,"Escape","Bars/Clubs","421 University Ave.","San Diego","CA","295-8282 11am-2am, from noon Sun, live jazz","(*),(MW),(NH),(D),(E),(F)",NA,1991,NA,"","4/25/2023 9:34pm","421 University Ave. ,  San Diego ,  CA",-117.1680592,32.7488145,"421 w university ave, san diego, ca 92103, usa","Geocoded"
890,"Next Door Tavern","Bars/Clubs","5257 University Ave.","San Diego","CA","265-7527 noon-2am, show 10pm Fri & Sat","(MW),(MX),(D),(E),(S)",NA,1991,NA,"","4/25/2023 9:34pm","5257 University Ave. ,  San Diego ,  CA",-117.0823271,32.7487216,"5257 university ave, san diego, ca 92105, usa","Geocoded"
889,"Matador","Bars/Clubs","4633 Mission Blvd.","San Diego","CA","Pacific Beach 483-6943 opens at noon, beach bar","(YC),(*)",NA,1991,NA,"","4/25/2023 9:34pm","4633 Mission Blvd. ,  San Diego ,  CA",-117.2557507,32.7982362,"4633 mission blvd, san diego, ca 92109, usa","Geocoded"
888,"Loft","Bars/Clubs","3610 5th Ave.","San Diego","CA","296-6407 10am-2am","(NH)",NA,1991,NA,"","4/25/2023 9:34pm","3610 5th Ave. ,  San Diego ,  CA",-117.1605525,32.7435981,"3610 fifth ave, san diego, ca 92103, usa","Geocoded"
891,"No. 1 Fifth Avenue","Bars/Clubs","3845 5th Ave.","San Diego","CA","(no sign) 299-1911 patio & piano bar, opens noon","(*),(E),(V),(P)",NA,1991,NA,"","4/25/2023 9:34pm","3845 5th Ave. ,  San Diego ,  CA",-117.1601832,32.7477981,"3845 fifth ave, san diego, ca 92103, usa","Geocoded"
893,"Redwing","Bars/Clubs","4012 30th St.","San Diego","CA","281-8700 10am-2am Mon-Fri, opens 9am Sat & Sun","(*),(MW),(F)",NA,1991,NA,"","4/25/2023 9:34pm","4012 30th St. ,  San Diego ,  CA",-117.1304047,32.7506224,"4012 30th st, san diego, ca 92104, usa","Geocoded"
895,"The Shadows","Bars/Clubs","4046 30th St.","San Diego","CA","563-9051 noon-2am Sat& Sun, from 2pm Mon-Fri, games, video bar","(MW),(BW),(NH)",NA,1991,NA,"","4/25/2023 9:34pm","4046 30th St. ,  San Diego ,  CA",-117.1303932,32.751268,"4046 30th st, san diego, ca 92104, usa","Geocoded"
892,"Peacock Alley","Bars/Clubs","1271 University Ave.","San Diego","CA","295-5696 11am-2am","(*),(D),(V)",NA,1991,NA,"","4/25/2023 9:34pm","1271 University Ave. ,  San Diego ,  CA",-117.151939,32.7480949,"1271 university ave, san diego, ca 92103, usa","Geocoded"
894,"S.R.O.","Bars/Clubs","1807 5th Ave.","San Diego","CA","232-1886 10am-2am, Sun Brunch 11am-2pm","(NH),(OC),(P)",NA,1991,NA,"","4/25/2023 9:34pm","1807 5th Ave. ,  San Diego ,  CA",-117.1600253,32.7242941,"1807 fifth ave, san diego, ca 92101, usa","Geocoded"
896,"Shooter'z","Bars/Clubs","3815 30th St.","San Diego","CA","574-0744 noon-2am","(NH)",NA,1991,NA,"","4/25/2023 9:34pm","3815 30th St. ,  San Diego ,  CA",-117.1297613,32.7476703,"3815 30th st, san diego, ca 92104, usa","Geocoded"
897,"Thirtieth St. Station","Bars/Clubs","4116 30th St.","San Diego","CA","584-9048 noon-2am, summer BBQ's Sun","(LV),(NH),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","4116 30th St. ,  San Diego ,  CA",-117.1303473,32.7525236,"4116 30th st, san diego, ca 92104, usa","Geocoded"
898,"Tin Pan Alley","Bars/Clubs,Restaurants & Cafes","308 University Ave.","San Diego","CA","491-0400 res­taurant & nightclub, call for hours","(E),(D)",NA,1991,NA,"","4/25/2023 9:34pm","308 University Ave. ,  San Diego ,  CA",-117.1622869,32.7484055,"308 university ave, san diego, ca 92103, usa","Geocoded"
901,"Wolfs","Bars/Clubs","3404 30th St.","San Diego","CA","291-3730","(LV),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","3404 30th St. ,  San Diego ,  CA",-117.1302442,32.7412135,"3404 30th st, san diego, ca 92104, usa","Geocoded"
900,"Whistle Stop","Bars/Clubs","2236 Fern St.","San Diego","CA","284-2845","(MX),(D),(E)",NA,1991,NA,"","4/25/2023 9:34pm","2236 Fern St. ,  San Diego ,  CA",-117.1298073,32.7293304,"2236 fern st, san diego, ca 92104, usa","Geocoded"
899,"Waterloo Station","Bars/Clubs","3968 5th Ave.","San Diego","CA","574-9329 11am-2am","(NH),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","3968 5th Ave. ,  San Diego ,  CA",-117.160722,32.749565,"3968 fifth ave, san diego, ca 92103, usa","Geocoded"
902,"Betty's Cafe","Restaurants & Cafes","730 Broadway","San Diego","CA","239-2993","(MX)",NA,1991,NA,"","4/25/2023 9:34pm","730 Broadway ,  San Diego ,  CA",-117.1577967,32.7160175,"730 broadway, san diego, ca 92101, usa","Geocoded"
903,"Big Kitchen","Restaurants & Cafes","3003 Grape","San Diego","CA","234-5789 6pm-2am Mon-Fri,7am-3pm wknds","(MW),(MX)",NA,1991,NA,"","4/25/2023 9:34pm","3003 Grape ,  San Diego ,  CA",-117.1298897,32.7264287,"3003 grape street, san diego, ca 92102, usa","Geocoded"
904,"Cafe Eleven","Restaurants & Cafes","1440 University Ave.","San Diego","CA","260-8023 country French cuisine, lunch & dinner only, clsd Sun & Mon","(MW),(MX)",NA,1991,NA,"","4/25/2023 9:34pm","1440 University Ave. ,  San Diego ,  CA",-117.1502594,32.7488029,"1440 university ave, san diego, ca 92103, usa","Geocoded"
905,"California Cuisine","Restaurants & Cafes","1027 University Ave.","San Diego","CA","543-0790 French/Italian, 11am-10pm Mon-Fri, 5pm- 10pm Sat & Sun, daily menu","(MW),(MX),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","1027 University Ave. ,  San Diego ,  CA",-117.154646,32.7481313,"1027 university ave, san diego, ca 92103, usa","Geocoded"
907,"Corvette Diner","Restaurants & Cafes","3946 5th Ave.","San Diego","CA","542-1001 11am- 11pm Sun-Thurs, til midnight Fri & Sat","(MX),(E)",NA,1991,NA,"","4/25/2023 9:34pm","3946 5th Ave. ,  San Diego ,  CA",-117.1608036,32.7491429,"3946 fifth ave, san diego, ca 92103, usa","Geocoded"
906,"City Deli","Restaurants & Cafes","535 University Ave.","San Diego","CA","295-2747 7am-midnight Sun-Thurs, til 2am Fri & Sat","(MW),(MX)",NA,1991,NA,"","4/25/2023 9:34pm","535 University Ave. ,  San Diego ,  CA",-117.1685023,32.7487895,"535 w university ave, san diego, ca 92103, usa","Geocoded"
908,"Crest Cafe","Restaurants & Cafes","425 Robinson","San Diego","CA","295-2510  8am-mid­ night, homemade ""American"" food","(MW),(MX)",NA,1991,NA,"","4/25/2023 9:34pm","425 Robinson ,  San Diego ,  CA",-117.1609184,32.7468102,"425 robinson ave, san diego, ca 92103, usa","Geocoded"
911,"Pasta Al Dente","Restaurants & Cafes","420 Robinson","San Diego","CA","295-2727 11am-10pm Sun-Thurs,til 11pm Fri&Sat, pasta dishes only","(MX),(MW),(BW)",NA,1991,NA,"","4/25/2023 9:34pm","420 Robinson ,  San Diego ,  CA",-117.1613752,32.7472221,"420 robinson ave, san diego, ca 92103, usa","Geocoded"
910,"Frenchy Marseilles","Restaurants & Cafes","801 'C' St.","San Diego","CA","233-3413 lunch & dinner only","(MX),(MW)",NA,1991,NA,"","4/25/2023 9:34pm","801 'C' St. ,  San Diego ,  CA",-117.1572729,32.7166017,"801 c st, san diego, ca 92101, usa","Geocoded"
913,"Club Mustang","Gym/Health Clubs","2200 University Ave.","San Diego","CA","297-1661 24hrs, spa","(PC),(SW)",NA,1991,NA,"","4/25/2023 9:34pm","2200 University Ave. ,  San Diego ,  CA",-117.1409518,32.7486325,"2200 university ave, san diego, ca 92104, usa","Geocoded"
914,"Club San Diego","Gym/Health Clubs","3955 4th Ave.","San Diego","CA","295-0850 24hrs, spa, jacuzzi","(*),(PC)",NA,1991,NA,"","4/25/2023 9:34pm","3955 4th Ave. ,  San Diego ,  CA",-117.161355,32.749259,"3955 fourth ave, san diego, ca 92103, usa","Geocoded"
915,"Dave's Baths","Gym/Health Clubs","4969 Santa Monica Ave.","San Diego","CA","Ocean Beach 224-9011 24hrs, dry & wet sauna, spa, TV lounge","(PC),(SW)",NA,1991,NA,"","4/25/2023 9:34pm","4969 Santa Monica Ave. ,  San Diego ,  CA",-117.2499504,32.7471732,"4969 santa monica ave, san diego, ca 92107, usa","Geocoded"
916,"Vulcan Steam & Sauna","Gym/Health Clubs","805 W. Cedar","San Diego","CA","238-1980 24hrs, spa","(*),(PC)",NA,1991,NA,"","4/25/2023 9:34pm","805 W. Cedar ,  San Diego ,  CA",-117.1704794,32.7217695,"805 w cedar st, san diego, ca 92101, usa","Geocoded"
917,"Best Wishes","Book Stores or Retail Shops","3834 5th Ave.","San Diego","CA","296-3234 cards & gifts","",NA,1991,NA,"","4/25/2023 9:34pm","3834 5th Ave. ,  San Diego ,  CA",-117.1606365,32.7475592,"3834 fifth ave, san diego, ca 92103, usa","Geocoded"
918,"Blue Door Bookstore","Book Stores or Retail Shops","3823 5th Ave.","San Diego","CA","298-8610 general bookstore with gay/lesbian titles","",NA,1991,NA,"","4/25/2023 9:34pm","3823 5th Ave. ,  San Diego ,  CA",-117.160292,32.747412,"3823 fifth ave, san diego, ca 92103, usa","Geocoded"
919,"Dakota Gifts","Book Stores or Retail Shops","3868 5th Ave.","San Diego","CA","295-8414 3:30pm-8pm cards, clothing & gifts","",NA,1991,NA,"","4/25/2023 9:34pm","3868 5th Ave. ,  San Diego ,  CA",-117.1606874,32.7479267,"3868 fifth ave, san diego, ca 92103, usa","Geocoded"
