"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"(Some L)","160 N. 4th","Steubenville","OH","(D),(L),(S),(*)","Bars/Clubs",1980,"","160 N. 4th, Steubenville, OH",-80.6144266,40.3611109,"160 n 4th st, steubenville, oh 43952, usa","Geocoded",NA,NA
"","604 Market St. ","Steubenville","OH","(*)","Bars/Clubs",1980,"","604 Market St. , Steubenville, OH",-80.6179834,40.3605231,"604 market st, steubenville, oh 43952, usa","Geocoded",NA,NA
"(Disco) (3-1-79: Biz must be bad as they haven't paid me)","1710 Madison Ave","Toledo","OH","(D),(L)","Bars/Clubs",1980,"","1710 Madison Ave, Toledo, OH",-83.5465306,41.6571977,"1710 madison ave, toledo, oh 43604, usa","Geocoded",NA,NA
"(A 'must') ","1122 Monroe St.","Toledo","OH","(YC)","Baths",1980,"","1122 Monroe St., Toledo, OH",-83.5440581,41.6523623,"1122 monroe st, toledo, oh 43604, usa","Geocoded",NA,NA
"(Cl. Sun) at Avondale (Home of Toledo Roadmen M.C.)","831 Woodstock ","Toledo","OH","(P),(SM),(W),(PT)","Bars/Clubs",1980,"","831 Woodstock , Toledo, OH",-83.592895,41.649122,"831 woodstock ave, toledo, oh 43607, usa","Geocoded",NA,NA
"","513 Magnolia","Toledo","OH","","Church",1980,"","513 Magnolia, Toledo, OH",-83.5212537,41.6613717,"513 magnolia st, toledo, oh 43604, usa","Geocoded",NA,NA
"(Cruisy) (Opens 11am) (Disco) (Some levi & W)","3330 Secor Rd.","Toledo","OH","(*),(D),(W)","Bars/Clubs,Cruising Areas",1980,"","3330 Secor Rd., Toledo, OH",-83.622158,41.6815742,"3330 secor rd, toledo, oh 43606, usa","Geocoded",NA,NA
"(Cruisy)","4023 Monroe","Toledo","OH","(W),(SM),(*)","Bars/Clubs,Cruising Areas",1980,"","4023 Monroe, Toledo, OH",-83.5990183,41.6781281,"4023 monroe st, toledo, oh 43606, usa","Geocoded",NA,NA
"(Was closed but recently re-opened)","3330 Secor Rd.","Toledo","OH","","Baths",1980,"Same address as open Closet","3330 Secor Rd., Toledo, OH",-83.622158,41.6815742,"3330 secor rd, toledo, oh 43606, usa","Geocoded",NA,NA
"('Drags')","702 Monroe","Toledo","OH","(RT),(B),(PT)","Bars/Clubs",1980,"","702 Monroe, Toledo, OH",-83.5401317,41.6503614,"702 monroe st, toledo, oh 43604, usa","Geocoded",NA,NA
"","3330 Secor Rd.","Toledo","OH","","Bars/Clubs",1980,"3rd same address as bath and closet","3330 Secor Rd., Toledo, OH",-83.622158,41.6815742,"3330 secor rd, toledo, oh 43606, usa","Geocoded",NA,NA
"","725 Monroe","Toledo","OH","(*)","Book Store",1980,"","725 Monroe, Toledo, OH",-83.541056,41.650335,"725 monroe st, toledo, oh 43604, usa","Geocoded",NA,NA
"(Some L,OC) ","126 Pine S.E","Warren","OH","(PT),(L),(OC)","Bars/Clubs",1980,"","126 Pine S.E, Warren, OH",-80.8163796,41.2356795,"126 pine ave se, warren, oh 44481, usa","Geocoded",NA,NA
"","17 N. Chestnut","Youngstown","OH","","Book Store",1980,"","17 N. Chestnut, Youngstown, OH",-80.6536567,41.1022076,"17 symphony pl, youngstown, oh 44503, usa","Geocoded",NA,NA
"","329 W. Federal","Youngstown","OH","","Bars/Clubs",1980,"","329 W. Federal, Youngstown, OH",-80.654809,41.102074,"329 w federal st, youngstown, oh 44503, usa","Geocoded",NA,NA
"(Disco)","3143 Mahoning Ave.","Youngstown","OH","(YC),(D),(*)","Bars/Clubs",1980,"","3143 Mahoning Ave., Youngstown, OH",-80.7059997,41.102859,"3143 mahoning ave, youngstown, oh 44509, usa","Geocoded",NA,NA
"","1011 Market St.","Youngstown","OH","(*)","Bars/Clubs",1980,"","1011 Market St., Youngstown, OH",-80.656366,41.088689,"1011 market st, youngstown, oh 44502, usa","Geocoded",NA,NA
"(Disco) (Also Down/Under-basement some SM,W) (Opens 9pm_","2010 Market St.","Youngstown","OH","(*),(P),(YC),(D),(SM),(W)","Bars/Clubs",1980,"","2010 Market St., Youngstown, OH",-80.6573669,41.07999,"2010 market st, youngstown, oh 44507, usa","Geocoded",NA,NA
"","2597 Market St.","Youngstown","OH","","Book Store",1980,"","2597 Market St., Youngstown, OH",-80.6569473,41.0735359,"2597 market st, youngstown, oh 44507, usa","Geocoded",NA,NA
"","1339 E. Market St.","Akron","OH","","Baths",1979,"","1339 E. Market St., Akron, OH",-81.479264,41.064209,"1339 e market st, akron, oh 44305, usa","Geocoded",NA,NA
"(Some G) (Disco) (2 bars) (Opens 9 p.m) at Lakeshore","417 Kenmore","Akron","OH","(*),(YC),(G),(D),(HIP)","Bars/Clubs",1979,"","417 Kenmore, Akron, OH",-81.541485,41.0499121,"417 kenmore blvd, akron, oh 44301, usa","Geocoded",NA,NA
"(Some G)","77 N Adams. ","Akron","OH","(G),(D),(*)","Bars/Clubs",1979,"","77 N Adams. , Akron, OH",-81.4980166,41.0799241,"77 n adams st, akron, oh 44304, usa","Geocoded",NA,NA
"","2727 Manchester Rd.","Akron","OH","(M),(R),(C),(AH)","Restaurant",1979,"","2727 Manchester Rd., Akron, OH",-81.5484585,41.02465,"2727 manchester rd, akron, oh 44319, usa","Geocoded",NA,NA
"(Use Rear door)","839 S. Arlington","Akron","OH","(G),(D)","Bars/Clubs",1979,"","839 S. Arlington, Akron, OH",-81.4907543,41.0492523,"839 s arlington st, akron, oh 44306, usa","Geocoded",NA,NA
"(Disco) (go go boys)","259 E. Market St.","Akron","OH","(D),(*)","Bars/Clubs,Hotels",1979,"","259 E. Market St., Akron, OH",-81.50933,41.0825232,"259 e market st, akron, oh 44308, usa","Geocoded",NA,NA
"(Disco) at Van Buren","210 Snyder","Barberton","OH","(YC),(D)","Bars/Clubs",1979,"","210 Snyder, Barberton, OH",-81.600986,41.002565,"210 snyder ave, barberton, oh 44203, usa","Geocoded",NA,NA
"","2329 W. Tuscararas","Canton","OH","(M),(R),(C),(AH)","Restaurant",1979,"","2329 W. Tuscararas, Canton, OH",-81.4002939,40.7998228,"2329 tuscarawas st w, canton, oh 44708, usa","Geocoded",NA,NA
"","540 Walnut Ave N. E.","Canton","OH","(YC),(D),(PT),(*)","Bars/Clubs",1979,"","540 Walnut Ave N. E., Canton, OH",-81.3714645,40.8011468,"540 walnut ave ne, canton, oh 44702, usa","Geocoded",NA,NA
"(Some G)","1432 W. Tuscararas","Canton","OH","(YC),(D),(S),(G),(*)","Bars/Clubs",1979,"","1432 W. Tuscararas, Canton, OH",-81.3889217,40.8002391,"1432 tuscarawas st w, canton, oh 44702, usa","Geocoded",NA,NA
"(Cruisy)","800 W. Tuscararas","Canton","OH","(M)","Bars/Clubs,Cruising Areas,Hotels",1979,"","800 W. Tuscararas, Canton, OH",-81.3812977,40.7993399,"800 tuscarawas st w, canton, oh 44702, usa","Geocoded",NA,NA
"(Disco-D-WE-Upstairs*)","217 Calhoun St.","Cincinnati","OH","(G),(D),(WE),(*)","Bars/Clubs",1979,"","217 Calhoun St., Cincinnati, OH",-84.5155149,39.128031,"217 calhoun st, cincinnati, oh 45219, usa","Geocoded",NA,NA
"('Back room' & 'Mother's Lode's have YC-D-Disco on Wed. & We) (Some W, SM)","419 Plum St. ","Cincinnati","OH","(*),(YC),(D),(WE),(PT),(W),(SM)","Bars/Clubs",1979,"","419 Plum St. , Cincinnati, OH",-84.5178974,39.0999009,"419 plum st, cincinnati, oh 45202, usa","Geocoded",NA,NA
"","316 Ludlow","Cincinnati","OH","(M),(R),(C)","Restaurant",1979,"","316 Ludlow, Cincinnati, OH",-84.5200335,39.1437656,"316 ludlow ave, cincinnati, oh 45220, usa","Geocoded",NA,NA
"(Disco) (Some B,RT,G)","214 W. 4th St.","Cincinnati","OH","(YC),(D),(B),(RT),(G),(*)","Bars/Clubs",1979,"","214 W. 4th St., Cincinnati, OH",-84.5165754,39.0995473,"214 w 4th st, cincinnati, oh 45202, usa","Geocoded",NA,NA
"(Some G) (Good cocktail hour)","340 Ludlow","Cincinnati","OH","(R),(G)","Restaurant",1979,"","340 Ludlow, Cincinnati, OH",-84.5210925,39.1439198,"340 ludlow ave, cincinnati, oh 45220, usa","Geocoded",NA,NA
"","320 Resor Rd.","Cincinnati","OH","","Church",1979,"","320 Resor Rd., Cincinnati, OH",-84.5199065,39.1479776,"320 resor ave, cincinnati, oh 45220, usa","Geocoded",NA,NA
"(Disco) (Game room-downstairs) (Upstairs) (Patio) (Sun. buffet & Tea Dance) (Clifton)","114 W. McMillan ","Cincinnati","OH","(YC),(D),(E)","Bars/Clubs",1979,"","114 W. McMillan , Cincinnati, OH",-84.516296,39.127844,"114 w mcmillan st, cincinnati, oh 45219, usa","Geocoded",NA,NA
"nr. Ludlow","3321 Clifton","Cincinnati","OH","(M),(R),(C),(AH)","Restaurant",1979,"","3321 Clifton, Cincinnati, OH",-84.5196507,39.141965,"3321 clifton ave, cincinnati, oh 45220, usa","Geocoded",NA,NA
"(Some 'Hustlers') (Best Sun.)","428 Walnut","Cincinnati","OH","","Bars/Clubs",1979,"","428 Walnut, Cincinnati, OH",-84.5111157,39.1009336,"428 walnut st, cincinnati, oh 45202, usa","Geocoded",NA,NA
"(4th floor best) ","1105 Elm St.","Cincinnati","OH","(M),(H)","Hotels",1979,"","1105 Elm St., Cincinnati, OH",-84.5184095,39.1067992,"1105 elm st, cincinnati, oh 45202, usa","Geocoded",NA,NA
"(Lunch & Sun. brunch) (Looks promising)","6010 St. Claire Ave.","Cleveland","OH","(R)","Restaurant",1979,"","6010 St. Claire Ave., Cleveland, OH",-81.649762,41.5229435,"6010 st clair ave., cleveland, oh 44103, usa","Geocoded",NA,NA
"","1946 St. Claire Ave","Cleveland","OH","","Baths",1979,"","1946 St. Claire Ave, Cleveland, OH",-81.6803551,41.5084898,"1946 st clair ave ne, cleveland, oh 44114, usa","Geocoded",NA,NA
"(Newly remodeled with 'whirlpool')","1448 W. 32nd St.","Cleveland","OH","(YC),(*)","Baths",1979,"","1448 W. 32nd St., Cleveland, OH",-81.71273,41.488465,"1448 w 32nd st, cleveland, oh 44113, usa","Geocoded",NA,NA
"(W. 9th St. Baths)","1293 W. 9th","Cleveland","OH","(*)","Baths",1979,"","1293 W. 9th, Cleveland, OH",-81.7004539,41.499484,"1293 w 9th st, cleveland, oh 44113, usa","Geocoded",NA,NA
"(Cleveland Heights)","1842 Coventry Rd.","Cleveland Heights","OH","","Book Store",1979,"","1842 Coventry Rd., Cleveland Heights, OH",-81.5801603,41.5091479,"1842 coventry rd, cleveland heights, oh 44118, usa","Geocoded",NA,NA
"","1014 E. 63rd St.","Cleveland","OH","(G),(D),(*)","Bars/Clubs",1979,"","1014 E. 63rd St., Cleveland, OH",-81.6477077,41.5250818,"1014 e 63rd st, cleveland, oh 44103, usa","Geocoded",NA,NA
"","2418 E. St. Clair Ave.","Cleveland","OH","(R),(*)","Restaurant",1979,"","2418 E. St. Clair Ave., Cleveland, OH",-81.6642686,41.5164265,"2418 st clair ave., cleveland, oh 44103, usa","Geocoded",NA,NA
"","2402 E. St. Claire Ave.","Cleveland","OH","(D)","Bars/Clubs",1979,"","2402 E. St. Claire Ave., Cleveland, OH",-81.6760557,41.5103306,"2402 st clair ave ne, cleveland, oh 44114, usa","Geocoded",NA,NA
"(WE*) (Closes 1 am) (Enter through redwood fence marked 'private') ","2203 E. St. Claire Ave.","Cleveland","OH","(SM),(W),(WE),(*)","Business",1979,"","2203 E. St. Claire Ave., Cleveland, OH",-81.6642351,41.5167506,"2203 st clair ave., cleveland, oh 44103, usa","Geocoded",NA,NA
"(Office)","2999 W. 25th St.","Cleveland","OH","","Church",1979,"","2999 W. 25th St., Cleveland, OH",-81.699237,41.471215,"2999 w 25th st, cleveland, oh 44113, usa","Geocoded",NA,NA
"(Disco) (Closed Mon. & Tues.) at 9th","1012 Sumner Ave.","Cleveland","OH","(YC),(D),(S)","Bars/Clubs",1979,"","1012 Sumner Ave., Cleveland, OH",-81.682425,41.49676,"1012 sumner ave, cleveland, oh 44115, usa","Geocoded",NA,NA
"","1614 Prospect","Cleveland","OH","(M)","Theatre",1979,"","1614 Prospect, Cleveland, OH",-81.6793893,41.4994564,"1614 prospect ave e, cleveland, oh 44115, usa","Geocoded",NA,NA
"(Lakewood)","11633 Clifton","Lakewood","OH","(M),(PE),(OC)","Bars/Clubs",1979,"","11633 Clifton, Lakewood, OH",-81.768405,41.4872491,"11633 clifton blvd, cleveland, oh 44102, usa","Geocoded",NA,NA
"(Some G)","2211 E. 9th St.","Cleveland","OH","(B),(RT),(D),(G)","Bars/Clubs",1979,"","2211 E. 9th St., Cleveland, OH",-81.6841951,41.4979325,"2211 e 9th st, cleveland, oh 44115, usa","Geocoded",NA,NA
"(Disco-D-Downstairs) (Adding R) (Use rear entrance) (Shaker Heights)","2775 So. Moreland","Shaker Heights","OH","(*),(D),(R)","Bars/Clubs",1979,"","2775 So. Moreland, Shaker Heights, OH",-81.5901988,41.4828338,"2775 s moreland blvd, cleveland, oh 44120, usa","Geocoded",NA,NA
"(No neon sign) (Disco) (betw, 6th & 9th Sts. W)","620 Frankfort","Cleveland","OH","(YC),(D),(*)","Bars/Clubs",1979,"","620 Frankfort, Cleveland, OH",-81.6984483,41.498628,"620 frankfort ave, cleveland, oh 44113, usa","Geocoded",NA,NA
"(Disco) (Cruisy) (May be adding roof garden like old location)","1237 W. 9th","Cleveland","OH","(*),(D)","Bars/Clubs,Cruising Areas",1979,"","1237 W. 9th, Cleveland, OH",-81.7010751,41.5001669,"1237 w 9th st, cleveland, oh 44113, usa","Geocoded",NA,NA
"(Some G) (18 & older) (Disco)","2537 E. St Claire Ave.","Cleveland","OH","(HIP),(YC),(G),(D)","Bars/Clubs",1979,"","2537 E. St Claire Ave., Cleveland, OH",-81.6751595,41.5117279,"2537 st clair ave ne, cleveland, oh 44114, usa","Geocoded",NA,NA
"(Good Sundays)","1281 W. 9th St.","Cleveland","OH","(R),(D),(*)","Restaurant",1979,"","1281 W. 9th St., Cleveland, OH",-81.7006401,41.4996306,"1281 w 9th st, cleveland, oh 44113, usa","Geocoded",NA,NA
"(go go boys) ('Drags)","1630 Payne Ave.","Cleveland","OH","(D)","Bars/Clubs",1979,"","1630 Payne Ave., Cleveland, OH",-81.6809884,41.5042821,"1630 payne ave, cleveland, oh 44114, usa","Geocoded",NA,NA
"","1575 E. Livingston","Columbus","OH","(P),(YC),(*)","Baths",1979,"","1575 E. Livingston, Columbus, OH",-82.9555572,39.9488718,"1575 e livingston ave, columbus, oh 43205, usa","Geocoded",NA,NA
"(Leather Shop)","119 E. Chestnut","Columbus","OH","","Business",1979,"","119 E. Chestnut, Columbus, OH",-82.998312,39.967744,"119 e chestnut st, columbus, oh 43215, usa","Geocoded",NA,NA
"(G only) (They may have closed-Amen!) ","2210 Summit St.","Columbus","OH","(G)","Bars/Clubs",1979,"","2210 Summit St., Columbus, OH",-83.0002345,40.0085426,"2210 summit st, columbus, oh 43201, usa","Geocoded",NA,NA
"(Recently remodeled-'in' Disco-D for the YC) (Beer only)","232 N. 3rd","Columbus","OH","(*),(YC),(PT)","Bars/Clubs",1979,"","232 N. 3rd, Columbus, OH",-82.9985039,39.9674042,"232 n 3rd st, columbus, oh 43215, usa","Geocoded",NA,NA
