"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"","8th & Speer","Denver","CO","(M),(R),(C),(AH)","Restaurant",1980,NA,"8th & Speer, Denver, CO",-95.7078383,37.2231187,"123 w main st, independence, ks 67301, usa","Geocoded",NA,NA
"(Men's clothing)","1245 E. Colfax","Denver","CO","","Business",1980,NA,"1245 E. Colfax, Denver, CO",-104.9711492,39.7403289,"1245 e colfax ave, denver, co 80218, usa","Geocoded",NA,NA
"(Gym) (Tues. - Thur. & Sat. only)","3124 W. 34th Ave.","Denver","CO","","Business",1980,NA,"3124 W. 34th Ave., Denver, CO",-105.0282772,39.7644369,"3124 w 34th ave, denver, co 80211, usa","Geocoded",NA,NA
"","735 E. Colfax","Denver","CO","(M)","Book Store",1980,NA,"735 E. Colfax, Denver, CO",-104.9780538,39.7402077,"735 e colfax ave, denver, co 80203, usa","Geocoded",NA,NA
"","3540 W. Colfax","Denver","CO","(M)","Baths",1980,NA,"3540 W. Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa","Geocoded",NA,NA
"(Escorts) (303) 831-1104","","Denver","CO","","Business",1980,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"","139 S. Broadway ","Denver","CO","","Theatre",1980,NA,"139 S. Broadway , Denver, CO",-104.9875392,39.713895,"139 s broadway, denver, co 80209, usa","Geocoded",NA,NA
"","1400 Lafayette","Denver","CO","M.C.C.","Church",1980,NA,"1400 Lafayette, Denver, CO",-104.9703734,39.7387375,"1400 n lafayette st, denver, co 80218, usa","Geocoded",NA,NA
"(Some W, SM, YC, PT in front - Disco - D in back - 3 bars) (Cruisy) ","1942 Broadway","Denver","CO","(W),(SM),(YC),(PT),(*),(D),(C),(AH),(WE)","Bars/Clubs,Restaurant,Cruising Areas",1980,NA,"1942 Broadway, Denver, CO",-104.9873665,39.6813011,"1942 broadway, denver, co 80210, usa","Geocoded",NA,NA
"(Models & Escorts) (303) 837-0983 ","","Denver","CO","","Business",1980,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"(Teenie-boppers) (On again, off again)","105 N. Broadway","Denver","CO","","Bars/Clubs",1980,NA,"105 N. Broadway, Denver, CO",-104.9876919,39.7186363,"105 n broadway, denver, co 80203, usa","Geocoded",NA,NA
"(Cruisy) (Snacks) ","255 S. Broadway","Denver","CO","(*),(W),(YC),(R)","Cruising Areas,Restaurant",1980,NA,"255 S. Broadway, Denver, CO",-104.9877857,39.7119276,"255 s broadway, denver, co 80223, usa","Geocoded",NA,NA
"","Colfax at Race","Denver","CO","(R),(M)","Restaurant",1980,NA,"Colfax at Race, Denver, CO",-104.963461,39.7400105,"race st & e colfax ave, denver, co 80206, usa","Geocoded",NA,NA
"(Disco)","3358 Mariposa","Denver","CO","(L),(D),(*)","Bars/Clubs",1980,NA,"3358 Mariposa, Denver, CO",-105.0027349,39.7642829,"3358 mariposa st, denver, co 80211, usa","Geocoded",NA,NA
"(Cruisy john) (Don's Alley - 'wild' downstairs room)","2036 Broadway","Denver","CO","(SM),(W),(FFA),(PT),(*)","Bars/Clubs,Cruising Areas",1980,NA,"2036 Broadway, Denver, CO",-104.9871126,39.7499418,"2036 broadway, denver, co 80205, usa","Geocoded",NA,NA
"","1540 Cleveland Pl.","Denver","CO","(RT),(B)","Bars/Clubs",1980,NA,"1540 Cleveland Pl., Denver, CO",-104.987977,39.741311,"1540 cleveland pl, denver, co 80202, usa","Geocoded",NA,NA
"","3759 Chestnut Pl.","Denver","CO","(L)","Bars/Clubs",1980,NA,"3759 Chestnut Pl., Denver, CO",-104.9776074,39.7742626,"3759 chestnut pl, denver, co 80216, usa","Geocoded",NA,NA
"","740 W. Colfax","Denver","CO","(M),(R),(C)","Restaurant",1980,NA,"740 W. Colfax, Denver, CO",-104.9974398,39.7397837,"740 w colfax ave, denver, co 80204, usa","Geocoded",NA,NA
"","2935 Zuni ","Denver","CO","(*)","Baths",1980,NA,"2935 Zuni , Denver, CO",-105.0160648,39.7592192,"2935 zuni st, denver, co 80211, usa","Geocoded",NA,NA
"","","Denver","CO","Cruisy Area","Cruising Areas",1980,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"","","Denver","CO","Cruisy Area","Cruising Areas",1980,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"(Disco) Inquire locally","","East Alamosa","CO","(YC),(D)","Bars/Clubs",1980,NA,", East Alamosa, CO",-105.8466437,37.4762327,"alamosa east, co 81101, usa","Geocoded",NA,NA
"","754 North Ave.","Grand Junction","CO","Cruisy Area","Cruising Areas",1980,NA,"754 North Ave., Grand Junction, CO",-108.5596045,39.0776459,"754 north ave, grand junction, co 81501, usa","Geocoded",NA,NA
"(Cl. 12 midnight)","","Grand Junction","CO","Cruisy Area","Cruising Areas",1980,NA,", Grand Junction, CO",-108.5506486,39.0638705,"grand junction, co, usa","Geocoded",NA,NA
"nr. T-Rooms","","Greeley","CO","Cruisy Area","Cruising Areas",1980,NA,", Greeley, CO",-104.7091322,40.4233142,"greeley, co, usa","Geocoded",NA,NA
"Top floor T-Rooms","","Greeley","CO","Cruisy Area","Cruising Areas",1980,NA,", Greeley, CO",-104.7091322,40.4233142,"greeley, co, usa","Geocoded",NA,NA
"(Disco) (Opens 6pm)","","Pueblo","CO","(D),(*),(WE)","Bars/Clubs",1980,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"","","Pueblo","CO","Cruisy Area","Cruising Areas",1980,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"T-Rooms","","Pueblo","CO","Cruisy Area","Cruising Areas",1980,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"T-Rooms","","Pueblo","CO","Cruisy Area","Cruising Areas",1980,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"Top of Bridge St.","","","CO","(M),(YC)","Bars/Clubs",1980,NA,", , CO",-95.6714121,37.0366406,"3804 w 8th st, coffeyville, ks 67337, usa","Geocoded",NA,NA
"","404 S. Galena","Aspen","CO","(M),(*),(HIP),(YC)","Bars/Clubs",1979,NA,"404 S. Galena, Aspen, CO",-106.8187192,39.1877604,"404 s galena st, aspen, co 81611, usa","Geocoded",NA,NA
"(Ski resort - guest house) (303) 453-6475 ","","Breckenridge","CO","(H),(*),(W),(YC)","Hotels",1979,NA,", Breckenridge, CO",-106.0383518,39.4816537,"breckenridge, co 80424, usa","Geocoded",NA,NA
"(Below Hide & Seek - looks promising)","512 W. Colorado","Colorado Springs","CO","","Baths",1979,NA,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa","Geocoded",NA,NA
"","I-25 at Bijou","Colorado Springs","CO","(M),(R),(C),(AH)","Restaurant",1979,NA,"I-25 at Bijou, Colorado Springs, CO",-104.8606574,38.8492482,"w bijou st & 25th st, colorado springs, co 80904, usa","Geocoded",NA,NA
"(Western night on Thur.)","2028 Sheldon Ave.","Colorado Springs","CO","(WE),(*)","Bars/Clubs",1979,NA,"2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa","Geocoded",NA,NA
"(2 bars) (Disco)","512 W. Colorado","Colorado Springs","CO","(*),(R),(PT),(YC),(D)","Restaurant",1979,NA,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa","Geocoded",NA,NA
"(Books)","232 N. Tejon","Colorado Springs","CO","","Book Store",1979,NA,"232 N. Tejon, Colorado Springs, CO",-104.8236923,38.8378638,"232 n tejon st, colorado springs, co 80903, usa","Geocoded",NA,NA
"(Disco)","5939 N. Nevada","Colorado Springs","CO","(D),(WE),(*)","Bars/Clubs",1979,NA,"5939 N. Nevada, Colorado Springs, CO",-104.8142891,38.9179472,"5939 n nevada ave, colorado springs, co 80918, usa","Geocoded",NA,NA
"","","Colorado Springs","CO","Cruisy Area","Cruising Areas",1979,NA,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded",NA,NA
"Manitou Springs","","Colorado Springs","CO","Cruisy Area","Cruising Areas",1979,NA,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded",NA,NA
"(Mexican R)","278 S. Downing ","Denver","CO","(R),(M),(*)","Restaurant",1979,NA,"278 S. Downing , Denver, CO",-104.9732373,39.7115264,"278 s downing st, denver, co 80209, usa","Geocoded",NA,NA
"('Teenie-boppers) (3.2 beer only - closes 12 midnight)","1999 Lincoln","Denver","CO","(HIP),(*),(D)","Bars/Clubs",1979,NA,"1999 Lincoln, Denver, CO",-104.9861307,39.747516,"1999 lincoln st, denver, co 80202, usa","Geocoded",NA,NA
"(Use rear entrance)","1512 Broadway","Denver","CO","(S)","",1979,NA,"1512 Broadway, Denver, CO",-104.9871219,39.740535,"1512 broadway, denver, co 80202, usa","Geocoded",NA,NA
"(Baths) (Some W, SM, YC, FFA) (Use rear entrance thru alley off Bayaud) ","107 S. Broadway at Bayaud","Denver","CO","(*),(W),(SM),(YC),(FFA)","Baths",1979,NA,"107 S. Broadway at Bayaud, Denver, CO",-104.9879527,39.7145318,"107 s broadway, denver, co 80209, usa","Geocoded",NA,NA
"(Disco) (Could go up or down)","4444 Leetsdale","Denver","CO","(YC),(D),(S)","Bars/Clubs",1979,NA,"4444 Leetsdale, Denver, CO",-104.9361019,39.7099495,"4444 leetsdale dr, denver, co 80246, usa","Geocoded",NA,NA
"","622 E. 17th St.","Denver","CO","(M)","Business",1979,NA,"622 E. 17th St., Denver, CO",-104.9905143,39.745791,"622 17th st, denver, co 80202, usa","Geocoded",NA,NA
"","1260 Broadway","Denver","CO","(M),(YC),(R),(PT),(*),(D)","Restaurant",1979,NA,"1260 Broadway, Denver, CO",-104.987365,39.6937018,"1260 broadway, denver, co 80210, usa","Geocoded",NA,NA
"(Opens 6 a.m.)","1339 17th at Market","Denver","CO","(RT)","Bars/Clubs",1979,NA,"1339 17th at Market, Denver, CO",-104.9969334,39.7511418,"1339 17th st, denver, co 80202, usa","Geocoded",NA,NA
"","1617 Court Pl.","Denver","CO","(*)","Bars/Clubs",1979,NA,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa","Geocoded",NA,NA
"Escort Tel: (303) 777-8100","","Denver","CO","","Business",1979,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"(Some W, OC)","5110 W. Colfax","Denver","CO","(*),(R),(PT),(W),(OC)","Restaurant",1979,NA,"5110 W. Colfax, Denver, CO",-105.0524766,39.7401799,"5110 w colfax ave, denver, co 80204, usa","Geocoded",NA,NA
"(Some RT, OC)","1512 Broadway","Denver","CO","(D),(PT),(RT),(OC),(*)","Bars/Clubs",1979,NA,"1512 Broadway, Denver, CO",-104.9871219,39.740535,"1512 broadway, denver, co 80202, usa","Geocoded",NA,NA
"","6923 E. Colfax","Denver","CO","","Baths",1979,NA,"6923 E. Colfax, Denver, CO",-104.9074492,39.7404134,"6923 e colfax ave, denver, co 80220, usa","Geocoded",NA,NA
"(All male)","139 Broadway","Denver","CO","","Theatre",1979,NA,"139 Broadway, Denver, CO",-104.9878105,39.7190035,"139 broadway, denver, co 80203, usa","Geocoded",NA,NA
"(Lunch) (Patio - wild Sunday afternoons)","2936 Fox, off 20th St. Viaduct","Denver","CO","(W),(SM),(*)","Bars/Clubs",1979,NA,"2936 Fox, off 20th St. Viaduct, Denver, CO",-104.991186,39.752071,"1123 20th st, denver, co 80202, usa","Geocoded",NA,NA
"","633 E. Colfax","Denver","CO","(*)","Book Store,Theatre",1979,NA,"633 E. Colfax, Denver, CO",-104.9788853,39.7402371,"633 e colfax ave, denver, co 80203, usa","Geocoded",NA,NA
"","1359 Court Place","Denver","CO","(*)","Baths",1979,NA,"1359 Court Place, Denver, CO",-104.9918709,39.7404382,"1359 court pl, denver, co 80204, usa","Geocoded",NA,NA
"","8th & Speer","Denver","CO","(M),(R),(C),(AH)","Restaurant",1979,NA,"8th & Speer, Denver, CO",-95.7078383,37.2231187,"123 w main st, independence, ks 67301, usa","Geocoded",NA,NA
"(Men's clothing)","1245 E. Colfax ","Denver","CO","","Business",1979,NA,"1245 E. Colfax , Denver, CO",-104.9711492,39.7403289,"1245 e colfax ave, denver, co 80218, usa","Geocoded",NA,NA
"","735 E. Colfax","Denver","CO","(M)","Book Store",1979,NA,"735 E. Colfax, Denver, CO",-104.9780538,39.7402077,"735 e colfax ave, denver, co 80203, usa","Geocoded",NA,NA
"","3540 W. Colfax","Denver","CO","(M)","Baths",1979,NA,"3540 W. Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa","Geocoded",NA,NA
"","1400 Lafayette","Denver","CO","M.C.C.","Church",1979,NA,"1400 Lafayette, Denver, CO",-104.9703734,39.7387375,"1400 n lafayette st, denver, co 80218, usa","Geocoded",NA,NA
"(Some W, SM, YC, PT in front - Disco - D in back - 3 bars) (Cruisy) ","1942 Broadway ","Denver","CO","(W),(SM),(YC),(PT),(*),(D),(C),(AH),(WE)","Bars/Clubs,Cruising Areas",1979,NA,"1942 Broadway , Denver, CO",-104.9873665,39.6813011,"1942 broadway, denver, co 80210, usa","Geocoded",NA,NA
"(Stables - Some W, SM) (Also C-AH)","1308 Pearl St.","Denver","CO","(YC),(D),(W),(SM),(C),(AH),(*)","Bars/Clubs",1979,NA,"1308 Pearl St., Denver, CO",-104.9796955,39.7371081,"1308 pearl st, denver, co 80203, usa","Geocoded",NA,NA
"(Disco)","3358 Mariposa","Denver","CO","(G),(D),(*)","Bars/Clubs",1979,NA,"3358 Mariposa, Denver, CO",-105.0027349,39.7642829,"3358 mariposa st, denver, co 80211, usa","Geocoded",NA,NA
"(Cruisy john)","2036 Broadway","Denver","CO","(SM),(W),(FFA),(PT),(*)","Cruising Areas,Bars/Clubs",1979,NA,"2036 Broadway, Denver, CO",-104.9871126,39.7499418,"2036 broadway, denver, co 80205, usa","Geocoded",NA,NA
"","740 W. Colfax","Denver","CO","(M),(R),(C)","Restaurant",1979,NA,"740 W. Colfax, Denver, CO",-104.9974398,39.7397837,"740 w colfax ave, denver, co 80204, usa","Geocoded",NA,NA
"","2935 Zuni","Denver","CO","(*)","Baths",1979,NA,"2935 Zuni, Denver, CO",-105.0160648,39.7592192,"2935 zuni st, denver, co 80211, usa","Geocoded",NA,NA
"","","Denver","CO","Cruisy Area","Cruising Areas",1979,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"E. end of Colorado","","Denver","CO","Cruisy Area","Cruising Areas",1979,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"","","Denver","CO","Cruisy Area","Cruising Areas",1979,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"North Ave.","","Grand Junction","CO","Cruisy Area","Cruising Areas",1979,NA,", Grand Junction, CO",-108.5506486,39.0638705,"grand junction, co, usa","Geocoded",NA,NA
"","","Grand Junction","CO","Cruisy Area","Cruising Areas",1979,NA,", Grand Junction, CO",-108.5506486,39.0638705,"grand junction, co, usa","Geocoded",NA,NA
"nr. T-Rooms","","Greeley","CO","Cruisy Area","Cruising Areas",1979,NA,", Greeley, CO",-104.7091322,40.4233142,"greeley, co, usa","Geocoded",NA,NA
"Top floor T-Room","","Greeley","CO","Cruisy Area","Cruising Areas",1979,NA,", Greeley, CO",-104.7091322,40.4233142,"greeley, co, usa","Geocoded",NA,NA
"","","Pueblo","CO","(M),(OC)","Bars/Clubs",1979,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"(Disco)","707 N. Maine","Pueblo","CO","(D),(WE),(*)","Bars/Clubs",1979,NA,"707 N. Maine, Pueblo, CO",-104.6089203,38.2736964,"707 n main st, pueblo, co 81003, usa","Geocoded",NA,NA
"","","Pueblo","CO","Cruisy Area","Cruising Areas",1979,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"T-Rooms","","Pueblo","CO","Cruisy Area","Cruising Areas",1979,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"T-Rooms","","Pueblo","CO","Cruisy Area","Cruising Areas",1979,NA,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa","Geocoded",NA,NA
"Top of Bridge St.","","Vail","CO","(M),(YC)","Bars/Clubs",1979,NA,", Vail, CO",-106.3741955,39.6402638,"vail, co 81657, usa","Geocoded",NA,NA
"","405 So. Galena","Aspen","CO","(M),(HIP),(YC),(*)","Bars/Clubs",1978,NA,"405 So. Galena, Aspen, CO",-106.8191518,39.1878489,"405 s galena st, aspen, co 81611, usa","Geocoded",NA,NA
"(Ski resort - guest house) 303-453-6475 Box 6, Breckenridge, Colo.","","Breckenridge","CO","(H),(W),(YC)","Hotels",1978,NA,", Breckenridge, CO",-106.0383518,39.4816537,"breckenridge, co 80424, usa","Geocoded",NA,NA
"","5935 N. Nevada","Colorado Springs","CO","(D),(WE),(*)","Bars/Clubs",1978,NA,"5935 N. Nevada, Colorado Springs, CO",-104.8145918,38.918274,"5935 n nevada ave, colorado springs, co 80918, usa","Geocoded",NA,NA
"","I-25 at Bijou","Colorado Springs","CO","(M),(R),(C),(AH)","Restaurant",1978,NA,"I-25 at Bijou, Colorado Springs, CO",-104.8606574,38.8492482,"w bijou st & 25th st, colorado springs, co 80904, usa","Geocoded",NA,NA
"(Western night on Thurs.)","2028 Sheldon Ave.","Colorado Springs","CO","","Bars/Clubs",1978,NA,"2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa","Geocoded",NA,NA
"(Disco) (May be opening health club)","512 W. Colorado","Colorado Springs","CO","(YC),(D),(PT),(*)","Bars/Clubs",1978,NA,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa","Geocoded",NA,NA
"(Book store)","232 N. Tejon","Colorado Springs","CO","","Book Store",1978,NA,"232 N. Tejon, Colorado Springs, CO",-104.8236923,38.8378638,"232 n tejon st, colorado springs, co 80903, usa","Geocoded",NA,NA
"","","Colorado Springs","CO","Cruisy Area","Cruising Areas",1978,NA,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded",NA,NA
"Manitou Springs","","Colorado Springs","CO","Cruisy Area","Cruising Areas",1978,NA,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa","Geocoded",NA,NA
"(Mexican R)","","Denver","CO","(R),(M)","Restaurant",1978,NA,", Denver, CO",-104.990251,39.7392358,"denver, co, usa","Geocoded",NA,NA
"('Teenie-boppers' - 3.2 beer only - closes 12 midnight) ","1999 Lincoln","Denver","CO","(HIP),(YC),(D),(*)","Bars/Clubs",1978,NA,"1999 Lincoln, Denver, CO",-104.9861307,39.747516,"1999 lincoln st, denver, co 80202, usa","Geocoded",NA,NA
"(Use rear entrance)","1512 Broadway","Denver","CO","(S),(*)","Bars/Clubs",1978,NA,"1512 Broadway, Denver, CO",-104.9871219,39.740535,"1512 broadway, denver, co 80202, usa","Geocoded",NA,NA
"(Baths) (use rear entrance off alley at Bayard & Broadway)","107 So. Broadway","Denver","CO","(*),(SM),(W),(YC),(PT),(FFA)","Baths",1978,NA,"107 So. Broadway, Denver, CO",-104.9879527,39.7145318,"107 s broadway, denver, co 80209, usa","Geocoded",NA,NA
