"ID2","title","description","streetaddress","type","amenityfeatures","city","state","Year","unclear_address","unclear.type.or.question","notes","Last.Modified","full.address","lon","lat","geoAddress"
1817,"Ladybug Inn","","6803 Bergen Line Ave.","Hotel","","Guttenberg","NJ",1981,NA,"","","3/17/2022 3:10pm","6803 Bergen Line Ave., Guttenberg, NJ",-74.0119949,40.7950717,"6803 bergenline ave, guttenberg, nj 07093, usa"
1824,"Club Newark Baths","(Some SM)","49 Broadway","Bathhouses","(SM),(*)","Newark","NJ",1981,NA,"","","3/17/2022 3:10pm","49 Broadway, Newark, NJ",-74.1702822,40.7518318,"49 broadway, newark, nj 07104, usa"
1825,"Murphy's Tavern","","59 Edison Pl.","Bars/Clubs","(*),(D),(B)","Newark","NJ",1981,NA,"","","3/17/2022 3:10pm","59 Edison Pl., Newark, NJ",-74.170064,40.734348,"59 edison pl, newark, nj 07102, usa"
1826,"Manny's Den","(Some YC, L)(Disco)","1216 Hyram St.","Bars/Clubs","(*),(YC),(L),(D),(OC)","New Brunswick","NJ",1981,NA,"","","3/17/2022 3:10pm","1216 Hyram St., New Brunswick, NJ",-74.4412544,40.4951815,"hiram square, new brunswick, nj 08901, usa"
1829,"Fantasia","(Disco)","15 Howe Ave.","Bars/Clubs","(YC),(D),(*)","Passaic","NJ",1981,NA,"","","3/17/2022 3:10pm","15 Howe Ave., Passaic, NJ",-74.1273129,40.8608992,"15 howe ave, passaic, nj 07055, usa"
1830,"Disco Cave","(Disco)","389 Madison Ave.","Bars/Clubs","(D)","Patterson","NJ",1981,NA,"","","3/17/2022 3:10pm","389 Madison Ave., Patterson, NJ",-74.1506727,40.927279,"389 madison ave, paterson, nj 07524, usa"
1831,"Musical Bar","","210 S. Main","Bars/Clubs","(D)","Phillipsburg","NJ",1981,NA,"","","3/17/2022 3:10pm","210 S. Main, Phillipsburg, NJ",-75.1976218,40.6875851,"210 s main st, phillipsburg, nj 08865, usa"
1833,"Annex","","128 Nassau","Bars/Clubs","(YC),(M),(*)","Princeton","NJ",1981,NA,"","","3/17/2022 3:10pm","128 Nassau, Princeton, NJ",-74.6587755,40.3502651,"128 nassau st, princeton, nj 08542, usa"
1836,"Feather's Disco","(Disco) (4 bars, 2 dance floors - 'Tops in area')","77 Kinderkamack Rd.","Bars/Clubs","(D),(*),(YC)","River Edge","NJ",1981,NA,"","","3/17/2022 3:10pm","77 Kinderkamack Rd., River Edge, NJ",-74.0360483,40.9105724,"77 kinderkamack rd, river edge, nj 07661, usa"
1838,"Casa Lido","(Disco)(SM - W - downstairs 'backroom')","120 S. Warren St.","Restaurant,Bars/Clubs","(*),(D),(R),(PT),(SM),(W)","Trenton","NJ",1981,NA,"","","3/17/2022 3:10pm","120 S. Warren St., Trenton, NJ",-74.7657546,40.2188012,"120 s warren st, trenton, nj 08608, usa"
1839,"Club 21","(Lunches Tues. - Fri.)(Snacks)","21 S. Warren St.","Bars/Clubs","(*),(OC)","Trenton","NJ",1981,NA,"","","3/17/2022 3:10pm","21 S. Warren St., Trenton, NJ",-74.7659265,40.2201079,"21 s warren st, trenton, nj 08608, usa"
1840,"Wooden Indian","","677 S. Broad","Bars/Clubs","(L),(*)","Trenton","NJ",1981,NA,"","","3/17/2022 3:10pm","677 S. Broad, Trenton, NJ",-74.7535773,40.208242,"677 s broad st, trenton, nj 08611, usa"
1841,"Zodiac Lounge","(Disco)","1500 S. Clinton","Bars/Clubs","(D),(YC),(*)","Trenton","NJ",1981,NA,"","","3/17/2022 3:10pm","1500 S. Clinton, Trenton, NJ",-74.7398563,40.2048375,"1500 s clinton ave, trenton, nj 08610, usa"
1844,"Fancy's","(Disco)(Some L, Latins)","708 West St.","Bars/Clubs","(D),(L)","Union City","NJ",1981,NA,"","","3/17/2022 3:10pm","708 West St., Union City, NJ",-74.0405168,40.7573183,"708 west st, union city, nj 07087, usa"
1845,"Nite Life Disco","(Disco)","509 22nd St.","Bars/Clubs","(D),(L)","Union City","NJ",1981,NA,"","","3/17/2022 3:10pm","509 22nd St., Union City, NJ",-74.0338536,40.7663755,"509 22nd st, union city, nj 07087, usa"
1846,"Cabaret","(Disco)(Cruisy)","457 Paterson Ave.","Bars/Clubs,Cruising Areas","(D),(L),(*)","Wallington","NJ",1981,NA,"","","3/17/2022 3:10pm","457 Paterson Ave., Wallington, NJ",-74.1039687,40.8423483,"457 paterson ave, wallington, nj 07057, usa"
1849,"Albuquerque Social Club","(Height's)($1.00 adm.)(Some L, Latins)(Disco - D - WE)","4021 Central Ave. N.E.","Bars/Clubs","(*),(P),(L),(PT),(WE),(D)","Albuquerque","NM",1981,NA,"","","3/17/2022 3:10pm","4021 Central Ave. N.E., Albuquerque, NM",-106.5989274,35.0793714,"4021 central ave ne, albuquerque, nm 87108, usa"
1850,"Cricket Club","(L-only)(Sleazy)","5511 Central N.W.","Bars/Clubs","(PT),(P),(D),(L)","Albuquerque","NM",1981,NA,"","","3/17/2022 3:10pm","5511 Central N.W., Albuquerque, NM",-106.7003143,35.0825567,"5511 central ave nw, albuquerque, nm 87105, usa"
1851,"Foxe's","(Some W, YC)(Disco)(Open days)","8521 Central Ave. N.E.","Bars/Clubs","(W),(YC),(D),(PT),(*)","Albuquerque","NM",1981,NA,"","","3/17/2022 3:10pm","8521 Central Ave. N.E., Albuquerque, NM",-106.5518372,35.0743528,"8521 central ave ne, albuquerque, nm 87108, usa"
1852,"Madame Lovejoy's","(Books - cruisy arcade)","4217 Central Ave. N.E.","Book Store,Cruising Areas","","Albuquerque","NM",1981,NA,"","","3/21/2022 6:36pm","4217 Central Ave. N.E., Albuquerque, NM",-106.5967446,35.0791649,"4217 central ave ne, albuquerque, nm 87108, usa"
1853,"Pleasure Palace","(Books)","5205 Menaul N.E.","Book Store,Erotic Shop","","Albuquerque","NM",1981,NA,"","","3/17/2022 3:10pm","5205 Menaul N.E., Albuquerque, NM",-106.5860997,35.1094435,"5205 menaul blvd ne, albuquerque, nm 87110, usa"
1855,"Trading Post Spa","(Baths)","242 Wyoming N.E.","Bathhouses","","Albuquerque","NM",1981,NA,"","","3/17/2022 3:10pm","242 Wyoming N.E., Albuquerque, NM",-106.5499886,35.0776664,"242 wyoming blvd ne, albuquerque, nm 87123, usa"
1866,"Evangelo's","at Alameda","200 W. San Francisco","Bars/Clubs","(M)","Santa Fe","NM",1981,NA,"","","3/17/2022 3:10pm","200 W. San Francisco, Santa Fe, NM",-105.9406939,35.6874507,"200 w san francisco st, santa fe, nm 87501, usa"
1867,"La Fonda Hotel Bar","(Best bet)","100 San Francisco","Bars/Clubs,Hotel","(M)","Santa Fe","NM",1981,NA,"","","3/21/2022 8:25am","100 San Francisco, Santa Fe, NM",-105.9375838,35.6864243,"100 e san francisco st, santa fe, nm 87501, usa"
1868,"Senate","(Latins)","221 Galisteo","Bars/Clubs","(RT),(M)","Santa Fe","NM",1981,NA,"","","3/17/2022 3:10pm","221 Galisteo, Santa Fe, NM",-105.9409599,35.6860637,"221 galisteo st, santa fe, nm 87501, usa"
1871,"Amelia's","","222 Central Ave.","Bars/Clubs","(L),(*)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","222 Central Ave., Albany, NY",-73.7703318,42.6625244,"222 central ave, albany, ny 12206, usa"
1872,"Central Station","('Mixed bag' - looking up)(Some YC)","76 Central Ave.","Bars/Clubs","(*),(YC)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","76 Central Ave., Albany, NY",-73.7664709,42.6590586,"76 central ave, albany, ny 12206, usa"
1873,"Club Capital","(Baths)","351 Central Ave.","Bathhouses","(P),(*)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","351 Central Ave., Albany, NY",-73.7732173,42.665979,"351 central ave, albany, ny 12206, usa"
1874,"Eightballs Lounge","(Disco)","369 Central Ave.","Bars/Clubs","(YC),(D)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","369 Central Ave., Albany, NY",-73.7739629,42.6664037,"369 central ave, albany, ny 12206, usa"
1875,"Gay Community Center","(Snacks & C)","332 Hudson Ave.","Community Center/Support Group","","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","332 Hudson Ave., Albany, NY",-73.7655861,42.6532207,"332 hudson ave, albany, ny 12210, usa"
1876,"K-R's Nightmoves","(Some L)","302 Delaware","Bars/Clubs","(L)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","302 Delaware, Albany, NY",-73.7770137,42.642727,"302 delaware ave, albany, ny 12209, usa"
1877,"Manhole","(Disco)","425 Central Ave.","Bars/Clubs","(YC),(D)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","425 Central Ave., Albany, NY",-73.7757017,42.6678869,"425 central ave, albany, ny 12206, usa"
1878,"Pent House","(Good days - Some 'midnight cowboys')(Also H)","90 Central Ave.","Bars/Clubs,Hotel","(*),(PT),(D),(H)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","90 Central Ave., Albany, NY",-73.7666777,42.6592935,"90 central ave, albany, ny 12206, usa"
1879,"Playhouse","(Cruisy)(Some W, SM)","519 Central Ave.","Bars/Clubs,Cruising Areas","(SM),(W),(*),(D)","Albany","NY",1981,NA,"","","3/21/2022 7:29am","519 Central Ave., Albany, NY",-73.7781454,42.6701391,"519 central ave, albany, ny 12206, usa"
1880,"Voodoo","(Disco)","326 Central Ave.","Bars/Clubs","(YC),(D)","Albany","NY",1981,NA,"","","3/17/2022 3:10pm","326 Central Ave., Albany, NY",-73.773763,42.665414,"326 central ave, albany, ny 12206, usa"
1886,"C'Est Bon","","2520 Merrick Rd.","Bars/Clubs","(OC),(*)","Bellmore","NY",1981,NA,"","","3/17/2022 3:10pm","2520 Merrick Rd., Bellmore, NY",-73.5324719,40.6620889,"2520 merrick rd, bellmore, ny 11710, usa"
1887,"Pal Joey's","","2475 Jerusalem Ave.","Bars/Clubs","(YC),(*)","Bellmore","NY",1981,NA,"","","3/17/2022 3:10pm","2475 Jerusalem Ave., Bellmore, NY",-73.5406124,40.6911924,"2475 jerusalem ave, north bellmore, ny 11710, usa"
1888,"Blue Penguin","(Above Lenny's)","","Hotel","(H)","Bellmore","NY",1981,NA,"","","3/17/2022 3:10pm",", Bellmore, NY",-73.5270709,40.6687125,"bellmore, ny, usa"
1889,"Lenny's","(Some YC , L)(Disco)(WE*)","201 State St.","Bars/Clubs","(WE),(D),(YC),(L),(*)","Bellmore","NY",1981,NA,"","","3/17/2022 3:10pm","201 State St., Bellmore, NY",-73.9911711,40.6900514,"201 state st, brooklyn, ny 11201, usa"
1895,"Allen","","43 1/2 Allen","Restaurant","(R),(M),(YC),(*)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","43 1/2 Allen, Buffalo, NY",-78.8717931,42.8995099,"43 1/2 allen st, buffalo, ny 14202, usa"
1897,"Book Art 4","(Books)","4 E. Chippewa","Book Store","","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","4 E. Chippewa, Buffalo, NY",-78.872644,42.8900424,"4 e chippewa st, buffalo, ny 14203, usa"
1898,"Capri Art Theatre","(Active T-Room, lobby, backrows)","3165 Bailey Ave.","Theatre","(M)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","3165 Bailey Ave., Buffalo, NY",-78.813359,42.940922,"3165 bailey ave, buffalo, ny 14215, usa"
1899,"Club Buffalo Baths","(Amherst)","44 Alameda","Bathhouses","(P),(*)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","44 Alameda, Buffalo, NY",-78.8783689,42.8864468,"buffalo, ny, usa"
1900,"Cole's Restaurant","","1104 Elmwood Ave.","Restaurant","(M),(PE),(WE)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","1104 Elmwood Ave., Buffalo, NY",-78.8772268,42.9273391,"1104 elmwood ave, buffalo, ny 14222, usa"
1901,"Dominique","","20 Allen St.","Bars/Clubs","(OC),(D),(*)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","20 Allen St., Buffalo, NY",-78.8708764,42.8991982,"20 allen st, buffalo, ny 14202, usa"
1902,"Emma","(Book Store)","2474 Main St.","Book Store","(L)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","2474 Main St., Buffalo, NY",-78.8429575,42.9359947,"2474 main st, buffalo, ny 14214, usa"
1903,"Main Chippewa Book Store","","610 Main St.","Book Store","","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","610 Main St., Buffalo, NY",-78.8730744,42.8906129,"610 main st, buffalo, ny 14202, usa"
1904,"Morgan Turkish Bath","","655 Main St.","Bathhouses","(RT),(M),(OC)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","655 Main St., Buffalo, NY",-78.8720731,42.8918053,"655 main st, buffalo, ny 14203, usa"
1905,"Mother's Bakery","","33 Virginia PI.","Restaurant","(M),(R)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","33 Virginia PI., Buffalo, NY",-78.8734282,42.8977156,"33 virginia pl, buffalo, ny 14202, usa"
1906,"Murphy's Omega Cafe","","369 Pearl St.","Restaurant","(M),(R)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","369 Pearl St., Buffalo, NY",-78.8743812,42.8893988,"369 pearl st, buffalo, ny 14202, usa"
1907,"Open House","(Open 24 hours)","516 Delaware","Restaurant","(M),(R)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","516 Delaware, Buffalo, NY",-78.8746538,42.8985264,"516 delaware ave, buffalo, ny 14202, usa"
1908,"Rosy, Rum & Rations","","486 Elmwood Ave.","Restaurant","(R),(PT),(L)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","486 Elmwood Ave., Buffalo, NY",-78.8773861,42.9103012,"486 elmwood ave, buffalo, ny 14222, usa"
1910,"Villa Capri","(Disco)(Some YC, W, SM) nr.Allen","926 Main St.","Bars/Clubs","(YC),(W),(SM),(*),(D)","Buffalo","NY",1981,NA,"","","3/17/2022 3:10pm","926 Main St., Buffalo, NY",-78.8702032,42.8991479,"926 main st, buffalo, ny 14202, usa"
1920,"Starz","(Disco)","836 Grand Blvd.","Bars/Clubs","(S),(D)","Deer Park","NY",1981,NA,"","","3/17/2022 3:10pm","836 Grand Blvd., Deer Park, NY",-73.30731,40.761716,"836 grand blvd, deer park, ny 11729, usa"
1922,"Temptations","(Disco)(Some L)","2090 Jericho Tpke.","Bars/Clubs","(L),(S),(D)","E. Northport","NY",1981,NA,"","","3/17/2022 3:10pm","2090 Jericho Tpke., E. Northport, NY",-73.671694,40.7364176,"2090 jericho turnpike, north new hyde park, ny 11040, usa"
1923,"Freida's Hideaway","(Disco)(Brunch)","81-36 Baxter Ave.","Bars/Clubs","(P),(D),(*)","Elmhurst","NY",1981,NA,"","","3/17/2022 3:10pm","81-36 Baxter Ave., Elmhurst, NY",-73.8834369,40.746008,"81-36 baxter ave, elmhurst, ny 11373, usa"
1924,"Mary's","(Some L)(Sleazy)","112 Lake St.","Bars/Clubs","(L),(RT)","Elmira","NY",1981,NA,"","","3/17/2022 3:10pm","112 Lake St., Elmira, NY",-76.8009555,42.0888943,"112 lake st, elmira, ny 14901, usa"
1925,"The David","","511 Railroad Ave.","Bars/Clubs","(D),(YC),(*)","Elmira","NY",1981,NA,"","","3/17/2022 3:10pm","511 Railroad Ave., Elmira, NY",-76.8091124,42.0939863,"511 railroad ave, elmira, ny 14901, usa"
1927,"Anabel's","(Snacks)","Cherry Grove","Restaurant","(R)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","Cherry Grove, Fire Island, NY",-73.0899622,40.6597917,"cherry grove, fire island, ny, usa"
1930,"Boatel Motel & Bar","597-6500","The Pines","Hotel","(H),(*)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","The Pines, Fire Island, NY",-73.0693043,40.6653185,"fire island pines, fire island, ny, usa"
1932,"Copa","(Disco)(Opening Summer of '80 - should be a smash)","Cherry Grove","Bars/Clubs","(D),(YC),(*)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","Cherry Grove, Fire Island, NY",-73.0899622,40.6597917,"cherry grove, fire island, ny, usa"
1933,"Cultured Elephant","(Snacks)","The Pines","Restaurant","(R)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","The Pines, Fire Island, NY",-73.0693043,40.6653185,"fire island pines, fire island, ny, usa"
1934,"Ice Palace","(Disco)(Some L, M) (WE*)","Cherry Grove","Bars/Clubs","(D),(WE),(L),(M),(S),(*)","Fire Island","NY",1981,NA,"","","3/21/2022 7:41am","Cherry Grove, Fire Island, NY",-73.0899622,40.6597917,"cherry grove, fire island, ny, usa"
1935,"Island Queen (Maybe changing name)","(Maybe changing name)","Cherry Grove","Restaurant","(R),(OC)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","Cherry Grove, Fire Island, NY",-73.0899622,40.6597917,"cherry grove, fire island, ny, usa"
1936,"Monster","(Disco)","Cherry Grove","Restaurant,Bars/Clubs","(YC),(R),(D),(*)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","Cherry Grove, Fire Island, NY",-73.0899622,40.6597917,"cherry grove, fire island, ny, usa"
1937,"Sand Piper","(Disco)(Good weekdays & best late nights)","The Pines","Restaurant,Bars/Clubs","(*),(R),(D)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","The Pines, Fire Island, NY",-73.0693043,40.6653185,"fire island pines, fire island, ny, usa"
1938,"Sea Shack","597-6140","Cherry Grove","Restaurant,Hotel","(R),(S),(H)","Fire Island","NY",1981,NA,"","","3/17/2022 3:10pm","Cherry Grove, Fire Island, NY",-73.0899622,40.6597917,"cherry grove, fire island, ny, usa"
1944,"New Lining","(Disco)(Some L) (WE*)","175 Cherry Land","Bars/Clubs","(WE),(D),(S),(L),(*)","Floral Park","NY",1981,NA,"","","3/21/2022 7:41am","175 Cherry Land, Floral Park, NY",-73.6974672,40.7356932,"175 cherry ln, floral park, ny 11001, usa"
1947,"Common Ground","(Disco)","132 W . State St.","Bars/Clubs","(YC),(*),(D),(E)","Ithaca","NY",1981,NA,"","","3/17/2022 3:10pm","132 W . State St., Ithaca, NY",-76.5003289,42.439728,"132 w state st, ithaca, ny 14850, usa"
1949,"Nite Court","","215 N. Aurora","Bars/Clubs","(M)","Ithaca","NY",1981,NA,"","","3/17/2022 3:10pm","215 N. Aurora, Ithaca, NY",-76.4954553,42.4409852,"215 n aurora st, ithaca, ny 14850, usa"
1951,"Big Mike's","(Some L, YC)(WE*)","201 Winsor","Bars/Clubs","(L),(YC),(D),(WE),(*)","Jamestown","NY",1981,NA,"","","3/21/2022 7:50am","201 Winsor, Jamestown, NY",-79.2302812,42.0976073,"201 winsor st, jamestown, ny 14701, usa"
1952,"Pub","","209 N. Main St.","Bars/Clubs","(M),(YC)","Jamestown","NY",1981,NA,"","","3/17/2022 3:10pm","209 N. Main St., Jamestown, NY",-79.241338,42.095807,"209 n main st, jamestown, ny 14701, usa"
1954,"Ming Book Store","","265 Main St.","Book Store","(*)","Johnson City","NY",1981,NA,"","","3/17/2022 3:10pm","265 Main St., Johnson City, NY",-75.9562169,42.1157014,"265 main st, johnson city, ny 13790, usa"
1958,"Artists Cafe","","1 Main St.","Restaurant","(M),(R)","Lake Placid","NY",1981,NA,"","","3/17/2022 3:10pm","1 Main St., Lake Placid, NY",-73.9840428,44.2854201,"main st, lake placid, ny 12946, usa"
1959,"Chair Six","","157 Main St.","Restaurant","(M),(R)","Lake Placid","NY",1981,NA,"","","3/17/2022 3:10pm","157 Main St., Lake Placid, NY",-73.9840428,44.2854201,"main st, lake placid, ny 12946, usa"
1960,"Foxgrove","(Best around bar & 2nd floor T-Room)  (Disco)","3 School St.","Bars/Clubs","(M),(YC),(D),(*)","Lake Placid","NY",1981,NA,"","","3/17/2022 3:10pm","3 School St., Lake Placid, NY",-73.982607,44.2816621,"3 school st, lake placid, ny 12946, usa"
1961,"Mirror Lake Inn","","35 Mirror Lake Dr.","Restaurant","(M),(R)","Lake Placid","NY",1981,NA,"","","3/17/2022 3:10pm","35 Mirror Lake Dr., Lake Placid, NY",-73.9838797,44.2929881,"35 mirror lake dr, lake placid, ny 12946, usa"
1963,"Mark V","(Some L)(Disco)","262 Portion Rd.","Restaurant,Bars/Clubs","(L),(R),(D),(*)","Lake Ronkonkoma","NY",1981,NA,"","","3/17/2022 3:10pm","262 Portion Rd., Lake Ronkonkoma, NY",-73.10185,40.8273434,"262 portion rd, lake ronkonkoma, ny 11779, usa"
1964,"Zippers","(Disco) 1 mi. S. of town","165 Rte. 208","Bars/Clubs","(PT),(D),(S),(L)","New Paltz","NY",1981,NA,"","","3/17/2022 3:10pm","165 Rte. 208, New Paltz, NY",-74.098279,41.7312145,"165 ny-208, new paltz, ny 12561, usa"
1965,"Anvil","(Disco)('Back room') at 11th Ave.","500 W. 14th","Bars/Clubs","(D),(P),(RT),(AYOR)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","500 W. 14th, Greenwich Village, NY",-74.0085052,40.7421136,"500 w 14th st, new york, ny 10014, usa"
1966,"Back Room Book Shop","","178 Christopher St.","Book Store","(*)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","178 Christopher St., Greenwich Village, NY",-74.0097018,40.732275,"178 christopher st, new york, ny 10014, usa"
1968,"Barbary Coast","(Fun neighborhood bar) at 14th St.","64 7th Ave.","Bars/Clubs","","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","64 7th Ave., Greenwich Village, NY",-73.9997225,40.7388673,"64 7th ave, new york, ny 10011, usa"
1969,"Beau Geste","at 20th St.","239 3rd Ave.","Restaurant","(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","239 3rd Ave., Greenwich Village, NY",-73.9843661,40.736684,"239 3rd ave, new york, ny 10003, usa"
1970,"Big Dish  383 W . 12th St.","","383 W. 12th St.","Restaurant","(M),(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","383 W. 12th St., Greenwich Village, NY",-74.008756,40.737755,"383 w 12th st, new york, ny 10014, usa"
1971,"Big Wok","(Chinese R)","753 Washington St.","Restaurant","(M),(R),(*)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","753 Washington St., Greenwich Village, NY",-74.0080946,40.7368806,"753 washington st, new york, ny 10014, usa"
1972,"Black Sheep","(No booze - Take your own wine)","342 W. 11th St.","Restaurant","(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","342 W. 11th St., Greenwich Village, NY",-74.0080414,40.7354173,"342 w 11th st, new york, ny 10014, usa"
1973,"Blue Fox","","131 8th Ave.","Restaurant","(R),(*)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","131 8th Ave., Greenwich Village, NY",-74.0015517,40.7413965,"131 8th ave, new york, ny 10011, usa"
1974,"Blue Skies","","183 W. 10th St.","Restaurant","(R),(*)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","183 W. 10th St., Greenwich Village, NY",-74.0028479,40.7343755,"183 w 10th st, new york, ny 10014, usa"
1975,"Blowfish","(Seafood R) at Perry","551 Hudson","Restaurant","(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","551 Hudson, Greenwich Village, NY",-74.0063025,40.7352609,"551 hudson st, new york, ny 10014, usa"
1976,"Boltax","(Cabaret) betw. Canal and Grand","22 Wooster","Restaurant","(R),(*)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","22 Wooster, Greenwich Village, NY",-74.0030522,40.7215364,"22 wooster st, new york, ny 10013, usa"
1977,"Bonnie & Clyde's","(Disco)(Cruisy) (also Bonnie's (R) Upstairs)","82 W. 3rd St.","Bars/Clubs,Restaurant,Cruising Areas","(YC),(L),(D),(PT),(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","82 W. 3rd St., Greenwich Village, NY",-73.9989571,40.7297021,"82 w 3rd st, new york, ny 10012, usa"
1978,"Boots & Saddle","(Some W, SM)(Cruisy)","76 Christopher St.","Bars/Clubs,Cruising Areas","(W),(SM),(*)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","76 Christopher St., Greenwich Village, NY",-74.0034034,40.7334603,"76 christopher st, new york, ny 10014, usa"
1979,"Born of Plenty","at Bleeker","91 Charles St.","Restaurant","(PE),(M),(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","91 Charles St., Greenwich Village, NY",-74.0052007,40.7347572,"91 charles st, new york, ny 10014, usa"
1980,"Cafe Society","(Disco)(Sun. Tea dance)","43 E. 20th St.","Bars/Clubs","(D)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","43 E. 20th St., Greenwich Village, NY",-73.9884478,40.738836,"43 e 20th st, new york, ny 10003, usa"
1981,"Carr's","","204 W. 10th St.","Bars/Clubs","(OC)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","204 W. 10th St., Greenwich Village, NY",-74.0039708,40.7338736,"204 w 10th st, new york, ny 10014, usa"
1982,"Casa Paco","(Mexican R)","330 Bleecker St.","Restaurant","(M),(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","330 Bleecker St., Greenwich Village, NY",-74.0045701,40.7336427,"330 bleecker st, new york, ny 10014, usa"
1983,"Cell Block","","372 W. 11th St.","Bars/Clubs","(P),(SM)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","372 W. 11th St., Greenwich Village, NY",-74.0095653,40.735189,"372 w 11th st, new york, ny 10014, usa"
1984,"Charlie & Kelly's","(Closed Sundays) at Perry","259 W. 4th St.","Restaurant","(M),(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","259 W. 4th St., Greenwich Village, NY",-74.003141,40.7354258,"259 west 4th street, new york, ny 10014, usa"
1985,"Chez Stadium","","56 Greenwich Ave.","Restaurant","(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","56 Greenwich Ave., Greenwich Village, NY",-74.0004721,40.7359015,"56 greenwich ave, new york, ny 10011, usa"
1986,"Christopher St. Book Shop","('Wild back room') at Christopher","500 Hudson St.","Book Store","(*)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","500 Hudson St., Greenwich Village, NY",-74.006136,40.73299,"500 hudson st, new york, ny 10014, usa"
1987,"Church of the Beloved Disciple","","348 W. 14th St.","Religious Institution","","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","348 W. 14th St., Greenwich Village, NY",-74.0047474,40.7404517,"348 w 14th st, new york, ny 10014, usa"
1988,"Club Baths","(Tops' in N.Y.C.)(Some W, SM, YC) at 2nd St.","24 1st Ave.","Bathhouses","(*),(W),(SM),(YC)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","24 1st Ave., Greenwich Village, NY",-73.988183,40.7234846,"24 1st ave., new york, ny 10009, usa"
1989,"Clyde's","","340 Bleecker St.","Restaurant","(R)","Greenwich Village","NY",1981,NA,"","","3/17/2022 3:10pm","340 Bleecker St., Greenwich Village, NY",-74.0046953,40.7337333,"340 bleecker st, new york, ny 10014, usa"
1990,"Crisco Disco","(WE*)","15th St.","Bars/Clubs","(P),(YC),(D),(WE),(AH),(*)","Greenwich Village","NY",1981,NA,"","","3/22/2022 8:05am","15th St., Greenwich Village, NY",-74.0008292,40.7399429,"w 15th st, new york, ny, usa"
1991,"Crisco Disco","(WE*)","9th Ave.","Bars/Clubs","(P),(YC),(D),(WE),(AH),(*)","Greenwich Village","NY",1981,NA,"","","3/22/2022 8:04am","9th Ave., Greenwich Village, NY",-74.005378,40.7409721,"9th ave, new york, ny, usa"
