"title","description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","unclear_address"
"Free Spirit","('Top' Super Disco) (In old church - 2 floors, several bars)","3125 N. Classen Blvd","Oklahoma City","OK","(D),(YC),(PT)","Bars/Clubs",1979,NA,"3125 N. Classen Blvd, Oklahoma City, OK",-97.53482,35.501394,"3125 n classen blvd, oklahoma city, ok 73118, usa","Geocoded",NA
"Free Spirit","('Top' super Disco) (In old church - 2 floors, several bars)","3125 N. Classen Blvd","Oklahoma City","OK","(D),(P),(YC),(PT)","",1980,NA,"3125 N. Classen Blvd, Oklahoma City, OK",-97.53482,35.501394,"3125 n classen blvd, oklahoma city, ok 73118, usa","Geocoded",NA
"French Quarter","","1724 N.W. 16th St.","Oklahoma City","OK","(P),(HIP),(YC),(D),(*)","Bars/Clubs",1975,NA,"1724 N.W. 16th St., Oklahoma City, OK",-97.5401759,35.4857652,"1724 nw 16th st, oklahoma city, ok 73106, usa","Geocoded",NA
"Friends","(Some B)","1716 E. 3rd St.","Tulsa","OK","(S),(B),(*)","Bars/Clubs",1977,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends","(Some B)","1716 E. 3rd St.","Tulsa","OK","(S),(B)","Bars/Clubs",1978,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends","(Some chicken)","1716 E. 3rd St.","Tulsa","OK","(S)","Bars/Clubs",1979,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends","('twinkies')","1716 E. 3rd St.","Tulsa","OK","(S)","Bars/Clubs",1980,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends Lounge","","1716 E. 3rd","Tulsa","OK","","Bars/Clubs",1971,NA,"1716 E. 3rd, Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends Lounge","","1716 E. 3rd","Tulsa","OK","","Bars/Clubs",1972,NA,"1716 E. 3rd, Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends Lounge","","1716 E. 3rd St.","Tulsa","OK","(*)","",1973,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends Lounge","","1716 E. 3rd St.","Tulsa","OK","(*)","Bars/Clubs",1974,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends Lounge","","1716 E. 3rd St.","Tulsa","OK","(*)","Bars/Clubs",1975,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Friends Lounge","","1716 E. 3rd St.","Tulsa","OK","(*)","Bars/Clubs",1976,NA,"1716 E. 3rd St., Tulsa, OK",-95.9668881,36.1566536,"1716 e 3rd st, tulsa, ok 74120, usa","Geocoded",NA
"Funny Girl Club","","2422 N.W. 23rd St.","Oklahoma City","OK","(P),(G),(D),(*)","Bars/Clubs",1977,NA,"2422 N.W. 23rd St., Oklahoma City, OK",-97.5560053,35.4929269,"2422 nw 23rd st, oklahoma city, ok 73107, usa","Geocoded",NA
"Funny Girl Club","(Some G, B)","2422 N.W. 23rd St.","","OK","(P),(G),(B),(D),(*)","Bars/Clubs",1978,NA,"2422 N.W. 23rd St., , OK",-97.5560053,35.4929269,"2422 nw 23rd st, oklahoma city, ok 73107, usa","Geocoded",NA
"Gala","(Can enter thru back of Eighth Day)","2300 E. 11th St.","Tulsa","OK","(P),(D),(BYOB),(G)","",1973,NA,"2300 E. 11th St., Tulsa, OK",-95.9584879,36.1475085,"2300 e 11th st, tulsa, ok 74104, usa","Geocoded",NA
"Gala","(some G) (can enter thru back of Eight Day)","2300 E. 11th St.","Tulsa","OK","(G),(P),(D)","Bars/Clubs",1974,NA,"2300 E. 11th St., Tulsa, OK",-95.9584879,36.1475085,"2300 e 11th st, tulsa, ok 74104, usa","Geocoded",NA
"Godfathers","(Juice Bar - No booze) (Midnight - 4am - AH only)","2448 N.W. 39th St.","Oklahoma City","OK","(AH),(*)","Business",1980,NA,"2448 N.W. 39th St., Oklahoma City, OK",-97.5560243,35.5111,"2448 nw 39th st, oklahoma city, ok 73112, usa","Geocoded",NA
"Gold Diggers","('Drags')","2525 W. 10th St.","Oklahoma City","OK","(S),(D)","Bars/Clubs",1979,NA,"2525 W. 10th St., Oklahoma City, OK",-97.5580224,35.4790183,"2525 nw 10th st, oklahoma city, ok 73107, usa","Geocoded",NA
"Happy Pappy's","(C - AH - Sat)","3011 E. 15th","Tulsa","OK","(M),(R),(C),(AH)","Restaurant",1980,NA,"3011 E. 15th, Tulsa, OK",-95.9452141,36.1407343,"3011 e 15th st, tulsa, ok 74104, usa","Geocoded",NA
"Harvard Book Store","","3735 So. Harvard","Tulsa","OK","(M)","Book Store",1978,NA,"3735 So. Harvard, Tulsa, OK",-95.9397945,36.1085076,"3735 s harvard ave, tulsa, ok 74135, usa","Geocoded",NA
"Highland Hills Church (M.C.C)","","3501 N.W. 63rd St.","Oklahoma City","OK","","Church",1974,NA,"3501 N.W. 63rd St., Oklahoma City, OK",-97.5794902,35.5372539,"3501 nw 63rd st, oklahoma city, ok 73116, usa","Geocoded",NA
"Highland Hills M.C.C Church","","3501 N.W. 63rd St.","Oklahoma City","OK","","Church",1975,NA,"3501 N.W. 63rd St., Oklahoma City, OK",-97.5794902,35.5372539,"3501 nw 63rd st, oklahoma city, ok 73116, usa","Geocoded",NA
"Hiko Lounge","","859 S. Knoxville","Tulsa","OK","(R),(G),(YC)","Bars/Clubs",1971,NA,"859 S. Knoxville, Tulsa, OK",-95.9367914,36.148001,"859 s knoxville ave, tulsa, ok 74112, usa","Geocoded",NA
"Hiko Lounge","","859 S. Knoxville","Tulsa","OK","(R),(G),(YC)","Restaurant",1972,NA,"859 S. Knoxville, Tulsa, OK",-95.9367914,36.148001,"859 s knoxville ave, tulsa, ok 74112, usa","Geocoded",NA
"House of Twelve ","(No sign looks like private residence)","3337 N.W. 23rd St.","Oklahoma City","OK","(P),(D),(*)","",1973,NA,"3337 N.W. 23rd St., Oklahoma City, OK",-97.5762854,35.493229,"3337 nw 23rd st, oklahoma city, ok 73107, usa","Geocoded",NA
"Jug","","411 W. Sheridan","Oklahoma City","OK","(*)","Bars/Clubs",1965,NA,"411 W. Sheridan, Oklahoma City, OK",-97.520169,35.466778,"411 w sheridan ave, oklahoma city, ok 73102, usa","Geocoded",NA
"Jungle Pit","","1217 N. May St.","Oklahoma City","OK","(G),(M)","Bars/Clubs",1970,NA,"1217 N. May St., Oklahoma City, OK",-97.5660413,35.4812625,"1217 n may ave, oklahoma city, ok 73107, usa","Geocoded",NA
"Jungle Pit","","1217 N. May St","Oklahoma City","OK","(G),(M)","Bars/Clubs",1971,NA,"1217 N. May St, Oklahoma City, OK",-97.5660413,35.4812625,"1217 n may ave, oklahoma city, ok 73107, usa","Geocoded",NA
"Jungle Pit","(Some G)","1217 N. May St","Oklahoma City","OK","(G),(*)","Bars/Clubs",1972,NA,"1217 N. May St, Oklahoma City, OK",-97.5660413,35.4812625,"1217 n may ave, oklahoma city, ok 73107, usa","Geocoded",NA
"Le Cabaret","(Disco)","3248 E. Admiral Place","Tulsa","OK","(P),(YC),(D),(S),(*)","Bars/Clubs",1977,NA,"3248 E. Admiral Place, Tulsa, OK",-95.9404143,36.1607713,"3248 e admiral pl, tulsa, ok 74110, usa","Geocoded",NA
"Le Cabaret","(Disco)","3248 E. Admiral Pl.","Tulsa","OK","(P),(YC),(D),(S),(*)","Bars/Clubs",1978,NA,"3248 E. Admiral Pl., Tulsa, OK",-95.9404143,36.1607713,"3248 e admiral pl, tulsa, ok 74110, usa","Geocoded",NA
"Le Cabaret","(Disco)","3248 E. Admiral Place","Tulsa","OK","(P),(*),(YC),(D),(S)","Bars/Clubs",1979,NA,"3248 E. Admiral Place, Tulsa, OK",-95.9404143,36.1607713,"3248 e admiral pl, tulsa, ok 74110, usa","Geocoded",NA
"Le Caberet","(Disco)","3248 E. Admiral Place","Tulsa","OK","(P),(D),(S)","Bars/Clubs",1980,NA,"3248 E. Admiral Place, Tulsa, OK",-95.9404143,36.1607713,"3248 e admiral pl, tulsa, ok 74110, usa","Geocoded",NA
"Lee's Club","(may have other name by now)","3011 Pasco","Oklahoma City","OK","(S),(P)","Bars/Clubs",1970,NA,"3011 Pasco, Oklahoma City, OK",-97.5233237,35.5000405,"3011 paseo, oklahoma city, ok 73103, usa","Geocoded",NA
"Lee's Lounge","","3009 Pasco","Oklahoma City","OK","(P),(*)","Bars/Clubs",1965,NA,"3009 Pasco, Oklahoma City, OK",-97.5234707,35.4999537,"3009 paseo, oklahoma city, ok 73103, usa","Geocoded",NA
"Lee's Lounge","","3009 Pasco","Oklahoma City","OK","(P),(*)","Bars/Clubs",1966,NA,"3009 Pasco, Oklahoma City, OK",-97.5234707,35.4999537,"3009 paseo, oklahoma city, ok 73103, usa","Geocoded",NA
"Lee's Lounge","","3009 Pasco","Oklahoma City","OK","(*),(P)","Bars/Clubs",1968,NA,"3009 Pasco, Oklahoma City, OK",-97.5234707,35.4999537,"3009 paseo, oklahoma city, ok 73103, usa","Geocoded",NA
"Lee's Lounge","","3009 Paseo","Oklahoma City","OK","(*)","Bars/Clubs",1969,NA,"3009 Paseo, Oklahoma City, OK",-97.5234707,35.4999537,"3009 paseo, oklahoma city, ok 73103, usa","Geocoded",NA
"Lee's Lounge","","3009 Pasco","Oklahoma City","OK","(*)","Bars/Clubs",1970,NA,"3009 Pasco, Oklahoma City, OK",-97.5234707,35.4999537,"3009 paseo, oklahoma city, ok 73103, usa","Geocoded",NA
