"ID","Title","description","streetaddress","state","amenityfeatures","Type","city","unclearaddress","Year","uncleartype","notes","dateadded","lastmodified","full.address","lon","lat","geoAddress","status"
424,"Esquire","","225 E. Congress","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","225 E. Congress, Tucson, AZ","-110.9678391","32.2220514","225 e congress st, tucson, az 85701, usa","Geocoded"
425,"Graduate","(3rd St.)","23 W. University Blvd.","AZ","(D),(*)","Bars/Clubs","Tucson",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23 W. University Blvd., Tucson, AZ","-110.9724985","32.231604","23 w university blvd, tucson, az 85705, usa","Geocoded"
428,"Bud's Central Lounge","","33 S. Central","AZ","(M),(RT)","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","33 S. Central, Phoenix, AZ","-112.0738245","33.4476018","33 s central ave, phoenix, az 85004, usa","Geocoded"
427,"Act III","","3331 N. 24th St. E","AZ","(P),(D),(YC)","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3331 N. 24th St. E, Phoenix, AZ","-112.0298551","33.4870908","3331 n 24th st, phoenix, az 85016, usa","Geocoded"
426,"Sir James","","4241 N. Oracle Rd.","AZ","(YC),(D),(*)","Bars/Clubs","Tucson",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4241 N. Oracle Rd., Tucson, AZ","-110.9798594","32.2836866","4241 n oracle rd, tucson, az 85705, usa","Geocoded"
430,"Diamond Lil's ","","3025 N. 24th St. E","AZ","(*)","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. E, Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
429,"Copper Penney ","","Rose Lane N. 7th St. E.","AZ","(G),(D)","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","Rose Lane N. 7th St. E., Phoenix, AZ","-112.0650245","33.5273823","n 7th st & e rose ln, phoenix, az 85012, usa","Geocoded"
431,"El Corillo ","","4331 N. 16th St. E. ","AZ","","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4331 N. 16th St. E. , Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
436,"Sportsmen ","","4622 N. 7th St.","AZ","(*)","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
434,"River Bottom Lounge","","3611 S. 16th St.","AZ","(C),(D)","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3611 S. 16th St., Phoenix, AZ","-112.0467392","33.4134456","3611 s 16th st, phoenix, az 85040, usa","Geocoded"
433,"Manny's","","1724 E. McDowell Rd.","AZ","","Bars/Clubs","Phoenix",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1724 E. McDowell Rd., Phoenix, AZ","-112.0445398","33.4660592","1724 e mcdowell rd, phoenix, az 85006, usa","Geocoded"
438,"Black Door","","345 E. Toole St.","AZ","(M)","Bars/Clubs","Tucson",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","345 E. Toole St., Tucson, AZ","-110.9676616","32.2232929","345 e toole ave, tucson, az 85701, usa","Geocoded"
441,"Kamu's","","23. W. Third St.","AZ","(*)","Bars/Clubs","Tucson",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23. W. Third St., Tucson, AZ","-110.8612016","32.2315664","e 3rd st, tucson, az, usa","Geocoded"
440,"Esquire","","225 E. Congress","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","225 E. Congress, Tucson, AZ","-110.9678391","32.2220514","225 e congress st, tucson, az 85701, usa","Geocoded"
444,"Captains Table","","5338 N. 7th St. E","AZ","","Bars/Clubs","Phoenix",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","5338 N. 7th St. E, Phoenix, AZ","-112.0654794","33.5151432","5338 n 7th st, phoenix, az 85014, usa","Geocoded"
443,"Act III","","3331 N. 24th St. E","AZ","(P),(D),(YC)","Bars/Clubs","Phoenix",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3331 N. 24th St. E, Phoenix, AZ","-112.0298551","33.4870908","3331 n 24th st, phoenix, az 85016, usa","Geocoded"
445,"Copper Penney ","","Rose Lane N. 7th St. E.","AZ","(G),(D)","Bars/Clubs","Phoenix",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","Rose Lane N. 7th St. E., Phoenix, AZ","-112.0650245","33.5273823","n 7th st & e rose ln, phoenix, az 85012, usa","Geocoded"
446,"Diamond Lil's ","","3025 N. 24th St. E","AZ","(*)","Bars/Clubs","Phoenix",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. E, Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
447,"El Corillo ","","4331 N. 16th St. E. ","AZ","","Bars/Clubs","Phoenix",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4331 N. 16th St. E. , Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
448,"Kay's Happy Landing","","4405 S. Central ","AZ","(M)","Bars/Clubs","Phoenix",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4405 S. Central , Phoenix, AZ","-112.0728982","33.40627","4405 s central ave, phoenix, az 85040, usa","Geocoded"
450,"Black Door","","345 E. Toole St.","AZ","(M)","Bars/Clubs","Tucson",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","345 E. Toole St., Tucson, AZ","-110.9676616","32.2232929","345 e toole ave, tucson, az 85701, usa","Geocoded"
453,"Jim's","(Jim's moving late '68-make point to inquire locally as this is best)","23. W. Third St.","AZ","(*)","Bars/Clubs","Tucson",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23. W. Third St., Tucson, AZ","-110.8612016","32.2315664","e 3rd st, tucson, az, usa","Geocoded"
455,"Captains Table","","5538 N. 7th St. E","AZ","","Bars/Clubs","Phoenix",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","5538 N. 7th St. E, Phoenix, AZ","-112.0654578","33.5179079","5538 n 7th st, phoenix, az 85014, usa","Geocoded"
452,"Esquire","","225 E. Congress","AZ","(M),(RT)","Bars/Clubs","Tucson",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","225 E. Congress, Tucson, AZ","-110.9678391","32.2220514","225 e congress st, tucson, az 85701, usa","Geocoded"
456,"Club 3331","","3331 N 24th St.","AZ","","Bars/Clubs","Phoenix",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3331 N 24th St., Phoenix, AZ","-112.0298551","33.4870908","3331 n 24th st, phoenix, az 85016, usa","Geocoded"
458,"Diamond Lil's ","","3025 N. 24th St. E","AZ","(*)","Bars/Clubs","Phoenix",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","3025 N. 24th St. E, Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
459,"Kay's Happy Landing","","4405 S. Central ","AZ","(M)","Bars/Clubs","Phoenix",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4405 S. Central , Phoenix, AZ","-112.0728982","33.40627","4405 s central ave, phoenix, az 85040, usa","Geocoded"
463,"Jim's","","23. W 3rd St.","AZ","(*)","Bars/Clubs","Tucson",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","23. W 3rd St., Tucson, AZ","-110.8612016","32.2315664","e 3rd st, tucson, az, usa","Geocoded"
461,"Black Door","","345 E. Toole St.","AZ","","Bars/Clubs","Tucson",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","345 E. Toole St., Tucson, AZ","-110.9676616","32.2232929","345 e toole ave, tucson, az 85701, usa","Geocoded"
460,"South Seas","","32 E. Monroe","AZ","","Bars/Clubs","Phoenix",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","32 E. Monroe, Phoenix, AZ","-112.0727166","33.4507949","32 e monroe st, phoenix, az 85004, usa","Geocoded"
465,"Captains Table","","5538 N. 7th St. E","AZ","","Bars/Clubs","Phoenix",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm","5538 N. 7th St. E, Phoenix, AZ","-112.0654578","33.5179079","5538 n 7th st, phoenix, az 85014, usa","Geocoded"
468,"Kay's Happy Landing","","4405 S. Central ","AZ","(M)","Bars/Clubs","Phoenix",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm","4405 S. Central , Phoenix, AZ","-112.0728982","33.40627","4405 s central ave, phoenix, az 85040, usa","Geocoded"
467,"Diamond Lil's ","","3025 N. 24th St. E","AZ","(*)","Bars/Clubs","Phoenix",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm","3025 N. 24th St. E, Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
471,"Black Door","(nr Congress Hotel)","","AZ","","Bars/Clubs","Tucson",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm",", Tucson, AZ","-110.9747108","32.2226066","tucson, az, usa","Geocoded"
473,"Jim's","","23. W 3rd St.","AZ","(*)","Bars/Clubs","Tucson",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm","23. W 3rd St., Tucson, AZ","-110.8612016","32.2315664","e 3rd st, tucson, az, usa","Geocoded"
469,"Mr. Jim's","","155 W Camelback Rd","AZ","(D),(*)","Bars/Clubs","Phoenix",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm","155 W Camelback Rd, Phoenix, AZ","-112.0770646","33.5089768","155 w camelback rd, phoenix, az 85013, usa","Geocoded"
470,"South Seas","","32 E. Monroe","AZ","","Bars/Clubs","Phoenix",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm","32 E. Monroe, Phoenix, AZ","-112.0727166","33.4507949","32 e monroe st, phoenix, az 85004, usa","Geocoded"
478,"South Seas","","32 E. Monroe","AZ","(*)","Bars/Clubs","Phoenix",NA,1965,"","","4/21/2020 9:58am","7/27/2020 1:17pm","32 E. Monroe, Phoenix, AZ","-112.0727166","33.4507949","32 e monroe st, phoenix, az 85004, usa","Geocoded"
474,"Captain's Table","","5538 N. 7th St. E","AZ","","Bars/Clubs","Phoenix",NA,1965,"","","4/21/2020 9:58am","7/27/2020 1:17pm","5538 N. 7th St. E, Phoenix, AZ","-112.0654578","33.5179079","5538 n 7th st, phoenix, az 85014, usa","Geocoded"
477,"Kay's Happy Landing","","4405 S. Central ","AZ","","Bars/Clubs","Phoenix",NA,1965,"","","4/21/2020 9:58am","7/27/2020 1:17pm","4405 S. Central , Phoenix, AZ","-112.0728982","33.40627","4405 s central ave, phoenix, az 85040, usa","Geocoded"
222,"Mickey's Lounge","Sands Motel","400 S. Haskell Ave.","AZ","(M)","Bars/Clubs,Hotels","Wilcox",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","400 S. Haskell Ave., Wilcox, AZ","-109.8350935","32.2492631","400 s haskell ave, willcox, az 85643, usa","Geocoded"
262,"Congress Hotel Bar","(Latins)","311 E. Congress","AZ","(RT)","Bars/Clubs,Hotels","Tucson",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
310,"Congress Hotel Bar","(Latins)","311 E. Congress","AZ","(RT)","Bars/Clubs,Hotels","Tucson",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
349,"Congress Hotel Bar","(Latins)","311 E. Congress","AZ","(RT)","Bars/Clubs,Hotels","Tucson",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
371,"Varisty Inn","","801. E. Apache","AZ","(M),(YC)","Bars/Clubs,Hotels","Tempe",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","801. E. Apache, Tempe, AZ","-111.9271674","33.4144523","801 e apache blvd, tempe, az 85281, usa","Geocoded"
374,"Congress Hotel Bar","","311 E. Congress","AZ","","Bars/Clubs,Hotels","Tucson",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
391,"Congress Hotel Bar","","311 E. Congress","AZ","","Bars/Clubs,Hotels","Tucson",NA,1973,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
405,"Congress Hotel Bar","","311 E. Congress","AZ","(M)","Bars/Clubs,Hotels","Tucson",NA,1972,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
423,"Congress Hotel Bar","","311 E. Congress","AZ","(M)","Bars/Clubs,Hotels","Tucson",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
439,"Congress Hotel Bar","","311 E. Congress","AZ","","Bars/Clubs,Hotels","Tucson",NA,1970,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
451,"Congress Hotel Bar","","311 E. Congress","AZ","","Bars/Clubs,Hotels","Tucson",NA,1969,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
462,"Congress Hotel Bar","","311 E. Congress","AZ","(M)","Bars/Clubs,Hotels","Tucson",NA,1968,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
472,"Congress Hotel Bar","","311 E. Congress","AZ","","Bars/Clubs,Hotels","Tucson",NA,1966,"","","4/21/2020 9:58am","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
481,"Santa Rita Hotel Bar","","109 S Scott","AZ","(M)","Bars/Clubs,Hotels","Tucson",NA,1965,"","","4/21/2020 9:58am","7/27/2020 1:17pm","109 S Scott, Tucson, AZ","-110.9697115","32.2208324","109 s scott ave, tucson, az 85701, usa","Geocoded"
480,"Congress Hotel Bar","","311 E. Congress","AZ","","Bars/Clubs,Hotels","Tucson",NA,1965,"","","4/21/2020 9:58am","7/27/2020 1:17pm","311 E. Congress, Tucson, AZ","-110.9668233","32.222337","311 e congress st, tucson, az 85701, usa","Geocoded"
414,"Manny's Den","","1724 E. McDowell Rd.","AZ","(S),(*)","Bars/Clubs,Business","Phoenix",NA,1971,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1724 E. McDowell Rd., Phoenix, AZ","-112.0445398","33.4660592","1724 e mcdowell rd, phoenix, az 85006, usa","Geocoded"
16,"Forum","(2 bars) (Disco)  (Sun. afternoon buffet)","4132 E. McDowell Rd.","AZ","(*),(YC),(D)","Bars/Clubs,Restaurant","Phoenix",NA,1980,"","","4/20/2020 12:46am","7/27/2020 1:17pm","4132 E. McDowell Rd., Phoenix, AZ","-111.9919091","33.4661066","4132 e mcdowell rd, phoenix, az 85008, usa","Geocoded"
94,"Forum","(2 bars) (Disco)  (Sun. afternoon buffet)","4132 E. McDowell Rd.","AZ","(*),(YC),(D)","Bars/Clubs,Restaurant","Phoenix",NA,1979,"","","4/20/2020 12:47am","7/27/2020 1:17pm","4132 E. McDowell Rd., Phoenix, AZ","-111.9919091","33.4661066","4132 e mcdowell rd, phoenix, az 85008, usa","Geocoded"
165,"Casa de Roma","(Sun. brunch)","4331 N. 16th St.","AZ","(*),(YC),(D)","Bars/Clubs,Restaurant","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","4331 N. 16th St., Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
172,"Forum","(Disco) ","4132 E. McDowell Rd.","AZ","(*),(YC),(D)","Bars/Clubs,Restaurant","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","4132 E. McDowell Rd., Phoenix, AZ","-111.9919091","33.4661066","4132 e mcdowell rd, phoenix, az 85008, usa","Geocoded"
177,"Nu Towne Saloon","(Sun. brunch & barbeque; Mon. night beer bust) ","5002 E. Van Buren","AZ","(W),(YC),(D),(*)","Bars/Clubs,Restaurant","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","5002 E. Van Buren, Phoenix, AZ","-111.9739771","33.4513607","5002 e van buren st, phoenix, az 85008, usa","Geocoded"
208,"Jekyll's & Hyde's","(Disco) (Mardi Gras carnival in Feb.)","1455 N. Miracle Mile","AZ","(*),(YC),(D),(R),(PT)","Bars/Clubs,Restaurant","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","1455 N. Miracle Mile, Tucson, AZ","-110.9973286","32.2608521","1455 w miracle mile, tucson, az 85705, usa","Geocoded"
235,"Casa de Roma","(S-WE)","4331 N. 16th St.","AZ","(YC),(D),(S),(WE),(*)","Bars/Clubs,Restaurant","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","4331 N. 16th St., Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
288,"Casa de Roma","","4331 N. 16th St.","AZ","(YC),(D),(S),(*)","Bars/Clubs,Restaurant","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","4331 N. 16th St., Phoenix, AZ","-112.047249","33.4994441","4331 n 16th st, phoenix, az 85016, usa","Geocoded"
298,"Nu Towne Saloon","(Sun. brunch & barbeque)","5002 E. Van Buren","AZ","(W),(YC),(D),(*)","Bars/Clubs,Restaurant","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","5002 E. Van Buren, Phoenix, AZ","-111.9739771","33.4513607","5002 e van buren st, phoenix, az 85008, usa","Geocoded"
337,"Nu Towne Saloon","('Flicks' also (C) after weekends & Sunday brunch)","5002 E. Van Buren","AZ","(W),(YC),(D),(*),(C)","Bars/Clubs,Restaurant","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","5002 E. Van Buren, Phoenix, AZ","-111.9739771","33.4513607","5002 e van buren st, phoenix, az 85008, usa","Geocoded"
340,"Sportsmen Lounge","(Disco) (Also (C) (R) after hours - Enter through parking lot in rear)","4622 N. 7th St.","AZ","(*),(HIP),(YC),(D),(C),(R)","Bars/Clubs,Restaurant","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
352,"Stonewall","(Disco) May be opening patio (R) in back","2921 N. 1st Avenue","AZ","(HIP),(YC),(D),(*),(R)","Bars/Clubs,Restaurant","Tucson",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","2921 N. 1st Avenue, Tucson, AZ","-110.9614089","32.2607716","2921 n 1st ave, tucson, az 85719, usa","Geocoded"
364,"Nu Towne Saloon","(also (C) after hours, weekends and Sunday brunch)","5002 E. Van Buren","AZ","(W),(YC),(D),(*),(C)","Bars/Clubs,Restaurant","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","5002 E. Van Buren, Phoenix, AZ","-111.9739771","33.4513607","5002 e van buren st, phoenix, az 85008, usa","Geocoded"
366,"Sportsmen Lounge"," (Also (C) (R) after hours next door at the 'Other Side' ","4622 N. 7th St.","AZ","(*),(HIP),(YC),(D),(C),(R)","Bars/Clubs,Restaurant","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","4622 N. 7th St., Phoenix, AZ","-112.0653068","33.5044783","4622 n 7th st, phoenix, az 85014, usa","Geocoded"
475,"Diamond Lil's ","","3025 N. 24th St. E","AZ","(*),(R)","Bars/Clubs,Restaurant","Phoenix",NA,1965,"","","4/21/2020 9:58am","7/27/2020 1:17pm","3025 N. 24th St. E, Phoenix, AZ","-112.0297986","33.4833131","3025 n 24th st, phoenix, az 85016, usa","Geocoded"
246,"Nu Towne Saloon","(Sunday brunch & barbeque; Monday night 'beer bust') (cruisy) ","5002 E. Van Buren","AZ","(W),(YC),(D),(*)","Bars/Clubs,Restaurant,Cruising Areas","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","5002 E. Van Buren, Phoenix, AZ","-111.9739771","33.4513607","5002 e van buren st, phoenix, az 85008, usa","Geocoded"
10,"Club Phoenix Baths","","1517 S. Black Canyon Rd.","AZ","(P),(*)","Baths","Phoenix",NA,1980,"","","4/20/2020 12:46am","7/27/2020 1:17pm","1517 S. Black Canyon Rd., Phoenix, AZ","-112.1072993","33.4337231","1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded"
56,"Hairy Tiz","(Picking up nicely-may be adding adj. baths) ","342 E. Toole Ave","AZ","","Baths","Tucson",NA,1980,"","","4/20/2020 12:47am","7/27/2020 1:17pm","342 E. Toole Ave, Tucson, AZ","-110.9670398","32.2229604","342 e toole ave, tucson, az 85701, usa","Geocoded"
88,"Club Phoenix Baths","","1517 S. Black Canyon Rd.","AZ","(P),(*)","Baths","Phoenix",NA,1979,"","","4/20/2020 12:47am","7/27/2020 1:17pm","1517 S. Black Canyon Rd., Phoenix, AZ","-112.1072993","33.4337231","1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded"
132,"Hairy Tiz","(Picking up nicely-may be adding adj. baths) ","342 E. Toole Ave","AZ","","Baths","Tucson",NA,1979,"","","4/20/2020 9:17pm","7/27/2020 1:17pm","342 E. Toole Ave, Tucson, AZ","-110.9670398","32.2229604","342 e toole ave, tucson, az 85701, usa","Geocoded"
166,"Club Phoenix Baths","","1517 So. Black Canyon Rd.","AZ","(P),(*)","Baths","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","1517 So. Black Canyon Rd., Phoenix, AZ","-112.1072993","33.4337231","1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded"
207,"Hairy Tiz","(Looks promising)","342 E. Toole Ave","AZ","","Baths","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","342 E. Toole Ave, Tucson, AZ","-110.9670398","32.2229604","342 e toole ave, tucson, az 85701, usa","Geocoded"
236,"Club Phoenix Baths","","1517 So. Black Canyon Rd.","AZ","(P),(*)","Baths","Phoenix",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","1517 So. Black Canyon Rd., Phoenix, AZ","-112.1072993","33.4337231","1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded"
260,"Back Door Club Baths","(Looks promising) (Adjacent to above Book Store)","3309 East Michigan","AZ","","Baths","Tucson",NA,1977,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","3309 East Michigan, Tucson, AZ","-110.921814","32.170871","3309 e michigan st, tucson, az 85714, usa","Geocoded"
290,"Club Phoenix Baths","","1517 S. Black Canyon Rd.","AZ","(*)","Baths","Phoenix",NA,1976,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","1517 S. Black Canyon Rd., Phoenix, AZ","-112.1072993","33.4337231","1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded"
329,"Club Phoenix Baths","","1517 S. Black Canyon Rd.","AZ","(*)","Baths","Phoenix",NA,1975,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1517 S. Black Canyon Rd., Phoenix, AZ","-112.1072993","33.4337231","1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded"
358,"Club Phoenix Baths","","1517 S. Black Canyon Rd.","AZ","","Baths","Phoenix",NA,1974,"","","4/20/2020 10:24pm","7/27/2020 1:17pm","1517 S. Black Canyon Rd., Phoenix, AZ","-112.1072993","33.4337231","1517 s black canyon hwy, phoenix, az 85009, usa","Geocoded"
122,"Back Door Club Baths & Book Store","(Tues*) ","3309 E. Michigan","AZ","(*)","Baths,Book Store","Tucson",NA,1979,"","","4/20/2020 9:17pm","7/27/2020 1:17pm","3309 E. Michigan, Tucson, AZ","-110.921814","32.170871","3309 e michigan st, tucson, az 85714, usa","Geocoded"
201,"Back Door ","(Bookstore & adjacent baths) (Tues*) ","3309 E. Michigan","AZ","(*)","Baths,Book Store","Tucson",NA,1978,"","","4/20/2020 10:23pm","7/27/2020 1:17pm","3309 E. Michigan, Tucson, AZ","-110.921814","32.170871","3309 e michigan st, tucson, az 85714, usa","Geocoded"
11,"Connection","(Cruisy) (Some W, SM, FFA) (Newly enlarged) (Bare chest nights) ","4211 N. 7th St. ","AZ","(*),(W),(SM),(FFA)","Cruising Areas,Bars/Clubs","Phoenix",NA,1980,"","","4/20/2020 12:46am","7/27/2020 1:17pm","4211 N. 7th St. , Phoenix, AZ","-112.0648","33.4969979","4211 n 7th st, phoenix, az 85014, usa","Geocoded"
89,"Connection","(Cruisy) (Some W, SM, FFA) (Bare chest nights) ('wild john')","4211 N. 7th St. ","AZ","(*),(W),(SM),(FFA)","Cruising Areas,Bars/Clubs","Phoenix",NA,1979,"","","4/20/2020 12:47am","7/27/2020 1:17pm","4211 N. 7th St. , Phoenix, AZ","-112.0648","33.4969979","4211 n 7th st, phoenix, az 85014, usa","Geocoded"
167,"Connection","(Cruisy) (Bare chest nights)","4211 N. 7th St. ","AZ","(W),(SM),(PT),(*),(D)","Cruising Areas,Bars/Clubs","Phoenix",NA,1978,"","","4/20/2020 9:18pm","7/27/2020 1:17pm","4211 N. 7th St. , Phoenix, AZ","-112.0648","33.4969979","4211 n 7th st, phoenix, az 85014, usa","Geocoded"
62,"Toole Box","(Cruisy maze & 'wild back room') (Enter thru lobby of MacArthur Hotel) ","347 E. Toole Ave","AZ","(P),(AH),(BYOB),(*)","Cruising Areas,Bars/Clubs,Hotels","Tucson",NA,1980,"","","4/20/2020 12:47am","7/27/2020 1:17pm","347 E. Toole Ave, Tucson, AZ","-110.9676647","32.2232719","347 e toole ave, tucson, az 85701, usa","Geocoded"
140,"Toole Box","(Cruisy maze & 'wild back room') (Enter thru lobby of MacArthur Hotel) ","347 E. Toole Ave","AZ","(P),(AH),(BYOB),(*)","Cruising Areas,Bars/Clubs,Hotels","Tucson",NA,1979,"","","4/20/2020 9:17pm","7/27/2020 1:17pm","347 E. Toole Ave, Tucson, AZ","-110.9676647","32.2232719","347 e toole ave, tucson, az 85701, usa","Geocoded"
