"description","streetaddress","city","state","amenityfeatures","type","Year","notes","full.address","lon","lat","geoAddress","status","title","unclear_address"
"(Breakfast & lunch)","120 S. New York Ave.","Atlantic City","NJ","(R)","Restaurant",1980,NA,"120 S. New York Ave., Atlantic City, NJ","-74.428137",39.359302,"120 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Italian R)","151 S. New York Ave.","Atlantic City","NJ","(R)","Restaurant",1980,NA,"151 S. New York Ave., Atlantic City, NJ","-74.4275333",39.3592075,"151 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Cruise bar)","137 S. New York Ave.","Atlantic City","NJ","","Bars/Clubs,Cruising Areas",1980,NA,"137 S. New York Ave., Atlantic City, NJ","-74.4276254",39.3593785,"137 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Deli)","178 S. New York Ave.","Atlantic City","NJ","(M),(R)","Restaurant",1980,NA,"178 S. New York Ave., Atlantic City, NJ","-74.426752",39.3577821,"178 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","127 S. Ocean Ave.","Atlantic City","NJ","(H)","Hotels",1980,NA,"127 S. Ocean Ave., Atlantic City, NJ","-74.425976",39.3601421,"127 s ocean ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Summers) (Above Lark Inn)","174 S. New York Ave.","Atlantic City","NJ","(W),(SM),(*)","Bars/Clubs",1980,NA,"174 S. New York Ave., Atlantic City, NJ","-74.426763",39.3577981,"174 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","181 S. New York Ave.","Atlantic City","NJ","(M),(H)","Hotels",1980,NA,"181 S. New York Ave., Atlantic City, NJ","-74.426972",39.358627,"181 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Disco)","156 S. Westminster","Atlantic City","NJ","(YC),(*)","Bars/Clubs",1980,NA,"156 S. Westminster, Atlantic City, NJ","-74.4272118",39.3574049,"156 westminster ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Disco) (Above Brass Rail)","12 S. Mt. Vernon","Atlantic City","NJ","(P),(L),(*),(D)","Bars/Clubs",1980,NA,"12 S. Mt. Vernon, Atlantic City, NJ","-74.4310387",39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","P.O. Box 248 Belvidere 07823","Belvidere","NJ","","Book Store",1980,NA,"P.O. Box 248 Belvidere 07823, Belvidere, NJ","-75.077135",40.828036,"111 mansfield st, belvidere, nj 07823, usa","Geocoded",NA,NA
"(201) 295-4900","1714 Hwy. 88","Brick Town","NJ","","Baths",1980,NA,"1714 Hwy. 88, Brick Town, NJ","-74.1325942",40.0716592,"1714 nj-88, brick township, nj 08724, usa","Geocoded",NA,NA
"(Some SM)","1498 Broadway","Camden","NJ","","Baths",1980,NA,"1498 Broadway, Camden, NJ","-75.119283",39.926979,"1498 broadway, camden, nj 08104, usa","Geocoded",NA,NA
"(7th & Linden Sts.)","5 Northgate Center","Camden","NJ","(D)","Bars/Clubs",1980,NA,"5 Northgate Center, Camden, NJ","-75.1156159",39.9495891,"500 n 7th st, camden, nj 08102, usa","Geocoded",NA,NA
"(Baths) ","728 Cooper St.","Camden","NJ","(P),(YC)","Baths",1980,NA,"728 Cooper St., Camden, NJ","-75.116935",39.945862,"728 cooper st, camden, nj 08102, usa","Geocoded",NA,NA
"(Disco) Next to Garden St. Race track (Rte. 70) (See ad next pg.)","2310 W. Marlton Pike","Cherry Hill","NJ","(YC),(D),(*)","Bars/Clubs",1980,NA,"2310 W. Marlton Pike, Cherry Hill, NJ","-75.0473793",39.9256138,"2310 marlton pike w, cherry hill, nj 08002, usa","Geocoded",NA,NA
"","230 Ackerman Ave.","Clifton","NJ","","Bars/Clubs",1980,NA,"230 Ackerman Ave., Clifton, NJ","-74.129662",40.8762198,"230 ackerman ave, clifton, nj 07011, usa","Geocoded",NA,NA
"(3 bars) (Disco) (W - cruise bar)","536 Main St.","East Orange","NJ","(*),(YC),(D),(E),(W),Cruisy Area","Cruising Areas",1980,NA,"536 Main St., East Orange, NJ","-74.2179169",40.7667886,"536 main st, east orange, nj 07018, usa","Geocoded",NA,NA
"(Disco) (Many L)","611 Central Ave.","East Orange","NJ","(D),(L)","Cruising Areas,Bars/Clubs",1980,NA,"611 Central Ave., East Orange, NJ","-74.2250974",40.7615215,"611 central ave, east orange, nj 07018, usa","Geocoded",NA,NA
"(Disco) (3 bars)","17 Broad St.","Elizabeth","NJ","(*),(E),(YC),(D),(PT),(S)","Bars/Clubs",1980,NA,"17 Broad St., Elizabeth, NJ","-74.2146997",40.6626781,"17 broad st, elizabeth, nj 07201, usa","Geocoded",NA,NA
"(Feminist books, ect.)","100 Main St.","Ft. Lee","NJ","","Book Store",1980,NA,"100 Main St., Ft. Lee, NJ","-73.965624",40.8505531,"100 main st, fort lee, nj 07024, usa","Geocoded",NA,NA
"","6803 Bergen Line Ave.","Guttenberg","NJ","","Bars/Clubs",1980,NA,"6803 Bergen Line Ave., Guttenberg, NJ","-74.0119949",40.7950717,"6803 bergenline ave, guttenberg, nj 07093, usa","Geocoded",NA,NA
"(Disco)","2005 E. Linden","Linden","NJ","(D),(*)","Bars/Clubs",1980,NA,"2005 E. Linden, Linden, NJ","-74.2299693",40.6480583,"2005 e linden ave, linden, nj 07036, usa","Geocoded",NA,NA
"(Some SM)","49 Broadway","Newark","NJ","(*),(SM)","Baths",1980,NA,"49 Broadway, Newark, NJ","-74.1702822",40.7518318,"49 broadway, newark, nj 07104, usa","Geocoded",NA,NA
"","59 Edison Pl.","Newark","NJ","(*),(B),(D)","Bars/Clubs",1980,NA,"59 Edison Pl., Newark, NJ","-74.170064",40.734348,"59 edison pl, newark, nj 07102, usa","Geocoded",NA,NA
"(Some YC, L) (Disco) (D & OC in back) (May be moving)","111 Albany St.","New Brunswick","NJ","(*),(YC),(L),(D),(OC)","Bars/Clubs",1980,NA,"111 Albany St., New Brunswick, NJ","-74.4443285",40.49664,"111 albany st, new brunswick, nj 08901, usa","Geocoded",NA,NA
"(Disco)","15 Howe Ave.","Pasaic","NJ","(*),(D),(YC)","Bars/Clubs",1980,NA,"15 Howe Ave., Pasaic, NJ","-74.1273129",40.8608992,"15 howe ave, passaic, nj 07055, usa","Geocoded",NA,NA
"(Disco)","389 Madison Ave.","Paterson","NJ","(D)","Bars/Clubs",1980,NA,"389 Madison Ave., Paterson, NJ","-74.1507186",40.9272854,"389 madison ave, paterson, nj 07524, usa","Geocoded",NA,NA
"","210 S. Main","Phillipsburg","NJ","(D)","Bars/Clubs",1980,NA,"210 S. Main, Phillipsburg, NJ","-75.1976218",40.6875851,"210 s main st, phillipsburg, nj 08865, usa","Geocoded",NA,NA
"","128 Nassau","Princeton","NJ","(M),(YC)","Bars/Clubs",1980,NA,"128 Nassau, Princeton, NJ","-74.6587755",40.3502651,"128 nassau st, princeton, nj 08542, usa","Geocoded",NA,NA
"(Disco) (4 bars, 2 dance floors) ","77 Kinderkamack Rd.","River Edge","NJ","(YC),(D),(*)","Bars/Clubs",1980,NA,"77 Kinderkamack Rd., River Edge, NJ","-74.0360483",40.9105724,"77 kinderkamack rd, river edge, nj 07661, usa","Geocoded",NA,NA
"(Some L)","21 Ferry St.","South River","NJ","(L),(D),(R)","Restaurant",1980,NA,"21 Ferry St., South River, NJ","-74.3780482",40.4507907,"21 ferry st, south river, nj 08882, usa","Geocoded",NA,NA
"(Disco) (SM - W - downstairs 'back room')","120 S. Warren St.","Trenton","NJ","(D),(R),(PT),(SM),(W),(*)","Bars/Clubs,Restaurant",1980,NA,"120 S. Warren St., Trenton, NJ","-74.7657546",40.2188012,"120 s warren st, trenton, nj 08608, usa","Geocoded",NA,NA
"(Lunches Tues. - Fri.) (Snacks)","21 S. Warren St.","Trenton","NJ","(*),(OC)","Bars/Clubs",1980,NA,"21 S. Warren St., Trenton, NJ","-74.7659265",40.2201079,"21 s warren st, trenton, nj 08608, usa","Geocoded",NA,NA
"","677 S. Broad","Trenton","NJ","(L),(*)","Bars/Clubs",1980,NA,"677 S. Broad, Trenton, NJ","-74.753595",40.208249,"677 s broad st, trenton, nj 08611, usa","Geocoded",NA,NA
"(Disco)","1500 S. Clinton","Trenton","NJ","(YC),(D),(*)","Bars/Clubs",1980,NA,"1500 S. Clinton, Trenton, NJ","-74.7398563",40.2048375,"1500 s clinton ave, trenton, nj 08610, usa","Geocoded",NA,NA
"(Disco) (Some L, Latins)","708 West St.","Union City","NJ","(D),(L)","Bars/Clubs",1980,NA,"708 West St., Union City, NJ","-74.0405168",40.7573183,"708 west st, union city, nj 07087, usa","Geocoded",NA,NA
"(Disco)","509 22nd St.","Union City","NJ","(L),(D)","Bars/Clubs",1980,NA,"509 22nd St., Union City, NJ","-74.0338536",40.7663755,"509 22nd st, union city, nj 07087, usa","Geocoded",NA,NA
"(Disco) (Cruisy)","457 Paterson Ave.","Wallington","NJ","(L),(D),(*)","Cruising Areas,Bars/Clubs",1980,NA,"457 Paterson Ave., Wallington, NJ","-74.103881",40.842432,"457 paterson ave, wallington, nj 07057, usa","Geocoded",NA,NA
"","102 2nd Ave.","Asbury Park","NJ","(M),(H)","Hotels",1979,NA,"102 2nd Ave., Asbury Park, NJ","-74.0005705",40.2201017,"102 2nd ave, asbury park, nj 07712, usa","Geocoded",NA,NA
"","312 Cookman Ave.","Asbury Park","NJ","(R),(D),(*)","Restaurant,Bars/Clubs",1979,NA,"312 Cookman Ave., Asbury Park, NJ","-74.0063885",40.2175588,"312 cookman ave, asbury park, nj 07712, usa","Geocoded",NA,NA
"(3rd & 4th floors) ","331 Cookman","Asbury Park","NJ","(H)","Hotels",1979,NA,"331 Cookman, Asbury Park, NJ","-74.0056944",40.2179963,"331 cookman ave, asbury park, nj 07712, usa","Geocoded",NA,NA
"","707 Bangs Ave.","Asbury Park","NJ","(OC),(E),(*)","Bars/Clubs",1979,NA,"707 Bangs Ave., Asbury Park, NJ","-74.0118049",40.2174449,"707 bangs ave, asbury park, nj 07712, usa","Geocoded",NA,NA
"('Flicks' & beer - open all year) ","500 Summerfield Ave.","Asbury Park","NJ","(P),(*)","Baths",1979,NA,"500 Summerfield Ave., Asbury Park, NJ","-74.0081964",40.2172155,"500 summerfield ave, asbury park, nj 07712, usa","Geocoded",NA,NA
"(Some YC, G, B) (Disco) (Swim pool)","329 Cookman Ave.","Asbury Park","NJ","(YC),(G),(B),(*),(D),(S)","Bars/Clubs",1979,NA,"329 Cookman Ave., Asbury Park, NJ","-74.005669",40.2180017,"329 cookman ave, asbury park, nj 07712, usa","Geocoded",NA,NA
"(Many G) (Disco)","427 Cookman Ave.","Asbury Park","NJ","(G),(D),(*)","Bars/Clubs",1979,NA,"427 Cookman Ave., Asbury Park, NJ","-74.007371",40.217401,"427 cookman ave, asbury park, nj 07712, usa","Geocoded",NA,NA
"","1904 Atlantic Ave.","Atlantic City","NJ","(M)","Book Store",1979,NA,"1904 Atlantic Ave., Atlantic City, NJ","-74.4344499",39.3595496,"1904 atlantic ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","1524 Pacific Ave.","Atlantic City","NJ","","Book Store",1979,NA,"1524 Pacific Ave., Atlantic City, NJ","-74.4292146",39.3595013,"1524 pacific ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Some G) (Best late after others close)","12 S. Mt. Vernon Ave.","Atlantic City","NJ","(D),(G)","Bars/Clubs",1979,NA,"12 S. Mt. Vernon Ave., Atlantic City, NJ","-74.4310387",39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","146 S. New York Ave.","Atlantic City","NJ","(H)","Hotels",1979,NA,"146 S. New York Ave., Atlantic City, NJ","-74.427676",39.358544,"146 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","205 S. New York Ave.","Atlantic City","NJ","(S),(D)","Bars/Clubs",1979,NA,"205 S. New York Ave., Atlantic City, NJ","-74.4268329",39.358181,"205 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","132 S. New York Ave.","Atlantic City","NJ","(H),(*)","Hotels",1979,NA,"132 S. New York Ave., Atlantic City, NJ","-74.4278809",39.3589343,"132 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Disco) (Best all year bar - side entrance or through hotel)","132 S. New York Ave.","Atlantic City","NJ","(*),(YC),(D)","Bars/Clubs,Hotels",1979,NA,"132 S. New York Ave., Atlantic City, NJ","-74.4278809",39.3589343,"132 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Many B) (One side for guys, other for gals) (Summer only *) Above Chez Paree","183 S. New York Ave.","Atlantic City","NJ","(YC),(B),(D),(*)","Bars/Clubs",1979,NA,"183 S. New York Ave., Atlantic City, NJ","-74.4270142",39.358529,"183 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Some G) (Disco) ","183 S. New York Ave.","Atlantic City","NJ","(*),(D),(G)","Bars/Clubs",1979,NA,"183 S. New York Ave., Atlantic City, NJ","-74.4270142",39.358529,"183 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Books, 'flicks', games & other games) (Side entrance, Grand Hotel)","122 S. New York Ave.","Atlantic City","NJ","(P),(YC),(*)","Hotels,Theatre,Business",1979,NA,"122 S. New York Ave., Atlantic City, NJ","-74.4280689",39.359205,"122 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Looks promising)","149 S. Kentucky Ave.","Atlantic City","NJ","","Baths",1979,NA,"149 S. Kentucky Ave., Atlantic City, NJ","-74.4284006",39.3578605,"149 s kentucky ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","116 S. So. Carolina Ave.","Atlantic City","NJ","(H)","Hotels",1979,NA,"116 S. So. Carolina Ave., Atlantic City, NJ","-74.4255037",39.3601127,"116 s south carolina ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","117 S. Westminster","Atlantic City","NJ","","Bars/Clubs",1979,NA,"117 S. Westminster, Atlantic City, NJ","-74.428383",39.359079,"117 westminster ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","178 S. New York Ave.","Atlantic City","NJ","(M),(R)","Restaurant",1979,NA,"178 S. New York Ave., Atlantic City, NJ","-74.426752",39.3577821,"178 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"an alley off New York nr. the Boardwalk","169 S. Westminster","Atlantic City","NJ","(OC),(*)","Bars/Clubs",1979,NA,"169 S. Westminster, Atlantic City, NJ","-74.4273391",39.3576739,"169 westminster ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Includes 'After Dark' E, M&M Disco, & R - Plans for showbar & baths)","149 S. Kentucky Ave.","Atlantic City","NJ","(H),(*),(E),(R)","Hotels,Restaurant",1979,NA,"149 S. Kentucky Ave., Atlantic City, NJ","-74.4284006",39.3578605,"149 s kentucky ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","122 S. New York Ave.","Atlantic City","NJ","(H)","Hotels",1979,NA,"122 S. New York Ave., Atlantic City, NJ","-74.4280689",39.359205,"122 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","145 S. New York Ave.","Atlantic City","NJ","(M),(H)","Hotels",1979,NA,"145 S. New York Ave., Atlantic City, NJ","-74.4275654",39.3592726,"145 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","159 S. Westminster","Atlantic City","NJ","(P),(H)","Hotels",1979,NA,"159 S. Westminster, Atlantic City, NJ","-74.4276305",39.3581178,"159 westminster ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"at the Boardwalk","174 S. New York Ave.","Atlantic City","NJ","(YC),(D),(PT),(*)","Bars/Clubs",1979,NA,"174 S. New York Ave., Atlantic City, NJ","-74.426763",39.3577981,"174 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Breakfast & lunch)","120 S. New York","Atlantic City","NJ","(R)","Restaurant",1979,NA,"120 S. New York, Atlantic City, NJ","-74.428137",39.359302,"120 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Italian R)","151 S. New York Ave.","Atlantic City","NJ","(R)","Restaurant",1979,NA,"151 S. New York Ave., Atlantic City, NJ","-74.4275333",39.3592075,"151 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Disco) (Summers only)","156 S. Westminster","Atlantic City","NJ","(YC),(D),(*)","Bars/Clubs",1979,NA,"156 S. Westminster, Atlantic City, NJ","-74.4272118",39.3574049,"156 westminster ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","137 S. New York Ave.","Atlantic City","NJ","","Bars/Clubs",1979,NA,"137 S. New York Ave., Atlantic City, NJ","-74.4276254",39.3593785,"137 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","127 S. Ocean Ave.","Atlantic City","NJ","(H)","Hotels",1979,NA,"127 S. Ocean Ave., Atlantic City, NJ","-74.425976",39.3601421,"127 s ocean ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Summers *) (Above Lark Inn)","174 S. New York Ave.","Atlantic City","NJ","(*),(W),(SM)","Bars/Clubs",1979,NA,"174 S. New York Ave., Atlantic City, NJ","-74.426763",39.3577981,"174 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","153 S. Westminster","Atlantic City","NJ","(H)","Hotels",1979,NA,"153 S. Westminster, Atlantic City, NJ","-74.4276822",39.3582495,"153 westminster ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","181 S. New York Ave.","Atlantic City","NJ","(M),(H)","Hotels",1979,NA,"181 S. New York Ave., Atlantic City, NJ","-74.426972",39.358627,"181 s new york ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Above Brass Rail)","12 S. Mt. Vernon","Atlantic City","NJ","(P),(G),(D)","Bars/Clubs",1979,NA,"12 S. Mt. Vernon, Atlantic City, NJ","-74.4310387",39.3602778,"12 s mt vernon ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"","1826 Atlantic ","Atlantic City","NJ","","Book Store",1979,NA,"1826 Atlantic , Atlantic City, NJ","-74.4337166",39.3595782,"1826 atlantic ave, atlantic city, nj 08401, usa","Geocoded",NA,NA
"(Some SM)","1498 Broadway","Camden","NJ","(SM)","Baths",1979,NA,"1498 Broadway, Camden, NJ","-75.119283",39.926979,"1498 broadway, camden, nj 08104, usa","Geocoded",NA,NA
"(7th & Linden Sts.)","5 Northgate Center","Camden","NJ","(D)","Bars/Clubs",1979,NA,"5 Northgate Center, Camden, NJ","-75.1156159",39.9495891,"500 n 7th st, camden, nj 08102, usa","Geocoded",NA,NA
"(Baths)","728 Cooper St.","Camden","NJ","(*),(P),(YC)","Baths",1979,NA,"728 Cooper St., Camden, NJ","-75.116935",39.945862,"728 cooper st, camden, nj 08102, usa","Geocoded",NA,NA
"","424 Washington","Cape May","NJ","","Bars/Clubs",1979,NA,"424 Washington, Cape May, NJ","-74.9225935",38.9326303,"424 washington st, cape may, nj 08204, usa","Geocoded",NA,NA
"","230 Ackerman Ave.","Clifton","NJ","","Bars/Clubs",1979,NA,"230 Ackerman Ave., Clifton, NJ","-74.129662",40.8762198,"230 ackerman ave, clifton, nj 07011, usa","Geocoded",NA,NA
"(Disco) (2 floors)","611 Central Ave.","East Orange","NJ","(YC),(D),(*)","Bars/Clubs",1979,NA,"611 Central Ave., East Orange, NJ","-74.2250974",40.7615215,"611 central ave, east orange, nj 07018, usa","Geocoded",NA,NA
"(Disco)","40 W. Grand Ave.","Elizabeth","NJ","(D),(*)","Bars/Clubs",1979,NA,"40 W. Grand Ave., Elizabeth, NJ","-74.217374",40.6662024,"40 w grand st, elizabeth, nj 07202, usa","Geocoded",NA,NA
"(Disco)","254 N. Broad","Elizabeth","NJ","(YC),(D),(*)","Bars/Clubs",1979,NA,"254 N. Broad, Elizabeth, NJ","-74.2157773",40.66807,"254 n broad st, elizabeth, nj 07208, usa","Geocoded",NA,NA
"","6803 Bergen Line Ave.","Guttenberg","NJ","","Bars/Clubs",1979,NA,"6803 Bergen Line Ave., Guttenberg, NJ","-74.0119949",40.7950717,"6803 bergenline ave, guttenberg, nj 07093, usa","Geocoded",NA,NA
"(Disco) (3 bars & Game room) opp Bloomingdale's 4 mi. W of Geo Washington Bridge ","41 Rte. 4 ","Hackensack","NJ","(*),(YC),(D),(PT)","Bars/Clubs",1979,NA,"41 Rte. 4 , Hackensack, NJ","-74.0321009",40.9040561,"41 nj-4, hackensack, nj 07601, usa","Geocoded",NA,NA
"(Latins)","Grove St. Station","Jersey City","NJ","(RT),(B)","Bars/Clubs",1979,NA,"Grove St. Station, Jersey City, NJ","-74.0447003",40.7218318,"grove street, district of freedom#8573311~!#, jersey city, nj 07302, usa","Geocoded",NA,NA
"","Old Rte. 202","Lambertville","NJ","(M),(H),(R)","Restaurant",1979,NA,"Old Rte. 202, Lambertville, NJ","-74.9630969",40.3706367,"us-202, lambertville, nj, usa","Geocoded",NA,NA
"(Best late)","614 2nd Ave.","Long Branch","NJ","(M),(R)","Restaurant",1979,NA,"614 2nd Ave., Long Branch, NJ","-73.9866631",40.2845929,"614 2nd ave, long branch, nj 07740, usa","Geocoded",NA,NA
"(Some SM)","49 Broadway","Newark","NJ","(*),(SM)","Baths",1979,NA,"49 Broadway, Newark, NJ","-74.1702822",40.7518318,"49 broadway, newark, nj 07104, usa","Geocoded",NA,NA
"","59 Edison Pl.","Newark","NJ","(B),(D),(*)","Bars/Clubs",1979,NA,"59 Edison Pl., Newark, NJ","-74.170064",40.734348,"59 edison pl, newark, nj 07102, usa","Geocoded",NA,NA
"(Some YC, G) (Disco) in back","111 Albany St.","New Brunswick","NJ","(YC),(G),(D),(OC),(*)","Bars/Clubs",1979,NA,"111 Albany St., New Brunswick, NJ","-74.4443285",40.49664,"111 albany st, new brunswick, nj 08901, usa","Geocoded",NA,NA
"(Disco)","52 Garden St.","Pasaic","NJ","(G),(D)","Bars/Clubs",1979,NA,"52 Garden St., Pasaic, NJ","-74.1275286",40.8616423,"52 garden st, passaic, nj 07055, usa","Geocoded",NA,NA
"","541 Union Ave.","Paterson","NJ","","Bars/Clubs",1979,NA,"541 Union Ave., Paterson, NJ","-74.1810837",40.9241555,"541 union ave, paterson, nj 07522, usa","Geocoded",NA,NA
"","389 Madison Ave.","Paterson","NJ","(D)","Bars/Clubs",1979,NA,"389 Madison Ave., Paterson, NJ","-74.1507186",40.9272854,"389 madison ave, paterson, nj 07524, usa","Geocoded",NA,NA
